Date,EUROPE GROWTH Standard (Large+Mid Cap)
2001-09-25,1891.393
2001-09-26,1906.164
2001-09-27,1929.089
2001-09-28,1965.665
2001-10-01,1935.918
2001-10-02,1948.683
2001-10-03,1968.601
2001-10-04,2017.697
2001-10-05,2018.2
2001-10-08,2021.767
2001-10-09,2016.017
2001-10-10,2048.521
2001-10-11,2059.267
2001-10-12,2051.942
2001-10-15,2019.566
2001-10-16,2042.258
2001-10-17,2082.594
2001-10-18,2046.008
2001-10-19,2016.626
2001-10-22,2036.345
2001-10-23,2073.875
2001-10-24,2092.801
2001-10-25,2061.737
2001-10-26,2099.684
2001-10-29,2071.223
2001-10-30,2032.022
2001-10-31,2052.281
2001-11-01,2082.2
2001-11-02,2090.116
2001-11-05,2130.088
2001-11-06,2136.531
2001-11-07,2154.416
2001-11-08,2176.814
2001-11-09,2149.937
2001-11-12,2104.668
2001-11-13,2142.375
2001-11-14,2155.609
2001-11-15,2165.962
2001-11-16,2184.158
2001-11-19,2186.744
2001-11-20,2159.396
2001-11-21,2142.388
2001-11-22,2169.106
2001-11-23,2147.421
2001-11-26,2154.794
2001-11-27,2129.362
2001-11-28,2114.427
2001-11-29,2116.449
2001-11-30,2148.34
2001-12-03,2129.72
2001-12-04,2165.32
2001-12-05,2211.169
2001-12-06,2217.182
2001-12-07,2191.502
2001-12-10,2156.601
2001-12-11,2163.446
2001-12-12,2157.341
2001-12-13,2127.268
2001-12-14,2116.084
2001-12-17,2164.018
2001-12-18,2161.489
2001-12-19,2137.098
2001-12-20,2126.731
2001-12-21,2146.313
2001-12-24,2129.903
2001-12-25,2129.903
2001-12-26,2134.548
2001-12-27,2180.111
2001-12-28,2187.341
2001-12-31,2201.869
2002-01-01,2201.869
2002-01-02,2201.003
2002-01-03,2228.113
2002-01-04,2212.435
2002-01-07,2187.632
2002-01-08,2164.501
2002-01-09,2167.595
2002-01-10,2156.89
2002-01-11,2165.185
2002-01-14,2129.564
2002-01-15,2140.914
2002-01-16,2104.703
2002-01-17,2117.82
2002-01-18,2118.819
2002-01-21,2107.781
2002-01-22,2111.151
2002-01-23,2131.659
2002-01-24,2149.012
2002-01-25,2104.816
2002-01-28,2111.251
2002-01-29,2089.149
2002-01-30,2067.768
2002-01-31,2098.227
2002-02-01,2104.717
2002-02-04,2099.527
2002-02-05,2074.765
2002-02-06,2062.357
2002-02-07,2076.643
2002-02-08,2076.831
2002-02-11,2107.54
2002-02-12,2109.872
2002-02-13,2119.741
2002-02-14,2132.708
2002-02-15,2123.071
2002-02-18,2103.814
2002-02-19,2079.326
2002-02-20,2066.484
2002-02-21,2079.364
2002-02-22,2076.599
2002-02-25,2090.746
2002-02-26,2093.975
2002-02-27,2111.177
2002-02-28,2113.432
2002-03-01,2128.081
2002-03-04,2165.811
2002-03-05,2153.442
2002-03-06,2165.7
2002-03-07,2188.112
2002-03-08,2191.435
2002-03-11,2179.171
2002-03-12,2157.523
2002-03-13,2162.721
2002-03-14,2179.973
2002-03-15,2197.039
2002-03-18,2202.91
2002-03-19,2211.408
2002-03-20,2194.369
2002-03-21,2181.044
2002-03-22,2188.395
2002-03-25,2168.814
2002-03-26,2171.809
2002-03-27,2165.888
2002-03-28,2188.097
2002-03-29,2188.097
2002-04-01,2208.227
2002-04-02,2196.027
2002-04-03,2185.884
2002-04-04,2164.654
2002-04-05,2163.776
2002-04-08,2127.605
2002-04-09,2138.819
2002-04-10,2160.147
2002-04-11,2135.309
2002-04-12,2141.29
2002-04-15,2155.83
2002-04-16,2188.546
2002-04-17,2202.281
2002-04-18,2186.887
2002-04-19,2184.523
2002-04-22,2167.895
2002-04-23,2167.027
2002-04-24,2166.177
2002-04-25,2163.001
2002-04-26,2158.096
2002-04-29,2154.218
2002-04-30,2162.752
2002-05-01,2169.946
2002-05-02,2161.572
2002-05-03,2169.402
2002-05-06,2169.838
2002-05-07,2138.782
2002-05-08,2169.495
2002-05-09,2158.246
2002-05-10,2143.399
2002-05-13,2157.633
2002-05-14,2155.049
2002-05-15,2179.022
2002-05-16,2174.456
2002-05-17,2183.582
2002-05-20,2173.25
2002-05-21,2159.912
2002-05-22,2148.699
2002-05-23,2134.425
2002-05-24,2131.282
2002-05-27,2129.873
2002-05-28,2131.598
2002-05-29,2127.678
2002-05-30,2113.136
2002-05-31,2122.544
2002-06-03,2111.286
2002-06-04,2083.44
2002-06-05,2061.811
2002-06-06,2068.945
2002-06-07,2046.966
2002-06-10,2053.717
2002-06-11,2064.642
2002-06-12,2025.009
2002-06-13,2006.081
2002-06-14,1966.357
2002-06-17,2024.022
2002-06-18,2022.334
2002-06-19,2006.744
2002-06-20,1984.53
2002-06-21,1988.734
2002-06-24,1957.766
2002-06-25,1991.007
2002-06-26,1994.71
2002-06-27,2011.65
2002-06-28,2084.465
2002-07-01,2084.352
2002-07-02,2026.608
2002-07-03,1966.016
2002-07-04,2006.528
2002-07-05,2065.158
2002-07-08,2082.629
2002-07-09,2070.117
2002-07-10,1985.506
2002-07-11,1916.532
2002-07-12,1920.292
2002-07-15,1854.916
2002-07-16,1852.088
2002-07-17,1904.705
2002-07-18,1923.305
2002-07-19,1846.499
2002-07-22,1751.853
2002-07-23,1701.995
2002-07-24,1684.681
2002-07-25,1752.677
2002-07-26,1754.765
2002-07-29,1832.989
2002-07-30,1838.876
2002-07-31,1838.191
2002-08-01,1768.739
2002-08-02,1782.439
2002-08-05,1730.705
2002-08-06,1759.063
2002-08-07,1754.619
2002-08-08,1814.806
2002-08-09,1846.448
2002-08-12,1815.845
2002-08-13,1834.498
2002-08-14,1808.001
2002-08-15,1847.702
2002-08-16,1863.459
2002-08-19,1888.109
2002-08-20,1849.553
2002-08-21,1877.116
2002-08-22,1894.487
2002-08-23,1870.832
2002-08-26,1852.601
2002-08-27,1895.436
2002-08-28,1832.993
2002-08-29,1809.887
2002-08-30,1825.002
2002-09-02,1801.001
2002-09-03,1754.232
2002-09-04,1762.678
2002-09-05,1757.644
2002-09-06,1796.537
2002-09-09,1771.329
2002-09-10,1797.857
2002-09-11,1831.638
2002-09-12,1778.449
2002-09-13,1751.506
2002-09-16,1733.21
2002-09-17,1716.068
2002-09-18,1678.427
2002-09-19,1661.157
2002-09-20,1666.48
2002-09-23,1622.682
2002-09-24,1595.866
2002-09-25,1619.971
2002-09-26,1689.112
2002-09-27,1691.994
2002-09-30,1645.772
2002-10-01,1666.714
2002-10-02,1718.28
2002-10-03,1704.333
2002-10-04,1664.765
2002-10-07,1648.048
2002-10-08,1613.481
2002-10-09,1614.324
2002-10-10,1643.305
2002-10-11,1710.562
2002-10-14,1707.412
2002-10-15,1783.46
2002-10-16,1752.246
2002-10-17,1789.968
2002-10-18,1772.801
2002-10-21,1779.078
2002-10-22,1775.197
2002-10-23,1721.712
2002-10-24,1752.559
2002-10-25,1756.336
2002-10-28,1778.139
2002-10-29,1718.859
2002-10-30,1756.222
2002-10-31,1793.902
2002-11-01,1784.048
2002-11-04,1835.486
2002-11-05,1848.098
2002-11-06,1829.945
2002-11-07,1816.057
2002-11-08,1807.668
2002-11-11,1794.205
2002-11-12,1812.799
2002-11-13,1795.695
2002-11-14,1819.174
2002-11-15,1826.768
2002-11-18,1840.929
2002-11-19,1838.569
2002-11-20,1822.129
2002-11-21,1864.714
2002-11-22,1856.071
2002-11-25,1830.1
2002-11-26,1802.561
2002-11-27,1832.553
2002-11-28,1843.005
2002-11-29,1834.479
2002-12-02,1830.153
2002-12-03,1801.427
2002-12-04,1808.3
2002-12-05,1788.48
2002-12-06,1794.544
2002-12-09,1763.749
2002-12-10,1768.899
2002-12-11,1781.213
2002-12-12,1774.76
2002-12-13,1767.278
2002-12-16,1800.873
2002-12-17,1790.261
2002-12-18,1755.382
2002-12-19,1754.17
2002-12-20,1772.399
2002-12-23,1777.362
2002-12-24,1787.498
2002-12-25,1787.498
2002-12-26,1790.036
2002-12-27,1747.864
2002-12-30,1774.406
2002-12-31,1793.549
2003-01-01,1793.549
2003-01-02,1820.223
2003-01-03,1830.703
2003-01-06,1847.985
2003-01-07,1827.237
2003-01-08,1796.975
2003-01-09,1823.222
2003-01-10,1829.566
2003-01-13,1824.627
2003-01-14,1834.433
2003-01-15,1807.168
2003-01-16,1800.509
2003-01-17,1780.019
2003-01-20,1759.966
2003-01-21,1743.649
2003-01-22,1718.148
2003-01-23,1710.017
2003-01-24,1702.117
2003-01-27,1646.103
2003-01-28,1651.687
2003-01-29,1675.366
2003-01-30,1700.056
2003-01-31,1700.657
2003-02-03,1724.671
2003-02-04,1692.138
2003-02-05,1709.702
2003-02-06,1672.248
2003-02-07,1653.836
2003-02-10,1642.792
2003-02-11,1669.487
2003-02-12,1636.525
2003-02-13,1637.031
2003-02-14,1655.849
2003-02-17,1672.684
2003-02-18,1688.664
2003-02-19,1659.043
2003-02-20,1663.205
2003-02-21,1682.589
2003-02-24,1665.46
2003-02-25,1619.216
2003-02-26,1619.285
2003-02-27,1618.562
2003-02-28,1649.732
2003-03-03,1667.864
2003-03-04,1643.843
2003-03-05,1635.506
2003-03-06,1623.385
2003-03-07,1600.756
2003-03-10,1575.16
2003-03-11,1576.14
2003-03-12,1525.343
2003-03-13,1584.887
2003-03-14,1622.776
2003-03-17,1661.031
2003-03-18,1656.025
2003-03-19,1674.353
2003-03-20,1674.69
2003-03-21,1713.73
2003-03-24,1662.849
2003-03-25,1690.869
2003-03-26,1692.66
2003-03-27,1671.261
2003-03-28,1670.892
2003-03-31,1638.316
2003-04-01,1658.524
2003-04-02,1694.363
2003-04-03,1698.139
2003-04-04,1713.936
2003-04-07,1752.702
2003-04-08,1736.406
2003-04-09,1741.026
2003-04-10,1725.65
2003-04-11,1729.325
2003-04-14,1749.094
2003-04-15,1775.041
2003-04-16,1763.855
2003-04-17,1789.764
2003-04-18,1789.764
2003-04-21,1777.803
2003-04-22,1802.167
2003-04-23,1819.817
2003-04-24,1807.271
2003-04-25,1789.774
2003-04-28,1822.956
2003-04-29,1811.29
2003-04-30,1835.934
2003-05-01,1849.418
2003-05-02,1850.676
2003-05-05,1872.56
2003-05-06,1906.1
2003-05-07,1887.52
2003-05-08,1864.76
2003-05-09,1882.754
2003-05-12,1897.461
2003-05-13,1896.464
2003-05-14,1895.42
2003-05-15,1907.045
2003-05-16,1927.953
2003-05-19,1889.517
2003-05-20,1891.758
2003-05-21,1881.799
2003-05-22,1901.667
2003-05-23,1902.412
2003-05-26,1906.056
2003-05-27,1921.527
2003-05-28,1937.893
2003-05-29,1951.518
2003-05-30,1931.198
2003-06-02,1963.287
2003-06-03,1949.289
2003-06-04,1964.11
2003-06-05,1977.014
2003-06-06,1999.016
2003-06-09,1984.552
2003-06-10,1977.716
2003-06-11,2013.678
2003-06-12,2018.731
2003-06-13,2002.713
2003-06-16,2041.963
2003-06-17,2057.207
2003-06-18,2049.315
2003-06-19,2019.172
2003-06-20,2020.724
2003-06-23,1969.996
2003-06-24,1960.332
2003-06-25,1976.896
2003-06-26,1951.446
2003-06-27,1951.683
2003-06-30,1935.501
2003-07-01,1916.798
2003-07-02,1940.215
2003-07-03,1952.684
2003-07-04,1940.836
2003-07-07,1952.185
2003-07-08,1938.768
2003-07-09,1931.441
2003-07-10,1919.376
2003-07-11,1930.227
2003-07-14,1953.064
2003-07-15,1926.059
2003-07-16,1911.701
2003-07-17,1888.954
2003-07-18,1893.309
2003-07-21,1892.091
2003-07-22,1910.15
2003-07-23,1927.315
2003-07-24,1964.045
2003-07-25,1959.267
2003-07-28,1969.884
2003-07-29,1963.333
2003-07-30,1949.976
2003-07-31,1940.495
2003-08-01,1917.67
2003-08-04,1918.793
2003-08-05,1930.258
2003-08-06,1911.68
2003-08-07,1920.075
2003-08-08,1928.659
2003-08-11,1934.947
2003-08-12,1938.394
2003-08-13,1944.462
2003-08-14,1960.451
2003-08-15,1960.955
2003-08-18,1962.076
2003-08-19,1950.008
2003-08-20,1947.321
2003-08-21,1936.37
2003-08-22,1925.699
2003-08-25,1917.78
2003-08-26,1896.678
2003-08-27,1913.533
2003-08-28,1924.936
2003-08-29,1922.635
2003-09-01,1943.669
2003-09-02,1930.003
2003-09-03,1957.292
2003-09-04,1968.473
2003-09-05,1986.355
2003-09-08,2008.752
2003-09-09,2003.644
2003-09-10,1992.177
2003-09-11,1993.243
2003-09-12,2000.286
2003-09-15,2006.502
2003-09-16,2006.806
2003-09-17,2023.941
2003-09-18,2044.457
2003-09-19,2040.668
2003-09-22,2028.608
2003-09-23,2028.671
2003-09-24,2026.919
2003-09-25,2021.217
2003-09-26,1999.438
2003-09-29,1998.527
2003-09-30,1982.562
2003-10-01,2018.937
2003-10-02,2026.015
2003-10-03,2063.72
2003-10-06,2060.981
2003-10-07,2061.833
2003-10-08,2067.44
2003-10-09,2091.36
2003-10-10,2095.663
2003-10-13,2107.006
2003-10-14,2102.775
2003-10-15,2110.4
2003-10-16,2113.373
2003-10-17,2099.347
2003-10-20,2102.114
2003-10-21,2109.683
2003-10-22,2094.543
2003-10-23,2081.024
2003-10-24,2083.669
2003-10-27,2091.663
2003-10-28,2097.396
2003-10-29,2103.247
2003-10-30,2116.091
2003-10-31,2101.774
2003-11-03,2104.653
2003-11-04,2098.933
2003-11-05,2084.803
2003-11-06,2087.107
2003-11-07,2114.169
2003-11-10,2100.331
2003-11-11,2098.429
2003-11-12,2128.765
2003-11-13,2149.809
2003-11-14,2174.808
2003-11-17,2142.181
2003-11-18,2166.994
2003-11-19,2155.738
2003-11-20,2151.985
2003-11-21,2158.462
2003-11-24,2172.24
2003-11-25,2175.984
2003-11-26,2188.839
2003-11-27,2194.235
2003-11-28,2197.811
2003-12-01,2228.606
2003-12-02,2240.576
2003-12-03,2254.072
2003-12-04,2241.169
2003-12-05,2237.977
2003-12-08,2240.421
2003-12-09,2251.439
2003-12-10,2239.311
2003-12-11,2236.049
2003-12-12,2250.848
2003-12-15,2260.096
2003-12-16,2255.575
2003-12-17,2265.121
2003-12-18,2284.917
2003-12-19,2280.778
2003-12-22,2282.258
2003-12-23,2296.467
2003-12-24,2308.283
2003-12-25,2308.283
2003-12-26,2308.186
2003-12-29,2320.452
2003-12-30,2336.32
2003-12-31,2356.143
2004-01-01,2356.143
2004-01-02,2377.15
2004-01-05,2405.575
2004-01-06,2419.17
2004-01-07,2400.427
2004-01-08,2438.947
2004-01-09,2453.785
2004-01-12,2438.849
2004-01-13,2440.839
2004-01-14,2445.604
2004-01-15,2423.441
2004-01-16,2410.23
2004-01-19,2412.313
2004-01-20,2440.103
2004-01-21,2459.163
2004-01-22,2479.381
2004-01-23,2468.173
2004-01-26,2441.636
2004-01-27,2455.895
2004-01-28,2459.245
2004-01-29,2399.765
2004-01-30,2398.728
2004-02-02,2406.956
2004-02-03,2426.812
2004-02-04,2412.241
2004-02-05,2428.608
2004-02-06,2462.048
2004-02-09,2482.704
2004-02-10,2490.168
2004-02-11,2487.074
2004-02-12,2515.694
2004-02-13,2503.856
2004-02-16,2505.427
2004-02-17,2538.313
2004-02-18,2541.296
2004-02-19,2545.926
2004-02-20,2507.807
2004-02-23,2506.094
2004-02-24,2503.519
2004-02-25,2492.517
2004-02-26,2471.035
2004-02-27,2466.961
2004-03-01,2500.4
2004-03-02,2486.202
2004-03-03,2443.389
2004-03-04,2464.858
2004-03-05,2505.179
2004-03-08,2499.769
2004-03-09,2484.574
2004-03-10,2440.046
2004-03-11,2380.618
2004-03-12,2379.073
2004-03-15,2338.951
2004-03-16,2372.279
2004-03-17,2379.86
2004-03-18,2377.81
2004-03-19,2383.236
2004-03-22,2345.081
2004-03-23,2335.137
2004-03-24,2314.788
2004-03-25,2337.51
2004-03-26,2327.643
2004-03-29,2362.605
2004-03-30,2365.433
2004-03-31,2381.91
2004-04-01,2425.49
2004-04-02,2422.16
2004-04-05,2407.791
2004-04-06,2399.243
2004-04-07,2423.687
2004-04-08,2420.472
2004-04-09,2420.472
2004-04-12,2416.203
2004-04-13,2397.69
2004-04-14,2365.932
2004-04-15,2369.521
2004-04-16,2404.773
2004-04-19,2413.001
2004-04-20,2401.993
2004-04-21,2373.138
2004-04-22,2386.344
2004-04-23,2387.023
2004-04-26,2401.946
2004-04-27,2406.512
2004-04-28,2355.147
2004-04-29,2361.186
2004-04-30,2349.053
2004-05-03,2356.417
2004-05-04,2393.481
2004-05-05,2414.026
2004-05-06,2372.547
2004-05-07,2345.424
2004-05-10,2274.015
2004-05-11,2287.113
2004-05-12,2282.549
2004-05-13,2291.97
2004-05-14,2279.284
2004-05-17,2275.57
2004-05-18,2291.9
2004-05-19,2344.795
2004-05-20,2308.223
2004-05-21,2322.185
2004-05-24,2324.744
2004-05-25,2332.192
2004-05-26,2349.8
2004-05-27,2397.197
2004-05-28,2380.438
2004-05-31,2385.212
2004-06-01,2367.044
2004-06-02,2384.652
2004-06-03,2387.514
2004-06-04,2403.927
2004-06-07,2433.668
2004-06-08,2433.299
2004-06-09,2402.951
2004-06-10,2401.579
2004-06-11,2383.895
2004-06-14,2362.833
2004-06-15,2378.737
2004-06-16,2387.703
2004-06-17,2395.17
2004-06-18,2414.074
2004-06-21,2407.31
2004-06-22,2382.482
2004-06-23,2390.228
2004-06-24,2415.938
2004-06-25,2409.444
2004-06-28,2434.11
2004-06-29,2408.957
2004-06-30,2401.082
2004-07-01,2394.216
2004-07-02,2408.905
2004-07-05,2399.752
2004-07-06,2386.512
2004-07-07,2400.846
2004-07-08,2413.886
2004-07-09,2405.226
2004-07-12,2397.207
2004-07-13,2384.434
2004-07-14,2396.92
2004-07-15,2367.331
2004-07-16,2383.627
2004-07-19,2364.201
2004-07-20,2364.336
2004-07-21,2358.78
2004-07-22,2331.204
2004-07-23,2307.616
2004-07-26,2288.822
2004-07-27,2290.932
2004-07-28,2289.504
2004-07-29,2323.397
2004-07-30,2320.573
2004-08-02,2313.81
2004-08-03,2324.023
2004-08-04,2304.714
2004-08-05,2303.061
2004-08-06,2286.107
2004-08-09,2264.331
2004-08-10,2288.306
2004-08-11,2256.287
2004-08-12,2253.392
2004-08-13,2270.797
2004-08-16,2292.179
2004-08-17,2296.002
2004-08-18,2291.308
2004-08-19,2310.974
2004-08-20,2296.142
2004-08-23,2308.059
2004-08-24,2288.215
2004-08-25,2290.949
2004-08-26,2310.675
2004-08-27,2316.41
2004-08-30,2314.161
2004-08-31,2309.645
2004-09-01,2327.53
2004-09-02,2332.247
2004-09-03,2328.951
2004-09-06,2344.035
2004-09-07,2341.214
2004-09-08,2351.629
2004-09-09,2344.217
2004-09-10,2378.499
2004-09-13,2391.301
2004-09-14,2389.702
2004-09-15,2357.707
2004-09-16,2365.01
2004-09-17,2381.638
2004-09-20,2368.23
2004-09-21,2398.639
2004-09-22,2385.359
2004-09-23,2381.637
2004-09-24,2380.565
2004-09-27,2369.175
2004-09-28,2383.278
2004-09-29,2394.16
2004-09-30,2398.257
2004-10-01,2434.774
2004-10-04,2433.129
2004-10-05,2439.265
2004-10-06,2432.379
2004-10-07,2424.221
2004-10-08,2439.064
2004-10-11,2426.931
2004-10-12,2394.326
2004-10-13,2396.673
2004-10-14,2399.466
2004-10-15,2416.963
2004-10-18,2417.691
2004-10-19,2448.689
2004-10-20,2441.558
2004-10-21,2457.272
2004-10-22,2456.836
2004-10-25,2442.251
2004-10-26,2448.782
2004-10-27,2479.509
2004-10-28,2487.986
2004-10-29,2480.158
2004-11-01,2505.037
2004-11-02,2520.374
2004-11-03,2551.096
2004-11-04,2557.894
2004-11-05,2579.579
2004-11-08,2583.061
2004-11-09,2573.2
2004-11-10,2580.063
2004-11-11,2599.665
2004-11-12,2617.392
2004-11-15,2615.873
2004-11-16,2609.854
2004-11-17,2643.744
2004-11-18,2638.291
2004-11-19,2624.051
2004-11-22,2605.687
2004-11-23,2617.924
2004-11-24,2632.563
2004-11-25,2663.983
2004-11-26,2662.203
2004-11-29,2668.043
2004-11-30,2653.787
2004-12-01,2688.582
2004-12-02,2694.846
2004-12-03,2707.849
2004-12-06,2704.603
2004-12-07,2717.957
2004-12-08,2678.23
2004-12-09,2654.643
2004-12-10,2655.241
2004-12-13,2689.054
2004-12-14,2685.439
2004-12-15,2707.839
2004-12-16,2692.757
2004-12-17,2663.0
2004-12-20,2704.766
2004-12-21,2691.708
2004-12-22,2707.315
2004-12-23,2730.174
2004-12-24,2740.808
2004-12-27,2753.916
2004-12-28,2753.886
2004-12-29,2751.543
2004-12-30,2761.598
2004-12-31,2756.249
2005-01-03,2745.666
2005-01-04,2717.649
2005-01-05,2695.547
2005-01-06,2684.817
2005-01-07,2676.631
2005-01-10,2684.348
2005-01-11,2674.805
2005-01-12,2679.283
2005-01-13,2673.399
2005-01-14,2663.287
2005-01-17,2673.398
2005-01-18,2661.573
2005-01-19,2668.221
2005-01-20,2639.185
2005-01-21,2645.138
2005-01-24,2653.467
2005-01-25,2650.266
2005-01-26,2679.665
2005-01-27,2687.746
2005-01-28,2672.907
2005-01-31,2692.355
2005-02-01,2707.748
2005-02-02,2720.085
2005-02-03,2702.592
2005-02-04,2723.688
2005-02-07,2716.258
2005-02-08,2707.533
2005-02-09,2713.384
2005-02-10,2725.774
2005-02-11,2742.011
2005-02-14,2766.296
2005-02-15,2776.196
2005-02-16,2766.784
2005-02-17,2782.294
2005-02-18,2784.909
2005-02-21,2792.915
2005-02-22,2805.169
2005-02-23,2784.679
2005-02-24,2783.847
2005-02-25,2812.567
2005-02-28,2816.412
2005-03-01,2820.948
2005-03-02,2808.705
2005-03-03,2813.189
2005-03-04,2853.517
2005-03-07,2840.65
2005-03-08,2855.587
2005-03-09,2843.232
2005-03-10,2831.952
2005-03-11,2846.529
2005-03-14,2820.063
2005-03-15,2832.545
2005-03-16,2825.829
2005-03-17,2819.954
2005-03-18,2805.224
2005-03-21,2778.248
2005-03-22,2789.072
2005-03-23,2740.575
2005-03-24,2746.904
2005-03-25,2746.904
2005-03-28,2732.65
2005-03-29,2739.577
2005-03-30,2747.57
2005-03-31,2752.336
2005-04-01,2757.318
2005-04-04,2716.843
2005-04-05,2742.638
2005-04-06,2756.76
2005-04-07,2775.181
2005-04-08,2772.413
2005-04-11,2791.677
2005-04-12,2766.189
2005-04-13,2782.218
2005-04-14,2761.014
2005-04-15,2751.306
2005-04-18,2725.191
2005-04-19,2750.423
2005-04-20,2746.626
2005-04-21,2755.992
2005-04-22,2772.018
2005-04-25,2758.526
2005-04-26,2744.78
2005-04-27,2711.515
2005-04-28,2702.864
2005-04-29,2706.887
2005-05-02,2699.481
2005-05-03,2723.067
2005-05-04,2752.878
2005-05-05,2762.397
2005-05-06,2756.677
2005-05-09,2743.868
2005-05-10,2735.948
2005-05-11,2719.35
2005-05-12,2714.664
2005-05-13,2703.95
2005-05-16,2691.273
2005-05-17,2696.992
2005-05-18,2726.106
2005-05-19,2731.36
2005-05-20,2723.849
2005-05-23,2744.322
2005-05-24,2740.986
2005-05-25,2741.036
2005-05-26,2748.324
2005-05-27,2749.927
2005-05-30,2747.595
2005-05-31,2720.739
2005-06-01,2738.181
2005-06-02,2739.916
2005-06-03,2736.76
2005-06-06,2728.883
2005-06-07,2757.463
2005-06-08,2763.789
2005-06-09,2733.81
2005-06-10,2730.498
2005-06-13,2719.341
2005-06-14,2722.36
