Date,ACWI LARGE CAP Large Cap
2005-11-11,732.522
2005-11-14,730.976
2005-11-15,727.594
2005-11-16,727.673
2005-11-17,735.077
2005-11-18,738.757
2005-11-21,742.641
2005-11-22,743.33
2005-11-23,748.332
2005-11-24,748.085
2005-11-25,748.374
2005-11-28,745.974
2005-11-29,744.917
2005-11-30,740.843
2005-12-01,748.337
2005-12-02,751.745
2005-12-05,751.926
2005-12-06,754.048
2005-12-07,751.739
2005-12-08,751.491
2005-12-09,753.191
2005-12-12,757.656
2005-12-13,760.368
2005-12-14,763.662
2005-12-15,760.112
2005-12-16,761.91
2005-12-19,760.27
2005-12-20,759.282
2005-12-21,761.194
2005-12-22,763.968
2005-12-23,764.644
2005-12-26,765.093
2005-12-27,760.868
2005-12-28,762.602
2005-12-29,761.996
2005-12-30,756.811
2006-01-02,757.673
2006-01-03,771.202
2006-01-04,779.49
2006-01-05,779.782
2006-01-06,787.222
2006-01-09,788.219
2006-01-10,784.614
2006-01-11,789.186
2006-01-12,787.215
2006-01-13,786.615
2006-01-16,787.311
2006-01-17,780.115
2006-01-18,773.556
2006-01-19,780.318
2006-01-20,771.678
2006-01-23,774.467
2006-01-24,775.656
2006-01-25,777.364
2006-01-26,783.218
2006-01-27,789.693
2006-01-30,789.592
2006-01-31,790.759
2006-02-01,791.64
2006-02-02,785.382
2006-02-03,779.882
2006-02-06,781.091
2006-02-07,776.172
2006-02-08,775.242
2006-02-09,779.012
2006-02-10,777.98
2006-02-13,775.135
2006-02-14,779.721
2006-02-15,780.839
2006-02-16,785.637
2006-02-17,785.774
2006-02-20,786.7
2006-02-21,786.223
2006-02-22,789.371
2006-02-23,791.223
2006-02-24,792.178
2006-02-27,796.198
2006-02-28,789.988
2006-03-01,794.24
2006-03-02,793.35
2006-03-03,791.77
2006-03-06,790.01
2006-03-07,783.319
2006-03-08,782.071
2006-03-09,783.56
2006-03-10,786.376
2006-03-13,792.119
2006-03-14,798.909
2006-03-15,802.145
2006-03-16,804.564
2006-03-17,806.858
2006-03-20,808.122
2006-03-21,803.266
2006-03-22,805.685
2006-03-23,801.42
2006-03-24,804.384
2006-03-27,803.529
2006-03-28,800.333
2006-03-29,802.105
2006-03-30,809.008
2006-03-31,804.629
2006-04-03,810.614
2006-04-04,815.129
2006-04-05,818.528
2006-04-06,820.099
2006-04-07,812.928
2006-04-10,813.659
2006-04-11,808.262
2006-04-12,806.005
2006-04-13,806.781
2006-04-14,807.265
2006-04-17,809.966
2006-04-18,818.845
2006-04-19,824.377
2006-04-20,824.93
2006-04-21,829.103
2006-04-24,826.296
2006-04-25,825.168
2006-04-26,828.672
2006-04-27,831.581
2006-04-28,831.171
2006-05-01,832.237
2006-05-02,839.054
2006-05-03,834.194
2006-05-04,837.686
2006-05-05,847.036
2006-05-08,848.971
2006-05-09,851.61
2006-05-10,849.509
2006-05-11,842.826
2006-05-12,832.254
2006-05-15,825.873
2006-05-16,824.685
2006-05-17,811.287
2006-05-18,803.875
2006-05-19,801.62
2006-05-22,792.758
2006-05-23,796.408
2006-05-24,791.71
2006-05-25,799.164
2006-05-26,807.331
2006-05-29,808.808
2006-05-30,799.45
2006-05-31,800.449
2006-06-01,806.137
2006-06-02,813.129
2006-06-05,803.71
2006-06-06,792.126
2006-06-07,787.357
2006-06-08,773.165
2006-06-09,777.961
2006-06-12,769.733
2006-06-13,753.9
2006-06-14,758.161
2006-06-15,772.797
2006-06-16,774.696
2006-06-19,769.864
2006-06-20,770.59
2006-06-21,776.057
2006-06-22,776.01
2006-06-23,773.946
2006-06-26,775.947
2006-06-27,772.687
2006-06-28,772.814
2006-06-29,788.313
2006-06-30,801.357
2006-07-03,806.908
2006-07-04,808.632
2006-07-05,798.42
2006-07-06,802.606
2006-07-07,802.808
2006-07-10,804.133
2006-07-11,802.929
2006-07-12,796.094
2006-07-13,786.149
2006-07-14,777.121
2006-07-17,771.973
2006-07-18,769.72
2006-07-19,783.88
2006-07-20,787.233
2006-07-21,783.037
2006-07-24,792.257
2006-07-25,796.927
2006-07-26,797.239
2006-07-27,804.174
2006-07-28,812.253
2006-07-31,811.022
2006-08-01,805.524
2006-08-02,813.086
2006-08-03,810.827
2006-08-04,816.662
2006-08-07,810.089
2006-08-08,810.71
2006-08-09,813.8
2006-08-10,810.917
2006-08-11,809.008
2006-08-14,811.664
2006-08-15,820.442
2006-08-16,828.156
2006-08-17,830.004
2006-08-18,829.713
2006-08-21,829.341
2006-08-22,829.542
2006-08-23,826.058
2006-08-24,826.043
2006-08-25,824.229
2006-08-28,827.36
2006-08-29,829.192
2006-08-30,832.415
2006-08-31,831.561
2006-09-01,835.411
2006-09-04,840.66
2006-09-05,839.194
2006-09-06,830.333
2006-09-07,822.33
2006-09-08,822.936
2006-09-11,818.237
2006-09-12,824.995
2006-09-13,827.771
2006-09-14,829.674
2006-09-15,828.949
2006-09-18,831.251
2006-09-19,829.677
2006-09-20,832.328
2006-09-21,832.51
2006-09-22,828.769
2006-09-25,830.111
2006-09-26,835.152
2006-09-27,840.833
2006-09-28,842.346
2006-09-29,840.724
2006-10-02,842.264
2006-10-03,841.2
2006-10-04,845.819
2006-10-05,851.341
2006-10-06,847.799
2006-10-09,848.506
2006-10-10,849.896
2006-10-11,848.687
2006-10-12,854.306
2006-10-13,856.912
2006-10-16,860.657
2006-10-17,856.398
2006-10-18,858.84
2006-10-19,861.263
2006-10-20,863.474
2006-10-23,866.318
2006-10-24,866.476
2006-10-25,870.472
2006-10-26,875.407
2006-10-27,872.516
2006-10-30,869.465
2006-10-31,870.993
2006-11-01,870.315
2006-11-02,869.009
2006-11-03,867.886
2006-11-06,875.89
2006-11-07,881.485
2006-11-08,880.042
2006-11-09,877.578
2006-11-10,879.064
2006-11-13,878.0
2006-11-14,882.043
2006-11-15,884.259
2006-11-16,885.088
2006-11-17,883.419
2006-11-20,881.2
2006-11-21,883.314
2006-11-22,888.959
2006-11-23,889.339
2006-11-24,888.073
2006-11-27,879.896
2006-11-28,879.977
2006-11-29,889.991
2006-11-30,892.798
2006-12-01,891.189
2006-12-04,896.415
2006-12-05,900.667
2006-12-06,901.856
2006-12-07,901.534
2006-12-08,901.555
2006-12-11,901.266
2006-12-12,902.493
2006-12-13,904.376
2006-12-14,910.644
2006-12-15,911.57
2006-12-18,910.075
2006-12-19,909.096
2006-12-20,911.83
2006-12-21,909.622
2006-12-22,905.845
2006-12-25,905.427
2006-12-26,907.035
2006-12-27,914.803
2006-12-28,915.477
2006-12-29,913.734
2007-01-01,913.739
2007-01-02,921.015
2007-01-03,917.478
2007-01-04,914.203
2007-01-05,904.902
2007-01-08,905.332
2007-01-09,904.587
2007-01-10,899.266
2007-01-11,905.435
2007-01-12,913.152
2007-01-15,917.258
2007-01-16,915.017
2007-01-17,914.833
2007-01-18,913.783
2007-01-19,916.983
2007-01-22,915.498
2007-01-23,919.15
2007-01-24,925.424
2007-01-25,919.202
2007-01-26,913.516
2007-01-29,913.708
2007-01-30,918.601
2007-01-31,920.615
2007-02-01,929.217
2007-02-02,930.202
2007-02-05,928.198
2007-02-06,931.344
2007-02-07,933.897
2007-02-08,930.322
2007-02-09,928.813
2007-02-12,923.785
2007-02-13,930.253
2007-02-14,940.25
2007-02-15,943.172
2007-02-16,942.074
2007-02-19,943.581
2007-02-20,943.784
2007-02-21,940.133
2007-02-22,941.224
2007-02-23,942.473
2007-02-26,944.224
2007-02-27,920.712
2007-02-28,912.341
2007-03-01,906.249
2007-03-02,899.52
2007-03-05,885.616
2007-03-06,898.429
2007-03-07,899.946
2007-03-08,908.508
2007-03-09,909.951
2007-03-12,912.959
2007-03-13,900.774
2007-03-14,892.4
2007-03-15,901.42
2007-03-16,900.188
2007-03-19,910.576
2007-03-20,916.765
2007-03-21,926.367
2007-03-22,934.664
2007-03-23,936.089
2007-03-26,935.121
2007-03-27,931.672
2007-03-28,926.551
2007-03-29,930.853
2007-03-30,929.926
2007-04-02,931.498
2007-04-03,940.368
2007-04-04,944.507
2007-04-05,947.378
2007-04-06,947.141
2007-04-09,946.819
2007-04-10,952.284
2007-04-11,949.878
2007-04-12,952.63
2007-04-13,956.101
2007-04-16,967.418
2007-04-17,969.044
2007-04-18,969.646
2007-04-19,965.555
2007-04-20,974.806
2007-04-23,972.311
2007-04-24,970.641
2007-04-25,977.576
2007-04-26,976.422
2007-04-27,974.942
2007-04-30,971.7
2007-05-01,970.477
2007-05-02,976.226
2007-05-03,979.927
2007-05-04,985.016
2007-05-07,990.006
2007-05-08,984.479
2007-05-09,988.609
2007-05-10,977.825
2007-05-11,983.18
2007-05-14,983.743
2007-05-15,984.598
2007-05-16,988.467
2007-05-17,986.92
2007-05-18,992.847
2007-05-21,993.978
2007-05-22,994.703
2007-05-23,998.049
2007-05-24,988.853
2007-05-25,990.613
2007-05-28,991.781
2007-05-29,993.799
2007-05-30,994.806
2007-05-31,1000.0
2007-06-01,1006.58
2007-06-04,1009.355
2007-06-05,1006.439
2007-06-06,996.456
2007-06-07,983.526
2007-06-08,983.301
2007-06-11,987.192
2007-06-12,979.469
2007-06-13,986.384
2007-06-14,996.01
2007-06-15,1006.396
2007-06-18,1007.57
2007-06-19,1007.788
2007-06-20,1002.876
2007-06-21,1002.712
2007-06-22,995.239
2007-06-25,992.703
2007-06-26,989.112
2007-06-27,988.856
2007-06-28,994.362
2007-06-29,998.209
2007-07-02,1007.356
2007-07-03,1013.172
2007-07-04,1015.388
2007-07-05,1013.471
2007-07-06,1018.402
2007-07-09,1022.204
2007-07-10,1014.62
2007-07-11,1016.013
2007-07-12,1030.042
2007-07-13,1036.354
2007-07-16,1035.549
2007-07-17,1034.157
2007-07-18,1028.957
2007-07-19,1036.183
2007-07-20,1029.222
2007-07-23,1033.005
2007-07-24,1019.497
2007-07-25,1014.716
2007-07-26,992.31
2007-07-27,975.875
2007-07-30,981.681
2007-07-31,984.291
2007-08-01,976.141
2007-08-02,981.63
2007-08-03,968.58
2007-08-06,974.516
2007-08-07,980.486
2007-08-08,998.141
2007-08-09,976.426
2007-08-10,959.892
2007-08-13,965.866
2007-08-14,952.228
2007-08-15,938.377
2007-08-16,922.647
2007-08-17,937.796
2007-08-20,945.454
2007-08-21,948.398
2007-08-22,960.696
2007-08-23,967.097
2007-08-24,974.816
2007-08-27,974.219
2007-08-28,957.67
2007-08-29,966.693
2007-08-30,969.777
2007-08-31,983.682
2007-09-03,984.612
2007-09-04,990.271
2007-09-05,980.345
2007-09-06,985.466
2007-09-07,973.326
2007-09-10,967.918
2007-09-11,981.614
2007-09-12,984.73
2007-09-13,991.688
2007-09-14,990.948
2007-09-17,983.263
2007-09-18,999.029
2007-09-19,1019.773
2007-09-20,1020.72
2007-09-21,1023.718
2007-09-24,1023.903
2007-09-25,1023.01
2007-09-26,1027.857
2007-09-27,1037.728
2007-09-28,1039.352
2007-10-01,1049.269
2007-10-02,1051.853
2007-10-03,1049.661
2007-10-04,1049.351
2007-10-05,1059.623
2007-10-08,1054.988
2007-10-09,1063.012
2007-10-10,1065.55
2007-10-11,1070.466
2007-10-12,1069.521
2007-10-15,1064.767
2007-10-16,1053.988
2007-10-17,1057.241
2007-10-18,1058.625
2007-10-19,1041.195
2007-10-22,1031.06
2007-10-23,1044.875
2007-10-24,1041.494
2007-10-25,1047.604
2007-10-26,1064.379
2007-10-29,1074.982
2007-10-30,1069.428
2007-10-31,1080.686
2007-11-01,1062.896
2007-11-02,1057.922
2007-11-05,1048.73
2007-11-06,1060.1
2007-11-07,1048.353
2007-11-08,1041.476
2007-11-09,1027.706
2007-11-12,1012.106
2007-11-13,1027.973
2007-11-14,1035.279
2007-11-15,1021.242
2007-11-16,1017.959
2007-11-19,1002.426
2007-11-20,1011.956
2007-11-21,992.319
2007-11-22,995.0
2007-11-23,1006.684
2007-11-26,999.672
2007-11-27,1004.04
2007-11-28,1023.213
2007-11-29,1030.915
2007-11-30,1038.308
2007-12-03,1033.995
2007-12-04,1028.436
2007-12-05,1040.359
2007-12-06,1049.442
2007-12-07,1052.369
2007-12-10,1058.436
2007-12-11,1046.555
2007-12-12,1047.8
2007-12-13,1032.734
2007-12-14,1020.0
2007-12-17,1000.077
2007-12-18,1003.017
2007-12-19,1000.971
2007-12-20,1003.555
2007-12-21,1019.297
2007-12-24,1026.355
2007-12-25,1028.089
2007-12-26,1031.962
2007-12-27,1028.026
2007-12-28,1030.463
2007-12-31,1026.301
2008-01-01,1026.323
2008-01-02,1019.254
2008-01-03,1018.288
2008-01-04,999.676
2008-01-07,995.865
2008-01-08,991.657
2008-01-09,995.074
2008-01-10,995.112
2008-01-11,986.51
2008-01-14,994.677
2008-01-15,972.177
2008-01-16,953.393
2008-01-17,940.527
2008-01-18,933.111
2008-01-21,901.654
2008-01-22,896.404
2008-01-23,900.185
2008-01-24,927.864
2008-01-25,929.266
2008-01-28,929.538
2008-01-29,939.129
2008-01-30,933.083
2008-01-31,942.448
2008-02-01,956.89
2008-02-04,956.685
2008-02-05,927.707
2008-02-06,919.646
2008-02-07,913.919
2008-02-08,912.619
2008-02-11,911.341
2008-02-12,927.474
2008-02-13,932.466
2008-02-14,934.964
2008-02-15,930.945
2008-02-18,935.455
2008-02-19,940.769
2008-02-20,933.329
2008-02-21,937.39
2008-02-22,937.977
2008-02-25,951.967
2008-02-26,962.265
2008-02-27,970.555
2008-02-28,963.413
2008-02-29,943.948
2008-03-03,933.956
2008-03-04,928.033
2008-03-05,936.028
2008-03-06,927.42
2008-03-07,914.385
2008-03-10,901.337
2008-03-11,921.038
2008-03-12,928.316
2008-03-13,923.665
2008-03-14,910.846
2008-03-17,890.139
2008-03-18,919.122
2008-03-19,905.634
2008-03-20,906.211
2008-03-21,908.142
2008-03-24,915.423
2008-03-25,936.066
2008-03-26,935.904
2008-03-27,934.017
2008-03-28,930.07
2008-03-31,929.796
2008-04-01,948.602
2008-04-02,958.729
2008-04-03,961.79
2008-04-04,965.847
2008-04-07,970.811
2008-04-08,963.846
2008-04-09,958.293
2008-04-10,960.783
2008-04-11,950.23
2008-04-14,942.766
2008-04-15,946.844
2008-04-16,967.608
2008-04-17,966.703
2008-04-18,976.896
2008-04-21,982.839
2008-04-22,977.995
2008-04-23,978.97
2008-04-24,976.911
2008-04-25,985.028
2008-04-28,987.562
2008-04-29,982.064
2008-04-30,982.509
2008-05-01,986.973
2008-05-02,996.864
2008-05-05,996.518
2008-05-06,1001.324
2008-05-07,992.249
2008-05-08,993.342
2008-05-09,984.789
2008-05-12,992.914
2008-05-13,993.762
2008-05-14,997.029
2008-05-15,1006.676
2008-05-16,1014.437
2008-05-19,1019.267
2008-05-20,1010.695
2008-05-21,1002.117
2008-05-22,1002.097
2008-05-23,990.871
2008-05-26,986.554
2008-05-27,987.199
2008-05-28,988.671
2008-05-29,992.757
2008-05-30,996.403
2008-06-02,990.573
2008-06-03,984.767
2008-06-04,980.052
2008-06-05,989.25
2008-06-06,976.21
2008-06-09,970.827
2008-06-10,956.896
2008-06-11,947.597
2008-06-12,943.657
2008-06-13,950.647
2008-06-16,955.862
2008-06-17,957.543
2008-06-18,950.525
2008-06-19,945.572
2008-06-20,932.456
2008-06-23,928.299
2008-06-24,926.28
2008-06-25,932.098
2008-06-26,917.11
2008-06-27,912.18
2008-06-30,915.784
2008-07-01,908.926
2008-07-02,899.103
2008-07-03,896.479
2008-07-04,892.739
2008-07-07,892.587
2008-07-08,891.918
2008-07-09,890.831
2008-07-10,889.516
2008-07-11,881.59
2008-07-14,879.233
2008-07-15,866.422
2008-07-16,874.042
2008-07-17,888.591
2008-07-18,889.27
2008-07-21,894.463
2008-07-22,899.248
2008-07-23,905.283
2008-07-24,893.215
2008-07-25,889.099
2008-07-28,880.243
2008-07-29,884.078
2008-07-30,899.182
2008-07-31,895.072
2008-08-01,885.419
2008-08-04,876.173
2008-08-05,888.327
2008-08-06,894.216
2008-08-07,884.036
2008-08-08,885.295
2008-08-11,892.074
2008-08-12,884.102
2008-08-13,874.122
2008-08-14,878.31
2008-08-15,874.456
2008-08-18,869.161
2008-08-19,855.246
2008-08-20,862.225
2008-08-21,864.705
2008-08-22,870.585
2008-08-25,862.133
2008-08-26,859.536
2008-08-27,866.128
2008-08-28,876.246
2008-08-29,874.374
2008-09-01,866.943
2008-09-02,862.794
2008-09-03,855.635
2008-09-04,832.719
2008-09-05,822.972
2008-09-08,843.133
2008-09-09,821.396
2008-09-10,819.773
2008-09-11,817.573
2008-09-12,830.327
2008-09-15,800.34
2008-09-16,790.901
2008-09-17,767.937
2008-09-18,782.37
2008-09-19,831.641
2008-09-22,820.524
2008-09-23,809.43
2008-09-24,806.606
2008-09-25,818.86
2008-09-26,811.897
2008-09-29,756.354
2008-09-30,768.763
2008-10-01,770.663
2008-10-02,743.892
2008-10-03,741.524
2008-10-06,696.007
2008-10-07,675.712
2008-10-08,649.174
2008-10-09,623.37
2008-10-10,592.373
2008-10-13,648.343
2008-10-14,667.608
2008-10-15,620.199
2008-10-16,607.839
2008-10-17,615.367
2008-10-20,641.11
2008-10-21,629.513
2008-10-22,588.483
2008-10-23,588.714
2008-10-24,561.494
2008-10-27,537.891
2008-10-28,576.153
2008-10-29,596.959
2008-10-30,618.093
2008-10-31,621.831
2008-11-03,625.389
2008-11-04,654.093
2008-11-05,639.251
2008-11-06,600.906
2008-11-07,610.271
2008-11-10,613.311
2008-11-11,590.166
2008-11-12,566.687
2008-11-13,580.003
2008-11-14,572.745
2008-11-17,559.258
2008-11-18,559.508
2008-11-19,534.935
2008-11-20,502.847
2008-11-21,516.929
2008-11-24,551.493
2008-11-25,560.866
2008-11-26,569.727
2008-11-27,575.565
2008-11-28,580.621
2008-12-01,542.257
2008-12-02,551.022
2008-12-03,559.389
2008-12-04,550.355
2008-12-05,551.94
2008-12-08,583.912
2008-12-09,579.094
2008-12-10,587.588
2008-12-11,584.622
2008-12-12,578.234
2008-12-15,582.843
2008-12-16,599.037
2008-12-17,606.349
2008-12-18,601.51
2008-12-19,592.863
2008-12-22,583.413
2008-12-23,579.588
2008-12-24,579.325
2008-12-25,579.91
2008-12-26,582.18
2008-12-29,587.518
2008-12-30,597.122
2008-12-31,599.507
2009-01-01,599.616
2009-01-02,616.177
2009-01-05,617.239
2009-01-06,620.018
2009-01-07,613.054
2009-01-08,610.86
2009-01-09,600.819
2009-01-12,587.452
2009-01-13,579.365
2009-01-14,562.459
2009-01-15,555.166
2009-01-16,563.315
2009-01-19,559.266
2009-01-20,536.012
2009-01-21,544.937
2009-01-22,540.239
2009-01-23,536.5
2009-01-26,547.43
2009-01-27,554.938
2009-01-28,570.935
2009-01-29,558.704
2009-01-30,547.075
2009-02-02,540.329
2009-02-03,550.235
2009-02-04,553.721
2009-02-05,556.573
2009-02-06,569.094
2009-02-09,573.687
2009-02-10,555.117
2009-02-11,553.755
2009-02-12,548.165
2009-02-13,548.793
2009-02-16,544.568
2009-02-17,521.702
2009-02-18,518.625
2009-02-19,518.82
2009-02-20,506.451
2009-02-23,498.486
2009-02-24,504.129
2009-02-25,502.179
2009-02-26,502.407
2009-02-27,493.617
2009-03-02,469.446
2009-03-03,464.517
2009-03-04,476.193
2009-03-05,462.543
2009-03-06,461.126
2009-03-09,455.636
2009-03-10,479.289
2009-03-11,483.718
2009-03-12,492.925
2009-03-13,500.661
2009-03-16,507.29
2009-03-17,515.417
2009-03-18,521.311
2009-03-19,530.603
2009-03-20,522.657
2009-03-23,549.676
2009-03-24,546.164
2009-03-25,550.119
2009-03-26,558.832
2009-03-27,547.888
2009-03-30,525.722
2009-03-31,534.1
2009-04-01,542.601
2009-04-02,566.323
2009-04-03,567.526
2009-04-06,564.451
2009-04-07,554.957
2009-04-08,555.846
2009-04-09,572.891
2009-04-10,573.558
2009-04-13,576.775
2009-04-14,574.385
2009-04-15,575.201
2009-04-16,582.465
2009-04-17,585.138
2009-04-20,565.445
2009-04-21,568.847
2009-04-22,568.974
2009-04-23,574.084
2009-04-24,585.683
2009-04-27,581.233
2009-04-28,574.425
2009-04-29,588.394
2009-04-30,594.156
2009-05-01,596.163
2009-05-04,614.954
2009-05-05,615.894
2009-05-06,624.542
2009-05-07,625.067
2009-05-08,637.669
2009-05-11,631.746
2009-05-12,631.024
2009-05-13,617.871
2009-05-14,617.37
2009-05-15,617.841
2009-05-18,629.236
2009-05-19,637.592
2009-05-20,642.056
2009-05-21,631.206
2009-05-22,633.943
2009-05-25,634.852
2009-05-26,643.503
2009-05-27,641.168
2009-05-28,644.027
2009-05-29,653.975
2009-06-01,670.9
2009-06-02,673.61
2009-06-03,662.767
2009-06-04,664.483
2009-06-05,662.999
2009-06-08,657.603
2009-06-09,661.524
2009-06-10,666.245
2009-06-11,671.947
2009-06-12,670.591
2009-06-15,653.242
2009-06-16,647.982
2009-06-17,642.089
2009-06-18,645.577
2009-06-19,649.945
2009-06-22,633.519
2009-06-23,631.775
2009-06-24,640.917
2009-06-25,645.452
2009-06-26,650.116
2009-06-29,654.872
2009-06-30,650.063
2009-07-01,656.591
2009-07-02,640.752
2009-07-03,640.324
2009-07-06,635.548
2009-07-07,629.049
2009-07-08,623.159
2009-07-09,626.448
2009-07-10,622.663
2009-07-13,629.929
2009-07-14,637.941
2009-07-15,656.512
2009-07-16,662.087
2009-07-17,664.251
2009-07-20,674.357
2009-07-21,680.001
2009-07-22,679.537
2009-07-23,692.692
2009-07-24,694.235
2009-07-27,698.163
2009-07-28,696.075
2009-07-29,692.097
2009-07-30,702.474
2009-07-31,706.769
2009-08-03,721.039
2009-08-04,721.067
2009-08-05,717.422
2009-08-06,716.334
2009-08-07,718.164
2009-08-10,716.43
2009-08-11,708.966
2009-08-12,714.024
2009-08-13,722.709
2009-08-14,718.213
2009-08-17,697.632
2009-08-18,704.628
2009-08-19,707.906
2009-08-20,716.708
2009-08-21,727.983
2009-08-24,733.905
2009-08-25,735.258
2009-08-26,732.294
2009-08-27,731.007
2009-08-28,736.385
2009-08-31,730.494
2009-09-01,719.616
2009-09-02,714.378
2009-09-03,718.1
2009-09-04,726.027
2009-09-07,732.919
2009-09-08,742.181
2009-09-09,746.381
2009-09-10,751.997
2009-09-11,755.304
2009-09-14,753.871
2009-09-15,755.315
2009-09-16,768.041
2009-09-17,771.357
2009-09-18,769.771
2009-09-21,763.953
2009-09-22,772.463
2009-09-23,769.053
2009-09-24,759.28
2009-09-25,755.144
2009-09-28,762.048
2009-09-29,761.724
2009-09-30,762.435
2009-10-01,747.773
2009-10-02,739.269
2009-10-05,745.784
2009-10-06,760.861
2009-10-07,762.035
2009-10-08,771.37
2009-10-09,773.369
2009-10-12,777.35
2009-10-13,775.183
2009-10-14,789.755
2009-10-15,792.514
2009-10-16,785.282
2009-10-19,795.143
2009-10-20,791.966
2009-10-21,790.506
2009-10-22,789.938
2009-10-23,784.79
2009-10-26,776.72
2009-10-27,770.557
2009-10-28,755.149
2009-10-29,766.685
2009-10-30,752.854
2009-11-02,754.567
2009-11-03,750.056
2009-11-04,759.223
2009-11-05,767.559
2009-11-06,770.515
2009-11-09,788.241
2009-11-10,788.431
2009-11-11,792.662
2009-11-12,785.679
2009-11-13,789.507
2009-11-16,801.825
2009-11-17,798.547
2009-11-18,800.269
2009-11-19,787.53
2009-11-20,783.542
2009-11-23,797.218
2009-11-24,793.398
2009-11-25,800.419
2009-11-26,788.644
2009-11-27,780.974
2009-11-30,784.751
2009-12-01,800.322
2009-12-02,802.153
2009-12-03,800.669
2009-12-04,799.196
2009-12-07,796.413
2009-12-08,786.717
2009-12-09,784.905
2009-12-10,788.323
2009-12-11,789.806
2009-12-14,795.476
2009-12-15,790.835
2009-12-16,795.12
2009-12-17,780.909
2009-12-18,779.661
2009-12-21,786.239
2009-12-22,788.939
2009-12-23,794.122
2009-12-24,798.674
2009-12-25,798.341
2009-12-28,802.102
2009-12-29,802.978
2009-12-30,798.998
2009-12-31,798.215
2010-01-01,798.215
2010-01-04,812.12
2010-01-05,814.965
2010-01-06,815.845
2010-01-07,814.516
2010-01-08,817.763
2010-01-11,824.227
2010-01-12,819.231
2010-01-13,819.364
2010-01-14,823.233
2010-01-15,815.707
2010-01-18,817.536
2010-01-19,820.804
2010-01-20,807.687
2010-01-21,795.381
2010-01-22,783.501
2010-01-25,782.393
2010-01-26,777.123
2010-01-27,774.551
2010-01-28,768.591
2010-01-29,762.981
2010-02-01,768.551
2010-02-02,778.289
2010-02-03,776.117
2010-02-04,754.1
2010-02-05,744.705
2010-02-08,742.919
2010-02-09,749.412
2010-02-10,750.047
2010-02-11,755.034
2010-02-12,754.316
2010-02-15,754.8
2010-02-16,766.115
2010-02-17,772.841
2010-02-18,775.717
2010-02-19,771.983
2010-02-22,776.041
2010-02-23,769.081
2010-02-24,771.227
2010-02-25,764.51
2010-02-26,771.383
2010-03-01,776.536
2010-03-02,783.007
2010-03-03,788.576
2010-03-04,787.082
2010-03-05,797.39
2010-03-08,801.119
2010-03-09,800.963
2010-03-10,805.308
2010-03-11,806.42
2010-03-12,809.324
2010-03-15,805.454
2010-03-16,813.124
2010-03-17,819.802
2010-03-18,816.227
2010-03-19,812.567
2010-03-22,813.021
2010-03-23,817.829
2010-03-24,811.397
2010-03-25,812.303
2010-03-26,813.412
2010-03-29,819.321
2010-03-30,820.391
2010-03-31,820.146
2010-04-01,828.833
2010-04-02,829.387
2010-04-05,832.463
2010-04-06,832.98
2010-04-07,830.66
2010-04-08,828.943
2010-04-09,836.875
2010-04-12,840.29
2010-04-13,837.52
2010-04-14,846.783
2010-04-15,848.526
2010-04-16,835.22
2010-04-19,830.982
2010-04-20,837.929
2010-04-21,836.212
2010-04-22,830.793
2010-04-23,834.731
2010-04-26,837.819
2010-04-27,821.01
2010-04-28,814.988
2010-04-29,823.844
2010-04-30,818.863
2010-05-03,819.776
2010-05-04,799.988
2010-05-05,790.772
2010-05-06,769.261
2010-05-07,752.441
2010-05-10,788.318
2010-05-11,782.616
2010-05-12,791.17
2010-05-13,788.338
2010-05-14,769.627
2010-05-17,763.244
2010-05-18,761.252
2010-05-19,749.0
2010-05-20,727.491
2010-05-21,733.645
2010-05-24,728.648
2010-05-25,715.841
2010-05-26,721.065
2010-05-27,741.687
2010-05-28,740.306
2010-05-31,740.935
2010-06-01,733.298
2010-06-02,739.173
2010-06-03,747.596
2010-06-04,728.466
2010-06-07,715.195
2010-06-08,717.933
2010-06-09,720.743
2010-06-10,736.276
2010-06-11,740.507
2010-06-14,747.749
2010-06-15,758.592
2010-06-16,761.15
2010-06-17,762.734
2010-06-18,764.807
2010-06-21,770.775
2010-06-22,760.713
2010-06-23,754.187
2010-06-24,745.41
2010-06-25,742.738
2010-06-28,745.315
2010-06-29,722.267
2010-06-30,717.701
2010-07-01,713.562
2010-07-02,714.554
2010-07-05,712.77
2010-07-06,725.621
2010-07-07,737.719
2010-07-08,746.726
2010-07-09,751.734
2010-07-12,752.294
2010-07-13,762.925
2010-07-14,765.85
2010-07-15,765.361
2010-07-16,750.644
2010-07-19,749.748
2010-07-20,752.955
2010-07-21,750.944
2010-07-22,764.683
2010-07-23,769.538
2010-07-26,777.148
2010-07-27,779.109
2010-07-28,778.625
2010-07-29,778.398
2010-07-30,776.001
2010-08-02,794.775
2010-08-03,795.117
2010-08-04,795.118
2010-08-05,795.445
2010-08-06,795.004
2010-08-09,799.082
2010-08-10,790.44
2010-08-11,769.499
2010-08-12,765.085
2010-08-13,763.784
2010-08-16,765.89
2010-08-17,774.057
2010-08-18,774.411
2010-08-19,766.514
2010-08-20,758.089
2010-08-23,757.833
2010-08-24,747.978
2010-08-25,743.766
2010-08-26,746.075
2010-08-27,753.469
2010-08-30,750.523
2010-08-31,748.582
2010-09-01,768.858
2010-09-02,773.6
2010-09-03,781.86
2010-09-06,785.549
2010-09-07,777.885
2010-09-08,780.708
2010-09-09,786.172
2010-09-10,787.964
