Date,DENMARK IMI IMI (Large+Mid+Small Cap)
2001-01-01,317.458
2001-01-02,324.012
2001-01-03,324.553
2001-01-04,328.896
2001-01-05,333.581
2001-01-08,334.575
2001-01-09,330.651
2001-01-10,331.236
2001-01-11,333.377
2001-01-12,336.907
2001-01-15,334.552
2001-01-16,335.117
2001-01-17,339.629
2001-01-18,346.67
2001-01-19,343.799
2001-01-22,349.142
2001-01-23,350.362
2001-01-24,349.299
2001-01-25,346.856
2001-01-26,347.426
2001-01-29,346.341
2001-01-30,347.693
2001-01-31,350.882
2001-02-01,350.127
2001-02-02,341.935
2001-02-05,342.962
2001-02-06,342.763
2001-02-07,342.888
2001-02-08,337.69
2001-02-09,338.961
2001-02-12,339.911
2001-02-13,334.772
2001-02-14,331.813
2001-02-15,333.273
2001-02-16,338.61
2001-02-19,337.948
2001-02-20,334.761
2001-02-21,334.965
2001-02-22,324.915
2001-02-23,320.684
2001-02-26,321.16
2001-02-27,326.56
2001-02-28,324.227
2001-03-01,324.798
2001-03-02,323.104
2001-03-05,319.854
2001-03-06,323.635
2001-03-07,323.93
2001-03-08,325.695
2001-03-09,323.578
2001-03-12,318.249
2001-03-13,308.051
2001-03-14,298.225
2001-03-15,298.073
2001-03-16,291.826
2001-03-19,286.644
2001-03-20,289.712
2001-03-21,289.109
2001-03-22,279.839
2001-03-23,285.033
2001-03-26,295.087
2001-03-27,295.538
2001-03-28,291.517
2001-03-29,286.242
2001-03-30,289.902
2001-04-02,284.157
2001-04-03,278.878
2001-04-04,278.415
2001-04-05,282.569
2001-04-06,286.851
2001-04-09,286.88
2001-04-10,286.384
2001-04-11,287.551
2001-04-12,288.484
2001-04-13,288.484
2001-04-16,288.862
2001-04-17,289.82
2001-04-18,293.514
2001-04-19,298.302
2001-04-20,299.162
2001-04-23,296.187
2001-04-24,294.691
2001-04-25,294.695
2001-04-26,296.079
2001-04-27,295.767
2001-04-30,298.068
2001-05-01,298.672
2001-05-02,296.435
2001-05-03,297.95
2001-05-04,295.467
2001-05-07,297.857
2001-05-08,298.82
2001-05-09,296.143
2001-05-10,298.931
2001-05-11,296.544
2001-05-14,294.611
2001-05-15,297.359
2001-05-16,298.25
2001-05-17,301.776
2001-05-18,302.838
2001-05-21,300.936
2001-05-22,302.324
2001-05-23,300.965
2001-05-24,299.855
2001-05-25,301.644
2001-05-28,302.018
2001-05-29,299.271
2001-05-30,299.849
2001-05-31,298.354
2001-06-01,297.482
2001-06-04,297.894
2001-06-05,298.008
2001-06-06,297.122
2001-06-07,296.162
2001-06-08,294.577
2001-06-11,291.514
2001-06-12,293.315
2001-06-13,297.252
2001-06-14,296.491
2001-06-15,293.787
2001-06-18,295.31
2001-06-19,293.563
2001-06-20,292.463
2001-06-21,290.822
2001-06-22,291.071
2001-06-25,293.588
2001-06-26,290.158
2001-06-27,291.418
2001-06-28,290.787
2001-06-29,290.386
2001-07-02,290.565
2001-07-03,293.03
2001-07-04,293.37
2001-07-05,290.947
2001-07-06,291.426
2001-07-09,294.684
2001-07-10,298.001
2001-07-11,298.048
2001-07-12,292.769
2001-07-13,291.71
2001-07-16,290.506
2001-07-17,288.696
2001-07-18,295.336
2001-07-19,299.374
2001-07-20,297.628
2001-07-23,294.93
2001-07-24,295.913
2001-07-25,294.09
2001-07-26,293.69
2001-07-27,296.007
2001-07-30,299.791
2001-07-31,301.71
2001-08-01,305.928
2001-08-02,307.246
2001-08-03,306.289
2001-08-06,303.698
2001-08-07,299.666
2001-08-08,296.778
2001-08-09,296.678
2001-08-10,298.588
2001-08-13,300.769
2001-08-14,301.249
2001-08-15,306.197
2001-08-16,304.222
2001-08-17,305.714
2001-08-20,302.636
2001-08-21,301.621
2001-08-22,301.117
2001-08-23,299.753
2001-08-24,302.04
2001-08-27,300.292
2001-08-28,294.808
2001-08-29,291.266
2001-08-30,285.803
2001-08-31,285.856
2001-09-03,281.765
2001-09-04,275.986
2001-09-05,274.394
2001-09-06,275.29
2001-09-07,278.465
2001-09-10,272.295
2001-09-11,268.713
2001-09-12,270.242
2001-09-13,274.783
2001-09-14,272.452
2001-09-17,264.058
2001-09-18,256.709
2001-09-19,260.885
2001-09-20,250.874
2001-09-21,238.809
2001-09-24,243.084
2001-09-25,242.695
2001-09-26,247.83
2001-09-27,249.006
2001-09-28,253.819
2001-10-01,247.386
2001-10-02,253.284
2001-10-03,253.636
2001-10-04,257.559
2001-10-05,259.256
2001-10-08,256.769
2001-10-09,261.597
2001-10-10,264.516
2001-10-11,270.066
2001-10-12,265.6
2001-10-15,265.016
2001-10-16,263.51
2001-10-17,264.546
2001-10-18,261.798
2001-10-19,259.21
2001-10-22,260.715
2001-10-23,260.393
2001-10-24,262.162
2001-10-25,260.217
2001-10-26,266.698
2001-10-29,264.464
2001-10-30,259.696
2001-10-31,261.528
2001-11-01,262.835
2001-11-02,261.546
2001-11-05,262.167
2001-11-06,261.108
2001-11-07,260.939
2001-11-08,260.503
2001-11-09,256.904
2001-11-12,253.071
2001-11-13,251.662
2001-11-14,254.755
2001-11-15,254.25
2001-11-16,255.328
2001-11-19,254.174
2001-11-20,256.972
2001-11-21,255.483
2001-11-22,257.862
2001-11-23,257.33
2001-11-26,256.373
2001-11-27,258.001
2001-11-28,257.217
2001-11-29,257.675
2001-11-30,264.812
2001-12-03,260.084
2001-12-04,261.422
2001-12-05,263.213
2001-12-06,261.904
2001-12-07,260.776
2001-12-10,257.67
2001-12-11,258.033
2001-12-12,257.574
2001-12-13,256.492
2001-12-14,253.963
2001-12-17,251.266
2001-12-18,255.205
2001-12-19,255.212
2001-12-20,257.152
2001-12-21,254.823
2001-12-24,252.347
2001-12-25,252.347
2001-12-26,252.557
2001-12-27,261.059
2001-12-28,262.562
2001-12-31,265.133
2002-01-01,265.133
2002-01-02,270.123
2002-01-03,272.157
2002-01-04,268.927
2002-01-07,267.817
2002-01-08,263.891
2002-01-09,265.066
2002-01-10,266.027
2002-01-11,264.397
