Date,DENMARK IMI IMI (Large+Mid+Small Cap)
2002-01-14,262.961
2002-01-15,260.823
2002-01-16,257.715
2002-01-17,260.025
2002-01-18,259.926
2002-01-21,259.755
2002-01-22,261.022
2002-01-23,260.354
2002-01-24,261.28
2002-01-25,255.413
2002-01-28,254.3
2002-01-29,252.958
2002-01-30,252.383
2002-01-31,257.57
2002-02-01,259.974
2002-02-04,260.42
2002-02-05,258.262
2002-02-06,256.454
2002-02-07,257.18
2002-02-08,258.666
2002-02-11,262.198
2002-02-12,260.911
2002-02-13,260.564
2002-02-14,262.78
2002-02-15,264.063
2002-02-18,260.131
2002-02-19,259.839
2002-02-20,260.991
2002-02-21,259.726
2002-02-22,261.275
2002-02-25,264.555
2002-02-26,265.371
2002-02-27,268.356
2002-02-28,266.599
2002-03-01,266.295
2002-03-04,269.681
2002-03-05,270.676
2002-03-06,269.39
2002-03-07,269.305
2002-03-08,272.998
2002-03-11,271.775
2002-03-12,268.478
2002-03-13,269.181
2002-03-14,271.744
2002-03-15,271.702
2002-03-18,275.444
2002-03-19,277.313
2002-03-20,276.428
2002-03-21,275.392
2002-03-22,276.363
2002-03-25,277.326
2002-03-26,274.987
2002-03-27,273.52
2002-03-28,273.386
2002-03-29,273.386
2002-04-01,275.638
2002-04-02,276.506
2002-04-03,275.099
2002-04-04,274.467
2002-04-05,274.821
2002-04-08,272.009
2002-04-09,273.006
2002-04-10,263.997
2002-04-11,260.968
2002-04-12,261.806
2002-04-15,261.233
2002-04-16,261.32
2002-04-17,264.637
2002-04-18,262.472
2002-04-19,262.858
2002-04-22,262.516
2002-04-23,258.671
2002-04-24,257.58
2002-04-25,258.371
2002-04-26,258.369
2002-04-29,257.695
2002-04-30,263.103
2002-05-01,265.497
2002-05-02,270.058
2002-05-03,272.396
2002-05-06,273.255
2002-05-07,273.753
2002-05-08,276.379
2002-05-09,276.318
2002-05-10,275.468
2002-05-13,273.196
2002-05-14,270.199
2002-05-15,269.845
2002-05-16,268.779
2002-05-17,274.946
2002-05-20,275.038
2002-05-21,273.927
2002-05-22,272.127
2002-05-23,270.976
2002-05-24,269.333
2002-05-27,267.445
2002-05-28,267.064
2002-05-29,266.7
2002-05-30,270.799
2002-05-31,271.231
2002-06-03,273.448
2002-06-04,271.759
2002-06-05,270.054
2002-06-06,277.564
2002-06-07,270.694
2002-06-10,271.04
2002-06-11,271.185
2002-06-12,272.092
2002-06-13,269.698
2002-06-14,264.749
2002-06-17,266.669
2002-06-18,267.302
2002-06-19,262.18
2002-06-20,261.584
2002-06-21,262.673
2002-06-24,258.387
2002-06-25,262.51
2002-06-26,264.42
2002-06-27,269.573
2002-06-28,274.934
2002-07-01,273.742
2002-07-02,271.372
2002-07-03,264.864
2002-07-04,267.407
2002-07-05,271.398
2002-07-08,274.965
2002-07-09,272.844
2002-07-10,268.543
2002-07-11,261.49
2002-07-12,262.927
2002-07-15,263.448
2002-07-16,261.16
2002-07-17,264.26
2002-07-18,267.71
2002-07-19,264.591
2002-07-22,250.033
2002-07-23,238.573
2002-07-24,226.013
2002-07-25,239.064
2002-07-26,233.549
2002-07-29,240.988
2002-07-30,243.114
2002-07-31,241.591
2002-08-01,241.373
2002-08-02,241.634
2002-08-05,234.651
2002-08-06,233.971
2002-08-07,237.003
2002-08-08,235.9
2002-08-09,237.959
2002-08-12,240.444
2002-08-13,241.401
2002-08-14,240.338
2002-08-15,242.675
2002-08-16,240.505
2002-08-19,243.966
2002-08-20,246.152
2002-08-21,251.528
2002-08-22,246.225
2002-08-23,245.224
2002-08-26,243.328
2002-08-27,246.813
2002-08-28,249.664
2002-08-29,250.144
2002-08-30,249.754
2002-09-02,251.349
2002-09-03,247.721
2002-09-04,244.822
2002-09-05,243.451
2002-09-06,246.451
2002-09-09,241.213
2002-09-10,241.311
2002-09-11,244.806
2002-09-12,240.135
2002-09-13,239.188
2002-09-16,235.2
2002-09-17,234.443
2002-09-18,228.017
2002-09-19,226.758
2002-09-20,229.238
2002-09-23,225.92
2002-09-24,218.416
2002-09-25,215.541
2002-09-26,215.955
2002-09-27,220.565
2002-09-30,216.613
2002-10-01,209.961
2002-10-02,215.111
2002-10-03,211.964
2002-10-04,212.97
2002-10-07,213.403
2002-10-08,211.556
2002-10-09,208.083
2002-10-10,206.951
2002-10-11,217.001
2002-10-14,216.065
2002-10-15,224.415
2002-10-16,222.38
2002-10-17,222.101
2002-10-18,224.028
2002-10-21,222.917
2002-10-22,223.495
2002-10-23,216.84
2002-10-24,216.356
2002-10-25,218.068
2002-10-28,225.429
2002-10-29,215.945
2002-10-30,218.975
2002-10-31,219.84
2002-11-01,221.253
2002-11-04,225.882
2002-11-05,228.397
2002-11-06,227.256
2002-11-07,226.909
2002-11-08,228.088
2002-11-11,226.702
2002-11-12,226.243
2002-11-13,224.254
2002-11-14,224.423
2002-11-15,223.642
2002-11-18,227.256
2002-11-19,227.223
2002-11-20,224.235
2002-11-21,226.438
2002-11-22,228.832
2002-11-25,227.055
2002-11-26,226.017
2002-11-27,223.989
2002-11-28,224.743
2002-11-29,227.793
2002-12-02,227.244
2002-12-03,224.768
2002-12-04,224.055
2002-12-05,222.546
2002-12-06,221.409
2002-12-09,220.559
2002-12-10,222.015
2002-12-11,224.627
2002-12-12,227.657
2002-12-13,226.979
2002-12-16,228.588
2002-12-17,234.749
2002-12-18,231.068
2002-12-19,228.538
2002-12-20,225.347
2002-12-23,226.032
2002-12-24,226.98
2002-12-25,226.98
2002-12-26,227.542
2002-12-27,228.945
2002-12-30,229.603
2002-12-31,230.455
2003-01-01,230.455
2003-01-02,233.398
2003-01-03,236.315
2003-01-06,240.196
2003-01-07,236.625
2003-01-08,233.657
2003-01-09,237.435
2003-01-10,239.244
2003-01-13,239.243
2003-01-14,238.838
2003-01-15,236.607
2003-01-16,237.487
2003-01-17,236.982
2003-01-20,237.172
2003-01-21,237.389
2003-01-22,234.197
2003-01-23,230.634
2003-01-24,230.992
2003-01-27,225.713
2003-01-28,223.738
2003-01-29,222.671
2003-01-30,222.715
2003-01-31,221.821
2003-02-03,221.231
2003-02-04,217.931
2003-02-05,218.155
2003-02-06,223.465
2003-02-07,221.944
2003-02-10,218.085
2003-02-11,217.756
2003-02-12,216.599
2003-02-13,218.025
2003-02-14,220.915
2003-02-17,220.294
2003-02-18,220.425
2003-02-19,221.775
2003-02-20,216.981
2003-02-21,215.134
2003-02-24,216.742
2003-02-25,213.979
2003-02-26,211.008
2003-02-27,210.6
2003-02-28,213.274
2003-03-03,215.34
2003-03-04,212.988
2003-03-05,215.337
2003-03-06,212.736
2003-03-07,214.744
2003-03-10,213.366
2003-03-11,211.803
2003-03-12,211.194
2003-03-13,212.813
2003-03-14,217.526
2003-03-17,217.444
2003-03-18,221.033
2003-03-19,223.665
2003-03-20,223.833
2003-03-21,226.428
2003-03-24,226.688
2003-03-25,228.97
2003-03-26,230.424
2003-03-27,230.134
2003-03-28,232.279
2003-03-31,231.54
2003-04-01,231.47
2003-04-02,234.832
2003-04-03,235.524
2003-04-04,237.756
2003-04-07,242.367
2003-04-08,238.82
2003-04-09,240.478
2003-04-10,242.306
2003-04-11,242.413
2003-04-14,245.275
2003-04-15,248.969
2003-04-16,249.791
2003-04-17,250.991
2003-04-18,250.991
2003-04-21,249.917
2003-04-22,248.591
2003-04-23,252.529
2003-04-24,254.411
2003-04-25,253.044
2003-04-28,255.031
2003-04-29,257.395
2003-04-30,261.338
2003-05-01,262.234
2003-05-02,261.115
2003-05-05,265.798
2003-05-06,265.308
2003-05-07,265.751
2003-05-08,265.348
2003-05-09,265.254
2003-05-12,266.852
2003-05-13,268.772
2003-05-14,270.734
2003-05-15,273.843
2003-05-16,275.637
2003-05-19,275.376
2003-05-20,276.902
2003-05-21,278.143
2003-05-22,280.228
2003-05-23,280.846
2003-05-26,281.786
2003-05-27,279.159
2003-05-28,278.566
2003-05-29,280.629
2003-05-30,280.54
2003-06-02,283.852
2003-06-03,280.712
2003-06-04,281.673
2003-06-05,285.77
2003-06-06,287.932
2003-06-09,289.485
2003-06-10,288.226
2003-06-11,293.228
2003-06-12,293.686
2003-06-13,294.985
2003-06-16,296.997
2003-06-17,294.054
2003-06-18,291.873
2003-06-19,287.659
2003-06-20,289.343
2003-06-23,285.203
2003-06-24,282.397
2003-06-25,284.989
2003-06-26,280.666
2003-06-27,284.029
2003-06-30,282.119
2003-07-01,282.17
2003-07-02,283.045
2003-07-03,283.06
2003-07-04,282.083
2003-07-07,279.247
2003-07-08,276.681
2003-07-09,276.604
2003-07-10,277.302
2003-07-11,276.062
2003-07-14,278.046
2003-07-15,278.786
2003-07-16,278.099
2003-07-17,276.558
2003-07-18,277.658
2003-07-21,278.558
2003-07-22,276.647
2003-07-23,281.475
2003-07-24,285.584
2003-07-25,285.503
2003-07-28,283.995
2003-07-29,283.504
2003-07-30,280.824
2003-07-31,277.355
2003-08-01,276.17
2003-08-04,276.664
2003-08-05,279.019
2003-08-06,283.565
2003-08-07,287.554
2003-08-08,287.748
2003-08-11,289.239
2003-08-12,290.088
2003-08-13,294.033
2003-08-14,294.461
2003-08-15,298.271
2003-08-18,296.187
2003-08-19,301.535
2003-08-20,307.833
2003-08-21,302.554
2003-08-22,297.112
2003-08-25,296.407
2003-08-26,298.714
2003-08-27,301.003
2003-08-28,301.626
2003-08-29,303.676
2003-09-01,306.305
2003-09-02,308.512
2003-09-03,315.339
2003-09-04,315.408
2003-09-05,316.739
2003-09-08,317.398
2003-09-09,318.116
2003-09-10,315.858
2003-09-11,319.227
2003-09-12,323.273
2003-09-15,324.084
2003-09-16,319.792
2003-09-17,321.587
2003-09-18,323.117
2003-09-19,323.694
2003-09-22,322.043
2003-09-23,322.764
2003-09-24,324.088
2003-09-25,322.448
2003-09-26,320.041
2003-09-29,318.439
2003-09-30,316.657
2003-10-01,323.989
2003-10-02,326.19
2003-10-03,328.051
2003-10-06,331.124
2003-10-07,332.461
2003-10-08,334.997
2003-10-09,334.466
2003-10-10,333.782
2003-10-13,335.849
2003-10-14,338.115
2003-10-15,340.208
2003-10-16,342.937
2003-10-17,341.18
2003-10-20,340.474
2003-10-21,342.58
2003-10-22,338.336
2003-10-23,337.846
2003-10-24,341.156
2003-10-27,342.112
2003-10-28,342.144
2003-10-29,343.827
2003-10-30,344.158
2003-10-31,339.616
2003-11-03,341.098
2003-11-04,342.529
2003-11-05,337.007
2003-11-06,332.529
2003-11-07,337.194
2003-11-10,335.864
2003-11-11,331.099
2003-11-12,335.444
2003-11-13,339.885
2003-11-14,341.866
2003-11-17,338.134
2003-11-18,342.181
2003-11-19,341.036
2003-11-20,339.558
2003-11-21,339.222
2003-11-24,335.596
2003-11-25,333.797
2003-11-26,335.662
2003-11-27,335.979
2003-11-28,334.553
2003-12-01,338.646
2003-12-02,343.273
2003-12-03,342.462
2003-12-04,339.787
2003-12-05,340.146
2003-12-08,338.48
2003-12-09,342.282
2003-12-10,340.649
2003-12-11,340.337
2003-12-12,345.609
2003-12-15,347.454
2003-12-16,344.869
2003-12-17,343.542
2003-12-18,342.707
2003-12-19,349.058
2003-12-22,349.754
2003-12-23,351.331
2003-12-24,352.286
2003-12-25,352.286
2003-12-26,352.165
2003-12-29,354.027
2003-12-30,355.074
2003-12-31,357.345
2004-01-01,357.345
2004-01-02,366.524
2004-01-05,370.613
2004-01-06,373.945
2004-01-07,374.01
2004-01-08,376.819
2004-01-09,380.637
2004-01-12,379.669
2004-01-13,380.737
2004-01-14,381.659
2004-01-15,381.36
2004-01-16,377.053
2004-01-19,378.04
2004-01-20,379.028
2004-01-21,377.26
2004-01-22,386.002
2004-01-23,386.54
2004-01-26,383.134
2004-01-27,388.812
2004-01-28,386.251
2004-01-29,378.793
2004-01-30,377.281
2004-02-02,379.73
2004-02-03,383.208
2004-02-04,383.617
2004-02-05,393.187
2004-02-06,402.17
2004-02-09,403.565
2004-02-10,402.737
2004-02-11,402.816
2004-02-12,410.278
2004-02-13,408.396
2004-02-16,406.542
2004-02-17,404.927
2004-02-18,406.144
2004-02-19,402.02
2004-02-20,396.559
2004-02-23,396.124
2004-02-24,398.953
2004-02-25,398.488
2004-02-26,397.222
2004-02-27,398.176
2004-03-01,402.574
2004-03-02,399.132
2004-03-03,391.706
2004-03-04,396.122
2004-03-05,403.204
2004-03-08,401.171
2004-03-09,401.873
2004-03-10,391.934
2004-03-11,385.914
2004-03-12,384.07
2004-03-15,382.701
2004-03-16,389.255
2004-03-17,386.951
2004-03-18,391.373
2004-03-19,389.903
2004-03-22,384.68
2004-03-23,383.806
2004-03-24,381.987
2004-03-25,385.492
2004-03-26,374.687
2004-03-29,377.761
2004-03-30,378.308
2004-03-31,380.781
2004-04-01,381.797
2004-04-02,382.763
2004-04-05,379.607
2004-04-06,378.661
2004-04-07,385.036
2004-04-08,383.011
2004-04-09,383.011
2004-04-12,381.909
2004-04-13,377.778
2004-04-14,375.01
2004-04-15,374.63
2004-04-16,377.988
2004-04-19,377.356
2004-04-20,376.9
2004-04-21,374.666
2004-04-22,374.341
2004-04-23,377.338
2004-04-26,376.24
2004-04-27,377.006
2004-04-28,368.468
2004-04-29,370.44
2004-04-30,370.7
2004-05-03,370.701
2004-05-04,376.897
2004-05-05,379.86
2004-05-06,371.615
2004-05-07,366.453
2004-05-10,359.065
2004-05-11,360.413
2004-05-12,361.0
2004-05-13,363.713
2004-05-14,362.04
2004-05-17,360.984
2004-05-18,362.295
2004-05-19,368.465
2004-05-20,365.205
2004-05-21,367.901
2004-05-24,364.533
2004-05-25,366.045
2004-05-26,365.611
2004-05-27,373.096
2004-05-28,372.971
2004-05-31,372.971
2004-06-01,373.853
2004-06-02,380.386
2004-06-03,378.063
2004-06-04,382.044
2004-06-07,386.623
2004-06-08,386.462
2004-06-09,377.157
2004-06-10,379.374
2004-06-11,378.17
2004-06-14,375.933
2004-06-15,379.042
2004-06-16,378.86
2004-06-17,379.348
2004-06-18,384.055
2004-06-21,384.172
2004-06-22,387.83
2004-06-23,387.542
2004-06-24,391.097
2004-06-25,389.132
2004-06-28,391.003
2004-06-29,389.944
2004-06-30,394.797
2004-07-01,397.469
2004-07-02,403.306
2004-07-05,402.017
2004-07-06,402.227
2004-07-07,403.354
2004-07-08,403.315
2004-07-09,401.386
2004-07-12,402.979
2004-07-13,400.882
2004-07-14,402.596
2004-07-15,402.665
2004-07-16,406.105
2004-07-19,405.2
2004-07-20,402.076
2004-07-21,397.188
2004-07-22,393.77
2004-07-23,388.214
2004-07-26,387.893
2004-07-27,385.829
2004-07-28,383.411
2004-07-29,386.763
2004-07-30,389.366
2004-08-02,388.55
2004-08-03,393.389
2004-08-04,391.148
2004-08-05,392.536
2004-08-06,395.638
2004-08-09,391.185
2004-08-10,396.537
2004-08-11,392.381
2004-08-12,395.211
2004-08-13,397.302
2004-08-16,398.423
2004-08-17,399.387
2004-08-18,398.708
2004-08-19,401.353
2004-08-20,399.436
2004-08-23,397.869
2004-08-24,391.998
2004-08-25,391.872
2004-08-26,393.497
2004-08-27,394.17
2004-08-30,394.192
2004-08-31,395.635
2004-09-01,399.096
2004-09-02,402.23
2004-09-03,399.025
2004-09-06,402.836
2004-09-07,401.404
2004-09-08,404.185
2004-09-09,405.967
2004-09-10,412.041
2004-09-13,410.808
2004-09-14,409.816
2004-09-15,402.68
2004-09-16,403.725
2004-09-17,405.252
2004-09-20,404.4
2004-09-21,411.308
2004-09-22,409.359
2004-09-23,412.289
2004-09-24,412.681
2004-09-27,412.899
2004-09-28,413.72
2004-09-29,418.824
2004-09-30,422.862
2004-10-01,423.927
2004-10-04,422.274
2004-10-05,424.059
2004-10-06,422.811
2004-10-07,420.518
2004-10-08,423.541
2004-10-11,421.477
2004-10-12,418.543
2004-10-13,418.598
2004-10-14,422.348
2004-10-15,423.674
2004-10-18,422.55
2004-10-19,425.509
2004-10-20,423.251
2004-10-21,423.746
2004-10-22,427.128
2004-10-25,425.639
2004-10-26,424.193
2004-10-27,425.557
2004-10-28,423.158
2004-10-29,420.868
2004-11-01,425.539
2004-11-02,427.869
2004-11-03,430.956
2004-11-04,435.202
2004-11-05,440.668
2004-11-08,440.169
2004-11-09,438.973
2004-11-10,440.822
2004-11-11,443.767
2004-11-12,444.29
2004-11-15,445.129
2004-11-16,444.166
2004-11-17,448.305
2004-11-18,447.015
2004-11-19,450.275
2004-11-22,448.36
2004-11-23,452.934
2004-11-24,459.773
2004-11-25,462.598
2004-11-26,460.77
2004-11-29,461.645
2004-11-30,459.621
2004-12-01,463.918
2004-12-02,464.629
2004-12-03,466.51
2004-12-06,467.773
2004-12-07,467.239
2004-12-08,458.551
2004-12-09,452.999
2004-12-10,452.014
2004-12-13,459.562
2004-12-14,455.377
2004-12-15,462.362
2004-12-16,454.984
2004-12-17,452.457
2004-12-20,459.239
2004-12-21,462.095
2004-12-22,466.313
2004-12-23,471.298
2004-12-24,472.413
2004-12-27,475.875
2004-12-28,473.382
2004-12-29,473.573
2004-12-30,476.861
2004-12-31,475.593
2005-01-03,475.787
2005-01-04,468.488
2005-01-05,464.358
2005-01-06,464.837
2005-01-07,463.604
2005-01-10,464.485
2005-01-11,463.78
2005-01-12,465.815
2005-01-13,465.091
2005-01-14,462.986
2005-01-17,462.645
2005-01-18,460.565
2005-01-19,461.773
2005-01-20,454.95
2005-01-21,456.601
2005-01-24,457.152
2005-01-25,458.575
2005-01-26,463.068
2005-01-27,460.217
2005-01-28,464.466
2005-01-31,467.469
2005-02-01,471.201
2005-02-02,473.73
2005-02-03,471.336
2005-02-04,473.156
2005-02-07,472.661
2005-02-08,471.974
2005-02-09,472.585
2005-02-10,477.783
2005-02-11,480.356
2005-02-14,484.079
2005-02-15,488.146
2005-02-16,486.435
2005-02-17,490.834
2005-02-18,491.633
2005-02-21,491.653
2005-02-22,498.625
2005-02-23,494.492
2005-02-24,497.582
2005-02-25,498.14
2005-02-28,502.291
2005-03-01,504.719
2005-03-02,502.927
2005-03-03,506.87
2005-03-04,514.454
2005-03-07,516.052
2005-03-08,515.859
2005-03-09,514.296
2005-03-10,511.527
2005-03-11,515.047
2005-03-14,512.129
2005-03-15,516.512
2005-03-16,519.106
2005-03-17,518.483
2005-03-18,515.999
2005-03-21,511.805
2005-03-22,512.849
2005-03-23,501.027
2005-03-24,499.235
2005-03-25,499.235
2005-03-28,495.736
2005-03-29,503.574
2005-03-30,501.12
2005-03-31,507.258
2005-04-01,510.728
2005-04-04,506.314
2005-04-05,513.572
2005-04-06,519.02
2005-04-07,524.658
2005-04-08,523.133
2005-04-11,525.497
2005-04-12,522.612
2005-04-13,524.814
2005-04-14,520.071
2005-04-15,516.435
2005-04-18,515.146
2005-04-19,519.546
2005-04-20,521.961
2005-04-21,524.859
2005-04-22,523.73
2005-04-25,524.231
2005-04-26,523.292
2005-04-27,513.379
2005-04-28,497.452
2005-04-29,493.055
2005-05-02,492.744
2005-05-03,498.052
2005-05-04,503.129
2005-05-05,502.49
2005-05-06,503.419
2005-05-09,502.318
2005-05-10,510.944
2005-05-11,511.847
2005-05-12,505.624
2005-05-13,501.061
2005-05-16,500.072
2005-05-17,500.279
2005-05-18,504.094
2005-05-19,500.915
2005-05-20,499.027
2005-05-23,502.2
2005-05-24,506.737
2005-05-25,506.905
2005-05-26,507.678
2005-05-27,509.675
2005-05-30,507.757
2005-05-31,504.008
2005-06-01,503.956
2005-06-02,502.994
2005-06-03,502.774
2005-06-06,502.111
2005-06-07,504.669
2005-06-08,508.893
2005-06-09,503.496
2005-06-10,505.116
2005-06-13,505.831
2005-06-14,506.14
2005-06-15,508.353
2005-06-16,510.902
2005-06-17,523.516
2005-06-20,520.825
2005-06-21,521.937
2005-06-22,523.985
2005-06-23,520.725
2005-06-24,518.819
2005-06-27,515.575
2005-06-28,512.685
2005-06-29,517.677
2005-06-30,517.878
2005-07-01,512.999
2005-07-04,510.569
2005-07-05,514.676
2005-07-06,515.617
2005-07-07,511.398
2005-07-08,517.656
2005-07-11,524.9
2005-07-12,529.025
2005-07-13,525.424
2005-07-14,525.158
2005-07-15,522.673
2005-07-18,523.513
2005-07-19,522.267
2005-07-20,517.86
2005-07-21,521.908
2005-07-22,524.582
2005-07-25,524.435
2005-07-26,522.696
2005-07-27,527.106
2005-07-28,531.6
2005-07-29,535.475
2005-08-01,539.542
2005-08-02,541.364
2005-08-03,550.401
2005-08-04,552.875
2005-08-05,555.803
2005-08-08,561.132
2005-08-09,568.275
2005-08-10,564.955
2005-08-11,563.491
2005-08-12,562.261
2005-08-15,560.657
2005-08-16,560.711
2005-08-17,567.647
2005-08-18,562.975
2005-08-19,566.978
2005-08-22,567.321
2005-08-23,562.589
2005-08-24,559.727
2005-08-25,557.902
2005-08-26,555.767
2005-08-29,551.813
2005-08-30,555.793
2005-08-31,561.716
2005-09-01,572.39
2005-09-02,578.67
2005-09-05,578.616
2005-09-06,580.718
2005-09-07,575.786
2005-09-08,572.187
2005-09-09,575.84
2005-09-12,572.083
2005-09-13,572.054
2005-09-14,572.859
2005-09-15,573.938
2005-09-16,577.173
2005-09-19,573.103
2005-09-20,570.353
2005-09-21,573.14
2005-09-22,566.757
2005-09-23,563.603
2005-09-26,560.833
2005-09-27,559.49
2005-09-28,561.834
2005-09-29,563.009
2005-09-30,565.477
2005-10-03,556.409
2005-10-04,556.334
2005-10-05,558.669
2005-10-06,562.529
2005-10-07,565.692
2005-10-10,566.355
2005-10-11,564.418
2005-10-12,561.01
2005-10-13,544.466
2005-10-14,548.795
2005-10-17,551.434
2005-10-18,542.515
2005-10-19,531.247
2005-10-20,534.028
2005-10-21,527.928
2005-10-24,538.257
2005-10-25,545.82
2005-10-26,547.255
2005-10-27,544.41
2005-10-28,544.232
2005-10-31,547.591
2005-11-01,554.879
2005-11-02,556.598
2005-11-03,559.99
2005-11-04,551.258
2005-11-07,552.433
2005-11-08,549.477
