Date,ISRAEL LARGE CAP Large Cap
2002-07-08,360.27
2002-07-09,358.898
2002-07-10,348.771
2002-07-11,326.732
2002-07-12,328.684
2002-07-15,348.944
2002-07-16,348.834
2002-07-17,357.202
2002-07-18,356.16
2002-07-19,355.1
2002-07-22,350.998
2002-07-23,339.171
2002-07-24,343.044
2002-07-25,341.169
2002-07-26,345.007
2002-07-29,369.495
2002-07-30,376.862
2002-07-31,374.799
2002-08-01,374.869
2002-08-02,375.528
2002-08-05,364.025
2002-08-06,371.003
2002-08-07,372.801
2002-08-08,384.345
2002-08-09,383.562
2002-08-12,381.719
2002-08-13,380.164
2002-08-14,390.8
2002-08-15,395.952
2002-08-16,396.909
2002-08-19,401.56
2002-08-20,395.659
2002-08-21,400.306
2002-08-22,395.625
2002-08-23,395.684
2002-08-26,396.588
2002-08-27,390.517
2002-08-28,381.591
2002-08-29,381.749
2002-08-30,377.383
2002-09-02,379.947
2002-09-03,368.706
2002-09-04,374.059
2002-09-05,372.597
2002-09-06,378.614
2002-09-09,387.029
2002-09-10,390.82
2002-09-11,393.786
2002-09-12,388.163
2002-09-13,390.22
2002-09-16,385.529
2002-09-17,394.052
2002-09-18,389.367
2002-09-19,380.337
2002-09-20,376.714
2002-09-23,372.276
2002-09-24,372.433
2002-09-25,376.855
2002-09-26,377.332
2002-09-27,372.621
2002-09-30,363.015
2002-10-01,362.824
2002-10-02,364.961
2002-10-03,366.692
2002-10-04,367.917
2002-10-07,358.442
2002-10-08,355.305
2002-10-09,354.467
2002-10-10,363.3
2002-10-11,369.965
2002-10-14,370.98
2002-10-15,378.695
2002-10-16,371.571
2002-10-17,380.437
2002-10-18,357.935
2002-10-21,363.319
2002-10-22,365.211
2002-10-23,370.364
2002-10-24,374.022
2002-10-25,377.38
2002-10-28,371.048
2002-10-29,371.447
2002-10-30,393.164
2002-10-31,391.834
2002-11-01,396.31
2002-11-04,412.178
2002-11-05,409.918
2002-11-06,412.555
2002-11-07,407.73
2002-11-08,405.965
2002-11-11,393.43
2002-11-12,388.935
2002-11-13,388.823
2002-11-14,399.907
2002-11-15,405.044
2002-11-18,413.336
2002-11-19,406.706
2002-11-20,416.419
2002-11-21,431.08
2002-11-22,428.383
2002-11-25,423.663
2002-11-26,423.089
2002-11-27,429.995
2002-11-28,435.391
2002-11-29,436.138
2002-12-02,439.667
2002-12-03,425.063
2002-12-04,423.565
2002-12-05,422.845
2002-12-06,417.743
2002-12-09,411.987
2002-12-10,412.911
2002-12-11,411.779
2002-12-12,414.07
2002-12-13,409.427
2002-12-16,415.27
2002-12-17,411.327
2002-12-18,409.92
2002-12-19,412.874
2002-12-20,414.821
2002-12-23,399.13
2002-12-24,394.769
2002-12-25,391.365
2002-12-26,390.402
2002-12-27,387.08
2002-12-30,391.009
2002-12-31,391.379
2003-01-01,398.374
2003-01-02,404.723
2003-01-03,407.923
2003-01-06,415.122
2003-01-07,409.207
2003-01-08,413.295
2003-01-09,414.915
2003-01-10,415.636
2003-01-13,408.915
2003-01-14,411.515
2003-01-15,407.237
2003-01-16,405.899
2003-01-17,398.25
2003-01-20,404.127
2003-01-21,402.62
2003-01-22,403.551
2003-01-23,410.064
2003-01-24,405.086
2003-01-27,403.366
2003-01-28,403.665
2003-01-29,407.058
2003-01-30,406.559
2003-01-31,404.09
2003-02-03,404.625
2003-02-04,395.937
2003-02-05,388.126
2003-02-06,385.186
2003-02-07,384.19
2003-02-10,383.43
2003-02-11,391.012
2003-02-12,390.642
2003-02-13,376.491
2003-02-14,380.476
2003-02-17,401.035
2003-02-18,407.602
2003-02-19,404.635
2003-02-20,404.558
2003-02-21,405.45
2003-02-24,399.704
2003-02-25,399.252
2003-02-26,398.428
2003-02-27,404.773
2003-02-28,406.115
2003-03-03,405.013
2003-03-04,402.266
2003-03-05,395.071
2003-03-06,397.974
2003-03-07,398.218
2003-03-10,392.611
2003-03-11,390.406
2003-03-12,391.817
2003-03-13,400.572
2003-03-14,398.672
2003-03-17,413.667
2003-03-18,416.933
2003-03-19,427.295
2003-03-20,429.832
2003-03-21,429.792
2003-03-24,431.39
2003-03-25,436.467
2003-03-26,453.337
2003-03-27,453.297
2003-03-28,449.102
2003-03-31,440.158
2003-04-01,442.855
2003-04-02,459.543
2003-04-03,467.052
2003-04-04,463.802
2003-04-07,465.317
2003-04-08,465.017
2003-04-09,468.764
2003-04-10,462.219
2003-04-11,461.724
2003-04-14,470.583
2003-04-15,479.67
2003-04-16,479.211
2003-04-17,481.857
2003-04-18,481.857
2003-04-21,490.664
2003-04-22,489.573
2003-04-23,489.511
2003-04-24,484.696
2003-04-25,480.334
2003-04-28,490.465
2003-04-29,495.005
2003-04-30,493.464
2003-05-01,494.478
2003-05-02,506.425
2003-05-05,498.079
2003-05-06,500.035
2003-05-07,502.834
2003-05-08,499.012
2003-05-09,503.529
2003-05-12,509.264
2003-05-13,505.022
2003-05-14,504.962
2003-05-15,506.089
2003-05-16,504.693
2003-05-19,492.384
2003-05-20,484.609
2003-05-21,479.97
2003-05-22,493.375
2003-05-23,498.203
2003-05-26,511.845
2003-05-27,512.052
2003-05-28,529.052
2003-05-29,526.991
2003-05-30,528.85
2003-06-02,533.887
2003-06-03,530.969
2003-06-04,526.181
2003-06-05,525.52
2003-06-06,527.425
2003-06-09,533.133
2003-06-10,533.183
2003-06-11,537.376
2003-06-12,549.292
2003-06-13,546.281
2003-06-16,576.972
2003-06-17,581.425
2003-06-18,575.476
2003-06-19,580.074
2003-06-20,579.126
2003-06-23,566.236
2003-06-24,557.891
2003-06-25,567.24
2003-06-26,576.844
2003-06-27,576.512
2003-06-30,589.226
2003-07-01,588.727
2003-07-02,595.6
2003-07-03,595.054
2003-07-04,595.624
2003-07-07,604.592
2003-07-08,592.705
2003-07-09,596.243
2003-07-10,586.89
2003-07-11,586.873
2003-07-14,585.224
2003-07-15,582.895
2003-07-16,585.547
2003-07-17,580.105
2003-07-18,579.887
2003-07-21,554.104
2003-07-22,553.615
2003-07-23,543.226
2003-07-24,544.086
2003-07-25,547.12
2003-07-28,565.764
2003-07-29,575.779
2003-07-30,568.541
2003-07-31,561.912
2003-08-01,558.317
2003-08-04,550.355
2003-08-05,551.98
2003-08-06,540.389
2003-08-07,541.083
2003-08-08,539.512
2003-08-11,537.143
2003-08-12,536.198
2003-08-13,546.85
2003-08-14,547.061
2003-08-15,547.366
2003-08-18,554.444
2003-08-19,560.703
2003-08-20,554.332
2003-08-21,555.048
2003-08-22,552.235
2003-08-25,563.94
2003-08-26,560.887
2003-08-27,563.839
2003-08-28,568.787
2003-08-29,573.162
2003-09-01,568.831
2003-09-02,577.035
2003-09-03,593.345
2003-09-04,598.495
2003-09-05,595.608
2003-09-08,594.377
2003-09-09,594.029
2003-09-10,584.767
2003-09-11,577.832
2003-09-12,574.139
2003-09-15,579.575
2003-09-16,577.058
2003-09-17,579.759
2003-09-18,584.582
2003-09-19,581.861
2003-09-22,578.181
2003-09-23,577.936
2003-09-24,576.452
2003-09-25,565.686
2003-09-26,563.327
2003-09-29,557.486
2003-09-30,554.785
2003-10-01,566.717
2003-10-02,570.349
2003-10-03,575.882
2003-10-06,575.667
2003-10-07,561.13
2003-10-08,559.913
2003-10-09,564.212
2003-10-10,564.485
2003-10-13,566.021
2003-10-14,567.925
2003-10-15,575.549
2003-10-16,577.194
2003-10-17,574.031
2003-10-20,568.459
2003-10-21,568.879
2003-10-22,559.165
2003-10-23,551.611
2003-10-24,549.55
2003-10-27,556.471
2003-10-28,571.619
2003-10-29,579.149
2003-10-30,570.26
2003-10-31,570.037
2003-11-03,581.962
2003-11-04,580.242
2003-11-05,579.577
2003-11-06,576.899
2003-11-07,576.737
2003-11-10,575.285
2003-11-11,569.763
2003-11-12,573.873
2003-11-13,579.061
2003-11-14,573.919
2003-11-17,569.582
2003-11-18,574.059
2003-11-19,574.121
2003-11-20,567.262
2003-11-21,567.482
2003-11-24,569.416
2003-11-25,575.401
2003-11-26,584.808
2003-11-27,595.063
2003-11-28,595.91
2003-12-01,602.125
2003-12-02,604.058
2003-12-03,610.344
2003-12-04,596.365
2003-12-05,594.915
2003-12-08,584.876
2003-12-09,590.945
2003-12-10,582.252
2003-12-11,590.846
2003-12-12,589.99
2003-12-15,586.671
2003-12-16,586.127
2003-12-17,583.123
2003-12-18,581.669
2003-12-19,580.111
2003-12-22,576.158
2003-12-23,572.169
2003-12-24,572.376
2003-12-25,568.506
2003-12-26,568.435
2003-12-29,580.669
2003-12-30,578.835
2003-12-31,580.514
2004-01-01,580.514
2004-01-02,580.331
2004-01-05,601.225
2004-01-06,607.138
2004-01-07,598.455
2004-01-08,600.996
2004-01-09,603.325
2004-01-12,604.572
2004-01-13,609.934
2004-01-14,607.871
2004-01-15,609.143
2004-01-16,617.029
2004-01-19,620.94
2004-01-20,632.691
2004-01-21,620.232
2004-01-22,619.8
2004-01-23,619.96
2004-01-26,643.456
2004-01-27,641.088
2004-01-28,639.993
2004-01-29,636.128
2004-01-30,636.22
2004-02-02,641.913
2004-02-03,646.293
2004-02-04,653.036
2004-02-05,663.381
2004-02-06,671.047
2004-02-09,676.806
2004-02-10,675.367
2004-02-11,679.359
2004-02-12,682.087
2004-02-13,682.662
2004-02-16,686.559
2004-02-17,692.39
2004-02-18,674.259
2004-02-19,677.596
2004-02-20,674.775
2004-02-23,665.982
2004-02-24,663.047
2004-02-25,668.584
2004-02-26,668.097
2004-02-27,667.538
2004-03-01,678.173
2004-03-02,683.774
2004-03-03,672.71
2004-03-04,671.974
2004-03-05,672.09
2004-03-08,671.77
2004-03-09,665.512
2004-03-10,661.223
2004-03-11,647.932
2004-03-12,647.96
2004-03-15,651.742
2004-03-16,650.726
2004-03-17,654.404
2004-03-18,654.794
2004-03-19,654.769
2004-03-22,642.598
2004-03-23,641.11
2004-03-24,638.65
2004-03-25,646.536
2004-03-26,646.051
2004-03-29,651.087
2004-03-30,649.054
2004-03-31,659.062
2004-04-01,660.012
2004-04-02,661.139
2004-04-05,667.602
2004-04-06,664.728
2004-04-07,667.058
2004-04-08,670.259
2004-04-09,670.259
2004-04-12,671.575
2004-04-13,667.905
2004-04-14,650.28
2004-04-15,652.587
2004-04-16,648.525
2004-04-19,663.458
2004-04-20,675.267
2004-04-21,679.386
2004-04-22,680.472
2004-04-23,684.716
2004-04-26,677.91
2004-04-27,679.6
2004-04-28,686.575
2004-04-29,678.607
2004-04-30,672.287
2004-05-03,655.221
2004-05-04,664.365
2004-05-05,663.429
2004-05-06,658.789
2004-05-07,659.311
2004-05-10,640.812
2004-05-11,649.54
2004-05-12,651.509
2004-05-13,654.845
2004-05-14,652.86
2004-05-17,655.265
2004-05-18,659.45
2004-05-19,669.595
2004-05-20,660.346
2004-05-21,662.862
2004-05-24,672.882
2004-05-25,675.537
2004-05-26,675.237
2004-05-27,680.121
2004-05-28,677.041
2004-05-31,674.3
2004-06-01,680.331
2004-06-02,685.795
2004-06-03,683.447
2004-06-04,682.388
2004-06-07,692.332
2004-06-08,694.509
2004-06-09,693.325
2004-06-10,692.287
2004-06-11,691.523
2004-06-14,688.116
2004-06-15,690.676
2004-06-16,700.68
2004-06-17,703.594
2004-06-18,704.06
2004-06-21,709.782
2004-06-22,708.551
2004-06-23,708.924
2004-06-24,710.926
2004-06-25,712.624
2004-06-28,703.283
2004-06-29,707.465
2004-06-30,710.609
2004-07-01,705.851
2004-07-02,704.224
2004-07-05,699.175
2004-07-06,692.124
2004-07-07,696.32
2004-07-08,695.733
2004-07-09,696.954
2004-07-12,686.709
2004-07-13,676.877
2004-07-14,676.965
2004-07-15,668.672
2004-07-16,667.18
2004-07-19,654.153
2004-07-20,663.282
2004-07-21,666.429
2004-07-22,653.882
2004-07-23,650.435
2004-07-26,631.155
2004-07-27,631.921
2004-07-28,600.991
2004-07-29,612.679
2004-07-30,613.763
2004-08-02,611.951
2004-08-03,603.21
2004-08-04,596.575
2004-08-05,607.239
2004-08-06,606.638
2004-08-09,589.102
2004-08-10,581.759
2004-08-11,559.916
2004-08-12,554.793
2004-08-13,555.257
2004-08-16,561.462
2004-08-17,577.488
2004-08-18,573.932
2004-08-19,582.185
2004-08-20,582.385
2004-08-23,578.095
2004-08-24,583.554
2004-08-25,584.488
2004-08-26,589.35
2004-08-27,589.472
2004-08-30,586.508
2004-08-31,579.395
2004-09-01,567.138
2004-09-02,563.367
2004-09-03,559.34
2004-09-06,566.677
2004-09-07,572.373
2004-09-08,582.556
2004-09-09,582.314
2004-09-10,587.319
2004-09-13,586.4
2004-09-14,587.637
2004-09-15,585.332
2004-09-16,585.143
2004-09-17,585.048
2004-09-20,592.486
2004-09-21,591.439
2004-09-22,587.042
2004-09-23,561.78
2004-09-24,558.429
2004-09-27,560.218
2004-09-28,553.906
2004-09-29,553.767
2004-09-30,553.294
2004-10-01,560.643
2004-10-04,576.465
2004-10-05,572.561
2004-10-06,573.034
2004-10-07,572.087
2004-10-08,571.166
2004-10-11,554.253
2004-10-12,548.32
2004-10-13,549.781
2004-10-14,548.161
2004-10-15,546.705
2004-10-18,550.109
2004-10-19,550.364
2004-10-20,553.91
2004-10-21,565.269
2004-10-22,563.589
2004-10-25,563.793
2004-10-26,566.806
2004-10-27,574.438
2004-10-28,575.341
2004-10-29,577.685
2004-11-01,589.238
2004-11-02,564.839
2004-11-03,566.284
2004-11-04,572.864
2004-11-05,575.729
2004-11-08,570.257
2004-11-09,577.382
2004-11-10,582.029
2004-11-11,593.486
2004-11-12,595.374
2004-11-15,614.096
2004-11-16,614.789
2004-11-17,621.614
2004-11-18,628.848
2004-11-19,628.296
2004-11-22,621.108
2004-11-23,615.274
2004-11-24,615.165
2004-11-25,624.74
2004-11-26,624.409
2004-11-29,618.875
2004-11-30,618.074
2004-12-01,622.665
2004-12-02,627.064
2004-12-03,628.45
2004-12-06,643.601
2004-12-07,644.736
2004-12-08,642.06
2004-12-09,647.474
2004-12-10,645.31
2004-12-13,662.792
2004-12-14,668.425
2004-12-15,668.392
2004-12-16,660.72
2004-12-17,660.197
2004-12-20,666.273
2004-12-21,663.051
2004-12-22,664.779
2004-12-23,666.948
2004-12-24,669.387
2004-12-27,670.944
2004-12-28,665.826
2004-12-29,667.282
2004-12-30,670.036
2004-12-31,673.672
2005-01-03,674.405
2005-01-04,658.327
2005-01-05,641.251
2005-01-06,639.186
2005-01-07,639.44
2005-01-10,648.254
2005-01-11,654.69
2005-01-12,661.824
2005-01-13,656.258
2005-01-14,657.546
2005-01-17,642.005
2005-01-18,641.934
2005-01-19,650.795
2005-01-20,653.912
2005-01-21,655.247
2005-01-24,648.367
2005-01-25,639.57
2005-01-26,648.929
2005-01-27,645.115
2005-01-28,643.888
2005-01-31,666.554
2005-02-01,665.961
2005-02-02,676.123
2005-02-03,681.784
2005-02-04,685.764
2005-02-07,683.551
2005-02-08,682.845
2005-02-09,678.559
2005-02-10,673.475
2005-02-11,674.311
2005-02-14,684.558
2005-02-15,657.503
2005-02-16,660.45
2005-02-17,655.634
2005-02-18,657.43
2005-02-21,645.361
2005-02-22,639.238
2005-02-23,645.173
2005-02-24,647.747
2005-02-25,646.66
2005-02-28,685.834
2005-03-01,683.806
2005-03-02,676.743
2005-03-03,679.397
2005-03-04,680.015
2005-03-07,679.516
2005-03-08,688.846
2005-03-09,688.389
2005-03-10,696.099
2005-03-11,697.334
2005-03-14,700.483
2005-03-15,689.262
2005-03-16,681.221
2005-03-17,684.274
2005-03-18,683.73
2005-03-21,678.153
2005-03-22,674.259
2005-03-23,661.568
2005-03-24,665.433
2005-03-25,665.433
2005-03-28,682.573
2005-03-29,680.122
2005-03-30,674.657
2005-03-31,688.105
2005-04-01,688.625
2005-04-04,681.792
2005-04-05,694.771
2005-04-06,700.877
2005-04-07,705.709
2005-04-08,703.729
2005-04-11,711.226
2005-04-12,710.54
2005-04-13,708.526
2005-04-14,708.238
2005-04-15,704.997
2005-04-18,701.155
2005-04-19,704.876
2005-04-20,700.875
2005-04-21,705.298
2005-04-22,704.8
2005-04-25,701.109
2005-04-26,695.255
2005-04-27,691.081
2005-04-28,689.522
2005-04-29,691.467
2005-05-02,695.932
2005-05-03,684.457
2005-05-04,698.986
2005-05-05,706.355
2005-05-06,705.496
2005-05-09,711.494
2005-05-10,716.283
2005-05-11,715.422
2005-05-12,713.217
2005-05-13,714.201
2005-05-16,723.273
2005-05-17,725.658
2005-05-18,730.13
2005-05-19,731.309
2005-05-20,729.824
2005-05-23,723.878
2005-05-24,726.815
2005-05-25,735.444
2005-05-26,741.784
2005-05-27,740.46
2005-05-30,741.815
2005-05-31,735.005
2005-06-01,734.818
2005-06-02,742.793
2005-06-03,741.608
2005-06-06,714.132
2005-06-07,715.968
2005-06-08,723.738
2005-06-09,721.096
2005-06-10,717.973
2005-06-13,716.596
2005-06-14,715.012
2005-06-15,717.257
2005-06-16,713.665
2005-06-17,715.139
2005-06-20,698.784
2005-06-21,701.653
2005-06-22,698.933
2005-06-23,687.543
2005-06-24,685.465
2005-06-27,675.192
2005-06-28,682.552
2005-06-29,683.961
2005-06-30,679.705
2005-07-01,682.137
2005-07-04,676.35
2005-07-05,673.516
2005-07-06,678.335
2005-07-07,663.135
2005-07-08,663.658
2005-07-11,689.958
2005-07-12,686.993
2005-07-13,682.711
2005-07-14,681.879
2005-07-15,680.121
2005-07-18,675.755
2005-07-19,688.869
2005-07-20,699.851
2005-07-21,702.031
2005-07-22,701.597
2005-07-25,728.061
2005-07-26,716.553
2005-07-27,718.233
2005-07-28,718.654
2005-07-29,718.016
2005-08-01,709.96
2005-08-02,729.764
2005-08-03,728.066
2005-08-04,730.181
2005-08-05,731.383
2005-08-08,730.644
2005-08-09,720.823
2005-08-10,727.144
2005-08-11,725.357
2005-08-12,725.44
2005-08-15,736.004
2005-08-16,731.035
2005-08-17,739.555
2005-08-18,750.765
2005-08-19,750.314
2005-08-22,747.249
2005-08-23,738.98
2005-08-24,729.94
2005-08-25,727.99
2005-08-26,726.127
2005-08-29,725.525
2005-08-30,731.454
2005-08-31,732.897
2005-09-01,743.078
2005-09-02,743.868
2005-09-05,753.115
2005-09-06,770.344
2005-09-07,763.031
2005-09-08,763.044
2005-09-09,764.571
2005-09-12,759.94
2005-09-13,763.104
2005-09-14,765.685
2005-09-15,762.457
2005-09-16,762.207
2005-09-19,759.339
2005-09-20,764.091
2005-09-21,758.305
2005-09-22,756.588
2005-09-23,754.124
2005-09-26,758.682
2005-09-27,761.548
2005-09-28,768.123
2005-09-29,772.835
2005-09-30,776.307
2005-10-03,774.289
2005-10-04,773.505
2005-10-05,772.505
2005-10-06,778.197
2005-10-07,775.514
2005-10-10,783.448
2005-10-11,773.899
2005-10-12,769.038
2005-10-13,766.787
2005-10-14,771.008
2005-10-17,773.445
2005-10-18,772.894
2005-10-19,773.045
2005-10-20,795.307
2005-10-21,799.748
2005-10-24,813.137
2005-10-25,815.844
2005-10-26,825.476
2005-10-27,818.644
2005-10-28,816.905
2005-10-31,813.498
2005-11-01,827.57
2005-11-02,822.021
2005-11-03,826.124
2005-11-04,826.108
2005-11-07,820.517
2005-11-08,817.049
2005-11-09,829.156
