Date,ISRAEL LARGE CAP Large Cap
2003-11-19,564.953
2003-11-20,558.203
2003-11-21,558.42
2003-11-24,560.323
2003-11-25,566.212
2003-11-26,575.469
2003-11-27,585.561
2003-11-28,586.394
2003-12-01,592.51
2003-12-02,594.412
2003-12-03,600.597
2003-12-04,586.841
2003-12-05,585.415
2003-12-08,575.536
2003-12-09,581.971
2003-12-10,573.41
2003-12-11,581.873
2003-12-12,581.031
2003-12-15,577.761
2003-12-16,577.227
2003-12-17,574.268
2003-12-18,572.836
2003-12-19,571.301
2003-12-22,567.409
2003-12-23,563.48
2003-12-24,563.684
2003-12-25,559.873
2003-12-26,559.803
2003-12-29,571.851
2003-12-30,570.045
2003-12-31,571.699
2004-01-01,571.699
2004-01-02,571.518
2004-01-05,592.095
2004-01-06,597.918
2004-01-07,589.367
2004-01-08,591.869
2004-01-09,594.163
2004-01-12,595.391
2004-01-13,600.672
2004-01-14,598.64
2004-01-15,599.893
2004-01-16,607.659
2004-01-19,611.51
2004-01-20,623.083
2004-01-21,610.814
2004-01-22,610.388
2004-01-23,610.546
2004-01-26,633.684
2004-01-27,631.353
2004-01-28,630.274
2004-01-29,626.468
2004-01-30,626.559
2004-02-02,632.165
2004-02-03,636.479
2004-02-04,643.292
2004-02-05,653.482
2004-02-06,661.034
2004-02-09,666.707
2004-02-10,665.29
2004-02-11,669.222
2004-02-12,671.909
2004-02-13,672.475
2004-02-16,676.315
2004-02-17,682.058
2004-02-18,664.198
2004-02-19,667.486
2004-02-20,664.707
2004-02-23,656.044
2004-02-24,653.153
2004-02-25,658.608
2004-02-26,658.306
2004-02-27,657.755
2004-03-01,668.234
2004-03-02,673.753
2004-03-03,662.851
2004-03-04,662.126
2004-03-05,662.24
2004-03-08,661.925
2004-03-09,655.758
2004-03-10,651.532
2004-03-11,638.436
2004-03-12,638.464
2004-03-15,642.19
2004-03-16,641.19
2004-03-17,644.814
2004-03-18,645.198
2004-03-19,645.173
2004-03-22,633.18
2004-03-23,631.714
2004-03-24,629.29
2004-03-25,637.061
2004-03-26,636.583
2004-03-29,641.545
2004-03-30,639.542
2004-03-31,649.403
2004-04-01,650.339
2004-04-02,651.449
2004-04-05,657.818
2004-04-06,654.986
2004-04-07,657.282
2004-04-08,660.436
2004-04-09,660.436
2004-04-12,661.732
2004-04-13,658.116
2004-04-14,640.75
2004-04-15,643.194
2004-04-16,639.191
2004-04-19,653.908
2004-04-20,665.548
2004-04-21,669.607
2004-04-22,670.677
2004-04-23,674.861
2004-04-26,668.153
2004-04-27,669.818
2004-04-28,676.693
2004-04-29,668.84
2004-04-30,662.61
2004-05-03,645.79
2004-05-04,654.803
2004-05-05,653.88
2004-05-06,649.307
2004-05-07,649.821
2004-05-10,631.589
2004-05-11,640.191
2004-05-12,642.132
2004-05-13,645.592
2004-05-14,643.636
2004-05-17,646.006
2004-05-18,650.133
2004-05-19,660.134
2004-05-20,651.015
2004-05-21,653.496
2004-05-24,663.375
2004-05-25,665.992
2004-05-26,665.696
2004-05-27,670.511
2004-05-28,667.475
2004-05-31,664.772
2004-06-01,670.718
2004-06-02,676.105
2004-06-03,673.79
2004-06-04,672.746
2004-06-07,682.55
2004-06-08,684.907
2004-06-09,683.739
2004-06-10,682.715
2004-06-11,681.962
2004-06-14,678.602
2004-06-15,681.127
2004-06-16,690.992
2004-06-17,693.915
2004-06-18,694.375
2004-06-21,700.019
2004-06-22,698.805
2004-06-23,699.173
2004-06-24,701.146
2004-06-25,702.822
2004-06-28,693.609
2004-06-29,697.734
2004-06-30,700.834
2004-07-01,696.141
2004-07-02,694.537
2004-07-05,689.557
2004-07-06,682.603
2004-07-07,686.742
2004-07-08,686.163
2004-07-09,687.367
2004-07-12,677.263
2004-07-13,667.566
2004-07-14,667.653
2004-07-15,659.474
2004-07-16,658.003
2004-07-19,645.155
2004-07-20,654.158
2004-07-21,657.262
2004-07-22,644.887
2004-07-23,641.488
2004-07-26,622.473
2004-07-27,623.229
2004-07-28,592.724
2004-07-29,604.251
2004-07-30,605.321
2004-08-02,603.534
2004-08-03,594.912
2004-08-04,588.368
2004-08-05,598.886
2004-08-06,598.293
2004-08-09,580.999
2004-08-10,573.757
2004-08-11,552.214
2004-08-12,547.336
2004-08-13,547.794
2004-08-16,553.916
2004-08-17,569.726
2004-08-18,566.218
2004-08-19,574.36
2004-08-20,574.557
2004-08-23,570.325
2004-08-24,575.711
2004-08-25,576.632
2004-08-26,581.428
2004-08-27,581.549
2004-08-30,578.625
2004-08-31,571.607
2004-09-01,559.515
2004-09-02,555.795
2004-09-03,551.822
2004-09-06,559.06
2004-09-07,564.68
2004-09-08,574.726
2004-09-09,574.779
2004-09-10,579.719
2004-09-13,578.813
2004-09-14,580.034
2004-09-15,577.758
2004-09-16,577.571
2004-09-17,577.478
2004-09-20,584.82
2004-09-21,583.786
2004-09-22,579.446
2004-09-23,554.511
2004-09-24,551.203
2004-09-27,552.969
2004-09-28,546.738
2004-09-29,546.602
2004-09-30,546.134
2004-10-01,553.389
2004-10-04,569.006
2004-10-05,565.152
2004-10-06,565.619
2004-10-07,564.684
2004-10-08,563.775
2004-10-11,547.081
2004-10-12,541.225
2004-10-13,542.667
2004-10-14,541.068
2004-10-15,539.63
2004-10-18,542.991
2004-10-19,543.243
2004-10-20,546.743
2004-10-21,557.954
2004-10-22,556.297
2004-10-25,556.498
2004-10-26,559.471
2004-10-27,567.005
2004-10-28,567.896
2004-10-29,570.21
2004-11-01,581.613
2004-11-02,557.531
2004-11-03,558.957
2004-11-04,565.452
2004-11-05,568.279
2004-11-08,562.878
2004-11-09,569.911
2004-11-10,574.498
2004-11-11,585.985
2004-11-12,587.849
2004-11-15,606.335
2004-11-16,607.019
2004-11-17,613.758
2004-11-18,620.9
2004-11-19,620.355
2004-11-22,613.258
2004-11-23,607.498
2004-11-24,607.39
2004-11-25,616.844
2004-11-26,616.517
2004-11-29,611.053
2004-11-30,610.263
2004-12-01,614.795
2004-12-02,619.138
2004-12-03,620.507
2004-12-06,635.764
2004-12-07,636.885
2004-12-08,634.241
2004-12-09,639.59
2004-12-10,637.452
2004-12-13,654.721
2004-12-14,660.286
2004-12-15,660.253
2004-12-16,652.674
2004-12-17,652.157
2004-12-20,658.16
2004-12-21,654.977
2004-12-22,656.684
2004-12-23,658.826
2004-12-24,661.236
2004-12-27,662.774
2004-12-28,657.718
2004-12-29,659.157
2004-12-30,661.877
2004-12-31,665.469
2005-01-03,666.192
2005-01-04,650.311
2005-01-05,633.443
2005-01-06,631.402
2005-01-07,631.653
2005-01-10,640.36
2005-01-11,646.718
2005-01-12,653.764
2005-01-13,648.267
2005-01-14,649.539
2005-01-17,634.187
2005-01-18,634.117
2005-01-19,642.87
2005-01-20,645.949
2005-01-21,647.268
2005-01-24,640.471
2005-01-25,631.782
2005-01-26,641.026
2005-01-27,637.259
2005-01-28,636.047
2005-01-31,658.437
2005-02-01,657.852
2005-02-02,667.89
2005-02-03,673.482
2005-02-04,677.414
2005-02-07,675.227
2005-02-08,674.53
2005-02-09,670.296
2005-02-10,665.274
2005-02-11,666.1
2005-02-14,676.222
2005-02-15,649.497
2005-02-16,653.003
2005-02-17,648.24
2005-02-18,650.016
2005-02-21,638.083
2005-02-22,632.03
2005-02-23,638.133
2005-02-24,640.679
2005-02-25,639.604
2005-02-28,678.35
2005-03-01,676.345
2005-03-02,669.358
2005-03-03,671.984
2005-03-04,672.595
2005-03-07,672.101
2005-03-08,681.329
2005-03-09,680.878
2005-03-10,688.503
2005-03-11,689.724
2005-03-14,692.839
2005-03-15,681.741
2005-03-16,673.787
2005-03-17,676.808
2005-03-18,676.27
2005-03-21,670.753
2005-03-22,666.902
2005-03-23,654.349
2005-03-24,658.171
2005-03-25,658.171
2005-03-28,675.125
2005-03-29,672.7
2005-03-30,667.295
2005-03-31,680.866
2005-04-01,681.38
2005-04-04,674.619
2005-04-05,687.461
2005-04-06,693.503
2005-04-07,698.365
2005-04-08,696.406
2005-04-11,703.825
2005-04-12,703.146
2005-04-13,701.153
2005-04-14,700.868
2005-04-15,697.661
2005-04-18,693.859
2005-04-19,697.542
2005-04-20,693.582
2005-04-21,697.959
2005-04-22,697.466
2005-04-25,693.813
2005-04-26,688.021
2005-04-27,683.889
2005-04-28,682.347
2005-04-29,684.271
2005-05-02,688.69
2005-05-03,677.335
2005-05-04,691.712
2005-05-05,699.004
2005-05-06,698.155
2005-05-09,704.09
2005-05-10,709.066
2005-05-11,708.214
2005-05-12,706.031
2005-05-13,707.005
2005-05-16,715.985
2005-05-17,718.346
2005-05-18,722.774
2005-05-19,723.941
2005-05-20,722.47
2005-05-23,716.585
2005-05-24,719.492
2005-05-25,728.034
2005-05-26,734.31
2005-05-27,733.0
2005-05-30,734.341
2005-05-31,728.014
2005-06-01,727.829
2005-06-02,735.728
2005-06-03,734.555
2005-06-06,707.34
2005-06-07,709.159
2005-06-08,716.855
2005-06-09,714.238
2005-06-10,711.145
2005-06-13,709.781
2005-06-14,708.212
2005-06-15,710.436
2005-06-16,706.877
2005-06-17,708.337
2005-06-20,692.138
2005-06-21,694.979
2005-06-22,692.286
2005-06-23,681.004
2005-06-24,678.945
2005-06-27,668.77
2005-06-28,676.06
2005-06-29,677.456
2005-06-30,673.24
2005-07-01,675.649
2005-07-04,669.917
2005-07-05,667.111
2005-07-06,671.883
2005-07-07,656.828
2005-07-08,657.346
2005-07-11,683.395
2005-07-12,680.459
2005-07-13,676.218
2005-07-14,675.393
2005-07-15,673.652
2005-07-18,669.328
2005-07-19,682.317
2005-07-20,693.194
2005-07-21,695.354
2005-07-22,694.924
2005-07-25,721.137
2005-07-26,709.738
2005-07-27,711.402
2005-07-28,711.819
2005-07-29,711.187
2005-08-01,703.208
2005-08-02,722.823
2005-08-03,721.141
2005-08-04,723.236
2005-08-05,724.427
2005-08-08,723.695
2005-08-09,713.968
2005-08-10,720.228
2005-08-11,718.458
2005-08-12,718.54
2005-08-15,729.004
2005-08-16,724.305
2005-08-17,732.747
2005-08-18,743.853
2005-08-19,743.407
2005-08-22,740.37
2005-08-23,732.177
2005-08-24,723.221
2005-08-25,721.288
2005-08-26,719.442
2005-08-29,718.845
2005-08-30,725.036
2005-08-31,726.466
2005-09-01,736.558
2005-09-02,737.341
2005-09-05,746.506
2005-09-06,763.717
2005-09-07,756.466
2005-09-08,756.479
2005-09-09,757.993
2005-09-12,753.402
2005-09-13,756.539
2005-09-14,759.097
2005-09-15,755.897
2005-09-16,755.649
2005-09-19,752.806
2005-09-20,757.517
2005-09-21,751.782
2005-09-22,750.079
2005-09-23,747.636
2005-09-26,752.155
2005-09-27,754.996
2005-09-28,761.515
2005-09-29,766.186
2005-09-30,769.628
2005-10-03,767.628
2005-10-04,766.85
2005-10-05,765.859
2005-10-06,771.502
2005-10-07,768.842
2005-10-10,776.708
2005-10-11,767.241
2005-10-12,762.422
2005-10-13,760.19
2005-10-14,764.375
2005-10-17,766.791
2005-10-18,766.245
2005-10-19,766.394
2005-10-20,788.464
2005-10-21,792.868
2005-10-24,806.141
2005-10-25,808.825
2005-10-26,818.374
2005-10-27,811.601
2005-10-28,809.877
2005-10-31,806.5
2005-11-01,820.45
2005-11-02,814.949
2005-11-03,819.017
2005-11-04,819.0
2005-11-07,813.458
2005-11-08,810.019
2005-11-09,822.022
