Date,ISRAEL LARGE CAP Large Cap
2001-01-01,817.159
2001-01-02,734.675
2001-01-03,820.901
2001-01-04,812.754
2001-01-05,749.092
2001-01-08,716.311
2001-01-09,731.959
2001-01-10,749.413
2001-01-11,752.52
2001-01-12,751.323
2001-01-15,759.34
2001-01-16,747.087
2001-01-17,764.401
2001-01-18,795.105
2001-01-19,830.516
2001-01-22,804.765
2001-01-23,815.137
2001-01-24,802.935
2001-01-25,797.373
2001-01-26,832.606
2001-01-29,853.969
2001-01-30,851.843
2001-01-31,814.436
2001-02-01,823.434
2001-02-02,779.706
2001-02-05,797.539
2001-02-06,800.979
2001-02-07,789.637
2001-02-08,769.345
2001-02-09,740.085
2001-02-12,748.491
2001-02-13,745.268
2001-02-14,778.509
2001-02-15,809.753
2001-02-16,786.883
2001-02-19,781.999
2001-02-20,779.785
2001-02-21,749.458
2001-02-22,701.127
2001-02-23,727.763
2001-02-26,740.814
2001-02-27,710.013
2001-02-28,667.147
2001-03-01,695.314
2001-03-02,663.656
2001-03-05,642.65
2001-03-06,670.49
2001-03-07,684.721
2001-03-08,662.293
2001-03-09,664.601
2001-03-12,643.289
2001-03-13,665.338
2001-03-14,650.748
2001-03-15,629.508
2001-03-16,603.345
2001-03-19,593.196
2001-03-20,566.527
2001-03-21,570.372
2001-03-22,575.765
2001-03-23,578.126
2001-03-26,576.433
2001-03-27,589.608
2001-03-28,564.632
2001-03-29,531.731
2001-03-30,542.755
2001-04-02,529.093
2001-04-03,497.83
2001-04-04,506.478
2001-04-05,542.394
2001-04-06,535.315
2001-04-09,557.367
2001-04-10,595.061
2001-04-11,617.729
2001-04-12,623.509
2001-04-13,623.509
2001-04-16,619.13
2001-04-17,626.491
2001-04-18,662.547
2001-04-19,702.031
2001-04-20,679.915
2001-04-23,669.288
2001-04-24,622.244
2001-04-25,632.093
2001-04-26,615.974
2001-04-27,626.273
2001-04-30,621.914
2001-05-01,635.157
2001-05-02,658.194
2001-05-03,640.434
2001-05-04,639.086
2001-05-07,631.132
2001-05-08,647.897
2001-05-09,627.995
2001-05-10,619.63
2001-05-11,604.383
2001-05-14,591.01
2001-05-15,586.313
2001-05-16,577.843
2001-05-17,598.872
2001-05-18,595.444
2001-05-21,625.382
2001-05-22,631.843
2001-05-23,612.09
2001-05-24,627.068
2001-05-25,619.929
2001-05-28,619.36
2001-05-29,611.756
2001-05-30,587.588
2001-05-31,586.31
2001-06-01,591.955
2001-06-04,570.587
2001-06-05,564.734
2001-06-06,574.585
2001-06-07,587.051
2001-06-08,579.428
2001-06-11,558.711
2001-06-12,556.888
2001-06-13,549.628
2001-06-14,557.831
2001-06-15,559.755
2001-06-18,559.322
2001-06-19,566.915
2001-06-20,579.624
2001-06-21,576.963
2001-06-22,577.231
2001-06-25,572.376
2001-06-26,582.676
2001-06-27,594.339
2001-06-28,586.394
2001-06-29,590.735
2001-07-02,593.034
2001-07-03,562.122
2001-07-04,562.714
2001-07-05,563.247
2001-07-06,555.055
2001-07-09,559.474
2001-07-10,555.511
2001-07-11,538.634
2001-07-12,571.488
2001-07-13,558.933
2001-07-16,553.782
2001-07-17,566.469
2001-07-18,546.367
2001-07-19,551.876
2001-07-20,531.222
2001-07-23,538.277
2001-07-24,543.539
2001-07-25,554.252
2001-07-26,575.971
2001-07-27,588.095
2001-07-30,584.383
2001-07-31,590.793
2001-08-01,601.235
2001-08-02,595.17
2001-08-03,583.66
2001-08-06,585.832
2001-08-07,576.249
2001-08-08,568.189
2001-08-09,568.049
2001-08-10,562.279
2001-08-13,569.417
2001-08-14,561.447
2001-08-15,553.77
2001-08-16,556.442
2001-08-17,547.316
2001-08-20,544.163
2001-08-21,542.699
2001-08-22,544.927
2001-08-23,530.51
2001-08-24,540.052
2001-08-27,543.736
2001-08-28,532.047
2001-08-29,522.479
2001-08-30,514.332
2001-08-31,516.691
2001-09-03,516.401
2001-09-04,505.462
2001-09-05,505.431
2001-09-06,501.839
2001-09-07,504.573
2001-09-10,508.02
2001-09-11,493.033
2001-09-12,487.681
2001-09-13,494.102
2001-09-14,494.299
2001-09-17,480.309
2001-09-18,473.946
2001-09-19,464.379
2001-09-20,429.689
2001-09-21,420.885
2001-09-24,430.917
2001-09-25,421.389
2001-09-26,410.311
2001-09-27,405.748
2001-09-28,412.634
2001-10-01,413.69
2001-10-02,423.137
2001-10-03,441.76
2001-10-04,448.644
2001-10-05,448.766
2001-10-08,452.286
2001-10-09,445.642
2001-10-10,458.897
2001-10-11,481.239
2001-10-12,480.306
2001-10-15,467.343
2001-10-16,486.234
2001-10-17,469.867
2001-10-18,477.37
2001-10-19,468.404
2001-10-22,472.451
2001-10-23,470.095
2001-10-24,475.813
2001-10-25,479.815
2001-10-26,474.77
2001-10-29,466.914
2001-10-30,458.288
2001-10-31,458.15
2001-11-01,460.119
2001-11-02,458.179
2001-11-05,475.438
2001-11-06,483.387
2001-11-07,481.246
2001-11-08,482.905
2001-11-09,491.779
2001-11-12,499.477
2001-11-13,521.229
2001-11-14,511.108
2001-11-15,508.831
2001-11-16,503.928
2001-11-19,521.438
2001-11-20,498.44
2001-11-21,500.68
2001-11-22,501.913
2001-11-23,500.583
2001-11-26,508.39
2001-11-27,512.5
2001-11-28,504.445
2001-11-29,514.251
2001-11-30,506.164
2001-12-03,489.56
2001-12-04,500.597
2001-12-05,514.35
2001-12-06,512.908
2001-12-07,507.426
2001-12-10,507.914
2001-12-11,510.729
2001-12-12,517.889
2001-12-13,511.235
2001-12-14,503.77
2001-12-17,523.808
2001-12-18,531.346
2001-12-19,523.674
2001-12-20,505.542
2001-12-21,507.694
2001-12-24,517.437
2001-12-25,520.069
2001-12-26,525.221
2001-12-27,521.402
2001-12-28,523.821
2001-12-31,525.153
2002-01-01,530.837
2002-01-02,537.471
2002-01-03,547.465
2002-01-04,557.901
2002-01-07,569.284
2002-01-08,565.244
2002-01-09,568.178
2002-01-10,561.821
2002-01-11,561.308
2002-01-14,551.118
2002-01-15,520.299
2002-01-16,502.764
2002-01-17,497.229
2002-01-18,503.054
2002-01-21,498.125
2002-01-22,495.631
2002-01-23,491.298
2002-01-24,503.14
2002-01-25,496.474
2002-01-28,495.019
2002-01-29,489.896
2002-01-30,479.309
2002-01-31,501.141
2002-02-01,497.832
2002-02-04,490.368
2002-02-05,478.413
2002-02-06,475.285
2002-02-07,470.122
2002-02-08,477.869
2002-02-11,461.76
2002-02-12,460.271
2002-02-13,466.459
2002-02-14,461.595
2002-02-15,457.548
2002-02-18,448.662
2002-02-19,437.861
2002-02-20,438.545
2002-02-21,430.349
2002-02-22,435.125
2002-02-25,443.965
2002-02-26,450.342
2002-02-27,445.642
2002-02-28,434.732
2002-03-01,442.932
2002-03-04,462.916
2002-03-05,459.037
2002-03-06,452.05
2002-03-07,458.72
2002-03-08,465.367
2002-03-11,469.568
2002-03-12,454.88
2002-03-13,448.793
2002-03-14,452.079
2002-03-15,446.071
2002-03-18,463.647
2002-03-19,459.87
2002-03-20,444.732
2002-03-21,452.702
2002-03-22,445.976
2002-03-25,446.738
2002-03-26,439.245
2002-03-27,437.434
2002-03-28,433.71
2002-03-29,433.71
2002-04-01,411.131
2002-04-02,404.808
2002-04-03,402.172
2002-04-04,373.682
2002-04-05,375.773
2002-04-08,379.466
2002-04-09,373.809
2002-04-10,378.215
2002-04-11,375.735
2002-04-12,374.944
2002-04-15,376.734
2002-04-16,377.197
2002-04-17,372.835
2002-04-18,376.643
2002-04-19,375.525
2002-04-22,371.088
2002-04-23,362.631
2002-04-24,355.737
2002-04-25,356.742
2002-04-26,350.636
2002-04-29,345.941
2002-04-30,350.025
2002-05-01,350.86
2002-05-02,354.571
2002-05-03,353.777
2002-05-06,354.684
2002-05-07,361.843
2002-05-08,370.467
2002-05-09,362.978
2002-05-10,359.235
2002-05-13,362.404
2002-05-14,377.733
2002-05-15,374.612
2002-05-16,378.017
2002-05-17,380.317
2002-05-20,384.415
2002-05-21,383.719
2002-05-22,376.182
2002-05-23,377.987
2002-05-24,377.969
2002-05-27,381.623
2002-05-28,378.023
2002-05-29,373.043
2002-05-30,372.84
2002-05-31,371.028
2002-06-03,370.993
2002-06-04,378.335
2002-06-05,373.797
2002-06-06,368.939
2002-06-07,366.248
2002-06-10,359.629
2002-06-11,352.77
2002-06-12,346.86
2002-06-13,351.426
2002-06-14,351.379
2002-06-17,359.826
2002-06-18,362.419
2002-06-19,358.155
2002-06-20,350.221
2002-06-21,349.335
2002-06-24,341.657
2002-06-25,340.522
2002-06-26,337.564
2002-06-27,350.26
2002-06-28,354.241
2002-07-01,346.34
2002-07-02,344.757
2002-07-03,354.235
2002-07-04,353.348
2002-07-05,351.88
2002-07-08,353.886
2002-07-09,352.539
2002-07-10,342.591
2002-07-11,320.942
2002-07-12,322.859
2002-07-15,342.761
2002-07-16,342.653
2002-07-17,350.872
2002-07-18,349.849
2002-07-19,348.808
2002-07-22,344.778
2002-07-23,333.161
2002-07-24,336.966
2002-07-25,335.124
2002-07-26,338.893
2002-07-29,362.948
2002-07-30,370.184
2002-07-31,368.157
2002-08-01,368.226
2002-08-02,368.874
2002-08-05,357.574
2002-08-06,364.429
2002-08-07,366.195
2002-08-08,377.534
2002-08-09,376.765
2002-08-12,374.955
2002-08-13,373.428
2002-08-14,383.876
2002-08-15,388.936
2002-08-16,389.876
2002-08-19,394.444
2002-08-20,388.648
2002-08-21,393.213
2002-08-22,388.708
2002-08-23,388.765
2002-08-26,389.654
2002-08-27,383.688
2002-08-28,374.919
2002-08-29,375.074
2002-08-30,370.785
2002-09-02,373.304
2002-09-03,362.259
2002-09-04,367.518
2002-09-05,366.082
2002-09-06,371.993
2002-09-09,380.262
2002-09-10,383.986
2002-09-11,386.9
2002-09-12,381.376
2002-09-13,383.397
2002-09-16,378.787
2002-09-17,387.162
2002-09-18,382.558
2002-09-19,373.687
2002-09-20,370.126
2002-09-23,365.767
2002-09-24,365.921
2002-09-25,370.265
2002-09-26,370.734
2002-09-27,366.105
2002-09-30,356.667
2002-10-01,356.48
2002-10-02,358.58
2002-10-03,360.28
2002-10-04,361.484
2002-10-07,352.174
2002-10-08,349.092
2002-10-09,348.269
2002-10-10,356.948
2002-10-11,363.496
2002-10-14,364.493
2002-10-15,372.073
2002-10-16,365.074
2002-10-17,373.785
2002-10-18,351.677
2002-10-21,356.966
2002-10-22,358.825
2002-10-23,363.888
2002-10-24,367.482
2002-10-25,370.782
2002-10-28,364.56
2002-10-29,364.952
2002-10-30,386.289
2002-10-31,384.983
2002-11-01,389.38
2002-11-04,404.971
2002-11-05,402.75
2002-11-06,405.341
2002-11-07,400.601
2002-11-08,398.866
2002-11-11,386.55
2002-11-12,382.226
2002-11-13,382.116
2002-11-14,393.009
2002-11-15,398.057
2002-11-18,406.206
2002-11-19,399.69
2002-11-20,409.236
2002-11-21,423.644
2002-11-22,420.993
2002-11-25,416.355
2002-11-26,415.791
2002-11-27,422.577
2002-11-28,427.881
2002-11-29,428.614
2002-12-02,432.083
2002-12-03,417.731
2002-12-04,416.258
2002-12-05,415.551
2002-12-06,410.537
2002-12-09,404.88
2002-12-10,405.789
2002-12-11,404.676
2002-12-12,406.928
2002-12-13,402.365
2002-12-16,408.107
2002-12-17,404.232
2002-12-18,402.849
2002-12-19,405.752
2002-12-20,407.666
2002-12-23,392.245
2002-12-24,387.959
2002-12-25,384.614
2002-12-26,383.668
2002-12-27,380.403
2002-12-30,384.264
2002-12-31,384.628
2003-01-01,391.502
2003-01-02,397.741
2003-01-03,400.887
2003-01-06,407.961
2003-01-07,402.148
2003-01-08,406.166
2003-01-09,407.757
2003-01-10,408.466
2003-01-13,401.862
2003-01-14,404.416
2003-01-15,400.213
2003-01-16,398.898
2003-01-17,391.38
2003-01-20,397.156
2003-01-21,395.675
2003-01-22,396.59
2003-01-23,402.991
2003-01-24,398.098
2003-01-27,396.408
2003-01-28,396.702
2003-01-29,400.036
2003-01-30,399.546
2003-01-31,397.119
2003-02-03,397.646
2003-02-04,389.107
2003-02-05,381.431
2003-02-06,378.639
2003-02-07,377.659
2003-02-10,376.913
2003-02-11,384.365
2003-02-12,384.002
2003-02-13,370.091
2003-02-14,374.008
2003-02-17,394.218
2003-02-18,400.674
2003-02-19,397.757
2003-02-20,397.682
2003-02-21,398.559
2003-02-24,392.91
2003-02-25,392.465
2003-02-26,391.656
2003-02-27,398.022
2003-02-28,399.342
2003-03-03,398.259
2003-03-04,395.558
2003-03-05,388.482
2003-03-06,391.337
2003-03-07,391.577
2003-03-10,386.063
2003-03-11,383.895
2003-03-12,385.282
2003-03-13,393.892
2003-03-14,392.023
2003-03-17,406.768
2003-03-18,409.98
2003-03-19,420.169
2003-03-20,422.663
2003-03-21,422.624
2003-03-24,424.196
2003-03-25,429.188
2003-03-26,445.776
2003-03-27,445.738
2003-03-28,441.612
2003-03-31,432.818
2003-04-01,435.469
2003-04-02,451.879
2003-04-03,459.262
2003-04-04,456.067
2003-04-07,457.557
2003-04-08,457.262
2003-04-09,460.946
2003-04-10,454.51
2003-04-11,454.024
2003-04-14,462.735
2003-04-15,471.67
2003-04-16,471.219
2003-04-17,473.821
2003-04-18,473.821
2003-04-21,482.481
2003-04-22,481.408
2003-04-23,481.347
2003-04-24,476.612
2003-04-25,472.323
2003-04-28,482.285
2003-04-29,486.75
2003-04-30,485.234
2003-05-01,486.231
2003-05-02,497.979
2003-05-05,489.773
2003-05-06,491.696
2003-05-07,494.448
2003-05-08,490.69
2003-05-09,495.131
2003-05-12,500.771
2003-05-13,496.739
2003-05-14,496.68
2003-05-15,497.789
2003-05-16,496.416
2003-05-19,484.309
2003-05-20,476.661
2003-05-21,472.098
2003-05-22,485.283
2003-05-23,490.032
2003-05-26,503.45
2003-05-27,503.654
2003-05-28,520.375
2003-05-29,518.348
2003-05-30,520.176
2003-06-02,525.131
2003-06-03,522.261
2003-06-04,517.551
2003-06-05,516.901
2003-06-06,518.775
2003-06-09,524.389
2003-06-10,524.438
2003-06-11,528.563
2003-06-12,540.283
2003-06-13,537.322
2003-06-16,567.509
2003-06-17,571.889
2003-06-18,566.038
2003-06-19,570.561
2003-06-20,569.628
2003-06-23,556.949
2003-06-24,548.741
2003-06-25,557.936
2003-06-26,567.383
2003-06-27,567.056
2003-06-30,579.562
2003-07-01,579.072
2003-07-02,585.832
2003-07-03,585.294
2003-07-04,585.855
2003-07-07,594.677
2003-07-08,582.984
2003-07-09,586.464
2003-07-10,577.264
2003-07-11,577.247
2003-07-14,575.625
2003-07-15,573.335
2003-07-16,575.944
2003-07-17,570.591
2003-07-18,570.377
2003-07-21,545.016
2003-07-22,544.535
2003-07-23,534.317
2003-07-24,535.162
2003-07-25,538.146
2003-07-28,556.485
2003-07-29,566.336
2003-07-30,559.217
2003-07-31,552.696
2003-08-01,549.16
2003-08-04,541.329
2003-08-05,542.927
2003-08-06,531.526
2003-08-07,532.208
2003-08-08,530.663
2003-08-11,528.334
2003-08-12,527.404
2003-08-13,538.004
2003-08-14,538.211
2003-08-15,538.511
2003-08-18,545.475
2003-08-19,551.632
2003-08-20,545.364
2003-08-21,546.069
2003-08-22,543.301
2003-08-25,554.816
2003-08-26,551.813
2003-08-27,554.717
2003-08-28,559.585
2003-08-29,563.889
2003-09-01,559.628
2003-09-02,567.7
2003-09-03,583.746
2003-09-04,588.813
2003-09-05,585.972
2003-09-08,584.761
2003-09-09,584.419
2003-09-10,575.307
2003-09-11,568.484
2003-09-12,564.851
2003-09-15,570.199
2003-09-16,567.723
2003-09-17,570.38
2003-09-18,575.125
2003-09-19,572.448
2003-09-22,568.827
2003-09-23,568.586
2003-09-24,567.126
2003-09-25,556.535
2003-09-26,554.214
2003-09-29,548.467
2003-09-30,545.81
2003-10-01,557.549
2003-10-02,561.123
2003-10-03,566.565
2003-10-06,566.354
2003-10-07,552.052
2003-10-08,550.855
2003-10-09,555.084
2003-10-10,555.353
2003-10-13,556.864
2003-10-14,558.737
2003-10-15,566.237
2003-10-16,567.857
2003-10-17,564.745
2003-10-20,559.263
2003-10-21,559.675
2003-10-22,550.119
2003-10-23,542.687
2003-10-24,540.659
2003-10-27,547.468
2003-10-28,562.372
2003-10-29,569.78
2003-10-30,561.034
2003-10-31,560.815
2003-11-03,572.548
2003-11-04,570.855
2003-11-05,570.201
2003-11-06,567.566
2003-11-07,567.407
2003-11-10,565.978
2003-11-11,560.545
2003-11-12,564.589
2003-11-13,569.693
2003-11-14,564.635
2003-11-17,560.367
2003-11-18,564.892
