Date,FINLAND LARGE CAP Large Cap
2002-05-10,513.601
2002-05-13,518.595
2002-05-14,532.672
2002-05-15,539.61
2002-05-16,530.028
2002-05-17,532.233
2002-05-20,527.905
2002-05-21,520.036
2002-05-22,493.276
2002-05-23,480.568
2002-05-24,480.799
2002-05-27,475.74
2002-05-28,478.955
2002-05-29,473.051
2002-05-30,462.952
2002-05-31,482.791
2002-06-03,465.731
2002-06-04,450.713
2002-06-05,461.296
2002-06-06,456.184
2002-06-07,424.094
2002-06-10,431.184
2002-06-11,452.442
2002-06-12,430.926
2002-06-13,425.47
2002-06-14,429.147
2002-06-17,452.09
2002-06-18,451.773
2002-06-19,434.474
2002-06-20,440.887
2002-06-21,443.036
2002-06-24,415.789
2002-06-25,427.959
2002-06-26,439.339
2002-06-27,461.598
2002-06-28,490.519
2002-07-01,483.759
2002-07-02,459.877
2002-07-03,454.138
2002-07-04,475.631
2002-07-05,501.75
2002-07-08,503.692
2002-07-09,492.709
2002-07-10,478.924
2002-07-11,462.536
2002-07-12,468.531
2002-07-15,452.314
2002-07-16,456.547
2002-07-17,480.169
2002-07-18,460.612
2002-07-19,439.592
2002-07-22,426.864
2002-07-23,388.742
2002-07-24,372.833
2002-07-25,381.306
2002-07-26,381.442
2002-07-29,407.236
2002-07-30,418.509
2002-07-31,416.209
2002-08-01,397.158
2002-08-02,383.184
2002-08-05,364.52
2002-08-06,377.042
2002-08-07,383.222
2002-08-08,396.626
2002-08-09,424.018
2002-08-12,424.335
2002-08-13,422.554
2002-08-14,402.973
2002-08-15,422.824
2002-08-16,439.178
2002-08-19,462.343
2002-08-20,459.917
2002-08-21,467.329
2002-08-22,480.487
2002-08-23,468.366
2002-08-26,455.486
2002-08-27,468.432
2002-08-28,447.699
2002-08-29,443.44
2002-08-30,440.276
2002-09-02,431.829
2002-09-03,414.827
2002-09-04,416.922
2002-09-05,429.674
2002-09-06,457.187
2002-09-09,454.395
2002-09-10,449.685
2002-09-11,481.017
2002-09-12,461.564
2002-09-13,456.366
2002-09-16,439.194
2002-09-17,440.355
2002-09-18,418.358
2002-09-19,419.302
2002-09-20,423.53
2002-09-23,410.362
2002-09-24,401.509
2002-09-25,420.084
2002-09-26,457.921
2002-09-27,458.609
2002-09-30,432.622
2002-10-01,440.035
2002-10-02,462.479
2002-10-03,454.848
2002-10-04,430.138
2002-10-07,425.999
2002-10-08,420.408
2002-10-09,424.202
2002-10-10,437.06
2002-10-11,465.746
2002-10-14,462.075
2002-10-15,501.576
2002-10-16,476.961
2002-10-17,519.514
2002-10-18,522.353
2002-10-21,519.54
2002-10-22,530.655
2002-10-23,507.804
2002-10-24,530.886
2002-10-25,527.192
2002-10-28,548.132
2002-10-29,516.857
2002-10-30,527.063
2002-10-31,544.43
2002-11-01,528.469
2002-11-04,566.553
2002-11-05,573.81
2002-11-06,551.892
2002-11-07,543.265
2002-11-08,534.459
2002-11-11,514.731
2002-11-12,529.751
2002-11-13,543.362
2002-11-14,571.758
2002-11-15,572.232
2002-11-18,590.685
2002-11-19,571.768
2002-11-20,575.39
2002-11-21,608.329
2002-11-22,604.839
2002-11-25,612.8
2002-11-26,594.255
2002-11-27,614.876
2002-11-28,632.752
2002-11-29,620.399
2002-12-02,636.759
2002-12-03,591.247
2002-12-04,601.35
2002-12-05,591.316
2002-12-06,595.66
2002-12-09,579.316
2002-12-10,559.498
2002-12-11,548.563
2002-12-12,556.003
2002-12-13,546.849
2002-12-16,563.502
2002-12-17,560.453
2002-12-18,530.292
2002-12-19,525.819
2002-12-20,522.957
2002-12-23,524.071
2002-12-24,526.24
2002-12-25,526.24
2002-12-26,527.567
2002-12-27,504.605
2002-12-30,511.067
2002-12-31,513.071
2003-01-01,513.071
2003-01-02,538.468
2003-01-03,542.927
2003-01-06,546.263
2003-01-07,532.975
2003-01-08,504.594
2003-01-09,531.223
2003-01-10,535.17
2003-01-13,529.956
2003-01-14,541.046
2003-01-15,529.065
2003-01-16,511.343
2003-01-17,496.007
2003-01-20,490.504
2003-01-21,491.319
2003-01-22,497.54
2003-01-23,477.898
2003-01-24,478.609
2003-01-27,461.494
2003-01-28,455.804
2003-01-29,469.627
2003-01-30,480.971
2003-01-31,453.609
2003-02-03,471.013
2003-02-04,460.08
2003-02-05,459.562
2003-02-06,448.31
2003-02-07,446.72
2003-02-10,442.55
2003-02-11,466.261
2003-02-12,453.114
2003-02-13,438.341
2003-02-14,452.81
2003-02-17,460.571
2003-02-18,469.606
2003-02-19,456.807
2003-02-20,449.438
2003-02-21,447.333
2003-02-24,451.673
2003-02-25,427.618
2003-02-26,423.963
2003-02-27,421.309
2003-02-28,435.233
2003-03-03,439.486
2003-03-04,431.307
2003-03-05,430.411
2003-03-06,431.562
2003-03-07,411.705
2003-03-10,412.608
2003-03-11,416.537
2003-03-12,434.48
2003-03-13,445.595
2003-03-14,467.79
2003-03-17,485.26
2003-03-18,488.4
2003-03-19,491.421
2003-03-20,484.874
2003-03-21,504.205
2003-03-24,480.681
2003-03-25,481.65
2003-03-26,479.622
2003-03-27,475.84
2003-03-28,483.241
2003-03-31,456.261
2003-04-01,469.677
2003-04-02,492.644
2003-04-03,496.239
2003-04-04,493.171
2003-04-07,514.118
2003-04-08,494.339
2003-04-09,500.425
2003-04-10,475.107
2003-04-11,477.68
2003-04-14,483.35
2003-04-15,494.367
2003-04-16,493.254
2003-04-17,528.383
2003-04-18,528.383
2003-04-21,526.106
2003-04-22,539.975
2003-04-23,553.96
2003-04-24,549.049
2003-04-25,528.992
2003-04-28,542.622
2003-04-29,549.071
2003-04-30,556.962
2003-05-01,562.077
2003-05-02,540.933
2003-05-05,562.583
2003-05-06,560.665
2003-05-07,569.698
2003-05-08,554.687
2003-05-09,551.231
2003-05-12,565.558
2003-05-13,572.873
2003-05-14,565.763
2003-05-15,578.734
2003-05-16,578.098
2003-05-19,560.083
2003-05-20,549.92
2003-05-21,541.714
2003-05-22,555.49
2003-05-23,547.488
2003-05-26,544.854
2003-05-27,548.131
2003-05-28,579.87
2003-05-29,584.167
2003-05-30,587.449
2003-06-02,597.086
2003-06-03,590.29
2003-06-04,589.486
2003-06-05,578.966
2003-06-06,597.15
2003-06-09,587.469
2003-06-10,575.192
2003-06-11,586.396
2003-06-12,573.745
2003-06-13,563.897
2003-06-16,574.566
2003-06-17,582.423
2003-06-18,577.588
2003-06-19,590.95
2003-06-20,587.789
2003-06-23,565.698
2003-06-24,554.127
2003-06-25,558.743
2003-06-26,556.009
2003-06-27,559.106
2003-06-30,544.328
2003-07-01,536.27
2003-07-02,545.438
2003-07-03,551.0
2003-07-04,539.088
2003-07-07,560.367
2003-07-08,568.505
2003-07-09,590.793
2003-07-10,595.364
2003-07-11,587.41
2003-07-14,594.823
2003-07-15,587.902
2003-07-16,585.212
2003-07-17,501.143
2003-07-18,495.133
2003-07-21,487.924
2003-07-22,493.788
2003-07-23,500.246
2003-07-24,513.676
2003-07-25,506.914
2003-07-28,522.458
2003-07-29,519.557
2003-07-30,516.988
2003-07-31,515.671
2003-08-01,499.418
2003-08-04,495.031
2003-08-05,496.668
2003-08-06,479.771
2003-08-07,478.338
2003-08-08,481.931
2003-08-11,486.277
2003-08-12,488.946
2003-08-13,493.581
2003-08-14,498.989
2003-08-15,495.255
2003-08-18,498.453
2003-08-19,517.727
2003-08-20,521.339
2003-08-21,524.335
2003-08-22,525.775
2003-08-25,517.692
2003-08-26,511.904
2003-08-27,536.244
2003-08-28,541.385
2003-08-29,549.273
2003-09-01,551.648
2003-09-02,541.453
2003-09-03,559.949
2003-09-04,555.823
2003-09-05,554.623
2003-09-08,562.104
2003-09-09,541.431
2003-09-10,518.543
2003-09-11,518.8
2003-09-12,522.885
2003-09-15,526.412
2003-09-16,524.559
2003-09-17,523.786
2003-09-18,530.16
2003-09-19,530.642
2003-09-22,523.609
2003-09-23,519.004
2003-09-24,517.964
2003-09-25,511.481
2003-09-26,515.719
2003-09-29,525.003
2003-09-30,516.811
2003-10-01,526.882
2003-10-02,539.778
2003-10-03,564.586
2003-10-06,556.669
2003-10-07,556.324
2003-10-08,559.8
2003-10-09,574.012
2003-10-10,570.827
2003-10-13,578.652
2003-10-14,568.775
2003-10-15,571.041
2003-10-16,554.899
2003-10-17,567.343
2003-10-20,563.527
2003-10-21,571.499
2003-10-22,566.118
2003-10-23,561.096
2003-10-24,565.234
2003-10-27,559.471
2003-10-28,564.973
2003-10-29,575.003
2003-10-30,571.562
2003-10-31,569.919
2003-11-03,577.833
2003-11-04,574.146
2003-11-05,565.129
2003-11-06,578.892
2003-11-07,587.917
2003-11-10,580.67
2003-11-11,573.031
2003-11-12,587.297
2003-11-13,598.185
2003-11-14,599.58
2003-11-17,584.557
2003-11-18,592.32
2003-11-19,582.632
2003-11-20,589.609
2003-11-21,589.154
2003-11-24,604.869
2003-11-25,592.336
2003-11-26,597.072
2003-11-27,601.313
2003-11-28,600.606
2003-12-01,595.535
2003-12-02,604.703
2003-12-03,606.862
2003-12-04,613.066
2003-12-05,604.779
2003-12-08,597.074
2003-12-09,592.368
2003-12-10,587.275
2003-12-11,585.892
2003-12-12,589.617
2003-12-15,594.298
2003-12-16,581.33
2003-12-17,574.211
2003-12-18,574.896
2003-12-19,576.151
2003-12-22,571.038
2003-12-23,574.367
2003-12-24,575.985
2003-12-25,575.985
2003-12-26,575.754
2003-12-29,568.97
2003-12-30,574.827
2003-12-31,578.635
2004-01-01,578.635
2004-01-02,582.012
2004-01-05,589.013
2004-01-06,592.545
2004-01-07,600.732
2004-01-08,670.726
2004-01-09,684.718
2004-01-12,690.548
2004-01-13,685.437
2004-01-14,692.139
2004-01-15,681.472
2004-01-16,685.042
2004-01-19,689.504
2004-01-20,692.659
2004-01-21,674.061
2004-01-22,702.658
2004-01-23,702.942
2004-01-26,693.817
2004-01-27,699.271
2004-01-28,695.014
2004-01-29,673.418
2004-01-30,678.402
2004-02-02,681.58
2004-02-03,688.232
2004-02-04,675.771
2004-02-05,672.874
2004-02-06,693.409
2004-02-09,703.252
2004-02-10,721.085
2004-02-11,729.466
2004-02-12,743.394
2004-02-13,726.366
2004-02-16,729.644
2004-02-17,738.605
2004-02-18,743.547
2004-02-19,745.104
2004-02-20,729.683
2004-02-23,741.557
2004-02-24,731.495
2004-02-25,718.957
2004-02-26,717.305
2004-02-27,718.234
2004-03-01,723.059
2004-03-02,731.0
2004-03-03,720.169
2004-03-04,740.313
2004-03-05,762.071
2004-03-08,760.199
2004-03-09,741.276
2004-03-10,722.587
2004-03-11,703.081
2004-03-12,695.397
2004-03-15,681.286
2004-03-16,690.876
2004-03-17,696.976
2004-03-18,680.063
2004-03-19,672.828
2004-03-22,651.843
2004-03-23,652.457
2004-03-24,645.7
2004-03-25,662.357
2004-03-26,657.835
2004-03-29,672.527
2004-03-30,671.861
2004-03-31,686.427
2004-04-01,693.899
2004-04-02,708.191
2004-04-05,698.369
2004-04-06,591.839
2004-04-07,577.978
2004-04-08,580.128
2004-04-09,580.128
2004-04-12,578.498
2004-04-13,572.782
2004-04-14,559.977
2004-04-15,551.167
2004-04-16,513.54
2004-04-19,519.942
2004-04-20,523.384
2004-04-21,511.845
2004-04-22,520.339
2004-04-23,522.083
2004-04-26,523.027
2004-04-27,519.635
2004-04-28,507.06
2004-04-29,501.193
2004-04-30,490.553
2004-05-03,491.886
2004-05-04,490.427
2004-05-05,501.174
2004-05-06,488.883
2004-05-07,487.656
2004-05-10,473.603
2004-05-11,474.65
2004-05-12,469.416
2004-05-13,468.925
2004-05-14,458.672
2004-05-17,456.334
2004-05-18,464.543
2004-05-19,475.75
2004-05-20,471.52
2004-05-21,455.171
2004-05-24,460.067
2004-05-25,458.439
2004-05-26,462.884
2004-05-27,478.753
2004-05-28,474.719
2004-05-31,484.295
2004-06-01,475.207
2004-06-02,475.062
2004-06-03,473.109
2004-06-04,485.015
2004-06-07,498.528
2004-06-08,496.598
2004-06-09,495.581
2004-06-10,492.754
2004-06-11,496.727
2004-06-14,489.384
2004-06-15,492.973
2004-06-16,487.334
2004-06-17,484.104
2004-06-18,492.106
2004-06-21,492.355
2004-06-22,486.572
2004-06-23,489.87
2004-06-24,495.725
2004-06-25,494.096
2004-06-28,498.75
2004-06-29,492.082
2004-06-30,501.916
2004-07-01,507.965
2004-07-02,504.097
2004-07-05,501.048
2004-07-06,495.063
2004-07-07,493.813
2004-07-08,499.206
2004-07-09,502.283
2004-07-12,499.532
2004-07-13,494.896
2004-07-14,489.417
2004-07-15,436.754
2004-07-16,432.24
2004-07-19,427.358
2004-07-20,429.878
2004-07-21,431.448
2004-07-22,421.188
2004-07-23,416.115
2004-07-26,416.627
2004-07-27,415.013
2004-07-28,404.772
2004-07-29,414.757
2004-07-30,411.648
2004-08-02,409.177
2004-08-03,415.7
2004-08-04,410.296
2004-08-05,411.774
2004-08-06,401.616
2004-08-09,399.618
2004-08-10,407.764
2004-08-11,399.978
2004-08-12,394.091
2004-08-13,401.783
2004-08-16,407.909
2004-08-17,416.101
2004-08-18,416.955
2004-08-19,423.207
2004-08-20,416.713
2004-08-23,420.469
2004-08-24,415.759
2004-08-25,415.016
2004-08-26,422.907
2004-08-27,419.639
2004-08-30,418.516
2004-08-31,416.219
2004-09-01,419.475
2004-09-02,431.215
2004-09-03,434.794
2004-09-06,439.912
2004-09-07,440.957
2004-09-08,447.348
2004-09-09,472.955
2004-09-10,478.388
2004-09-13,482.212
2004-09-14,479.318
2004-09-15,471.297
2004-09-16,477.76
2004-09-17,483.318
2004-09-20,486.644
2004-09-21,488.197
2004-09-22,483.11
2004-09-23,477.754
2004-09-24,478.748
2004-09-27,476.184
2004-09-28,471.685
2004-09-29,476.405
2004-09-30,480.792
2004-10-01,498.999
2004-10-04,501.044
2004-10-05,500.773
2004-10-06,498.198
2004-10-07,498.706
2004-10-08,493.864
2004-10-11,489.645
2004-10-12,479.58
2004-10-13,489.834
2004-10-14,498.985
2004-10-15,513.396
2004-10-18,509.634
2004-10-19,526.476
2004-10-20,517.076
2004-10-21,520.421
2004-10-22,523.159
2004-10-25,516.81
2004-10-26,514.35
2004-10-27,527.699
2004-10-28,531.808
2004-10-29,533.727
2004-11-01,540.739
2004-11-02,543.227
2004-11-03,548.391
2004-11-04,547.422
2004-11-05,557.212
2004-11-08,553.347
2004-11-09,555.86
2004-11-10,562.402
2004-11-11,571.609
2004-11-12,571.809
2004-11-15,569.337
2004-11-16,564.471
2004-11-17,577.888
2004-11-18,578.722
2004-11-19,572.163
2004-11-22,566.95
2004-11-23,560.545
2004-11-24,565.863
2004-11-25,571.0
2004-11-26,574.447
2004-11-29,573.614
2004-11-30,568.359
2004-12-01,572.535
2004-12-02,579.533
2004-12-03,570.747
2004-12-06,573.138
2004-12-07,573.32
2004-12-08,558.692
2004-12-09,550.036
2004-12-10,548.898
2004-12-13,546.739
2004-12-14,546.097
2004-12-15,551.055
2004-12-16,539.665
2004-12-17,528.151
2004-12-20,541.006
2004-12-21,547.039
2004-12-22,554.18
2004-12-23,560.552
2004-12-24,562.005
2004-12-27,561.146
2004-12-28,559.11
2004-12-29,556.567
2004-12-30,556.901
2004-12-31,555.368
2005-01-03,551.55
2005-01-04,547.668
2005-01-05,543.481
2005-01-06,539.203
2005-01-07,535.458
2005-01-10,543.957
2005-01-11,537.452
2005-01-12,535.741
2005-01-13,531.328
2005-01-14,529.953
2005-01-17,534.576
2005-01-18,528.705
2005-01-19,525.326
2005-01-20,506.745
2005-01-21,503.737
2005-01-24,503.269
2005-01-25,500.344
2005-01-26,508.963
2005-01-27,530.4
2005-01-28,526.063
2005-01-31,535.709
2005-02-01,540.773
2005-02-02,546.447
2005-02-03,543.842
2005-02-04,546.132
2005-02-07,543.57
2005-02-08,545.939
2005-02-09,546.18
2005-02-10,549.895
2005-02-11,555.295
2005-02-14,558.234
2005-02-15,559.804
2005-02-16,556.172
2005-02-17,554.882
2005-02-18,557.092
2005-02-21,554.256
2005-02-22,568.142
2005-02-23,556.092
2005-02-24,558.715
2005-02-25,568.956
2005-02-28,569.771
2005-03-01,568.722
2005-03-02,564.394
2005-03-03,564.661
2005-03-04,573.362
2005-03-07,571.419
2005-03-08,575.288
2005-03-09,576.026
2005-03-10,574.975
2005-03-11,578.139
2005-03-14,573.254
2005-03-15,577.791
2005-03-16,572.738
2005-03-17,575.579
2005-03-18,570.827
2005-03-21,561.699
2005-03-22,560.192
2005-03-23,547.5
2005-03-24,545.999
2005-03-25,545.999
2005-03-28,542.167
2005-03-29,544.615
2005-03-30,545.895
2005-03-31,548.548
2005-04-01,550.208
2005-04-04,534.766
2005-04-05,540.168
2005-04-06,542.884
2005-04-07,553.673
2005-04-08,558.595
2005-04-11,558.952
2005-04-12,550.103
2005-04-13,554.901
2005-04-14,547.874
2005-04-15,537.311
2005-04-18,533.991
2005-04-19,545.41
2005-04-20,554.821
2005-04-21,573.871
2005-04-22,581.605
2005-04-25,577.93
2005-04-26,573.435
2005-04-27,568.242
2005-04-28,568.084
2005-04-29,564.972
2005-05-02,567.529
2005-05-03,568.336
2005-05-04,581.48
2005-05-05,580.784
2005-05-06,592.437
2005-05-09,596.795
2005-05-10,594.023
2005-05-11,587.272
2005-05-12,589.465
2005-05-13,592.964
2005-05-16,594.944
2005-05-17,594.516
2005-05-18,608.72
2005-05-19,610.27
2005-05-20,603.019
2005-05-23,607.015
2005-05-24,606.776
2005-05-25,596.62
2005-05-26,597.538
2005-05-27,600.327
2005-05-30,597.342
2005-05-31,588.458
2005-06-01,598.352
2005-06-02,600.527
2005-06-03,599.386
2005-06-06,592.707
2005-06-07,600.437
2005-06-08,599.332
2005-06-09,586.389
2005-06-10,587.929
2005-06-13,587.169
2005-06-14,594.027
2005-06-15,592.295
2005-06-16,595.245
2005-06-17,598.917
2005-06-20,594.001
2005-06-21,600.503
2005-06-22,606.092
2005-06-23,601.532
2005-06-24,603.354
2005-06-27,590.195
2005-06-28,588.367
2005-06-29,593.585
2005-06-30,586.189
2005-07-01,582.186
2005-07-04,580.03
2005-07-05,582.78
2005-07-06,588.88
2005-07-07,579.464
2005-07-08,589.632
2005-07-11,606.599
2005-07-12,608.372
2005-07-13,612.598
2005-07-14,615.183
2005-07-15,613.465
2005-07-18,612.61
2005-07-19,621.763
2005-07-20,612.665
2005-07-21,571.383
2005-07-22,560.004
2005-07-25,554.583
2005-07-26,555.082
2005-07-27,564.873
2005-07-28,573.21
2005-07-29,572.513
2005-08-01,569.621
2005-08-02,575.817
2005-08-03,580.408
2005-08-04,577.403
2005-08-05,573.561
2005-08-08,579.249
2005-08-09,585.087
2005-08-10,596.012
2005-08-11,588.253
2005-08-12,586.787
2005-08-15,579.68
2005-08-16,574.626
2005-08-17,568.164
2005-08-18,561.817
2005-08-19,567.119
2005-08-22,570.993
2005-08-23,566.692
2005-08-24,566.782
2005-08-25,563.278
2005-08-26,560.005
2005-08-29,560.519
2005-08-30,558.754
2005-08-31,566.888
2005-09-01,576.946
2005-09-02,579.79
2005-09-05,582.809
2005-09-06,583.278
2005-09-07,582.426
2005-09-08,577.642
2005-09-09,586.096
2005-09-12,579.372
2005-09-13,597.294
2005-09-14,601.583
2005-09-15,596.561
2005-09-16,594.619
2005-09-19,593.412
2005-09-20,597.744
2005-09-21,592.408
2005-09-22,587.289
2005-09-23,585.418
2005-09-26,592.79
2005-09-27,586.183
2005-09-28,587.767
2005-09-29,585.651
2005-09-30,601.109
2005-10-03,602.833
2005-10-04,605.435
2005-10-05,598.663
2005-10-06,598.4
2005-10-07,591.049
2005-10-10,592.873
2005-10-11,595.194
2005-10-12,595.721
2005-10-13,584.447
2005-10-14,594.161
2005-10-17,593.565
2005-10-18,591.186
2005-10-19,587.248
2005-10-20,564.955
2005-10-21,563.989
2005-10-24,567.077
2005-10-25,575.759
2005-10-26,575.292
2005-10-27,569.443
2005-10-28,569.695
2005-10-31,584.167
2005-11-01,592.161
2005-11-02,594.609
2005-11-03,602.493
2005-11-04,594.388
2005-11-07,593.464
