Date,GERMANY IMI IMI (Large+Mid+Small Cap)
1994-05-31,285.961
1994-06-30,287.077
1994-07-29,297.906
1994-08-31,306.687
1994-09-30,290.456
1994-10-31,303.701
1994-11-30,287.086
1994-12-30,296.804
1995-01-31,292.293
1995-02-28,312.447
1995-03-31,309.903
1995-04-28,318.826
1995-05-31,322.018
1995-06-30,331.582
1995-07-31,347.622
1995-08-31,328.398
1995-09-29,331.863
1995-10-31,328.112
1995-11-30,325.045
1995-12-29,334.357
1996-01-31,342.749
1996-02-29,346.652
1996-03-29,344.44
1996-04-30,331.398
1996-05-31,338.758
1996-06-28,347.566
1996-07-31,347.736
1996-08-30,354.268
1996-09-30,353.903
1996-10-31,357.317
1996-11-29,368.264
1996-12-31,371.952
1997-01-31,366.764
1997-02-28,378.358
1997-03-31,402.978
1997-04-30,389.488
1997-05-30,409.064
1997-06-30,424.964
1997-07-31,453.17
1997-08-29,415.94
1997-09-30,443.099
1997-10-31,417.979
1997-11-28,426.647
1997-12-31,440.369
1998-01-30,450.798
1998-02-27,481.036
1998-03-31,509.35
1998-04-30,530.189
1998-05-29,565.383
1998-06-30,583.148
1998-07-31,596.812
1998-08-31,505.979
1998-09-30,501.299
1998-10-30,520.286
1998-11-30,543.445
1998-12-31,555.9
1999-01-29,562.268
1999-02-26,525.27
1999-03-31,508.526
1999-04-30,533.363
1999-05-31,507.833
1999-06-30,531.97
1999-07-30,533.007
1999-08-31,538.212
1999-09-30,527.618
1999-10-29,549.783
1999-11-30,558.282
1999-12-31,638.97
2000-01-31,619.884
2000-02-29,684.223
2000-03-31,676.225
2000-04-28,629.627
2000-05-31,615.211
2000-06-30,618.484
2000-07-31,613.461
2000-08-31,590.6
2000-09-29,553.631
2000-10-31,542.034
2000-11-30,498.985
2000-12-29,537.527
2001-01-31,555.821
2001-02-28,510.345
2001-03-30,459.312
2001-04-30,488.931
2001-05-31,459.641
2001-06-29,453.488
2001-07-31,454.793
2001-08-31,426.873
2001-09-28,362.6
2001-10-31,380.617
2001-11-30,409.572
2001-12-31,415.37
2002-01-31,402.382
2002-02-28,398.254
2002-03-29,424.447
2002-04-30,413.777
2002-05-31,412.754
2002-06-28,399.756
2002-07-31,335.807
2002-08-30,336.37
2002-09-30,257.146
2002-10-31,291.555
2002-11-29,307.0
2002-12-31,284.098
2003-01-31,277.473
2003-02-28,258.606
2003-03-31,249.96
2003-04-30,308.523
2003-05-30,329.846
2003-06-30,346.764
2003-07-31,366.78
2003-08-29,361.876
2003-09-30,360.017
2003-10-31,402.009
2003-11-28,422.461
2003-12-31,468.204
2004-01-30,474.618
2004-02-27,471.772
2004-03-31,449.183
2004-04-30,451.373
2004-05-31,452.175
2004-06-30,465.378
2004-07-30,443.096
2004-08-31,433.833
2004-09-30,456.203
2004-10-29,474.467
2004-11-30,515.78
2004-12-31,543.571
2005-01-31,523.687
2005-02-28,545.344
2005-03-31,533.206
2005-04-29,508.177
2005-05-31,518.523
2005-06-30,524.814
2005-07-29,561.39
2005-08-31,562.88
2005-09-30,576.383
2005-10-31,556.855
2005-11-30,576.223
2005-12-30,599.016
2006-01-31,651.545
2006-02-28,658.435
2006-03-31,689.473
2006-04-28,723.307
2006-05-31,692.714
2006-06-30,686.307
2006-07-31,684.14
2006-08-31,708.271
2006-09-29,720.026
2006-10-31,755.127
2006-11-30,790.059
2006-12-29,824.713
2007-01-31,837.802
2007-02-28,844.496
2007-03-30,881.468
2007-04-30,961.923
2007-05-31,1000.0
2007-06-29,1017.205
2007-07-31,982.48
2007-08-31,979.225
2007-09-28,1049.855
2007-10-31,1098.452
2007-11-30,1079.486
2007-12-31,1095.507
2008-01-31,945.13
2008-02-29,960.728
2008-03-31,971.548
2008-04-30,1012.828
2008-05-30,1030.111
2008-06-30,948.462
2008-07-31,934.986
2008-08-29,880.419
2008-09-30,747.645
2008-10-31,572.099
2008-11-28,523.371
2008-12-31,593.121
2009-01-30,493.765
2009-02-27,433.106
2009-03-31,478.196
2009-04-30,559.652
2009-05-29,614.787
2009-06-30,595.343
2009-07-31,663.522
2009-08-31,693.948
2009-09-30,737.619
2009-10-30,708.101
2009-11-30,746.069
2009-12-31,754.154
2010-01-29,692.673
2010-02-26,677.439
2010-03-31,737.433
2010-04-30,723.96
2010-05-31,644.31
2010-06-30,642.655
2010-07-30,704.672
2010-08-31,663.526
2010-09-30,752.259
2010-10-29,811.894
2010-11-30,770.259
2010-12-31,828.486
2011-01-31,862.598
2011-02-28,891.063
2011-03-31,890.945
2011-04-29,987.638
2011-05-31,929.182
2011-06-30,946.076
2011-07-29,906.441
2011-08-31,743.182
2011-09-30,653.031
2011-10-31,755.683
2011-11-30,722.972
2011-12-30,676.333
2012-01-31,747.174
2012-02-29,809.394
2012-03-30,816.299
2012-04-30,793.417
2012-05-31,685.701
2012-06-29,717.568
2012-07-31,734.406
2012-08-31,771.485
2012-09-28,814.01
2012-10-31,829.162
2012-11-30,850.97
2012-12-31,884.497
2013-01-31,933.214
2013-02-28,901.094
2013-03-29,890.31
2013-04-30,923.547
2013-05-31,952.892
2013-06-28,913.501
2013-07-31,972.232
2013-08-30,949.994
2013-09-30,1031.604
2013-10-31,1090.27
2013-11-29,1134.046
2013-12-31,1164.533
2014-01-31,1112.297
2014-02-28,1186.826
