Date,GERMANY IMI IMI (Large+Mid+Small Cap)
2014-03-31,1165.316
2014-04-30,1174.253
2014-05-30,1193.199
2014-06-30,1186.095
2014-07-31,1106.65
2014-08-29,1097.282
2014-09-30,1050.406
2014-10-31,1029.579
2014-11-28,1094.454
2014-12-31,1049.16
2015-01-30,1066.679
2015-02-27,1131.865
2015-03-31,1132.731
2015-04-30,1133.123
2015-05-29,1103.796
2015-06-30,1075.696
2015-07-31,1105.389
2015-08-31,1027.197
2015-09-30,968.494
2015-10-30,1066.351
2015-11-30,1064.885
2015-12-31,1040.991
2016-01-29,949.108
2016-02-29,926.463
2016-03-31,1018.337
2016-04-29,1028.482
2016-05-31,1021.612
2016-06-30,963.788
2016-07-29,1035.517
2016-08-31,1054.241
2016-09-30,1060.168
2016-10-31,1040.979
2016-11-30,1000.572
2016-12-30,1067.776
2017-01-31,1102.765
2017-02-28,1111.123
2017-03-31,1160.788
2017-04-28,1198.315
2017-05-31,1255.741
2017-06-30,1241.907
2017-07-31,1271.514
2017-08-31,1278.991
2017-09-29,1350.215
2017-10-31,1370.676
2017-11-30,1389.227
2017-12-29,1393.281
2018-01-31,1477.389
2018-02-28,1373.848
2018-03-30,1347.96
2018-04-30,1373.392
2018-05-31,1327.225
2018-06-29,1293.858
2018-07-31,1349.878
2018-08-31,1313.267
2018-09-28,1286.215
2018-10-31,1175.586
2018-11-30,1150.883
2018-12-31,1082.574
2019-01-31,1159.052
2019-02-28,1178.37
2019-03-29,1164.025
2019-04-30,1242.195
2019-05-31,1159.919
2019-06-28,1243.163
2019-07-31,1201.383
2019-08-30,1165.976
2019-09-30,1192.569
2019-10-31,1262.196
2019-11-29,1285.613
2019-12-31,1316.409
2020-01-31,1275.731
2020-02-28,1158.034
2020-03-31,961.151
2020-04-30,1054.719
2020-05-29,1149.384
2020-06-30,1218.285
2020-07-31,1279.502
2020-08-31,1361.616
2020-09-30,1322.174
2020-10-30,1188.093
2020-11-30,1396.945
2020-12-31,1485.168
2021-01-29,1464.99
2021-02-26,1492.984
2021-03-31,1545.795
2021-04-30,1602.465
2021-05-31,1650.675
2021-06-30,1619.44
2021-07-30,1623.471
2021-08-31,1648.042
2021-09-30,1557.751
2021-10-29,1590.901
2021-11-30,1486.525
2021-12-31,1566.525
2022-01-31,1503.188
2022-02-28,1407.432
2022-03-31,1370.158
2022-04-29,1259.985
2022-05-31,1294.075
2022-06-30,1115.051
2022-07-29,1142.719
2022-08-31,1067.597
2022-09-30,967.969
2022-10-31,1057.901
2022-11-30,1205.104
2022-12-30,1204.529
2023-01-31,1355.902
2023-02-28,1331.747
2023-03-31,1378.926
2023-04-28,1424.826
2023-05-31,1342.937
2023-06-30,1414.125
2023-07-31,1458.466
2023-08-31,1388.569
2023-09-29,1304.51
2023-10-31,1246.003
2023-11-30,1408.746
2023-12-29,1473.954
2024-01-31,1454.767
2024-02-29,1507.625
2024-03-29,1564.685
2024-04-30,1506.78
2024-05-31,1570.483
2024-06-28,1535.769
2024-07-31,1564.215
2024-08-30,1633.634
2024-09-30,1692.479
2024-10-31,1614.022
2024-11-29,1607.4
2024-12-31,1590.582
2025-01-31,1735.727
2025-02-28,1804.66
2025-03-31,1837.67
2025-04-30,1978.478
2025-05-30,2090.769
2025-06-30,2144.282
2025-07-31,2104.362
