Date,AUSTRIA IMI IMI (Large+Mid+Small Cap)
2001-10-04,167.821
2001-10-05,165.428
2001-10-08,165.656
2001-10-09,164.865
2001-10-10,162.101
2001-10-11,162.223
2001-10-12,164.893
2001-10-15,163.681
2001-10-16,166.307
2001-10-17,166.571
2001-10-18,165.905
2001-10-19,161.154
2001-10-22,158.749
2001-10-23,159.127
2001-10-24,158.578
2001-10-25,158.088
2001-10-26,157.397
2001-10-29,158.416
2001-10-30,159.119
2001-10-31,160.144
2001-11-01,161.167
2001-11-02,159.76
2001-11-05,158.859
2001-11-06,160.31
2001-11-07,161.0
2001-11-08,160.546
2001-11-09,160.048
2001-11-12,160.016
2001-11-13,157.398
2001-11-14,159.331
2001-11-15,160.159
2001-11-16,161.142
2001-11-19,158.695
2001-11-20,160.651
2001-11-21,159.834
2001-11-22,160.888
2001-11-23,160.443
2001-11-26,160.484
2001-11-27,161.669
2001-11-28,162.56
2001-11-29,163.463
2001-11-30,166.998
2001-12-03,165.119
2001-12-04,166.626
2001-12-05,167.216
2001-12-06,168.121
2001-12-07,168.517
2001-12-10,168.287
2001-12-11,167.82
2001-12-12,169.128
2001-12-13,169.857
2001-12-14,170.522
2001-12-17,170.395
2001-12-18,169.605
2001-12-19,167.985
2001-12-20,166.639
2001-12-21,166.775
2001-12-24,165.132
2001-12-25,165.132
2001-12-26,165.273
2001-12-27,168.897
2001-12-28,167.422
2001-12-31,168.995
2002-01-01,168.995
2002-01-02,170.975
2002-01-03,171.425
2002-01-04,170.626
2002-01-07,169.522
2002-01-08,168.117
2002-01-09,167.462
2002-01-10,168.882
2002-01-11,168.361
2002-01-14,168.994
2002-01-15,169.309
2002-01-16,167.287
2002-01-17,168.017
2002-01-18,168.75
2002-01-21,169.655
2002-01-22,169.913
2002-01-23,170.089
2002-01-24,170.004
2002-01-25,167.736
2002-01-28,167.384
2002-01-29,167.413
2002-01-30,167.52
2002-01-31,167.618
2002-02-01,168.283
2002-02-04,169.765
2002-02-05,170.198
2002-02-06,170.771
2002-02-07,172.513
2002-02-08,173.421
2002-02-11,175.064
2002-02-12,175.136
2002-02-13,174.611
2002-02-14,174.619
2002-02-15,174.259
2002-02-18,173.54
2002-02-19,175.826
2002-02-20,175.062
2002-02-21,175.529
2002-02-22,177.113
2002-02-25,175.675
2002-02-26,173.515
2002-02-27,172.847
2002-02-28,171.34
2002-03-01,171.822
2002-03-04,175.286
2002-03-05,175.572
2002-03-06,175.759
2002-03-07,176.573
2002-03-08,177.848
2002-03-11,177.892
2002-03-12,176.638
2002-03-13,176.563
2002-03-14,177.368
2002-03-15,178.305
2002-03-18,178.196
2002-03-19,178.893
2002-03-20,179.045
2002-03-21,178.314
2002-03-22,179.662
2002-03-25,180.48
2002-03-26,180.089
2002-03-27,180.621
2002-03-28,181.128
2002-03-29,181.128
2002-04-01,182.613
2002-04-02,184.646
2002-04-03,184.463
2002-04-04,183.57
2002-04-05,184.491
2002-04-08,183.048
2002-04-09,183.816
2002-04-10,184.921
2002-04-11,186.915
2002-04-12,186.918
2002-04-15,187.379
2002-04-16,187.123
2002-04-17,188.309
2002-04-18,189.22
2002-04-19,189.226
2002-04-22,188.199
2002-04-23,188.618
2002-04-24,188.332
2002-04-25,189.549
2002-04-26,189.658
2002-04-29,191.925
2002-04-30,192.774
2002-05-01,193.865
2002-05-02,193.784
2002-05-03,195.462
2002-05-06,196.291
2002-05-07,194.225
2002-05-08,193.284
2002-05-09,193.242
2002-05-10,194.689
2002-05-13,194.876
2002-05-14,192.43
2002-05-15,193.745
2002-05-16,194.028
2002-05-17,196.567
2002-05-20,196.622
2002-05-21,195.439
2002-05-22,197.262
2002-05-23,196.651
2002-05-24,196.338
2002-05-27,195.746
2002-05-28,198.68
2002-05-29,198.664
2002-05-30,199.799
2002-05-31,197.483
2002-06-03,198.083
2002-06-04,198.377
2002-06-05,197.417
2002-06-06,200.833
2002-06-07,200.072
2002-06-10,199.831
2002-06-11,197.851
2002-06-12,197.917
2002-06-13,197.403
2002-06-14,197.13
2002-06-17,195.39
2002-06-18,196.434
2002-06-19,199.084
2002-06-20,199.397
2002-06-21,200.742
2002-06-24,200.708
2002-06-25,201.169
2002-06-26,203.108
2002-06-27,203.503
2002-06-28,204.191
2002-07-01,206.078
2002-07-02,201.059
2002-07-03,200.597
2002-07-04,201.036
2002-07-05,199.496
2002-07-08,203.263
2002-07-09,204.287
2002-07-10,201.133
2002-07-11,200.13
2002-07-12,200.878
2002-07-15,202.746
2002-07-16,198.892
2002-07-17,200.576
2002-07-18,200.279
2002-07-19,197.722
2002-07-22,195.003
2002-07-23,191.363
2002-07-24,186.524
2002-07-25,190.894
2002-07-26,187.659
2002-07-29,184.977
2002-07-30,188.084
2002-07-31,183.415
2002-08-01,183.789
2002-08-02,183.689
2002-08-05,182.666
2002-08-06,178.551
2002-08-07,179.207
2002-08-08,179.241
2002-08-09,181.653
2002-08-12,182.182
2002-08-13,182.537
2002-08-14,184.51
2002-08-15,183.135
2002-08-16,186.713
2002-08-19,184.916
2002-08-20,183.971
2002-08-21,185.672
2002-08-22,184.592
2002-08-23,184.244
2002-08-26,184.174
2002-08-27,185.633
2002-08-28,184.099
2002-08-29,184.016
2002-08-30,184.25
2002-09-02,184.076
2002-09-03,185.544
2002-09-04,185.332
2002-09-05,184.505
2002-09-06,181.506
2002-09-09,182.493
2002-09-10,181.228
2002-09-11,179.797
2002-09-12,179.567
2002-09-13,179.164
2002-09-16,177.64
2002-09-17,177.157
2002-09-18,176.468
2002-09-19,177.638
2002-09-20,176.854
2002-09-23,177.106
2002-09-24,173.478
2002-09-25,174.193
2002-09-26,175.1
2002-09-27,175.091
2002-09-30,178.891
2002-10-01,175.174
2002-10-02,177.392
2002-10-03,176.861
2002-10-04,174.26
2002-10-07,171.957
2002-10-08,168.74
2002-10-09,169.389
2002-10-10,170.193
2002-10-11,172.129
2002-10-14,172.307
2002-10-15,173.852
2002-10-16,174.265
2002-10-17,173.538
2002-10-18,174.032
2002-10-21,174.102
2002-10-22,175.132
2002-10-23,174.168
2002-10-24,174.676
2002-10-25,175.152
2002-10-28,178.907
2002-10-29,179.626
2002-10-30,180.701
2002-10-31,184.527
2002-11-01,185.673
2002-11-04,185.157
2002-11-05,185.614
2002-11-06,185.594
2002-11-07,189.226
2002-11-08,188.872
2002-11-11,187.152
2002-11-12,188.161
2002-11-13,188.112
2002-11-14,186.936
2002-11-15,186.435
2002-11-18,186.634
2002-11-19,187.895
2002-11-20,186.722
2002-11-21,186.167
2002-11-22,186.546
2002-11-25,186.526
2002-11-26,186.207
2002-11-27,185.169
2002-11-28,185.633
2002-11-29,184.556
2002-12-02,186.188
2002-12-03,186.057
2002-12-04,189.072
2002-12-05,187.772
2002-12-06,190.54
2002-12-09,188.145
2002-12-10,190.716
2002-12-11,191.039
2002-12-12,191.875
2002-12-13,192.347
2002-12-16,191.756
2002-12-17,194.027
2002-12-18,192.987
2002-12-19,192.826
2002-12-20,196.955
2002-12-23,197.619
2002-12-24,198.437
2002-12-25,198.437
2002-12-26,198.938
2002-12-27,198.42
2002-12-30,200.01
2002-12-31,200.794
2003-01-01,200.794
2003-01-02,198.091
2003-01-03,199.057
2003-01-06,200.28
2003-01-07,198.949
2003-01-08,197.217
2003-01-09,201.855
2003-01-10,201.793
2003-01-13,203.564
2003-01-14,206.955
2003-01-15,207.61
2003-01-16,208.045
2003-01-17,208.294
2003-01-20,208.077
2003-01-21,207.528
2003-01-22,207.232
2003-01-23,210.59
2003-01-24,215.413
2003-01-27,213.456
2003-01-28,213.786
2003-01-29,212.109
2003-01-30,206.978
2003-01-31,208.473
2003-02-03,210.339
2003-02-04,211.852
2003-02-05,211.564
2003-02-06,213.328
2003-02-07,212.607
2003-02-10,210.274
2003-02-11,207.704
2003-02-12,205.679
2003-02-13,209.48
2003-02-14,209.296
2003-02-17,209.872
2003-02-18,207.826
2003-02-19,209.585
2003-02-20,209.712
2003-02-21,209.89
2003-02-24,208.57
2003-02-25,207.198
2003-02-26,209.252
2003-02-27,210.917
2003-02-28,212.072
2003-03-03,215.02
2003-03-04,215.376
2003-03-05,217.899
2003-03-06,217.994
2003-03-07,218.736
2003-03-10,216.083
2003-03-11,215.049
2003-03-12,212.39
2003-03-13,209.131
2003-03-14,206.777
2003-03-17,205.105
2003-03-18,205.787
2003-03-19,204.48
2003-03-20,205.813
2003-03-21,206.373
2003-03-24,208.21
2003-03-25,208.983
2003-03-26,209.982
2003-03-27,210.796
2003-03-28,210.971
2003-03-31,214.083
2003-04-01,214.876
2003-04-02,215.801
2003-04-03,212.879
2003-04-04,213.534
2003-04-07,213.53
2003-04-08,212.901
2003-04-09,212.904
2003-04-10,216.296
2003-04-11,214.566
2003-04-14,214.967
2003-04-15,215.104
2003-04-16,214.772
2003-04-17,215.594
2003-04-18,215.594
2003-04-21,214.665
2003-04-22,216.594
2003-04-23,220.004
2003-04-24,223.459
2003-04-25,222.442
2003-04-28,223.507
2003-04-29,226.054
2003-04-30,230.108
2003-05-01,232.221
2003-05-02,237.643
2003-05-05,242.097
2003-05-06,246.272
2003-05-07,248.232
2003-05-08,248.863
2003-05-09,249.079
2003-05-12,254.214
2003-05-13,252.518
2003-05-14,252.644
2003-05-15,253.367
2003-05-16,254.668
2003-05-19,254.468
2003-05-20,255.769
2003-05-21,256.566
2003-05-22,255.748
2003-05-23,257.593
2003-05-26,258.646
2003-05-27,257.164
2003-05-28,253.802
2003-05-29,255.683
2003-05-30,247.875
2003-06-02,252.894
2003-06-03,253.841
2003-06-04,252.809
2003-06-05,257.312
2003-06-06,255.33
2003-06-09,256.717
2003-06-10,255.443
2003-06-11,257.94
2003-06-12,254.663
2003-06-13,257.32
2003-06-16,258.554
2003-06-17,258.064
2003-06-18,257.132
2003-06-19,256.989
2003-06-20,256.336
2003-06-23,254.218
2003-06-24,252.863
2003-06-25,253.039
2003-06-26,251.524
2003-06-27,252.379
2003-06-30,252.526
2003-07-01,255.988
2003-07-02,257.68
2003-07-03,256.447
2003-07-04,256.533
2003-07-07,256.051
2003-07-08,252.628
2003-07-09,253.587
2003-07-10,252.261
2003-07-11,252.234
2003-07-14,254.923
2003-07-15,254.077
2003-07-16,254.463
2003-07-17,252.956
2003-07-18,254.255
2003-07-21,254.794
2003-07-22,252.81
2003-07-23,258.165
2003-07-24,257.97
2003-07-25,259.492
2003-07-28,257.957
2003-07-29,258.067
2003-07-30,254.498
2003-07-31,250.018
2003-08-01,249.844
2003-08-04,251.529
2003-08-05,252.727
2003-08-06,252.205
2003-08-07,253.726
2003-08-08,251.829
2003-08-11,251.468
2003-08-12,251.981
2003-08-13,252.306
2003-08-14,252.107
2003-08-15,251.928
2003-08-18,250.199
2003-08-19,250.952
2003-08-20,252.076
2003-08-21,248.624
2003-08-22,246.205
2003-08-25,247.623
2003-08-26,248.433
2003-08-27,248.945
2003-08-28,249.147
2003-08-29,249.101
2003-09-01,249.519
2003-09-02,249.029
2003-09-03,248.674
2003-09-04,248.969
2003-09-05,252.091
2003-09-08,255.576
2003-09-09,256.14
2003-09-10,255.432
2003-09-11,256.171
2003-09-12,258.55
2003-09-15,255.611
2003-09-16,253.271
2003-09-17,253.928
2003-09-18,254.542
2003-09-19,257.432
2003-09-22,259.163
2003-09-23,258.798
2003-09-24,257.55
2003-09-25,256.848
2003-09-26,255.861
2003-09-29,257.969
2003-09-30,261.143
2003-10-01,261.294
2003-10-02,261.739
2003-10-03,261.275
2003-10-06,262.837
2003-10-07,265.433
2003-10-08,267.757
2003-10-09,266.506
2003-10-10,268.812
2003-10-13,267.983
2003-10-14,269.241
2003-10-15,268.125
2003-10-16,270.351
2003-10-17,268.858
2003-10-20,269.816
2003-10-21,269.037
2003-10-22,270.784
2003-10-23,269.265
2003-10-24,270.399
2003-10-27,269.461
2003-10-28,268.269
2003-10-29,269.922
2003-10-30,271.015
2003-10-31,269.103
2003-11-03,268.789
2003-11-04,270.797
2003-11-05,269.122
2003-11-06,267.254
2003-11-07,269.245
2003-11-10,270.259
2003-11-11,269.19
2003-11-12,272.359
2003-11-13,276.546
2003-11-14,278.823
2003-11-17,278.129
2003-11-18,282.157
2003-11-19,284.539
2003-11-20,282.025
2003-11-21,283.387
2003-11-24,282.444
2003-11-25,283.007
2003-11-26,284.565
2003-11-27,286.145
2003-11-28,289.001
2003-12-01,290.75
2003-12-02,293.687
2003-12-03,293.696
2003-12-04,291.232
2003-12-05,293.779
2003-12-08,295.63
2003-12-09,297.245
2003-12-10,295.202
2003-12-11,292.304
2003-12-12,297.011
2003-12-15,298.497
2003-12-16,296.19
2003-12-17,296.902
2003-12-18,298.957
2003-12-19,301.341
2003-12-22,304.075
2003-12-23,306.472
2003-12-24,307.336
2003-12-25,307.336
2003-12-26,307.213
2003-12-29,308.132
2003-12-30,308.682
2003-12-31,310.727
2004-01-01,310.727
2004-01-02,313.487
2004-01-05,319.961
2004-01-06,321.88
2004-01-07,323.869
2004-01-08,327.503
2004-01-09,329.933
2004-01-12,328.783
2004-01-13,331.768
2004-01-14,334.03
2004-01-15,333.51
2004-01-16,330.976
2004-01-19,330.609
2004-01-20,331.401
2004-01-21,334.885
2004-01-22,342.775
2004-01-23,341.55
2004-01-26,335.916
2004-01-27,340.782
2004-01-28,342.102
2004-01-29,332.445
2004-01-30,332.303
2004-02-02,337.758
2004-02-03,341.172
2004-02-04,341.764
2004-02-05,341.867
2004-02-06,344.307
2004-02-09,346.783
2004-02-10,347.447
2004-02-11,348.737
2004-02-12,354.101
2004-02-13,356.677
2004-02-16,356.839
2004-02-17,355.735
2004-02-18,356.636
2004-02-19,353.266
2004-02-20,350.069
2004-02-23,350.54
2004-02-24,351.645
2004-02-25,348.714
2004-02-26,346.058
2004-02-27,344.858
2004-03-01,346.257
2004-03-02,345.293
2004-03-03,342.792
2004-03-04,349.646
2004-03-05,355.716
2004-03-08,356.53
2004-03-09,355.078
2004-03-10,349.59
2004-03-11,346.772
2004-03-12,343.744
2004-03-15,340.734
2004-03-16,346.005
2004-03-17,345.791
2004-03-18,349.535
2004-03-19,351.085
2004-03-22,344.58
2004-03-23,346.191
2004-03-24,351.964
2004-03-25,352.207
2004-03-26,349.895
2004-03-29,352.446
2004-03-30,353.299
2004-03-31,359.267
2004-04-01,366.72
2004-04-02,364.201
2004-04-05,363.24
2004-04-06,363.657
2004-04-07,368.685
2004-04-08,368.675
2004-04-09,368.675
2004-04-12,367.64
2004-04-13,365.099
2004-04-14,362.188
2004-04-15,362.169
2004-04-16,366.727
2004-04-19,365.764
2004-04-20,362.889
2004-04-21,361.279
2004-04-22,358.06
2004-04-23,356.952
2004-04-26,360.052
2004-04-27,362.375
2004-04-28,360.407
2004-04-29,359.96
2004-04-30,358.575
2004-05-03,358.664
2004-05-04,365.685
2004-05-05,366.281
2004-05-06,359.837
2004-05-07,354.802
2004-05-10,343.473
2004-05-11,343.439
2004-05-12,344.496
2004-05-13,342.538
2004-05-14,335.488
2004-05-17,333.575
2004-05-18,335.377
2004-05-19,345.837
2004-05-20,342.762
2004-05-21,345.835
2004-05-24,347.846
2004-05-25,349.23
2004-05-26,351.35
2004-05-27,358.431
2004-05-28,360.753
2004-05-31,360.753
2004-06-01,353.52
2004-06-02,356.164
2004-06-03,356.634
2004-06-04,360.023
2004-06-07,364.985
2004-06-08,364.104
2004-06-09,356.923
2004-06-10,356.953
2004-06-11,356.265
2004-06-14,358.677
2004-06-15,359.863
2004-06-16,362.501
2004-06-17,367.117
2004-06-18,372.348
2004-06-21,374.675
2004-06-22,368.586
2004-06-23,370.93
2004-06-24,375.514
2004-06-25,374.204
2004-06-28,379.266
2004-06-29,378.698
2004-06-30,380.248
2004-07-01,380.523
2004-07-02,389.065
2004-07-05,386.154
2004-07-06,382.962
2004-07-07,387.754
2004-07-08,390.492
2004-07-09,394.695
2004-07-12,393.56
2004-07-13,393.139
2004-07-14,390.83
2004-07-15,389.549
2004-07-16,395.037
2004-07-19,392.521
2004-07-20,392.967
2004-07-21,385.927
2004-07-22,381.012
2004-07-23,380.242
2004-07-26,380.807
2004-07-27,383.035
2004-07-28,385.947
2004-07-29,384.573
2004-07-30,384.683
2004-08-02,382.827
2004-08-03,385.695
2004-08-04,385.469
2004-08-05,385.996
2004-08-06,385.867
2004-08-09,383.161
2004-08-10,387.593
2004-08-11,383.433
2004-08-12,387.202
2004-08-13,392.049
2004-08-16,397.792
2004-08-17,394.447
2004-08-18,395.193
2004-08-19,383.954
2004-08-20,380.9
2004-08-23,377.616
2004-08-24,377.382
2004-08-25,379.628
2004-08-26,381.048
2004-08-27,382.982
2004-08-30,380.553
2004-08-31,384.195
2004-09-01,386.404
2004-09-02,387.637
2004-09-03,385.891
2004-09-06,387.559
2004-09-07,386.078
2004-09-08,388.129
2004-09-09,387.602
2004-09-10,392.307
2004-09-13,387.964
2004-09-14,389.774
2004-09-15,383.996
2004-09-16,385.724
2004-09-17,391.044
2004-09-20,391.254
2004-09-21,399.566
2004-09-22,397.263
2004-09-23,399.426
2004-09-24,395.817
2004-09-27,399.86
2004-09-28,397.338
2004-09-29,401.289
2004-09-30,403.475
2004-10-01,406.674
2004-10-04,404.501
2004-10-05,409.538
2004-10-06,413.77
2004-10-07,412.987
2004-10-08,417.471
2004-10-11,416.339
2004-10-12,408.569
2004-10-13,406.405
2004-10-14,409.815
2004-10-15,413.184
2004-10-18,415.78
2004-10-19,416.979
2004-10-20,417.228
2004-10-21,419.948
2004-10-22,422.591
2004-10-25,422.056
2004-10-26,422.023
2004-10-27,422.831
2004-10-28,426.455
2004-10-29,424.933
2004-11-01,425.752
2004-11-02,433.204
2004-11-03,437.014
2004-11-04,444.404
2004-11-05,445.697
2004-11-08,447.961
2004-11-09,446.177
2004-11-10,448.329
2004-11-11,452.093
2004-11-12,450.492
2004-11-15,447.512
2004-11-16,449.68
2004-11-17,458.132
2004-11-18,461.871
2004-11-19,466.209
2004-11-22,464.556
2004-11-23,467.219
2004-11-24,473.026
2004-11-25,478.621
2004-11-26,479.017
2004-11-29,483.14
2004-11-30,480.989
2004-12-01,488.785
2004-12-02,489.561
2004-12-03,495.283
2004-12-06,498.334
2004-12-07,500.903
2004-12-08,494.916
2004-12-09,489.046
2004-12-10,487.267
2004-12-13,495.706
2004-12-14,498.882
2004-12-15,504.492
2004-12-16,499.574
2004-12-17,497.926
2004-12-20,507.545
2004-12-21,506.664
2004-12-22,507.489
2004-12-23,511.822
2004-12-24,513.149
2004-12-27,517.28
2004-12-28,518.216
2004-12-29,517.97
2004-12-30,519.731
2004-12-31,518.301
2005-01-03,517.784
2005-01-04,514.798
2005-01-05,509.593
2005-01-06,505.582
2005-01-07,505.765
2005-01-10,504.078
2005-01-11,502.566
2005-01-12,504.936
2005-01-13,500.421
2005-01-14,497.582
2005-01-17,500.433
2005-01-18,500.361
2005-01-19,497.766
2005-01-20,493.608
2005-01-21,497.273
2005-01-24,500.062
2005-01-25,502.557
2005-01-26,509.037
2005-01-27,511.226
2005-01-28,507.312
2005-01-31,508.586
2005-02-01,511.725
2005-02-02,513.352
2005-02-03,511.063
2005-02-04,517.403
2005-02-07,514.566
2005-02-08,512.732
2005-02-09,513.545
2005-02-10,516.088
2005-02-11,518.581
2005-02-14,525.126
2005-02-15,528.408
2005-02-16,531.042
2005-02-17,534.088
2005-02-18,538.183
2005-02-21,535.806
2005-02-22,536.894
2005-02-23,529.214
2005-02-24,536.997
2005-02-25,547.333
2005-02-28,555.262
2005-03-01,551.535
2005-03-02,546.835
2005-03-03,553.685
2005-03-04,563.711
2005-03-07,566.565
2005-03-08,568.64
2005-03-09,565.168
2005-03-10,563.977
2005-03-11,565.655
2005-03-14,562.279
2005-03-15,560.728
2005-03-16,557.813
2005-03-17,550.534
2005-03-18,543.242
2005-03-21,533.87
2005-03-22,540.024
2005-03-23,526.614
2005-03-24,526.53
2005-03-25,526.53
2005-03-28,522.835
2005-03-29,527.949
2005-03-30,530.449
2005-03-31,531.664
2005-04-01,536.831
2005-04-04,532.322
2005-04-05,536.838
2005-04-06,537.778
2005-04-07,538.844
2005-04-08,537.492
2005-04-11,540.351
2005-04-12,537.415
2005-04-13,541.075
2005-04-14,532.54
2005-04-15,529.642
2005-04-18,518.732
2005-04-19,520.698
2005-04-20,526.015
2005-04-21,529.046
2005-04-22,530.59
2005-04-25,528.021
2005-04-26,527.9
2005-04-27,518.164
2005-04-28,513.09
2005-04-29,511.461
2005-05-02,511.218
2005-05-03,510.067
2005-05-04,511.353
2005-05-05,510.742
2005-05-06,504.818
2005-05-09,512.308
2005-05-10,515.122
2005-05-11,513.165
2005-05-12,508.71
2005-05-13,504.499
2005-05-16,503.502
2005-05-17,502.023
2005-05-18,508.112
2005-05-19,512.074
2005-05-20,514.612
2005-05-23,517.528
2005-05-24,517.816
2005-05-25,522.073
2005-05-26,519.089
2005-05-27,531.355
2005-05-30,531.565
2005-05-31,528.328
2005-06-01,530.504
2005-06-02,532.623
2005-06-03,530.831
2005-06-06,532.859
2005-06-07,533.53
2005-06-08,539.292
2005-06-09,537.365
2005-06-10,539.231
2005-06-13,537.394
2005-06-14,539.964
2005-06-15,545.408
2005-06-16,548.622
2005-06-17,559.968
2005-06-20,557.328
2005-06-21,557.11
2005-06-22,554.155
2005-06-23,550.151
2005-06-24,547.342
2005-06-27,552.566
2005-06-28,554.474
2005-06-29,555.307
2005-06-30,560.168
2005-07-01,561.403
2005-07-04,556.879
2005-07-05,561.25
2005-07-06,559.678
2005-07-07,558.192
2005-07-08,561.655
2005-07-11,565.387
2005-07-12,569.122
2005-07-13,567.101
2005-07-14,569.762
2005-07-15,562.855
2005-07-18,565.028
2005-07-19,565.042
2005-07-20,564.196
2005-07-21,566.424
2005-07-22,566.574
2005-07-25,568.708
2005-07-26,565.333
2005-07-27,569.401
2005-07-28,575.688
2005-07-29,581.747
2005-08-01,591.903
2005-08-02,592.308
2005-08-03,603.829
2005-08-04,606.547
2005-08-05,601.981
2005-08-08,603.686
2005-08-09,609.006
2005-08-10,615.89
2005-08-11,616.443
2005-08-12,615.812
2005-08-15,612.518
2005-08-16,609.425
2005-08-17,603.726
2005-08-18,591.457
2005-08-19,593.418
2005-08-22,601.954
2005-08-23,602.173
2005-08-24,600.752
2005-08-25,608.92
2005-08-26,609.54
2005-08-29,610.521
2005-08-30,608.664
2005-08-31,618.443
2005-09-01,631.42
2005-09-02,638.226
2005-09-05,633.022
2005-09-06,629.494
2005-09-07,632.091
2005-09-08,631.502
2005-09-09,636.352
2005-09-12,634.609
2005-09-13,632.433
2005-09-14,636.669
2005-09-15,630.36
2005-09-16,635.2
2005-09-19,630.162
2005-09-20,634.109
2005-09-21,630.824
2005-09-22,625.023
2005-09-23,620.491
2005-09-26,617.765
2005-09-27,618.311
2005-09-28,621.16
2005-09-29,620.356
2005-09-30,628.165
2005-10-03,627.79
2005-10-04,625.969
2005-10-05,618.939
2005-10-06,616.388
2005-10-07,612.95
2005-10-10,610.78
2005-10-11,607.878
2005-10-12,609.576
2005-10-13,589.57
2005-10-14,590.629
2005-10-17,591.139
2005-10-18,585.671
2005-10-19,579.508
2005-10-20,578.695
2005-10-21,577.792
2005-10-24,579.636
2005-10-25,589.683
2005-10-26,588.659
2005-10-27,591.879
2005-10-28,592.425
2005-10-31,602.181
2005-11-01,602.835
2005-11-02,608.094
2005-11-03,608.085
2005-11-04,600.22
2005-11-07,601.449
2005-11-08,596.756
