Date,SWITZERLAND MID CAP Mid Cap
2001-05-23,542.555
2001-05-24,541.213
2001-05-25,535.742
2001-05-28,535.057
2001-05-29,531.956
2001-05-30,529.046
2001-05-31,524.611
2001-06-01,525.59
2001-06-04,526.792
2001-06-05,532.232
2001-06-06,530.598
2001-06-07,533.749
2001-06-08,530.656
2001-06-11,525.668
2001-06-12,521.196
2001-06-13,526.07
2001-06-14,525.267
2001-06-15,522.742
2001-06-18,517.696
2001-06-19,514.597
2001-06-20,503.202
2001-06-21,504.304
2001-06-22,504.264
2001-06-25,508.496
2001-06-26,502.136
2001-06-27,500.994
2001-06-28,500.053
2001-06-29,503.119
2001-07-02,503.791
2001-07-03,499.728
2001-07-04,496.212
2001-07-05,487.921
2001-07-06,485.175
2001-07-09,484.694
2001-07-10,485.902
2001-07-11,482.102
2001-07-12,484.414
2001-07-13,483.601
2001-07-16,481.566
2001-07-17,474.759
2001-07-18,488.806
2001-07-19,493.814
2001-07-20,492.296
2001-07-23,487.572
2001-07-24,487.896
2001-07-25,486.792
2001-07-26,483.462
2001-07-27,484.644
2001-07-30,489.325
2001-07-31,488.356
2001-08-01,494.471
2001-08-02,499.62
2001-08-03,500.967
2001-08-06,496.841
2001-08-07,495.465
2001-08-08,491.812
2001-08-09,490.251
2001-08-10,489.877
2001-08-13,492.834
2001-08-14,496.116
2001-08-15,498.546
2001-08-16,493.289
2001-08-17,489.455
2001-08-20,485.185
2001-08-21,484.109
2001-08-22,482.56
2001-08-23,479.873
2001-08-24,486.38
2001-08-27,487.327
2001-08-28,483.524
2001-08-29,479.604
2001-08-30,480.407
2001-08-31,479.382
2001-09-03,468.586
2001-09-04,464.318
2001-09-05,458.783
2001-09-06,452.179
2001-09-07,451.293
2001-09-10,441.246
2001-09-11,422.997
2001-09-12,427.269
2001-09-13,431.886
2001-09-14,423.325
2001-09-17,425.636
2001-09-18,421.515
2001-09-19,420.423
2001-09-20,400.296
2001-09-21,382.439
2001-09-24,391.326
2001-09-25,404.416
2001-09-26,405.125
2001-09-27,398.28
2001-09-28,407.583
2001-10-01,404.79
2001-10-02,402.435
2001-10-03,402.381
2001-10-04,411.133
2001-10-05,408.926
2001-10-08,411.988
2001-10-09,415.014
2001-10-10,414.869
2001-10-11,421.708
2001-10-12,422.276
2001-10-15,419.649
2001-10-16,421.667
2001-10-17,430.544
2001-10-18,427.363
2001-10-19,420.045
2001-10-22,419.971
2001-10-23,428.048
2001-10-24,432.468
2001-10-25,430.205
2001-10-26,435.404
2001-10-29,439.202
2001-10-30,433.309
2001-10-31,432.054
2001-11-01,435.126
2001-11-02,438.573
2001-11-05,438.494
2001-11-06,439.664
2001-11-07,445.439
2001-11-08,451.566
2001-11-09,453.693
2001-11-12,449.873
2001-11-13,449.226
2001-11-14,454.043
2001-11-15,461.533
2001-11-16,471.722
2001-11-19,471.771
2001-11-20,467.674
2001-11-21,462.133
2001-11-22,468.424
2001-11-23,464.263
2001-11-26,464.518
2001-11-27,465.654
2001-11-28,461.374
2001-11-29,455.091
2001-11-30,456.14
2001-12-03,455.139
2001-12-04,458.594
2001-12-05,462.103
2001-12-06,467.038
2001-12-07,466.488
2001-12-10,457.085
2001-12-11,455.664
2001-12-12,459.516
2001-12-13,453.212
2001-12-14,454.5
2001-12-17,462.839
2001-12-18,461.008
2001-12-19,454.49
2001-12-20,454.744
2001-12-21,453.427
2001-12-24,443.691
2001-12-25,443.691
2001-12-26,443.6
2001-12-27,455.563
2001-12-28,455.485
2001-12-31,460.561
2002-01-01,460.561
2002-01-02,466.836
2002-01-03,466.209
2002-01-04,469.119
2002-01-07,469.812
2002-01-08,465.435
2002-01-09,463.297
2002-01-10,461.157
2002-01-11,461.622
2002-01-14,456.989
2002-01-15,456.365
2002-01-16,452.425
2002-01-17,456.607
2002-01-18,458.826
2002-01-21,458.768
2002-01-22,458.451
2002-01-23,463.058
2002-01-24,464.705
2002-01-25,455.749
2002-01-28,454.51
2002-01-29,450.477
2002-01-30,443.112
2002-01-31,447.825
2002-02-01,446.935
2002-02-04,445.359
2002-02-05,446.001
2002-02-06,442.909
2002-02-07,444.545
2002-02-08,447.22
2002-02-11,450.483
2002-02-12,447.533
2002-02-13,445.937
2002-02-14,451.179
2002-02-15,453.076
2002-02-18,449.034
2002-02-19,441.267
2002-02-20,436.049
2002-02-21,438.399
2002-02-22,439.566
2002-02-25,441.558
2002-02-26,441.655
2002-02-27,441.058
2002-02-28,443.188
2002-03-01,446.648
2002-03-04,455.25
2002-03-05,454.142
2002-03-06,456.945
2002-03-07,467.208
2002-03-08,468.294
2002-03-11,467.327
2002-03-12,461.148
2002-03-13,463.284
2002-03-14,469.848
2002-03-15,469.438
2002-03-18,472.938
2002-03-19,473.642
2002-03-20,474.217
2002-03-21,472.436
2002-03-22,473.801
2002-03-25,473.243
2002-03-26,472.246
2002-03-27,471.643
2002-03-28,474.557
2002-03-29,474.557
2002-04-01,480.052
2002-04-02,483.104
2002-04-03,485.416
2002-04-04,483.259
2002-04-05,482.194
2002-04-08,477.121
2002-04-09,479.889
2002-04-10,482.422
2002-04-11,483.18
2002-04-12,480.7
2002-04-15,482.604
2002-04-16,486.86
2002-04-17,486.945
2002-04-18,490.235
2002-04-19,490.99
2002-04-22,488.351
2002-04-23,482.103
2002-04-24,482.874
2002-04-25,478.982
2002-04-26,478.058
2002-04-29,482.305
2002-04-30,483.794
2002-05-01,488.482
2002-05-02,487.587
2002-05-03,493.242
2002-05-06,491.576
2002-05-07,484.027
2002-05-08,489.841
2002-05-09,490.516
2002-05-10,492.199
2002-05-13,490.508
2002-05-14,487.164
2002-05-15,493.141
2002-05-16,493.82
2002-05-17,500.282
2002-05-20,500.574
2002-05-21,496.535
2002-05-22,496.835
2002-05-23,492.387
2002-05-24,492.603
2002-05-27,492.16
2002-05-28,492.746
2002-05-29,491.809
2002-05-30,495.031
2002-05-31,497.194
2002-06-03,492.476
2002-06-04,489.28
2002-06-05,486.566
2002-06-06,482.824
2002-06-07,478.407
2002-06-10,481.672
2002-06-11,477.45
2002-06-12,469.761
2002-06-13,461.038
2002-06-14,457.0
2002-06-17,461.246
2002-06-18,460.122
2002-06-19,459.299
2002-06-20,447.366
2002-06-21,447.68
2002-06-24,433.481
2002-06-25,447.615
2002-06-26,447.175
2002-06-27,444.609
2002-06-28,461.743
2002-07-01,454.43
2002-07-02,448.909
2002-07-03,445.93
2002-07-04,446.832
2002-07-05,453.655
2002-07-08,457.068
2002-07-09,454.34
2002-07-10,441.975
2002-07-11,434.546
2002-07-12,435.476
2002-07-15,422.876
2002-07-16,414.987
2002-07-17,425.712
2002-07-18,424.631
2002-07-19,406.609
2002-07-22,381.219
2002-07-23,370.414
2002-07-24,352.994
2002-07-25,370.118
2002-07-26,376.435
2002-07-29,397.826
2002-07-30,391.103
2002-07-31,382.243
2002-08-01,379.513
2002-08-02,367.914
2002-08-05,353.584
2002-08-06,358.747
2002-08-07,358.788
2002-08-08,369.893
2002-08-09,381.383
2002-08-12,382.88
2002-08-13,386.918
2002-08-14,381.79
2002-08-15,392.04
2002-08-16,392.997
2002-08-19,397.984
2002-08-20,387.491
2002-08-21,400.143
2002-08-22,412.884
2002-08-23,410.115
2002-08-26,405.537
2002-08-27,413.322
2002-08-28,396.647
2002-08-29,385.794
2002-08-30,388.97
2002-09-02,380.023
2002-09-03,377.251
2002-09-04,381.693
2002-09-05,373.605
2002-09-06,382.493
2002-09-09,375.55
2002-09-10,380.396
2002-09-11,388.547
2002-09-12,374.753
2002-09-13,367.488
2002-09-16,358.54
2002-09-17,355.784
2002-09-18,348.392
2002-09-19,345.864
2002-09-20,344.929
2002-09-23,334.221
2002-09-24,331.171
2002-09-25,338.362
2002-09-26,349.854
2002-09-27,349.035
2002-09-30,346.016
2002-10-01,338.886
2002-10-02,347.629
2002-10-03,351.078
2002-10-04,344.498
2002-10-07,338.869
2002-10-08,339.856
2002-10-09,337.439
2002-10-10,340.707
2002-10-11,355.699
2002-10-14,354.985
2002-10-15,371.036
2002-10-16,367.969
2002-10-17,374.184
2002-10-18,371.358
2002-10-21,366.12
2002-10-22,357.433
2002-10-23,350.016
2002-10-24,361.103
2002-10-25,361.67
2002-10-28,364.794
2002-10-29,355.111
2002-10-30,364.502
2002-10-31,372.483
2002-11-01,371.957
2002-11-04,380.835
2002-11-05,383.804
2002-11-06,384.506
2002-11-07,383.557
2002-11-08,380.339
2002-11-11,372.048
2002-11-12,375.835
2002-11-13,374.218
2002-11-14,380.03
2002-11-15,382.358
2002-11-18,384.99
2002-11-19,386.567
2002-11-20,382.716
2002-11-21,386.415
2002-11-22,389.966
2002-11-25,385.834
2002-11-26,377.787
2002-11-27,385.112
2002-11-28,390.05
2002-11-29,386.395
2002-12-02,386.953
2002-12-03,378.305
2002-12-04,377.587
2002-12-05,374.478
2002-12-06,376.63
2002-12-09,372.656
2002-12-10,373.616
2002-12-11,372.99
2002-12-12,376.827
2002-12-13,373.906
2002-12-16,376.919
2002-12-17,377.235
2002-12-18,374.352
2002-12-19,369.239
2002-12-20,368.631
2002-12-23,366.701
2002-12-24,369.266
2002-12-25,369.266
2002-12-26,369.857
2002-12-27,362.172
2002-12-30,369.151
2002-12-31,371.794
2003-01-01,371.794
2003-01-02,366.886
2003-01-03,377.766
2003-01-06,382.85
2003-01-07,379.709
2003-01-08,373.681
2003-01-09,374.752
2003-01-10,381.559
2003-01-13,387.154
2003-01-14,390.37
2003-01-15,381.564
2003-01-16,384.821
2003-01-17,383.514
2003-01-20,383.584
2003-01-21,378.807
2003-01-22,369.006
2003-01-23,366.044
2003-01-24,361.845
2003-01-27,348.723
2003-01-28,350.56
2003-01-29,344.577
2003-01-30,347.717
2003-01-31,352.52
2003-02-03,350.697
2003-02-04,351.242
2003-02-05,347.234
2003-02-06,343.341
2003-02-07,337.374
2003-02-10,333.833
2003-02-11,332.939
2003-02-12,331.115
2003-02-13,332.042
2003-02-14,330.614
2003-02-17,337.098
2003-02-18,334.435
2003-02-19,335.826
2003-02-20,327.593
2003-02-21,324.916
2003-02-24,318.579
2003-02-25,310.527
2003-02-26,304.934
2003-02-27,299.828
2003-02-28,308.64
2003-03-03,313.986
2003-03-04,308.086
2003-03-05,300.933
2003-03-06,298.718
2003-03-07,290.417
2003-03-10,282.449
2003-03-11,286.7
2003-03-12,278.866
2003-03-13,283.184
2003-03-14,290.827
2003-03-17,295.804
2003-03-18,304.243
2003-03-19,308.517
2003-03-20,311.127
2003-03-21,313.247
2003-03-24,306.161
2003-03-25,310.788
2003-03-26,313.248
2003-03-27,312.443
2003-03-28,313.117
2003-03-31,311.914
2003-04-01,311.218
2003-04-02,317.183
2003-04-03,316.472
2003-04-04,317.582
2003-04-07,325.529
2003-04-08,320.177
2003-04-09,324.083
2003-04-10,322.521
2003-04-11,322.835
2003-04-14,324.328
2003-04-15,329.282
2003-04-16,327.8
2003-04-17,328.605
2003-04-18,328.605
2003-04-21,325.401
2003-04-22,329.228
2003-04-23,331.668
2003-04-24,330.892
2003-04-25,333.543
2003-04-28,338.479
2003-04-29,336.848
2003-04-30,344.79
2003-05-01,348.841
2003-05-02,351.851
2003-05-05,356.336
2003-05-06,361.337
2003-05-07,358.992
2003-05-08,355.04
2003-05-09,354.439
2003-05-12,354.171
2003-05-13,351.673
2003-05-14,352.742
2003-05-15,352.987
2003-05-16,354.916
2003-05-19,343.807
2003-05-20,342.973
2003-05-21,339.456
2003-05-22,344.221
2003-05-23,346.737
2003-05-26,346.363
2003-05-27,346.766
2003-05-28,347.821
2003-05-29,349.908
2003-05-30,348.813
2003-06-02,353.391
2003-06-03,346.948
2003-06-04,351.466
2003-06-05,354.746
2003-06-06,356.483
2003-06-09,360.074
2003-06-10,356.893
2003-06-11,366.811
2003-06-12,368.912
2003-06-13,369.145
2003-06-16,376.37
2003-06-17,379.531
2003-06-18,373.45
2003-06-19,368.173
2003-06-20,368.808
2003-06-23,361.42
2003-06-24,353.311
2003-06-25,356.306
2003-06-26,351.046
2003-06-27,350.3
2003-06-30,349.045
2003-07-01,348.84
2003-07-02,349.752
2003-07-03,350.872
2003-07-04,350.843
2003-07-07,354.035
2003-07-08,357.412
2003-07-09,356.057
2003-07-10,353.951
2003-07-11,356.508
2003-07-14,359.79
2003-07-15,354.184
2003-07-16,351.903
2003-07-17,349.613
2003-07-18,354.887
2003-07-21,356.356
2003-07-22,355.877
2003-07-23,355.605
2003-07-24,362.549
2003-07-25,363.599
2003-07-28,364.334
2003-07-29,367.362
2003-07-30,370.668
2003-07-31,380.996
2003-08-01,390.239
2003-08-04,387.322
2003-08-05,392.899
2003-08-06,388.013
2003-08-07,384.983
2003-08-08,383.979
2003-08-11,379.481
2003-08-12,382.188
2003-08-13,385.915
2003-08-14,386.903
2003-08-15,390.971
2003-08-18,394.364
2003-08-19,400.246
2003-08-20,397.052
2003-08-21,398.246
2003-08-22,401.035
2003-08-25,398.06
2003-08-26,398.561
2003-08-27,397.172
2003-08-28,406.448
2003-08-29,405.908
2003-09-01,414.876
2003-09-02,406.362
2003-09-03,410.661
2003-09-04,408.631
2003-09-05,411.107
2003-09-08,415.576
2003-09-09,414.655
2003-09-10,407.934
2003-09-11,408.522
2003-09-12,413.144
2003-09-15,417.773
2003-09-16,415.337
2003-09-17,415.316
2003-09-18,420.094
2003-09-19,421.81
2003-09-22,419.174
2003-09-23,413.386
2003-09-24,415.59
2003-09-25,411.63
2003-09-26,405.047
2003-09-29,407.511
2003-09-30,406.394
2003-10-01,410.715
2003-10-02,410.792
2003-10-03,415.82
2003-10-06,415.208
2003-10-07,413.249
2003-10-08,416.904
2003-10-09,421.34
2003-10-10,423.635
2003-10-13,423.125
2003-10-14,422.904
2003-10-15,421.645
2003-10-16,423.604
2003-10-17,420.07
2003-10-20,419.46
2003-10-21,416.441
2003-10-22,419.435
2003-10-23,420.493
2003-10-24,416.463
2003-10-27,416.396
2003-10-28,420.395
2003-10-29,424.109
2003-10-30,429.404
2003-10-31,421.863
2003-11-03,422.872
2003-11-04,419.767
2003-11-05,415.251
2003-11-06,413.764
2003-11-07,423.277
2003-11-10,417.178
2003-11-11,419.42
2003-11-12,421.373
2003-11-13,425.621
2003-11-14,430.855
2003-11-17,424.617
2003-11-18,425.571
2003-11-19,423.402
2003-11-20,425.463
2003-11-21,427.631
2003-11-24,424.777
2003-11-25,429.587
2003-11-26,437.62
2003-11-27,437.288
2003-11-28,440.911
2003-12-01,441.209
2003-12-02,443.823
2003-12-03,448.858
2003-12-04,447.424
2003-12-05,448.614
2003-12-08,451.953
2003-12-09,450.411
2003-12-10,447.055
2003-12-11,448.673
2003-12-12,452.259
2003-12-15,453.717
2003-12-16,452.816
2003-12-17,453.738
2003-12-18,453.293
2003-12-19,452.075
2003-12-22,454.826
2003-12-23,457.616
2003-12-24,460.621
2003-12-25,460.621
2003-12-26,459.738
2003-12-29,462.348
2003-12-30,469.962
2003-12-31,473.021
2004-01-01,473.021
2004-01-02,472.029
2004-01-05,483.243
2004-01-06,478.737
2004-01-07,472.873
2004-01-08,486.414
2004-01-09,486.669
2004-01-12,481.987
2004-01-13,492.026
2004-01-14,499.873
2004-01-15,497.811
2004-01-16,495.191
2004-01-19,491.583
2004-01-20,491.776
2004-01-21,491.074
2004-01-22,495.761
2004-01-23,498.353
2004-01-26,489.75
2004-01-27,494.164
2004-01-28,496.976
2004-01-29,488.355
2004-01-30,492.636
2004-02-02,493.479
2004-02-03,490.58
2004-02-04,488.471
2004-02-05,491.203
2004-02-06,501.721
2004-02-09,504.253
2004-02-10,506.602
2004-02-11,506.136
2004-02-12,508.827
2004-02-13,504.795
2004-02-16,504.23
2004-02-17,505.386
2004-02-18,499.396
2004-02-19,502.423
2004-02-20,493.502
2004-02-23,492.058
2004-02-24,490.696
2004-02-25,485.376
2004-02-26,486.161
2004-02-27,482.138
2004-03-01,489.354
2004-03-02,485.834
2004-03-03,481.242
2004-03-04,485.747
2004-03-05,494.206
2004-03-08,487.161
2004-03-09,481.653
2004-03-10,475.734
2004-03-11,464.194
2004-03-12,464.541
2004-03-15,458.978
2004-03-16,465.822
2004-03-17,465.799
2004-03-18,468.755
2004-03-19,467.25
2004-03-22,456.859
2004-03-23,457.493
2004-03-24,454.893
2004-03-25,463.284
2004-03-26,461.112
2004-03-29,465.995
2004-03-30,463.257
2004-03-31,472.694
2004-04-01,479.931
2004-04-02,474.969
2004-04-05,469.739
2004-04-06,469.346
2004-04-07,477.736
2004-04-08,478.806
2004-04-09,478.806
2004-04-12,478.154
2004-04-13,470.289
2004-04-14,466.57
2004-04-15,470.025
2004-04-16,473.201
2004-04-19,474.039
2004-04-20,473.923
2004-04-21,468.162
2004-04-22,473.796
2004-04-23,474.887
2004-04-26,478.24
2004-04-27,489.453
2004-04-28,477.926
2004-04-29,477.546
2004-04-30,472.784
2004-05-03,477.283
2004-05-04,485.17
2004-05-05,488.753
2004-05-06,478.029
2004-05-07,468.895
2004-05-10,454.466
2004-05-11,462.041
2004-05-12,459.618
2004-05-13,461.035
2004-05-14,460.103
2004-05-17,458.434
2004-05-18,463.113
2004-05-19,477.461
2004-05-20,472.829
2004-05-21,475.151
2004-05-24,473.306
2004-05-25,474.064
2004-05-26,475.932
2004-05-27,489.664
2004-05-28,486.154
2004-05-31,486.154
2004-06-01,481.534
2004-06-02,492.058
2004-06-03,492.133
2004-06-04,493.662
2004-06-07,500.392
2004-06-08,498.325
2004-06-09,493.998
2004-06-10,491.211
2004-06-11,487.398
2004-06-14,485.182
2004-06-15,485.587
2004-06-16,484.057
2004-06-17,492.848
2004-06-18,499.495
2004-06-21,501.98
2004-06-22,494.85
2004-06-23,494.201
2004-06-24,502.0
2004-06-25,500.928
2004-06-28,506.396
2004-06-29,498.868
2004-06-30,502.921
2004-07-01,499.134
2004-07-02,506.579
2004-07-05,506.73
2004-07-06,502.226
2004-07-07,502.556
2004-07-08,508.417
2004-07-09,505.156
2004-07-12,508.517
2004-07-13,501.884
2004-07-14,505.373
2004-07-15,501.56
2004-07-16,508.722
2004-07-19,505.265
2004-07-20,503.025
2004-07-21,497.183
2004-07-22,492.621
2004-07-23,487.237
2004-07-26,485.21
2004-07-27,486.05
2004-07-28,485.804
2004-07-29,487.979
2004-07-30,486.368
2004-08-02,486.764
2004-08-03,495.295
2004-08-04,492.119
2004-08-05,490.786
2004-08-06,487.985
2004-08-09,483.551
2004-08-10,489.113
2004-08-11,479.693
2004-08-12,474.374
2004-08-13,473.867
2004-08-16,478.315
2004-08-17,477.296
2004-08-18,474.751
2004-08-19,481.676
2004-08-20,481.341
2004-08-23,480.178
2004-08-24,479.951
2004-08-25,479.592
2004-08-26,485.794
2004-08-27,485.345
2004-08-30,484.343
2004-08-31,490.518
2004-09-01,492.214
2004-09-02,491.91
2004-09-03,493.955
2004-09-06,497.734
2004-09-07,497.977
2004-09-08,498.07
2004-09-09,495.095
2004-09-10,500.661
2004-09-13,498.589
2004-09-14,498.421
2004-09-15,493.402
2004-09-16,494.731
2004-09-17,502.528
2004-09-20,498.843
2004-09-21,506.163
2004-09-22,503.171
2004-09-23,501.729
2004-09-24,500.144
2004-09-27,494.844
2004-09-28,501.596
2004-09-29,506.424
2004-09-30,509.043
2004-10-01,509.099
2004-10-04,503.912
2004-10-05,506.24
2004-10-06,507.839
2004-10-07,507.986
2004-10-08,513.557
2004-10-11,509.369
2004-10-12,501.061
2004-10-13,500.37
2004-10-14,499.632
2004-10-15,499.157
2004-10-18,504.504
2004-10-19,505.802
2004-10-20,509.39
2004-10-21,512.957
2004-10-22,518.991
2004-10-25,519.738
2004-10-26,521.674
2004-10-27,528.844
2004-10-28,529.196
2004-10-29,526.224
2004-11-01,529.154
2004-11-02,530.927
2004-11-03,536.133
2004-11-04,541.453
2004-11-05,543.675
2004-11-08,540.634
2004-11-09,539.471
2004-11-10,545.535
2004-11-11,552.602
2004-11-12,554.435
2004-11-15,553.803
2004-11-16,552.611
2004-11-17,559.288
2004-11-18,557.822
2004-11-19,559.131
2004-11-22,555.835
2004-11-23,555.877
2004-11-24,560.858
2004-11-25,566.133
2004-11-26,563.713
2004-11-29,562.757
2004-11-30,561.251
2004-12-01,559.879
2004-12-02,562.348
2004-12-03,566.857
2004-12-06,568.223
2004-12-07,572.452
2004-12-08,562.327
2004-12-09,563.224
2004-12-10,564.905
2004-12-13,571.405
2004-12-14,568.423
2004-12-15,572.812
2004-12-16,567.285
2004-12-17,563.574
2004-12-20,574.582
2004-12-21,572.158
2004-12-22,574.18
2004-12-23,580.264
2004-12-24,581.103
2004-12-27,583.198
2004-12-28,582.833
2004-12-29,585.686
2004-12-30,585.683
2004-12-31,583.751
2005-01-03,584.516
2005-01-04,579.904
2005-01-05,574.479
2005-01-06,571.938
2005-01-07,568.132
2005-01-10,569.445
2005-01-11,567.905
2005-01-12,566.489
2005-01-13,566.623
2005-01-14,565.055
2005-01-17,564.761
2005-01-18,563.602
2005-01-19,563.897
2005-01-20,556.623
2005-01-21,554.823
2005-01-24,558.337
2005-01-25,555.967
2005-01-26,564.997
2005-01-27,565.688
2005-01-28,561.588
2005-01-31,566.057
2005-02-01,556.863
2005-02-02,561.281
2005-02-03,555.771
2005-02-04,560.331
2005-02-07,556.738
2005-02-08,554.715
2005-02-09,557.223
2005-02-10,565.67
2005-02-11,567.846
2005-02-14,572.622
2005-02-15,578.238
2005-02-16,577.823
2005-02-17,584.763
2005-02-18,589.433
2005-02-21,585.901
2005-02-22,593.365
2005-02-23,583.122
2005-02-24,581.614
2005-02-25,587.339
2005-02-28,608.558
2005-03-01,608.074
2005-03-02,600.504
2005-03-03,598.739
2005-03-04,610.49
2005-03-07,604.948
2005-03-08,610.21
2005-03-09,607.285
2005-03-10,608.119
2005-03-11,616.4
2005-03-14,608.031
2005-03-15,609.431
2005-03-16,613.394
2005-03-17,609.906
2005-03-18,602.005
2005-03-21,598.391
2005-03-22,597.574
2005-03-23,583.901
2005-03-24,580.147
2005-03-25,580.147
2005-03-28,576.708
2005-03-29,580.518
2005-03-30,585.346
2005-03-31,589.443
2005-04-01,591.617
2005-04-04,582.885
2005-04-05,589.109
2005-04-06,593.556
2005-04-07,596.521
2005-04-08,592.006
2005-04-11,594.826
2005-04-12,593.112
2005-04-13,594.763
2005-04-14,585.066
2005-04-15,580.619
2005-04-18,573.35
2005-04-19,579.045
2005-04-20,580.424
2005-04-21,583.447
2005-04-22,578.255
2005-04-25,573.613
2005-04-26,573.547
2005-04-27,564.956
2005-04-28,561.943
2005-04-29,557.601
2005-05-02,559.292
2005-05-03,559.76
2005-05-04,565.821
2005-05-05,562.771
2005-05-06,560.917
2005-05-09,562.151
2005-05-10,559.167
2005-05-11,555.262
2005-05-12,554.056
2005-05-13,550.087
2005-05-16,549.098
2005-05-17,550.965
2005-05-18,551.597
2005-05-19,553.878
2005-05-20,550.925
2005-05-23,554.261
2005-05-24,554.894
2005-05-25,555.591
2005-05-26,554.631
2005-05-27,555.239
2005-05-30,553.763
2005-05-31,546.428
2005-06-01,549.128
2005-06-02,552.062
2005-06-03,550.71
2005-06-06,554.323
2005-06-07,557.129
2005-06-08,556.99
2005-06-09,551.64
2005-06-10,550.721
2005-06-13,549.834
2005-06-14,549.99
2005-06-15,552.411
2005-06-16,553.482
2005-06-17,558.04
2005-06-20,550.899
2005-06-21,553.065
2005-06-22,551.426
2005-06-23,551.436
2005-06-24,548.434
2005-06-27,549.009
2005-06-28,548.13
2005-06-29,550.972
2005-06-30,550.923
2005-07-01,545.37
2005-07-04,544.659
2005-07-05,543.282
2005-07-06,548.218
2005-07-07,547.734
2005-07-08,552.156
2005-07-11,562.121
2005-07-12,565.483
2005-07-13,564.715
2005-07-14,568.865
2005-07-15,565.778
2005-07-18,566.297
2005-07-19,566.275
2005-07-20,566.534
2005-07-21,571.891
2005-07-22,574.362
2005-07-25,573.412
2005-07-26,570.392
2005-07-27,571.889
2005-07-28,573.521
2005-07-29,576.475
2005-08-01,582.781
2005-08-02,584.701
2005-08-03,590.585
2005-08-04,594.111
2005-08-05,589.882
2005-08-08,593.589
2005-08-09,596.898
2005-08-10,602.656
2005-08-11,602.93
2005-08-12,601.061
2005-08-15,598.246
2005-08-16,599.189
2005-08-17,595.647
2005-08-18,585.347
2005-08-19,584.939
2005-08-22,590.895
2005-08-23,584.359
2005-08-24,582.06
2005-08-25,579.477
2005-08-26,582.475
2005-08-29,580.126
2005-08-30,576.729
2005-08-31,584.657
2005-09-01,596.598
2005-09-02,602.975
2005-09-05,598.037
2005-09-06,602.561
2005-09-07,604.39
2005-09-08,601.712
2005-09-09,602.99
2005-09-12,598.2
2005-09-13,594.423
2005-09-14,601.406
2005-09-15,598.205
2005-09-16,600.323
2005-09-19,596.745
2005-09-20,596.794
2005-09-21,596.281
2005-09-22,585.822
2005-09-23,581.928
2005-09-26,585.086
2005-09-27,582.073
2005-09-28,587.739
2005-09-29,585.98
2005-09-30,595.098
2005-10-03,591.646
2005-10-04,599.127
2005-10-05,602.9
2005-10-06,605.115
2005-10-07,599.586
2005-10-10,602.765
2005-10-11,600.454
2005-10-12,596.865
2005-10-13,586.034
2005-10-14,593.231
2005-10-17,587.433
2005-10-18,580.82
2005-10-19,574.283
2005-10-20,577.254
2005-10-21,575.294
2005-10-24,583.809
2005-10-25,590.571
2005-10-26,589.354
2005-10-27,586.594
2005-10-28,583.716
2005-10-31,588.757
2005-11-01,593.204
2005-11-02,603.448
2005-11-03,605.646
2005-11-04,591.629
2005-11-07,599.229
2005-11-08,604.904
2005-11-09,605.394
