Date,WORLD ex USA Standard (Large+Mid Cap)
2002-06-07,2202.482
2002-06-10,2200.566
2002-06-11,2209.49
2002-06-12,2179.566
2002-06-13,2153.521
2002-06-14,2110.372
2002-06-17,2139.677
2002-06-18,2146.181
2002-06-19,2120.609
2002-06-20,2110.021
2002-06-21,2108.935
2002-06-24,2089.755
2002-06-25,2112.295
2002-06-26,2100.806
2002-06-27,2115.052
2002-06-28,2180.987
2002-07-01,2184.536
2002-07-02,2135.928
2002-07-03,2096.28
2002-07-04,2117.336
2002-07-05,2170.145
2002-07-08,2187.072
2002-07-09,2189.441
2002-07-10,2127.313
2002-07-11,2068.734
2002-07-12,2072.049
2002-07-15,2014.731
2002-07-16,2011.081
2002-07-17,2047.93
2002-07-18,2077.062
2002-07-19,2011.022
2002-07-22,1930.888
2002-07-23,1884.383
2002-07-24,1863.32
2002-07-25,1910.313
2002-07-26,1887.925
2002-07-29,1949.608
2002-07-30,1968.019
2002-07-31,1964.172
2002-08-01,1910.002
2002-08-02,1909.837
2002-08-05,1869.412
2002-08-06,1876.736
2002-08-07,1888.501
2002-08-08,1932.974
2002-08-09,1967.657
2002-08-12,1940.681
2002-08-13,1952.008
2002-08-14,1941.602
2002-08-15,1975.083
2002-08-16,1986.306
2002-08-19,2003.159
2002-08-20,1982.423
2002-08-21,2004.633
2002-08-22,2024.849
2002-08-23,2006.907
2002-08-26,2005.512
2002-08-27,2035.564
2002-08-28,1978.901
2002-08-29,1953.933
2002-08-30,1961.123
2002-09-02,1939.991
2002-09-03,1892.011
2002-09-04,1882.89
2002-09-05,1879.972
2002-09-06,1904.174
2002-09-09,1890.304
2002-09-10,1912.097
2002-09-11,1935.279
2002-09-12,1896.38
2002-09-13,1865.739
2002-09-16,1851.339
2002-09-17,1846.272
2002-09-18,1810.494
2002-09-19,1802.43
2002-09-20,1789.872
2002-09-23,1746.447
2002-09-24,1720.951
2002-09-25,1732.393
2002-09-26,1788.763
2002-09-27,1795.541
2002-09-30,1753.13
2002-10-01,1756.178
2002-10-02,1781.418
2002-10-03,1762.952
2002-10-04,1735.228
2002-10-07,1701.758
2002-10-08,1680.839
2002-10-09,1672.832
2002-10-10,1693.168
2002-10-11,1756.374
2002-10-14,1747.159
2002-10-15,1826.78
2002-10-16,1810.432
2002-10-17,1841.313
2002-10-18,1838.536
2002-10-21,1841.893
2002-10-22,1821.576
2002-10-23,1790.272
2002-10-24,1815.487
2002-10-25,1819.415
2002-10-28,1842.583
2002-10-29,1792.227
2002-10-30,1821.755
2002-10-31,1845.221
2002-11-01,1840.482
2002-11-04,1884.826
2002-11-05,1905.383
2002-11-06,1889.08
2002-11-07,1878.465
2002-11-08,1864.621
2002-11-11,1841.461
2002-11-12,1857.516
2002-11-13,1842.104
2002-11-14,1856.397
2002-11-15,1877.501
2002-11-18,1882.958
2002-11-19,1876.309
2002-11-20,1868.519
2002-11-21,1914.232
2002-11-22,1919.775
2002-11-25,1909.167
2002-11-26,1881.365
2002-11-27,1907.031
2002-11-28,1934.116
2002-11-29,1930.172
2002-12-02,1925.621
2002-12-03,1900.73
2002-12-04,1887.493
2002-12-05,1867.75
2002-12-06,1873.291
2002-12-09,1843.612
2002-12-10,1849.461
2002-12-11,1859.875
2002-12-12,1852.61
2002-12-13,1843.156
2002-12-16,1870.514
2002-12-17,1867.053
2002-12-18,1830.287
2002-12-19,1829.231
2002-12-20,1842.76
2002-12-23,1849.264
2002-12-24,1858.027
2002-12-25,1856.816
2002-12-26,1864.87
2002-12-27,1835.36
2002-12-30,1854.539
2002-12-31,1867.791
2003-01-01,1867.791
2003-01-02,1890.683
2003-01-03,1905.304
2003-01-06,1931.825
2003-01-07,1908.117
2003-01-08,1877.188
2003-01-09,1898.016
2003-01-10,1909.018
2003-01-13,1913.689
2003-01-14,1929.72
2003-01-15,1915.929
2003-01-16,1913.703
2003-01-17,1894.896
2003-01-20,1873.498
2003-01-21,1863.399
2003-01-22,1840.058
2003-01-23,1847.088
2003-01-24,1837.842
2003-01-27,1786.462
2003-01-28,1783.95
2003-01-29,1787.106
2003-01-30,1800.583
2003-01-31,1796.624
2003-02-03,1822.669
2003-02-04,1802.328
2003-02-05,1819.123
2003-02-06,1788.862
2003-02-07,1775.035
2003-02-10,1760.909
2003-02-11,1780.398
2003-02-12,1767.479
2003-02-13,1769.579
2003-02-14,1785.79
2003-02-17,1806.667
2003-02-18,1814.301
2003-02-19,1793.738
2003-02-20,1793.86
2003-02-21,1798.157
2003-02-24,1784.436
2003-02-25,1739.268
2003-02-26,1737.363
2003-02-27,1739.663
2003-02-28,1761.208
2003-03-03,1777.532
2003-03-04,1757.296
2003-03-05,1752.633
2003-03-06,1737.67
2003-03-07,1713.742
2003-03-10,1682.489
2003-03-11,1673.178
2003-03-12,1636.589
2003-03-13,1677.292
2003-03-14,1716.584
2003-03-17,1743.151
2003-03-18,1747.004
2003-03-19,1760.417
2003-03-20,1765.575
2003-03-21,1792.512
2003-03-24,1765.584
2003-03-25,1774.957
2003-03-26,1781.531
2003-03-27,1766.919
2003-03-28,1761.691
2003-03-31,1727.266
2003-04-01,1742.289
2003-04-02,1770.985
2003-04-03,1774.214
2003-04-04,1785.244
2003-04-07,1824.836
2003-04-08,1807.37
2003-04-09,1804.351
2003-04-10,1796.347
2003-04-11,1791.049
2003-04-14,1803.747
2003-04-15,1832.135
2003-04-16,1827.122
2003-04-17,1843.907
2003-04-18,1844.499
2003-04-21,1836.879
2003-04-22,1855.707
2003-04-23,1871.095
2003-04-24,1862.707
2003-04-25,1839.201
2003-04-28,1862.028
2003-04-29,1862.396
2003-04-30,1893.028
2003-05-01,1902.769
2003-05-02,1906.886
2003-05-05,1925.789
2003-05-06,1962.527
2003-05-07,1953.03
2003-05-08,1929.324
2003-05-09,1946.833
2003-05-12,1961.22
2003-05-13,1961.685
2003-05-14,1966.69
2003-05-15,1973.968
2003-05-16,1987.883
2003-05-19,1955.538
2003-05-20,1958.54
2003-05-21,1948.651
2003-05-22,1968.15
2003-05-23,1978.392
2003-05-26,1983.087
2003-05-27,1986.726
2003-05-28,1999.146
2003-05-29,2019.962
2003-05-30,2010.437
2003-06-02,2045.128
2003-06-03,2034.182
2003-06-04,2049.125
2003-06-05,2070.319
2003-06-06,2085.995
2003-06-09,2078.374
2003-06-10,2074.812
2003-06-11,2109.489
2003-06-12,2119.107
2003-06-13,2109.583
2003-06-16,2134.926
2003-06-17,2154.15
2003-06-18,2149.207
2003-06-19,2124.433
2003-06-20,2127.493
2003-06-23,2095.018
2003-06-24,2073.766
2003-06-25,2087.838
2003-06-26,2065.152
2003-06-27,2071.612
2003-06-30,2059.276
2003-07-01,2057.37
2003-07-02,2091.245
2003-07-03,2110.827
2003-07-04,2098.794
2003-07-07,2124.357
2003-07-08,2118.018
2003-07-09,2111.989
2003-07-10,2096.744
2003-07-11,2094.822
2003-07-14,2121.309
2003-07-15,2102.777
2003-07-16,2088.118
2003-07-17,2058.328
2003-07-18,2063.674
2003-07-21,2065.936
2003-07-22,2072.137
2003-07-23,2090.506
2003-07-24,2122.537
2003-07-25,2122.077
2003-07-28,2137.87
2003-07-29,2131.023
2003-07-30,2109.29
2003-07-31,2106.52
2003-08-01,2096.976
2003-08-04,2090.253
2003-08-05,2096.695
2003-08-06,2076.688
2003-08-07,2086.767
2003-08-08,2093.29
2003-08-11,2108.866
2003-08-12,2117.306
2003-08-13,2129.867
2003-08-14,2150.87
2003-08-15,2152.527
2003-08-18,2159.785
2003-08-19,2160.053
2003-08-20,2170.567
2003-08-21,2169.638
2003-08-22,2160.7
2003-08-25,2152.626
2003-08-26,2136.917
2003-08-27,2146.863
2003-08-28,2152.823
2003-08-29,2160.838
2003-09-01,2190.595
2003-09-02,2184.494
2003-09-03,2208.224
2003-09-04,2211.629
2003-09-05,2221.379
2003-09-08,2239.569
2003-09-09,2243.415
2003-09-10,2226.232
2003-09-11,2217.896
2003-09-12,2232.151
2003-09-15,2236.496
2003-09-16,2252.326
2003-09-17,2270.084
2003-09-18,2290.772
2003-09-19,2291.73
2003-09-22,2275.809
2003-09-23,2274.003
2003-09-24,2274.962
2003-09-25,2257.167
2003-09-26,2238.057
2003-09-29,2235.888
2003-09-30,2225.666
2003-10-01,2267.551
2003-10-02,2289.196
2003-10-03,2322.335
2003-10-06,2324.408
2003-10-07,2336.928
2003-10-08,2328.725
2003-10-09,2351.176
2003-10-10,2366.336
2003-10-13,2375.188
2003-10-14,2378.671
2003-10-15,2382.025
2003-10-16,2393.094
2003-10-17,2381.32
2003-10-20,2386.628
2003-10-21,2392.928
2003-10-22,2374.278
2003-10-23,2327.913
2003-10-24,2335.053
2003-10-27,2350.243
2003-10-28,2363.079
2003-10-29,2378.34
2003-10-30,2386.038
2003-10-31,2365.039
2003-11-03,2364.117
2003-11-04,2382.936
2003-11-05,2368.936
2003-11-06,2353.233
2003-11-07,2383.43
2003-11-10,2376.157
2003-11-11,2353.187
2003-11-12,2374.098
2003-11-13,2398.688
2003-11-14,2406.433
2003-11-17,2357.932
2003-11-18,2377.154
2003-11-19,2358.162
2003-11-20,2364.917
2003-11-21,2370.479
2003-11-24,2376.744
2003-11-25,2386.043
2003-11-26,2410.551
2003-11-27,2416.055
2003-11-28,2418.648
2003-12-01,2453.154
2003-12-02,2468.063
2003-12-03,2481.19
2003-12-04,2476.689
2003-12-05,2475.839
2003-12-08,2469.756
2003-12-09,2478.835
2003-12-10,2457.273
2003-12-11,2458.048
2003-12-12,2481.91
2003-12-15,2502.759
2003-12-16,2489.44
2003-12-17,2491.315
2003-12-18,2505.306
2003-12-19,2514.087
2003-12-22,2524.384
2003-12-23,2534.312
2003-12-24,2544.334
2003-12-25,2544.728
2003-12-26,2548.584
2003-12-29,2564.807
2003-12-30,2587.721
2003-12-31,2604.11
2004-01-01,2604.11
2004-01-02,2622.992
2004-01-05,2661.183
2004-01-06,2671.334
2004-01-07,2652.193
2004-01-08,2676.873
2004-01-09,2690.385
2004-01-12,2681.7
2004-01-13,2680.883
2004-01-14,2682.935
2004-01-15,2662.384
2004-01-16,2655.493
2004-01-19,2661.893
2004-01-20,2688.412
2004-01-21,2705.035
2004-01-22,2722.362
2004-01-23,2718.448
2004-01-26,2690.724
2004-01-27,2700.578
2004-01-28,2698.771
2004-01-29,2641.56
2004-01-30,2640.369
2004-02-02,2648.499
2004-02-03,2659.156
2004-02-04,2634.12
2004-02-05,2646.478
2004-02-06,2677.576
2004-02-09,2696.431
2004-02-10,2700.893
2004-02-11,2702.784
2004-02-12,2729.092
2004-02-13,2726.39
2004-02-16,2732.366
2004-02-17,2760.055
2004-02-18,2756.831
2004-02-19,2754.561
2004-02-20,2715.344
2004-02-23,2722.695
2004-02-24,2712.414
2004-02-25,2698.368
2004-02-26,2685.739
2004-02-27,2701.096
2004-03-01,2740.373
2004-03-02,2724.904
2004-03-03,2689.977
2004-03-04,2706.305
2004-03-05,2745.029
2004-03-08,2735.734
2004-03-09,2730.647
2004-03-10,2688.825
2004-03-11,2636.71
2004-03-12,2624.393
2004-03-15,2604.429
2004-03-16,2639.992
2004-03-17,2660.346
2004-03-18,2672.125
2004-03-19,2669.997
2004-03-22,2634.71
2004-03-23,2630.758
2004-03-24,2623.161
2004-03-25,2650.248
2004-03-26,2657.528
2004-03-29,2687.794
2004-03-30,2693.283
2004-03-31,2714.618
2004-04-01,2748.986
2004-04-02,2749.49
2004-04-05,2745.235
2004-04-06,2745.979
2004-04-07,2763.396
2004-04-08,2758.782
2004-04-09,2749.806
2004-04-12,2755.304
2004-04-13,2738.922
2004-04-14,2696.571
2004-04-15,2684.739
2004-04-16,2714.633
2004-04-19,2711.398
2004-04-20,2716.738
2004-04-21,2684.399
2004-04-22,2692.634
2004-04-23,2702.745
2004-04-26,2716.365
2004-04-27,2712.032
2004-04-28,2669.95
2004-04-29,2664.831
2004-04-30,2643.56
2004-05-03,2648.846
2004-05-04,2685.061
2004-05-05,2706.252
2004-05-06,2659.191
2004-05-07,2610.052
2004-05-10,2512.547
2004-05-11,2527.636
2004-05-12,2543.627
2004-05-13,2530.668
2004-05-14,2521.434
2004-05-17,2499.485
2004-05-18,2516.994
2004-05-19,2583.305
2004-05-20,2550.022
2004-05-21,2580.959
2004-05-24,2585.016
2004-05-25,2592.533
2004-05-26,2616.068
2004-05-27,2660.128
2004-05-28,2651.426
2004-05-31,2655.918
2004-06-01,2648.862
2004-06-02,2657.994
2004-06-03,2643.584
2004-06-04,2658.527
2004-06-07,2710.111
2004-06-08,2711.857
2004-06-09,2681.521
2004-06-10,2689.542
2004-06-11,2670.4
2004-06-14,2647.709
2004-06-15,2661.397
2004-06-16,2679.571
2004-06-17,2688.518
2004-06-18,2700.09
2004-06-21,2705.066
2004-06-22,2683.153
2004-06-23,2690.339
2004-06-24,2729.827
2004-06-25,2720.328
2004-06-28,2745.497
2004-06-29,2722.449
2004-06-30,2717.251
2004-07-01,2718.141
2004-07-02,2718.528
2004-07-05,2701.635
2004-07-06,2691.487
2004-07-07,2703.888
2004-07-08,2709.269
2004-07-09,2715.277
2004-07-12,2718.001
2004-07-13,2705.454
2004-07-14,2703.311
2004-07-15,2679.542
2004-07-16,2700.71
2004-07-19,2693.584
2004-07-20,2681.989
2004-07-21,2673.304
2004-07-22,2649.974
2004-07-23,2619.518
2004-07-26,2605.277
2004-07-27,2595.303
2004-07-28,2601.757
2004-07-29,2623.028
2004-07-30,2634.387
2004-08-02,2634.461
2004-08-03,2643.898
2004-08-04,2618.793
2004-08-05,2618.067
2004-08-06,2612.523
2004-08-09,2591.577
2004-08-10,2609.778
2004-08-11,2588.015
2004-08-12,2583.545
2004-08-13,2588.397
2004-08-16,2598.939
2004-08-17,2605.225
2004-08-18,2606.545
2004-08-19,2632.939
2004-08-20,2626.842
2004-08-23,2633.018
2004-08-24,2619.612
2004-08-25,2626.2
2004-08-26,2641.555
2004-08-27,2652.114
2004-08-30,2645.856
2004-08-31,2645.341
2004-09-01,2666.443
2004-09-02,2671.883
2004-09-03,2655.92
2004-09-06,2677.539
2004-09-07,2684.599
2004-09-08,2690.457
2004-09-09,2676.667
2004-09-10,2702.182
2004-09-13,2714.053
2004-09-14,2720.721
2004-09-15,2685.264
2004-09-16,2693.635
2004-09-17,2701.357
2004-09-20,2695.549
2004-09-21,2722.279
2004-09-22,2706.947
2004-09-23,2705.221
2004-09-24,2696.496
2004-09-27,2683.811
2004-09-28,2694.03
2004-09-29,2704.37
2004-09-30,2722.449
2004-10-01,2758.146
2004-10-04,2765.666
2004-10-05,2776.928
2004-10-06,2780.336
2004-10-07,2773.876
2004-10-08,2793.723
2004-10-11,2790.096
2004-10-12,2752.948
2004-10-13,2746.491
2004-10-14,2749.984
2004-10-15,2760.598
2004-10-18,2755.722
2004-10-19,2780.517
2004-10-20,2772.012
2004-10-21,2784.032
2004-10-22,2788.604
2004-10-25,2776.73
2004-10-26,2783.539
2004-10-27,2808.93
2004-10-28,2828.253
2004-10-29,2820.287
2004-11-01,2835.845
2004-11-02,2855.48
2004-11-03,2883.89
2004-11-04,2896.914
2004-11-05,2921.473
2004-11-08,2921.075
2004-11-09,2911.737
2004-11-10,2910.765
2004-11-11,2922.996
2004-11-12,2951.395
2004-11-15,2962.407
2004-11-16,2956.246
2004-11-17,2986.981
2004-11-18,2975.362
2004-11-19,2981.045
2004-11-22,2957.072
2004-11-23,2966.598
2004-11-24,2983.358
2004-11-25,3016.847
2004-11-26,3013.793
2004-11-29,3023.401
2004-11-30,3007.85
2004-12-01,3026.652
2004-12-02,3039.471
2004-12-03,3055.487
2004-12-06,3049.01
2004-12-07,3045.742
2004-12-08,3002.734
2004-12-09,2977.368
2004-12-10,2972.927
2004-12-13,3008.963
2004-12-14,3013.578
2004-12-15,3047.613
2004-12-16,3030.698
2004-12-17,3016.925
2004-12-20,3055.044
2004-12-21,3045.128
2004-12-22,3063.965
2004-12-23,3085.808
2004-12-24,3104.768
2004-12-27,3119.125
2004-12-28,3121.169
2004-12-29,3110.661
2004-12-30,3133.927
2004-12-31,3134.921
2005-01-03,3120.831
2005-01-04,3089.206
2005-01-05,3065.458
2005-01-06,3052.738
2005-01-07,3044.645
2005-01-10,3056.581
2005-01-11,3061.079
2005-01-12,3073.906
2005-01-13,3062.737
2005-01-14,3054.612
2005-01-17,3066.493
2005-01-18,3052.17
2005-01-19,3057.145
2005-01-20,3022.724
2005-01-21,3028.711
2005-01-24,3041.865
2005-01-25,3031.162
2005-01-26,3066.745
2005-01-27,3066.547
2005-01-28,3050.505
2005-01-31,3073.205
2005-02-01,3082.333
2005-02-02,3098.157
2005-02-03,3076.828
2005-02-04,3100.127
2005-02-07,3094.498
2005-02-08,3079.674
2005-02-09,3082.841
2005-02-10,3108.436
2005-02-11,3125.459
2005-02-14,3153.043
2005-02-15,3163.175
2005-02-16,3148.838
2005-02-17,3164.696
2005-02-18,3171.345
2005-02-21,3172.522
2005-02-22,3187.01
2005-02-23,3156.422
2005-02-24,3155.764
2005-02-25,3189.122
2005-02-28,3209.918
2005-03-01,3209.272
2005-03-02,3199.106
2005-03-03,3203.974
2005-03-04,3248.023
2005-03-07,3237.111
2005-03-08,3257.83
2005-03-09,3253.447
2005-03-10,3234.671
2005-03-11,3250.572
2005-03-14,3224.039
2005-03-15,3234.103
2005-03-16,3232.732
2005-03-17,3219.53
2005-03-18,3211.498
2005-03-21,3186.635
2005-03-22,3194.551
2005-03-23,3137.244
2005-03-24,3133.215
2005-03-25,3136.363
2005-03-28,3123.391
2005-03-29,3116.894
2005-03-30,3118.385
2005-03-31,3137.057
2005-04-01,3142.639
2005-04-04,3101.806
2005-04-05,3124.939
2005-04-06,3137.737
2005-04-07,3156.335
2005-04-08,3152.438
2005-04-11,3164.312
2005-04-12,3135.831
2005-04-13,3149.989
2005-04-14,3116.173
2005-04-15,3093.087
2005-04-18,3045.297
2005-04-19,3079.262
2005-04-20,3078.778
2005-04-21,3079.41
2005-04-22,3103.263
2005-04-25,3099.046
2005-04-26,3084.152
2005-04-27,3056.299
2005-04-28,3046.324
2005-04-29,3057.068
2005-05-02,3054.487
2005-05-03,3068.057
2005-05-04,3098.044
2005-05-05,3108.096
2005-05-06,3113.333
2005-05-09,3099.26
2005-05-10,3090.864
2005-05-11,3072.217
2005-05-12,3057.908
2005-05-13,3037.445
2005-05-16,3016.477
2005-05-17,3016.097
2005-05-18,3042.331
2005-05-19,3062.65
2005-05-20,3047.628
2005-05-23,3073.914
2005-05-24,3076.464
2005-05-25,3068.008
2005-05-26,3068.768
2005-05-27,3079.577
2005-05-30,3087.226
2005-05-31,3062.642
2005-06-01,3079.553
2005-06-02,3083.888
2005-06-03,3084.294
2005-06-06,3085.179
2005-06-07,3104.508
2005-06-08,3115.913
2005-06-09,3081.478
2005-06-10,3084.448
2005-06-13,3071.477
2005-06-14,3078.776
