Date,WORLD ex USA Standard (Large+Mid Cap)
2001-12-04,2740.088
2001-12-05,2806.134
2001-12-06,2823.351
2001-12-07,2794.299
2001-12-10,2744.089
2001-12-11,2740.397
2001-12-12,2750.809
2001-12-13,2705.343
2001-12-14,2693.204
2001-12-17,2730.974
2001-12-18,2731.153
2001-12-19,2709.003
2001-12-20,2697.962
2001-12-21,2703.247
2001-12-24,2690.634
2001-12-25,2688.675
2001-12-26,2687.59
2001-12-27,2738.908
2001-12-28,2754.116
2001-12-31,2768.343
2002-01-01,2768.343
2002-01-02,2766.55
2002-01-03,2799.067
2002-01-04,2811.766
2002-01-07,2792.224
2002-01-08,2755.814
2002-01-09,2747.653
2002-01-10,2727.166
2002-01-11,2729.853
2002-01-14,2696.075
2002-01-15,2695.429
2002-01-16,2659.62
2002-01-17,2672.643
2002-01-18,2677.676
2002-01-21,2668.141
2002-01-22,2651.732
2002-01-23,2661.289
2002-01-24,2679.966
2002-01-25,2650.646
2002-01-28,2666.35
2002-01-29,2631.658
2002-01-30,2600.503
2002-01-31,2627.768
2002-02-01,2622.719
2002-02-04,2607.839
2002-02-05,2568.038
2002-02-06,2548.396
2002-02-07,2573.495
2002-02-08,2583.519
2002-02-11,2617.74
2002-02-12,2624.915
2002-02-13,2635.058
2002-02-14,2655.81
2002-02-15,2644.058
2002-02-18,2629.3
2002-02-19,2584.355
2002-02-20,2564.683
2002-02-21,2594.269
2002-02-22,2589.753
2002-02-25,2603.005
2002-02-26,2607.673
2002-02-27,2638.708
2002-02-28,2643.953
2002-03-01,2675.383
2002-03-04,2759.39
2002-03-05,2749.591
2002-03-06,2771.773
2002-03-07,2825.718
2002-03-08,2826.612
2002-03-11,2825.443
2002-03-12,2783.342
2002-03-13,2773.696
2002-03-14,2798.21
2002-03-15,2821.641
2002-03-18,2815.049
2002-03-19,2836.833
2002-03-20,2815.279
2002-03-21,2801.152
2002-03-22,2790.858
2002-03-25,2766.261
2002-03-26,2767.74
2002-03-27,2770.999
2002-03-28,2798.021
2002-03-29,2785.824
2002-04-01,2797.799
2002-04-02,2796.806
2002-04-03,2801.375
2002-04-04,2790.133
2002-04-05,2784.853
2002-04-08,2749.024
2002-04-09,2746.128
2002-04-10,2774.184
2002-04-11,2744.552
2002-04-12,2738.578
2002-04-15,2763.103
2002-04-16,2808.667
2002-04-17,2832.783
2002-04-18,2831.067
2002-04-19,2828.341
2002-04-22,2822.46
2002-04-23,2816.47
2002-04-24,2813.744
2002-04-25,2814.072
2002-04-26,2800.364
2002-04-29,2796.567
2002-04-30,2803.924
2002-05-01,2816.891
2002-05-02,2808.754
2002-05-03,2820.661
2002-05-06,2815.355
2002-05-07,2778.508
2002-05-08,2817.125
2002-05-09,2814.077
2002-05-10,2802.869
2002-05-13,2811.7
2002-05-14,2811.315
2002-05-15,2848.853
2002-05-16,2855.031
2002-05-17,2882.58
2002-05-20,2876.802
2002-05-21,2870.464
2002-05-22,2868.391
2002-05-23,2859.192
2002-05-24,2866.114
2002-05-27,2858.215
2002-05-28,2859.106
2002-05-29,2855.698
2002-05-30,2842.948
2002-05-31,2843.113
2002-06-03,2843.059
2002-06-04,2808.322
2002-06-05,2779.862
2002-06-06,2784.266
2002-06-07,2754.785
2002-06-10,2752.4
2002-06-11,2763.569
2002-06-12,2726.164
2002-06-13,2693.622
2002-06-14,2639.69
2002-06-17,2676.346
2002-06-18,2684.483
2002-06-19,2652.5
2002-06-20,2639.266
2002-06-21,2637.908
2002-06-24,2614.317
2002-06-25,2642.542
2002-06-26,2628.192
2002-06-27,2646.049
2002-06-28,2728.544
2002-07-01,2733.15
2002-07-02,2672.337
2002-07-03,2622.731
2002-07-04,2649.078
2002-07-05,2715.148
2002-07-08,2736.328
2002-07-09,2739.294
2002-07-10,2661.587
2002-07-11,2588.296
2002-07-12,2592.446
2002-07-15,2520.735
2002-07-16,2516.168
2002-07-17,2562.275
2002-07-18,2598.736
2002-07-19,2516.11
2002-07-22,2415.866
2002-07-23,2357.682
2002-07-24,2331.33
2002-07-25,2390.125
2002-07-26,2362.12
2002-07-29,2439.297
2002-07-30,2462.334
2002-07-31,2457.531
2002-08-01,2389.78
2002-08-02,2389.732
2002-08-05,2339.151
2002-08-06,2348.327
2002-08-07,2363.052
2002-08-08,2418.7
2002-08-09,2462.168
2002-08-12,2428.463
2002-08-13,2442.642
2002-08-14,2429.634
2002-08-15,2471.534
2002-08-16,2485.582
2002-08-19,2506.681
2002-08-20,2480.737
2002-08-21,2508.545
2002-08-22,2533.842
2002-08-23,2511.396
2002-08-26,2509.803
2002-08-27,2547.429
2002-08-28,2476.53
2002-08-29,2445.29
2002-08-30,2454.313
2002-09-02,2427.926
2002-09-03,2367.884
2002-09-04,2356.486
2002-09-05,2352.838
2002-09-06,2383.144
2002-09-09,2365.804
2002-09-10,2393.08
2002-09-11,2422.108
2002-09-12,2373.428
2002-09-13,2335.085
2002-09-16,2317.094
2002-09-17,2310.753
2002-09-18,2265.974
2002-09-19,2255.887
2002-09-20,2240.172
2002-09-23,2185.832
2002-09-24,2153.928
2002-09-25,2168.615
2002-09-26,2239.199
2002-09-27,2247.697
2002-09-30,2194.654
2002-10-01,2198.47
2002-10-02,2230.066
2002-10-03,2206.952
2002-10-04,2172.247
2002-10-07,2130.351
2002-10-08,2104.163
2002-10-09,2094.143
2002-10-10,2119.62
2002-10-11,2198.746
2002-10-14,2187.22
2002-10-15,2286.909
2002-10-16,2266.446
2002-10-17,2305.105
2002-10-18,2301.629
2002-10-21,2305.85
2002-10-22,2280.415
2002-10-23,2241.228
2002-10-24,2272.803
2002-10-25,2277.723
2002-10-28,2306.734
2002-10-29,2243.699
2002-10-30,2280.679
2002-10-31,2310.137
2002-11-01,2304.211
2002-11-04,2359.752
2002-11-05,2385.49
2002-11-06,2365.079
2002-11-07,2351.789
2002-11-08,2334.457
2002-11-11,2305.496
2002-11-12,2325.596
2002-11-13,2306.313
2002-11-14,2324.208
2002-11-15,2350.631
2002-11-18,2357.566
2002-11-19,2349.246
2002-11-20,2339.494
2002-11-21,2396.774
2002-11-22,2403.715
2002-11-25,2390.45
2002-11-26,2355.643
2002-11-27,2387.789
2002-11-28,2421.703
2002-11-29,2416.817
2002-12-02,2411.125
2002-12-03,2379.963
2002-12-04,2363.398
2002-12-05,2338.676
2002-12-06,2345.62
2002-12-09,2308.459
2002-12-10,2315.783
2002-12-11,2328.838
2002-12-12,2319.742
2002-12-13,2307.905
2002-12-16,2342.319
2002-12-17,2337.935
2002-12-18,2291.9
2002-12-19,2290.581
2002-12-20,2307.526
2002-12-23,2315.7
2002-12-24,2326.676
2002-12-25,2325.187
2002-12-26,2335.272
2002-12-27,2298.332
2002-12-30,2322.348
2002-12-31,2338.944
2003-01-01,2338.944
2003-01-02,2367.64
2003-01-03,2385.967
2003-01-06,2419.179
2003-01-07,2389.491
2003-01-08,2350.761
2003-01-09,2376.849
2003-01-10,2390.647
2003-01-13,2396.497
2003-01-14,2416.577
2003-01-15,2399.311
2003-01-16,2396.523
2003-01-17,2372.971
2003-01-20,2346.175
2003-01-21,2333.528
2003-01-22,2304.308
2003-01-23,2313.131
2003-01-24,2301.628
2003-01-27,2237.295
2003-01-28,2234.158
2003-01-29,2238.116
2003-01-30,2254.994
2003-01-31,2250.036
2003-02-03,2282.676
2003-02-04,2257.209
2003-02-05,2278.242
2003-02-06,2240.345
2003-02-07,2223.029
2003-02-10,2205.371
2003-02-11,2229.78
2003-02-12,2213.613
2003-02-13,2216.243
2003-02-14,2236.546
2003-02-17,2262.766
2003-02-18,2272.343
2003-02-19,2246.595
2003-02-20,2246.753
2003-02-21,2252.135
2003-02-24,2234.987
2003-02-25,2178.432
2003-02-26,2176.058
2003-02-27,2178.952
2003-02-28,2205.937
2003-03-03,2226.451
2003-03-04,2201.115
2003-03-05,2195.325
2003-03-06,2176.598
2003-03-07,2146.921
2003-03-10,2107.768
2003-03-11,2096.13
2003-03-12,2050.31
2003-03-13,2101.332
2003-03-14,2150.563
2003-03-17,2183.881
2003-03-18,2188.716
2003-03-19,2205.513
2003-03-20,2212.025
2003-03-21,2245.824
2003-03-24,2212.103
2003-03-25,2223.86
2003-03-26,2232.75
2003-03-27,2214.475
2003-03-28,2208.183
2003-03-31,2165.057
2003-04-01,2183.909
2003-04-02,2219.879
2003-04-03,2223.938
2003-04-04,2237.91
2003-04-07,2287.558
2003-04-08,2265.669
2003-04-09,2262.196
2003-04-10,2252.416
2003-04-11,2245.83
2003-04-14,2261.758
2003-04-15,2297.359
2003-04-16,2291.108
2003-04-17,2312.575
2003-04-18,2313.318
2003-04-21,2303.782
2003-04-22,2327.521
2003-04-23,2346.882
2003-04-24,2336.683
2003-04-25,2307.343
2003-04-28,2336.114
2003-04-29,2336.644
2003-04-30,2375.199
2003-05-01,2387.422
2003-05-02,2392.881
2003-05-05,2416.624
2003-05-06,2462.797
2003-05-07,2451.036
2003-05-08,2421.312
2003-05-09,2443.472
2003-05-12,2461.556
2003-05-13,2462.181
2003-05-14,2468.467
2003-05-15,2477.671
2003-05-16,2495.566
2003-05-19,2455.234
2003-05-20,2459.13
2003-05-21,2446.768
2003-05-22,2471.267
2003-05-23,2484.176
2003-05-26,2490.106
2003-05-27,2494.705
2003-05-28,2510.343
2003-05-29,2536.605
2003-05-30,2524.657
2003-06-02,2568.346
2003-06-03,2554.608
2003-06-04,2573.407
2003-06-05,2600.101
2003-06-06,2619.971
2003-06-09,2610.404
2003-06-10,2605.962
2003-06-11,2649.597
2003-06-12,2661.847
2003-06-13,2649.951
2003-06-16,2681.789
2003-06-17,2705.938
2003-06-18,2699.736
2003-06-19,2668.661
2003-06-20,2672.509
2003-06-23,2632.23
2003-06-24,2605.579
2003-06-25,2623.294
2003-06-26,2594.811
2003-06-27,2602.942
2003-06-30,2587.464
2003-07-01,2585.138
2003-07-02,2627.706
2003-07-03,2652.362
2003-07-04,2637.243
2003-07-07,2669.366
2003-07-08,2661.402
2003-07-09,2653.826
2003-07-10,2634.688
2003-07-11,2632.274
2003-07-14,2665.567
2003-07-15,2642.281
2003-07-16,2623.865
2003-07-17,2586.431
2003-07-18,2593.149
2003-07-21,2596.013
2003-07-22,2603.805
2003-07-23,2626.888
2003-07-24,2667.14
2003-07-25,2666.75
2003-07-28,2686.604
2003-07-29,2678.011
2003-07-30,2650.702
2003-07-31,2647.222
2003-08-01,2635.267
2003-08-04,2626.82
2003-08-05,2634.924
2003-08-06,2609.789
2003-08-07,2622.455
2003-08-08,2630.739
2003-08-11,2650.346
2003-08-12,2660.953
2003-08-13,2676.766
2003-08-14,2703.166
2003-08-15,2705.276
2003-08-18,2714.492
2003-08-19,2714.834
2003-08-20,2728.052
2003-08-21,2726.884
2003-08-22,2715.65
2003-08-25,2705.602
2003-08-26,2685.88
2003-08-27,2698.403
2003-08-28,2705.899
2003-08-29,2715.991
2003-09-01,2753.462
2003-09-02,2745.802
2003-09-03,2775.648
2003-09-04,2779.962
2003-09-05,2792.234
2003-09-08,2815.113
2003-09-09,2819.96
2003-09-10,2798.386
2003-09-11,2787.926
2003-09-12,2805.847
2003-09-15,2811.325
2003-09-16,2831.223
2003-09-17,2853.547
2003-09-18,2879.555
2003-09-19,2880.76
2003-09-22,2860.778
2003-09-23,2858.512
2003-09-24,2859.725
2003-09-25,2837.59
2003-09-26,2813.582
2003-09-29,2810.897
2003-09-30,2798.046
2003-10-01,2850.707
2003-10-02,2877.921
2003-10-03,2919.599
2003-10-06,2922.206
2003-10-07,2937.949
2003-10-08,2927.637
2003-10-09,2955.863
2003-10-10,2974.948
2003-10-13,2986.094
2003-10-14,2990.473
2003-10-15,2994.733
2003-10-16,3008.651
2003-10-17,2993.848
2003-10-20,3000.536
2003-10-21,3008.457
2003-10-22,2985.012
2003-10-23,2926.72
2003-10-24,2935.697
2003-10-27,2954.802
2003-10-28,2970.946
2003-10-29,2990.139
2003-10-30,2999.858
2003-10-31,2973.482
2003-11-03,2972.355
2003-11-04,2996.017
2003-11-05,2978.415
2003-11-06,2958.672
2003-11-07,2996.733
2003-11-10,2987.635
2003-11-11,2958.752
2003-11-12,2985.055
2003-11-13,3015.989
2003-11-14,3025.73
2003-11-17,2964.868
2003-11-18,2989.048
2003-11-19,2965.178
2003-11-20,2973.736
2003-11-21,2980.731
2003-11-24,2988.626
2003-11-25,3000.326
2003-11-26,3031.149
2003-11-27,3038.083
2003-11-28,3041.351
2003-12-01,3084.763
2003-12-02,3103.51
2003-12-03,3120.017
2003-12-04,3114.368
2003-12-05,3113.299
2003-12-08,3105.667
2003-12-09,3117.087
2003-12-10,3089.98
2003-12-11,3090.975
2003-12-12,3120.981
2003-12-15,3147.199
2003-12-16,3130.449
2003-12-17,3132.81
2003-12-18,3150.406
2003-12-19,3161.449
2003-12-22,3174.404
2003-12-23,3186.937
2003-12-24,3199.57
2003-12-25,3200.087
2003-12-26,3204.936
2003-12-29,3225.361
2003-12-30,3254.176
2003-12-31,3274.785
2004-01-01,3274.785
2004-01-02,3298.594
2004-01-05,3346.628
2004-01-06,3359.394
2004-01-07,3335.324
2004-01-08,3366.361
2004-01-09,3383.353
2004-01-12,3372.46
2004-01-13,3371.439
2004-01-14,3374.022
2004-01-15,3348.2
2004-01-16,3339.535
2004-01-19,3347.59
2004-01-20,3380.942
2004-01-21,3401.848
2004-01-22,3423.663
2004-01-23,3418.838
2004-01-26,3383.991
2004-01-27,3396.386
2004-01-28,3394.118
2004-01-29,3322.167
2004-01-30,3320.668
2004-02-02,3330.918
2004-02-03,3344.322
2004-02-04,3312.85
2004-02-05,3328.392
2004-02-06,3367.506
2004-02-09,3391.241
2004-02-10,3396.878
2004-02-11,3399.268
2004-02-12,3432.358
2004-02-13,3428.967
2004-02-16,3436.602
2004-02-17,3471.43
2004-02-18,3467.375
2004-02-19,3464.527
2004-02-20,3415.211
2004-02-23,3424.472
2004-02-24,3411.556
2004-02-25,3393.914
2004-02-26,3378.045
2004-02-27,3397.636
2004-03-01,3447.066
2004-03-02,3427.68
2004-03-03,3383.746
2004-03-04,3404.324
2004-03-05,3453.05
2004-03-08,3441.363
2004-03-09,3434.978
2004-03-10,3382.406
2004-03-11,3316.885
2004-03-12,3301.397
2004-03-15,3276.295
2004-03-16,3321.025
2004-03-17,3346.657
2004-03-18,3361.488
2004-03-19,3358.864
2004-03-22,3314.553
2004-03-23,3309.641
2004-03-24,3300.162
2004-03-25,3334.329
2004-03-26,3344.035
2004-03-29,3382.153
2004-03-30,3389.109
2004-03-31,3415.986
2004-04-01,3459.341
2004-04-02,3460.045
2004-04-05,3454.694
2004-04-06,3455.64
2004-04-07,3477.593
2004-04-08,3472.04
2004-04-09,3460.743
2004-04-12,3467.666
2004-04-13,3447.222
2004-04-14,3393.927
2004-04-15,3379.035
2004-04-16,3417.091
2004-04-19,3413.113
2004-04-20,3419.87
2004-04-21,3379.207
2004-04-22,3389.663
2004-04-23,3402.461
2004-04-26,3419.939
2004-04-27,3414.563
2004-04-28,3362.041
2004-04-29,3355.882
2004-04-30,3329.345
2004-05-03,3336.36
2004-05-04,3381.987
2004-05-05,3408.752
2004-05-06,3349.55
2004-05-07,3287.805
2004-05-10,3165.014
2004-05-11,3184.094
2004-05-12,3204.284
2004-05-13,3187.983
2004-05-14,3176.619
2004-05-17,3149.033
2004-05-18,3171.299
2004-05-19,3254.945
2004-05-20,3213.015
2004-05-21,3252.006
2004-05-24,3258.255
2004-05-25,3267.805
2004-05-26,3297.496
2004-05-27,3353.109
2004-05-28,3342.352
2004-05-31,3348.041
2004-06-01,3339.225
2004-06-02,3350.789
2004-06-03,3332.709
2004-06-04,3351.642
2004-06-07,3416.813
2004-06-08,3419.034
2004-06-09,3380.793
2004-06-10,3390.938
2004-06-11,3367.028
2004-06-14,3338.421
2004-06-15,3355.769
2004-06-16,3378.687
2004-06-17,3389.967
2004-06-18,3404.565
2004-06-21,3411.231
2004-06-22,3383.609
2004-06-23,3392.676
2004-06-24,3442.559
2004-06-25,3430.595
2004-06-28,3462.35
2004-06-29,3433.288
2004-06-30,3426.734
2004-07-01,3427.942
2004-07-02,3428.454
2004-07-05,3407.215
2004-07-06,3394.419
2004-07-07,3410.058
2004-07-08,3416.85
2004-07-09,3424.427
2004-07-12,3427.897
2004-07-13,3412.075
2004-07-14,3409.419
2004-07-15,3379.445
2004-07-16,3406.142
2004-07-19,3397.155
2004-07-20,3382.531
2004-07-21,3371.579
2004-07-22,3342.187
2004-07-23,3303.776
2004-07-26,3285.815
2004-07-27,3273.237
2004-07-28,3281.388
2004-07-29,3308.216
2004-07-30,3322.738
2004-08-02,3322.858
2004-08-03,3334.859
2004-08-04,3303.236
2004-08-05,3302.322
2004-08-06,3295.445
2004-08-09,3269.031
2004-08-10,3292.01
2004-08-11,3264.571
2004-08-12,3258.96
2004-08-13,3265.081
2004-08-16,3278.563
2004-08-17,3286.499
2004-08-18,3288.173
2004-08-19,3321.471
2004-08-20,3313.783
2004-08-23,3321.59
2004-08-24,3304.692
2004-08-25,3313.013
2004-08-26,3332.407
2004-08-27,3345.752
2004-08-30,3337.971
2004-08-31,3337.353
2004-09-01,3364.034
2004-09-02,3370.901
2004-09-03,3350.774
2004-09-06,3378.06
2004-09-07,3386.967
2004-09-08,3394.366
2004-09-09,3376.992
2004-09-10,3409.194
2004-09-13,3424.209
2004-09-14,3432.624
2004-09-15,3387.891
2004-09-16,3398.454
2004-09-17,3408.196
2004-09-20,3400.914
2004-09-21,3434.644
2004-09-22,3415.31
2004-09-23,3413.132
2004-09-24,3402.158
2004-09-27,3386.369
2004-09-28,3399.306
2004-09-29,3412.355
2004-09-30,3435.178
2004-10-01,3480.246
2004-10-04,3489.736
2004-10-05,3503.946
2004-10-06,3508.291
2004-10-07,3500.142
2004-10-08,3525.193
2004-10-11,3520.655
2004-10-12,3473.781
2004-10-13,3465.635
2004-10-14,3470.043
2004-10-15,3483.447
2004-10-18,3477.307
2004-10-19,3508.595
2004-10-20,3497.863
2004-10-21,3513.041
2004-10-22,3518.839
2004-10-25,3503.856
2004-10-26,3512.455
2004-10-27,3544.498
2004-10-28,3568.94
2004-10-29,3558.888
2004-11-01,3578.522
2004-11-02,3603.332
2004-11-03,3639.221
2004-11-04,3655.657
2004-11-05,3686.648
2004-11-08,3686.241
2004-11-09,3674.459
2004-11-10,3673.238
2004-11-11,3688.685
2004-11-12,3724.613
2004-11-15,3738.638
2004-11-16,3730.87
2004-11-17,3769.668
2004-11-18,3755.08
2004-11-19,3762.254
2004-11-22,3732.232
2004-11-23,3744.266
2004-11-24,3765.625
2004-11-25,3807.899
2004-11-26,3804.064
2004-11-29,3816.217
2004-11-30,3796.596
2004-12-01,3820.339
2004-12-02,3836.533
2004-12-03,3856.755
2004-12-06,3848.595
2004-12-07,3844.47
2004-12-08,3790.198
2004-12-09,3758.18
2004-12-10,3752.579
2004-12-13,3798.091
2004-12-14,3803.916
2004-12-15,3846.881
2004-12-16,3825.557
2004-12-17,3808.172
2004-12-20,3856.288
2004-12-21,3843.794
2004-12-22,3867.578
2004-12-23,3895.256
2004-12-24,3919.19
2004-12-27,3937.336
2004-12-28,3939.916
2004-12-29,3926.668
2004-12-30,3956.064
2004-12-31,3957.319
2005-01-03,3939.58
2005-01-04,3899.66
2005-01-05,3869.682
2005-01-06,3853.624
2005-01-07,3843.408
2005-01-10,3858.506
2005-01-11,3864.213
2005-01-12,3880.417
2005-01-13,3866.326
2005-01-14,3856.069
2005-01-17,3871.07
2005-01-18,3852.993
2005-01-19,3859.274
2005-01-20,3815.824
2005-01-21,3823.381
2005-01-24,3840.04
2005-01-25,3826.53
2005-01-26,3871.45
2005-01-27,3871.202
2005-01-28,3851.068
2005-01-31,3879.731
2005-02-01,3891.295
2005-02-02,3911.29
2005-02-03,3884.365
2005-02-04,3914.069
2005-02-07,3906.976
2005-02-08,3888.33
2005-02-09,3892.329
2005-02-10,3924.645
2005-02-11,3946.146
2005-02-14,3981.097
2005-02-15,3993.914
2005-02-16,3975.832
2005-02-17,3995.861
2005-02-18,4004.279
2005-02-21,4005.779
2005-02-22,4024.076
2005-02-23,3985.513
2005-02-24,3984.708
2005-02-25,4026.859
2005-02-28,4053.245
2005-03-01,4052.501
2005-03-02,4039.69
2005-03-03,4046.034
2005-03-04,4101.977
2005-03-07,4088.229
2005-03-08,4114.422
2005-03-09,4108.917
2005-03-10,4085.229
2005-03-11,4105.357
2005-03-14,4071.852
2005-03-15,4084.577
2005-03-16,4082.931
2005-03-17,4066.277
2005-03-18,4056.207
2005-03-21,4024.823
2005-03-22,4034.851
2005-03-23,3962.565
2005-03-24,3957.587
2005-03-25,3961.584
2005-03-28,3945.518
2005-03-29,3937.327
2005-03-30,3939.218
2005-03-31,3962.824
2005-04-01,3970.071
2005-04-04,3918.502
2005-04-05,3947.741
2005-04-06,3963.971
2005-04-07,3987.681
2005-04-08,3983.048
2005-04-11,3998.226
2005-04-12,3962.257
2005-04-13,3980.231
2005-04-14,3937.621
2005-04-15,3908.623
2005-04-18,3848.442
2005-04-19,3891.623
2005-04-20,3891.439
2005-04-21,3892.351
2005-04-22,3923.063
2005-04-25,3917.832
2005-04-26,3899.032
2005-04-27,3864.211
2005-04-28,3852.09
2005-04-29,3866.028
2005-05-02,3863.133
2005-05-03,3880.32
2005-05-04,3918.486
2005-05-05,3931.281
2005-05-06,3938.164
2005-05-09,3920.383
2005-05-10,3909.771
2005-05-11,3886.228
2005-05-12,3868.382
2005-05-13,3842.693
2005-05-16,3816.355
2005-05-17,3816.016
2005-05-18,3849.329
2005-05-19,3875.214
2005-05-20,3856.221
2005-05-23,3890.115
2005-05-24,3893.714
2005-05-25,3883.046
2005-05-26,3884.076
2005-05-27,3897.998
2005-05-30,3908.063
2005-05-31,3876.977
2005-06-01,3898.559
2005-06-02,3904.167
2005-06-03,3904.801
2005-06-06,3905.953
2005-06-07,3930.611
2005-06-08,3945.099
2005-06-09,3901.531
2005-06-10,3905.301
2005-06-13,3888.906
2005-06-14,3898.15
