Date,WORLD ex USA Standard (Large+Mid Cap)
2001-01-01,3511.139
2001-01-02,3493.764
2001-01-03,3467.806
2001-01-04,3508.052
2001-01-05,3513.48
2001-01-08,3495.618
2001-01-09,3437.252
2001-01-10,3415.762
2001-01-11,3443.581
2001-01-12,3456.414
2001-01-15,3448.632
2001-01-16,3431.632
2001-01-17,3469.22
2001-01-18,3503.742
2001-01-19,3491.874
2001-01-22,3495.768
2001-01-23,3499.736
2001-01-24,3473.043
2001-01-25,3478.257
2001-01-26,3473.926
2001-01-29,3478.246
2001-01-30,3492.264
2001-01-31,3517.78
2001-02-01,3527.017
2001-02-02,3484.24
2001-02-05,3484.027
2001-02-06,3472.677
2001-02-07,3440.277
2001-02-08,3398.672
2001-02-09,3377.531
2001-02-12,3409.785
2001-02-13,3389.618
2001-02-14,3356.974
2001-02-15,3355.172
2001-02-16,3319.198
2001-02-19,3314.797
2001-02-20,3275.621
2001-02-21,3249.974
2001-02-22,3235.822
2001-02-23,3208.636
2001-02-26,3233.278
2001-02-27,3253.388
2001-02-28,3239.462
2001-03-01,3232.718
2001-03-02,3216.039
2001-03-05,3228.466
2001-03-06,3278.166
2001-03-07,3274.705
2001-03-08,3272.03
2001-03-09,3244.351
2001-03-12,3158.151
2001-03-13,3090.74
2001-03-14,3034.718
2001-03-15,3069.332
2001-03-16,2991.556
2001-03-19,2987.967
2001-03-20,3023.343
2001-03-21,3008.521
2001-03-22,2878.738
2001-03-23,2962.395
2001-03-26,3062.757
2001-03-27,3109.232
2001-03-28,3068.069
2001-03-29,3020.342
2001-03-30,3021.272
2001-04-02,2998.407
2001-04-03,2958.884
2001-04-04,3008.359
2001-04-05,3055.496
2001-04-06,3061.704
2001-04-09,3063.99
2001-04-10,3083.652
2001-04-11,3094.807
2001-04-12,3127.867
2001-04-13,3124.871
2001-04-16,3098.133
2001-04-17,3083.814
2001-04-18,3151.887
2001-04-19,3201.459
2001-04-20,3203.013
2001-04-23,3176.387
2001-04-24,3171.113
2001-04-25,3181.622
2001-04-26,3212.622
2001-04-27,3222.16
2001-04-30,3233.347
2001-05-01,3272.128
2001-05-02,3273.689
2001-05-03,3241.371
2001-05-04,3257.729
2001-05-07,3268.063
2001-05-08,3235.334
2001-05-09,3210.721
2001-05-10,3241.557
2001-05-11,3215.395
2001-05-14,3159.626
2001-05-15,3199.085
2001-05-16,3202.502
2001-05-17,3235.375
2001-05-18,3232.423
2001-05-21,3256.438
2001-05-22,3252.991
2001-05-23,3232.608
2001-05-24,3223.212
2001-05-25,3202.84
2001-05-28,3204.173
2001-05-29,3188.209
2001-05-30,3147.777
2001-05-31,3129.42
2001-06-01,3124.819
2001-06-04,3135.536
2001-06-05,3152.886
2001-06-06,3135.268
2001-06-07,3143.65
2001-06-08,3134.628
2001-06-11,3088.076
2001-06-12,3043.548
2001-06-13,3064.835
2001-06-14,3055.498
2001-06-15,3035.08
2001-06-18,3006.469
2001-06-19,3002.095
2001-06-20,2980.457
2001-06-21,2995.443
2001-06-22,3011.954
2001-06-25,3018.589
2001-06-26,2989.917
2001-06-27,2979.691
2001-06-28,2971.633
2001-06-29,3002.99
2001-07-02,3027.366
2001-07-03,3007.773
2001-07-04,2986.15
2001-07-05,2941.871
2001-07-06,2896.161
2001-07-09,2901.226
2001-07-10,2910.008
2001-07-11,2889.139
2001-07-12,2910.835
2001-07-13,2915.315
2001-07-16,2908.748
2001-07-17,2875.831
2001-07-18,2883.539
2001-07-19,2912.065
2001-07-20,2903.79
2001-07-23,2878.228
2001-07-24,2871.771
2001-07-25,2864.038
2001-07-26,2872.575
2001-07-27,2900.194
2001-07-30,2911.153
2001-07-31,2950.507
2001-08-01,2974.809
2001-08-02,3003.158
2001-08-03,2983.983
2001-08-06,2971.676
2001-08-07,2972.033
2001-08-08,2942.901
2001-08-09,2912.673
2001-08-10,2914.78
2001-08-13,2919.861
2001-08-14,2962.487
2001-08-15,2987.871
2001-08-16,2957.569
2001-08-17,2930.431
2001-08-20,2911.826
2001-08-21,2938.979
2001-08-22,2958.678
2001-08-23,2938.068
2001-08-24,2968.203
2001-08-27,2969.792
2001-08-28,2939.783
2001-08-29,2927.989
2001-08-30,2874.71
2001-08-31,2872.38
2001-09-03,2832.308
2001-09-04,2843.604
2001-09-05,2797.812
2001-09-06,2756.663
2001-09-07,2731.524
2001-09-10,2687.634
2001-09-11,2601.488
2001-09-12,2575.789
2001-09-13,2607.314
2001-09-14,2558.996
2001-09-17,2564.384
2001-09-18,2555.563
2001-09-19,2545.02
2001-09-20,2466.092
2001-09-21,2380.872
2001-09-24,2461.812
2001-09-25,2504.116
2001-09-26,2513.345
2001-09-27,2529.739
2001-09-28,2583.163
2001-10-01,2563.564
2001-10-02,2590.402
2001-10-03,2594.689
2001-10-04,2656.572
2001-10-05,2659.921
2001-10-08,2658.727
2001-10-09,2638.585
2001-10-10,2661.549
2001-10-11,2685.749
2001-10-12,2695.779
2001-10-15,2656.678
2001-10-16,2678.748
2001-10-17,2719.525
2001-10-18,2668.443
2001-10-19,2630.663
2001-10-22,2644.305
2001-10-23,2691.054
2001-10-24,2704.448
2001-10-25,2684.229
2001-10-26,2712.78
2001-10-29,2685.371
2001-10-30,2642.073
2001-10-31,2646.364
2001-11-01,2674.249
2001-11-02,2676.736
2001-11-05,2709.075
2001-11-06,2721.296
2001-11-07,2724.215
2001-11-08,2754.164
2001-11-09,2734.125
2001-11-12,2690.574
2001-11-13,2713.423
2001-11-14,2719.399
2001-11-15,2731.539
2001-11-16,2754.338
2001-11-19,2773.34
2001-11-20,2757.196
2001-11-21,2740.282
2001-11-22,2759.812
2001-11-23,2744.224
2001-11-26,2761.414
2001-11-27,2744.505
2001-11-28,2716.833
2001-11-29,2717.553
2001-11-30,2750.586
2001-12-03,2713.991
