Date,AUSTRALIA MID GROWTH Mid Cap
2004-11-30,514.154
2004-12-31,543.844
2005-01-31,552.998
2005-02-28,568.963
2005-03-31,563.428
2005-04-29,538.071
2005-05-31,519.325
2005-06-30,564.753
2005-07-29,571.261
2005-08-31,584.271
2005-09-30,614.457
2005-10-31,564.612
2005-11-30,602.245
2005-12-30,623.111
2006-01-31,645.56
2006-02-28,630.572
2006-03-31,645.865
2006-04-28,703.837
2006-05-31,661.08
2006-06-30,658.419
2006-07-31,664.973
2006-08-31,648.747
2006-09-29,659.527
2006-10-31,729.827
2006-11-30,790.55
2006-12-29,817.845
2007-01-31,800.359
2007-02-28,856.454
2007-03-30,921.764
2007-04-30,985.215
2007-05-31,1000.0
2007-06-29,1028.055
2007-07-31,1011.698
2007-08-31,964.706
2007-09-28,1135.128
2007-10-31,1206.616
2007-11-30,1156.965
2007-12-31,1122.663
2008-01-31,1039.595
2008-02-29,1102.516
2008-03-31,1007.091
2008-04-30,1122.6
2008-05-30,1149.705
2008-06-30,1106.723
2008-07-31,1025.53
2008-08-29,992.775
2008-09-30,784.433
2008-10-31,537.627
2008-11-28,463.052
2008-12-31,514.251
2009-01-30,463.5
2009-02-27,433.313
2009-03-31,489.284
2009-04-30,568.353
2009-05-29,643.296
2009-06-30,655.407
2009-07-31,715.963
2009-08-31,775.081
2009-09-30,849.744
2009-10-30,852.003
2009-11-30,878.848
2009-12-31,918.374
2010-01-29,836.581
2010-02-26,836.025
2010-03-31,913.565
2010-04-30,909.854
2010-05-31,764.44
2010-06-30,734.188
2010-07-30,810.828
2010-08-31,781.601
2010-09-30,883.795
2010-10-29,898.499
2010-11-30,884.095
2010-12-31,1002.339
2011-01-31,969.0
2011-02-28,1030.029
2011-03-31,1036.303
2011-04-29,1057.495
2011-05-31,1025.779
2011-06-30,987.761
2011-07-29,1023.172
2011-08-31,942.238
2011-09-30,756.387
2011-10-31,891.905
2011-11-30,829.0
2011-12-30,829.282
2012-01-31,909.668
2012-02-29,948.48
2012-03-30,925.009
2012-04-30,924.013
2012-05-31,780.275
2012-06-29,802.28
2012-07-31,830.821
2012-08-31,822.404
2012-09-28,839.021
2012-10-31,853.703
2012-11-30,854.548
2012-12-31,876.667
2013-01-31,928.312
2013-02-28,941.207
2013-03-29,944.911
2013-04-30,942.857
2013-05-31,876.024
2013-06-28,804.031
2013-07-31,792.52
2013-08-30,810.159
2013-09-30,889.54
2013-10-31,908.215
2013-11-29,858.156
2013-12-31,852.776
2014-01-31,821.006
2014-02-28,905.958
2014-03-31,938.601
2014-04-30,944.692
2014-05-30,970.596
2014-06-30,965.833
2014-07-31,1001.434
2014-08-29,1026.588
2014-09-30,925.794
2014-10-31,962.821
2014-11-28,924.763
2014-12-31,920.786
2015-01-30,916.103
2015-02-27,979.49
2015-03-31,961.238
2015-04-30,982.702
2015-05-29,984.722
2015-06-30,929.186
2015-07-31,956.144
2015-08-31,878.411
2015-09-30,861.948
2015-10-30,915.733
2015-11-30,950.977
2015-12-31,961.04
2016-01-29,896.877
2016-02-29,933.011
2016-03-31,1038.84
2016-04-29,1049.055
2016-05-31,1048.257
2016-06-30,1065.386
2016-07-29,1157.947
2016-08-31,1139.133
2016-09-30,1135.444
2016-10-31,1085.12
2016-11-30,1059.944
2016-12-30,1080.27
2017-01-31,1123.098
2017-02-28,1174.192
2017-03-31,1214.199
2017-04-28,1214.474
2017-05-31,1231.523
2017-06-30,1279.871
2017-07-31,1290.834
2017-08-31,1309.118
2017-09-29,1291.204
2017-10-31,1356.705
2017-11-30,1384.668
2017-12-29,1441.13
2018-01-31,1483.803
2018-02-28,1452.294
2018-03-30,1387.93
2018-04-30,1442.664
2018-05-31,1452.113
2018-06-29,1473.628
2018-07-31,1513.545
2018-08-31,1505.084
2018-09-28,1471.41
2018-10-31,1336.729
2018-11-30,1276.755
2018-12-31,1197.087
2019-01-31,1308.668
2019-02-28,1327.723
2019-03-29,1320.788
2019-04-30,1368.461
2019-05-31,1350.723
2019-06-28,1418.3
2019-07-31,1441.216
2019-08-30,1405.196
2019-09-30,1419.468
2019-10-31,1462.946
2019-11-29,1503.251
2019-12-31,1505.195
2020-01-31,1492.431
2020-02-28,1275.491
2020-03-31,915.968
2020-04-30,1106.929
2020-05-29,1168.074
2020-06-30,1233.782
2020-07-31,1303.489
2020-08-31,1390.043
2020-09-30,1322.23
2020-10-30,1342.88
2020-11-30,1484.075
2020-12-31,1528.37
2021-01-29,1509.172
2021-02-26,1474.956
2021-03-31,1530.42
2021-04-30,1623.845
2021-05-31,1675.76
2021-06-30,1674.75
2021-07-30,1615.368
2021-08-31,1701.019
2021-09-30,1677.031
2021-10-29,1731.866
2021-11-30,1655.437
2021-12-31,1730.047
2022-01-31,1490.222
2022-02-28,1547.555
2022-03-31,1669.032
2022-04-29,1560.95
2022-05-31,1509.675
2022-06-30,1355.658
2022-07-29,1472.045
2022-08-31,1454.648
2022-09-30,1272.522
2022-10-31,1338.239
2022-11-30,1454.147
2022-12-30,1398.645
2023-01-31,1551.006
2023-02-28,1497.698
2023-03-31,1503.889
2023-04-28,1536.507
2023-05-31,1498.948
2023-06-30,1571.347
2023-07-31,1628.564
2023-08-31,1552.936
2023-09-29,1481.091
2023-10-31,1377.275
2023-11-30,1503.909
2023-12-29,1639.888
2024-01-31,1608.739
2024-02-29,1694.014
2024-03-29,1746.371
2024-04-30,1682.613
2024-05-31,1702.766
2024-06-28,1698.095
2024-07-31,1710.841
2024-08-30,1799.799
2024-09-30,1916.992
2024-10-31,1755.339
2024-11-29,1877.421
2024-12-31,1700.788
2025-01-31,1810.091
2025-02-28,1758.477
2025-03-31,1658.069
2025-04-30,1756.142
2025-05-30,1859.834
2025-06-30,1887.987
2025-07-31,1848.595
2025-08-29,1900.839
2025-09-30,1931.293
