Date,AUSTRALIA MID GROWTH Mid Cap
2012-05-31,802.028
2012-06-29,826.001
2012-07-31,855.385
2012-08-31,846.807
2012-09-28,864.19
2012-10-31,879.313
2012-11-30,880.183
2012-12-31,903.856
2013-01-31,957.103
2013-02-28,970.662
2013-03-29,974.637
2013-04-30,972.519
2013-05-31,903.583
2013-06-28,830.38
2013-07-31,818.493
2013-08-30,837.008
2013-09-30,919.209
2013-10-31,938.507
2013-11-29,886.778
2013-12-31,882.425
2014-01-31,849.55
2014-02-28,937.95
2014-03-31,972.001
2014-04-30,978.309
2014-05-30,1005.135
2014-06-30,1002.364
2014-07-31,1039.311
2014-08-29,1065.987
2014-09-30,961.518
2014-10-31,999.973
2014-11-28,960.484
2014-12-31,957.769
2015-01-30,952.899
2015-02-27,1019.374
2015-03-31,1000.714
2015-04-30,1023.059
2015-05-29,1025.162
2015-06-30,969.073
2015-07-31,997.188
2015-08-31,916.56
2015-09-30,899.735
2015-10-30,955.877
2015-11-30,992.667
2015-12-31,1004.644
2016-01-29,937.569
2016-02-29,975.499
2016-03-31,1086.537
2016-04-29,1097.221
2016-05-31,1096.386
2016-06-30,1115.872
2016-07-29,1212.818
2016-08-31,1193.304
2016-09-30,1189.824
2016-10-31,1137.09
2016-11-30,1110.708
2016-12-30,1133.087
2017-01-31,1178.009
2017-02-28,1231.803
2017-03-31,1274.31
2017-04-28,1274.599
2017-05-31,1292.493
2017-06-30,1344.522
2017-07-31,1356.038
2017-08-31,1375.539
2017-09-29,1357.289
2017-10-31,1426.143
2017-11-30,1455.537
2017-12-29,1516.189
2018-01-31,1561.085
2018-02-28,1528.471
2018-03-30,1461.076
2018-04-30,1518.695
2018-05-31,1528.749
2018-06-29,1552.537
2018-07-31,1594.591
2018-08-31,1586.085
2018-09-28,1551.14
2018-10-31,1409.162
2018-11-30,1345.938
2018-12-31,1262.612
2019-01-31,1380.3
2019-02-28,1400.42
2019-03-29,1393.517
2019-04-30,1443.814
2019-05-31,1425.183
2019-06-28,1498.292
2019-07-31,1522.5
2019-08-30,1484.6
2019-09-30,1499.986
2019-10-31,1545.93
2019-11-29,1588.606
2019-12-31,1592.449
2020-01-31,1578.945
2020-02-28,1350.093
2020-03-31,969.675
2020-04-30,1171.833
2020-05-29,1236.669
2020-06-30,1306.889
2020-07-31,1380.726
2020-08-31,1472.676
2020-09-30,1401.171
2020-10-30,1423.054
2020-11-30,1572.679
2020-12-31,1620.07
2021-01-29,1599.72
2021-02-26,1564.366
2021-03-31,1623.479
2021-04-30,1722.584
2021-05-31,1777.724
2021-06-30,1777.102
2021-07-30,1714.091
2021-08-31,1805.182
2021-09-30,1779.725
2021-10-29,1837.918
2021-11-30,1757.328
2021-12-31,1836.53
2022-01-31,1581.944
2022-02-28,1642.806
2022-03-31,1772.024
2022-04-29,1657.272
2022-05-31,1603.2
2022-06-30,1439.965
2022-07-29,1563.589
2022-08-31,1545.134
2022-09-30,1351.723
2022-10-31,1421.53
2022-11-30,1544.651
2022-12-30,1486.62
2023-01-31,1648.564
2023-02-28,1591.904
2023-03-31,1598.565
2023-04-28,1633.236
2023-05-31,1593.312
2023-06-30,1670.564
2023-07-31,1731.394
2023-08-31,1650.991
2023-09-29,1574.894
2023-10-31,1464.503
2023-11-30,1599.157
2023-12-29,1743.748
2024-01-31,1710.626
2024-02-29,1801.302
2024-03-29,1857.38
2024-04-30,1789.569
2024-05-31,1811.003
2024-06-28,1806.653
2024-07-31,1820.214
2024-08-30,1914.89
2024-09-30,2040.215
2024-10-31,1868.171
2024-11-29,1998.1
2024-12-31,1810.113
2025-01-31,1926.443
2025-02-28,1871.511
2025-03-31,1765.342
2025-04-30,1869.76
2025-05-30,1980.16
2025-06-30,2010.135
2025-07-31,1968.194
2025-08-29,2023.818
2025-09-30,2056.432
