Date,AUSTRALIA MID GROWTH Mid Cap
2001-08-03,363.994
2001-08-06,366.626
2001-08-07,364.823
2001-08-08,366.424
2001-08-09,365.903
2001-08-10,366.336
2001-08-13,368.125
2001-08-14,367.54
2001-08-15,372.712
2001-08-16,369.187
2001-08-17,376.444
2001-08-20,368.109
2001-08-21,369.45
2001-08-22,374.171
2001-08-23,370.455
2001-08-24,371.131
2001-08-27,372.5
2001-08-28,382.554
2001-08-29,380.555
2001-08-30,377.933
2001-08-31,365.964
2001-09-03,366.455
2001-09-04,369.184
2001-09-05,369.337
2001-09-06,374.835
2001-09-07,367.613
2001-09-10,359.754
2001-09-11,364.27
2001-09-12,348.743
2001-09-13,347.146
2001-09-14,339.07
2001-09-17,303.722
2001-09-18,301.748
2001-09-19,307.27
2001-09-20,297.205
2001-09-21,296.198
2001-09-24,296.143
2001-09-25,297.512
2001-09-26,298.581
2001-09-27,297.756
2001-09-28,311.712
2001-10-01,314.664
2001-10-02,319.085
2001-10-03,323.321
2001-10-04,322.965
2001-10-05,331.833
2001-10-08,332.901
2001-10-09,330.033
2001-10-10,327.836
2001-10-11,330.477
2001-10-12,329.709
2001-10-15,332.742
2001-10-16,334.188
2001-10-17,340.801
2001-10-18,335.814
2001-10-19,334.647
2001-10-22,334.89
2001-10-23,338.649
2001-10-24,339.284
2001-10-25,340.032
2001-10-26,340.676
2001-10-29,340.68
2001-10-30,341.069
2001-10-31,339.205
2001-11-01,344.033
2001-11-02,348.225
2001-11-05,343.85
2001-11-06,354.859
2001-11-07,353.201
2001-11-08,355.081
2001-11-09,348.58
2001-11-12,352.802
2001-11-13,352.629
2001-11-14,355.207
2001-11-15,353.109
2001-11-16,355.46
2001-11-19,359.38
2001-11-20,359.372
2001-11-21,357.563
2001-11-22,355.181
2001-11-23,358.359
2001-11-26,357.631
2001-11-27,360.982
2001-11-28,359.64
2001-11-29,354.274
2001-11-30,349.622
2001-12-03,344.011
2001-12-04,341.986
2001-12-05,339.46
2001-12-06,341.047
2001-12-07,337.464
2001-12-10,335.006
2001-12-11,340.51
2001-12-12,337.161
2001-12-13,337.735
2001-12-14,336.387
2001-12-17,335.431
2001-12-18,335.212
2001-12-19,336.88
2001-12-20,334.142
2001-12-21,339.965
2001-12-24,342.375
2001-12-25,342.375
2001-12-26,342.139
2001-12-27,343.452
2001-12-28,347.623
2001-12-31,350.99
2002-01-01,350.99
2002-01-02,354.945
2002-01-03,351.444
2002-01-04,355.424
2002-01-07,353.115
2002-01-08,352.533
2002-01-09,350.929
2002-01-10,341.29
2002-01-11,340.297
2002-01-14,335.609
2002-01-15,334.264
2002-01-16,335.972
2002-01-17,332.237
2002-01-18,330.457
2002-01-21,332.454
2002-01-22,333.893
2002-01-23,332.91
2002-01-24,332.891
2002-01-25,333.01
2002-01-28,332.076
2002-01-29,331.109
2002-01-30,324.45
2002-01-31,324.813
2002-02-01,323.277
2002-02-04,322.809
2002-02-05,322.982
2002-02-06,320.171
2002-02-07,320.375
2002-02-08,327.303
2002-02-11,329.615
2002-02-12,326.441
2002-02-13,326.472
2002-02-14,329.966
2002-02-15,327.837
2002-02-18,326.299
2002-02-19,326.05
2002-02-20,323.203
2002-02-21,325.493
2002-02-22,324.05
2002-02-25,321.389
2002-02-26,320.831
2002-02-27,311.103
2002-02-28,309.441
2002-03-01,314.187
2002-03-04,311.677
2002-03-05,311.633
2002-03-06,316.198
2002-03-07,324.01
2002-03-08,322.693
2002-03-11,321.153
2002-03-12,318.95
2002-03-13,317.704
2002-03-14,320.4
2002-03-15,321.711
2002-03-18,322.972
2002-03-19,320.389
2002-03-20,323.903
2002-03-21,323.935
2002-03-22,324.329
2002-03-25,319.543
2002-03-26,316.403
2002-03-27,317.461
2002-03-28,320.657
2002-03-29,320.657
2002-04-01,321.227
2002-04-02,318.879
2002-04-03,318.56
2002-04-04,321.109
2002-04-05,322.453
2002-04-08,318.582
2002-04-09,318.695
2002-04-10,321.044
2002-04-11,321.65
2002-04-12,320.561
2002-04-15,318.711
2002-04-16,318.995
2002-04-17,322.901
2002-04-18,322.45
2002-04-19,320.799
2002-04-22,319.097
2002-04-23,315.644
2002-04-24,310.785
2002-04-25,312.105
2002-04-26,315.145
2002-04-29,309.172
2002-04-30,304.975
2002-05-01,305.963
2002-05-02,308.384
2002-05-03,308.3
2002-05-06,304.508
2002-05-07,305.551
2002-05-08,307.741
2002-05-09,307.597
2002-05-10,305.925
2002-05-13,302.798
2002-05-14,300.72
2002-05-15,305.619
2002-05-16,310.33
2002-05-17,316.375
2002-05-20,309.267
2002-05-21,308.041
2002-05-22,312.922
2002-05-23,309.797
2002-05-24,311.009
2002-05-27,309.377
2002-05-28,309.552
2002-05-29,306.729
2002-05-30,308.306
2002-05-31,310.87
2002-06-03,312.046
2002-06-04,311.246
2002-06-05,304.669
2002-06-06,305.784
2002-06-07,305.202
2002-06-10,303.179
2002-06-11,293.473
2002-06-12,292.714
2002-06-13,293.04
2002-06-14,284.552
2002-06-17,282.48
2002-06-18,290.241
2002-06-19,289.433
2002-06-20,294.791
2002-06-21,296.167
2002-06-24,296.009
2002-06-25,296.113
2002-06-26,288.174
2002-06-27,290.077
2002-06-28,289.803
2002-07-01,285.525
2002-07-02,286.025
2002-07-03,285.294
2002-07-04,284.822
2002-07-05,282.43
2002-07-08,287.291
2002-07-09,290.587
2002-07-10,285.453
2002-07-11,276.184
2002-07-12,277.913
2002-07-15,277.457
2002-07-16,270.297
2002-07-17,262.517
2002-07-18,265.15
2002-07-19,259.368
2002-07-22,258.235
2002-07-23,257.041
2002-07-24,248.772
2002-07-25,255.645
2002-07-26,251.553
2002-07-29,251.912
2002-07-30,258.374
2002-07-31,259.608
2002-08-01,257.112
2002-08-02,252.809
2002-08-05,245.782
2002-08-06,239.176
2002-08-07,244.392
2002-08-08,242.717
2002-08-09,246.545
2002-08-12,247.305
2002-08-13,246.953
2002-08-14,245.503
2002-08-15,249.973
2002-08-16,254.303
2002-08-19,254.353
2002-08-20,262.139
2002-08-21,261.733
2002-08-22,259.455
2002-08-23,258.609
2002-08-26,260.991
2002-08-27,265.795
2002-08-28,261.994
2002-08-29,258.781
2002-08-30,259.622
2002-09-02,258.143
2002-09-03,256.754
2002-09-04,250.802
2002-09-05,251.595
2002-09-06,250.767
2002-09-09,251.943
2002-09-10,249.152
2002-09-11,252.649
2002-09-12,254.87
2002-09-13,254.675
2002-09-16,252.827
2002-09-17,254.201
2002-09-18,252.188
2002-09-19,249.948
2002-09-20,245.465
2002-09-23,238.792
2002-09-24,237.492
2002-09-25,235.105
2002-09-26,235.894
2002-09-27,240.847
2002-09-30,238.575
2002-10-01,234.523
2002-10-02,229.464
2002-10-03,226.862
2002-10-04,224.356
2002-10-07,221.52
2002-10-08,222.72
2002-10-09,222.852
2002-10-10,221.977
2002-10-11,226.481
2002-10-14,227.114
2002-10-15,228.73
2002-10-16,228.15
2002-10-17,225.545
2002-10-18,225.866
2002-10-21,228.213
2002-10-22,228.808
2002-10-23,231.759
2002-10-24,232.977
2002-10-25,232.0
2002-10-28,235.012
2002-10-29,234.357
2002-10-30,230.35
2002-10-31,232.808
2002-11-01,232.378
2002-11-04,237.534
2002-11-05,237.453
2002-11-06,237.917
2002-11-07,241.347
2002-11-08,238.045
2002-11-11,230.124
2002-11-12,228.998
2002-11-13,227.189
2002-11-14,230.628
2002-11-15,233.036
2002-11-18,234.158
2002-11-19,232.947
2002-11-20,230.025
2002-11-21,235.457
2002-11-22,240.623
2002-11-25,235.995
2002-11-26,237.873
2002-11-27,237.108
2002-11-28,243.572
2002-11-29,246.269
2002-12-02,250.078
2002-12-03,244.652
2002-12-04,238.003
2002-12-05,237.32
2002-12-06,238.687
2002-12-09,240.403
2002-12-10,237.259
2002-12-11,233.47
2002-12-12,236.076
2002-12-13,234.986
2002-12-16,235.142
2002-12-17,240.152
2002-12-18,240.365
2002-12-19,240.42
2002-12-20,240.181
2002-12-23,247.154
2002-12-24,246.154
2002-12-25,246.154
2002-12-26,246.154
2002-12-27,245.714
2002-12-30,244.903
2002-12-31,247.546
2003-01-01,247.546
2003-01-02,249.463
2003-01-03,251.806
2003-01-06,259.913
2003-01-07,259.485
2003-01-08,257.796
2003-01-09,255.249
2003-01-10,258.866
2003-01-13,259.431
2003-01-14,262.483
2003-01-15,263.127
2003-01-16,262.151
2003-01-17,263.914
2003-01-20,261.892
2003-01-21,259.647
2003-01-22,254.588
2003-01-23,252.745
2003-01-24,252.877
2003-01-27,251.959
2003-01-28,245.538
2003-01-29,245.833
2003-01-30,242.716
2003-01-31,243.061
2003-02-03,237.289
2003-02-04,240.55
2003-02-05,239.746
2003-02-06,236.903
2003-02-07,238.731
2003-02-10,234.075
2003-02-11,229.649
2003-02-12,234.039
2003-02-13,233.982
2003-02-14,231.053
2003-02-17,233.818
2003-02-18,235.228
2003-02-19,235.944
2003-02-20,230.512
2003-02-21,230.892
2003-02-24,233.91
2003-02-25,228.957
2003-02-26,231.864
2003-02-27,236.012
2003-02-28,236.532
2003-03-03,241.29
2003-03-04,238.834
2003-03-05,239.896
2003-03-06,237.418
2003-03-07,235.166
2003-03-10,233.054
2003-03-11,226.869
2003-03-12,222.267
2003-03-13,223.585
2003-03-14,229.438
2003-03-17,228.412
2003-03-18,234.906
2003-03-19,239.364
2003-03-20,241.661
2003-03-21,240.914
2003-03-24,241.175
2003-03-25,240.622
2003-03-26,246.523
2003-03-27,245.341
2003-03-28,243.937
2003-03-31,241.971
2003-04-01,237.382
2003-04-02,240.12
2003-04-03,242.766
2003-04-04,246.637
2003-04-07,252.345
2003-04-08,252.476
2003-04-09,252.739
2003-04-10,254.418
2003-04-11,255.139
2003-04-14,251.602
2003-04-15,253.771
2003-04-16,257.9
2003-04-17,259.775
2003-04-18,259.775
2003-04-21,259.163
2003-04-22,263.736
2003-04-23,264.951
2003-04-24,266.541
2003-04-25,265.421
2003-04-28,263.049
2003-04-29,265.3
2003-04-30,270.822
2003-05-01,275.394
2003-05-02,268.741
2003-05-05,270.813
2003-05-06,272.329
2003-05-07,275.504
2003-05-08,276.99
2003-05-09,276.071
2003-05-12,276.721
2003-05-13,275.78
2003-05-14,270.04
2003-05-15,265.829
2003-05-16,266.303
2003-05-19,269.173
2003-05-20,267.768
2003-05-21,269.074
2003-05-22,267.777
2003-05-23,266.782
2003-05-26,267.464
2003-05-27,265.524
2003-05-28,262.946
2003-05-29,260.126
2003-05-30,259.34
2003-06-02,263.958
2003-06-03,263.108
2003-06-04,267.327
2003-06-05,270.55
2003-06-06,271.608
2003-06-09,270.581
2003-06-10,270.569
2003-06-11,271.46
2003-06-12,273.701
2003-06-13,276.085
2003-06-16,275.263
2003-06-17,278.76
2003-06-18,272.264
2003-06-19,270.314
2003-06-20,270.584
2003-06-23,270.113
2003-06-24,268.663
2003-06-25,272.698
2003-06-26,268.46
2003-06-27,267.945
2003-06-30,268.389
2003-07-01,270.883
2003-07-02,271.593
2003-07-03,273.99
2003-07-04,272.2
2003-07-07,274.018
2003-07-08,269.903
2003-07-09,266.763
2003-07-10,269.094
2003-07-11,269.746
2003-07-14,271.571
2003-07-15,269.952
2003-07-16,273.349
2003-07-17,271.279
2003-07-18,269.122
2003-07-21,272.418
2003-07-22,270.696
2003-07-23,275.562
2003-07-24,279.552
2003-07-25,283.025
2003-07-28,284.469
2003-07-29,283.413
2003-07-30,277.444
2003-07-31,279.552
2003-08-01,284.642
2003-08-04,281.523
2003-08-05,281.21
2003-08-06,282.417
2003-08-07,283.376
2003-08-08,283.705
2003-08-11,283.946
2003-08-12,282.407
2003-08-13,283.179
2003-08-14,281.828
2003-08-15,281.948
2003-08-18,282.216
2003-08-19,286.442
2003-08-20,291.42
2003-08-21,288.184
2003-08-22,289.489
2003-08-25,292.71
2003-08-26,287.529
2003-08-27,284.506
2003-08-28,287.384
2003-08-29,293.58
2003-09-01,295.351
2003-09-02,293.818
2003-09-03,294.941
2003-09-04,297.664
2003-09-05,295.958
2003-09-08,297.79
2003-09-09,303.597
2003-09-10,301.752
2003-09-11,298.064
2003-09-12,300.076
2003-09-15,302.927
2003-09-16,304.92
2003-09-17,306.981
2003-09-18,309.615
2003-09-19,312.91
2003-09-22,315.5
2003-09-23,312.855
2003-09-24,316.23
2003-09-25,315.146
2003-09-26,313.207
2003-09-29,311.843
2003-09-30,313.86
2003-10-01,314.244
2003-10-02,320.853
2003-10-03,325.914
2003-10-06,328.643
2003-10-07,333.895
2003-10-08,340.871
2003-10-09,341.424
2003-10-10,341.885
2003-10-13,342.614
2003-10-14,345.663
2003-10-15,343.002
2003-10-16,347.197
2003-10-17,347.619
2003-10-20,347.49
2003-10-21,352.695
2003-10-22,353.619
2003-10-23,345.053
2003-10-24,345.328
2003-10-27,342.55
2003-10-28,345.683
2003-10-29,351.04
2003-10-30,351.301
2003-10-31,354.187
2003-11-03,349.415
2003-11-04,349.474
2003-11-05,354.498
2003-11-06,353.654
2003-11-07,356.0
2003-11-10,361.395
2003-11-11,357.069
2003-11-12,357.591
2003-11-13,361.159
2003-11-14,357.268
2003-11-17,351.582
2003-11-18,353.569
2003-11-19,349.845
2003-11-20,349.357
2003-11-21,347.249
2003-11-24,342.148
2003-11-25,348.112
2003-11-26,352.301
2003-11-27,348.313
2003-11-28,352.1
2003-12-01,352.496
2003-12-02,360.974
2003-12-03,367.511
2003-12-04,367.304
2003-12-05,368.153
2003-12-08,369.343
2003-12-09,366.937
2003-12-10,366.899
2003-12-11,358.663
2003-12-12,366.167
2003-12-15,370.487
2003-12-16,371.808
2003-12-17,372.493
2003-12-18,370.445
2003-12-19,368.161
2003-12-22,369.093
2003-12-23,369.915
2003-12-24,375.454
2003-12-25,375.454
2003-12-26,374.696
2003-12-29,378.316
2003-12-30,385.289
2003-12-31,389.62
2004-01-01,389.62
2004-01-02,389.191
2004-01-05,393.318
2004-01-06,400.795
2004-01-07,396.463
2004-01-08,393.123
2004-01-09,392.563
2004-01-12,389.51
2004-01-13,388.653
2004-01-14,387.348
2004-01-15,382.515
2004-01-16,377.457
2004-01-19,377.455
2004-01-20,386.586
2004-01-21,389.865
2004-01-22,394.995
2004-01-23,395.908
2004-01-26,394.685
2004-01-27,394.899
2004-01-28,388.799
2004-01-29,377.459
2004-01-30,379.315
2004-02-02,380.141
2004-02-03,380.739
2004-02-04,379.758
2004-02-05,383.043
2004-02-06,386.202
2004-02-09,392.733
2004-02-10,396.467
2004-02-11,401.308
2004-02-12,408.834
2004-02-13,413.113
2004-02-16,413.448
2004-02-17,415.086
2004-02-18,418.891
2004-02-19,416.095
2004-02-20,405.677
2004-02-23,401.234
2004-02-24,400.586
2004-02-25,401.22
2004-02-26,396.902
2004-02-27,399.201
2004-03-01,402.603
2004-03-02,401.69
2004-03-03,388.985
2004-03-04,390.268
2004-03-05,397.543
2004-03-08,394.882
2004-03-09,397.458
2004-03-10,386.944
2004-03-11,375.494
2004-03-12,373.84
2004-03-15,375.815
2004-03-16,380.901
2004-03-17,382.183
2004-03-18,387.749
2004-03-19,389.287
2004-03-22,387.863
2004-03-23,385.865
2004-03-24,384.982
2004-03-25,382.336
2004-03-26,388.784
2004-03-29,392.871
2004-03-30,397.913
2004-03-31,404.034
2004-04-01,409.473
2004-04-02,405.774
2004-04-05,404.943
2004-04-06,406.951
2004-04-07,408.289
2004-04-08,405.234
2004-04-09,405.234
2004-04-12,407.307
2004-04-13,401.301
2004-04-14,387.064
2004-04-15,388.195
2004-04-16,393.52
2004-04-19,397.207
2004-04-20,395.92
2004-04-21,390.198
2004-04-22,388.13
2004-04-23,395.377
2004-04-26,396.324
2004-04-27,396.689
2004-04-28,391.286
2004-04-29,380.136
2004-04-30,380.489
2004-05-03,374.891
2004-05-04,381.212
2004-05-05,384.095
2004-05-06,384.279
2004-05-07,370.476
2004-05-10,354.102
2004-05-11,356.721
2004-05-12,361.702
2004-05-13,354.417
2004-05-14,355.057
2004-05-17,355.095
2004-05-18,356.95
2004-05-19,365.632
2004-05-20,361.772
2004-05-21,367.192
2004-05-24,365.689
2004-05-25,367.547
2004-05-26,373.653
2004-05-27,384.273
2004-05-28,381.536
2004-05-31,384.013
2004-06-01,382.354
2004-06-02,377.273
2004-06-03,371.527
2004-06-04,373.594
2004-06-07,383.711
2004-06-08,379.678
2004-06-09,374.435
2004-06-10,377.451
2004-06-11,375.769
2004-06-14,375.58
2004-06-15,372.74
2004-06-16,373.702
2004-06-17,374.847
2004-06-18,382.51
2004-06-21,383.396
2004-06-22,378.81
2004-06-23,382.658
2004-06-24,386.102
2004-06-25,386.99
2004-06-28,387.234
2004-06-29,381.735
2004-06-30,386.545
2004-07-01,391.369
2004-07-02,396.559
2004-07-05,397.652
2004-07-06,404.378
2004-07-07,407.376
2004-07-08,408.775
2004-07-09,407.409
2004-07-12,409.787
2004-07-13,408.053
2004-07-14,403.806
2004-07-15,404.108
2004-07-16,410.548
2004-07-19,412.587
2004-07-20,413.645
2004-07-21,404.306
2004-07-22,401.92
2004-07-23,397.367
2004-07-26,396.585
2004-07-27,394.315
2004-07-28,393.638
2004-07-29,392.109
2004-07-30,398.495
2004-08-02,404.424
2004-08-03,405.34
2004-08-04,401.917
2004-08-05,400.613
2004-08-06,410.045
2004-08-09,407.15
2004-08-10,406.086
2004-08-11,403.677
2004-08-12,402.305
2004-08-13,401.953
2004-08-16,401.466
2004-08-17,402.283
2004-08-18,403.507
2004-08-19,410.16
2004-08-20,412.968
2004-08-23,413.284
2004-08-24,407.135
2004-08-25,409.105
2004-08-26,408.778
2004-08-27,412.071
2004-08-30,411.59
2004-08-31,420.894
2004-09-01,420.284
2004-09-02,418.374
2004-09-03,413.661
2004-09-06,415.196
2004-09-07,416.296
2004-09-08,416.961
2004-09-09,412.393
2004-09-10,419.519
2004-09-13,419.3
2004-09-14,428.609
2004-09-15,424.542
2004-09-16,425.513
2004-09-17,424.538
2004-09-20,424.792
2004-09-21,424.856
2004-09-22,430.361
2004-09-23,434.006
2004-09-24,432.504
2004-09-27,434.191
2004-09-28,438.8
2004-09-29,438.822
2004-09-30,445.675
2004-10-01,445.107
2004-10-04,446.864
2004-10-05,448.526
2004-10-06,450.156
2004-10-07,450.802
2004-10-08,452.449
2004-10-11,452.0
2004-10-12,450.801
2004-10-13,449.985
2004-10-14,452.777
2004-10-15,453.461
2004-10-18,448.114
2004-10-19,451.755
2004-10-20,457.486
2004-10-21,460.779
2004-10-22,462.113
2004-10-25,463.173
2004-10-26,465.072
2004-10-27,469.786
2004-10-28,478.002
2004-10-29,479.065
2004-11-01,484.828
2004-11-02,485.139
2004-11-03,492.986
2004-11-04,497.169
2004-11-05,501.957
2004-11-08,496.256
2004-11-09,499.625
2004-11-10,501.278
2004-11-11,503.97
2004-11-12,508.117
2004-11-15,512.641
2004-11-16,515.712
2004-11-17,518.493
2004-11-18,517.413
2004-11-19,521.467
2004-11-22,512.904
2004-11-23,518.778
2004-11-24,521.852
2004-11-25,526.652
2004-11-26,524.743
2004-11-29,522.914
2004-11-30,514.154
2004-12-01,509.168
2004-12-02,514.314
2004-12-03,515.041
2004-12-06,516.39
2004-12-07,511.942
2004-12-08,490.284
2004-12-09,488.714
2004-12-10,490.97
2004-12-13,496.101
2004-12-14,500.062
2004-12-15,504.806
2004-12-16,504.655
2004-12-17,512.534
2004-12-20,519.793
2004-12-21,525.292
2004-12-22,526.233
2004-12-23,527.029
2004-12-24,533.569
2004-12-27,537.202
2004-12-28,537.479
2004-12-29,534.968
2004-12-30,537.622
2004-12-31,543.844
2005-01-03,538.953
2005-01-04,534.45
2005-01-05,531.311
2005-01-06,528.701
2005-01-07,532.636
2005-01-10,532.526
2005-01-11,535.202
2005-01-12,543.344
2005-01-13,542.228
2005-01-14,538.801
2005-01-17,538.949
2005-01-18,535.769
2005-01-19,540.187
2005-01-20,536.768
2005-01-21,538.106
2005-01-24,539.717
2005-01-25,535.907
2005-01-26,542.776
2005-01-27,544.291
2005-01-28,543.656
2005-01-31,552.998
2005-02-01,552.213
2005-02-02,550.18
2005-02-03,547.566
2005-02-04,549.094
2005-02-07,554.91
2005-02-08,547.258
2005-02-09,549.0
2005-02-10,550.738
2005-02-11,557.17
2005-02-14,556.209
2005-02-15,551.024
2005-02-16,551.489
2005-02-17,559.156
2005-02-18,559.055
2005-02-21,556.634
2005-02-22,561.181
2005-02-23,555.579
2005-02-24,561.412
2005-02-25,557.608
2005-02-28,568.963
2005-03-01,569.238
2005-03-02,572.824
2005-03-03,574.846
2005-03-04,583.18
2005-03-07,583.306
2005-03-08,591.232
2005-03-09,590.285
2005-03-10,588.252
2005-03-11,589.569
2005-03-14,586.816
2005-03-15,589.322
2005-03-16,599.307
2005-03-17,596.715
2005-03-18,598.143
2005-03-21,600.875
2005-03-22,595.688
2005-03-23,574.623
2005-03-24,568.134
2005-03-25,568.134
2005-03-28,566.11
2005-03-29,561.869
2005-03-30,559.776
2005-03-31,563.428
2005-04-01,563.137
2005-04-04,556.921
2005-04-05,563.789
2005-04-06,561.889
2005-04-07,563.198
2005-04-08,565.728
2005-04-11,565.8
2005-04-12,564.441
2005-04-13,570.308
2005-04-14,557.311
2005-04-15,542.392
2005-04-18,529.452
2005-04-19,539.425
2005-04-20,544.745
2005-04-21,543.003
2005-04-22,551.627
2005-04-25,548.772
2005-04-26,544.407
2005-04-27,538.15
2005-04-28,536.12
2005-04-29,538.071
2005-05-02,538.168
2005-05-03,532.158
2005-05-04,525.446
2005-05-05,531.883
2005-05-06,526.667
2005-05-09,526.003
2005-05-10,524.731
2005-05-11,527.738
2005-05-12,524.621
2005-05-13,520.909
2005-05-16,510.245
2005-05-17,502.015
2005-05-18,505.045
2005-05-19,514.156
2005-05-20,513.016
2005-05-23,520.921
2005-05-24,529.089
2005-05-25,528.032
2005-05-26,526.193
2005-05-27,528.068
2005-05-30,521.772
2005-05-31,519.325
2005-06-01,520.452
2005-06-02,530.337
2005-06-03,532.169
2005-06-06,539.033
2005-06-07,539.802
2005-06-08,546.589
2005-06-09,545.188
2005-06-10,544.317
2005-06-13,543.782
2005-06-14,550.629
2005-06-15,555.79
2005-06-16,561.692
2005-06-17,575.564
2005-06-20,578.134
2005-06-21,577.046
2005-06-22,570.859
2005-06-23,566.514
2005-06-24,559.246
2005-06-27,559.635
2005-06-28,564.926
2005-06-29,559.985
2005-06-30,564.753
2005-07-01,555.454
2005-07-04,556.766
2005-07-05,548.045
2005-07-06,545.215
2005-07-07,539.357
2005-07-08,541.067
2005-07-11,548.058
2005-07-12,555.595
2005-07-13,551.186
2005-07-14,552.606
2005-07-15,547.456
2005-07-18,554.886
2005-07-19,554.058
2005-07-20,557.533
2005-07-21,568.537
2005-07-22,575.457
2005-07-25,574.825
2005-07-26,570.882
2005-07-27,569.284
2005-07-28,567.462
2005-07-29,571.261
2005-08-01,572.677
2005-08-02,578.042
2005-08-03,580.927
2005-08-04,583.67
2005-08-05,582.673
2005-08-08,584.195
2005-08-09,578.102
2005-08-10,585.932
2005-08-11,599.856
2005-08-12,601.671
2005-08-15,595.342
2005-08-16,598.692
2005-08-17,594.452
2005-08-18,582.689
2005-08-19,584.89
2005-08-22,602.503
2005-08-23,599.61
2005-08-24,594.9
2005-08-25,593.543
2005-08-26,591.794
2005-08-29,579.539
2005-08-30,579.759
2005-08-31,584.271
2005-09-01,598.881
2005-09-02,594.97
2005-09-05,596.276
2005-09-06,598.296
2005-09-07,603.483
2005-09-08,603.447
2005-09-09,603.39
2005-09-12,605.246
2005-09-13,608.132
2005-09-14,612.367
2005-09-15,605.38
2005-09-16,608.258
2005-09-19,605.158
2005-09-20,612.961
2005-09-21,611.923
2005-09-22,608.292
2005-09-23,609.77
2005-09-26,612.923
2005-09-27,610.094
2005-09-28,609.326
2005-09-29,615.197
2005-09-30,614.457
2005-10-03,608.586
2005-10-04,608.856
2005-10-05,588.186
2005-10-06,577.671
2005-10-07,581.964
2005-10-10,587.674
2005-10-11,577.798
2005-10-12,577.5
2005-10-13,567.819
2005-10-14,568.128
2005-10-17,569.794
2005-10-18,570.585
2005-10-19,555.764
2005-10-20,553.773
2005-10-21,552.887
2005-10-24,548.952
2005-10-25,555.359
2005-10-26,564.913
2005-10-27,568.165
2005-10-28,554.945
2005-10-31,564.612
2005-11-01,566.161
2005-11-02,566.616
2005-11-03,570.913
2005-11-04,563.737
2005-11-07,561.612
2005-11-08,569.402
2005-11-09,567.908
