Date,SPAIN LARGE VALUE Large Cap
1994-05-31,106.967
1994-06-30,101.361
1994-07-29,109.66
1994-08-31,108.835
1994-09-30,107.27
1994-10-31,112.252
1994-11-30,111.254
1994-12-30,105.339
1995-01-31,105.667
1995-02-28,108.26
1995-03-31,106.035
1995-04-28,110.051
1995-05-31,116.521
1995-06-30,117.591
1995-07-31,127.031
1995-08-31,122.019
1995-09-29,123.24
1995-10-31,120.938
1995-11-30,130.729
1995-12-29,137.322
1996-01-31,141.426
1996-02-29,150.639
1996-03-29,145.163
1996-04-30,149.258
1996-05-31,149.554
1996-06-28,155.002
1996-07-31,150.305
1996-08-30,155.274
1996-09-30,161.268
1996-10-31,169.004
1996-11-29,180.307
1996-12-31,198.083
1997-01-31,198.798
1997-02-28,194.325
1997-03-31,201.244
1997-04-30,217.121
1997-05-30,235.788
1997-06-30,250.688
1997-07-31,235.012
1997-08-29,230.572
1997-09-30,268.72
1997-10-31,241.597
1997-11-28,258.976
1997-12-31,269.355
1998-01-30,296.531
1998-02-27,334.624
1998-03-31,379.428
1998-04-30,385.624
1998-05-29,397.477
1998-06-30,392.859
1998-07-31,394.829
1998-08-31,336.589
1998-09-30,359.391
1998-10-30,387.452
1998-11-30,417.805
1998-12-31,436.251
1999-01-29,434.286
1999-02-26,408.946
1999-03-31,394.378
1999-04-30,373.19
1999-05-31,379.272
1999-06-30,393.082
1999-07-30,380.87
1999-08-31,391.097
1999-09-30,375.262
1999-10-29,385.188
1999-11-30,389.436
1999-12-31,397.081
2000-01-31,349.312
2000-02-29,377.799
2000-03-31,403.091
2000-04-28,379.135
2000-05-31,384.126
2000-06-30,388.919
2000-07-31,380.969
2000-08-31,388.088
2000-09-29,385.593
2000-10-31,340.604
2000-11-30,331.394
2000-12-29,351.883
2001-01-31,374.367
2001-02-28,351.623
2001-03-30,335.462
2001-04-30,345.457
2001-05-31,321.432
2001-06-29,311.254
2001-07-31,319.721
2001-08-31,327.154
2001-09-28,297.018
2001-10-31,301.075
2001-11-30,302.771
2001-12-31,302.829
2002-01-31,275.924
2002-02-28,282.399
2002-03-29,285.151
2002-04-30,286.757
2002-05-31,284.799
2002-06-28,270.562
2002-07-31,230.363
2002-08-30,246.591
2002-09-30,207.269
2002-10-31,224.361
2002-11-29,252.344
2002-12-31,254.732
2003-01-31,257.609
2003-02-28,263.301
2003-03-31,269.829
2003-04-30,298.838
2003-05-30,322.941
2003-06-30,341.981
2003-07-31,349.204
2003-08-29,340.111
2003-09-30,335.638
2003-10-31,367.326
2003-11-28,391.356
2003-12-31,447.269
2004-01-30,442.075
2004-02-27,455.523
2004-03-31,437.426
2004-04-30,434.031
2004-05-31,435.969
2004-06-30,440.806
2004-07-30,419.454
2004-08-31,425.085
2004-09-30,433.785
2004-10-29,467.796
2004-11-30,510.078
2004-12-31,537.957
2005-01-31,523.122
2005-02-28,549.245
2005-03-31,540.305
2005-04-29,519.667
2005-05-31,515.446
2005-06-30,529.59
2005-07-29,553.25
2005-08-31,552.177
2005-09-30,602.114
2005-10-31,581.788
2005-11-30,585.841
2005-12-30,597.531
2006-01-31,636.672
2006-02-28,675.821
2006-03-31,674.124
2006-04-28,705.083
2006-05-31,678.93
2006-06-30,690.408
2006-07-31,715.306
2006-08-31,735.825
2006-09-29,785.223
2006-10-31,852.89
2006-11-30,903.189
2006-12-29,913.533
2007-01-31,930.639
2007-02-28,921.336
2007-03-30,921.051
2007-04-30,930.702
2007-05-31,1000.0
2007-06-29,985.35
2007-07-31,1004.987
2007-08-31,971.214
2007-09-28,1014.055
2007-10-31,1124.057
2007-11-30,1118.383
2007-12-31,1096.771
2008-01-31,944.523
2008-02-29,968.406
2008-03-31,1043.986
2008-04-30,1104.847
2008-05-30,1087.517
2008-06-30,956.867
2008-07-31,953.235
2008-08-29,864.936
2008-09-30,783.642
2008-10-31,560.851
2008-11-28,498.069
2008-12-31,567.898
2009-01-30,481.086
2009-02-27,379.177
2009-03-31,421.686
2009-04-30,566.399
2009-05-29,640.51
2009-06-30,679.644
2009-07-31,810.172
2009-08-31,881.055
2009-09-30,911.939
2009-10-30,913.113
2009-11-30,955.215
2009-12-31,934.825
2010-01-29,815.67
2010-02-26,740.422
2010-03-31,768.15
2010-04-30,738.188
2010-05-31,604.42
2010-06-30,604.198
2010-07-30,741.202
2010-08-31,699.834
2010-09-30,770.133
2010-10-29,806.324
2010-11-30,633.226
2010-12-31,697.614
2011-01-31,803.031
2011-02-28,813.04
2011-03-31,793.71
2011-04-29,856.726
2011-05-31,807.378
2011-06-30,804.769
2011-07-29,737.996
2011-08-31,669.348
2011-09-30,614.038
2011-10-31,668.28
2011-11-30,609.659
2011-12-30,596.305
2012-01-31,606.875
2012-02-29,619.515
2012-03-30,573.227
2012-04-30,495.816
2012-05-31,413.397
2012-06-29,504.208
2012-07-31,460.468
2012-08-31,525.898
2012-09-28,553.808
2012-10-31,575.241
2012-11-30,582.416
2012-12-31,611.916
2013-01-31,658.704
2013-02-28,612.908
2013-03-29,570.184
2013-04-30,638.592
2013-05-31,620.519
2013-06-28,568.434
2013-07-31,646.127
2013-08-30,627.263
2013-09-30,720.237
2013-10-31,793.142
2013-11-29,791.944
2013-12-31,798.922
2014-01-31,789.02
2014-02-28,832.113
2014-03-31,862.641
2014-04-30,888.651
2014-05-30,918.275
2014-06-30,937.357
2014-07-31,914.921
2014-08-29,902.121
2014-09-30,877.228
2014-10-31,832.566
2014-11-28,862.275
2014-12-31,793.208
2015-01-30,732.078
2015-02-27,772.341
2015-03-31,754.675
2015-04-30,792.655
2015-05-29,758.752
2015-06-30,746.465
2015-07-31,769.024
2015-08-31,700.726
2015-09-30,622.853
2015-10-30,670.604
2015-11-30,649.007
2015-12-31,599.966
2016-01-29,550.994
2016-02-29,526.925
2016-03-31,569.778
2016-04-29,609.851
2016-05-31,588.834
2016-06-30,521.601
2016-07-29,557.321
2016-08-31,572.814
2016-09-30,574.707
2016-10-31,617.003
2016-11-30,554.777
2016-12-30,614.972
2017-01-31,636.956
2017-02-28,643.442
2017-03-31,718.226
2017-04-28,746.192
2017-05-31,768.636
2017-06-30,762.765
2017-07-31,807.875
2017-08-31,796.871
2017-09-29,814.503
2017-10-31,810.697
2017-11-30,801.937
2017-12-29,789.333
2018-01-31,868.026
2018-02-28,804.241
2018-03-30,778.3
2018-04-30,803.878
2018-05-31,699.495
2018-06-29,720.952
2018-07-31,755.562
2018-08-31,691.328
2018-09-28,694.747
2018-10-31,650.368
2018-11-30,665.221
2018-12-31,650.938
2019-01-31,694.188
2019-02-28,704.659
2019-03-29,687.345
2019-04-30,721.878
2019-05-31,676.702
2019-06-28,707.372
2019-07-31,669.515
2019-08-30,637.583
2019-09-30,677.383
2019-10-31,687.769
2019-11-29,673.874
2019-12-31,697.492
2020-01-31,681.518
2020-02-28,637.111
2020-03-31,487.554
2020-04-30,485.982
2020-05-29,503.219
2020-06-30,535.351
2020-07-31,532.99
2020-08-31,530.371
2020-09-30,492.467
2020-10-30,481.327
2020-11-30,638.295
2020-12-31,662.722
