Date,AUSTRALIA LARGE GROWTH Large Cap
2001-09-13,258.077
2001-09-14,259.027
2001-09-17,243.845
2001-09-18,243.49
2001-09-19,249.474
2001-09-20,248.5
2001-09-21,240.077
2001-09-24,240.735
2001-09-25,244.322
2001-09-26,242.959
2001-09-27,243.178
2001-09-28,249.769
2001-10-01,253.195
2001-10-02,256.773
2001-10-03,254.24
2001-10-04,254.232
2001-10-05,265.072
2001-10-08,258.705
2001-10-09,259.021
2001-10-10,255.136
2001-10-11,260.779
2001-10-12,264.552
2001-10-15,267.464
2001-10-16,267.982
2001-10-17,267.666
2001-10-18,261.398
2001-10-19,256.025
2001-10-22,258.428
2001-10-23,261.771
2001-10-24,267.79
2001-10-25,262.605
2001-10-26,262.315
2001-10-29,258.454
2001-10-30,259.913
2001-10-31,258.699
2001-11-01,260.68
2001-11-02,255.602
2001-11-05,254.614
2001-11-06,261.459
2001-11-07,261.857
2001-11-08,260.432
2001-11-09,263.026
2001-11-12,268.496
2001-11-13,264.712
2001-11-14,270.427
2001-11-15,271.035
2001-11-16,273.991
2001-11-19,276.619
2001-11-20,279.258
2001-11-21,276.158
2001-11-22,275.37
2001-11-23,279.009
2001-11-26,281.008
2001-11-27,284.097
2001-11-28,281.418
2001-11-29,277.872
2001-11-30,283.219
2001-12-03,282.037
2001-12-04,277.815
2001-12-05,280.415
2001-12-06,287.092
2001-12-07,290.056
2001-12-10,284.835
2001-12-11,282.448
2001-12-12,279.883
2001-12-13,279.376
2001-12-14,275.876
2001-12-17,275.794
2001-12-18,276.858
2001-12-19,274.902
2001-12-20,272.852
2001-12-21,276.15
2001-12-24,279.043
2001-12-25,279.043
2001-12-26,278.851
2001-12-27,281.528
2001-12-28,282.27
2001-12-31,283.355
2002-01-01,283.355
2002-01-02,285.711
2002-01-03,283.282
2002-01-04,288.736
2002-01-07,290.942
2002-01-08,290.369
2002-01-09,290.411
2002-01-10,288.408
2002-01-11,287.356
2002-01-14,285.124
2002-01-15,284.612
2002-01-16,282.223
2002-01-17,278.572
2002-01-18,278.267
2002-01-21,279.775
2002-01-22,281.94
2002-01-23,281.317
2002-01-24,280.09
2002-01-25,280.702
2002-01-28,279.914
2002-01-29,276.796
2002-01-30,269.38
2002-01-31,272.881
2002-02-01,271.038
2002-02-04,272.205
2002-02-05,269.424
2002-02-06,264.689
2002-02-07,263.184
2002-02-08,270.007
2002-02-11,273.998
2002-02-12,272.516
2002-02-13,268.046
2002-02-14,270.221
2002-02-15,272.973
2002-02-18,274.352
2002-02-19,274.037
2002-02-20,270.769
2002-02-21,267.213
2002-02-22,262.57
2002-02-25,262.943
2002-02-26,265.281
2002-02-27,263.911
2002-02-28,262.548
2002-03-01,265.588
2002-03-04,271.88
2002-03-05,275.306
2002-03-06,281.915
2002-03-07,291.103
2002-03-08,287.337
2002-03-11,288.233
2002-03-12,284.15
2002-03-13,281.61
2002-03-14,283.545
2002-03-15,280.269
2002-03-18,285.336
2002-03-19,284.447
2002-03-20,287.909
2002-03-21,285.271
2002-03-22,284.479
2002-03-25,282.462
2002-03-26,277.456
2002-03-27,279.061
2002-03-28,284.183
2002-03-29,284.183
2002-04-01,284.689
2002-04-02,282.946
2002-04-03,279.335
2002-04-04,278.306
2002-04-05,280.012
2002-04-08,278.871
2002-04-09,275.091
2002-04-10,276.864
2002-04-11,279.773
2002-04-12,277.181
2002-04-15,275.266
2002-04-16,277.407
2002-04-17,282.76
2002-04-18,284.909
2002-04-19,283.031
2002-04-22,284.752
2002-04-23,281.524
2002-04-24,278.638
2002-04-25,279.821
2002-04-26,278.266
2002-04-29,272.893
2002-04-30,272.94
2002-05-01,273.471
2002-05-02,270.114
2002-05-03,270.077
2002-05-06,266.358
2002-05-07,264.264
2002-05-08,266.297
2002-05-09,268.719
2002-05-10,268.3
2002-05-13,265.866
2002-05-14,266.431
2002-05-15,280.337
2002-05-16,281.305
2002-05-17,286.628
2002-05-20,282.286
2002-05-21,281.135
2002-05-22,284.501
2002-05-23,281.247
2002-05-24,282.116
2002-05-27,282.188
2002-05-28,284.357
2002-05-29,285.199
2002-05-30,284.642
2002-05-31,281.236
2002-06-03,284.099
2002-06-04,283.301
2002-06-05,281.367
2002-06-06,282.973
2002-06-07,281.582
2002-06-10,279.716
2002-06-11,276.116
2002-06-12,278.05
2002-06-13,277.859
2002-06-14,269.809
2002-06-17,269.582
2002-06-18,274.723
2002-06-19,271.37
2002-06-20,273.431
2002-06-21,270.958
2002-06-24,267.876
2002-06-25,266.582
2002-06-26,258.616
2002-06-27,263.254
2002-06-28,261.546
2002-07-01,265.86
2002-07-02,265.716
2002-07-03,261.353
2002-07-04,262.732
2002-07-05,265.391
2002-07-08,269.828
2002-07-09,274.162
2002-07-10,269.081
2002-07-11,260.94
2002-07-12,262.13
2002-07-15,261.511
2002-07-16,255.89
2002-07-17,248.887
2002-07-18,252.45
2002-07-19,252.149
2002-07-22,247.934
2002-07-23,245.311
2002-07-24,234.576
2002-07-25,236.483
2002-07-26,230.152
2002-07-29,233.717
2002-07-30,243.333
2002-07-31,242.223
2002-08-01,237.966
2002-08-02,234.116
2002-08-05,226.666
2002-08-06,223.229
2002-08-07,234.921
2002-08-08,235.833
2002-08-09,240.301
2002-08-12,242.55
2002-08-13,241.254
2002-08-14,239.512
2002-08-15,244.236
2002-08-16,245.685
2002-08-19,246.183
2002-08-20,252.101
2002-08-21,249.296
2002-08-22,252.485
2002-08-23,252.719
2002-08-26,249.452
2002-08-27,252.386
2002-08-28,248.921
2002-08-29,246.705
2002-08-30,244.45
2002-09-02,247.213
2002-09-03,246.175
2002-09-04,239.201
2002-09-05,239.094
2002-09-06,238.144
2002-09-09,243.215
2002-09-10,243.448
2002-09-11,248.386
2002-09-12,250.204
2002-09-13,247.749
2002-09-16,247.602
2002-09-17,250.388
2002-09-18,246.163
2002-09-19,244.982
2002-09-20,241.781
2002-09-23,237.353
2002-09-24,237.074
2002-09-25,232.313
2002-09-26,233.204
2002-09-27,236.039
2002-09-30,231.288
2002-10-01,233.603
2002-10-02,236.56
2002-10-03,237.913
2002-10-04,238.48
2002-10-07,235.229
2002-10-08,234.865
2002-10-09,231.84
2002-10-10,230.075
2002-10-11,234.232
2002-10-14,238.407
2002-10-15,240.478
2002-10-16,242.689
2002-10-17,246.032
2002-10-18,250.349
2002-10-21,248.223
2002-10-22,248.474
2002-10-23,250.6
2002-10-24,252.023
2002-10-25,249.972
2002-10-28,254.754
2002-10-29,250.767
2002-10-30,246.578
2002-10-31,252.771
2002-11-01,250.004
2002-11-04,257.823
2002-11-05,259.722
2002-11-06,266.074
2002-11-07,265.702
2002-11-08,261.726
2002-11-11,256.294
2002-11-12,256.62
2002-11-13,255.05
2002-11-14,253.988
2002-11-15,259.838
2002-11-18,260.637
2002-11-19,259.069
2002-11-20,261.056
2002-11-21,262.627
2002-11-22,266.008
2002-11-25,264.389
2002-11-26,261.571
2002-11-27,256.507
2002-11-28,264.874
2002-11-29,267.621
2002-12-02,270.188
2002-12-03,268.839
2002-12-04,263.873
2002-12-05,265.205
2002-12-06,263.065
2002-12-09,262.791
2002-12-10,256.648
2002-12-11,255.577
2002-12-12,259.372
2002-12-13,255.748
2002-12-16,253.058
2002-12-17,259.878
2002-12-18,259.503
2002-12-19,258.493
2002-12-20,258.349
2002-12-23,262.428
2002-12-24,261.648
2002-12-25,261.648
2002-12-26,261.648
2002-12-27,259.786
2002-12-30,256.002
2002-12-31,257.464
2003-01-01,257.464
2003-01-02,259.343
2003-01-03,264.57
2003-01-06,270.134
2003-01-07,269.672
2003-01-08,268.6
2003-01-09,269.662
2003-01-10,271.998
2003-01-13,272.929
2003-01-14,273.722
2003-01-15,274.177
2003-01-16,272.235
2003-01-17,273.27
2003-01-20,271.621
2003-01-21,270.542
2003-01-22,267.147
2003-01-23,269.39
2003-01-24,270.527
2003-01-27,269.545
2003-01-28,261.467
2003-01-29,262.024
2003-01-30,262.002
2003-01-31,260.703
2003-02-03,257.177
2003-02-04,262.534
2003-02-05,259.846
2003-02-06,257.252
2003-02-07,260.679
2003-02-10,259.731
2003-02-11,256.585
2003-02-12,260.191
2003-02-13,255.287
2003-02-14,250.638
2003-02-17,253.598
2003-02-18,254.034
2003-02-19,259.271
2003-02-20,256.662
2003-02-21,254.115
2003-02-24,262.086
2003-02-25,256.794
2003-02-26,259.776
2003-02-27,255.792
2003-02-28,257.441
2003-03-03,263.291
2003-03-04,262.409
2003-03-05,257.568
2003-03-06,257.256
2003-03-07,252.456
2003-03-10,253.275
2003-03-11,246.216
2003-03-12,243.564
2003-03-13,243.383
2003-03-14,251.067
2003-03-17,249.669
2003-03-18,259.881
2003-03-19,260.432
2003-03-20,263.277
2003-03-21,262.759
2003-03-24,262.173
2003-03-25,261.995
2003-03-26,266.592
2003-03-27,266.32
2003-03-28,267.18
2003-03-31,267.338
2003-04-01,265.61
2003-04-02,266.017
2003-04-03,269.806
2003-04-04,271.802
2003-04-07,274.943
2003-04-08,276.173
2003-04-09,274.865
2003-04-10,271.109
2003-04-11,270.351
2003-04-14,271.441
2003-04-15,276.076
2003-04-16,280.701
2003-04-17,277.79
2003-04-18,277.79
2003-04-21,277.135
2003-04-22,283.053
2003-04-23,283.184
2003-04-24,281.361
2003-04-25,280.179
2003-04-28,278.127
2003-04-29,284.371
2003-04-30,285.842
2003-05-01,286.728
2003-05-02,282.873
2003-05-05,287.547
2003-05-06,285.96
2003-05-07,284.813
2003-05-08,287.876
2003-05-09,286.538
2003-05-12,290.137
2003-05-13,291.279
2003-05-14,290.718
2003-05-15,288.619
2003-05-16,290.545
2003-05-19,291.749
2003-05-20,288.274
2003-05-21,289.113
2003-05-22,292.933
2003-05-23,297.28
2003-05-26,297.866
2003-05-27,296.045
2003-05-28,295.171
2003-05-29,296.776
2003-05-30,297.258
2003-06-02,303.747
2003-06-03,302.169
2003-06-04,305.043
2003-06-05,308.844
2003-06-06,308.804
2003-06-09,307.636
2003-06-10,307.476
2003-06-11,312.502
2003-06-12,314.606
2003-06-13,315.234
2003-06-16,314.407
2003-06-17,318.698
2003-06-18,316.035
2003-06-19,314.892
2003-06-20,311.658
2003-06-23,309.467
2003-06-24,305.481
2003-06-25,308.999
2003-06-26,302.671
2003-06-27,305.032
2003-06-30,305.281
2003-07-01,308.766
2003-07-02,307.197
2003-07-03,310.009
2003-07-04,306.993
2003-07-07,308.729
2003-07-08,304.277
2003-07-09,299.462
2003-07-10,303.494
2003-07-11,303.132
2003-07-14,308.327
2003-07-15,304.996
2003-07-16,309.6
2003-07-17,306.443
2003-07-18,302.773
2003-07-21,305.472
2003-07-22,303.164
2003-07-23,309.204
2003-07-24,313.809
2003-07-25,315.534
2003-07-28,319.257
2003-07-29,317.862
2003-07-30,309.237
2003-07-31,309.107
2003-08-01,315.505
2003-08-04,311.295
2003-08-05,310.277
2003-08-06,311.643
2003-08-07,314.492
2003-08-08,316.525
2003-08-11,318.501
2003-08-12,318.021
2003-08-13,320.709
2003-08-14,319.93
2003-08-15,322.095
2003-08-18,323.054
2003-08-19,324.23
2003-08-20,326.776
2003-08-21,323.343
2003-08-22,323.766
2003-08-25,323.761
2003-08-26,321.575
2003-08-27,319.611
2003-08-28,321.067
2003-08-29,325.605
2003-09-01,327.541
2003-09-02,328.144
2003-09-03,326.124
2003-09-04,327.97
2003-09-05,327.702
2003-09-08,330.459
2003-09-09,336.113
2003-09-10,333.007
2003-09-11,329.487
2003-09-12,330.575
2003-09-15,330.149
2003-09-16,330.989
2003-09-17,336.32
2003-09-18,336.598
2003-09-19,338.39
2003-09-22,339.848
2003-09-23,336.009
2003-09-24,339.746
2003-09-25,335.724
2003-09-26,330.785
2003-09-29,330.797
2003-09-30,331.741
2003-10-01,330.787
2003-10-02,336.013
2003-10-03,335.609
2003-10-06,339.966
2003-10-07,343.808
2003-10-08,345.261
2003-10-09,347.664
2003-10-10,348.51
2003-10-13,350.159
2003-10-14,353.558
2003-10-15,352.741
2003-10-16,357.997
2003-10-17,357.028
2003-10-20,355.2
2003-10-21,360.172
2003-10-22,362.857
2003-10-23,353.396
2003-10-24,352.873
2003-10-27,353.414
2003-10-28,353.958
2003-10-29,354.383
2003-10-30,358.822
2003-10-31,362.048
2003-11-03,356.77
2003-11-04,357.171
2003-11-05,359.589
2003-11-06,359.725
2003-11-07,361.064
2003-11-10,364.247
2003-11-11,358.175
2003-11-12,358.801
2003-11-13,362.566
2003-11-14,358.092
2003-11-17,351.442
2003-11-18,354.829
2003-11-19,354.535
2003-11-20,355.842
2003-11-21,353.07
2003-11-24,349.379
2003-11-25,354.774
2003-11-26,357.478
2003-11-27,356.12
2003-11-28,358.188
2003-12-01,357.757
2003-12-02,364.415
2003-12-03,367.739
2003-12-04,366.989
2003-12-05,366.671
2003-12-08,367.752
2003-12-09,366.056
2003-12-10,368.12
2003-12-11,364.485
2003-12-12,370.907
2003-12-15,378.27
2003-12-16,371.518
2003-12-17,371.962
2003-12-18,368.194
2003-12-19,370.266
2003-12-22,373.49
2003-12-23,374.943
2003-12-24,378.961
2003-12-25,378.961
2003-12-26,378.196
2003-12-29,380.491
2003-12-30,386.492
2003-12-31,388.715
2004-01-01,388.715
2004-01-02,392.265
2004-01-05,397.444
2004-01-06,403.711
2004-01-07,397.359
2004-01-08,396.332
2004-01-09,396.782
2004-01-12,395.331
2004-01-13,394.488
2004-01-14,397.344
2004-01-15,391.313
2004-01-16,386.148
2004-01-19,384.616
2004-01-20,394.067
2004-01-21,396.245
2004-01-22,400.534
2004-01-23,400.653
2004-01-26,399.415
2004-01-27,398.613
2004-01-28,391.433
2004-01-29,380.026
2004-01-30,382.088
2004-02-02,381.067
2004-02-03,382.516
2004-02-04,379.063
2004-02-05,382.903
2004-02-06,385.251
2004-02-09,390.966
2004-02-10,393.892
2004-02-11,394.685
2004-02-12,403.907
2004-02-13,406.001
2004-02-16,406.919
2004-02-17,411.408
2004-02-18,411.321
2004-02-19,408.922
2004-02-20,402.35
2004-02-23,400.093
2004-02-24,400.55
2004-02-25,398.012
2004-02-26,398.134
2004-02-27,400.955
2004-03-01,404.225
2004-03-02,403.601
2004-03-03,394.816
2004-03-04,394.429
2004-03-05,403.495
2004-03-08,400.287
2004-03-09,401.008
2004-03-10,389.907
2004-03-11,382.04
2004-03-12,379.972
2004-03-15,384.146
2004-03-16,388.593
2004-03-17,388.157
2004-03-18,394.948
2004-03-19,395.881
2004-03-22,393.242
2004-03-23,390.442
2004-03-24,385.707
2004-03-25,383.285
2004-03-26,388.909
2004-03-29,390.055
2004-03-30,396.08
2004-03-31,400.595
2004-04-01,405.967
2004-04-02,402.699
2004-04-05,404.377
2004-04-06,407.997
2004-04-07,414.422
2004-04-08,412.583
2004-04-09,412.583
2004-04-12,414.694
2004-04-13,406.056
2004-04-14,393.939
2004-04-15,394.546
2004-04-16,398.587
2004-04-19,403.455
2004-04-20,400.181
2004-04-21,396.651
2004-04-22,394.086
2004-04-23,396.762
2004-04-26,396.239
2004-04-27,395.851
2004-04-28,390.225
2004-04-29,380.967
2004-04-30,384.063
2004-05-03,379.034
2004-05-04,387.739
2004-05-05,391.613
2004-05-06,388.568
2004-05-07,378.137
2004-05-10,365.947
2004-05-11,365.762
2004-05-12,370.299
2004-05-13,367.196
2004-05-14,367.964
2004-05-17,362.999
2004-05-18,365.674
2004-05-19,374.871
2004-05-20,369.677
2004-05-21,375.011
2004-05-24,373.998
2004-05-25,376.137
2004-05-26,380.409
2004-05-27,388.313
2004-05-28,385.111
2004-05-31,386.973
2004-06-01,384.696
2004-06-02,380.987
2004-06-03,374.112
2004-06-04,376.629
2004-06-07,385.009
2004-06-08,384.035
2004-06-09,377.002
2004-06-10,380.285
2004-06-11,379.681
2004-06-14,379.489
2004-06-15,376.284
2004-06-16,377.642
2004-06-17,378.009
2004-06-18,383.077
2004-06-21,386.742
2004-06-22,381.618
2004-06-23,383.167
2004-06-24,384.913
2004-06-25,384.48
2004-06-28,386.401
2004-06-29,379.371
2004-06-30,384.236
2004-07-01,388.788
2004-07-02,393.144
2004-07-05,391.614
2004-07-06,394.674
2004-07-07,399.849
2004-07-08,399.279
2004-07-09,398.152
2004-07-12,401.508
2004-07-13,400.08
2004-07-14,396.71
2004-07-15,398.038
2004-07-16,404.451
2004-07-19,405.701
2004-07-20,399.571
2004-07-21,392.457
2004-07-22,390.276
2004-07-23,384.637
2004-07-26,384.476
2004-07-27,381.115
2004-07-28,381.152
2004-07-29,381.083
2004-07-30,388.141
2004-08-02,389.928
2004-08-03,392.092
2004-08-04,391.464
2004-08-05,387.903
2004-08-06,391.959
2004-08-09,390.699
2004-08-10,388.874
2004-08-11,388.632
2004-08-12,384.698
2004-08-13,386.93
2004-08-16,388.335
2004-08-17,388.923
2004-08-18,388.254
2004-08-19,393.95
2004-08-20,394.793
2004-08-23,396.341
2004-08-24,390.165
2004-08-25,387.033
2004-08-26,385.497
2004-08-27,389.997
2004-08-30,386.655
2004-08-31,390.206
2004-09-01,391.576
2004-09-02,387.535
2004-09-03,384.411
2004-09-06,385.748
2004-09-07,388.699
2004-09-08,388.989
2004-09-09,385.347
2004-09-10,394.402
2004-09-13,393.897
2004-09-14,401.067
2004-09-15,398.345
2004-09-16,400.857
2004-09-17,401.137
2004-09-20,404.835
2004-09-21,405.041
2004-09-22,409.046
2004-09-23,412.179
2004-09-24,407.846
2004-09-27,407.932
2004-09-28,411.175
2004-09-29,415.733
2004-09-30,420.964
2004-10-01,418.772
2004-10-04,422.9
2004-10-05,425.77
2004-10-06,425.791
2004-10-07,428.959
2004-10-08,431.144
2004-10-11,432.923
2004-10-12,431.503
2004-10-13,425.684
2004-10-14,427.891
2004-10-15,428.502
2004-10-18,423.523
2004-10-19,424.48
2004-10-20,424.519
2004-10-21,425.346
2004-10-22,425.919
2004-10-25,425.475
2004-10-26,429.606
2004-10-27,435.846
2004-10-28,436.813
2004-10-29,434.349
2004-11-01,435.171
2004-11-02,437.155
2004-11-03,448.842
2004-11-04,450.907
2004-11-05,450.639
2004-11-08,446.304
2004-11-09,448.832
2004-11-10,451.456
2004-11-11,457.213
2004-11-12,461.685
2004-11-15,468.135
2004-11-16,466.364
2004-11-17,471.343
2004-11-18,471.204
2004-11-19,476.208
2004-11-22,471.439
2004-11-23,478.858
2004-11-24,484.525
2004-11-25,493.028
2004-11-26,494.105
2004-11-29,494.533
2004-11-30,488.914
2004-12-01,482.623
2004-12-02,489.581
2004-12-03,488.332
2004-12-06,489.303
2004-12-07,485.693
2004-12-08,466.406
2004-12-09,463.079
2004-12-10,464.217
2004-12-13,470.199
2004-12-14,474.704
2004-12-15,479.255
2004-12-16,478.306
2004-12-17,481.065
2004-12-20,486.977
2004-12-21,490.836
2004-12-22,492.671
2004-12-23,494.013
2004-12-24,499.755
2004-12-27,503.158
2004-12-28,503.417
2004-12-29,500.134
2004-12-30,504.492
2004-12-31,506.671
2005-01-03,502.114
2005-01-04,495.675
2005-01-05,491.698
2005-01-06,487.613
2005-01-07,489.66
2005-01-10,491.915
2005-01-11,495.844
2005-01-12,499.353
2005-01-13,498.067
2005-01-14,494.494
2005-01-17,497.587
2005-01-18,493.224
2005-01-19,495.729
2005-01-20,492.541
2005-01-21,496.873
2005-01-24,500.116
2005-01-25,500.869
2005-01-26,507.289
2005-01-27,516.54
2005-01-28,513.519
2005-01-31,512.96
2005-02-01,515.171
2005-02-02,518.886
2005-02-03,517.697
2005-02-04,520.007
2005-02-07,525.143
2005-02-08,518.326
2005-02-09,515.469
2005-02-10,521.886
2005-02-11,525.377
2005-02-14,528.685
2005-02-15,526.103
2005-02-16,528.465
2005-02-17,540.096
2005-02-18,540.059
2005-02-21,542.649
2005-02-22,540.041
2005-02-23,536.762
2005-02-24,534.034
2005-02-25,540.628
2005-02-28,559.625
2005-03-01,556.498
2005-03-02,551.88
2005-03-03,556.076
2005-03-04,562.176
2005-03-07,567.298
2005-03-08,569.856
2005-03-09,568.246
2005-03-10,563.202
2005-03-11,562.708
2005-03-14,564.128
2005-03-15,562.357
2005-03-16,565.421
2005-03-17,564.238
2005-03-18,569.797
2005-03-21,570.413
2005-03-22,566.081
2005-03-23,546.557
2005-03-24,538.845
2005-03-25,538.845
2005-03-28,536.926
2005-03-29,533.599
2005-03-30,532.376
2005-03-31,534.522
2005-04-01,540.654
2005-04-04,534.449
2005-04-05,536.586
2005-04-06,531.38
2005-04-07,535.301
2005-04-08,542.955
2005-04-11,540.398
2005-04-12,540.488
2005-04-13,542.019
2005-04-14,527.33
2005-04-15,514.52
2005-04-18,501.936
2005-04-19,514.355
2005-04-20,520.088
2005-04-21,519.534
2005-04-22,527.136
2005-04-25,524.408
2005-04-26,522.222
2005-04-27,518.54
2005-04-28,513.927
2005-04-29,512.667
2005-05-02,518.452
2005-05-03,510.704
2005-05-04,508.423
2005-05-05,512.387
2005-05-06,513.029
2005-05-09,515.322
2005-05-10,517.201
2005-05-11,517.14
2005-05-12,512.187
2005-05-13,502.726
2005-05-16,492.622
2005-05-17,493.46
2005-05-18,499.829
2005-05-19,506.684
2005-05-20,502.341
2005-05-23,509.237
2005-05-24,516.471
2005-05-25,514.975
2005-05-26,513.17
2005-05-27,519.522
2005-05-30,524.462
2005-05-31,517.712
2005-06-01,519.861
2005-06-02,529.954
2005-06-03,535.207
2005-06-06,542.964
2005-06-07,543.965
2005-06-08,542.927
2005-06-09,540.969
2005-06-10,540.982
2005-06-13,540.45
2005-06-14,544.094
2005-06-15,549.267
2005-06-16,556.975
2005-06-17,570.511
2005-06-20,569.235
2005-06-21,569.567
2005-06-22,567.808
2005-06-23,559.709
2005-06-24,556.114
2005-06-27,555.052
2005-06-28,560.198
2005-06-29,556.626
2005-06-30,557.936
2005-07-01,549.146
2005-07-04,550.487
2005-07-05,547.764
2005-07-06,545.892
2005-07-07,539.92
2005-07-08,540.483
2005-07-11,549.525
2005-07-12,554.378
2005-07-13,550.601
2005-07-14,555.13
2005-07-15,552.116
2005-07-18,555.489
2005-07-19,547.626
2005-07-20,557.888
2005-07-21,572.808
2005-07-22,578.735
2005-07-25,576.044
2005-07-26,572.414
2005-07-27,570.292
2005-07-28,569.49
2005-07-29,577.345
2005-08-01,577.305
2005-08-02,580.488
2005-08-03,584.372
2005-08-04,588.163
2005-08-05,583.166
2005-08-08,586.671
2005-08-09,586.525
2005-08-10,592.47
2005-08-11,606.812
2005-08-12,609.714
2005-08-15,607.706
2005-08-16,606.995
2005-08-17,597.918
2005-08-18,587.507
2005-08-19,589.255
2005-08-22,600.958
2005-08-23,598.3
2005-08-24,591.181
2005-08-25,587.322
2005-08-26,594.331
2005-08-29,581.31
2005-08-30,584.895
2005-08-31,587.967
2005-09-01,606.308
2005-09-02,605.441
2005-09-05,605.085
2005-09-06,603.524
2005-09-07,609.968
2005-09-08,606.193
2005-09-09,608.843
2005-09-12,607.389
2005-09-13,609.225
2005-09-14,615.545
2005-09-15,611.077
2005-09-16,616.839
2005-09-19,620.728
2005-09-20,626.803
2005-09-21,619.447
2005-09-22,618.382
2005-09-23,613.444
2005-09-26,625.01
2005-09-27,626.019
2005-09-28,627.935
2005-09-29,640.408
2005-09-30,640.643
2005-10-03,637.487
2005-10-04,636.889
2005-10-05,614.21
2005-10-06,598.826
2005-10-07,596.298
2005-10-10,603.965
2005-10-11,592.022
2005-10-12,600.012
2005-10-13,586.005
2005-10-14,584.656
2005-10-17,582.789
2005-10-18,589.582
2005-10-19,579.777
2005-10-20,582.329
2005-10-21,576.354
2005-10-24,573.588
2005-10-25,584.114
2005-10-26,591.671
2005-10-27,593.579
2005-10-28,579.922
2005-10-31,589.19
2005-11-01,590.734
2005-11-02,584.771
2005-11-03,594.916
2005-11-04,589.147
2005-11-07,588.52
2005-11-08,596.184
2005-11-09,591.413
