Date,AUSTRALIA LARGE GROWTH Large Cap
2019-12-31,1717.066
2020-01-31,1773.912
2020-02-28,1613.634
2020-03-31,1322.084
2020-04-30,1512.609
2020-05-29,1538.249
2020-06-30,1643.494
2020-07-31,1714.762
2020-08-31,1808.345
2020-09-30,1719.204
2020-10-30,1682.541
2020-11-30,1825.923
2020-12-31,1917.369
2021-01-29,1891.359
2021-02-26,1837.458
2021-03-31,1868.744
2021-04-30,1958.122
2021-05-31,1998.534
2021-06-30,2000.445
2021-07-30,2006.157
2021-08-31,2067.748
2021-09-30,1954.952
2021-10-29,2065.015
2021-11-30,1993.509
2021-12-31,2044.066
2022-01-31,1791.632
2022-02-28,1862.63
2022-03-31,2048.223
2022-04-29,1965.355
2022-05-31,1919.471
2022-06-30,1704.417
2022-07-29,1875.535
2022-08-31,1823.964
2022-09-30,1582.391
2022-10-31,1667.838
2022-11-30,1835.095
2022-12-30,1772.827
2023-01-31,1958.176
2023-02-28,1835.005
2023-03-31,1789.046
2023-04-28,1820.34
2023-05-31,1737.707
2023-06-30,1791.213
2023-07-31,1831.338
2023-08-31,1781.902
2023-09-29,1710.429
2023-10-31,1609.645
2023-11-30,1812.587
2023-12-29,2011.806
2024-01-31,1992.521
2024-02-29,1974.663
2024-03-29,2035.086
2024-04-30,1939.409
2024-05-31,2037.629
2024-06-28,2157.264
2024-07-31,2242.841
2024-08-30,2351.342
2024-09-30,2389.388
2024-10-31,2280.939
2024-11-29,2393.811
2024-12-31,2232.031
2025-01-31,2343.086
2025-02-28,2228.087
2025-03-31,2117.215
2025-04-30,2307.589
2025-05-30,2429.85
2025-06-30,2531.914
2025-07-31,2526.049
2025-08-29,2447.198
2025-09-30,2403.047
2025-10-31,2322.507
2025-11-28,2209.135
2025-12-31,2264.036
