Date,ISRAEL SMALL VALUE Small Cap
2013-06-28,973.558
2013-07-31,1038.683
2013-08-30,995.929
2013-09-30,1090.477
2013-10-31,1110.154
2013-11-29,1130.921
2013-12-31,1131.586
2014-01-31,1066.17
2014-02-28,1124.633
2014-03-31,1139.235
2014-04-30,1124.551
2014-05-30,1132.593
2014-06-30,1132.172
2014-07-31,1116.63
2014-08-29,1083.071
2014-09-30,1083.004
2014-10-31,1000.344
2014-11-28,968.857
2014-12-31,924.705
2015-01-30,916.862
2015-02-27,974.571
2015-03-31,993.209
2015-04-30,1030.371
2015-05-29,1009.55
2015-06-30,1024.839
2015-07-31,1080.153
2015-08-31,995.745
2015-09-30,966.925
2015-10-30,1011.495
2015-11-30,1009.784
2015-12-31,976.971
2016-01-29,920.074
2016-02-29,924.262
2016-03-31,992.023
2016-04-29,1022.417
2016-05-31,1020.572
2016-06-30,998.851
2016-07-29,1064.056
2016-08-31,1108.885
2016-09-30,1111.828
2016-10-31,1088.255
2016-11-30,1136.734
2016-12-30,1166.681
2017-01-31,1239.079
2017-02-28,1336.251
2017-03-31,1362.44
2017-04-28,1378.454
2017-05-31,1463.401
2017-06-30,1452.847
2017-07-31,1449.256
2017-08-31,1456.537
2017-09-29,1501.526
2017-10-31,1549.306
2017-11-30,1635.462
2017-12-29,1651.005
2018-01-31,1712.462
2018-02-28,1623.958
2018-03-30,1559.701
2018-04-30,1511.125
2018-05-31,1567.576
2018-06-29,1495.207
2018-07-31,1554.755
2018-08-31,1688.672
2018-09-28,1686.066
2018-10-31,1607.228
2018-11-30,1652.556
2018-12-31,1514.775
2019-01-31,1667.685
2019-02-28,1704.064
2019-03-29,1686.083
2019-04-30,1802.391
2019-05-31,1797.925
2019-06-28,1888.062
2019-07-31,1926.122
2019-08-30,1916.918
2019-09-30,1990.831
2019-10-31,1987.192
2019-11-29,2116.882
2019-12-31,2111.335
2020-01-31,2073.703
2020-02-28,1948.379
2020-03-31,1495.164
2020-04-30,1636.081
2020-05-29,1528.145
2020-06-30,1379.056
2020-07-31,1458.454
2020-08-31,1599.072
2020-09-30,1457.268
2020-10-30,1556.619
2020-11-30,1859.772
2020-12-31,2003.945
2021-01-29,1971.114
2021-02-26,1960.404
2021-03-31,2044.692
2021-04-30,2216.75
2021-05-31,2321.185
2021-06-30,2317.913
2021-07-30,2297.476
2021-08-31,2431.011
2021-09-30,2451.168
2021-10-29,2635.318
2021-11-30,2740.408
2021-12-31,2911.389
2022-01-31,2940.178
2022-02-28,2946.887
2022-03-31,3051.032
2022-04-29,2952.488
2022-05-31,2660.265
2022-06-30,2401.921
2022-07-29,2595.311
2022-08-31,2861.341
2022-09-30,2340.802
2022-10-31,2432.618
2022-11-30,2451.229
2022-12-30,2257.936
2023-01-31,2323.074
2023-02-28,2012.747
2023-03-31,2020.594
2023-04-28,2028.245
2023-05-31,2005.47
2023-06-30,2081.623
2023-07-31,2224.787
2023-08-31,2102.809
2023-09-29,2098.813
2023-10-31,1733.614
2023-11-30,2054.425
2023-12-29,2246.09
2024-01-31,2218.431
2024-02-29,2368.189
2024-03-29,2318.649
2024-04-30,2188.864
2024-05-31,2210.582
2024-06-28,2123.578
2024-07-31,2208.01
2024-08-30,2417.532
2024-09-30,2520.192
2024-10-31,2609.834
2024-11-29,2882.395
2024-12-31,3058.246
2025-01-31,3213.161
2025-02-28,3285.404
2025-03-31,2975.805
2025-04-30,3213.623
2025-05-30,3536.24
2025-06-30,4259.836
