Date,HONG KONG LARGE VALUE Large Cap
2005-11-10,758.363
2005-11-11,764.712
2005-11-14,758.385
2005-11-15,756.642
2005-11-16,754.976
2005-11-17,764.059
2005-11-18,769.78
2005-11-21,766.178
2005-11-22,764.648
2005-11-23,777.285
2005-11-24,779.088
2005-11-25,779.631
2005-11-28,782.413
2005-11-29,779.889
2005-11-30,773.224
2005-12-01,774.318
2005-12-02,778.33
2005-12-05,778.062
2005-12-06,771.209
2005-12-07,774.847
2005-12-08,766.209
2005-12-09,768.723
2005-12-12,771.321
2005-12-13,767.773
2005-12-14,769.306
2005-12-15,773.934
2005-12-16,773.686
2005-12-19,779.441
2005-12-20,780.983
2005-12-21,782.628
2005-12-22,781.763
2005-12-23,783.943
2005-12-26,783.943
2005-12-27,783.973
2005-12-28,782.036
2005-12-29,780.817
2005-12-30,775.388
2006-01-02,775.388
2006-01-03,771.33
2006-01-04,778.503
2006-01-05,780.358
2006-01-06,782.401
2006-01-09,792.913
2006-01-10,791.819
2006-01-11,794.487
2006-01-12,798.28
2006-01-13,798.879
2006-01-16,798.188
2006-01-17,790.783
2006-01-18,788.731
2006-01-19,795.208
2006-01-20,792.847
2006-01-23,784.357
2006-01-24,789.282
2006-01-25,789.112
2006-01-26,789.03
2006-01-27,797.469
2006-01-30,797.408
2006-01-31,797.397
2006-02-01,793.632
2006-02-02,791.685
2006-02-03,782.198
2006-02-06,783.661
2006-02-07,783.118
2006-02-08,775.96
2006-02-09,777.476
2006-02-10,777.446
2006-02-13,775.505
2006-02-14,780.017
2006-02-15,780.546
2006-02-16,782.619
2006-02-17,781.374
2006-02-20,786.175
2006-02-21,784.537
2006-02-22,783.502
2006-02-23,795.61
2006-02-24,799.889
2006-02-27,804.48
2006-02-28,803.177
2006-03-01,804.116
2006-03-02,807.064
2006-03-03,805.923
2006-03-06,807.832
2006-03-07,797.326
2006-03-08,793.79
2006-03-09,794.897
2006-03-10,795.759
2006-03-13,796.961
2006-03-14,792.865
2006-03-15,799.599
2006-03-16,800.71
2006-03-17,805.43
2006-03-20,809.039
2006-03-21,809.113
2006-03-22,802.098
2006-03-23,806.814
2006-03-24,806.289
2006-03-27,809.546
2006-03-28,808.776
2006-03-29,804.377
2006-03-30,807.789
2006-03-31,806.222
2006-04-03,815.097
2006-04-04,817.594
2006-04-05,817.615
2006-04-06,829.14
2006-04-07,832.324
2006-04-10,835.189
2006-04-11,834.264
2006-04-12,834.883
2006-04-13,838.06
2006-04-14,838.06
2006-04-17,838.098
2006-04-18,843.69
2006-04-19,848.253
2006-04-20,851.452
2006-04-21,853.758
2006-04-24,844.275
2006-04-25,841.264
2006-04-26,842.123
2006-04-27,845.166
2006-04-28,848.269
2006-05-01,848.308
2006-05-02,858.047
2006-05-03,864.513
2006-05-04,863.206
2006-05-05,863.245
2006-05-08,867.91
2006-05-09,859.229
2006-05-10,851.45
2006-05-11,851.103
2006-05-12,842.97
2006-05-15,832.637
2006-05-16,829.3
2006-05-17,831.383
2006-05-18,823.157
2006-05-19,822.456
2006-05-22,809.977
2006-05-23,809.812
2006-05-24,808.534
2006-05-25,804.027
2006-05-26,807.505
2006-05-29,806.712
2006-05-30,801.555
2006-05-31,801.549
2006-06-01,796.26
2006-06-02,799.23
2006-06-05,803.511
2006-06-06,804.085
2006-06-07,798.08
2006-06-08,785.757
2006-06-09,789.821
2006-06-12,793.158
2006-06-13,780.301
2006-06-14,780.668
2006-06-15,785.42
2006-06-16,796.11
2006-06-19,796.77
2006-06-20,790.74
2006-06-21,791.024
2006-06-22,798.754
2006-06-23,798.091
2006-06-26,797.91
2006-06-27,798.598
2006-06-28,795.525
2006-06-29,801.796
2006-06-30,818.469
2006-07-03,819.432
2006-07-04,823.459
2006-07-05,817.424
2006-07-06,822.981
2006-07-07,822.431
2006-07-10,824.147
2006-07-11,817.044
2006-07-12,817.756
2006-07-13,810.507
2006-07-14,805.952
2006-07-17,802.498
2006-07-18,802.647
2006-07-19,803.155
2006-07-20,817.096
2006-07-21,817.783
2006-07-24,820.159
2006-07-25,824.82
2006-07-26,826.462
2006-07-27,835.132
2006-07-28,833.24
2006-07-31,836.18
2006-08-01,835.389
2006-08-02,842.652
2006-08-03,845.237
2006-08-04,836.645
2006-08-07,838.143
2006-08-08,837.925
2006-08-09,849.787
2006-08-10,841.483
2006-08-11,842.092
2006-08-14,841.753
2006-08-15,844.471
2006-08-16,853.474
2006-08-17,856.014
2006-08-18,855.173
2006-08-21,845.051
2006-08-22,849.1
2006-08-23,847.571
2006-08-24,837.874
2006-08-25,837.41
2006-08-28,830.855
2006-08-29,835.865
2006-08-30,849.077
2006-08-31,859.257
2006-09-01,859.621
2006-09-04,860.896
2006-09-05,857.569
2006-09-06,852.347
2006-09-07,846.288
2006-09-08,849.859
2006-09-11,838.239
2006-09-12,842.366
2006-09-13,850.287
2006-09-14,848.158
2006-09-15,853.787
2006-09-18,862.367
2006-09-19,859.692
2006-09-20,861.3
2006-09-21,860.613
2006-09-22,856.951
2006-09-25,853.367
2006-09-26,846.013
2006-09-27,855.373
2006-09-28,853.9
2006-09-29,848.333
2006-10-02,848.327
2006-10-03,848.363
2006-10-04,848.209
2006-10-05,857.424
2006-10-06,858.076
2006-10-09,851.067
2006-10-10,855.567
2006-10-11,856.126
2006-10-12,859.342
2006-10-13,861.635
2006-10-16,860.079
2006-10-17,855.132
2006-10-18,858.019
2006-10-19,856.142
2006-10-20,862.908
2006-10-23,860.947
2006-10-24,861.585
2006-10-25,858.333
2006-10-26,858.862
2006-10-27,858.446
2006-10-30,858.81
2006-10-31,858.37
2006-11-01,862.349
2006-11-02,869.639
2006-11-03,872.205
2006-11-06,875.293
2006-11-07,880.451
2006-11-08,877.261
2006-11-09,877.837
2006-11-10,876.951
2006-11-13,871.188
2006-11-14,873.913
2006-11-15,881.47
2006-11-16,880.693
2006-11-17,886.868
2006-11-20,882.434
2006-11-21,888.258
2006-11-22,897.996
2006-11-23,901.171
2006-11-24,899.554
2006-11-27,901.669
2006-11-28,882.138
2006-11-29,888.42
2006-11-30,896.6
2006-12-01,886.684
2006-12-04,892.813
2006-12-05,900.793
2006-12-06,907.205
2006-12-07,900.948
2006-12-08,899.89
2006-12-11,908.894
2006-12-12,903.639
2006-12-13,899.25
2006-12-14,917.42
2006-12-15,933.527
2006-12-18,927.821
2006-12-19,917.339
2006-12-20,928.703
2006-12-21,929.889
2006-12-22,933.069
2006-12-25,933.069
2006-12-26,932.841
2006-12-27,938.579
2006-12-28,949.996
2006-12-29,955.096
2007-01-01,955.096
2007-01-02,966.726
2007-01-03,963.168
2007-01-04,947.417
2007-01-05,962.158
2007-01-08,974.885
2007-01-09,972.226
2007-01-10,959.349
2007-01-11,956.948
2007-01-12,966.587
2007-01-15,990.063
2007-01-16,984.301
2007-01-17,989.558
2007-01-18,997.937
2007-01-19,1003.743
2007-01-22,1020.933
2007-01-23,1008.934
2007-01-24,1002.153
2007-01-25,992.011
2007-01-26,981.704
2007-01-29,981.958
2007-01-30,990.797
2007-01-31,980.121
2007-02-01,996.814
2007-02-02,1009.974
2007-02-05,1000.898
2007-02-06,1007.406
2007-02-07,1004.108
2007-02-08,1005.99
2007-02-09,1005.604
2007-02-12,1001.589
2007-02-13,977.546
2007-02-14,982.911
2007-02-15,996.154
2007-02-16,995.224
2007-02-19,995.262
2007-02-20,995.173
2007-02-21,993.888
2007-02-22,1001.799
2007-02-23,994.92
2007-02-26,991.124
2007-02-27,972.309
2007-02-28,946.169
2007-03-01,926.716
2007-03-02,931.336
2007-03-05,905.092
2007-03-06,918.298
2007-03-07,918.114
2007-03-08,934.768
2007-03-09,937.308
2007-03-12,944.676
2007-03-13,944.024
2007-03-14,918.465
2007-03-15,925.283
2007-03-16,916.858
2007-03-19,927.732
2007-03-20,927.601
2007-03-21,942.291
2007-03-22,957.78
2007-03-23,958.252
2007-03-26,959.222
2007-03-27,956.648
2007-03-28,953.75
2007-03-29,968.967
2007-03-30,965.425
2007-04-02,970.528
2007-04-03,985.756
2007-04-04,998.72
2007-04-05,998.72
2007-04-06,998.72
2007-04-09,998.541
2007-04-10,1005.39
2007-04-11,999.464
2007-04-12,994.734
2007-04-13,987.507
2007-04-16,1001.086
2007-04-17,1001.557
2007-04-18,998.496
2007-04-19,979.53
2007-04-20,991.108
2007-04-23,996.728
2007-04-24,997.16
2007-04-25,995.399
2007-04-26,1004.114
2007-04-27,997.524
2007-04-30,985.582
2007-05-01,985.431
2007-05-02,996.01
2007-05-03,1013.382
2007-05-04,1029.154
2007-05-07,1031.054
2007-05-08,1019.953
2007-05-09,1024.986
2007-05-10,1020.108
2007-05-11,1006.221
2007-05-14,1020.18
2007-05-15,1014.866
2007-05-16,1024.027
2007-05-17,1032.144
2007-05-18,1020.398
2007-05-21,1019.348
2007-05-22,1011.097
2007-05-23,1008.568
2007-05-24,1008.536
2007-05-25,997.576
2007-05-28,995.919
2007-05-29,993.275
2007-05-30,990.332
2007-05-31,1000.0
2007-06-01,998.312
2007-06-04,1010.175
2007-06-05,1016.53
2007-06-06,1013.964
2007-06-07,1009.357
2007-06-08,992.763
2007-06-11,995.585
2007-06-12,989.422
2007-06-13,986.449
2007-06-14,997.467
2007-06-15,999.25
2007-06-18,1001.91
2007-06-19,1001.935
2007-06-20,1005.422
2007-06-21,1008.052
2007-06-22,1000.274
2007-06-25,992.619
2007-06-26,995.953
2007-06-27,999.573
2007-06-28,1001.876
2007-06-29,995.845
2007-07-02,996.144
2007-07-03,1002.516
2007-07-04,1001.807
2007-07-05,1002.873
2007-07-06,1036.714
2007-07-09,1052.124
2007-07-10,1046.601
2007-07-11,1036.268
2007-07-12,1042.291
2007-07-13,1046.145
2007-07-16,1038.318
2007-07-17,1048.146
2007-07-18,1042.335
2007-07-19,1064.246
2007-07-20,1070.434
2007-07-23,1069.169
2007-07-24,1072.936
2007-07-25,1071.585
2007-07-26,1062.604
2007-07-27,1035.088
2007-07-30,1042.346
2007-07-31,1065.894
2007-08-01,1034.152
2007-08-02,1030.359
2007-08-03,1030.682
2007-08-06,1013.285
2007-08-07,1013.65
2007-08-08,1036.102
2007-08-09,1027.155
2007-08-10,1003.827
2007-08-13,1008.756
2007-08-14,1015.327
2007-08-15,994.594
2007-08-16,967.177
2007-08-17,956.711
2007-08-20,996.81
2007-08-21,994.846
2007-08-22,1016.028
2007-08-23,1032.555
2007-08-24,1024.193
2007-08-27,1043.52
2007-08-28,1031.793
2007-08-29,1015.331
2007-08-30,1032.023
2007-08-31,1046.042
2007-09-03,1042.851
2007-09-04,1041.491
2007-09-05,1053.72
2007-09-06,1056.629
2007-09-07,1052.719
2007-09-10,1048.266
2007-09-11,1049.304
2007-09-12,1085.189
2007-09-13,1097.955
2007-09-14,1119.605
2007-09-17,1098.28
2007-09-18,1091.825
2007-09-19,1128.295
2007-09-20,1133.526
2007-09-21,1134.013
2007-09-24,1138.766
2007-09-25,1129.318
2007-09-26,1129.601
2007-09-27,1150.642
2007-09-28,1145.463
2007-10-01,1145.308
2007-10-02,1170.976
2007-10-03,1135.842
2007-10-04,1119.295
2007-10-05,1143.46
2007-10-08,1137.497
2007-10-09,1162.503
2007-10-10,1167.722
2007-10-11,1198.941
2007-10-12,1194.997
2007-10-15,1201.578
2007-10-16,1166.925
2007-10-17,1183.678
2007-10-18,1189.093
2007-10-19,1189.07
2007-10-22,1147.187
2007-10-23,1172.521
2007-10-24,1168.454
2007-10-25,1199.064
2007-10-26,1245.17
2007-10-29,1322.962
2007-10-30,1307.105
2007-10-31,1294.665
2007-11-01,1288.169
2007-11-02,1232.986
2007-11-05,1189.147
2007-11-06,1235.783
2007-11-07,1239.588
2007-11-08,1205.206
2007-11-09,1216.679
2007-11-12,1204.125
2007-11-13,1209.16
2007-11-14,1248.272
2007-11-15,1224.746
2007-11-16,1184.341
2007-11-19,1186.379
2007-11-20,1180.513
2007-11-21,1137.032
2007-11-22,1120.984
2007-11-23,1136.889
2007-11-26,1181.263
2007-11-27,1163.9
2007-11-28,1179.961
2007-11-29,1224.727
2007-11-30,1245.557
2007-12-03,1256.344
2007-12-04,1269.287
2007-12-05,1294.51
2007-12-06,1308.075
2007-12-07,1256.686
2007-12-10,1262.322
2007-12-11,1300.55
2007-12-12,1275.489
2007-12-13,1248.275
2007-12-14,1246.2
2007-12-17,1188.68
2007-12-18,1194.768
2007-12-19,1215.67
2007-12-20,1216.209
2007-12-21,1249.515
2007-12-24,1267.099
2007-12-25,1267.099
2007-12-26,1266.668
2007-12-27,1248.389
2007-12-28,1237.27
2007-12-31,1271.018
2008-01-01,1271.018
2008-01-02,1266.948
2008-01-03,1252.496
2008-01-04,1284.429
2008-01-07,1297.541
2008-01-08,1285.02
2008-01-09,1304.044
2008-01-10,1279.895
2008-01-11,1266.635
2008-01-14,1275.157
2008-01-15,1262.299
2008-01-16,1207.584
2008-01-17,1213.77
2008-01-18,1214.236
2008-01-21,1163.405
2008-01-22,1092.752
2008-01-23,1180.667
2008-01-24,1141.861
2008-01-25,1205.376
2008-01-28,1165.883
2008-01-29,1184.827
2008-01-30,1178.228
2008-01-31,1177.098
2008-02-01,1165.603
2008-02-04,1180.379
2008-02-05,1174.584
2008-02-06,1129.589
2008-02-07,1129.755
2008-02-08,1129.799
2008-02-11,1101.711
2008-02-12,1110.991
2008-02-13,1109.601
2008-02-14,1136.134
2008-02-15,1137.932
2008-02-18,1128.509
2008-02-19,1130.632
2008-02-20,1113.576
2008-02-21,1109.994
2008-02-22,1097.449
2008-02-25,1096.614
2008-02-26,1115.054
2008-02-27,1138.479
2008-02-28,1143.915
2008-02-29,1135.513
2008-03-03,1108.613
2008-03-04,1093.871
2008-03-05,1097.068
2008-03-06,1095.119
2008-03-07,1060.135
2008-03-10,1068.371
2008-03-11,1094.188
2008-03-12,1101.445
2008-03-13,1071.747
2008-03-14,1071.039
2008-03-17,1036.554
2008-03-18,1056.509
2008-03-19,1066.312
2008-03-20,1048.016
2008-03-21,1048.016
2008-03-24,1047.807
2008-03-25,1091.583
2008-03-26,1092.557
2008-03-27,1095.32
2008-03-28,1110.316
2008-03-31,1097.623
2008-04-01,1102.845
2008-04-02,1118.697
2008-04-03,1129.124
2008-04-04,1129.197
2008-04-07,1132.764
2008-04-08,1131.193
2008-04-09,1125.592
2008-04-10,1125.064
2008-04-11,1135.303
2008-04-14,1116.242
2008-04-15,1124.651
2008-04-16,1120.446
2008-04-17,1129.253
2008-04-18,1129.533
2008-04-21,1146.635
2008-04-22,1151.805
2008-04-23,1154.855
2008-04-24,1152.594
2008-04-25,1148.368
2008-04-28,1155.876
2008-04-29,1168.628
2008-04-30,1165.631
2008-05-01,1165.833
2008-05-02,1182.437
2008-05-05,1187.527
2008-05-06,1196.803
2008-05-07,1177.772
2008-05-08,1180.373
2008-05-09,1168.003
2008-05-12,1168.093
2008-05-13,1187.178
2008-05-14,1190.464
2008-05-15,1202.463
2008-05-16,1204.471
2008-05-19,1205.072
2008-05-20,1183.889
2008-05-21,1200.252
2008-05-22,1190.076
2008-05-23,1183.992
2008-05-26,1177.011
2008-05-27,1177.144
2008-05-28,1185.282
2008-05-29,1196.564
2008-05-30,1200.696
2008-06-02,1195.465
2008-06-03,1195.774
2008-06-04,1196.807
2008-06-05,1209.593
2008-06-06,1211.261
2008-06-09,1211.408
2008-06-10,1168.323
2008-06-11,1168.572
2008-06-12,1156.203
2008-06-13,1137.905
2008-06-16,1154.669
2008-06-17,1153.619
2008-06-18,1152.714
2008-06-19,1130.352
2008-06-20,1133.233
2008-06-23,1137.781
2008-06-24,1127.917
2008-06-25,1133.846
2008-06-26,1131.098
2008-06-27,1117.22
2008-06-30,1119.953
2008-07-01,1119.774
2008-07-02,1099.089
2008-07-03,1086.169
2008-07-04,1083.066
2008-07-07,1097.517
2008-07-08,1063.135
2008-07-09,1075.515
2008-07-10,1076.708
2008-07-11,1087.145
2008-07-14,1081.784
2008-07-15,1047.568
2008-07-16,1050.61
2008-07-17,1059.837
2008-07-18,1064.737
2008-07-21,1095.313
2008-07-22,1092.124
2008-07-23,1107.621
2008-07-24,1105.583
2008-07-25,1107.595
2008-07-28,1106.725
2008-07-29,1086.245
2008-07-30,1096.962
2008-07-31,1099.113
2008-08-01,1106.928
2008-08-04,1090.422
2008-08-05,1070.555
2008-08-06,1070.562
2008-08-07,1080.751
2008-08-08,1081.408
2008-08-11,1092.638
2008-08-12,1094.81
2008-08-13,1090.496
2008-08-14,1092.028
2008-08-15,1077.974
2008-08-18,1068.059
2008-08-19,1043.498
2008-08-20,1057.824
2008-08-21,1026.773
2008-08-22,1026.793
2008-08-25,1056.047
2008-08-26,1051.745
2008-08-27,1059.571
2008-08-28,1049.262
2008-08-29,1060.151
2008-09-01,1046.829
2008-09-02,1058.44
2008-09-03,1049.36
2008-09-04,1041.93
2008-09-05,1031.373
2008-09-08,1062.928
2008-09-09,1061.331
2008-09-10,1046.782
2008-09-11,1027.547
2008-09-12,1033.058
2008-09-15,1033.541
2008-09-16,1002.087
2008-09-17,979.535
2008-09-18,953.267
2008-09-19,983.33
2008-09-22,986.633
2008-09-23,957.901
2008-09-24,954.997
2008-09-25,956.531
2008-09-26,948.822
2008-09-29,913.401
2008-09-30,919.982
2008-10-01,919.739
2008-10-02,909.441
2008-10-03,877.328
2008-10-06,847.883
2008-10-07,847.556
2008-10-08,791.077
2008-10-09,807.26
2008-10-10,752.948
2008-10-13,818.748
2008-10-14,825.131
2008-10-15,796.446
2008-10-16,766.195
2008-10-17,745.899
2008-10-20,780.695
2008-10-21,769.734
2008-10-22,742.629
2008-10-23,721.28
2008-10-24,678.847
2008-10-27,592.022
2008-10-28,671.653
2008-10-29,682.08
2008-10-30,736.628
2008-10-31,706.382
2008-11-03,735.956
2008-11-04,741.695
2008-11-05,759.353
2008-11-06,731.126
2008-11-07,759.917
2008-11-10,755.561
2008-11-11,715.158
2008-11-12,705.672
2008-11-13,671.421
2008-11-14,684.986
2008-11-17,691.496
2008-11-18,665.215
2008-11-19,669.596
2008-11-20,650.188
2008-11-21,668.814
2008-11-24,656.244
2008-11-25,680.833
2008-11-26,702.688
2008-11-27,705.371
2008-11-28,735.117
2008-12-01,738.056
2008-12-02,706.092
2008-12-03,705.588
2008-12-04,694.886
2008-12-05,708.533
2008-12-08,766.647
2008-12-09,753.764
2008-12-10,776.894
2008-12-11,779.939
2008-12-12,748.132
2008-12-15,764.574
2008-12-16,763.043
2008-12-17,766.624
2008-12-18,772.751
2008-12-19,762.082
2008-12-22,750.759
2008-12-23,739.04
2008-12-24,743.661
2008-12-25,743.661
2008-12-26,743.7
2008-12-29,751.773
2008-12-30,742.767
2008-12-31,751.868
2009-01-01,751.868
2009-01-02,769.071
2009-01-05,777.402
2009-01-06,784.473
2009-01-07,780.204
2009-01-08,765.137
2009-01-09,762.331
2009-01-12,754.956
2009-01-13,741.565
2009-01-14,738.922
2009-01-15,719.357
2009-01-16,721.953
2009-01-19,727.049
2009-01-20,714.079
2009-01-21,702.817
2009-01-22,703.7
2009-01-23,699.591
2009-01-26,699.618
2009-01-27,699.33
2009-01-28,699.425
2009-01-29,723.747
2009-01-30,741.981
2009-02-02,717.05
2009-02-03,701.777
2009-02-04,705.425
2009-02-05,696.397
2009-02-06,712.79
2009-02-09,715.505
2009-02-10,716.304
2009-02-11,707.256
2009-02-12,697.782
2009-02-13,705.085
2009-02-16,702.924
2009-02-17,691.593
2009-02-18,697.723
2009-02-19,698.397
2009-02-20,684.293
2009-02-23,709.97
2009-02-24,696.783
2009-02-25,707.33
2009-02-26,703.657
2009-02-27,710.99
2009-03-02,686.55
2009-03-03,676.476
2009-03-04,682.475
2009-03-05,666.847
2009-03-06,645.259
2009-03-09,629.822
2009-03-10,635.932
2009-03-11,648.534
2009-03-12,653.15
2009-03-13,673.308
2009-03-16,694.565
2009-03-17,695.96
2009-03-18,698.76
2009-03-19,705.058
2009-03-20,690.54
2009-03-23,726.29
2009-03-24,747.982
2009-03-25,734.19
2009-03-26,743.471
2009-03-27,738.328
2009-03-30,722.361
2009-03-31,718.563
2009-04-01,719.223
2009-04-02,758.86
2009-04-03,763.812
2009-04-06,782.833
2009-04-07,782.127
2009-04-08,771.205
2009-04-09,782.212
2009-04-10,782.212
2009-04-13,782.192
2009-04-14,805.67
2009-04-15,805.9
2009-04-16,801.402
2009-04-17,807.943
2009-04-20,819.494
2009-04-21,807.296
2009-04-22,797.465
2009-04-23,812.566
2009-04-24,817.441
2009-04-27,798.065
2009-04-28,781.096
2009-04-29,798.101
2009-04-30,828.258
2009-05-01,828.269
2009-05-04,860.965
2009-05-05,866.17
2009-05-06,890.778
2009-05-07,897.762
2009-05-08,896.403
2009-05-11,884.191
2009-05-12,888.226
2009-05-13,892.519
2009-05-14,869.84
2009-05-15,878.91
2009-05-18,899.575
2009-05-19,913.551
2009-05-20,908.853
2009-05-21,895.356
2009-05-22,888.558
2009-05-25,908.626
2009-05-26,917.197
2009-05-27,953.517
2009-05-28,953.53
2009-05-29,985.197
2009-06-01,999.124
2009-06-02,981.948
2009-06-03,1011.508
2009-06-04,1010.291
2009-06-05,1019.032
2009-06-08,996.83
2009-06-09,981.436
2009-06-10,1004.548
2009-06-11,991.501
2009-06-12,985.106
2009-06-15,971.321
2009-06-16,952.328
2009-06-17,949.503
2009-06-18,946.621
2009-06-19,950.698
2009-06-22,952.13
2009-06-23,936.072
2009-06-24,950.259
2009-06-25,966.826
2009-06-26,983.755
2009-06-29,981.188
2009-06-30,971.237
2009-07-01,971.23
2009-07-02,957.681
2009-07-03,959.853
2009-07-06,955.753
2009-07-07,953.942
2009-07-08,947.06
2009-07-09,943.541
2009-07-10,938.534
2009-07-13,927.897
2009-07-14,953.17
2009-07-15,967.941
2009-07-16,971.0
2009-07-17,990.043
2009-07-20,1017.256
2009-07-21,1022.984
2009-07-22,1015.462
2009-07-23,1038.264
2009-07-24,1039.235
2009-07-27,1048.09
2009-07-28,1065.121
2009-07-29,1051.857
2009-07-30,1065.451
2009-07-31,1078.986
2009-08-03,1078.973
2009-08-04,1062.861
2009-08-05,1047.615
2009-08-06,1052.38
2009-08-07,1031.653
2009-08-10,1051.598
2009-08-11,1056.58
2009-08-12,1042.004
2009-08-13,1051.256
2009-08-14,1049.449
2009-08-17,1025.805
2009-08-18,1026.999
2009-08-19,1016.51
2009-08-20,1039.256
2009-08-21,1036.727
2009-08-24,1049.223
2009-08-25,1043.707
2009-08-26,1040.879
2009-08-27,1039.623
2009-08-28,1041.501
2009-08-31,1013.051
2009-09-01,1019.907
2009-09-02,1006.567
2009-09-03,1015.588
2009-09-04,1032.854
2009-09-07,1042.937
2009-09-08,1057.955
2009-09-09,1052.834
2009-09-10,1063.948
2009-09-11,1066.522
2009-09-14,1063.325
2009-09-15,1059.351
2009-09-16,1075.033
2009-09-17,1089.429
2009-09-18,1075.159
2009-09-21,1074.706
2009-09-22,1084.918
2009-09-23,1075.942
2009-09-24,1062.143
2009-09-25,1061.302
2009-09-28,1050.428
2009-09-29,1061.369
2009-09-30,1072.33
2009-10-01,1072.33
2009-10-02,1047.013
2009-10-05,1043.187
2009-10-06,1046.157
2009-10-07,1059.106
2009-10-08,1072.333
2009-10-09,1070.729
2009-10-12,1063.134
2009-10-13,1065.519
2009-10-14,1078.701
2009-10-15,1077.209
2009-10-16,1074.008
2009-10-19,1084.83
2009-10-20,1099.719
2009-10-21,1102.755
2009-10-22,1099.784
2009-10-23,1108.905
2009-10-26,1108.905
2009-10-27,1091.342
2009-10-28,1082.602
2009-10-29,1069.477
2009-10-30,1088.911
2009-11-02,1078.72
2009-11-03,1070.349
2009-11-04,1080.035
2009-11-05,1067.773
2009-11-06,1079.139
2009-11-09,1091.087
2009-11-10,1095.484
2009-11-11,1102.73
2009-11-12,1096.657
2009-11-13,1095.962
2009-11-16,1107.345
2009-11-17,1098.084
2009-11-18,1092.725
2009-11-19,1090.493
2009-11-20,1083.377
2009-11-23,1091.783
2009-11-24,1083.496
2009-11-25,1093.223
2009-11-26,1086.614
2009-11-27,1055.6
2009-11-30,1073.529
2009-12-01,1086.229
2009-12-02,1093.38
2009-12-03,1113.556
2009-12-04,1107.935
2009-12-07,1103.083
2009-12-08,1095.336
2009-12-09,1084.536
2009-12-10,1084.462
2009-12-11,1088.742
2009-12-14,1094.13
2009-12-15,1087.275
2009-12-16,1082.788
2009-12-17,1069.467
2009-12-18,1069.483
2009-12-21,1057.476
2009-12-22,1060.668
2009-12-23,1072.045
2009-12-24,1076.088
2009-12-25,1076.088
2009-12-28,1074.615
2009-12-29,1084.031
2009-12-30,1090.215
2009-12-31,1103.306
2010-01-01,1103.306
2010-01-04,1106.966
2010-01-05,1127.012
2010-01-06,1127.672
2010-01-07,1124.095
2010-01-08,1124.272
2010-01-11,1127.245
2010-01-12,1133.208
2010-01-13,1105.814
2010-01-14,1102.653
2010-01-15,1094.553
2010-01-18,1094.259
2010-01-19,1098.394
2010-01-20,1084.824
2010-01-21,1066.833
2010-01-22,1060.752
2010-01-25,1066.418
2010-01-26,1052.521
2010-01-27,1042.78
2010-01-28,1045.958
2010-01-29,1035.63
2010-02-01,1046.872
2010-02-02,1051.676
2010-02-03,1060.087
2010-02-04,1052.14
2010-02-05,1022.46
2010-02-08,1022.274
2010-02-09,1037.915
2010-02-10,1038.949
2010-02-11,1055.729
2010-02-12,1063.201
2010-02-15,1063.05
2010-02-16,1063.214
2010-02-17,1072.073
2010-02-18,1064.72
2010-02-19,1044.882
2010-02-22,1061.607
2010-02-23,1073.797
2010-02-24,1073.276
2010-02-25,1070.493
2010-02-26,1078.537
2010-03-01,1097.636
2010-03-02,1092.706
2010-03-03,1082.097
2010-03-04,1081.376
2010-03-05,1091.072
2010-03-08,1104.728
2010-03-09,1106.089
2010-03-10,1109.159
2010-03-11,1109.732
2010-03-12,1112.917
2010-03-15,1109.875
2010-03-16,1107.604
2010-03-17,1123.181
2010-03-18,1119.892
2010-03-19,1130.295
2010-03-22,1111.42
2010-03-23,1114.584
2010-03-24,1120.056
2010-03-25,1113.465
2010-03-26,1132.699
2010-03-29,1137.422
2010-03-30,1133.753
2010-03-31,1123.53
2010-04-01,1139.342
2010-04-02,1139.342
2010-04-05,1139.511
2010-04-06,1139.599
2010-04-07,1146.683
2010-04-08,1140.951
2010-04-09,1150.34
2010-04-12,1148.818
2010-04-13,1153.292
2010-04-14,1155.818
2010-04-15,1151.96
2010-04-16,1136.316
2010-04-19,1123.157
2010-04-20,1122.554
2010-04-21,1126.377
2010-04-22,1119.253
2010-04-23,1110.085
2010-04-26,1126.387
2010-04-27,1113.223
2010-04-28,1100.212
2010-04-29,1093.816
2010-04-30,1093.213
2010-05-03,1085.992
2010-05-04,1079.78
2010-05-05,1069.094
2010-05-06,1060.563
2010-05-07,1060.025
2010-05-10,1064.824
2010-05-11,1056.505
2010-05-12,1059.099
2010-05-13,1069.594
2010-05-14,1063.682
2010-05-17,1050.858
2010-05-18,1057.692
2010-05-19,1051.643
2010-05-20,1047.56
2010-05-21,1047.406
2010-05-24,1047.943
2010-05-25,1022.212
2010-05-26,1014.244
2010-05-27,1032.598
2010-05-28,1044.748
2010-05-31,1044.548
2010-06-01,1035.778
2010-06-02,1034.864
2010-06-03,1046.953
2010-06-04,1041.005
2010-06-07,1026.151
2010-06-08,1031.129
2010-06-09,1038.413
2010-06-10,1036.865
2010-06-11,1049.286
2010-06-14,1057.473
2010-06-15,1057.306
2010-06-16,1057.367
2010-06-17,1056.493
2010-06-18,1058.605
2010-06-21,1087.488
2010-06-22,1084.0
2010-06-23,1088.944
2010-06-24,1088.863
2010-06-25,1090.712
2010-06-28,1090.904
2010-06-29,1071.644
2010-06-30,1065.332
2010-07-01,1064.191
2010-07-02,1064.758
2010-07-05,1068.462
2010-07-06,1075.984
2010-07-07,1067.877
