Date,FINLAND MID CAP Mid Cap
1994-05-31,185.13
1994-06-30,173.618
1994-07-29,190.773
1994-08-31,201.17
1994-09-30,200.517
1994-10-31,205.319
1994-11-30,186.049
1994-12-30,187.293
1995-01-31,183.873
1995-02-28,184.789
1995-03-31,171.218
1995-04-28,193.585
1995-05-31,185.785
1995-06-30,190.883
1995-07-31,203.3
1995-08-31,193.003
1995-09-29,199.489
1995-10-31,179.589
1995-11-30,183.615
1995-12-29,176.461
1996-01-31,173.264
1996-02-29,186.298
1996-03-29,185.552
1996-04-30,189.924
1996-05-31,200.066
1996-06-28,210.05
1996-07-31,213.169
1996-08-30,228.943
1996-09-30,221.58
1996-10-31,219.513
1996-11-29,224.573
1996-12-31,236.777
1997-01-31,234.283
1997-02-28,246.327
1997-03-31,247.777
1997-04-30,236.262
1997-05-30,248.763
1997-06-30,252.881
1997-07-31,251.923
1997-08-29,230.715
1997-09-30,253.602
1997-10-31,242.766
1997-11-28,233.952
1997-12-31,226.16
1998-01-30,239.539
1998-02-27,259.563
1998-03-31,264.991
1998-04-30,295.659
1998-05-29,302.359
1998-06-30,293.448
1998-07-31,288.018
1998-08-31,249.376
1998-09-30,221.301
1998-10-30,236.805
1998-11-30,248.5
1998-12-31,262.678
1999-01-29,254.428
1999-02-26,240.591
1999-03-31,249.201
1999-04-30,258.691
1999-05-31,245.109
1999-06-30,248.763
1999-07-30,257.11
1999-08-31,256.29
1999-09-30,240.546
1999-10-29,244.51
1999-11-30,257.167
1999-12-31,298.372
2000-01-31,289.235
2000-02-29,304.108
2000-03-31,305.369
2000-04-28,273.531
2000-05-31,255.375
2000-06-30,282.391
2000-07-31,271.717
2000-08-31,256.622
2000-09-29,241.745
2000-10-31,215.283
2000-11-30,215.779
2000-12-29,249.804
2001-01-31,233.998
2001-02-28,225.795
2001-03-30,207.923
2001-04-30,237.814
2001-05-31,226.049
2001-06-29,213.445
2001-07-31,212.436
2001-08-31,209.937
2001-09-28,189.675
2001-10-31,208.307
2001-11-30,208.723
2001-12-31,208.232
2002-01-31,209.703
2002-02-28,215.658
2002-03-29,231.435
2002-04-30,232.16
2002-05-31,240.0
2002-06-28,241.388
2002-07-31,210.566
2002-08-30,211.776
2002-09-30,184.009
2002-10-31,215.336
2002-11-29,241.452
2002-12-31,227.736
2003-01-31,206.599
2003-02-28,205.051
2003-03-31,198.652
2003-04-30,225.333
2003-05-30,226.31
2003-06-30,231.039
2003-07-31,245.607
2003-08-29,267.187
2003-09-30,259.828
2003-10-31,283.98
2003-11-28,294.916
2003-12-31,304.766
2004-01-30,297.483
2004-02-27,317.056
2004-03-31,312.372
2004-04-30,315.772
2004-05-31,313.962
2004-06-30,332.971
2004-07-30,342.313
2004-08-31,342.838
2004-09-30,349.421
2004-10-29,369.72
2004-11-30,417.492
2004-12-31,446.767
2005-01-31,428.037
2005-02-28,454.747
2005-03-31,470.904
2005-04-29,457.019
2005-05-31,463.812
2005-06-30,515.305
2005-07-29,528.227
2005-08-31,531.781
2005-09-30,557.783
2005-10-31,514.648
2005-11-30,521.159
2005-12-30,551.162
2006-01-31,609.37
2006-02-28,615.951
2006-03-31,654.008
2006-04-28,675.78
2006-05-31,637.91
2006-06-30,639.092
2006-07-31,639.645
2006-08-31,658.065
2006-09-29,656.013
2006-10-31,701.295
2006-11-30,771.924
2006-12-29,823.16
2007-01-31,839.373
2007-02-28,845.497
2007-03-30,889.341
2007-04-30,973.973
2007-05-31,1000.0
2007-06-29,997.639
2007-07-31,992.772
2007-08-31,953.106
2007-09-28,1036.409
2007-10-31,1045.803
2007-11-30,962.084
2007-12-31,923.572
2008-01-31,844.743
2008-02-29,907.618
2008-03-31,976.747
2008-04-30,944.519
2008-05-30,990.551
2008-06-30,853.068
2008-07-31,756.621
2008-08-29,757.035
2008-09-30,598.497
2008-10-31,474.122
2008-11-28,448.347
2008-12-31,456.003
2009-01-30,403.992
2009-02-27,346.517
2009-03-31,346.75
2009-04-30,457.461
2009-05-29,509.496
2009-06-30,483.754
2009-07-31,546.619
2009-08-31,600.707
2009-09-30,624.929
2009-10-30,611.754
2009-11-30,647.633
2009-12-31,662.691
2010-01-29,640.085
2010-02-26,631.707
2010-03-31,707.761
2010-04-30,727.71
2010-05-31,630.809
2010-06-30,645.09
2010-07-30,730.024
2010-08-31,707.936
2010-09-30,847.598
2010-10-29,857.996
2010-11-30,810.22
2010-12-31,914.943
2011-01-31,970.882
2011-02-28,949.497
2011-03-31,1004.097
2011-04-29,1063.435
2011-05-31,988.053
2011-06-30,951.471
2011-07-29,835.272
2011-08-31,724.809
2011-09-30,604.201
2011-10-31,699.66
2011-11-30,684.842
2011-12-30,643.257
2012-01-31,723.311
2012-02-29,781.88
2012-03-30,791.99
2012-04-30,785.376
2012-05-31,639.614
2012-06-29,680.216
2012-07-31,672.84
2012-08-31,689.307
2012-09-28,722.626
2012-10-31,743.419
2012-11-30,771.155
2012-12-31,801.638
2013-01-31,857.685
2013-02-28,832.102
2013-03-29,805.15
2013-04-30,846.277
2013-05-31,823.327
2013-06-28,766.593
2013-07-31,827.885
2013-08-30,862.901
2013-09-30,923.724
2013-10-31,963.773
2013-11-29,996.575
2013-12-31,1018.606
2014-01-31,975.438
2014-02-28,1108.887
2014-03-31,1059.224
2014-04-30,1106.702
2014-05-30,1108.852
2014-06-30,1078.172
2014-07-31,1041.474
2014-08-29,1014.911
2014-09-30,960.607
2014-10-31,964.664
2014-11-28,990.583
2014-12-31,962.581
2015-01-30,1008.964
2015-02-27,1037.684
2015-03-31,1036.417
2015-04-30,1086.365
2015-05-29,1070.119
2015-06-30,1076.08
2015-07-31,1108.058
2015-08-31,1017.4
2015-09-30,957.381
2015-10-30,1098.072
2015-11-30,1127.921
2015-12-31,1107.563
2016-01-29,1030.864
2016-02-29,1033.389
2016-03-31,1119.603
2016-04-29,1142.313
2016-05-31,1141.665
2016-06-30,1129.379
2016-07-29,1218.277
2016-08-31,1193.388
2016-09-30,1246.877
2016-10-31,1258.09
2016-11-30,1251.639
2016-12-30,1311.238
2017-01-31,1317.693
2017-02-28,1340.882
2017-03-31,1420.439
2017-04-28,1546.571
2017-05-31,1605.492
2017-06-30,1608.617
2017-07-31,1597.581
2017-08-31,1602.895
2017-09-29,1658.416
2017-10-31,1720.062
2017-11-30,1727.58
2017-12-29,1741.312
2018-01-31,1887.418
2018-02-28,1884.149
2018-03-30,1912.157
2018-04-30,1984.317
2018-05-31,1981.258
2018-06-29,1922.334
2018-07-31,1945.162
2018-08-31,2030.936
2018-09-28,2014.134
2018-10-31,1745.021
2018-11-30,1584.312
2018-12-31,1531.634
2019-01-31,1704.364
2019-02-28,1761.026
2019-03-29,1789.64
2019-04-30,1756.447
2019-05-31,1646.857
2019-06-28,1789.639
2019-07-31,1736.43
2019-08-30,1730.857
2019-09-30,1797.546
2019-10-31,1918.546
2019-11-29,1925.828
2019-12-31,2027.573
2020-01-31,1956.861
2020-02-28,1802.727
2020-03-31,1648.329
2020-04-30,1759.695
2020-05-29,1860.266
2020-06-30,1835.574
2020-07-31,1778.216
2020-08-31,1940.583
2020-09-30,1949.769
2020-10-30,1790.017
2020-11-30,2054.448
2020-12-31,2202.698
2021-01-29,2178.012
2021-02-26,2275.248
2021-03-31,2265.639
2021-04-30,2399.094
2021-05-31,2398.842
2021-06-30,2465.929
2021-07-30,2660.98
2021-08-31,2608.183
2021-09-30,2306.91
2021-10-29,2316.526
2021-11-30,2307.652
2021-12-31,2427.845
2022-01-31,2343.342
2022-02-28,2275.674
2022-03-31,2249.094
2022-04-29,2214.282
2022-05-31,2204.268
2022-06-30,1993.859
2022-07-29,2051.845
2022-08-31,2033.106
2022-09-30,1812.962
2022-10-31,1903.712
2022-11-30,2087.54
2022-12-30,2138.695
2023-01-31,2170.801
2023-02-28,2138.189
2023-03-31,2082.126
2023-04-28,2113.549
2023-05-31,1992.771
2023-06-30,1979.917
2023-07-31,2065.876
2023-08-31,2092.311
2023-09-29,1993.723
2023-10-31,1921.739
2023-11-30,2090.229
2023-12-29,2205.268
2024-01-31,2169.736
2024-02-29,2078.271
2024-03-29,2121.836
2024-04-30,2211.121
2024-05-31,2397.03
2024-06-28,2251.112
2024-07-31,2238.268
2024-08-30,2364.345
2024-09-30,2358.414
2024-10-31,2095.083
2024-11-29,1967.085
2024-12-31,1920.648
2025-01-31,2052.169
2025-02-28,2047.417
2025-03-31,2005.185
2025-04-30,2122.128
2025-05-30,2239.326
2025-06-30,2409.943
2025-07-31,2451.755
2025-08-29,2572.223
2025-09-30,2570.161
2025-10-31,2712.641
