Date,FINLAND MID CAP Mid Cap
2001-08-24,218.13
2001-08-27,218.004
2001-08-28,212.114
2001-08-29,210.809
2001-08-30,207.594
2001-08-31,209.937
2001-09-03,205.669
2001-09-04,203.209
2001-09-05,203.013
2001-09-06,202.631
2001-09-07,202.867
2001-09-10,198.495
2001-09-11,194.6
2001-09-12,192.34
2001-09-13,194.584
2001-09-14,193.693
2001-09-17,190.126
2001-09-18,191.241
2001-09-19,195.065
2001-09-20,188.818
2001-09-21,182.082
2001-09-24,183.387
2001-09-25,187.545
2001-09-26,189.577
2001-09-27,188.95
2001-09-28,189.675
2001-10-01,193.133
2001-10-02,194.726
2001-10-03,194.167
2001-10-04,198.637
2001-10-05,200.625
2001-10-08,199.935
2001-10-09,203.459
2001-10-10,201.181
2001-10-11,203.804
2001-10-12,204.082
2001-10-15,202.619
2001-10-16,202.689
2001-10-17,204.423
2001-10-18,201.583
2001-10-19,201.316
2001-10-22,199.341
2001-10-23,203.622
2001-10-24,206.983
2001-10-25,205.85
2001-10-26,204.269
2001-10-29,206.018
2001-10-30,204.082
2001-10-31,208.307
2001-11-01,205.738
2001-11-02,205.183
2001-11-05,206.43
2001-11-06,207.2
2001-11-07,206.603
2001-11-08,207.383
2001-11-09,205.294
2001-11-12,206.135
2001-11-13,203.442
2001-11-14,204.658
2001-11-15,201.822
2001-11-16,204.54
2001-11-19,202.819
2001-11-20,201.947
2001-11-21,203.21
2001-11-22,204.22
2001-11-23,202.142
2001-11-26,204.52
2001-11-27,203.749
2001-11-28,204.642
2001-11-29,204.853
2001-11-30,208.723
2001-12-03,203.192
2001-12-04,204.263
2001-12-05,204.88
2001-12-06,205.583
2001-12-07,207.86
2001-12-10,207.766
2001-12-11,207.994
2001-12-12,208.051
2001-12-13,206.144
2001-12-14,208.146
2001-12-17,207.848
2001-12-18,209.672
2001-12-19,207.817
2001-12-20,205.426
2001-12-21,203.958
2001-12-24,201.923
2001-12-25,201.923
2001-12-26,202.096
2001-12-27,205.182
2001-12-28,206.221
2001-12-31,208.232
2002-01-01,208.232
2002-01-02,213.356
2002-01-03,218.17
2002-01-04,219.717
2002-01-07,222.422
2002-01-08,222.568
2002-01-09,219.8
2002-01-10,220.966
2002-01-11,220.929
2002-01-14,218.211
2002-01-15,215.314
2002-01-16,211.919
2002-01-17,214.286
2002-01-18,215.913
2002-01-21,212.083
2002-01-22,213.025
2002-01-23,211.253
2002-01-24,211.16
2002-01-25,207.967
2002-01-28,207.833
2002-01-29,209.995
2002-01-30,207.528
2002-01-31,209.703
2002-02-01,211.001
2002-02-04,213.567
2002-02-05,211.882
2002-02-06,210.391
2002-02-07,211.325
2002-02-08,209.857
2002-02-11,211.358
2002-02-12,214.225
2002-02-13,215.058
2002-02-14,219.23
2002-02-15,220.828
2002-02-18,220.036
2002-02-19,218.512
2002-02-20,216.411
2002-02-21,216.548
2002-02-22,217.574
2002-02-25,217.915
2002-02-26,217.957
2002-02-27,215.939
2002-02-28,215.658
2002-03-01,217.662
2002-03-04,221.235
2002-03-05,221.536
2002-03-06,223.27
2002-03-07,226.795
2002-03-08,227.23
2002-03-11,226.501
2002-03-12,224.647
2002-03-13,226.854
2002-03-14,228.583
2002-03-15,229.014
2002-03-18,230.112
2002-03-19,230.002
2002-03-20,230.057
2002-03-21,231.265
2002-03-22,232.205
2002-03-25,231.985
2002-03-26,232.41
2002-03-27,231.528
2002-03-28,231.435
2002-03-29,231.435
2002-04-01,233.332
2002-04-02,234.9
2002-04-03,238.024
2002-04-04,236.252
2002-04-05,235.203
2002-04-08,232.479
2002-04-09,234.569
2002-04-10,234.371
2002-04-11,233.673
2002-04-12,232.968
2002-04-15,235.317
2002-04-16,236.98
2002-04-17,239.991
2002-04-18,238.668
2002-04-19,237.363
2002-04-22,233.886
2002-04-23,231.781
2002-04-24,232.712
2002-04-25,231.528
2002-04-26,233.163
2002-04-29,232.9
2002-04-30,232.16
2002-05-01,233.474
2002-05-02,237.296
2002-05-03,238.817
2002-05-06,238.123
2002-05-07,235.874
2002-05-08,237.605
2002-05-09,237.553
2002-05-10,239.044
2002-05-13,238.644
2002-05-14,237.147
2002-05-15,238.342
2002-05-16,238.205
2002-05-17,242.633
2002-05-20,239.67
2002-05-21,237.003
2002-05-22,237.823
2002-05-23,237.689
2002-05-24,238.015
2002-05-27,236.714
2002-05-28,241.361
2002-05-29,240.13
2002-05-30,239.236
2002-05-31,240.0
2002-06-03,240.642
2002-06-04,238.714
2002-06-05,238.745
2002-06-06,241.494
2002-06-07,240.313
2002-06-10,242.542
2002-06-11,245.617
2002-06-12,242.599
2002-06-13,243.028
2002-06-14,239.65
2002-06-17,242.445
2002-06-18,245.862
2002-06-19,247.565
2002-06-20,244.697
2002-06-21,245.89
2002-06-24,240.163
2002-06-25,236.203
2002-06-26,236.437
2002-06-27,237.521
2002-06-28,241.388
2002-07-01,243.132
2002-07-02,241.677
2002-07-03,234.196
2002-07-04,238.097
2002-07-05,237.393
2002-07-08,241.789
2002-07-09,242.521
2002-07-10,236.94
2002-07-11,233.159
2002-07-12,231.14
2002-07-15,232.517
2002-07-16,225.186
2002-07-17,231.169
2002-07-18,227.844
2002-07-19,222.84
2002-07-22,216.718
2002-07-23,202.49
2002-07-24,192.727
2002-07-25,202.892
2002-07-26,199.882
2002-07-29,210.854
2002-07-30,217.648
2002-07-31,210.566
2002-08-01,212.088
2002-08-02,202.792
2002-08-05,193.975
2002-08-06,194.816
2002-08-07,197.376
2002-08-08,198.126
2002-08-09,200.0
2002-08-12,198.642
2002-08-13,197.694
2002-08-14,199.339
2002-08-15,201.304
2002-08-16,198.904
2002-08-19,200.606
2002-08-20,203.46
2002-08-21,212.813
2002-08-22,219.804
2002-08-23,219.72
2002-08-26,216.73
2002-08-27,220.013
2002-08-28,214.66
2002-08-29,212.147
2002-08-30,211.776
2002-09-02,212.057
2002-09-03,201.89
2002-09-04,204.606
2002-09-05,207.614
2002-09-06,203.927
2002-09-09,202.342
2002-09-10,206.909
2002-09-11,208.226
2002-09-12,206.901
2002-09-13,203.678
2002-09-16,203.076
2002-09-17,201.464
2002-09-18,196.461
2002-09-19,193.088
2002-09-20,190.477
2002-09-23,186.561
2002-09-24,180.356
2002-09-25,179.805
2002-09-26,189.614
2002-09-27,192.103
2002-09-30,184.009
2002-10-01,183.946
2002-10-02,185.546
2002-10-03,182.202
2002-10-04,183.91
2002-10-07,180.819
2002-10-08,177.016
2002-10-09,177.615
2002-10-10,181.125
2002-10-11,195.497
2002-10-14,196.878
2002-10-15,202.39
2002-10-16,200.827
2002-10-17,205.913
2002-10-18,206.323
2002-10-21,201.099
2002-10-22,208.603
2002-10-23,206.006
2002-10-24,217.912
2002-10-25,212.147
2002-10-28,215.444
2002-10-29,208.154
2002-10-30,208.767
2002-10-31,215.336
2002-11-01,211.39
2002-11-04,219.745
2002-11-05,219.675
2002-11-06,220.438
2002-11-07,220.94
2002-11-08,222.674
2002-11-11,212.407
2002-11-12,211.272
2002-11-13,210.319
2002-11-14,214.701
2002-11-15,210.737
2002-11-18,211.846
2002-11-19,213.773
2002-11-20,212.912
2002-11-21,219.807
2002-11-22,219.367
2002-11-25,224.914
2002-11-26,222.332
2002-11-27,230.017
2002-11-28,237.638
2002-11-29,241.452
2002-12-02,241.821
2002-12-03,233.769
2002-12-04,230.337
2002-12-05,232.508
2002-12-06,234.216
2002-12-09,228.124
2002-12-10,227.874
2002-12-11,229.527
2002-12-12,230.14
2002-12-13,228.961
2002-12-16,231.199
2002-12-17,232.533
2002-12-18,232.205
2002-12-19,226.19
2002-12-20,222.271
2002-12-23,221.664
2002-12-24,222.581
2002-12-25,222.581
2002-12-26,223.143
2002-12-27,222.318
2002-12-30,226.847
2002-12-31,227.736
2003-01-01,227.736
2003-01-02,237.707
2003-01-03,237.689
2003-01-06,239.15
2003-01-07,232.16
2003-01-08,230.088
2003-01-09,232.297
2003-01-10,232.399
2003-01-13,237.056
2003-01-14,240.461
2003-01-15,237.787
2003-01-16,240.978
2003-01-17,241.255
2003-01-20,244.343
2003-01-21,239.734
2003-01-22,235.424
2003-01-23,235.922
2003-01-24,234.877
2003-01-27,228.729
2003-01-28,226.245
2003-01-29,221.807
2003-01-30,205.082
2003-01-31,206.599
2003-02-03,210.784
2003-02-04,211.861
2003-02-05,211.408
2003-02-06,212.078
2003-02-07,212.947
2003-02-10,210.719
2003-02-11,210.845
2003-02-12,208.291
2003-02-13,206.88
2003-02-14,207.423
2003-02-17,209.346
2003-02-18,209.533
2003-02-19,211.794
2003-02-20,210.023
2003-02-21,208.433
2003-02-24,209.296
2003-02-25,205.408
2003-02-26,204.589
2003-02-27,202.089
2003-02-28,205.051
2003-03-03,205.106
2003-03-04,205.409
2003-03-05,204.11
2003-03-06,201.194
2003-03-07,198.592
2003-03-10,198.775
2003-03-11,202.843
2003-03-12,202.602
2003-03-13,199.111
2003-03-14,204.358
2003-03-17,206.234
2003-03-18,213.11
2003-03-19,213.691
2003-03-20,210.251
2003-03-21,211.282
2003-03-24,209.24
2003-03-25,208.533
2003-03-26,206.681
2003-03-27,205.556
2003-03-28,203.556
2003-03-31,198.652
2003-04-01,202.459
2003-04-02,207.794
2003-04-03,208.489
2003-04-04,196.928
2003-04-07,204.637
2003-04-08,203.638
2003-04-09,202.138
2003-04-10,205.748
2003-04-11,206.442
2003-04-14,206.498
2003-04-15,209.639
2003-04-16,210.678
2003-04-17,216.226
2003-04-18,216.226
2003-04-21,215.294
2003-04-22,214.317
2003-04-23,218.671
2003-04-24,221.021
2003-04-25,218.964
2003-04-28,221.829
2003-04-29,224.565
2003-04-30,225.333
2003-05-01,227.402
2003-05-02,227.872
2003-05-05,231.316
2003-05-06,236.294
2003-05-07,235.419
2003-05-08,232.205
2003-05-09,229.883
2003-05-12,228.955
2003-05-13,226.69
2003-05-14,224.538
2003-05-15,226.687
2003-05-16,226.612
2003-05-19,230.309
2003-05-20,223.62
2003-05-21,223.04
2003-05-22,223.586
2003-05-23,224.773
2003-05-26,226.635
2003-05-27,223.158
2003-05-28,223.587
2003-05-29,225.244
2003-05-30,226.31
2003-06-02,228.572
2003-06-03,231.022
2003-06-04,229.671
2003-06-05,233.285
2003-06-06,234.775
2003-06-09,236.111
2003-06-10,235.43
2003-06-11,238.779
2003-06-12,236.578
2003-06-13,236.404
2003-06-16,236.881
2003-06-17,241.578
2003-06-18,238.813
2003-06-19,237.54
2003-06-20,236.27
2003-06-23,235.326
2003-06-24,224.393
2003-06-25,226.781
2003-06-26,224.517
2003-06-27,230.365
2003-06-30,231.039
2003-07-01,229.657
2003-07-02,231.174
2003-07-03,231.555
2003-07-04,238.164
2003-07-07,248.274
2003-07-08,250.16
2003-07-09,248.381
2003-07-10,243.664
2003-07-11,243.854
2003-07-14,250.623
2003-07-15,247.599
2003-07-16,248.959
2003-07-17,250.838
2003-07-18,256.579
2003-07-21,258.611
2003-07-22,252.282
2003-07-23,250.386
2003-07-24,253.369
2003-07-25,256.936
2003-07-28,255.719
2003-07-29,252.797
2003-07-30,250.567
2003-07-31,245.607
2003-08-01,248.699
2003-08-04,248.502
2003-08-05,250.41
2003-08-06,246.361
2003-08-07,245.247
2003-08-08,247.323
2003-08-11,248.988
2003-08-12,250.171
2003-08-13,251.38
2003-08-14,256.318
2003-08-15,257.719
2003-08-18,258.607
2003-08-19,262.528
2003-08-20,264.087
2003-08-21,267.968
2003-08-22,266.318
2003-08-25,264.511
2003-08-26,256.254
2003-08-27,260.51
2003-08-28,260.234
2003-08-29,267.187
2003-09-01,268.815
2003-09-02,265.902
2003-09-03,269.905
2003-09-04,268.177
2003-09-05,266.165
2003-09-08,274.106
2003-09-09,271.654
2003-09-10,264.04
2003-09-11,268.344
2003-09-12,271.961
2003-09-15,268.841
2003-09-16,267.983
2003-09-17,267.363
2003-09-18,261.811
2003-09-19,263.401
2003-09-22,260.236
2003-09-23,262.797
2003-09-24,264.051
2003-09-25,256.981
2003-09-26,257.262
2003-09-29,262.566
2003-09-30,259.828
2003-10-01,261.002
2003-10-02,261.48
2003-10-03,265.527
2003-10-06,267.451
2003-10-07,267.061
2003-10-08,270.679
2003-10-09,273.936
2003-10-10,272.441
2003-10-13,274.467
2003-10-14,273.807
2003-10-15,277.015
2003-10-16,273.618
2003-10-17,273.114
2003-10-20,271.48
2003-10-21,274.138
2003-10-22,273.058
2003-10-23,278.111
2003-10-24,276.675
2003-10-27,275.792
2003-10-28,276.336
2003-10-29,280.608
2003-10-30,285.201
2003-10-31,283.98
2003-11-03,287.084
2003-11-04,286.798
2003-11-05,283.127
2003-11-06,284.588
2003-11-07,285.787
2003-11-10,288.552
2003-11-11,287.305
2003-11-12,292.645
2003-11-13,297.65
2003-11-14,300.237
2003-11-17,296.221
2003-11-18,295.213
2003-11-19,292.718
2003-11-20,291.642
2003-11-21,294.248
2003-11-24,293.524
2003-11-25,292.352
2003-11-26,296.715
2003-11-27,297.431
2003-11-28,294.916
2003-12-01,294.644
2003-12-02,300.036
2003-12-03,299.335
2003-12-04,300.258
2003-12-05,305.812
2003-12-08,311.15
2003-12-09,313.185
2003-12-10,310.926
2003-12-11,303.457
2003-12-12,306.392
2003-12-15,306.203
2003-12-16,299.768
2003-12-17,295.282
2003-12-18,294.408
2003-12-19,293.623
2003-12-22,293.077
2003-12-23,297.987
2003-12-24,298.826
2003-12-25,298.826
2003-12-26,298.706
2003-12-29,298.425
2003-12-30,302.761
2003-12-31,304.766
2004-01-01,304.766
2004-01-02,310.919
2004-01-05,319.527
2004-01-06,321.444
2004-01-07,318.034
2004-01-08,312.551
2004-01-09,311.19
2004-01-12,312.986
2004-01-13,307.11
2004-01-14,304.697
2004-01-15,306.546
2004-01-16,303.604
2004-01-19,304.348
2004-01-20,300.855
2004-01-21,298.323
2004-01-22,304.47
2004-01-23,303.276
2004-01-26,302.057
2004-01-27,305.184
2004-01-28,302.025
2004-01-29,296.739
2004-01-30,297.483
2004-02-02,296.984
2004-02-03,296.913
2004-02-04,295.649
2004-02-05,298.724
2004-02-06,299.547
2004-02-09,304.091
2004-02-10,308.254
2004-02-11,309.145
2004-02-12,316.613
2004-02-13,312.462
2004-02-16,313.978
2004-02-17,314.516
2004-02-18,315.134
2004-02-19,322.151
2004-02-20,316.749
2004-02-23,321.37
2004-02-24,322.733
2004-02-25,318.877
2004-02-26,314.366
2004-02-27,317.056
2004-03-01,319.06
2004-03-02,317.564
2004-03-03,318.357
2004-03-04,319.75
2004-03-05,324.864
2004-03-08,325.611
2004-03-09,325.747
2004-03-10,317.682
2004-03-11,311.252
2004-03-12,309.064
2004-03-15,305.432
2004-03-16,308.81
2004-03-17,306.535
2004-03-18,309.659
2004-03-19,306.778
2004-03-22,306.519
2004-03-23,308.001
2004-03-24,311.581
2004-03-25,307.861
2004-03-26,304.13
2004-03-29,308.472
2004-03-30,309.488
2004-03-31,312.372
2004-04-01,315.911
2004-04-02,319.352
2004-04-05,313.512
2004-04-06,317.122
2004-04-07,319.873
2004-04-08,314.649
2004-04-09,314.649
2004-04-12,313.765
2004-04-13,311.547
2004-04-14,310.324
2004-04-15,305.658
2004-04-16,308.99
2004-04-19,309.532
2004-04-20,315.21
2004-04-21,311.392
2004-04-22,323.553
2004-04-23,320.107
2004-04-26,322.22
2004-04-27,325.349
2004-04-28,320.127
2004-04-29,319.549
2004-04-30,315.772
2004-05-03,318.477
2004-05-04,318.921
2004-05-05,322.948
2004-05-06,318.885
2004-05-07,313.408
2004-05-10,305.056
2004-05-11,310.606
2004-05-12,308.753
2004-05-13,305.916
2004-05-14,305.433
2004-05-17,305.246
2004-05-18,306.572
2004-05-19,310.308
2004-05-20,307.549
2004-05-21,310.787
2004-05-24,310.992
2004-05-25,308.374
2004-05-26,310.409
2004-05-27,317.361
2004-05-28,316.339
2004-05-31,313.962
2004-06-01,317.18
2004-06-02,319.627
2004-06-03,321.758
2004-06-04,321.676
2004-06-07,328.71
2004-06-08,327.432
2004-06-09,321.567
2004-06-10,322.847
2004-06-11,321.73
2004-06-14,319.043
2004-06-15,320.25
2004-06-16,314.597
2004-06-17,315.509
2004-06-18,323.686
2004-06-21,324.093
2004-06-22,323.347
2004-06-23,326.071
2004-06-24,332.462
2004-06-25,331.37
2004-06-28,332.28
2004-06-29,331.388
2004-06-30,332.971
2004-07-01,330.74
2004-07-02,332.32
2004-07-05,332.968
2004-07-06,332.583
2004-07-07,334.394
2004-07-08,339.889
2004-07-09,338.351
2004-07-12,333.793
2004-07-13,328.753
2004-07-14,329.255
2004-07-15,326.056
2004-07-16,332.135
2004-07-19,327.15
2004-07-20,330.967
2004-07-21,329.099
2004-07-22,324.075
2004-07-23,320.17
2004-07-26,324.531
2004-07-27,327.984
2004-07-28,330.512
2004-07-29,335.094
2004-07-30,342.313
2004-08-02,340.627
2004-08-03,343.508
2004-08-04,341.842
2004-08-05,342.062
2004-08-06,342.798
2004-08-09,339.298
2004-08-10,340.15
2004-08-11,339.355
2004-08-12,340.8
2004-08-13,342.469
2004-08-16,343.193
2004-08-17,345.595
2004-08-18,345.556
2004-08-19,348.536
2004-08-20,345.958
2004-08-23,345.462
2004-08-24,343.873
2004-08-25,340.576
2004-08-26,341.26
2004-08-27,341.868
2004-08-30,342.647
2004-08-31,342.838
2004-09-01,343.505
2004-09-02,340.965
2004-09-03,339.213
2004-09-06,342.679
2004-09-07,341.652
2004-09-08,339.971
2004-09-09,342.238
2004-09-10,345.995
2004-09-13,341.542
2004-09-14,345.254
2004-09-15,339.99
2004-09-16,339.571
2004-09-17,339.716
2004-09-20,339.494
2004-09-21,344.1
2004-09-22,339.815
2004-09-23,339.866
2004-09-24,340.518
2004-09-27,339.282
2004-09-28,341.847
2004-09-29,347.721
2004-09-30,349.421
2004-10-01,353.483
2004-10-04,350.861
2004-10-05,348.725
2004-10-06,349.594
2004-10-07,353.267
2004-10-08,358.567
2004-10-11,360.774
2004-10-12,354.769
2004-10-13,356.559
2004-10-14,356.808
2004-10-15,359.739
2004-10-18,358.945
2004-10-19,365.332
2004-10-20,362.633
2004-10-21,363.754
2004-10-22,370.766
2004-10-25,371.255
2004-10-26,370.068
2004-10-27,371.617
2004-10-28,368.059
2004-10-29,369.72
2004-11-01,375.518
2004-11-02,373.446
2004-11-03,376.473
2004-11-04,378.801
2004-11-05,378.631
2004-11-08,379.06
2004-11-09,380.761
2004-11-10,391.372
2004-11-11,391.825
2004-11-12,391.468
2004-11-15,393.888
2004-11-16,390.433
2004-11-17,398.707
2004-11-18,395.581
2004-11-19,395.813
2004-11-22,394.595
2004-11-23,401.129
2004-11-24,403.214
2004-11-25,415.299
2004-11-26,417.333
2004-11-29,415.889
2004-11-30,417.492
2004-12-01,417.964
2004-12-02,417.691
2004-12-03,425.196
2004-12-06,426.977
2004-12-07,432.656
2004-12-08,425.767
2004-12-09,418.171
2004-12-10,419.634
2004-12-13,428.467
2004-12-14,421.14
2004-12-15,417.7
2004-12-16,408.34
2004-12-17,413.344
2004-12-20,427.674
2004-12-21,430.194
2004-12-22,433.051
2004-12-23,438.13
2004-12-24,439.266
2004-12-27,446.415
2004-12-28,447.976
2004-12-29,444.779
2004-12-30,448.0
2004-12-31,446.767
2005-01-03,443.751
2005-01-04,431.746
2005-01-05,428.22
2005-01-06,424.849
2005-01-07,442.361
2005-01-10,435.939
2005-01-11,437.344
2005-01-12,437.966
2005-01-13,439.501
2005-01-14,438.871
2005-01-17,439.349
2005-01-18,438.177
2005-01-19,431.767
2005-01-20,422.782
2005-01-21,425.981
2005-01-24,423.658
2005-01-25,424.605
2005-01-26,432.603
2005-01-27,428.98
2005-01-28,422.975
2005-01-31,428.037
2005-02-01,422.877
2005-02-02,426.707
2005-02-03,434.179
2005-02-04,427.077
2005-02-07,423.83
2005-02-08,421.369
2005-02-09,425.339
2005-02-10,423.342
2005-02-11,424.899
2005-02-14,426.545
2005-02-15,430.0
2005-02-16,436.864
2005-02-17,451.813
2005-02-18,454.806
2005-02-21,454.592
2005-02-22,449.116
2005-02-23,452.433
2005-02-24,452.81
2005-02-25,443.795
2005-02-28,454.747
2005-03-01,457.704
2005-03-02,451.014
2005-03-03,456.964
2005-03-04,469.178
2005-03-07,471.959
2005-03-08,478.369
2005-03-09,471.126
2005-03-10,466.347
2005-03-11,466.361
2005-03-14,474.074
2005-03-15,478.908
2005-03-16,476.166
2005-03-17,473.095
2005-03-18,474.57
2005-03-21,468.688
2005-03-22,470.289
2005-03-23,458.855
2005-03-24,461.008
2005-03-25,461.008
2005-03-28,457.773
2005-03-29,467.897
2005-03-30,459.188
2005-03-31,470.904
2005-04-01,482.178
2005-04-04,469.687
2005-04-05,472.655
2005-04-06,470.584
2005-04-07,480.058
2005-04-08,486.287
2005-04-11,489.688
2005-04-12,486.918
2005-04-13,475.179
2005-04-14,476.915
2005-04-15,473.431
2005-04-18,464.501
2005-04-19,471.299
2005-04-20,473.293
2005-04-21,476.514
2005-04-22,474.211
2005-04-25,472.213
2005-04-26,476.154
2005-04-27,461.921
2005-04-28,456.386
2005-04-29,457.019
2005-05-02,455.347
2005-05-03,457.929
2005-05-04,458.224
2005-05-05,457.675
2005-05-06,468.234
2005-05-09,466.683
2005-05-10,466.888
2005-05-11,467.925
2005-05-12,457.955
2005-05-13,463.033
2005-05-16,463.771
2005-05-17,459.21
2005-05-18,463.531
2005-05-19,462.044
2005-05-20,460.567
2005-05-23,464.361
2005-05-24,470.167
2005-05-25,463.603
2005-05-26,464.644
2005-05-27,465.871
2005-05-30,464.497
2005-05-31,463.812
2005-06-01,469.204
2005-06-02,471.263
2005-06-03,467.344
2005-06-06,463.863
2005-06-07,467.493
2005-06-08,478.708
2005-06-09,478.279
2005-06-10,480.806
2005-06-13,479.561
2005-06-14,480.733
2005-06-15,480.146
2005-06-16,493.506
2005-06-17,495.338
2005-06-20,495.196
2005-06-21,494.344
2005-06-22,498.625
2005-06-23,506.781
2005-06-24,508.316
2005-06-27,503.188
2005-06-28,508.126
2005-06-29,510.877
2005-06-30,515.305
2005-07-01,506.716
2005-07-04,504.149
2005-07-05,502.266
2005-07-06,498.655
2005-07-07,497.164
2005-07-08,498.341
2005-07-11,499.248
2005-07-12,498.11
2005-07-13,495.753
2005-07-14,495.631
2005-07-15,494.321
2005-07-18,494.108
2005-07-19,493.471
2005-07-20,494.628
2005-07-21,500.204
2005-07-22,506.161
2005-07-25,507.327
2005-07-26,512.47
2005-07-27,516.259
2005-07-28,517.849
2005-07-29,528.227
2005-08-01,532.951
2005-08-02,534.614
2005-08-03,536.916
2005-08-04,538.215
2005-08-05,539.778
2005-08-08,541.837
2005-08-09,543.986
2005-08-10,556.588
2005-08-11,548.419
2005-08-12,552.759
2005-08-15,545.438
2005-08-16,542.513
2005-08-17,538.525
2005-08-18,527.165
2005-08-19,528.019
2005-08-22,536.146
2005-08-23,532.449
2005-08-24,530.119
2005-08-25,528.979
2005-08-26,525.36
2005-08-29,521.899
2005-08-30,522.021
2005-08-31,531.781
2005-09-01,547.589
2005-09-02,547.891
2005-09-05,546.454
2005-09-06,552.369
2005-09-07,555.321
2005-09-08,555.157
2005-09-09,558.08
2005-09-12,554.868
2005-09-13,558.935
2005-09-14,551.985
2005-09-15,553.158
2005-09-16,548.998
2005-09-19,549.329
2005-09-20,559.046
2005-09-21,561.278
2005-09-22,568.824
2005-09-23,555.88
2005-09-26,546.41
2005-09-27,551.075
2005-09-28,550.114
2005-09-29,557.312
2005-09-30,557.783
2005-10-03,555.382
2005-10-04,552.162
2005-10-05,543.532
2005-10-06,538.376
2005-10-07,540.327
2005-10-10,541.418
2005-10-11,540.884
2005-10-12,539.893
2005-10-13,518.472
2005-10-14,513.457
2005-10-17,519.797
2005-10-18,508.211
2005-10-19,495.697
2005-10-20,498.529
2005-10-21,489.387
2005-10-24,507.062
2005-10-25,503.917
2005-10-26,512.006
2005-10-27,509.749
2005-10-28,507.841
2005-10-31,514.648
2005-11-01,510.895
2005-11-02,519.356
2005-11-03,524.527
2005-11-04,522.411
2005-11-07,518.135
2005-11-08,505.921
2005-11-09,506.39
2005-11-10,506.205
