Date,FINLAND MID CAP Mid Cap
2019-08-30,2016.687
2019-09-30,2095.972
2019-10-31,2237.987
2019-11-29,2246.481
2019-12-31,2365.167
2020-01-31,2282.681
2020-02-28,2102.884
2020-03-31,1924.27
2020-04-30,2071.814
2020-05-29,2192.815
2020-06-30,2167.641
2020-07-31,2099.907
2020-08-31,2291.647
2020-09-30,2304.526
2020-10-30,2115.708
2020-11-30,2428.251
2020-12-31,2605.024
2021-01-29,2575.829
2021-02-26,2690.825
2021-03-31,2700.348
2021-04-30,2867.352
2021-05-31,2867.052
2021-06-30,2947.232
2021-07-30,3180.354
2021-08-31,3117.252
2021-09-30,2760.004
2021-10-29,2771.509
2021-11-30,2760.891
2021-12-31,2904.692
2022-01-31,2803.592
2022-02-28,2722.633
2022-03-31,2713.973
2022-04-29,2678.716
2022-05-31,2666.602
2022-06-30,2413.357
2022-07-29,2483.543
2022-08-31,2460.862
2022-09-30,2196.541
2022-10-31,2306.492
2022-11-30,2529.214
2022-12-30,2592.496
2023-01-31,2631.415
2023-02-28,2591.883
2023-03-31,2534.924
2023-04-28,2585.542
2023-05-31,2439.421
2023-06-30,2424.938
2023-07-31,2530.218
2023-08-31,2562.595
2023-09-29,2446.988
2023-10-31,2366.47
2023-11-30,2573.952
2023-12-29,2716.829
2024-01-31,2673.055
2024-02-29,2560.373
2024-03-29,2622.825
2024-04-30,2744.212
2024-05-31,2974.942
2024-06-28,2793.843
2024-07-31,2778.993
2024-08-30,2935.528
2024-09-30,2929.394
2024-10-31,2620.56
2024-11-29,2460.457
2024-12-31,2403.168
2025-01-31,2568.726
2025-02-28,2562.779
2025-03-31,2520.199
2025-04-30,2682.868
2025-05-30,2831.033
2025-06-30,3046.733
2025-07-31,3100.566
2025-08-29,3252.913
2025-09-30,3253.166
2025-10-31,3447.209
2025-11-28,3404.049
