Date,FINLAND MID CAP Mid Cap
1994-05-31,162.171
1994-06-30,152.087
1994-07-29,167.114
1994-08-31,176.222
1994-09-30,175.65
1994-10-31,179.857
1994-11-30,162.976
1994-12-30,164.066
1995-01-31,161.07
1995-02-28,161.873
1995-03-31,150.1
1995-04-28,170.198
1995-05-31,163.341
1995-06-30,167.823
1995-07-31,178.74
1995-08-31,169.687
1995-09-29,175.39
1995-10-31,157.894
1995-11-30,161.433
1995-12-29,155.143
1996-01-31,152.332
1996-02-29,163.792
1996-03-29,163.223
1996-04-30,168.087
1996-05-31,177.063
1996-06-28,185.899
1996-07-31,188.659
1996-08-30,202.619
1996-09-30,196.103
1996-10-31,194.274
1996-11-29,198.752
1996-12-31,209.553
1997-01-31,207.346
1997-02-28,218.005
1997-03-31,219.403
1997-04-30,210.211
1997-05-30,221.334
1997-06-30,224.998
1997-07-31,224.146
1997-08-29,205.276
1997-09-30,225.64
1997-10-31,215.998
1997-11-28,208.156
1997-12-31,201.223
1998-01-30,213.127
1998-02-27,231.021
1998-03-31,236.357
1998-04-30,264.671
1998-05-29,270.668
1998-06-30,262.692
1998-07-31,257.831
1998-08-31,223.239
1998-09-30,198.107
1998-10-30,211.985
1998-11-30,222.455
1998-12-31,235.147
1999-01-29,227.761
1999-02-26,215.375
1999-03-31,223.633
1999-04-30,233.131
1999-05-31,220.891
1999-06-30,224.184
1999-07-30,231.706
1999-08-31,230.967
1999-09-30,216.779
1999-10-29,220.351
1999-11-30,231.758
1999-12-31,268.891
2000-01-31,260.656
2000-02-29,274.099
2000-03-31,275.811
2000-04-28,249.051
2000-05-31,232.52
2000-06-30,257.118
2000-07-31,247.4
2000-08-31,233.655
2000-09-29,220.11
2000-10-31,196.016
2000-11-30,196.467
2000-12-29,227.448
2001-01-31,213.056
2001-02-28,205.656
2001-03-30,190.17
2001-04-30,220.699
2001-05-31,209.782
2001-06-29,198.084
2001-07-31,197.148
2001-08-31,194.829
2001-09-28,176.025
2001-10-31,193.316
2001-11-30,193.702
2001-12-31,193.247
2002-01-31,194.611
2002-02-28,200.242
2002-03-29,215.827
2002-04-30,218.226
2002-05-31,225.596
2002-06-28,226.9
2002-07-31,197.928
2002-08-30,199.065
2002-09-30,172.965
2002-10-31,202.412
2002-11-29,226.96
2002-12-31,214.068
2003-01-31,194.199
2003-02-28,192.744
2003-03-31,189.188
2003-04-30,215.207
2003-05-30,216.141
2003-06-30,220.657
2003-07-31,234.57
2003-08-29,255.181
2003-09-30,248.153
2003-10-31,271.22
2003-11-28,281.664
2003-12-31,291.071
2004-01-30,284.116
2004-02-27,302.809
2004-03-31,301.782
2004-04-30,307.775
2004-05-31,306.011
2004-06-30,324.538
2004-07-30,333.643
2004-08-31,334.156
2004-09-30,340.572
2004-10-29,360.356
2004-11-30,406.919
2004-12-31,435.452
2005-01-31,417.197
2005-02-28,443.23
2005-03-31,458.978
2005-04-29,447.656
2005-05-31,454.31
2005-06-30,504.748
2005-07-29,517.405
2005-08-31,520.887
2005-09-30,546.356
2005-10-31,504.104
2005-11-30,510.482
2005-12-30,539.87
2006-01-31,596.886
2006-02-28,604.345
2006-03-31,643.096
2006-04-28,667.827
2006-05-31,630.403
2006-06-30,631.57
2006-07-31,632.117
2006-08-31,650.321
2006-09-29,648.293
2006-10-31,693.042
2006-11-30,762.84
2006-12-29,813.473
2007-01-31,829.494
2007-02-28,836.167
2007-03-30,883.635
2007-04-30,973.973
2007-05-31,1000.0
2007-06-29,997.639
2007-07-31,992.772
2007-08-31,953.106
2007-09-28,1036.409
2007-10-31,1046.951
2007-11-30,963.14
2007-12-31,924.586
2008-01-31,845.67
2008-02-29,909.224
2008-03-31,987.805
2008-04-30,960.297
2008-05-30,1007.098
2008-06-30,867.318
2008-07-31,769.26
2008-08-29,769.681
2008-09-30,608.495
2008-10-31,482.042
2008-11-28,455.836
2008-12-31,463.62
2009-01-30,410.74
2009-02-27,352.804
2009-03-31,357.073
2009-04-30,473.207
2009-05-29,527.033
2009-06-30,500.405
2009-07-31,565.434
2009-08-31,621.384
2009-09-30,646.439
2009-10-30,632.811
2009-11-30,669.925
2009-12-31,685.501
2010-01-29,662.118
2010-02-26,653.451
2010-03-31,737.958
2010-04-30,759.731
2010-05-31,658.565
2010-06-30,673.475
2010-07-30,762.147
2010-08-31,739.086
2010-09-30,884.894
2010-10-29,896.147
2010-11-30,846.246
2010-12-31,955.626
2011-01-31,1014.052
2011-02-28,991.717
2011-03-31,1053.939
2011-04-29,1122.939
2011-05-31,1043.339
2011-06-30,1004.711
2011-07-29,882.01
2011-08-31,765.366
2011-09-30,638.009
2011-10-31,738.809
2011-11-30,723.163
2011-12-30,679.251
2012-01-31,763.784
2012-02-29,825.631
2012-03-30,840.215
2012-04-30,841.161
2012-05-31,685.046
2012-06-29,728.532
2012-07-31,720.632
2012-08-31,738.269
2012-09-28,773.955
2012-10-31,796.224
2012-11-30,825.93
2012-12-31,858.578
2013-01-31,918.607
2013-02-28,891.206
2013-03-29,866.907
2013-04-30,920.53
2013-05-31,895.566
2013-06-28,833.855
2013-07-31,900.525
2013-08-30,938.613
2013-09-30,1004.773
2013-10-31,1048.335
2013-11-29,1084.015
2013-12-31,1107.98
2014-01-31,1061.024
2014-02-28,1206.182
2014-03-31,1157.638
2014-04-30,1219.644
2014-05-30,1222.013
2014-06-30,1188.202
2014-07-31,1147.759
2014-08-29,1118.485
2014-09-30,1058.639
2014-10-31,1063.111
2014-11-28,1091.674
2014-12-31,1060.815
2015-01-30,1111.931
2015-02-27,1143.583
2015-03-31,1147.902
2015-04-30,1210.742
2015-05-29,1192.637
2015-06-30,1199.28
2015-07-31,1235.375
2015-08-31,1134.3
2015-09-30,1067.384
2015-10-30,1224.24
2015-11-30,1257.52
2015-12-31,1234.822
2016-01-29,1149.31
2016-02-29,1152.125
2016-03-31,1253.991
2016-04-29,1289.748
2016-05-31,1289.016
2016-06-30,1275.145
2016-07-29,1375.516
2016-08-31,1347.415
2016-09-30,1407.808
2016-10-31,1420.469
2016-11-30,1413.185
2016-12-30,1480.476
2017-01-31,1487.764
2017-02-28,1513.946
2017-03-31,1612.658
2017-04-28,1764.129
2017-05-31,1831.338
2017-06-30,1834.903
2017-07-31,1822.314
2017-08-31,1828.376
2017-09-29,1892.824
2017-10-31,1963.183
2017-11-30,1971.763
2017-12-29,1987.437
2018-01-31,2154.194
2018-02-28,2150.463
2018-03-30,2189.59
2018-04-30,2286.558
2018-05-31,2283.033
2018-06-29,2215.135
2018-07-31,2241.44
2018-08-31,2340.278
2018-09-28,2322.117
2018-10-31,2013.001
2018-11-30,1827.612
2018-12-31,1766.845
2019-01-31,1966.101
2019-02-28,2031.465
2019-03-29,2070.567
2019-04-30,2046.503
2019-05-31,1918.815
2019-06-28,2085.176
2019-07-31,2023.18
