Date,BELGIUM IMI GROWTH IMI (Large+Mid+Small Cap)
2001-11-08,357.016
2001-11-09,357.402
2001-11-12,353.478
2001-11-13,367.871
2001-11-14,372.967
2001-11-15,372.986
2001-11-16,383.039
2001-11-19,381.475
2001-11-20,371.806
2001-11-21,370.252
2001-11-22,373.017
2001-11-23,372.567
2001-11-26,374.789
2001-11-27,374.927
2001-11-28,373.194
2001-11-29,375.321
2001-11-30,382.537
2001-12-03,377.519
2001-12-04,377.851
2001-12-05,376.026
2001-12-06,380.404
2001-12-07,380.073
2001-12-10,379.155
2001-12-11,374.922
2001-12-12,377.466
2001-12-13,376.071
2001-12-14,374.514
2001-12-17,382.253
2001-12-18,373.775
2001-12-19,372.826
2001-12-20,374.255
2001-12-21,373.054
2001-12-24,372.042
2001-12-25,372.042
2001-12-26,372.36
2001-12-27,383.493
2001-12-28,382.808
2001-12-31,386.485
2002-01-01,386.485
2002-01-02,393.426
2002-01-03,395.979
2002-01-04,392.02
2002-01-07,390.787
2002-01-08,390.37
2002-01-09,386.98
2002-01-10,386.358
2002-01-11,384.995
2002-01-14,383.279
2002-01-15,385.762
2002-01-16,380.515
2002-01-17,382.74
2002-01-18,385.233
2002-01-21,384.624
2002-01-22,381.249
2002-01-23,387.913
2002-01-24,389.349
2002-01-25,388.238
2002-01-28,387.911
2002-01-29,386.26
2002-01-30,377.469
2002-01-31,378.015
2002-02-01,380.713
2002-02-04,381.852
2002-02-05,377.685
2002-02-06,375.772
2002-02-07,375.315
2002-02-08,377.052
2002-02-11,382.181
2002-02-12,384.428
2002-02-13,386.273
2002-02-14,387.617
2002-02-15,386.032
2002-02-18,383.034
2002-02-19,383.171
2002-02-20,379.509
2002-02-21,377.295
2002-02-22,376.444
2002-02-25,373.884
2002-02-26,373.851
2002-02-27,371.704
2002-02-28,373.538
2002-03-01,370.408
2002-03-04,378.055
2002-03-05,376.078
2002-03-06,375.005
2002-03-07,378.577
2002-03-08,373.585
2002-03-11,375.234
2002-03-12,372.06
2002-03-13,376.05
2002-03-14,377.977
2002-03-15,376.192
2002-03-18,377.749
2002-03-19,380.944
2002-03-20,380.953
2002-03-21,380.816
2002-03-22,381.809
2002-03-25,381.035
2002-03-26,380.454
2002-03-27,376.094
2002-03-28,378.7
2002-03-29,378.7
2002-04-01,381.804
2002-04-02,382.719
2002-04-03,382.728
2002-04-04,384.962
2002-04-05,380.131
2002-04-08,376.951
2002-04-09,377.945
2002-04-10,380.959
2002-04-11,381.418
2002-04-12,383.4
2002-04-15,381.109
2002-04-16,383.904
2002-04-17,384.248
2002-04-18,382.249
2002-04-19,383.91
2002-04-22,384.331
2002-04-23,387.957
2002-04-24,388.377
2002-04-25,387.479
2002-04-26,385.793
2002-04-29,384.64
2002-04-30,384.514
2002-05-01,386.69
2002-05-02,381.287
2002-05-03,386.744
2002-05-06,390.365
2002-05-07,386.427
2002-05-08,389.533
2002-05-09,389.893
2002-05-10,392.089
2002-05-13,392.884
2002-05-14,392.88
2002-05-15,392.414
2002-05-16,392.267
2002-05-17,396.656
2002-05-20,394.236
2002-05-21,392.06
2002-05-22,391.979
2002-05-23,389.781
2002-05-24,387.549
2002-05-27,385.566
2002-05-28,389.221
2002-05-29,390.787
2002-05-30,391.848
2002-05-31,393.533
2002-06-03,395.089
2002-06-04,392.84
2002-06-05,395.41
2002-06-06,395.913
2002-06-07,394.304
2002-06-10,398.664
2002-06-11,397.533
2002-06-12,389.163
2002-06-13,380.67
2002-06-14,374.441
2002-06-17,384.811
2002-06-18,382.988
2002-06-19,380.542
2002-06-20,382.349
2002-06-21,387.441
2002-06-24,381.844
2002-06-25,378.671
2002-06-26,380.426
2002-06-27,377.814
2002-06-28,385.005
2002-07-01,389.552
2002-07-02,386.548
2002-07-03,376.738
2002-07-04,379.726
2002-07-05,383.979
2002-07-08,391.694
2002-07-09,391.626
2002-07-10,384.93
2002-07-11,377.901
2002-07-12,375.419
2002-07-15,371.533
2002-07-16,368.487
2002-07-17,368.093
2002-07-18,372.717
2002-07-19,359.43
2002-07-22,348.396
2002-07-23,338.029
2002-07-24,330.523
2002-07-25,349.088
2002-07-26,352.104
2002-07-29,361.724
2002-07-30,365.962
2002-07-31,367.761
2002-08-01,360.77
2002-08-02,356.159
2002-08-05,348.752
2002-08-06,338.339
2002-08-07,341.272
2002-08-08,345.363
2002-08-09,344.05
2002-08-12,342.361
2002-08-13,343.648
2002-08-14,343.652
2002-08-15,348.767
2002-08-16,345.622
2002-08-19,350.141
2002-08-20,343.847
2002-08-21,348.562
2002-08-22,346.469
2002-08-23,351.203
2002-08-26,354.935
2002-08-27,360.722
2002-08-28,354.069
2002-08-29,346.801
2002-08-30,345.967
2002-09-02,343.138
2002-09-03,342.363
2002-09-04,340.972
2002-09-05,340.226
2002-09-06,339.507
2002-09-09,334.892
2002-09-10,333.347
2002-09-11,339.639
2002-09-12,340.294
2002-09-13,339.374
2002-09-16,334.194
2002-09-17,333.138
2002-09-18,332.188
2002-09-19,331.358
2002-09-20,327.71
2002-09-23,321.125
2002-09-24,311.191
2002-09-25,314.423
2002-09-26,315.48
2002-09-27,319.969
2002-09-30,323.316
2002-10-01,324.696
2002-10-02,326.535
2002-10-03,323.453
2002-10-04,310.889
2002-10-07,305.876
2002-10-08,303.998
2002-10-09,299.22
2002-10-10,297.321
2002-10-11,302.061
2002-10-14,298.771
2002-10-15,310.67
2002-10-16,311.859
2002-10-17,309.109
2002-10-18,311.935
2002-10-21,314.679
2002-10-22,313.041
2002-10-23,314.789
2002-10-24,313.947
2002-10-25,316.02
2002-10-28,317.276
2002-10-29,310.986
2002-10-30,309.866
2002-10-31,317.216
2002-11-01,316.094
2002-11-04,312.506
2002-11-05,316.605
2002-11-06,321.394
2002-11-07,326.041
2002-11-08,325.817
2002-11-11,328.502
2002-11-12,330.055
2002-11-13,325.599
2002-11-14,326.369
2002-11-15,326.916
2002-11-18,332.327
2002-11-19,332.967
2002-11-20,330.038
2002-11-21,333.873
2002-11-22,331.022
2002-11-25,327.264
2002-11-26,321.981
2002-11-27,326.673
2002-11-28,323.219
2002-11-29,319.01
2002-12-02,319.422
2002-12-03,321.624
2002-12-04,324.038
2002-12-05,319.941
2002-12-06,315.274
2002-12-09,312.417
2002-12-10,316.422
2002-12-11,320.302
2002-12-12,321.024
2002-12-13,319.718
2002-12-16,320.871
2002-12-17,321.542
2002-12-18,321.493
2002-12-19,323.825
2002-12-20,336.158
2002-12-23,338.747
2002-12-24,342.03
2002-12-25,342.03
2002-12-26,342.893
2002-12-27,337.517
2002-12-30,344.164
2002-12-31,350.727
2003-01-01,350.727
2003-01-02,343.974
2003-01-03,343.056
2003-01-06,343.834
2003-01-07,340.481
2003-01-08,334.364
2003-01-09,339.904
2003-01-10,342.106
2003-01-13,342.533
2003-01-14,344.425
2003-01-15,342.069
2003-01-16,338.645
2003-01-17,337.562
2003-01-20,337.677
2003-01-21,337.529
2003-01-22,333.024
2003-01-23,333.845
2003-01-24,334.923
2003-01-27,327.769
2003-01-28,328.57
2003-01-29,325.232
2003-01-30,324.534
2003-01-31,330.117
2003-02-03,319.72
2003-02-04,320.646
2003-02-05,318.226
2003-02-06,311.51
2003-02-07,304.287
2003-02-10,298.03
2003-02-11,298.194
2003-02-12,293.453
2003-02-13,290.757
2003-02-14,297.351
2003-02-17,297.287
2003-02-18,298.181
2003-02-19,298.068
2003-02-20,300.076
2003-02-21,296.356
2003-02-24,292.3
2003-02-25,282.772
2003-02-26,281.542
2003-02-27,278.859
2003-02-28,283.299
2003-03-03,283.262
2003-03-04,283.865
2003-03-05,286.127
2003-03-06,281.06
2003-03-07,278.109
2003-03-10,278.891
2003-03-11,280.802
2003-03-12,271.114
2003-03-13,275.278
2003-03-14,284.351
2003-03-17,285.448
2003-03-18,285.165
2003-03-19,286.562
2003-03-20,288.021
2003-03-21,291.283
2003-03-24,292.064
2003-03-25,292.666
2003-03-26,293.473
2003-03-27,296.52
2003-03-28,295.273
2003-03-31,296.608
2003-04-01,300.965
2003-04-02,308.296
2003-04-03,308.182
2003-04-04,314.792
2003-04-07,320.417
2003-04-08,320.59
2003-04-09,322.475
2003-04-10,325.413
2003-04-11,326.092
2003-04-14,327.676
2003-04-15,333.684
2003-04-16,337.354
2003-04-17,337.36
2003-04-18,337.36
2003-04-21,335.906
2003-04-22,337.557
2003-04-23,337.621
2003-04-24,342.874
2003-04-25,336.499
2003-04-28,335.755
2003-04-29,337.926
2003-04-30,342.768
2003-05-01,345.916
2003-05-02,343.544
2003-05-05,344.828
2003-05-06,352.298
2003-05-07,357.723
2003-05-08,348.892
2003-05-09,356.981
2003-05-12,356.008
2003-05-13,351.554
2003-05-14,349.606
2003-05-15,348.191
2003-05-16,358.437
2003-05-19,359.03
2003-05-20,362.175
2003-05-21,361.731
2003-05-22,365.823
2003-05-23,369.485
2003-05-26,371.311
2003-05-27,373.787
2003-05-28,368.737
2003-05-29,369.995
2003-05-30,365.641
2003-06-02,368.327
2003-06-03,370.49
2003-06-04,373.478
2003-06-05,379.004
2003-06-06,376.274
2003-06-09,377.718
2003-06-10,370.062
2003-06-11,370.709
2003-06-12,369.376
2003-06-13,365.129
2003-06-16,370.341
2003-06-17,369.432
2003-06-18,364.793
2003-06-19,363.452
2003-06-20,366.351
2003-06-23,357.844
2003-06-24,348.943
2003-06-25,356.102
2003-06-26,351.499
2003-06-27,356.176
2003-06-30,363.622
2003-07-01,363.077
2003-07-02,362.513
2003-07-03,360.97
2003-07-04,357.202
2003-07-07,357.969
2003-07-08,354.333
2003-07-09,354.017
2003-07-10,352.874
2003-07-11,353.524
2003-07-14,355.397
2003-07-15,355.688
2003-07-16,353.286
2003-07-17,352.975
2003-07-18,352.531
2003-07-21,356.882
2003-07-22,358.773
2003-07-23,361.211
2003-07-24,365.087
2003-07-25,368.563
2003-07-28,364.77
2003-07-29,364.519
2003-07-30,359.788
2003-07-31,357.088
2003-08-01,356.201
2003-08-04,359.847
2003-08-05,363.777
2003-08-06,362.085
2003-08-07,368.065
2003-08-08,369.243
2003-08-11,370.959
2003-08-12,372.993
2003-08-13,373.767
2003-08-14,374.138
2003-08-15,375.563
2003-08-18,376.473
2003-08-19,375.701
2003-08-20,375.609
2003-08-21,375.043
2003-08-22,370.881
2003-08-25,369.617
2003-08-26,366.443
2003-08-27,371.969
2003-08-28,375.2
2003-08-29,377.8
2003-09-01,382.383
2003-09-02,379.22
2003-09-03,382.168
2003-09-04,384.308
2003-09-05,387.611
2003-09-08,393.473
2003-09-09,392.982
2003-09-10,388.619
2003-09-11,388.307
2003-09-12,390.833
2003-09-15,391.307
2003-09-16,389.098
2003-09-17,393.282
2003-09-18,396.442
2003-09-19,399.689
2003-09-22,400.24
2003-09-23,400.055
2003-09-24,401.554
2003-09-25,400.693
2003-09-26,401.63
2003-09-29,401.697
2003-09-30,404.469
2003-10-01,408.699
2003-10-02,404.398
2003-10-03,403.498
2003-10-06,403.441
2003-10-07,407.769
2003-10-08,407.96
2003-10-09,408.868
2003-10-10,407.993
2003-10-13,404.968
2003-10-14,406.085
2003-10-15,409.26
2003-10-16,412.182
2003-10-17,408.926
2003-10-20,412.525
2003-10-21,412.532
2003-10-22,414.1
2003-10-23,409.564
2003-10-24,410.063
2003-10-27,411.46
2003-10-28,410.553
2003-10-29,408.524
2003-10-30,409.739
2003-10-31,405.357
2003-11-03,401.551
2003-11-04,403.74
2003-11-05,403.388
2003-11-06,404.182
2003-11-07,408.685
2003-11-10,408.144
2003-11-11,409.994
2003-11-12,412.638
2003-11-13,414.391
2003-11-14,417.656
2003-11-17,414.318
2003-11-18,414.028
2003-11-19,418.564
2003-11-20,416.317
2003-11-21,419.432
2003-11-24,414.462
2003-11-25,418.715
2003-11-26,422.296
2003-11-27,419.076
2003-11-28,419.733
2003-12-01,420.773
2003-12-02,424.919
2003-12-03,426.769
2003-12-04,426.151
2003-12-05,427.252
2003-12-08,426.614
2003-12-09,428.961
2003-12-10,427.796
2003-12-11,422.022
2003-12-12,426.081
2003-12-15,428.941
2003-12-16,429.515
2003-12-17,432.644
2003-12-18,434.368
2003-12-19,437.171
2003-12-22,443.794
2003-12-23,447.757
2003-12-24,448.667
2003-12-25,448.667
2003-12-26,448.487
2003-12-29,453.077
2003-12-30,454.32
2003-12-31,459.147
2004-01-01,459.147
2004-01-02,462.845
2004-01-05,468.993
2004-01-06,472.268
2004-01-07,463.766
2004-01-08,469.733
2004-01-09,474.564
2004-01-12,471.164
2004-01-13,473.134
2004-01-14,474.349
2004-01-15,471.329
2004-01-16,471.256
2004-01-19,473.055
2004-01-20,481.512
2004-01-21,486.526
2004-01-22,490.367
2004-01-23,492.166
2004-01-26,485.227
2004-01-27,491.361
2004-01-28,490.173
2004-01-29,481.527
2004-01-30,483.545
2004-02-02,487.594
2004-02-03,489.563
2004-02-04,484.754
2004-02-05,487.094
2004-02-06,493.421
2004-02-09,497.101
2004-02-10,501.064
2004-02-11,499.884
2004-02-12,510.646
2004-02-13,507.541
2004-02-16,506.463
2004-02-17,510.072
2004-02-18,512.549
2004-02-19,510.604
2004-02-20,504.602
2004-02-23,506.75
2004-02-24,508.731
2004-02-25,504.355
2004-02-26,505.199
2004-02-27,509.2
2004-03-01,506.023
2004-03-02,496.536
2004-03-03,496.409
2004-03-04,497.95
2004-03-05,513.018
2004-03-08,510.167
2004-03-09,507.796
2004-03-10,495.713
2004-03-11,483.018
2004-03-12,481.962
2004-03-15,475.404
2004-03-16,481.047
2004-03-17,480.651
2004-03-18,485.251
2004-03-19,479.985
2004-03-22,474.911
2004-03-23,475.895
2004-03-24,472.724
2004-03-25,474.708
2004-03-26,472.293
2004-03-29,474.992
2004-03-30,478.225
2004-03-31,485.779
2004-04-01,489.591
2004-04-02,489.039
2004-04-05,481.736
2004-04-06,485.429
2004-04-07,490.812
2004-04-08,489.635
2004-04-09,489.635
2004-04-12,488.26
2004-04-13,489.149
2004-04-14,486.297
2004-04-15,490.41
2004-04-16,499.377
2004-04-19,497.572
2004-04-20,490.284
2004-04-21,487.366
2004-04-22,488.453
2004-04-23,486.601
2004-04-26,485.731
2004-04-27,490.15
2004-04-28,485.974
2004-04-29,489.762
2004-04-30,491.946
2004-05-03,489.916
2004-05-04,495.563
2004-05-05,503.765
2004-05-06,498.946
2004-05-07,491.282
2004-05-10,475.43
2004-05-11,478.506
2004-05-12,481.042
2004-05-13,486.938
2004-05-14,486.762
2004-05-17,489.307
2004-05-18,485.106
2004-05-19,493.767
2004-05-20,491.735
2004-05-21,497.825
2004-05-24,498.445
2004-05-25,501.222
2004-05-26,502.006
2004-05-27,510.647
2004-05-28,509.027
2004-05-31,510.14
2004-06-01,509.231
2004-06-02,516.192
2004-06-03,518.211
2004-06-04,522.444
2004-06-07,528.116
2004-06-08,525.162
2004-06-09,515.77
2004-06-10,514.55
2004-06-11,509.74
2004-06-14,509.127
2004-06-15,512.988
2004-06-16,508.883
2004-06-17,509.928
2004-06-18,520.235
2004-06-21,517.236
2004-06-22,516.56
2004-06-23,516.627
2004-06-24,525.629
2004-06-25,520.534
2004-06-28,522.114
2004-06-29,522.975
2004-06-30,524.926
2004-07-01,525.795
2004-07-02,530.402
2004-07-05,530.564
2004-07-06,531.158
2004-07-07,536.201
2004-07-08,536.229
2004-07-09,534.633
2004-07-12,532.908
2004-07-13,528.111
2004-07-14,532.038
2004-07-15,530.54
2004-07-16,535.359
2004-07-19,533.21
2004-07-20,528.491
2004-07-21,521.395
2004-07-22,518.79
2004-07-23,512.055
2004-07-26,512.482
2004-07-27,513.3
2004-07-28,511.503
2004-07-29,519.732
2004-07-30,516.579
2004-08-02,517.727
2004-08-03,525.162
2004-08-04,525.848
2004-08-05,527.139
2004-08-06,532.791
2004-08-09,527.029
2004-08-10,534.617
2004-08-11,529.739
2004-08-12,532.142
2004-08-13,535.032
2004-08-16,534.724
2004-08-17,533.792
2004-08-18,532.947
2004-08-19,542.755
2004-08-20,542.162
2004-08-23,540.066
2004-08-24,532.857
2004-08-25,535.722
2004-08-26,534.327
2004-08-27,536.057
2004-08-30,538.067
2004-08-31,542.974
2004-09-01,546.792
2004-09-02,548.332
2004-09-03,548.632
2004-09-06,554.408
2004-09-07,553.546
2004-09-08,556.495
2004-09-09,557.354
2004-09-10,563.383
2004-09-13,563.472
2004-09-14,567.922
2004-09-15,562.051
2004-09-16,561.465
2004-09-17,562.422
2004-09-20,560.321
2004-09-21,569.241
2004-09-22,567.267
2004-09-23,563.754
2004-09-24,568.358
2004-09-27,565.602
2004-09-28,571.251
2004-09-29,572.073
2004-09-30,580.993
2004-10-01,581.531
2004-10-04,581.36
2004-10-05,583.995
2004-10-06,582.159
2004-10-07,580.099
2004-10-08,583.365
2004-10-11,580.614
2004-10-12,573.802
2004-10-13,571.076
2004-10-14,578.34
2004-10-15,585.005
2004-10-18,589.407
2004-10-19,593.625
2004-10-20,597.576
2004-10-21,598.972
2004-10-22,600.776
2004-10-25,600.223
2004-10-26,601.444
2004-10-27,605.126
2004-10-28,606.594
2004-10-29,607.786
2004-11-01,613.474
2004-11-02,614.99
2004-11-03,620.345
2004-11-04,622.54
2004-11-05,627.226
2004-11-08,625.288
2004-11-09,622.852
2004-11-10,621.07
2004-11-11,622.557
2004-11-12,623.594
2004-11-15,623.846
2004-11-16,622.087
2004-11-17,625.393
2004-11-18,617.524
2004-11-19,619.629
2004-11-22,618.5
2004-11-23,624.588
2004-11-24,632.425
2004-11-25,634.869
2004-11-26,633.792
2004-11-29,634.754
2004-11-30,632.353
2004-12-01,637.752
2004-12-02,641.107
2004-12-03,642.352
2004-12-06,645.941
2004-12-07,649.32
2004-12-08,641.629
2004-12-09,640.47
2004-12-10,635.41
2004-12-13,643.089
2004-12-14,642.181
2004-12-15,645.819
2004-12-16,637.876
2004-12-17,638.685
2004-12-20,643.957
2004-12-21,645.783
2004-12-22,653.197
2004-12-23,657.999
2004-12-24,658.624
2004-12-27,666.724
2004-12-28,664.655
2004-12-29,661.085
2004-12-30,664.23
2004-12-31,663.808
2005-01-03,668.163
2005-01-04,661.786
2005-01-05,658.314
2005-01-06,654.609
2005-01-07,648.897
2005-01-10,648.938
2005-01-11,648.87
2005-01-12,656.849
2005-01-13,650.035
2005-01-14,637.448
2005-01-17,639.033
2005-01-18,634.317
2005-01-19,635.358
2005-01-20,627.606
2005-01-21,632.585
2005-01-24,633.202
2005-01-25,636.179
2005-01-26,649.648
2005-01-27,647.538
2005-01-28,644.545
2005-01-31,650.299
2005-02-01,654.95
2005-02-02,656.258
2005-02-03,649.9
2005-02-04,656.563
2005-02-07,652.793
2005-02-08,651.958
2005-02-09,651.114
2005-02-10,655.046
2005-02-11,660.89
2005-02-14,661.004
2005-02-15,663.031
2005-02-16,663.778
2005-02-17,665.682
2005-02-18,668.483
2005-02-21,666.524
2005-02-22,672.987
2005-02-23,666.573
2005-02-24,665.221
2005-02-25,670.246
2005-02-28,682.308
2005-03-01,678.09
2005-03-02,665.904
2005-03-03,668.538
2005-03-04,677.793
2005-03-07,680.22
2005-03-08,684.316
2005-03-09,678.235
2005-03-10,675.331
2005-03-11,676.746
2005-03-14,665.514
2005-03-15,665.535
2005-03-16,670.078
2005-03-17,667.473
2005-03-18,666.232
2005-03-21,658.032
2005-03-22,659.775
2005-03-23,649.945
2005-03-24,654.903
2005-03-25,654.903
2005-03-28,650.307
2005-03-29,649.849
2005-03-30,650.326
2005-03-31,654.124
2005-04-01,658.478
2005-04-04,653.094
2005-04-05,658.291
2005-04-06,659.242
2005-04-07,662.156
2005-04-08,659.592
2005-04-11,666.607
2005-04-12,665.455
2005-04-13,667.437
2005-04-14,661.92
2005-04-15,660.55
2005-04-18,648.348
2005-04-19,656.994
2005-04-20,655.409
2005-04-21,657.225
2005-04-22,654.156
2005-04-25,647.371
2005-04-26,643.353
2005-04-27,636.596
2005-04-28,630.532
2005-04-29,632.486
2005-05-02,629.374
2005-05-03,630.727
2005-05-04,635.499
2005-05-05,640.918
2005-05-06,640.47
2005-05-09,637.057
2005-05-10,636.412
2005-05-11,632.62
2005-05-12,625.786
2005-05-13,620.767
2005-05-16,616.632
2005-05-17,613.707
2005-05-18,616.562
2005-05-19,616.94
2005-05-20,614.343
2005-05-23,618.445
2005-05-24,620.302
2005-05-25,622.772
2005-05-26,611.751
2005-05-27,608.194
2005-05-30,608.405
2005-05-31,601.37
2005-06-01,601.286
2005-06-02,599.03
2005-06-03,598.5
2005-06-06,594.785
2005-06-07,599.216
2005-06-08,601.518
2005-06-09,596.705
2005-06-10,598.559
2005-06-13,595.796
2005-06-14,598.142
2005-06-15,603.036
2005-06-16,608.794
2005-06-17,617.24
2005-06-20,609.909
2005-06-21,614.127
2005-06-22,611.743
2005-06-23,608.717
2005-06-24,611.028
2005-06-27,607.924
2005-06-28,604.55
2005-06-29,607.875
2005-06-30,609.557
2005-07-01,604.332
2005-07-04,606.773
2005-07-05,604.01
2005-07-06,608.788
2005-07-07,605.74
2005-07-08,610.856
2005-07-11,621.86
2005-07-12,624.027
2005-07-13,620.254
2005-07-14,630.296
2005-07-15,626.227
2005-07-18,626.498
2005-07-19,625.945
2005-07-20,627.9
2005-07-21,634.67
2005-07-22,632.993
2005-07-25,631.656
2005-07-26,629.728
2005-07-27,637.134
2005-07-28,641.779
2005-07-29,641.552
2005-08-01,647.609
2005-08-02,652.177
2005-08-03,655.883
2005-08-04,657.556
2005-08-05,656.963
2005-08-08,659.211
2005-08-09,663.477
2005-08-10,668.252
2005-08-11,669.63
2005-08-12,668.958
2005-08-15,664.897
2005-08-16,661.942
2005-08-17,657.502
2005-08-18,648.509
2005-08-19,649.851
2005-08-22,655.738
2005-08-23,651.433
2005-08-24,653.211
2005-08-25,651.342
2005-08-26,653.56
2005-08-29,647.787
2005-08-30,643.96
2005-08-31,655.68
2005-09-01,667.039
2005-09-02,674.364
2005-09-05,673.689
2005-09-06,671.24
2005-09-07,669.513
2005-09-08,663.709
2005-09-09,664.672
2005-09-12,659.473
2005-09-13,656.103
2005-09-14,662.298
2005-09-15,657.002
2005-09-16,659.45
2005-09-19,658.559
2005-09-20,658.713
2005-09-21,658.277
2005-09-22,651.324
2005-09-23,652.47
2005-09-26,652.894
2005-09-27,650.67
2005-09-28,653.329
2005-09-29,651.847
2005-09-30,656.563
2005-10-03,653.993
2005-10-04,656.316
2005-10-05,655.449
2005-10-06,664.729
2005-10-07,659.714
2005-10-10,656.129
2005-10-11,657.951
2005-10-12,654.706
2005-10-13,641.451
2005-10-14,647.501
2005-10-17,643.207
2005-10-18,638.629
2005-10-19,626.846
2005-10-20,629.97
2005-10-21,627.701
2005-10-24,628.269
2005-10-25,633.301
2005-10-26,632.506
2005-10-27,630.661
2005-10-28,629.435
2005-10-31,629.741
2005-11-01,628.063
2005-11-02,633.381
2005-11-03,633.06
2005-11-04,619.45
2005-11-07,626.151
