Date,FINLAND Standard (Large+Mid Cap)
2001-12-12,671.847
2001-12-13,645.645
2001-12-14,643.676
2001-12-17,670.49
2001-12-18,673.069
2001-12-19,653.286
2001-12-20,638.617
2001-12-21,649.859
2001-12-24,643.375
2001-12-25,643.375
2001-12-26,643.924
2001-12-27,662.003
2001-12-28,672.514
2001-12-31,679.073
2002-01-01,679.073
2002-01-02,670.002
2002-01-03,700.699
2002-01-04,696.745
2002-01-07,688.573
2002-01-08,652.411
2002-01-09,641.151
2002-01-10,631.371
2002-01-11,642.245
2002-01-14,607.557
2002-01-15,613.969
2002-01-16,602.041
2002-01-17,614.4
2002-01-18,611.961
2002-01-21,583.303
2002-01-22,582.711
2002-01-23,593.705
2002-01-24,637.271
2002-01-25,616.858
2002-01-28,629.586
2002-01-29,624.973
2002-01-30,605.833
2002-01-31,621.673
2002-02-01,633.139
2002-02-04,629.666
2002-02-05,601.671
2002-02-06,589.514
2002-02-07,602.464
2002-02-08,596.949
2002-02-11,618.295
2002-02-12,624.643
2002-02-13,628.427
2002-02-14,630.286
2002-02-15,613.947
2002-02-18,604.472
2002-02-19,583.562
2002-02-20,566.049
2002-02-21,573.979
2002-02-22,558.379
2002-02-25,570.691
2002-02-26,580.556
2002-02-27,590.293
2002-02-28,591.329
2002-03-01,590.484
2002-03-04,630.882
2002-03-05,627.924
2002-03-06,639.532
2002-03-07,658.415
2002-03-08,662.459
2002-03-11,650.084
2002-03-12,615.628
2002-03-13,616.643
2002-03-14,614.852
2002-03-15,615.757
2002-03-18,627.18
2002-03-19,613.503
2002-03-20,596.2
2002-03-21,592.3
2002-03-22,599.941
2002-03-25,596.788
2002-03-26,591.595
2002-03-27,596.366
2002-03-28,596.127
2002-03-29,596.127
2002-04-01,601.013
2002-04-02,587.876
2002-04-03,589.197
2002-04-04,580.732
2002-04-05,580.053
2002-04-08,555.973
2002-04-09,566.453
2002-04-10,556.693
2002-04-11,543.327
2002-04-12,547.967
2002-04-15,559.034
2002-04-16,583.319
2002-04-17,595.974
2002-04-18,540.381
2002-04-19,521.149
2002-04-22,504.813
2002-04-23,502.704
2002-04-24,482.675
2002-04-25,496.349
2002-04-26,498.754
2002-04-29,490.494
2002-04-30,493.455
2002-05-01,496.248
2002-05-02,503.845
2002-05-03,481.748
2002-05-06,478.084
2002-05-07,477.966
2002-05-08,498.453
2002-05-09,498.344
2002-05-10,486.927
2002-05-13,491.793
2002-05-14,502.766
2002-05-15,509.332
2002-05-16,501.263
2002-05-17,504.036
2002-05-20,499.101
2002-05-21,491.779
2002-05-22,469.234
2002-05-23,458.572
2002-05-24,458.448
2002-05-27,454.565
2002-05-28,457.859
2002-05-29,452.581
2002-05-30,443.727
2002-05-31,459.546
2002-06-03,448.243
2002-06-04,436.422
2002-06-05,443.865
2002-06-06,440.621
2002-06-07,416.443
2002-06-10,422.177
2002-06-11,438.213
2002-06-12,421.393
2002-06-13,417.226
2002-06-14,418.692
2002-06-17,435.889
2002-06-18,437.654
2002-06-19,425.418
2002-06-20,428.687
2002-06-21,430.776
2002-06-24,409.886
2002-06-25,417.693
2002-06-26,425.823
2002-06-27,442.6
2002-06-28,465.609
2002-07-01,461.729
2002-07-02,443.84
2002-07-03,437.234
2002-07-04,453.46
2002-07-05,472.359
2002-07-08,475.722
2002-07-09,468.125
2002-07-10,456.139
2002-07-11,443.588
2002-07-12,446.792
2002-07-15,436.126
2002-07-16,435.836
2002-07-17,454.195
2002-07-18,440.08
2002-07-19,423.273
2002-07-22,411.883
2002-07-23,379.662
2002-07-24,363.29
2002-07-25,371.397
2002-07-26,370.046
2002-07-29,390.848
2002-07-30,401.128
2002-07-31,398.547
2002-08-01,385.059
2002-08-02,372.49
2002-08-05,356.229
2002-08-06,364.12
2002-08-07,369.145
2002-08-08,378.956
2002-08-09,399.015
2002-08-12,399.093
2002-08-13,397.255
2002-08-14,384.261
2002-08-15,398.416
2002-08-16,409.877
2002-08-19,426.161
2002-08-20,425.734
2002-08-21,434.059
2002-08-22,445.48
2002-08-23,436.938
2002-08-26,426.701
2002-08-27,437.643
2002-08-28,421.497
2002-08-29,417.171
2002-08-30,414.853
2002-09-02,408.988
2002-09-03,394.119
2002-09-04,395.804
2002-09-05,405.541
2002-09-06,424.212
2002-09-09,421.804
2002-09-10,419.464
2002-09-11,442.147
2002-09-12,428.384
2002-09-13,423.935
2002-09-16,411.054
2002-09-17,411.088
2002-09-18,393.811
2002-09-19,393.916
2002-09-20,395.981
2002-09-23,385.213
2002-09-24,375.674
2002-09-25,388.693
2002-09-26,417.778
2002-09-27,418.866
2002-09-30,398.288
2002-10-01,403.489
2002-10-02,419.983
2002-10-03,413.324
2002-10-04,396.162
2002-10-07,391.719
2002-10-08,386.626
2002-10-09,390.216
2002-10-10,399.271
2002-10-11,423.54
2002-10-14,421.289
2002-10-15,451.749
2002-10-16,434.121
2002-10-17,465.873
2002-10-18,468.533
2002-10-21,465.554
2002-10-22,475.39
2002-10-23,457.93
2002-10-24,476.93
2002-10-25,472.643
2002-10-28,488.751
2002-10-29,463.436
2002-10-30,471.209
2002-10-31,486.429
2002-11-01,474.138
2002-11-04,503.849
2002-11-05,509.445
2002-11-06,494.103
2002-11-07,488.292
2002-11-08,482.738
2002-11-11,465.763
2002-11-12,476.513
2002-11-13,486.362
2002-11-14,507.844
2002-11-15,508.311
2002-11-18,522.055
2002-11-19,508.724
2002-11-20,510.553
2002-11-21,536.372
2002-11-22,533.808
2002-11-25,540.957
2002-11-26,526.604
2002-11-27,543.374
2002-11-28,558.72
2002-11-29,550.749
2002-12-02,563.278
2002-12-03,527.28
2002-12-04,533.769
2002-12-05,527.316
2002-12-06,531.189
2002-12-09,517.255
2002-12-10,502.443
2002-12-11,495.239
2002-12-12,500.871
2002-12-13,493.422
2002-12-16,505.845
2002-12-17,504.733
2002-12-18,485.67
2002-12-19,481.029
2002-12-20,478.184
2002-12-23,478.787
2002-12-24,480.769
2002-12-25,480.769
2002-12-26,481.982
2002-12-27,465.253
2002-12-30,471.371
2002-12-31,473.22
2003-01-01,473.22
2003-01-02,494.304
2003-01-03,498.338
2003-01-06,501.4
2003-01-07,490.207
2003-01-08,468.065
2003-01-09,488.248
2003-01-10,491.783
2003-01-13,489.663
2003-01-14,498.927
2003-01-15,489.578
2003-01-16,477.236
2003-01-17,466.489
2003-01-20,463.554
2003-01-21,463.198
2003-01-22,466.506
2003-01-23,452.609
2003-01-24,453.19
2003-01-27,438.592
2003-01-28,433.4
2003-01-29,442.086
2003-01-30,445.677
2003-01-31,425.858
2003-02-03,439.721
2003-02-04,432.34
2003-02-05,431.017
2003-02-06,422.907
2003-02-07,421.571
2003-02-10,418.234
2003-02-11,435.244
2003-02-12,424.869
2003-02-13,413.575
2003-02-14,424.507
2003-02-17,431.062
2003-02-18,436.733
2003-02-19,427.956
2003-02-20,422.08
2003-02-21,420.095
2003-02-24,423.236
2003-02-25,404.316
2003-02-26,401.33
2003-02-27,398.498
2003-02-28,410.143
2003-03-03,413.557
2003-03-04,407.516
2003-03-05,406.652
2003-03-06,406.631
2003-03-07,391.314
2003-03-10,391.889
2003-03-11,395.504
2003-03-12,408.01
2003-03-13,414.792
2003-03-14,431.795
2003-03-17,444.675
2003-03-18,449.582
2003-03-19,451.878
2003-03-20,446.297
2003-03-21,460.82
2003-03-24,443.538
2003-03-25,443.58
2003-03-26,441.609
2003-03-27,438.319
2003-03-28,441.031
2003-03-31,420.558
2003-04-01,431.663
2003-04-02,449.129
2003-04-03,452.255
2003-04-04,446.697
2003-04-07,463.79
2003-04-08,449.031
2003-04-09,452.867
2003-04-10,436.263
2003-04-11,438.156
2003-04-14,442.233
2003-04-15,451.724
2003-04-16,451.027
2003-04-17,477.833
2003-04-18,477.833
2003-04-21,475.773
2003-04-22,486.225
2003-04-23,498.017
2003-04-24,495.517
2003-04-25,480.33
2003-04-28,491.121
2003-04-29,495.755
2003-04-30,503.05
2003-05-01,507.67
2003-05-02,492.661
2003-05-05,509.717
2003-05-06,509.537
2003-05-07,515.973
2003-05-08,504.152
2003-05-09,501.062
2003-05-12,511.62
2003-05-13,516.365
2003-05-14,510.744
2003-05-15,520.353
2003-05-16,520.479
2003-05-19,508.735
2003-05-20,499.852
2003-05-21,493.458
2003-05-22,503.487
2003-05-23,498.319
2003-05-26,496.935
2003-05-27,498.302
2003-05-28,521.291
2003-05-29,525.154
2003-05-30,527.508
2003-06-02,535.226
2003-06-03,530.468
2003-06-04,530.245
2003-06-05,524.586
2003-06-06,538.345
2003-06-09,531.545
2003-06-10,522.461
2003-06-11,531.798
2003-06-12,522.08
2003-06-13,515.611
2003-06-16,523.261
2003-06-17,530.369
2003-06-18,525.406
2003-06-19,534.357
2003-06-20,531.498
2003-06-23,514.713
2003-06-24,502.836
2003-06-25,507.412
2003-06-26,504.202
2003-06-27,508.59
2003-06-30,498.459
2003-07-01,492.595
2003-07-02,499.39
2003-07-03,503.776
2003-07-04,497.038
2003-07-07,515.037
2003-07-08,521.531
2003-07-09,536.762
2003-07-10,539.469
2003-07-11,533.775
2003-07-14,541.025
2003-07-15,535.435
2003-07-16,533.916
2003-07-17,473.214
2003-07-18,471.022
2003-07-21,466.505
2003-07-22,469.089
2003-07-23,474.131
2003-07-24,485.441
2003-07-25,481.916
2003-07-28,492.416
2003-07-29,490.054
2003-07-30,486.726
2003-07-31,484.487
2003-08-01,473.999
2003-08-04,471.038
2003-08-05,472.537
2003-08-06,458.86
2003-08-07,457.41
2003-08-08,460.413
2003-08-11,464.246
2003-08-12,466.973
2003-08-13,470.531
2003-08-14,475.451
2003-08-15,473.138
2003-08-18,475.711
2003-08-19,490.639
2003-08-20,493.562
2003-08-21,497.023
2003-08-22,497.456
2003-08-25,491.311
2003-08-26,484.462
2003-08-27,502.971
2003-08-28,507.164
2003-08-29,514.951
2003-09-01,518.045
2003-09-02,510.191
2003-09-03,525.548
2003-09-04,522.841
2003-09-05,521.687
2003-09-08,529.41
2003-09-09,514.253
2003-09-10,495.225
2003-09-11,496.672
2003-09-12,501.267
2003-09-15,503.139
2003-09-16,501.107
2003-09-17,500.988
2003-09-18,503.994
2003-09-19,505.603
2003-09-22,499.571
2003-09-23,497.003
2003-09-24,496.52
2003-09-25,489.255
2003-09-26,491.701
2003-09-29,500.768
2003-09-30,494.137
2003-10-01,502.315
2003-10-02,511.524
2003-10-03,531.199
2003-10-06,526.265
2003-10-07,526.152
2003-10-08,530.048
2003-10-09,541.669
2003-10-10,539.562
2003-10-13,545.061
2003-10-14,538.205
2003-10-15,541.758
2003-10-16,529.096
2003-10-17,538.568
2003-10-20,535.306
2003-10-21,542.06
2003-10-22,538.247
2003-10-23,536.19
2003-10-24,539.343
2003-10-27,534.659
2003-10-28,540.53
2003-10-29,549.24
2003-10-30,548.508
2003-10-31,546.74
2003-11-03,552.53
2003-11-04,549.977
2003-11-05,541.665
2003-11-06,552.514
2003-11-07,560.679
2003-11-10,556.233
2003-11-11,549.999
2003-11-12,562.679
2003-11-13,572.422
2003-11-14,574.517
2003-11-17,561.462
2003-11-18,567.428
2003-11-19,560.163
2003-11-20,565.499
2003-11-21,566.225
2003-11-24,577.607
2003-11-25,568.875
2003-11-26,574.087
2003-11-27,577.472
2003-11-28,576.984
2003-12-01,573.547
2003-12-02,581.912
2003-12-03,583.837
2003-12-04,587.92
2003-12-05,583.237
2003-12-08,579.179
2003-12-09,576.223
2003-12-10,571.96
2003-12-11,568.707
2003-12-12,573.235
2003-12-15,576.384
2003-12-16,564.499
2003-12-17,558.58
2003-12-18,558.442
2003-12-19,558.431
2003-12-22,554.834
2003-12-23,558.928
2003-12-24,560.504
2003-12-25,560.504
2003-12-26,560.279
2003-12-29,555.487
2003-12-30,561.283
2003-12-31,565.001
2004-01-01,565.001
2004-01-02,570.245
2004-01-05,578.403
2004-01-06,581.872
2004-01-07,586.752
2004-01-08,637.272
2004-01-09,647.277
2004-01-12,651.885
2004-01-13,646.673
2004-01-14,650.95
2004-01-15,643.793
2004-01-16,645.197
2004-01-19,649.116
2004-01-20,650.917
2004-01-21,636.438
2004-01-22,659.998
2004-01-23,660.058
2004-01-26,652.599
2004-01-27,658.617
2004-01-28,653.858
2004-01-29,634.852
2004-01-30,638.062
2004-02-02,640.513
2004-02-03,646.49
2004-02-04,637.548
2004-02-05,637.108
2004-02-06,653.534
2004-02-09,662.91
2004-02-10,677.639
2004-02-11,683.08
2004-02-12,696.924
2004-02-13,683.956
2004-02-16,686.871
2004-02-17,694.345
2004-02-18,698.71
2004-02-19,701.014
2004-02-20,687.562
2004-02-23,697.435
2004-02-24,690.907
2004-02-25,679.758
2004-02-26,676.714
2004-02-27,678.523
2004-03-01,683.205
2004-03-02,688.406
2004-03-03,679.694
2004-03-04,695.205
2004-03-05,713.75
2004-03-08,712.871
2004-03-09,698.643
2004-03-10,681.242
2004-03-11,664.806
2004-03-12,658.279
2004-03-15,646.468
2004-03-16,653.986
2004-03-17,657.939
2004-03-18,646.869
2004-03-19,639.943
2004-03-22,623.626
2004-03-23,624.5
2004-03-24,620.28
2004-03-25,632.405
2004-03-26,625.289
2004-03-29,637.757
2004-03-30,637.818
2004-03-31,650.582
2004-04-01,658.252
2004-04-02,669.759
2004-04-05,660.688
2004-04-06,585.044
2004-04-07,575.801
2004-04-08,576.33
2004-04-09,576.33
2004-04-12,574.711
2004-04-13,569.511
2004-04-14,559.353
2004-04-15,551.858
2004-04-16,525.751
2004-04-19,531.106
2004-04-20,534.436
2004-04-21,524.181
2004-04-22,533.613
2004-04-23,533.928
2004-04-26,536.193
2004-04-27,534.559
2004-04-28,522.778
2004-04-29,516.539
2004-04-30,507.678
2004-05-03,509.172
2004-05-04,508.699
2004-05-05,517.806
2004-05-06,506.679
2004-05-07,503.493
2004-05-10,488.72
2004-05-11,491.791
2004-05-12,487.604
2004-05-13,485.837
2004-05-14,477.72
2004-05-17,475.532
2004-05-18,482.175
2004-05-19,492.984
2004-05-20,488.6
2004-05-21,478.03
2004-05-24,482.078
2004-05-25,480.642
2004-05-26,484.67
2004-05-27,499.913
2004-05-28,496.14
2004-05-31,502.27
2004-06-01,496.779
2004-06-02,498.026
2004-06-03,496.836
2004-06-04,506.006
2004-06-07,518.293
2004-06-08,516.752
2004-06-09,513.428
2004-06-10,511.329
2004-06-11,513.309
2004-06-14,507.749
2004-06-15,510.136
2004-06-16,504.516
2004-06-17,502.74
2004-06-18,510.976
2004-06-21,511.311
2004-06-22,506.565
2004-06-23,510.119
2004-06-24,517.265
2004-06-25,515.566
2004-06-28,520.412
2004-06-29,515.112
2004-06-30,523.129
2004-07-01,526.43
2004-07-02,524.45
2004-07-05,522.254
2004-07-06,517.34
2004-07-07,517.482
2004-07-08,522.867
2004-07-09,524.589
2004-07-12,521.631
2004-07-13,516.753
2004-07-14,513.075
2004-07-15,473.537
2004-07-16,472.072
2004-07-19,466.177
2004-07-20,468.703
2004-07-21,469.198
2004-07-22,460.337
2004-07-23,454.558
2004-07-26,456.205
2004-07-27,455.553
2004-07-28,449.18
2004-07-29,458.432
2004-07-30,458.167
2004-08-02,455.931
2004-08-03,461.889
2004-08-04,457.004
2004-08-05,457.071
2004-08-06,450.246
2004-08-09,447.119
2004-08-10,454.475
2004-08-11,447.562
2004-08-12,442.99
2004-08-13,450.104
2004-08-16,454.747
2004-08-17,461.992
2004-08-18,462.167
2004-08-19,468.446
2004-08-20,463.255
2004-08-23,465.996
2004-08-24,461.6
2004-08-25,459.92
2004-08-26,465.812
2004-08-27,463.551
2004-08-30,463.245
2004-08-31,462.4
2004-09-01,464.763
2004-09-02,472.566
2004-09-03,474.361
2004-09-06,479.007
2004-09-07,479.533
2004-09-08,484.149
2004-09-09,503.439
2004-09-10,509.305
2004-09-13,511.198
2004-09-14,510.377
2004-09-15,502.669
2004-09-16,507.177
2004-09-17,511.773
2004-09-20,513.827
2004-09-21,516.707
2004-09-22,511.802
2004-09-23,508.054
2004-09-24,508.469
2004-09-27,505.695
2004-09-28,503.516
2004-09-29,509.052
2004-09-30,513.864
2004-10-01,528.543
2004-10-04,529.615
2004-10-05,529.439
2004-10-06,527.634
2004-10-07,529.117
2004-10-08,527.978
2004-10-11,525.173
2004-10-12,515.811
2004-10-13,523.366
2004-10-14,530.715
2004-10-15,542.042
2004-10-18,539.502
2004-10-19,554.293
2004-10-20,545.74
2004-10-21,549.008
2004-10-22,552.996
2004-10-25,548.85
2004-10-26,546.714
2004-10-27,556.836
2004-10-28,558.358
2004-10-29,559.743
2004-11-01,567.911
2004-11-02,569.198
2004-11-03,574.37
2004-11-04,575.387
2004-11-05,582.854
2004-11-08,580.945
2004-11-09,583.499
2004-11-10,591.519
2004-11-11,599.041
2004-11-12,599.921
2004-11-15,598.646
2004-11-16,594.51
2004-11-17,606.626
2004-11-18,606.369
2004-11-19,602.193
2004-11-22,597.932
2004-11-23,596.117
2004-11-24,601.344
2004-11-25,608.981
2004-11-26,612.106
2004-11-29,612.243
2004-11-30,608.642
2004-12-01,612.315
2004-12-02,618.375
2004-12-03,612.478
2004-12-06,615.044
2004-12-07,615.702
2004-12-08,600.694
2004-12-09,591.732
2004-12-10,590.022
2004-12-13,588.134
2004-12-14,587.224
2004-12-15,592.119
2004-12-16,581.034
2004-12-17,570.388
2004-12-20,584.422
2004-12-21,589.663
2004-12-22,596.614
2004-12-23,603.068
2004-12-24,604.631
2004-12-27,604.735
2004-12-28,603.049
2004-12-29,600.663
2004-12-30,601.372
2004-12-31,599.717
2005-01-03,596.282
2005-01-04,591.831
2005-01-05,587.006
2005-01-06,582.386
2005-01-07,580.778
2005-01-10,588.478
2005-01-11,582.222
2005-01-12,581.148
2005-01-13,577.606
2005-01-14,576.175
2005-01-17,581.01
2005-01-18,575.549
2005-01-19,572.172
2005-01-20,554.161
2005-01-21,552.652
2005-01-24,551.757
2005-01-25,549.481
2005-01-26,558.409
2005-01-27,576.631
2005-01-28,571.766
2005-01-31,580.448
2005-02-01,585.436
2005-02-02,592.535
2005-02-03,592.257
2005-02-04,595.541
2005-02-07,592.869
2005-02-08,594.671
2005-02-09,595.468
2005-02-10,597.927
2005-02-11,604.066
2005-02-14,607.557
2005-02-15,609.393
2005-02-16,606.53
2005-02-17,606.82
2005-02-18,610.219
2005-02-21,608.116
2005-02-22,620.37
2005-02-23,608.994
2005-02-24,612.091
2005-02-25,621.275
2005-02-28,623.652
2005-03-01,621.905
2005-03-02,618.356
2005-03-03,619.189
2005-03-04,629.375
2005-03-07,628.24
2005-03-08,632.591
2005-03-09,632.206
2005-03-10,630.534
2005-03-11,633.952
2005-03-14,629.814
2005-03-15,633.628
2005-03-16,629.053
2005-03-17,630.526
2005-03-18,625.251
2005-03-21,615.855
2005-03-22,614.945
2005-03-23,600.103
2005-03-24,599.483
2005-03-25,599.483
2005-03-28,595.275
2005-03-29,598.466
2005-03-30,598.578
2005-03-31,602.955
2005-04-01,603.42
2005-04-04,587.619
2005-04-05,593.686
2005-04-06,596.415
2005-04-07,607.284
2005-04-08,607.731
2005-04-11,608.727
2005-04-12,600.619
2005-04-13,604.599
2005-04-14,597.653
2005-04-15,587.221
2005-04-18,584.604
2005-04-19,595.39
2005-04-20,603.998
2005-04-21,618.518
2005-04-22,625.752
2005-04-25,622.575
2005-04-26,617.855
2005-04-27,610.517
2005-04-28,609.538
2005-04-29,607.721
2005-05-02,609.701
2005-05-03,611.819
2005-05-04,623.352
2005-05-05,622.606
2005-05-06,633.833
2005-05-09,637.055
2005-05-10,634.731
2005-05-11,629.306
2005-05-12,630.133
2005-05-13,633.046
2005-05-16,635.16
2005-05-17,634.877
2005-05-18,648.662
2005-05-19,649.925
2005-05-20,643.534
2005-05-23,648.72
2005-05-24,649.33
2005-05-25,640.618
2005-05-26,641.574
2005-05-27,644.914
2005-05-30,641.862
2005-05-31,633.737
2005-06-01,642.388
2005-06-02,644.638
2005-06-03,642.248
2005-06-06,636.093
2005-06-07,643.435
2005-06-08,644.414
2005-06-09,633.27
2005-06-10,635.896
2005-06-13,634.315
2005-06-14,640.028
2005-06-15,639.125
2005-06-16,643.357
2005-06-17,649.372
2005-06-20,644.321
2005-06-21,649.395
2005-06-22,654.146
2005-06-23,650.984
2005-06-24,652.955
2005-06-27,641.02
2005-06-28,639.481
2005-06-29,645.088
2005-06-30,640.32
2005-07-01,635.115
2005-07-04,633.28
2005-07-05,635.549
2005-07-06,641.825
2005-07-07,633.19
2005-07-08,644.212
2005-07-11,660.351
2005-07-12,663.635
2005-07-13,665.58
2005-07-14,667.411
2005-07-15,664.384
2005-07-18,663.942
2005-07-19,671.411
2005-07-20,664.368
2005-07-21,632.565
2005-07-22,624.281
2005-07-25,618.995
2005-07-26,619.268
2005-07-27,629.915
2005-07-28,638.482
2005-07-29,639.741
2005-08-01,639.721
2005-08-02,645.679
2005-08-03,651.306
2005-08-04,649.029
2005-08-05,643.452
2005-08-08,649.927
2005-08-09,655.472
2005-08-10,665.66
2005-08-11,658.911
2005-08-12,658.621
2005-08-15,651.806
2005-08-16,646.123
2005-08-17,639.84
2005-08-18,631.621
2005-08-19,636.859
2005-08-22,642.926
2005-08-23,638.859
2005-08-24,638.776
2005-08-25,635.725
2005-08-26,632.537
2005-08-29,631.919
2005-08-30,630.667
2005-08-31,642.199
2005-09-01,655.638
2005-09-02,658.796
2005-09-05,661.529
2005-09-06,663.535
2005-09-07,664.069
2005-09-08,659.346
2005-09-09,667.142
2005-09-12,660.889
2005-09-13,675.68
2005-09-14,678.638
2005-09-15,673.589
2005-09-16,671.622
2005-09-19,671.008
2005-09-20,676.895
2005-09-21,672.46
2005-09-22,669.225
2005-09-23,665.527
2005-09-26,670.147
2005-09-27,664.724
2005-09-28,665.405
2005-09-29,665.014
2005-09-30,678.639
2005-10-03,678.404
2005-10-04,680.299
2005-10-05,673.349
2005-10-06,672.315
2005-10-07,665.897
2005-10-10,666.126
2005-10-11,667.282
2005-10-12,666.825
2005-10-13,651.108
2005-10-14,658.827
2005-10-17,659.201
2005-10-18,655.493
2005-10-19,647.354
2005-10-20,629.591
2005-10-21,626.816
2005-10-24,633.018
2005-10-25,640.783
2005-10-26,643.098
2005-10-27,637.117
2005-10-28,635.576
2005-10-31,650.653
2005-11-01,657.458
2005-11-02,662.692
2005-11-03,667.756
2005-11-04,660.124
2005-11-07,657.321
2005-11-08,653.776
