Date,BELGIUM SMID CAP SMID (Small+Mid Cap)
1994-05-31,187.787
1994-06-30,183.425
1994-07-29,189.736
1994-08-31,194.734
1994-09-30,188.014
1994-10-31,191.325
1994-11-30,185.788
1994-12-30,187.502
1995-01-31,185.292
1995-02-28,189.279
1995-03-31,197.923
1995-04-28,209.171
1995-05-31,215.068
1995-06-30,219.685
1995-07-31,225.297
1995-08-31,212.597
1995-09-29,218.645
1995-10-31,211.832
1995-11-30,209.876
1995-12-29,221.588
1996-01-31,231.449
1996-02-29,233.965
1996-03-29,233.848
1996-04-30,237.057
1996-05-31,242.841
1996-06-28,251.867
1996-07-31,250.747
1996-08-30,253.324
1996-09-30,251.864
1996-10-31,261.287
1996-11-29,275.051
1996-12-31,277.189
1997-01-31,282.137
1997-02-28,282.88
1997-03-31,287.808
1997-04-30,288.377
1997-05-30,310.096
1997-06-30,332.087
1997-07-31,334.756
1997-08-29,314.915
1997-09-30,333.362
1997-10-31,326.23
1997-11-28,320.954
1997-12-31,330.977
1998-01-30,345.567
1998-02-27,371.09
1998-03-31,395.478
1998-04-30,406.811
1998-05-29,452.335
1998-06-30,474.911
1998-07-31,478.725
1998-08-31,429.865
1998-09-30,425.334
1998-10-30,449.275
1998-11-30,463.496
1998-12-31,480.677
1999-01-29,467.0
1999-02-26,462.739
1999-03-31,431.045
1999-04-30,432.766
1999-05-31,418.385
1999-06-30,404.042
1999-07-30,399.301
1999-08-31,406.761
1999-09-30,388.793
1999-10-29,383.056
1999-11-30,368.715
1999-12-31,397.825
2000-01-31,349.351
2000-02-29,376.59
2000-03-31,372.976
2000-04-28,356.715
2000-05-31,360.652
2000-06-30,379.721
2000-07-31,371.068
2000-08-31,373.322
2000-09-29,335.059
2000-10-31,310.188
2000-11-30,311.169
2000-12-29,330.961
2001-01-31,323.257
2001-02-28,339.145
2001-03-30,309.522
2001-04-30,312.211
2001-05-31,306.239
2001-06-29,311.213
2001-07-31,322.067
2001-08-31,328.884
2001-09-28,298.894
2001-10-31,296.217
2001-11-30,309.868
2001-12-31,323.405
2002-01-31,320.906
2002-02-28,322.155
2002-03-29,332.34
2002-04-30,338.042
2002-05-31,349.32
2002-06-28,347.09
2002-07-31,315.713
2002-08-30,303.51
2002-09-30,263.973
2002-10-31,266.858
2002-11-29,284.085
2002-12-31,299.607
2003-01-31,292.856
2003-02-28,267.188
2003-03-31,267.379
2003-04-30,306.972
2003-05-30,352.798
2003-06-30,343.064
2003-07-31,341.187
2003-08-29,353.266
2003-09-30,376.881
2003-10-31,397.057
2003-11-28,410.838
2003-12-31,448.801
2004-01-30,466.489
2004-02-27,479.659
2004-03-31,458.35
2004-04-30,459.451
2004-05-31,473.07
2004-06-30,492.99
2004-07-30,487.947
2004-08-31,509.874
2004-09-30,549.677
2004-10-29,578.337
2004-11-30,630.283
2004-12-31,650.762
2005-01-31,643.968
2005-02-28,687.508
2005-03-31,666.644
2005-04-29,647.93
2005-05-31,616.31
2005-06-30,621.331
2005-07-29,647.957
2005-08-31,658.195
2005-09-30,676.956
2005-10-31,648.388
2005-11-30,648.491
2005-12-30,664.06
2006-01-31,709.4
2006-02-28,709.788
2006-03-31,727.423
2006-04-28,771.364
2006-05-31,743.432
2006-06-30,759.493
2006-07-31,765.772
2006-08-31,786.09
2006-09-29,811.219
2006-10-31,821.611
2006-11-30,846.275
2006-12-29,899.365
2007-01-31,903.304
2007-02-28,892.822
2007-03-30,925.174
2007-04-30,976.734
2007-05-31,1000.0
2007-06-29,1007.369
2007-07-31,979.579
2007-08-31,968.211
2007-09-28,982.744
2007-10-31,984.56
2007-11-30,942.263
2007-12-31,939.325
2008-01-31,864.564
2008-02-29,886.817
2008-03-31,886.182
2008-04-30,934.05
2008-05-30,925.921
2008-06-30,859.875
2008-07-31,807.981
2008-08-29,820.596
2008-09-30,709.897
2008-10-31,536.837
2008-11-28,508.598
2008-12-31,537.178
2009-01-30,546.98
2009-02-27,491.274
2009-03-31,528.313
2009-04-30,602.377
2009-05-29,702.489
2009-06-30,674.549
2009-07-31,725.972
2009-08-31,783.804
2009-09-30,830.045
2009-10-30,817.9
2009-11-30,848.326
2009-12-31,826.688
2010-01-29,814.403
2010-02-26,802.098
2010-03-31,843.374
2010-04-30,815.296
2010-05-31,732.858
2010-06-30,707.602
2010-07-30,784.179
2010-08-31,750.629
2010-09-30,858.827
2010-10-29,907.952
2010-11-30,816.419
2010-12-31,889.121
2011-01-31,912.387
2011-02-28,946.077
2011-03-31,970.709
2011-04-29,1069.495
2011-05-31,1038.093
2011-06-30,999.181
2011-07-29,929.917
2011-08-31,869.565
2011-09-30,734.572
2011-10-31,782.494
2011-11-30,718.966
2011-12-30,687.343
2012-01-31,742.762
2012-02-29,787.395
