Date,BELGIUM SMID CAP SMID (Small+Mid Cap)
2012-03-30,798.18
2012-04-30,780.198
2012-05-31,697.689
2012-06-29,739.31
2012-07-31,740.672
2012-08-31,772.688
2012-09-28,823.776
2012-10-31,838.747
2012-11-30,868.864
2012-12-31,927.099
2013-01-31,990.573
2013-02-28,970.493
2013-03-29,954.261
2013-04-30,1013.125
2013-05-31,1023.442
2013-06-28,971.718
2013-07-31,1037.905
2013-08-30,1041.273
2013-09-30,1105.692
2013-10-31,1162.096
2013-11-29,1148.906
2013-12-31,1198.204
2014-01-31,1169.059
2014-02-28,1272.689
2014-03-31,1282.736
2014-04-30,1291.267
2014-05-30,1285.368
2014-06-30,1269.713
2014-07-31,1247.464
2014-08-29,1254.745
2014-09-30,1201.314
2014-10-31,1146.503
2014-11-28,1178.606
2014-12-31,1169.14
2015-01-30,1180.536
2015-02-27,1233.84
2015-03-31,1195.854
2015-04-30,1238.728
2015-05-29,1261.488
2015-06-30,1246.473
2015-07-31,1310.514
2015-08-31,1246.553
2015-09-30,1211.247
2015-10-30,1301.031
2015-11-30,1290.666
2015-12-31,1331.445
2016-01-29,1235.452
2016-02-29,1222.399
2016-03-31,1304.115
2016-04-29,1304.488
2016-05-31,1350.78
2016-06-30,1286.718
2016-07-29,1358.043
2016-08-31,1362.568
2016-09-30,1431.787
2016-10-31,1399.441
2016-11-30,1360.118
2016-12-30,1409.326
2017-01-31,1429.805
2017-02-28,1418.204
2017-03-31,1499.885
2017-04-28,1548.776
2017-05-31,1632.578
2017-06-30,1617.052
2017-07-31,1711.178
2017-08-31,1712.146
2017-09-29,1775.787
2017-10-31,1792.292
2017-11-30,1792.647
2017-12-29,1806.319
2018-01-31,1979.271
2018-02-28,1925.943
2018-03-30,1845.092
2018-04-30,1858.054
2018-05-31,1816.443
2018-06-29,1767.399
2018-07-31,1857.662
2018-08-31,1818.316
2018-09-28,1798.971
2018-10-31,1656.649
2018-11-30,1648.619
2018-12-31,1573.255
2019-01-31,1674.074
2019-02-28,1695.891
2019-03-29,1727.579
2019-04-30,1786.652
2019-05-31,1672.711
2019-06-28,1745.868
2019-07-31,1784.376
2019-08-30,1779.081
2019-09-30,1816.93
2019-10-31,1928.77
2019-11-29,1981.232
2019-12-31,2054.911
2020-01-31,2009.673
2020-02-28,1807.218
2020-03-31,1638.289
2020-04-30,1749.892
2020-05-29,1824.871
2020-06-30,1828.966
2020-07-31,1864.883
2020-08-31,1903.355
2020-09-30,1886.109
2020-10-30,1745.976
2020-11-30,2066.228
2020-12-31,2124.469
2021-01-29,2165.035
2021-02-26,2237.406
2021-03-31,2161.031
2021-04-30,2265.532
2021-05-31,2347.415
2021-06-30,2316.133
2021-07-30,2389.784
2021-08-31,2444.34
2021-09-30,2271.565
2021-10-29,2313.462
2021-11-30,2218.213
2021-12-31,2358.471
2022-01-31,2165.105
2022-02-28,2173.496
2022-03-31,2228.285
2022-04-29,2089.045
2022-05-31,2096.872
2022-06-30,1930.674
2022-07-29,1989.179
2022-08-31,1892.456
2022-09-30,1693.736
2022-10-31,1803.572
2022-11-30,1912.809
2022-12-30,2000.465
2023-01-31,2125.091
2023-02-28,2096.656
2023-03-31,2071.284
2023-04-28,2111.343
2023-05-31,1942.654
2023-06-30,1982.297
2023-07-31,2084.88
2023-08-31,1978.517
2023-09-29,1868.371
2023-10-31,1785.429
2023-11-30,2004.863
2023-12-29,2163.431
2024-01-31,2050.471
2024-02-29,1973.858
2024-03-29,2044.483
2024-04-30,2043.966
2024-05-31,2147.805
2024-06-28,2009.763
2024-07-31,2074.12
2024-08-30,2147.586
2024-09-30,2206.812
2024-10-31,2030.372
2024-11-29,1939.051
2024-12-31,1874.801
2025-01-31,1925.878
2025-02-28,1921.115
2025-03-31,2010.624
2025-04-30,2195.307
2025-05-30,2312.665
2025-06-30,2412.7
2025-07-31,2377.022
