Date,BELGIUM SMID CAP SMID (Small+Mid Cap)
2001-01-01,330.961
2001-01-02,332.33
2001-01-03,329.838
2001-01-04,332.227
2001-01-05,335.384
2001-01-08,334.141
2001-01-09,330.134
2001-01-10,328.824
2001-01-11,331.894
2001-01-12,331.63
2001-01-15,328.896
2001-01-16,328.56
2001-01-17,326.536
2001-01-18,330.751
2001-01-19,330.357
2001-01-22,330.1
2001-01-23,330.169
2001-01-24,324.044
2001-01-25,322.16
2001-01-26,323.181
2001-01-29,321.395
2001-01-30,321.72
2001-01-31,323.257
2001-02-01,329.591
2001-02-02,329.326
2001-02-05,337.191
2001-02-06,337.149
2001-02-07,336.509
2001-02-08,328.577
2001-02-09,332.24
2001-02-12,334.621
2001-02-13,335.485
2001-02-14,331.856
2001-02-15,327.903
2001-02-16,331.633
2001-02-19,332.936
2001-02-20,332.22
2001-02-21,334.116
2001-02-22,332.183
2001-02-23,332.009
2001-02-26,334.742
2001-02-27,337.534
2001-02-28,339.145
2001-03-01,342.046
2001-03-02,344.392
2001-03-05,344.059
2001-03-06,346.014
2001-03-07,343.761
2001-03-08,344.044
2001-03-09,342.152
2001-03-12,339.194
2001-03-13,328.317
2001-03-14,321.235
2001-03-15,317.203
2001-03-16,309.394
2001-03-19,309.203
2001-03-20,311.913
2001-03-21,303.267
2001-03-22,289.762
2001-03-23,294.147
2001-03-26,301.8
2001-03-27,305.291
2001-03-28,304.975
2001-03-29,303.342
2001-03-30,309.522
2001-04-02,311.533
2001-04-03,311.142
2001-04-04,314.732
2001-04-05,315.571
2001-04-06,318.253
2001-04-09,319.245
2001-04-10,317.917
2001-04-11,317.171
2001-04-12,318.019
2001-04-13,318.019
2001-04-16,314.762
2001-04-17,314.048
2001-04-18,310.925
2001-04-19,316.062
2001-04-20,316.716
2001-04-23,311.35
2001-04-24,310.079
2001-04-25,310.445
2001-04-26,313.325
2001-04-27,310.475
2001-04-30,312.211
2001-05-01,313.804
2001-05-02,313.666
2001-05-03,313.034
2001-05-04,311.895
2001-05-07,310.282
2001-05-08,309.233
2001-05-09,308.301
2001-05-10,309.356
2001-05-11,307.466
2001-05-14,305.13
2001-05-15,306.808
2001-05-16,308.223
2001-05-17,307.244
2001-05-18,306.869
2001-05-21,304.364
2001-05-22,303.968
2001-05-23,303.231
2001-05-24,301.859
2001-05-25,302.206
2001-05-28,303.73
2001-05-29,303.404
2001-05-30,305.38
2001-05-31,306.239
2001-06-01,304.693
2001-06-04,305.076
2001-06-05,313.822
2001-06-06,318.595
2001-06-07,319.161
2001-06-08,319.31
2001-06-11,315.881
2001-06-12,317.078
2001-06-13,319.888
2001-06-14,319.884
2001-06-15,318.432
2001-06-18,318.377
2001-06-19,316.827
2001-06-20,314.532
2001-06-21,314.967
2001-06-22,316.306
2001-06-25,316.583
2001-06-26,315.655
2001-06-27,315.503
2001-06-28,311.389
2001-06-29,311.213
2001-07-02,309.472
2001-07-03,310.523
2001-07-04,306.427
2001-07-05,305.53
2001-07-06,307.112
2001-07-09,310.121
2001-07-10,312.408
2001-07-11,312.82
2001-07-12,310.214
2001-07-13,311.631
2001-07-16,312.417
2001-07-17,310.895
2001-07-18,318.587
2001-07-19,318.801
2001-07-20,321.019
2001-07-23,319.267
2001-07-24,321.379
2001-07-25,320.789
2001-07-26,319.303
2001-07-27,318.61
2001-07-30,320.954
2001-07-31,322.067
2001-08-01,324.725
2001-08-02,325.439
2001-08-03,326.253
2001-08-06,326.454
2001-08-07,325.352
2001-08-08,325.333
2001-08-09,328.371
2001-08-10,332.376
2001-08-13,333.247
2001-08-14,333.125
2001-08-15,337.493
2001-08-16,334.92
2001-08-17,334.171
2001-08-20,331.196
2001-08-21,330.223
2001-08-22,332.534
2001-08-23,332.303
2001-08-24,333.987
2001-08-27,331.614
2001-08-28,330.977
2001-08-29,329.99
2001-08-30,329.34
2001-08-31,328.884
2001-09-03,327.011
2001-09-04,320.026
2001-09-05,318.51
2001-09-06,317.769
2001-09-07,317.062
2001-09-10,308.205
2001-09-11,300.628
2001-09-12,296.843
2001-09-13,298.342
2001-09-14,295.199
2001-09-17,291.897
2001-09-18,290.152
2001-09-19,291.039
2001-09-20,282.632
2001-09-21,270.908
2001-09-24,280.043
2001-09-25,284.626
2001-09-26,292.28
2001-09-27,296.544
2001-09-28,298.894
2001-10-01,301.538
2001-10-02,302.001
2001-10-03,299.927
2001-10-04,303.194
2001-10-05,305.448
2001-10-08,303.515
2001-10-09,304.29
2001-10-10,303.52
2001-10-11,305.106
2001-10-12,304.937
2001-10-15,300.551
2001-10-16,301.505
2001-10-17,303.112
2001-10-18,301.352
2001-10-19,298.134
2001-10-22,297.696
2001-10-23,299.699
2001-10-24,298.834
2001-10-25,298.08
2001-10-26,299.427
2001-10-29,299.46
2001-10-30,298.08
2001-10-31,296.217
2001-11-01,298.981
2001-11-02,299.196
2001-11-05,298.469
2001-11-06,299.973
2001-11-07,302.46
2001-11-08,302.219
2001-11-09,299.961
2001-11-12,296.899
2001-11-13,295.921
2001-11-14,297.886
2001-11-15,297.319
2001-11-16,297.541
2001-11-19,298.453
2001-11-20,297.741
2001-11-21,295.483
2001-11-22,298.658
2001-11-23,298.444
2001-11-26,298.039
2001-11-27,298.236
2001-11-28,299.179
2001-11-29,301.758
2001-11-30,309.868
2001-12-03,305.878
2001-12-04,307.57
2001-12-05,308.775
2001-12-06,313.83
2001-12-07,314.829
2001-12-10,312.833
2001-12-11,309.824
2001-12-12,311.402
2001-12-13,309.399
2001-12-14,306.893
2001-12-17,313.796
2001-12-18,312.661
2001-12-19,313.949
2001-12-20,314.99
2001-12-21,313.099
2001-12-24,312.671
2001-12-25,312.671
2001-12-26,312.938
2001-12-27,319.104
2001-12-28,320.32
2001-12-31,323.405
2002-01-01,323.405
2002-01-02,327.872
2002-01-03,330.984
2002-01-04,328.414
2002-01-07,327.842
2002-01-08,326.627
2002-01-09,324.722
2002-01-10,322.865
2002-01-11,322.982
2002-01-14,321.373
2002-01-15,321.334
2002-01-16,317.823
2002-01-17,319.192
2002-01-18,323.434
2002-01-21,323.654
2002-01-22,323.818
2002-01-23,328.662
2002-01-24,329.689
2002-01-25,322.766
2002-01-28,322.721
2002-01-29,322.553
2002-01-30,320.488
2002-01-31,320.906
2002-02-01,321.879
2002-02-04,325.79
2002-02-05,323.852
2002-02-06,324.181
2002-02-07,322.98
2002-02-08,324.191
2002-02-11,328.271
2002-02-12,328.595
2002-02-13,328.181
2002-02-14,330.109
2002-02-15,330.29
2002-02-18,327.262
2002-02-19,326.834
2002-02-20,324.302
2002-02-21,324.465
2002-02-22,325.141
2002-02-25,322.08
2002-02-26,321.794
2002-02-27,320.921
2002-02-28,322.155
2002-03-01,320.613
2002-03-04,326.953
2002-03-05,326.861
2002-03-06,328.177
2002-03-07,329.719
2002-03-08,325.506
2002-03-11,326.488
2002-03-12,324.406
2002-03-13,327.079
2002-03-14,329.331
2002-03-15,329.257
2002-03-18,330.131
2002-03-19,333.413
2002-03-20,334.328
2002-03-21,333.812
2002-03-22,334.179
2002-03-25,333.825
2002-03-26,333.764
2002-03-27,331.16
2002-03-28,332.34
2002-03-29,332.34
2002-04-01,335.064
2002-04-02,334.836
2002-04-03,335.186
2002-04-04,335.563
2002-04-05,332.755
2002-04-08,330.4
2002-04-09,330.429
2002-04-10,332.187
2002-04-11,332.615
2002-04-12,332.678
2002-04-15,332.418
2002-04-16,334.486
2002-04-17,336.714
2002-04-18,336.651
2002-04-19,338.079
2002-04-22,337.843
2002-04-23,339.67
2002-04-24,340.703
2002-04-25,340.829
2002-04-26,339.467
2002-04-29,337.255
2002-04-30,338.042
2002-05-01,339.956
2002-05-02,336.327
2002-05-03,339.765
2002-05-06,342.716
2002-05-07,338.951
2002-05-08,341.412
2002-05-09,341.896
2002-05-10,344.212
2002-05-13,344.507
2002-05-14,344.652
2002-05-15,346.962
2002-05-16,347.06
2002-05-17,350.631
2002-05-20,350.585
2002-05-21,348.914
2002-05-22,350.062
2002-05-23,347.286
2002-05-24,347.269
2002-05-27,345.762
2002-05-28,350.049
2002-05-29,348.631
2002-05-30,349.824
2002-05-31,349.32
2002-06-03,349.996
2002-06-04,347.735
2002-06-05,346.582
2002-06-06,349.678
2002-06-07,349.115
2002-06-10,349.703
2002-06-11,349.238
2002-06-12,341.123
2002-06-13,332.747
2002-06-14,329.203
2002-06-17,336.816
2002-06-18,337.778
2002-06-19,337.212
2002-06-20,335.575
2002-06-21,337.307
2002-06-24,331.48
2002-06-25,334.87
2002-06-26,337.53
2002-06-27,338.185
2002-06-28,347.09
2002-07-01,349.416
2002-07-02,342.305
2002-07-03,333.501
2002-07-04,336.902
2002-07-05,342.194
2002-07-08,347.378
2002-07-09,348.495
2002-07-10,337.869
2002-07-11,327.247
2002-07-12,328.822
2002-07-15,325.944
2002-07-16,324.051
2002-07-17,327.663
2002-07-18,331.276
2002-07-19,325.355
2002-07-22,313.803
2002-07-23,302.881
2002-07-24,296.006
2002-07-25,310.817
2002-07-26,311.245
2002-07-29,313.418
2002-07-30,314.553
2002-07-31,315.713
2002-08-01,310.669
2002-08-02,307.355
2002-08-05,298.164
2002-08-06,293.347
2002-08-07,295.924
2002-08-08,300.546
2002-08-09,301.82
2002-08-12,300.82
2002-08-13,301.114
2002-08-14,300.418
2002-08-15,304.883
2002-08-16,301.592
2002-08-19,303.868
2002-08-20,301.682
2002-08-21,305.215
2002-08-22,304.299
