Date,BELGIUM SMID CAP SMID (Small+Mid Cap)
2002-08-23,308.676
2002-08-26,309.643
2002-08-27,316.417
2002-08-28,309.011
2002-08-29,304.97
2002-08-30,303.51
2002-09-02,301.741
2002-09-03,300.485
2002-09-04,298.274
2002-09-05,295.395
2002-09-06,295.893
2002-09-09,291.324
2002-09-10,292.943
2002-09-11,296.838
2002-09-12,294.656
2002-09-13,291.986
2002-09-16,289.506
2002-09-17,287.56
2002-09-18,283.215
2002-09-19,283.342
2002-09-20,277.744
2002-09-23,274.063
2002-09-24,265.397
2002-09-25,265.305
2002-09-26,267.576
2002-09-27,267.084
2002-09-30,263.973
2002-10-01,267.457
2002-10-02,270.729
2002-10-03,266.002
2002-10-04,259.093
2002-10-07,256.374
2002-10-08,251.314
2002-10-09,249.081
2002-10-10,245.951
2002-10-11,256.209
2002-10-14,252.955
2002-10-15,265.2
2002-10-16,266.539
2002-10-17,268.431
2002-10-18,267.912
2002-10-21,268.833
2002-10-22,270.02
2002-10-23,266.232
2002-10-24,265.838
2002-10-25,263.758
2002-10-28,265.366
2002-10-29,260.914
2002-10-30,261.81
2002-10-31,266.858
2002-11-01,269.316
2002-11-04,272.564
2002-11-05,277.663
2002-11-06,275.679
2002-11-07,280.2
2002-11-08,280.269
2002-11-11,278.575
2002-11-12,278.095
2002-11-13,275.564
2002-11-14,280.657
2002-11-15,282.89
2002-11-18,285.627
2002-11-19,284.612
2002-11-20,283.211
2002-11-21,285.635
2002-11-22,286.738
2002-11-25,284.714
2002-11-26,281.826
2002-11-27,283.492
2002-11-28,284.433
2002-11-29,284.085
2002-12-02,286.2
2002-12-03,282.76
2002-12-04,281.54
2002-12-05,282.399
2002-12-06,283.754
2002-12-09,281.539
2002-12-10,281.958
2002-12-11,284.487
2002-12-12,284.7
2002-12-13,284.072
2002-12-16,283.76
2002-12-17,287.98
2002-12-18,286.959
2002-12-19,286.808
2002-12-20,289.155
2002-12-23,290.084
2002-12-24,291.973
2002-12-25,291.973
2002-12-26,292.709
2002-12-27,292.545
2002-12-30,296.601
2002-12-31,299.607
2003-01-01,299.607
2003-01-02,298.649
2003-01-03,297.873
2003-01-06,299.608
2003-01-07,296.977
2003-01-08,291.99
2003-01-09,296.542
2003-01-10,297.543
2003-01-13,297.411
2003-01-14,299.778
2003-01-15,301.306
2003-01-16,300.25
2003-01-17,300.258
2003-01-20,299.339
2003-01-21,299.308
2003-01-22,296.576
2003-01-23,295.244
2003-01-24,296.812
2003-01-27,290.163
2003-01-28,290.927
2003-01-29,288.992
2003-01-30,287.631
2003-01-31,292.856
2003-02-03,289.413
2003-02-04,289.887
2003-02-05,288.121
2003-02-06,283.788
2003-02-07,280.245
2003-02-10,276.083
2003-02-11,277.463
2003-02-12,275.342
2003-02-13,275.876
2003-02-14,279.097
2003-02-17,278.838
2003-02-18,281.285
2003-02-19,280.416
2003-02-20,281.015
2003-02-21,279.86
2003-02-24,274.983
2003-02-25,267.869
2003-02-26,264.237
2003-02-27,262.294
2003-02-28,267.188
2003-03-03,265.231
2003-03-04,264.704
2003-03-05,264.169
2003-03-06,261.181
2003-03-07,257.897
2003-03-10,253.864
2003-03-11,251.716
2003-03-12,246.643
2003-03-13,255.949
2003-03-14,264.959
2003-03-17,266.231
2003-03-18,263.717
2003-03-19,264.816
2003-03-20,263.341
2003-03-21,267.069
2003-03-24,264.589
2003-03-25,264.671
2003-03-26,265.08
2003-03-27,263.881
2003-03-28,265.836
2003-03-31,267.379
2003-04-01,269.781
2003-04-02,273.088
2003-04-03,274.303
2003-04-04,279.086
2003-04-07,284.829
2003-04-08,282.378
2003-04-09,284.177
2003-04-10,286.278
2003-04-11,284.577
2003-04-14,288.418
2003-04-15,293.488
2003-04-16,295.199
2003-04-17,295.988
2003-04-18,295.988
2003-04-21,294.712
2003-04-22,296.476
2003-04-23,299.366
2003-04-24,300.858
2003-04-25,296.259
2003-04-28,296.483
2003-04-29,301.578
2003-04-30,306.972
2003-05-01,309.791
2003-05-02,307.974
2003-05-05,311.622
2003-05-06,317.472
2003-05-07,323.435
2003-05-08,320.499
2003-05-09,326.482
2003-05-12,327.485
2003-05-13,328.461
2003-05-14,330.791
2003-05-15,329.561
2003-05-16,337.332
2003-05-19,333.52
2003-05-20,338.892
2003-05-21,337.136
2003-05-22,340.583
2003-05-23,344.156
2003-05-26,344.896
2003-05-27,346.173
2003-05-28,346.082
2003-05-29,350.799
2003-05-30,352.798
2003-06-02,349.451
2003-06-03,352.388
2003-06-04,356.494
2003-06-05,359.508
2003-06-06,360.024
2003-06-09,360.856
2003-06-10,356.68
2003-06-11,356.323
2003-06-12,356.276
2003-06-13,353.986
2003-06-16,356.319
2003-06-17,355.503
2003-06-18,351.459
2003-06-19,348.34
2003-06-20,348.772
2003-06-23,343.652
2003-06-24,338.065
2003-06-25,341.609
2003-06-26,335.966
2003-06-27,338.858
2003-06-30,343.064
2003-07-01,341.656
2003-07-02,341.072
2003-07-03,341.371
2003-07-04,339.906
2003-07-07,341.492
2003-07-08,339.28
2003-07-09,339.494
2003-07-10,338.442
2003-07-11,337.875
2003-07-14,340.814
2003-07-15,339.654
2003-07-16,335.78
2003-07-17,335.68
2003-07-18,335.152
2003-07-21,339.086
2003-07-22,340.39
2003-07-23,343.319
2003-07-24,345.972
2003-07-25,348.862
2003-07-28,347.311
2003-07-29,346.292
2003-07-30,343.213
2003-07-31,341.187
2003-08-01,346.596
2003-08-04,349.594
2003-08-05,353.007
2003-08-06,351.32
2003-08-07,353.868
2003-08-08,353.56
2003-08-11,355.097
2003-08-12,354.573
2003-08-13,354.433
2003-08-14,355.402
2003-08-15,357.598
2003-08-18,356.772
2003-08-19,355.722
2003-08-20,354.757
2003-08-21,352.188
2003-08-22,350.456
2003-08-25,351.209
2003-08-26,348.544
2003-08-27,349.543
2003-08-28,351.103
2003-08-29,353.266
2003-09-01,354.516
2003-09-02,351.494
2003-09-03,356.274
2003-09-04,360.158
2003-09-05,364.593
2003-09-08,372.312
2003-09-09,374.466
2003-09-10,371.909
2003-09-11,370.941
2003-09-12,374.722
2003-09-15,375.889
2003-09-16,375.188
2003-09-17,375.985
2003-09-18,378.406
2003-09-19,379.504
2003-09-22,380.244
2003-09-23,378.369
2003-09-24,379.12
2003-09-25,376.807
2003-09-26,375.625
2003-09-29,376.357
2003-09-30,376.881
2003-10-01,382.128
2003-10-02,381.715
2003-10-03,383.244
2003-10-06,383.543
2003-10-07,385.738
2003-10-08,387.857
2003-10-09,387.562
2003-10-10,388.678
2003-10-13,386.613
2003-10-14,386.906
2003-10-15,389.255
2003-10-16,393.281
2003-10-17,390.119
2003-10-20,392.608
2003-10-21,393.575
2003-10-22,394.039
2003-10-23,390.476
2003-10-24,390.849
2003-10-27,392.383
2003-10-28,391.002
2003-10-29,390.843
2003-10-30,395.732
2003-10-31,397.057
2003-11-03,392.753
2003-11-04,395.289
2003-11-05,395.129
2003-11-06,396.629
2003-11-07,401.193
2003-11-10,401.513
2003-11-11,401.334
2003-11-12,404.118
2003-11-13,406.793
2003-11-14,408.936
2003-11-17,404.642
2003-11-18,404.957
2003-11-19,405.091
2003-11-20,404.386
2003-11-21,406.828
2003-11-24,403.343
2003-11-25,406.577
2003-11-26,411.364
2003-11-27,409.64
2003-11-28,410.838
2003-12-01,412.214
2003-12-02,418.249
2003-12-03,421.303
2003-12-04,419.852
2003-12-05,421.838
2003-12-08,422.952
2003-12-09,425.064
2003-12-10,424.551
2003-12-11,419.835
2003-12-12,422.392
2003-12-15,423.877
2003-12-16,424.091
2003-12-17,426.929
2003-12-18,429.845
2003-12-19,431.389
2003-12-22,435.353
2003-12-23,439.328
2003-12-24,440.229
2003-12-25,440.229
2003-12-26,440.052
2003-12-29,443.227
2003-12-30,445.54
2003-12-31,448.801
2004-01-01,448.801
2004-01-02,451.181
2004-01-05,454.583
2004-01-06,458.855
2004-01-07,459.01
2004-01-08,464.139
2004-01-09,470.02
2004-01-12,466.057
2004-01-13,466.298
2004-01-14,466.21
2004-01-15,463.58
2004-01-16,461.02
2004-01-19,462.848
2004-01-20,468.949
2004-01-21,471.812
2004-01-22,476.455
2004-01-23,476.845
2004-01-26,470.568
2004-01-27,475.478
2004-01-28,474.174
2004-01-29,463.941
2004-01-30,466.489
2004-02-02,470.165
2004-02-03,473.613
2004-02-04,469.193
2004-02-05,471.662
2004-02-06,476.196
2004-02-09,479.027
2004-02-10,480.361
2004-02-11,480.492
2004-02-12,487.078
2004-02-13,483.774
2004-02-16,484.673
2004-02-17,489.267
2004-02-18,492.79
2004-02-19,488.664
2004-02-20,482.707
2004-02-23,483.852
2004-02-24,486.813
2004-02-25,479.874
2004-02-26,478.553
2004-02-27,479.659
2004-03-01,481.763
2004-03-02,477.296
2004-03-03,471.734
2004-03-04,476.329
2004-03-05,485.779
2004-03-08,483.051
2004-03-09,480.913
2004-03-10,470.492
2004-03-11,460.965
2004-03-12,456.125
2004-03-15,451.506
2004-03-16,454.525
2004-03-17,455.037
2004-03-18,459.418
2004-03-19,454.309
2004-03-22,450.995
2004-03-23,448.102
2004-03-24,445.493
2004-03-25,448.462
2004-03-26,446.485
2004-03-29,448.027
2004-03-30,450.703
2004-03-31,458.35
2004-04-01,464.674
2004-04-02,459.779
2004-04-05,457.635
2004-04-06,460.703
2004-04-07,468.184
2004-04-08,466.128
2004-04-09,466.128
2004-04-12,464.819
2004-04-13,463.447
2004-04-14,462.566
2004-04-15,462.961
2004-04-16,470.353
2004-04-19,467.918
2004-04-20,464.308
2004-04-21,462.084
2004-04-22,463.283
2004-04-23,465.734
2004-04-26,464.988
2004-04-27,464.529
2004-04-28,458.177
2004-04-29,458.634
2004-04-30,459.451
2004-05-03,458.725
2004-05-04,462.498
2004-05-05,468.415
2004-05-06,462.772
2004-05-07,456.209
2004-05-10,444.244
2004-05-11,446.339
2004-05-12,449.1
2004-05-13,450.138
2004-05-14,453.413
2004-05-17,451.973
2004-05-18,450.075
2004-05-19,459.331
2004-05-20,456.721
2004-05-21,459.502
2004-05-24,458.419
2004-05-25,461.97
2004-05-26,464.965
2004-05-27,474.791
2004-05-28,471.758
2004-05-31,473.07
2004-06-01,473.393
2004-06-02,479.479
2004-06-03,479.361
2004-06-04,483.699
2004-06-07,489.055
2004-06-08,486.873
2004-06-09,479.691
2004-06-10,480.123
2004-06-11,475.577
2004-06-14,476.005
2004-06-15,478.437
2004-06-16,475.456
2004-06-17,476.289
2004-06-18,484.218
2004-06-21,482.72
2004-06-22,481.26
2004-06-23,481.758
2004-06-24,486.483
2004-06-25,486.136
2004-06-28,488.927
2004-06-29,487.739
2004-06-30,492.99
2004-07-01,492.969
2004-07-02,498.245
2004-07-05,498.025
2004-07-06,496.403
2004-07-07,499.935
2004-07-08,501.03
2004-07-09,499.654
2004-07-12,499.078
2004-07-13,497.985
2004-07-14,500.423
2004-07-15,498.522
2004-07-16,501.262
2004-07-19,500.348
2004-07-20,498.125
2004-07-21,493.035
2004-07-22,489.815
2004-07-23,482.291
2004-07-26,482.753
2004-07-27,482.88
2004-07-28,481.344
2004-07-29,488.518
2004-07-30,487.947
2004-08-02,489.045
2004-08-03,497.271
2004-08-04,496.402
2004-08-05,500.294
2004-08-06,506.144
2004-08-09,500.698
2004-08-10,504.512
2004-08-11,497.926
2004-08-12,499.402
2004-08-13,503.09
2004-08-16,504.146
2004-08-17,502.7
2004-08-18,500.619
2004-08-19,509.003
2004-08-20,508.484
2004-08-23,506.072
2004-08-24,501.642
2004-08-25,504.263
2004-08-26,506.044
2004-08-27,506.521
2004-08-30,507.167
2004-08-31,509.874
2004-09-01,513.118
2004-09-02,514.884
2004-09-03,515.139
2004-09-06,516.261
2004-09-07,518.008
2004-09-08,522.189
2004-09-09,523.668
2004-09-10,529.765
2004-09-13,528.503
2004-09-14,530.853
2004-09-15,526.948
2004-09-16,525.723
2004-09-17,528.736
2004-09-20,528.526
2004-09-21,536.928
2004-09-22,537.037
2004-09-23,534.976
2004-09-24,537.098
2004-09-27,535.696
2004-09-28,539.663
2004-09-29,542.454
2004-09-30,549.677
2004-10-01,552.284
2004-10-04,551.027
2004-10-05,555.965
2004-10-06,552.884
2004-10-07,553.503
2004-10-08,557.232
2004-10-11,556.238
2004-10-12,547.734
2004-10-13,547.066
2004-10-14,553.034
2004-10-15,559.292
2004-10-18,561.093
2004-10-19,565.239
2004-10-20,567.026
2004-10-21,570.348
2004-10-22,572.044
2004-10-25,572.074
2004-10-26,573.44
2004-10-27,576.856
2004-10-28,579.477
2004-10-29,578.337
2004-11-01,582.817
2004-11-02,584.22
2004-11-03,591.858
2004-11-04,594.269
2004-11-05,599.774
2004-11-08,601.896
2004-11-09,604.014
2004-11-10,605.995
2004-11-11,608.478
2004-11-12,610.252
2004-11-15,612.394
2004-11-16,611.942
2004-11-17,614.53
2004-11-18,608.74
2004-11-19,610.092
2004-11-22,611.83
2004-11-23,616.992
2004-11-24,625.059
2004-11-25,628.724
2004-11-26,630.396
2004-11-29,630.285
2004-11-30,630.283
2004-12-01,634.208
2004-12-02,636.533
2004-12-03,639.705
2004-12-06,642.38
2004-12-07,645.531
2004-12-08,637.855
2004-12-09,633.255
2004-12-10,627.795
2004-12-13,634.47
2004-12-14,635.877
2004-12-15,641.243
2004-12-16,631.816
2004-12-17,625.785
2004-12-20,635.687
2004-12-21,633.485
2004-12-22,636.511
2004-12-23,642.735
2004-12-24,644.054
2004-12-27,648.673
2004-12-28,648.181
2004-12-29,646.858
2004-12-30,650.722
2004-12-31,650.762
2005-01-03,652.01
2005-01-04,647.457
2005-01-05,646.071
2005-01-06,642.158
2005-01-07,638.147
2005-01-10,638.945
2005-01-11,639.165
2005-01-12,646.896
2005-01-13,638.093
2005-01-14,631.091
2005-01-17,633.993
2005-01-18,632.804
2005-01-19,634.32
2005-01-20,629.661
2005-01-21,636.04
2005-01-24,637.907
2005-01-25,634.254
2005-01-26,642.999
2005-01-27,641.798
2005-01-28,641.035
2005-01-31,643.968
2005-02-01,648.629
2005-02-02,655.196
2005-02-03,650.925
2005-02-04,656.49
2005-02-07,650.392
2005-02-08,649.42
2005-02-09,651.1
2005-02-10,653.425
2005-02-11,657.383
2005-02-14,661.138
2005-02-15,661.919
2005-02-16,664.563
2005-02-17,670.162
2005-02-18,670.83
2005-02-21,671.387
2005-02-22,677.082
2005-02-23,667.555
2005-02-24,670.119
2005-02-25,674.274
2005-02-28,687.508
2005-03-01,684.985
2005-03-02,677.478
2005-03-03,678.687
2005-03-04,690.098
2005-03-07,691.454
2005-03-08,697.119
2005-03-09,693.409
2005-03-10,688.818
2005-03-11,690.582
2005-03-14,680.584
2005-03-15,680.283
2005-03-16,685.007
2005-03-17,681.044
2005-03-18,677.282
2005-03-21,671.014
2005-03-22,670.418
2005-03-23,657.724
2005-03-24,667.356
2005-03-25,667.356
2005-03-28,662.673
2005-03-29,661.298
2005-03-30,663.751
2005-03-31,666.644
2005-04-01,669.324
2005-04-04,661.567
2005-04-05,664.254
2005-04-06,670.496
2005-04-07,673.994
2005-04-08,672.143
2005-04-11,677.596
2005-04-12,673.811
2005-04-13,675.931
2005-04-14,667.22
2005-04-15,668.876
2005-04-18,656.674
2005-04-19,663.082
2005-04-20,665.518
2005-04-21,664.481
2005-04-22,665.572
2005-04-25,661.052
2005-04-26,658.9
2005-04-27,650.099
2005-04-28,643.922
2005-04-29,647.93
2005-05-02,644.87
2005-05-03,645.734
2005-05-04,649.65
2005-05-05,653.063
2005-05-06,650.168
2005-05-09,647.569
2005-05-10,647.243
2005-05-11,643.399
2005-05-12,631.048
2005-05-13,625.161
2005-05-16,621.411
2005-05-17,618.506
2005-05-18,626.374
2005-05-19,627.1
2005-05-20,624.711
2005-05-23,627.029
2005-05-24,628.936
2005-05-25,630.675
2005-05-26,627.282
2005-05-27,626.304
2005-05-30,622.472
2005-05-31,616.31
2005-06-01,617.052
2005-06-02,618.162
2005-06-03,617.673
2005-06-06,614.624
2005-06-07,614.761
2005-06-08,615.777
2005-06-09,609.114
2005-06-10,610.149
2005-06-13,607.652
2005-06-14,608.099
2005-06-15,617.133
2005-06-16,618.022
2005-06-17,624.671
2005-06-20,618.178
2005-06-21,621.815
2005-06-22,624.082
2005-06-23,620.496
2005-06-24,622.604
2005-06-27,622.411
2005-06-28,617.745
2005-06-29,621.575
2005-06-30,621.331
2005-07-01,616.803
2005-07-04,615.926
2005-07-05,613.672
2005-07-06,616.161
2005-07-07,611.504
2005-07-08,614.643
2005-07-11,624.32
2005-07-12,629.642
2005-07-13,626.867
2005-07-14,631.657
2005-07-15,629.117
2005-07-18,629.214
2005-07-19,630.729
2005-07-20,631.477
2005-07-21,638.143
2005-07-22,636.725
2005-07-25,633.516
2005-07-26,633.857
2005-07-27,640.225
2005-07-28,646.802
2005-07-29,647.957
2005-08-01,653.309
2005-08-02,656.832
2005-08-03,665.07
2005-08-04,667.534
2005-08-05,664.531
2005-08-08,666.606
2005-08-09,669.051
2005-08-10,673.149
2005-08-11,672.173
2005-08-12,670.671
2005-08-15,669.238
2005-08-16,668.78
2005-08-17,669.041
2005-08-18,658.458
2005-08-19,659.837
2005-08-22,665.025
2005-08-23,658.59
2005-08-24,660.358
2005-08-25,657.984
2005-08-26,658.51
2005-08-29,653.108
2005-08-30,651.141
2005-08-31,658.195
2005-09-01,672.522
2005-09-02,679.033
2005-09-05,677.858
2005-09-06,678.627
2005-09-07,677.913
2005-09-08,674.221
2005-09-09,676.587
2005-09-12,671.658
2005-09-13,669.646
2005-09-14,674.372
2005-09-15,669.956
2005-09-16,670.353
2005-09-19,670.008
2005-09-20,672.15
2005-09-21,673.93
2005-09-22,667.109
2005-09-23,663.875
2005-09-26,666.483
2005-09-27,666.13
2005-09-28,672.138
2005-09-29,669.862
2005-09-30,676.956
2005-10-03,672.709
2005-10-04,679.718
2005-10-05,677.029
2005-10-06,680.659
2005-10-07,678.175
2005-10-10,674.55
2005-10-11,671.934
2005-10-12,671.722
2005-10-13,658.363
2005-10-14,664.191
2005-10-17,662.651
2005-10-18,655.522
2005-10-19,643.558
2005-10-20,647.984
2005-10-21,645.511
2005-10-24,650.405
2005-10-25,655.476
2005-10-26,655.655
2005-10-27,650.05
2005-10-28,646.909
2005-10-31,648.388
2005-11-01,647.659
2005-11-02,651.67
2005-11-03,653.269
2005-11-04,646.526
2005-11-07,650.666
2005-11-08,649.607
