Date,WORLD ex USA IMI VALUE IMI (Large+Mid+Small Cap)
2005-11-08,661.706
2005-11-09,659.731
2005-11-10,659.546
2005-11-11,663.781
2005-11-14,660.502
2005-11-15,656.292
2005-11-16,655.535
2005-11-17,663.715
2005-11-18,666.58
2005-11-21,670.475
2005-11-22,669.368
2005-11-23,676.139
2005-11-24,675.021
2005-11-25,673.842
2005-11-28,676.197
2005-11-29,675.605
2005-11-30,673.155
2005-12-01,677.934
2005-12-02,682.685
2005-12-05,684.934
2005-12-06,687.555
2005-12-07,686.521
2005-12-08,687.135
2005-12-09,688.614
2005-12-12,697.014
2005-12-13,697.489
2005-12-14,702.186
2005-12-15,696.449
2005-12-16,702.849
2005-12-19,701.379
2005-12-20,700.132
2005-12-21,702.164
2005-12-22,705.113
2005-12-23,705.968
2005-12-26,706.409
2005-12-27,704.405
2005-12-28,708.045
2005-12-29,707.805
2005-12-30,701.526
2006-01-02,703.171
2006-01-03,715.978
2006-01-04,728.226
2006-01-05,728.512
2006-01-06,736.017
2006-01-09,734.314
2006-01-10,729.131
2006-01-11,735.569
2006-01-12,735.555
2006-01-13,732.413
2006-01-16,732.514
2006-01-17,721.745
2006-01-18,713.192
2006-01-19,721.127
2006-01-20,718.842
2006-01-23,722.957
2006-01-24,722.934
2006-01-25,727.459
2006-01-26,734.357
2006-01-27,739.356
2006-01-30,738.149
2006-01-31,742.722
2006-02-01,743.936
2006-02-02,739.753
2006-02-03,733.323
2006-02-06,735.655
2006-02-07,734.186
2006-02-08,728.388
2006-02-09,735.617
2006-02-10,732.123
2006-02-13,730.916
2006-02-14,732.097
2006-02-15,732.118
2006-02-16,734.226
2006-02-17,734.718
2006-02-20,735.203
2006-02-21,737.421
2006-02-22,739.465
2006-02-23,746.275
2006-02-24,747.292
2006-02-27,750.74
2006-02-28,748.295
2006-03-01,749.705
2006-03-02,747.947
2006-03-03,746.432
2006-03-06,749.044
2006-03-07,739.565
2006-03-08,735.68
2006-03-09,742.367
2006-03-10,742.319
2006-03-13,750.638
2006-03-14,757.836
2006-03-15,760.4
2006-03-16,764.977
2006-03-17,768.369
2006-03-20,771.517
2006-03-21,768.164
2006-03-22,769.885
2006-03-23,763.341
2006-03-24,767.23
2006-03-27,766.56
2006-03-28,765.411
2006-03-29,763.37
2006-03-30,776.203
2006-03-31,769.199
2006-04-03,776.131
2006-04-04,780.296
2006-04-05,783.187
2006-04-06,787.137
2006-04-07,780.786
2006-04-10,781.293
2006-04-11,774.943
2006-04-12,770.362
2006-04-13,771.226
2006-04-14,771.181
2006-04-17,778.266
2006-04-18,781.172
2006-04-19,790.079
2006-04-20,790.914
2006-04-21,799.014
2006-04-24,794.977
2006-04-25,798.483
2006-04-26,803.329
2006-04-27,806.768
2006-04-28,805.266
2006-05-01,810.857
2006-05-02,818.022
2006-05-03,812.087
2006-05-04,816.872
2006-05-05,827.601
2006-05-08,831.373
2006-05-09,835.686
2006-05-10,833.442
2006-05-11,829.813
2006-05-12,817.977
2006-05-15,807.335
2006-05-16,806.079
2006-05-17,790.683
2006-05-18,783.628
2006-05-19,777.57
2006-05-22,765.571
2006-05-23,775.695
2006-05-24,766.411
2006-05-25,773.508
2006-05-26,782.996
2006-05-29,785.093
2006-05-30,780.818
2006-05-31,779.124
2006-06-01,781.778
2006-06-02,792.686
2006-06-05,786.929
2006-06-06,766.005
2006-06-07,763.29
2006-06-08,737.706
2006-06-09,750.179
2006-06-12,744.193
2006-06-13,722.727
2006-06-14,726.709
2006-06-15,739.369
2006-06-16,742.973
2006-06-19,740.676
2006-06-20,742.141
2006-06-21,744.648
2006-06-22,747.937
2006-06-23,744.159
2006-06-26,745.054
2006-06-27,743.861
2006-06-28,739.18
2006-06-29,752.031
2006-06-30,776.353
2006-07-03,779.312
2006-07-04,783.063
2006-07-05,769.75
2006-07-06,775.557
2006-07-07,780.571
2006-07-10,780.845
2006-07-11,775.907
2006-07-12,769.466
2006-07-13,761.069
2006-07-14,747.714
2006-07-17,739.529
2006-07-18,732.538
2006-07-19,746.853
2006-07-20,757.268
2006-07-21,754.211
2006-07-24,760.098
2006-07-25,763.513
2006-07-26,764.254
2006-07-27,779.842
2006-07-28,786.7
2006-07-31,785.737
2006-08-01,779.678
2006-08-02,789.582
2006-08-03,785.145
2006-08-04,796.084
2006-08-07,785.968
2006-08-08,789.295
2006-08-09,796.34
2006-08-10,787.163
2006-08-11,786.141
2006-08-14,790.41
2006-08-15,797.647
2006-08-16,806.671
2006-08-17,808.607
2006-08-18,806.154
2006-08-21,808.285
2006-08-22,807.105
2006-08-23,804.604
2006-08-24,803.349
2006-08-25,800.374
2006-08-28,802.85
2006-08-29,804.403
2006-08-30,809.853
2006-08-31,809.73
2006-09-01,812.397
2006-09-04,821.679
2006-09-05,817.249
2006-09-06,809.124
2006-09-07,798.01
2006-09-08,797.478
2006-09-11,791.144
2006-09-12,796.918
2006-09-13,798.58
2006-09-14,804.856
2006-09-15,801.854
2006-09-18,803.054
2006-09-19,801.719
2006-09-20,804.294
2006-09-21,809.658
2006-09-22,804.645
2006-09-25,802.569
2006-09-26,804.821
2006-09-27,813.873
2006-09-28,814.478
2006-09-29,813.746
2006-10-02,820.005
2006-10-03,817.189
2006-10-04,818.123
2006-10-05,826.489
2006-10-06,821.183
2006-10-09,821.252
2006-10-10,821.942
2006-10-11,821.721
2006-10-12,825.439
2006-10-13,826.311
2006-10-16,831.264
2006-10-17,824.949
2006-10-18,828.334
2006-10-19,832.494
2006-10-20,835.659
2006-10-23,836.123
2006-10-24,836.677
2006-10-25,840.531
2006-10-26,847.545
2006-10-27,849.484
2006-10-30,844.944
2006-10-31,848.611
2006-11-01,850.69
2006-11-02,848.011
2006-11-03,846.537
2006-11-06,852.739
2006-11-07,861.211
2006-11-08,857.708
2006-11-09,856.529
2006-11-10,859.836
2006-11-13,856.379
2006-11-14,858.515
2006-11-15,860.805
2006-11-16,860.427
2006-11-17,857.794
2006-11-20,852.34
2006-11-21,855.116
2006-11-22,863.988
2006-11-23,864.739
2006-11-24,865.797
2006-11-27,860.175
2006-11-28,858.81
2006-11-29,869.526
2006-11-30,874.159
2006-12-01,873.434
2006-12-04,876.288
2006-12-05,880.077
2006-12-06,884.063
2006-12-07,886.62
2006-12-08,887.015
2006-12-11,885.223
2006-12-12,888.509
2006-12-13,891.445
2006-12-14,894.462
2006-12-15,894.332
2006-12-18,893.584
2006-12-19,892.592
2006-12-20,899.378
2006-12-21,898.186
2006-12-22,895.469
2006-12-25,894.582
2006-12-26,894.05
2006-12-27,902.077
2006-12-28,903.905
2006-12-29,903.858
2007-01-01,903.858
2007-01-02,916.834
2007-01-03,911.594
2007-01-04,905.792
2007-01-05,893.248
2007-01-08,893.523
2007-01-09,895.637
2007-01-10,883.834
2007-01-11,889.294
2007-01-12,899.118
2007-01-15,905.769
2007-01-16,900.796
2007-01-17,901.138
2007-01-18,901.403
2007-01-19,906.123
2007-01-22,906.741
2007-01-23,910.696
2007-01-24,914.817
2007-01-25,911.003
2007-01-26,903.196
2007-01-29,906.101
2007-01-30,909.595
2007-01-31,907.779
2007-02-01,919.627
2007-02-02,919.413
2007-02-05,916.271
2007-02-06,922.712
2007-02-07,926.786
2007-02-08,921.205
2007-02-09,924.016
2007-02-12,918.01
2007-02-13,924.429
2007-02-14,935.766
2007-02-15,939.953
2007-02-16,937.958
2007-02-19,941.012
2007-02-20,940.348
2007-02-21,935.703
2007-02-22,937.571
2007-02-23,944.261
2007-02-26,949.774
2007-02-27,936.787
2007-02-28,915.853
2007-03-01,907.699
2007-03-02,903.59
2007-03-05,885.733
2007-03-06,896.829
2007-03-07,902.725
2007-03-08,912.825
2007-03-09,914.335
2007-03-12,918.263
2007-03-13,910.375
2007-03-14,888.424
2007-03-15,901.941
2007-03-16,902.475
2007-03-19,913.199
2007-03-20,919.751
2007-03-21,923.187
2007-03-22,939.307
2007-03-23,942.144
2007-03-26,938.88
2007-03-27,937.616
2007-03-28,935.527
2007-03-29,938.67
2007-03-30,936.673
2007-04-02,938.862
2007-04-03,946.146
2007-04-04,951.123
2007-04-05,953.471
2007-04-06,952.753
2007-04-09,950.914
2007-04-10,959.29
2007-04-11,959.64
2007-04-12,960.936
2007-04-13,962.497
2007-04-16,974.929
2007-04-17,977.672
2007-04-18,979.584
2007-04-19,973.033
2007-04-20,981.348
2007-04-23,979.216
2007-04-24,976.377
2007-04-25,981.499
2007-04-26,979.508
2007-04-27,979.18
2007-04-30,980.283
2007-05-01,975.686
2007-05-02,981.356
2007-05-03,983.259
2007-05-04,989.489
2007-05-07,996.614
2007-05-08,986.076
2007-05-09,989.317
2007-05-10,981.5
2007-05-11,984.386
2007-05-14,986.246
2007-05-15,989.853
2007-05-16,986.452
2007-05-17,984.578
2007-05-18,989.769
2007-05-21,990.465
2007-05-22,992.744
2007-05-23,1000.776
2007-05-24,991.289
2007-05-25,988.459
2007-05-28,991.114
2007-05-29,995.007
2007-05-30,990.667
2007-05-31,1000.0
2007-06-01,1006.321
2007-06-04,1009.759
2007-06-05,1008.722
2007-06-06,998.583
2007-06-07,988.279
2007-06-08,979.534
2007-06-11,984.036
2007-06-12,977.124
2007-06-13,976.25
2007-06-14,986.563
2007-06-15,998.816
2007-06-18,999.74
2007-06-19,999.185
2007-06-20,1002.485
2007-06-21,995.045
2007-06-22,991.857
2007-06-25,990.204
2007-06-26,986.966
2007-06-27,978.075
2007-06-28,988.702
2007-06-29,996.648
2007-07-02,1003.44
2007-07-03,1008.726
2007-07-04,1011.494
2007-07-05,1006.354
2007-07-06,1012.177
2007-07-09,1016.203
2007-07-10,1014.018
2007-07-11,1009.59
2007-07-12,1017.576
2007-07-13,1024.785
2007-07-16,1026.543
2007-07-17,1024.116
2007-07-18,1016.524
2007-07-19,1023.161
2007-07-20,1018.884
2007-07-23,1018.317
2007-07-24,1009.424
2007-07-25,996.195
2007-07-26,976.126
2007-07-27,962.316
2007-07-30,961.484
2007-07-31,975.576
2007-08-01,959.137
2007-08-02,964.533
2007-08-03,959.863
2007-08-06,954.088
2007-08-07,961.536
2007-08-08,978.003
2007-08-09,960.986
2007-08-10,932.738
2007-08-13,944.459
2007-08-14,933.922
2007-08-15,919.787
2007-08-16,895.961
2007-08-17,907.522
2007-08-20,916.119
2007-08-21,920.418
2007-08-22,930.2
2007-08-23,940.423
2007-08-24,943.489
2007-08-27,946.263
2007-08-28,933.559
2007-08-29,933.521
2007-08-30,939.386
2007-08-31,952.935
2007-09-03,955.075
2007-09-04,958.034
2007-09-05,947.805
2007-09-06,950.548
2007-09-07,941.685
2007-09-10,933.807
2007-09-11,945.813
2007-09-12,950.332
2007-09-13,953.08
2007-09-14,949.103
2007-09-17,938.121
2007-09-18,941.489
2007-09-19,970.996
2007-09-20,976.424
2007-09-21,975.722
2007-09-24,975.165
2007-09-25,973.241
2007-09-26,976.568
2007-09-27,989.683
2007-09-28,994.145
2007-10-01,1000.083
2007-10-02,1002.571
2007-10-03,1004.915
2007-10-04,1005.226
2007-10-05,1012.697
2007-10-08,1005.658
2007-10-09,1012.251
2007-10-10,1015.268
2007-10-11,1024.55
2007-10-12,1020.831
2007-10-15,1014.808
2007-10-16,1002.486
2007-10-17,1005.276
2007-10-18,1007.145
2007-10-19,998.228
2007-10-22,980.845
2007-10-23,993.14
2007-10-24,988.395
2007-10-25,997.539
2007-10-26,1012.447
2007-10-29,1024.883
2007-10-30,1022.792
2007-10-31,1035.447
2007-11-01,1022.828
2007-11-02,1012.777
2007-11-05,1002.636
2007-11-06,1009.366
2007-11-07,1008.957
2007-11-08,994.679
2007-11-09,980.2
2007-11-12,968.371
2007-11-13,974.066
2007-11-14,986.8
2007-11-15,972.098
2007-11-16,961.86
2007-11-19,947.801
2007-11-20,959.778
2007-11-21,941.55
2007-11-22,945.429
2007-11-23,954.062
2007-11-26,955.956
2007-11-27,956.215
2007-11-28,967.197
2007-11-29,975.573
2007-11-30,981.912
2007-12-03,979.69
2007-12-04,971.687
2007-12-05,978.094
2007-12-06,982.154
2007-12-07,990.574
2007-12-10,996.7
2007-12-11,994.083
2007-12-12,992.622
2007-12-13,965.866
2007-12-14,955.876
2007-12-17,934.903
2007-12-18,935.295
2007-12-19,930.752
2007-12-20,930.531
2007-12-21,940.823
2007-12-24,943.822
2007-12-25,946.651
2007-12-26,952.686
2007-12-27,955.711
2007-12-28,959.55
2007-12-31,958.846
2008-01-01,958.846
2008-01-02,959.297
2008-01-03,957.783
2008-01-04,941.725
2008-01-07,934.515
2008-01-08,934.872
2008-01-09,927.6
2008-01-10,921.616
2008-01-11,919.622
2008-01-14,926.566
2008-01-15,906.296
2008-01-16,885.806
2008-01-17,885.67
2008-01-18,873.607
2008-01-21,825.587
2008-01-22,829.818
2008-01-23,821.4
2008-01-24,860.985
2008-01-25,871.09
2008-01-28,864.259
2008-01-29,876.181
2008-01-30,870.203
2008-01-31,874.149
2008-02-01,886.663
2008-02-04,891.278
2008-02-05,862.326
2008-02-06,855.35
2008-02-07,841.031
2008-02-08,840.733
2008-02-11,833.981
2008-02-12,854.74
2008-02-13,851.695
2008-02-14,860.611
2008-02-15,852.38
2008-02-18,859.449
2008-02-19,868.716
2008-02-20,850.47
2008-02-21,863.96
2008-02-22,859.4
2008-02-25,875.168
2008-02-26,888.328
2008-02-27,900.388
2008-02-28,891.885
2008-02-29,879.67
2008-03-03,862.792
2008-03-04,854.372
2008-03-05,863.979
2008-03-06,860.322
2008-03-07,846.811
2008-03-10,838.272
2008-03-11,847.791
2008-03-12,867.247
2008-03-13,857.508
2008-03-14,847.32
2008-03-17,821.906
2008-03-18,845.746
2008-03-19,839.291
2008-03-20,829.608
2008-03-21,833.59
2008-03-24,833.204
2008-03-25,867.543
2008-03-26,872.136
2008-03-27,877.846
2008-03-28,873.788
2008-03-31,871.695
2008-04-01,881.621
2008-04-02,900.064
2008-04-03,901.075
2008-04-04,905.997
2008-04-07,909.869
2008-04-08,901.121
2008-04-09,895.434
2008-04-10,894.419
2008-04-11,890.624
2008-04-14,880.91
2008-04-15,882.792
2008-04-16,903.826
2008-04-17,902.357
2008-04-18,908.74
2008-04-21,916.869
2008-04-22,912.209
2008-04-23,908.789
2008-04-24,900.358
2008-04-25,911.596
2008-04-28,919.854
2008-04-29,917.852
2008-04-30,919.025
2008-05-01,912.427
2008-05-02,927.55
2008-05-05,929.333
2008-05-06,929.564
2008-05-07,928.868
2008-05-08,928.126
2008-05-09,917.807
2008-05-12,923.163
2008-05-13,920.834
2008-05-14,922.567
2008-05-15,930.028
2008-05-16,939.925
2008-05-19,943.167
2008-05-20,937.716
2008-05-21,933.141
2008-05-22,933.609
2008-05-23,926.718
2008-05-26,919.729
2008-05-27,915.886
2008-05-28,913.119
2008-05-29,914.902
2008-05-30,920.698
2008-06-02,914.82
2008-06-03,910.604
2008-06-04,906.966
2008-06-05,909.532
2008-06-06,906.117
2008-06-09,894.769
2008-06-10,874.974
2008-06-11,869.237
2008-06-12,860.751
2008-06-13,863.966
2008-06-16,871.211
2008-06-17,876.76
2008-06-18,867.308
2008-06-19,854.702
2008-06-20,847.022
2008-06-23,837.813
2008-06-24,838.034
2008-06-25,845.11
2008-06-26,838.022
2008-06-27,833.002
2008-06-30,835.012
2008-07-01,821.42
2008-07-02,819.253
2008-07-03,818.193
2008-07-04,810.669
2008-07-07,813.89
2008-07-08,802.497
2008-07-09,814.543
2008-07-10,807.447
2008-07-11,796.659
2008-07-14,795.092
2008-07-15,781.402
2008-07-16,780.938
2008-07-17,802.095
2008-07-18,810.37
2008-07-21,817.751
2008-07-22,817.164
2008-07-23,829.48
2008-07-24,825.2
2008-07-25,814.564
2008-07-28,806.669
2008-07-29,796.973
2008-07-30,809.093
2008-07-31,810.166
2008-08-01,800.32
2008-08-04,792.955
2008-08-05,804.059
2008-08-06,811.754
2008-08-07,804.584
2008-08-08,795.479
2008-08-11,807.157
2008-08-12,802.673
2008-08-13,782.19
2008-08-14,783.105
2008-08-15,777.558
2008-08-18,779.861
2008-08-19,758.654
2008-08-20,761.585
2008-08-21,763.762
2008-08-22,768.583
2008-08-25,768.645
2008-08-26,762.01
2008-08-27,765.292
2008-08-28,776.149
2008-08-29,784.843
2008-09-01,774.775
2008-09-02,773.805
2008-09-03,768.653
2008-09-04,749.166
2008-09-05,730.991
2008-09-08,754.165
2008-09-09,745.68
2008-09-10,740.153
2008-09-11,726.686
2008-09-12,744.611
2008-09-15,722.237
2008-09-16,696.823
2008-09-17,685.741
2008-09-18,683.819
2008-09-19,741.049
2008-09-22,743.221
2008-09-23,737.043
2008-09-24,733.985
2008-09-25,743.771
2008-09-26,731.725
2008-09-29,692.008
2008-09-30,678.553
2008-10-01,686.367
2008-10-02,670.898
2008-10-03,679.331
2008-10-06,627.467
2008-10-07,619.709
2008-10-08,583.564
2008-10-09,574.047
2008-10-10,522.334
2008-10-13,558.528
2008-10-14,594.157
2008-10-15,566.815
2008-10-16,529.171
2008-10-17,547.639
2008-10-20,566.734
2008-10-21,564.917
2008-10-22,528.215
2008-10-23,525.511
2008-10-24,495.607
2008-10-27,462.642
2008-10-28,472.292
2008-10-29,519.284
2008-10-30,538.805
2008-10-31,534.034
2008-11-03,541.283
2008-11-04,572.537
2008-11-05,576.963
2008-11-06,539.318
2008-11-07,538.686
2008-11-10,545.699
2008-11-11,518.081
2008-11-12,504.706
2008-11-13,497.487
2008-11-14,503.367
2008-11-17,493.331
2008-11-18,491.301
2008-11-19,475.012
2008-11-20,451.214
2008-11-21,449.357
2008-11-24,482.022
2008-11-25,496.783
2008-11-26,494.082
2008-11-27,503.903
2008-11-28,508.342
2008-12-01,483.572
2008-12-02,483.852
2008-12-03,485.507
2008-12-04,483.404
2008-12-05,469.391
2008-12-08,505.402
2008-12-09,509.816
2008-12-10,517.14
2008-12-11,525.113
2008-12-12,510.043
2008-12-15,523.19
2008-12-16,526.015
2008-12-17,541.247
2008-12-18,541.733
2008-12-19,525.592
2008-12-22,518.863
2008-12-23,518.531
2008-12-24,514.665
2008-12-25,516.688
2008-12-26,519.012
2008-12-29,530.44
2008-12-30,536.356
2008-12-31,533.212
2009-01-01,533.212
2009-01-02,547.753
2009-01-05,547.707
2009-01-06,548.878
2009-01-07,555.417
2009-01-08,550.84
2009-01-09,544.395
2009-01-12,534.847
2009-01-13,515.872
2009-01-14,501.085
2009-01-15,486.9
2009-01-16,496.809
2009-01-19,487.036
2009-01-20,469.15
2009-01-21,467.486
2009-01-22,465.626
2009-01-23,455.22
2009-01-26,473.28
2009-01-27,482.525
2009-01-28,498.436
2009-01-29,490.022
2009-01-30,477.958
2009-02-02,466.654
2009-02-03,476.486
2009-02-04,486.346
2009-02-05,483.414
2009-02-06,491.08
2009-02-09,498.839
2009-02-10,486.893
2009-02-11,481.844
2009-02-12,471.143
2009-02-13,474.754
2009-02-16,466.713
2009-02-17,447.204
2009-02-18,441.517
2009-02-19,445.13
2009-02-20,428.991
2009-02-23,425.84
2009-02-24,421.027
2009-02-25,422.463
2009-02-26,432.21
2009-02-27,426.026
2009-03-02,403.891
2009-03-03,396.658
2009-03-04,406.457
2009-03-05,395.823
2009-03-06,389.931
2009-03-09,382.352
2009-03-10,400.98
2009-03-11,407.103
2009-03-12,408.073
2009-03-13,417.929
2009-03-16,431.708
2009-03-17,433.858
2009-03-18,437.825
2009-03-19,461.454
2009-03-20,454.165
2009-03-23,471.422
2009-03-24,473.15
2009-03-25,475.68
2009-03-26,480.133
2009-03-27,472.022
2009-03-30,449.013
2009-03-31,457.441
2009-04-01,466.796
2009-04-02,497.014
2009-04-03,497.722
2009-04-06,495.065
2009-04-07,487.811
2009-04-08,485.842
2009-04-09,501.183
2009-04-10,502.639
2009-04-13,507.477
2009-04-14,514.868
2009-04-15,509.687
2009-04-16,516.74
2009-04-17,523.631
2009-04-20,505.987
2009-04-21,502.212
2009-04-22,509.89
2009-04-23,513.328
2009-04-24,526.471
2009-04-27,524.405
2009-04-28,512.417
2009-04-29,526.359
2009-04-30,536.857
2009-05-01,537.563
2009-05-04,550.606
2009-05-05,556.623
2009-05-06,562.402
2009-05-07,568.837
2009-05-08,580.395
2009-05-11,579.024
2009-05-12,575.777
2009-05-13,560.667
2009-05-14,556.824
2009-05-15,563.137
2009-05-18,567.002
2009-05-19,583.156
2009-05-20,592.986
2009-05-21,582.647
2009-05-22,588.636
2009-05-25,589.818
2009-05-26,594.92
2009-05-27,598.817
2009-05-28,593.626
2009-05-29,604.472
2009-06-01,621.781
2009-06-02,626.847
2009-06-03,614.621
2009-06-04,612.212
2009-06-05,608.933
2009-06-08,600.823
2009-06-09,607.808
2009-06-10,616.119
2009-06-11,624.14
2009-06-12,620.526
2009-06-15,602.772
2009-06-16,598.634
2009-06-17,589.956
2009-06-18,593.256
2009-06-19,599.425
2009-06-22,585.04
2009-06-23,580.94
2009-06-24,593.584
2009-06-25,590.037
2009-06-26,598.25
2009-06-29,602.603
2009-06-30,598.935
2009-07-01,607.203
2009-07-02,592.775
2009-07-03,592.153
2009-07-06,583.485
2009-07-07,580.774
2009-07-08,569.78
2009-07-09,573.887
2009-07-10,569.92
2009-07-13,573.912
2009-07-14,585.43
2009-07-15,602.045
2009-07-16,607.143
2009-07-17,608.788
2009-07-20,618.87
2009-07-21,627.2
2009-07-22,627.911
2009-07-23,638.523
2009-07-24,640.847
2009-07-27,646.201
2009-07-28,642.198
2009-07-29,640.517
2009-07-30,652.456
2009-07-31,659.507
2009-08-03,677.771
2009-08-04,678.313
2009-08-05,675.74
2009-08-06,676.904
2009-08-07,674.973
2009-08-10,674.886
2009-08-11,668.209
2009-08-12,673.378
2009-08-13,685.77
2009-08-14,683.03
2009-08-17,661.211
2009-08-18,668.526
2009-08-19,671.475
2009-08-20,680.825
2009-08-21,691.463
2009-08-24,702.521
2009-08-25,706.789
2009-08-26,701.859
2009-08-27,700.001
2009-08-28,712.152
2009-08-31,706.806
2009-09-01,695.009
2009-09-02,685.321
2009-09-03,687.077
2009-09-04,693.763
2009-09-07,705.855
2009-09-08,715.473
2009-09-09,720.987
2009-09-10,723.939
2009-09-11,729.277
2009-09-14,723.747
2009-09-15,724.087
2009-09-16,737.435
2009-09-17,745.585
2009-09-18,741.557
2009-09-21,732.181
2009-09-22,743.38
2009-09-23,743.578
2009-09-24,731.149
2009-09-25,726.927
2009-09-28,732.09
2009-09-29,730.675
2009-09-30,734.598
2009-10-01,719.966
2009-10-02,705.828
2009-10-05,710.267
2009-10-06,729.545
2009-10-07,729.935
2009-10-08,742.671
2009-10-09,742.042
2009-10-12,746.923
2009-10-13,743.513
2009-10-14,757.817
2009-10-15,759.443
2009-10-16,750.438
2009-10-19,761.428
2009-10-20,759.542
2009-10-21,762.271
2009-10-22,754.909
2009-10-23,750.949
2009-10-26,740.453
2009-10-27,730.861
2009-10-28,715.068
2009-10-29,724.941
2009-10-30,715.406
2009-11-02,715.483
2009-11-03,705.563
2009-11-04,720.265
2009-11-05,724.145
2009-11-06,726.73
2009-11-09,744.379
2009-11-10,743.142
2009-11-11,747.679
2009-11-12,742.809
2009-11-13,746.374
2009-11-16,757.541
2009-11-17,748.324
2009-11-18,752.205
2009-11-19,736.475
2009-11-20,730.49
2009-11-23,746.912
2009-11-24,739.325
2009-11-25,748.181
2009-11-26,727.099
2009-11-27,726.96
2009-11-30,729.389
2009-12-01,748.619
2009-12-02,749.627
2009-12-03,750.914
2009-12-04,745.912
2009-12-07,742.816
2009-12-08,732.946
2009-12-09,726.647
2009-12-10,729.067
2009-12-11,727.531
2009-12-14,733.852
2009-12-15,728.572
2009-12-16,737.854
2009-12-17,721.587
2009-12-18,715.249
2009-12-21,722.903
2009-12-22,724.45
2009-12-23,730.996
2009-12-24,734.06
2009-12-25,733.258
2009-12-28,738.714
2009-12-29,741.98
2009-12-30,734.153
2009-12-31,737.565
2010-01-01,737.565
2010-01-04,752.1
2010-01-05,756.262
2010-01-06,756.456
2010-01-07,753.261
2010-01-08,757.733
2010-01-11,767.934
2010-01-12,765.535
2010-01-13,762.126
2010-01-14,767.715
2010-01-15,760.506
2010-01-18,763.123
2010-01-19,760.641
2010-01-20,745.103
2010-01-21,736.741
2010-01-22,730.98
2010-01-25,727.697
2010-01-26,723.746
2010-01-27,716.187
2010-01-28,709.31
2010-01-29,705.788
2010-02-01,708.281
2010-02-02,718.356
2010-02-03,713.826
2010-02-04,695.482
2010-02-05,681.145
2010-02-08,682.468
2010-02-09,683.982
2010-02-10,687.106
2010-02-11,687.078
2010-02-12,686.945
2010-02-15,687.057
2010-02-16,696.419
2010-02-17,704.192
2010-02-18,705.645
2010-02-19,698.455
2010-02-22,706.2
2010-02-23,700.769
2010-02-24,700.251
2010-02-25,690.592
2010-02-26,700.984
2010-03-01,701.67
2010-03-02,710.609
2010-03-03,720.662
2010-03-04,716.743
2010-03-05,725.023
2010-03-08,729.752
2010-03-09,728.137
2010-03-10,733.171
2010-03-11,733.723
2010-03-12,739.703
2010-03-15,733.627
2010-03-16,742.449
2010-03-17,749.62
2010-03-18,742.72
2010-03-19,739.004
2010-03-22,738.164
2010-03-23,742.199
2010-03-24,733.495
2010-03-25,737.706
2010-03-26,739.789
2010-03-29,745.574
2010-03-30,745.719
2010-03-31,746.784
2010-04-01,755.372
2010-04-02,756.29
2010-04-05,756.028
2010-04-06,756.769
2010-04-07,755.974
2010-04-08,751.611
2010-04-09,761.555
2010-04-12,768.714
2010-04-13,764.067
2010-04-14,772.892
2010-04-15,776.431
2010-04-16,764.814
2010-04-19,756.108
2010-04-20,763.342
2010-04-21,761.088
2010-04-22,750.604
2010-04-23,752.41
2010-04-26,758.803
2010-04-27,743.382
2010-04-28,728.587
2010-04-29,735.569
2010-04-30,736.396
2010-05-03,732.79
2010-05-04,712.31
2010-05-05,701.14
2010-05-06,682.414
2010-05-07,661.233
2010-05-10,699.744
2010-05-11,691.092
2010-05-12,698.4
2010-05-13,698.947
2010-05-14,676.786
2010-05-17,666.345
2010-05-18,671.401
2010-05-19,656.093
2010-05-20,645.041
2010-05-21,647.862
2010-05-24,643.854
2010-05-25,624.616
2010-05-26,632.906
2010-05-27,649.604
2010-05-28,652.309
2010-05-31,651.344
2010-06-01,649.681
2010-06-02,644.21
2010-06-03,654.609
2010-06-04,639.699
2010-06-07,625.612
2010-06-08,623.2
2010-06-09,631.673
2010-06-10,642.293
2010-06-11,647.312
2010-06-14,660.471
2010-06-15,666.134
2010-06-16,669.1
2010-06-17,670.9
2010-06-18,673.79
2010-06-21,681.722
2010-06-22,674.259
2010-06-23,664.785
2010-06-24,659.354
2010-06-25,654.522
2010-06-28,659.254
2010-06-29,637.743
2010-06-30,637.189
2010-07-01,634.085
2010-07-02,638.255
2010-07-05,634.631
2010-07-06,653.42
2010-07-07,659.374
2010-07-08,669.502
2010-07-09,672.485
2010-07-12,671.825
2010-07-13,683.341
2010-07-14,687.649
2010-07-15,686.348
2010-07-16,678.044
2010-07-19,673.461
2010-07-20,670.454
2010-07-21,672.402
2010-07-22,684.839
2010-07-23,687.112
2010-07-26,695.776
2010-07-27,701.1
2010-07-28,703.776
2010-07-29,706.799
2010-07-30,701.89
2010-08-02,721.483
2010-08-03,725.606
2010-08-04,721.969
2010-08-05,723.605
2010-08-06,725.01
2010-08-09,728.755
2010-08-10,716.826
2010-08-11,695.971
2010-08-12,689.372
2010-08-13,688.31
2010-08-16,690.72
2010-08-17,698.046
2010-08-18,698.261
2010-08-19,692.75
2010-08-20,678.539
2010-08-23,681.759
2010-08-24,673.592
2010-08-25,664.961
2010-08-26,673.537
2010-08-27,678.097
2010-08-30,680.202
2010-08-31,676.944
2010-09-01,694.916
2010-09-02,698.004
2010-09-03,705.121
2010-09-06,711.718
2010-09-07,703.638
2010-09-08,705.435
2010-09-09,712.208
2010-09-10,711.689
2010-09-13,723.666
