Date,ISRAEL MID VALUE Mid Cap
2007-08-31,920.685
2007-09-28,986.171
2007-10-31,1073.634
2007-11-30,1042.871
2007-12-31,1049.008
2008-01-31,966.646
2008-02-29,974.376
2008-03-31,940.114
2008-04-30,1005.579
2008-05-30,1059.198
2008-06-30,949.738
2008-07-31,862.988
2008-08-29,830.455
2008-09-30,750.174
2008-10-31,604.195
2008-11-28,497.923
2008-12-31,505.541
2009-01-30,489.627
2009-02-27,489.503
2009-03-31,589.558
2009-04-30,685.891
2009-05-29,759.931
2009-06-30,751.081
2009-07-31,867.641
2009-08-31,857.771
2009-09-30,914.37
2009-10-30,942.74
2009-11-30,971.584
2009-12-31,1043.717
2010-01-29,1051.331
2010-02-26,1047.004
2010-03-31,1097.634
2010-04-30,998.73
2010-05-31,875.038
2010-06-30,839.697
2010-07-30,934.139
2010-08-31,926.388
2010-09-30,1045.756
2010-10-29,1071.349
2010-11-30,1084.558
2010-12-31,1193.294
2011-01-31,1060.245
2011-02-28,1080.635
2011-03-31,1192.638
2011-04-29,1198.112
2011-05-31,1149.756
2011-06-30,1099.978
2011-07-29,1077.133
2011-08-31,917.761
2011-09-30,825.833
2011-10-31,940.439
2011-11-30,814.915
2011-12-30,766.289
2012-01-31,763.539
2012-02-29,684.553
2012-03-30,704.765
2012-04-30,692.627
2012-05-31,502.347
2012-06-29,460.84
2012-07-31,437.433
2012-08-31,460.097
2012-09-28,542.102
2012-10-31,597.861
2012-11-30,631.591
2012-12-31,625.1
2013-01-31,629.974
2013-02-28,673.559
2013-03-29,693.479
2013-04-30,688.16
2013-05-31,677.787
2013-06-28,694.013
2013-07-31,779.948
2013-08-30,778.146
2013-09-30,954.626
2013-10-31,926.311
2013-11-29,920.576
2013-12-31,934.714
2014-01-31,850.901
2014-02-28,900.604
2014-03-31,982.29
2014-04-30,1041.396
2014-05-30,1037.176
2014-06-30,1047.02
2014-07-31,1053.489
2014-08-29,1045.51
2014-09-30,1041.135
2014-10-31,964.864
2014-11-28,982.918
2014-12-31,947.686
2015-01-30,906.137
2015-02-27,913.56
2015-03-31,1001.188
2015-04-30,1045.057
2015-05-29,1016.149
2015-06-30,1053.358
2015-07-31,1094.229
2015-08-31,981.099
2015-09-30,984.649
2015-10-30,1059.789
2015-11-30,1035.295
2015-12-31,1000.127
2016-01-29,935.527
2016-02-29,959.314
2016-03-31,1015.497
2016-04-29,1027.786
2016-05-31,997.579
2016-06-30,975.936
2016-07-29,994.006
2016-08-31,1030.532
2016-09-30,1043.706
2016-10-31,1032.556
2016-11-30,1092.22
2016-12-30,1108.734
2017-01-31,1112.827
2017-02-28,1140.253
2017-03-31,1141.359
2017-04-28,1165.88
2017-05-31,1221.133
2017-06-30,1242.724
2017-07-31,1228.938
2017-08-31,1220.035
2017-09-29,1241.014
2017-10-31,1268.441
2017-11-30,1242.579
2017-12-29,1309.65
2018-01-31,1351.576
2018-02-28,1291.736
2018-03-30,1238.068
2018-04-30,1240.719
2018-05-31,1273.826
2018-06-29,1236.138
2018-07-31,1279.966
2018-08-31,1420.399
2018-09-28,1409.597
2018-10-31,1329.557
2018-11-30,1358.43
2019-05-31,986.33
2019-06-28,1060.734
2019-07-31,1115.766
2019-08-30,1045.203
2019-09-30,1124.306
2019-10-31,1084.404
2019-11-29,1121.824
2019-12-31,1105.851
2020-01-31,1085.335
2020-02-28,1011.847
2020-03-31,787.723
2020-04-30,854.854
2020-05-29,805.809
2020-06-30,754.505
2020-07-31,778.012
2020-08-31,808.668
2020-09-30,707.692
2020-10-30,737.198
2020-11-30,879.267
2020-12-31,930.623
2021-01-29,969.213
2021-02-26,958.282
2021-03-31,1032.067
2021-04-30,1094.614
2021-05-31,1181.893
2021-06-30,1146.169
2021-07-30,1187.785
2021-08-31,1302.052
2021-09-30,1311.964
2021-10-29,1461.681
2021-11-30,1468.767
2021-12-31,1552.764
2022-01-31,1513.513
2022-02-28,1587.554
2022-03-31,1630.655
2022-04-29,1529.674
2022-05-31,1462.821
2022-06-30,1297.618
2022-07-29,1423.112
2022-08-31,1525.398
2022-09-30,1305.969
2022-10-31,1438.828
2022-11-30,1393.344
2022-12-30,1322.286
2023-01-31,1384.002
2023-02-28,1292.369
2023-03-31,1268.497
2023-04-28,1282.638
2023-05-31,1201.437
2023-06-30,1249.581
2023-07-31,1374.044
2023-08-31,1363.475
2023-09-29,1430.469
2023-10-31,1184.52
2023-11-30,1364.911
2023-12-29,1459.521
2024-01-31,1459.745
2024-02-29,1594.703
2024-03-29,1616.459
2024-04-30,1559.378
2024-05-31,1661.063
2024-06-28,1608.305
2024-07-31,1695.243
2024-08-30,1855.535
2024-09-30,1841.301
2024-10-31,1914.536
2024-11-29,2005.875
2024-12-31,2236.76
2025-01-31,2225.672
2025-02-28,2250.017
2025-03-31,2186.351
2025-04-30,2340.886
2025-05-30,2611.528
2025-06-30,2931.661
2025-07-31,2850.688
2025-08-29,3001.584
2025-09-30,3118.789
2025-10-31,3163.577
