Date,BELGIUM MID CAP Mid Cap
2004-09-30,595.414
2004-10-29,620.744
2004-11-30,670.745
2004-12-31,681.543
2005-01-31,672.702
2005-02-28,718.165
2005-03-31,690.559
2005-04-29,671.113
2005-05-31,638.593
2005-06-30,643.948
2005-07-29,670.267
2005-08-31,676.419
2005-09-30,690.65
2005-10-31,667.512
2005-11-30,670.823
2005-12-30,677.541
2006-01-31,719.332
2006-02-28,702.523
2006-03-31,728.449
2006-04-28,752.551
2006-05-31,734.976
2006-06-30,757.235
2006-07-31,789.864
2006-08-31,807.865
2006-09-29,853.859
2006-10-31,849.295
2006-11-30,882.899
2006-12-29,943.417
2007-01-31,939.388
2007-02-28,914.743
2007-03-30,941.537
2007-04-30,988.293
2007-05-31,1000.0
2007-06-29,1000.433
2007-07-31,977.217
2007-08-31,982.776
2007-09-28,1002.193
2007-10-31,1017.711
2007-11-30,956.752
2007-12-31,953.479
2008-01-31,888.099
2008-02-29,909.585
2008-03-31,904.777
2008-04-30,981.628
2008-05-30,953.466
2008-06-30,884.912
2008-07-31,826.804
2008-08-29,849.025
2008-09-30,750.59
2008-10-31,592.288
2008-11-28,581.514
2008-12-31,616.157
2009-01-30,649.166
2009-02-27,571.039
2009-03-31,628.376
2009-04-30,692.839
2009-05-29,822.552
2009-06-30,775.436
2009-07-31,833.773
2009-08-31,880.418
2009-09-30,929.407
2009-10-30,905.562
2009-11-30,945.658
2009-12-31,916.158
2010-01-29,893.817
2010-02-26,874.316
2010-03-31,910.854
2010-04-30,876.204
2010-05-31,792.78
2010-06-30,758.3
2010-07-30,829.179
2010-08-31,783.935
2010-09-30,895.843
2010-10-29,930.87
2010-11-30,835.413
2010-12-31,902.781
2011-01-31,931.267
2011-02-28,969.456
2011-03-31,984.068
2011-04-29,1111.164
2011-05-31,1081.805
2011-06-30,1024.824
2011-07-29,947.203
2011-08-31,882.559
2011-09-30,737.475
2011-10-31,788.052
2011-11-30,718.277
2011-12-30,675.391
2012-01-31,738.804
2012-02-29,787.625
2012-03-30,791.788
2012-04-30,775.94
2012-05-31,692.135
2012-06-29,743.601
2012-07-31,743.489
2012-08-31,784.666
2012-09-28,832.119
2012-10-31,848.312
2012-11-30,892.468
2012-12-31,955.958
2013-01-31,1025.033
2013-02-28,1005.22
2013-03-29,998.87
2013-04-30,1069.496
2013-05-31,1088.036
2013-06-28,1027.325
2013-07-31,1106.99
2013-08-30,1124.348
2013-09-30,1188.708
2013-10-31,1252.77
2013-11-29,1235.757
2013-12-31,1294.627
2014-01-31,1258.96
2014-02-28,1379.668
2014-03-31,1378.608
2014-04-30,1381.793
2014-05-30,1384.362
2014-06-30,1372.05
2014-07-31,1340.903
2014-08-29,1356.926
2014-09-30,1305.411
2014-10-31,1223.779
2014-11-28,1257.525
2014-12-31,1242.117
2015-01-30,1273.524
2015-02-27,1332.373
2015-03-31,1291.261
2015-04-30,1317.565
2015-05-29,1326.622
2015-06-30,1314.238
2015-07-31,1377.76
2015-08-31,1320.483
2015-09-30,1295.212
2015-10-30,1405.993
2015-11-30,1424.636
2015-12-31,1440.673
2016-01-29,1340.782
2016-02-29,1321.786
2016-03-31,1399.078
2016-04-29,1397.066
2016-05-31,1438.991
2016-06-30,1356.18
2016-07-29,1468.246
2016-08-31,1505.739
2016-09-30,1596.888
2016-10-31,1578.263
2016-11-30,1569.023
2016-12-30,1596.832
2017-01-31,1621.135
2017-02-28,1552.795
2017-03-31,1629.498
2017-04-28,1691.702
2017-05-31,1812.691
2017-06-30,1821.187
2017-07-31,2005.797
2017-08-31,1997.639
2017-09-29,2056.318
2017-10-31,2116.695
2017-11-30,2123.507
2017-12-29,2108.787
2018-01-31,2271.933
2018-02-28,2238.248
2018-03-30,2178.286
2018-04-30,2228.889
2018-05-31,2154.898
2018-06-29,2100.338
2018-07-31,2214.47
2018-08-31,2164.627
2018-09-28,2189.143
2018-10-31,1992.636
2018-11-30,1948.603
2018-12-31,1856.809
2019-01-31,1944.83
2019-02-28,1986.22
2019-03-29,2010.31
2019-04-30,2049.685
2019-05-31,1855.534
2019-06-28,1917.25
2019-07-31,1891.463
2019-08-30,1888.155
2019-09-30,1993.056
2019-10-31,2092.935
2019-11-29,2151.052
2019-12-31,2220.062
2020-01-31,2151.901
2020-02-28,1889.766
2020-03-31,1709.795
2020-04-30,1840.361
2020-05-29,1802.231
2020-06-30,1802.313
2020-07-31,1814.113
2020-08-31,1795.997
2020-09-30,1787.465
2020-10-30,1685.604
2020-11-30,1999.085
2020-12-31,2046.402
2021-01-29,2096.377
2021-02-26,2179.566
2021-03-31,2083.606
2021-04-30,2184.57
2021-05-31,2233.562
2021-06-30,2213.768
2021-07-30,2268.337
2021-08-31,2313.057
2021-09-30,2147.127
2021-10-29,2125.382
2021-11-30,2029.323
2021-12-31,2153.775
2022-01-31,1906.736
2022-02-28,1965.145
2022-03-31,2006.342
2022-04-29,1863.792
2022-05-31,1924.25
2022-06-30,1817.902
2022-07-29,1869.079
2022-08-31,1781.393
2022-09-30,1628.194
2022-10-31,1766.73
2022-11-30,1877.183
2022-12-30,1979.083
2023-01-31,2119.326
2023-02-28,2043.261
2023-03-31,2000.853
2023-04-28,2037.549
2023-05-31,1837.224
2023-06-30,1888.73
2023-07-31,1996.251
2023-08-31,1881.608
2023-09-29,1778.333
2023-10-31,1701.118
2023-11-30,1916.399
2023-12-29,2045.182
2024-01-31,1925.83
2024-02-29,1856.119
2024-03-29,1947.406
2024-04-30,1939.733
2024-05-31,2023.397
2024-06-28,1879.308
2024-07-31,1934.539
2024-08-30,1994.729
2024-09-30,2055.816
2024-10-31,1895.965
2024-11-29,1818.549
2024-12-31,1773.874
2025-01-31,1844.654
2025-02-28,1811.143
2025-03-31,1856.828
2025-04-30,2014.039
2025-05-30,2132.4
2025-06-30,2233.199
2025-07-31,2196.961
2025-08-29,2301.887
2025-09-30,2222.159
2025-10-31,2175.108
2025-11-28,2186.834
2025-12-31,2256.721
