Date,BELGIUM MID CAP Mid Cap
2001-08-03,442.948
2001-08-06,442.109
2001-08-07,441.06
2001-08-08,442.269
2001-08-09,446.924
2001-08-10,453.734
2001-08-13,454.975
2001-08-14,454.877
2001-08-15,459.782
2001-08-16,455.561
2001-08-17,453.77
2001-08-20,449.625
2001-08-21,448.783
2001-08-22,453.647
2001-08-23,454.642
2001-08-24,457.431
2001-08-27,454.21
2001-08-28,453.823
2001-08-29,452.014
2001-08-30,451.079
2001-08-31,450.617
2001-09-03,448.632
2001-09-04,439.421
2001-09-05,438.107
2001-09-06,440.064
2001-09-07,437.326
2001-09-10,424.494
2001-09-11,414.626
2001-09-12,409.777
2001-09-13,411.848
2001-09-14,407.297
2001-09-17,404.591
2001-09-18,401.878
2001-09-19,403.045
2001-09-20,390.363
2001-09-21,375.413
2001-09-24,387.77
2001-09-25,391.457
2001-09-26,401.368
2001-09-27,410.172
2001-09-28,414.074
2001-10-01,418.478
2001-10-02,419.702
2001-10-03,417.184
2001-10-04,423.394
2001-10-05,427.14
2001-10-08,423.522
2001-10-09,422.947
2001-10-10,423.683
2001-10-11,426.908
2001-10-12,425.939
2001-10-15,418.702
2001-10-16,419.556
2001-10-17,420.668
2001-10-18,418.367
2001-10-19,413.266
2001-10-22,413.41
2001-10-23,413.477
2001-10-24,408.915
2001-10-25,406.103
2001-10-26,410.469
2001-10-29,408.053
2001-10-30,408.601
2001-10-31,405.593
2001-11-01,409.682
2001-11-02,408.776
2001-11-05,406.839
2001-11-06,411.471
2001-11-07,413.463
2001-11-08,413.027
2001-11-09,408.397
2001-11-12,404.832
2001-11-13,401.985
2001-11-14,403.748
2001-11-15,399.319
2001-11-16,397.785
2001-11-19,399.887
2001-11-20,399.253
2001-11-21,395.846
2001-11-22,400.715
2001-11-23,400.989
2001-11-26,398.818
2001-11-27,399.126
2001-11-28,400.249
2001-11-29,403.506
2001-11-30,418.115
2001-12-03,412.538
2001-12-04,416.437
2001-12-05,417.842
2001-12-06,424.563
2001-12-07,425.296
2001-12-10,420.957
2001-12-11,414.689
2001-12-12,415.756
2001-12-13,412.519
2001-12-14,406.764
2001-12-17,421.265
2001-12-18,418.753
2001-12-19,417.682
2001-12-20,419.679
2001-12-21,417.926
2001-12-24,418.508
2001-12-25,418.508
2001-12-26,418.865
2001-12-27,425.986
2001-12-28,428.933
2001-12-31,433.117
2002-01-01,433.117
2002-01-02,436.951
2002-01-03,442.802
2002-01-04,436.182
2002-01-07,435.942
2002-01-08,433.659
2002-01-09,429.553
2002-01-10,426.053
2002-01-11,425.278
2002-01-14,422.21
2002-01-15,425.469
2002-01-16,420.62
2002-01-17,422.968
2002-01-18,429.117
2002-01-21,430.543
2002-01-22,430.802
2002-01-23,440.794
2002-01-24,441.841
2002-01-25,431.736
2002-01-28,431.561
2002-01-29,429.948
2002-01-30,426.792
2002-01-31,429.335
2002-02-01,432.169
2002-02-04,437.666
2002-02-05,433.378
2002-02-06,433.255
2002-02-07,430.682
2002-02-08,432.309
2002-02-11,438.838
2002-02-12,438.34
2002-02-13,439.642
2002-02-14,442.547
2002-02-15,442.297
2002-02-18,438.433
2002-02-19,436.837
2002-02-20,432.983
2002-02-21,433.261
2002-02-22,433.12
2002-02-25,430.402
2002-02-26,429.409
2002-02-27,426.952
2002-02-28,429.991
2002-03-01,426.114
2002-03-04,435.613
2002-03-05,436.002
2002-03-06,437.454
2002-03-07,439.432
2002-03-08,431.915
2002-03-11,433.114
2002-03-12,430.547
2002-03-13,434.314
2002-03-14,435.727
2002-03-15,435.015
2002-03-18,437.392
2002-03-19,440.751
2002-03-20,438.94
2002-03-21,439.607
2002-03-22,439.382
2002-03-25,439.727
2002-03-26,440.957
2002-03-27,436.531
2002-03-28,438.486
2002-03-29,438.486
2002-04-01,442.08
2002-04-02,441.559
2002-04-03,441.189
2002-04-04,441.987
2002-04-05,437.167
2002-04-08,433.615
2002-04-09,434.203
2002-04-10,436.678
2002-04-11,436.07
2002-04-12,436.767
2002-04-15,437.103
2002-04-16,439.465
2002-04-17,439.967
2002-04-18,439.512
2002-04-19,441.964
2002-04-22,442.086
2002-04-23,445.02
2002-04-24,446.149
2002-04-25,445.037
2002-04-26,443.372
2002-04-29,439.908
2002-04-30,440.684
2002-05-01,443.179
2002-05-02,437.938
2002-05-03,441.9
2002-05-06,446.01
2002-05-07,440.766
2002-05-08,446.166
2002-05-09,447.432
2002-05-10,450.681
2002-05-13,451.32
2002-05-14,453.793
2002-05-15,455.766
2002-05-16,456.041
2002-05-17,459.653
2002-05-20,459.664
2002-05-21,458.191
2002-05-22,460.734
2002-05-23,456.682
2002-05-24,455.221
2002-05-27,452.908
2002-05-28,458.074
2002-05-29,457.115
2002-05-30,456.419
2002-05-31,456.512
2002-06-03,456.9
2002-06-04,452.212
2002-06-05,450.437
2002-06-06,454.296
2002-06-07,454.522
2002-06-10,457.742
2002-06-11,456.049
2002-06-12,440.55
2002-06-13,428.005
2002-06-14,425.742
2002-06-17,437.202
2002-06-18,437.355
2002-06-19,433.818
2002-06-20,430.046
2002-06-21,431.835
2002-06-24,421.635
2002-06-25,430.824
2002-06-26,434.086
2002-06-27,436.357
2002-06-28,450.759
2002-07-01,455.665
2002-07-02,443.393
2002-07-03,427.981
2002-07-04,432.735
2002-07-05,444.705
2002-07-08,451.618
2002-07-09,451.098
2002-07-10,434.692
2002-07-11,417.323
2002-07-12,418.936
2002-07-15,412.856
2002-07-16,411.86
2002-07-17,418.515
2002-07-18,424.364
2002-07-19,412.684
2002-07-22,395.1
2002-07-23,379.891
2002-07-24,371.749
2002-07-25,389.493
2002-07-26,391.401
2002-07-29,392.873
2002-07-30,397.294
2002-07-31,397.332
2002-08-01,390.373
2002-08-02,382.978
2002-08-05,368.987
2002-08-06,366.763
2002-08-07,368.891
2002-08-08,377.482
2002-08-09,378.72
2002-08-12,377.138
2002-08-13,376.32
2002-08-14,374.36
2002-08-15,383.699
2002-08-16,378.036
2002-08-19,382.27
2002-08-20,375.889
2002-08-21,379.969
2002-08-22,377.18
2002-08-23,380.54
2002-08-26,382.208
2002-08-27,393.417
2002-08-28,379.615
2002-08-29,372.767
2002-08-30,371.675
2002-09-02,366.695
2002-09-03,362.881
2002-09-04,359.711
2002-09-05,355.757
2002-09-06,362.026
2002-09-09,355.026
2002-09-10,358.583
2002-09-11,365.293
2002-09-12,361.681
2002-09-13,356.65
2002-09-16,352.03
2002-09-17,348.539
2002-09-18,340.795
2002-09-19,340.915
2002-09-20,332.024
2002-09-23,326.634
2002-09-24,315.336
2002-09-25,314.919
2002-09-26,315.016
2002-09-27,312.098
2002-09-30,306.245
2002-10-01,312.417
2002-10-02,317.963
2002-10-03,310.689
2002-10-04,297.642
2002-10-07,294.403
2002-10-08,286.186
2002-10-09,282.262
2002-10-10,279.618
2002-10-11,294.967
2002-10-14,292.31
2002-10-15,309.533
2002-10-16,310.263
2002-10-17,311.357
2002-10-18,308.675
2002-10-21,309.257
2002-10-22,310.139
2002-10-23,302.995
2002-10-24,299.279
2002-10-25,296.35
2002-10-28,297.603
2002-10-29,290.087
2002-10-30,291.303
2002-10-31,297.243
2002-11-01,300.685
2002-11-04,308.037
2002-11-05,313.711
2002-11-06,309.061
2002-11-07,314.858
2002-11-08,315.603
2002-11-11,311.542
2002-11-12,309.149
2002-11-13,305.054
2002-11-14,313.629
2002-11-15,320.914
2002-11-18,322.805
2002-11-19,319.584
2002-11-20,321.284
2002-11-21,324.769
2002-11-22,327.565
2002-11-25,322.758
2002-11-26,320.934
2002-11-27,322.612
2002-11-28,325.427
2002-11-29,325.06
2002-12-02,325.283
2002-12-03,317.715
2002-12-04,313.409
2002-12-05,314.579
2002-12-06,317.602
2002-12-09,315.386
2002-12-10,317.277
2002-12-11,321.559
2002-12-12,321.9
2002-12-13,323.963
2002-12-16,323.309
2002-12-17,330.383
2002-12-18,326.136
2002-12-19,323.439
2002-12-20,329.794
2002-12-23,331.326
2002-12-24,334.498
2002-12-25,334.498
2002-12-26,335.341
2002-12-27,333.638
2002-12-30,338.479
2002-12-31,342.588
2003-01-01,342.588
2003-01-02,344.628
2003-01-03,339.002
2003-01-06,342.693
2003-01-07,337.883
2003-01-08,330.024
2003-01-09,338.466
2003-01-10,336.068
2003-01-13,336.714
2003-01-14,339.559
2003-01-15,345.107
2003-01-16,341.464
2003-01-17,341.582
2003-01-20,338.605
2003-01-21,337.758
2003-01-22,334.924
2003-01-23,331.606
2003-01-24,333.245
2003-01-27,323.657
2003-01-28,325.128
2003-01-29,320.151
2003-01-30,318.265
2003-01-31,328.534
2003-02-03,327.838
2003-02-04,326.615
2003-02-05,326.585
2003-02-06,320.844
2003-02-07,313.361
2003-02-10,308.368
2003-02-11,311.447
2003-02-12,307.77
2003-02-13,304.582
2003-02-14,309.137
2003-02-17,308.233
2003-02-18,314.791
2003-02-19,314.418
2003-02-20,312.388
2003-02-21,308.49
2003-02-24,304.089
2003-02-25,294.372
2003-02-26,284.385
2003-02-27,285.268
2003-02-28,293.668
2003-03-03,285.675
2003-03-04,285.241
2003-03-05,284.026
2003-03-06,280.031
2003-03-07,274.194
2003-03-10,270.819
2003-03-11,271.579
2003-03-12,261.961
2003-03-13,274.221
2003-03-14,290.114
2003-03-17,293.394
2003-03-18,290.642
2003-03-19,295.189
2003-03-20,289.636
2003-03-21,297.569
2003-03-24,290.834
2003-03-25,292.167
2003-03-26,289.417
2003-03-27,284.202
2003-03-28,288.916
2003-03-31,289.367
2003-04-01,291.833
2003-04-02,299.225
2003-04-03,301.81
2003-04-04,310.661
2003-04-07,315.682
2003-04-08,314.81
2003-04-09,318.532
2003-04-10,319.883
2003-04-11,316.71
2003-04-14,324.17
2003-04-15,329.617
2003-04-16,330.154
2003-04-17,332.59
2003-04-18,332.59
2003-04-21,331.156
2003-04-22,334.147
2003-04-23,336.298
2003-04-24,337.432
2003-04-25,329.568
2003-04-28,330.124
2003-04-29,337.854
2003-04-30,342.321
2003-05-01,345.465
2003-05-02,345.767
2003-05-05,348.498
2003-05-06,358.309
2003-05-07,361.423
2003-05-08,349.665
2003-05-09,360.204
2003-05-12,359.525
2003-05-13,357.669
2003-05-14,360.383
2003-05-15,362.937
2003-05-16,374.307
2003-05-19,368.746
2003-05-20,377.006
2003-05-21,374.263
2003-05-22,378.302
2003-05-23,382.875
2003-05-26,383.629
2003-05-27,383.825
2003-05-28,383.25
2003-05-29,387.1
2003-05-30,389.508
2003-06-02,387.749
2003-06-03,390.5
2003-06-04,391.715
2003-06-05,395.676
2003-06-06,394.613
2003-06-09,395.231
2003-06-10,393.112
2003-06-11,388.369
2003-06-12,389.577
2003-06-13,385.711
2003-06-16,387.283
2003-06-17,385.235
2003-06-18,380.231
2003-06-19,375.376
2003-06-20,375.033
2003-06-23,367.283
2003-06-24,360.124
2003-06-25,364.907
2003-06-26,358.07
2003-06-27,358.762
2003-06-30,363.241
2003-07-01,358.894
2003-07-02,358.345
2003-07-03,357.21
2003-07-04,356.405
2003-07-07,363.801
2003-07-08,359.513
2003-07-09,358.484
2003-07-10,357.707
2003-07-11,356.695
2003-07-14,361.502
2003-07-15,358.118
2003-07-16,349.481
2003-07-17,350.979
2003-07-18,350.355
2003-07-21,351.687
2003-07-22,354.202
2003-07-23,356.722
2003-07-24,360.198
2003-07-25,363.168
2003-07-28,361.191
2003-07-29,358.329
2003-07-30,354.539
2003-07-31,353.213
2003-08-01,347.654
2003-08-04,352.724
2003-08-05,359.993
2003-08-06,358.245
2003-08-07,360.261
2003-08-08,359.32
2003-08-11,362.323
2003-08-12,363.033
2003-08-13,360.327
2003-08-14,361.684
2003-08-15,365.246
2003-08-18,363.935
2003-08-19,363.606
2003-08-20,360.035
2003-08-21,357.331
2003-08-22,357.26
2003-08-25,357.381
2003-08-26,353.694
2003-08-27,354.018
2003-08-28,356.338
2003-08-29,357.422
2003-09-01,358.392
2003-09-02,355.001
2003-09-03,363.996
2003-09-04,371.521
2003-09-05,376.037
2003-09-08,380.945
2003-09-09,380.885
2003-09-10,376.627
2003-09-11,375.65
2003-09-12,379.382
2003-09-15,381.27
2003-09-16,380.895
2003-09-17,381.997
2003-09-18,383.346
2003-09-19,383.3
2003-09-22,386.077
2003-09-23,384.636
2003-09-24,384.429
2003-09-25,381.7
2003-09-26,378.674
2003-09-29,379.648
2003-09-30,379.928
2003-10-01,387.688
2003-10-02,385.623
2003-10-03,384.834
2003-10-06,383.698
2003-10-07,385.96
2003-10-08,388.08
2003-10-09,387.316
2003-10-10,390.642
2003-10-13,389.154
2003-10-14,388.78
2003-10-15,393.872
2003-10-16,398.117
2003-10-17,392.933
2003-10-20,395.606
2003-10-21,398.04
2003-10-22,399.944
2003-10-23,395.403
2003-10-24,395.401
2003-10-27,400.877
2003-10-28,397.737
2003-10-29,398.171
2003-10-30,401.502
2003-10-31,400.572
2003-11-03,395.953
2003-11-04,397.189
2003-11-05,397.14
2003-11-06,395.23
2003-11-07,401.538
2003-11-10,401.186
2003-11-11,400.876
2003-11-12,401.136
2003-11-13,404.614
2003-11-14,408.171
2003-11-17,404.033
2003-11-18,406.544
2003-11-19,407.735
2003-11-20,407.075
2003-11-21,409.045
2003-11-24,405.58
2003-11-25,406.843
2003-11-26,412.432
2003-11-27,411.032
2003-11-28,412.412
2003-12-01,415.606
2003-12-02,422.187
2003-12-03,428.078
2003-12-04,425.132
2003-12-05,427.916
2003-12-08,429.374
2003-12-09,431.153
2003-12-10,431.276
2003-12-11,427.317
2003-12-12,428.436
2003-12-15,428.372
2003-12-16,428.971
2003-12-17,431.098
2003-12-18,435.85
2003-12-19,439.994
2003-12-22,444.394
2003-12-23,450.469
2003-12-24,451.43
2003-12-25,451.43
2003-12-26,451.248
2003-12-29,455.062
2003-12-30,458.272
2003-12-31,460.026
2004-01-01,460.026
2004-01-02,465.026
2004-01-05,468.154
2004-01-06,470.476
2004-01-07,472.618
2004-01-08,477.82
2004-01-09,483.943
2004-01-12,478.73
2004-01-13,479.542
2004-01-14,478.294
2004-01-15,475.061
2004-01-16,470.814
2004-01-19,472.067
2004-01-20,476.569
2004-01-21,480.238
2004-01-22,484.165
2004-01-23,483.192
2004-01-26,473.901
2004-01-27,480.675
2004-01-28,479.199
2004-01-29,469.98
2004-01-30,473.548
2004-02-02,477.601
2004-02-03,478.457
2004-02-04,471.575
2004-02-05,473.935
2004-02-06,480.056
2004-02-09,483.958
2004-02-10,485.155
2004-02-11,485.246
2004-02-12,489.558
2004-02-13,487.972
2004-02-16,488.222
2004-02-17,494.495
2004-02-18,500.013
2004-02-19,495.892
2004-02-20,490.002
2004-02-23,490.358
2004-02-24,493.932
2004-02-25,484.611
2004-02-26,482.651
2004-02-27,483.64
2004-03-01,487.26
2004-03-02,484.704
2004-03-03,477.865
2004-03-04,482.306
2004-03-05,491.335
2004-03-08,491.535
2004-03-09,487.608
2004-03-10,476.53
2004-03-11,467.793
2004-03-12,461.055
2004-03-15,455.405
2004-03-16,457.024
2004-03-17,458.398
2004-03-18,463.257
2004-03-19,459.367
2004-03-22,457.442
2004-03-23,453.45
2004-03-24,451.52
2004-03-25,455.129
2004-03-26,453.071
2004-03-29,455.167
2004-03-30,457.518
2004-03-31,467.169
2004-04-01,476.103
2004-04-02,469.639
2004-04-05,469.168
2004-04-06,471.531
2004-04-07,482.071
2004-04-08,479.173
2004-04-09,479.173
2004-04-12,477.828
2004-04-13,479.688
2004-04-14,478.136
2004-04-15,479.469
2004-04-16,489.554
2004-04-19,486.976
2004-04-20,482.512
2004-04-21,480.823
2004-04-22,483.142
2004-04-23,487.083
2004-04-26,485.257
2004-04-27,484.496
2004-04-28,476.785
2004-04-29,476.18
2004-04-30,476.384
2004-05-03,476.279
2004-05-04,482.085
2004-05-05,488.72
2004-05-06,482.653
2004-05-07,474.734
2004-05-10,461.616
2004-05-11,464.738
2004-05-12,466.915
2004-05-13,468.585
2004-05-14,472.906
2004-05-17,469.69
2004-05-18,467.153
2004-05-19,477.447
2004-05-20,475.613
2004-05-21,479.045
2004-05-24,480.495
2004-05-25,482.003
2004-05-26,484.373
2004-05-27,496.376
2004-05-28,491.021
2004-05-31,493.341
2004-06-01,493.385
2004-06-02,499.076
2004-06-03,501.438
2004-06-04,507.323
2004-06-07,511.729
2004-06-08,509.205
2004-06-09,503.303
2004-06-10,503.97
2004-06-11,498.291
2004-06-14,497.134
2004-06-15,500.462
2004-06-16,496.846
2004-06-17,496.456
2004-06-18,505.956
2004-06-21,504.787
2004-06-22,502.051
2004-06-23,503.858
2004-06-24,508.904
2004-06-25,507.805
2004-06-28,511.585
2004-06-29,511.641
2004-06-30,518.011
2004-07-01,516.211
2004-07-02,521.98
2004-07-05,520.918
2004-07-06,519.746
2004-07-07,524.326
2004-07-08,523.471
2004-07-09,521.496
2004-07-12,520.383
2004-07-13,519.784
2004-07-14,520.361
2004-07-15,519.034
2004-07-16,523.345
2004-07-19,524.514
2004-07-20,521.56
2004-07-21,515.276
2004-07-22,510.023
2004-07-23,501.567
2004-07-26,501.187
2004-07-27,505.081
2004-07-28,502.511
2004-07-29,513.285
2004-07-30,513.397
2004-08-02,514.399
2004-08-03,525.6
2004-08-04,524.221
2004-08-05,532.154
2004-08-06,538.095
2004-08-09,532.605
2004-08-10,536.872
2004-08-11,528.293
2004-08-12,532.208
2004-08-13,537.058
2004-08-16,538.588
2004-08-17,535.581
2004-08-18,533.411
2004-08-19,539.001
2004-08-20,537.133
2004-08-23,533.03
2004-08-24,527.193
2004-08-25,531.732
2004-08-26,533.697
2004-08-27,533.962
2004-08-30,535.407
2004-08-31,537.567
2004-09-01,542.238
2004-09-02,543.583
2004-09-03,543.643
2004-09-06,544.705
2004-09-07,546.834
2004-09-08,552.497
2004-09-09,554.588
2004-09-10,562.967
2004-09-13,562.462
2004-09-14,565.65
2004-09-15,562.405
2004-09-16,560.409
2004-09-17,562.594
2004-09-20,562.875
2004-09-21,573.738
2004-09-22,574.849
2004-09-23,573.082
2004-09-24,577.624
2004-09-27,576.506
2004-09-28,582.184
2004-09-29,585.26
2004-09-30,595.414
2004-10-01,599.605
2004-10-04,597.327
2004-10-05,601.411
2004-10-06,596.026
2004-10-07,595.214
2004-10-08,598.931
2004-10-11,600.783
2004-10-12,590.182
2004-10-13,588.539
2004-10-14,593.539
2004-10-15,599.832
2004-10-18,600.141
2004-10-19,604.485
2004-10-20,608.295
2004-10-21,612.567
2004-10-22,613.175
2004-10-25,612.033
2004-10-26,614.271
2004-10-27,618.875
2004-10-28,623.988
2004-10-29,620.744
2004-11-01,627.625
2004-11-02,630.343
2004-11-03,639.491
2004-11-04,640.213
2004-11-05,643.16
2004-11-08,644.126
2004-11-09,649.26
2004-11-10,651.786
2004-11-11,655.411
2004-11-12,656.42
2004-11-15,656.23
2004-11-16,656.549
2004-11-17,661.148
2004-11-18,659.692
2004-11-19,659.954
2004-11-22,659.2
2004-11-23,662.884
2004-11-24,669.759
2004-11-25,674.63
2004-11-26,676.322
2004-11-29,673.129
2004-11-30,670.745
2004-12-01,672.223
2004-12-02,677.074
2004-12-03,677.135
2004-12-06,679.449
2004-12-07,685.143
2004-12-08,676.644
2004-12-09,669.838
2004-12-10,666.846
2004-12-13,672.152
2004-12-14,673.011
2004-12-15,678.928
2004-12-16,667.874
2004-12-17,659.278
2004-12-20,670.912
2004-12-21,668.521
2004-12-22,672.161
2004-12-23,678.58
2004-12-24,679.045
2004-12-27,681.478
2004-12-28,679.471
2004-12-29,677.83
2004-12-30,681.984
2004-12-31,681.543
2005-01-03,685.075
2005-01-04,678.949
2005-01-05,679.186
2005-01-06,676.183
2005-01-07,670.444
2005-01-10,669.21
2005-01-11,670.172
2005-01-12,680.263
2005-01-13,668.188
2005-01-14,658.377
2005-01-17,659.344
2005-01-18,656.901
2005-01-19,658.843
2005-01-20,653.998
2005-01-21,661.675
2005-01-24,662.918
2005-01-25,659.189
2005-01-26,673.909
2005-01-27,671.74
2005-01-28,670.394
2005-01-31,672.702
2005-02-01,676.888
2005-02-02,684.617
2005-02-03,680.688
2005-02-04,684.987
2005-02-07,676.377
2005-02-08,676.143
2005-02-09,676.756
2005-02-10,676.449
2005-02-11,680.087
2005-02-14,684.022
2005-02-15,685.61
2005-02-16,689.204
2005-02-17,696.382
2005-02-18,699.13
2005-02-21,699.096
2005-02-22,707.538
2005-02-23,697.875
2005-02-24,698.701
2005-02-25,701.129
2005-02-28,718.165
2005-03-01,716.236
2005-03-02,708.451
2005-03-03,710.534
2005-03-04,722.378
2005-03-07,724.767
2005-03-08,730.561
2005-03-09,725.467
2005-03-10,714.312
2005-03-11,713.474
2005-03-14,703.132
2005-03-15,702.067
2005-03-16,705.781
2005-03-17,702.078
2005-03-18,699.893
2005-03-21,692.631
2005-03-22,691.343
2005-03-23,678.498
2005-03-24,694.583
2005-03-25,694.583
2005-03-28,689.709
2005-03-29,685.886
2005-03-30,689.008
2005-03-31,690.559
2005-04-01,693.935
2005-04-04,686.135
2005-04-05,689.45
2005-04-06,697.131
2005-04-07,699.511
2005-04-08,697.716
2005-04-11,703.053
2005-04-12,698.763
2005-04-13,699.695
2005-04-14,690.922
2005-04-15,693.462
2005-04-18,679.295
2005-04-19,686.101
2005-04-20,688.747
2005-04-21,686.475
2005-04-22,688.804
2005-04-25,684.597
2005-04-26,682.147
2005-04-27,671.766
2005-04-28,666.519
2005-04-29,671.113
2005-05-02,667.449
2005-05-03,666.955
2005-05-04,673.803
2005-05-05,678.669
2005-05-06,675.228
2005-05-09,673.243
2005-05-10,672.366
2005-05-11,667.528
2005-05-12,655.262
2005-05-13,648.892
2005-05-16,644.599
2005-05-17,640.944
2005-05-18,650.842
2005-05-19,652.481
2005-05-20,650.548
2005-05-23,652.263
2005-05-24,654.113
2005-05-25,655.718
2005-05-26,651.381
2005-05-27,649.313
2005-05-30,646.422
2005-05-31,638.593
2005-06-01,640.665
2005-06-02,643.368
2005-06-03,642.077
2005-06-06,638.267
2005-06-07,637.743
2005-06-08,638.949
2005-06-09,633.432
2005-06-10,635.139
2005-06-13,632.686
2005-06-14,631.469
2005-06-15,639.672
2005-06-16,641.596
2005-06-17,648.166
2005-06-20,642.48
2005-06-21,648.177
2005-06-22,651.13
2005-06-23,645.948
2005-06-24,648.347
2005-06-27,646.442
2005-06-28,640.133
2005-06-29,645.62
2005-06-30,643.948
2005-07-01,638.751
2005-07-04,636.469
2005-07-05,633.475
2005-07-06,636.601
2005-07-07,630.928
2005-07-08,635.062
2005-07-11,644.287
2005-07-12,647.551
2005-07-13,645.669
2005-07-14,650.376
2005-07-15,650.311
2005-07-18,648.331
2005-07-19,651.058
2005-07-20,651.766
2005-07-21,656.8
2005-07-22,655.407
2005-07-25,652.561
2005-07-26,652.932
2005-07-27,661.435
2005-07-28,669.844
2005-07-29,670.267
2005-08-01,675.971
2005-08-02,680.279
2005-08-03,690.706
2005-08-04,693.013
2005-08-05,688.04
2005-08-08,689.15
2005-08-09,691.132
2005-08-10,695.2
2005-08-11,693.304
2005-08-12,691.053
2005-08-15,690.601
2005-08-16,690.083
2005-08-17,690.029
2005-08-18,679.291
2005-08-19,681.847
2005-08-22,686.366
2005-08-23,677.641
2005-08-24,680.077
2005-08-25,680.173
2005-08-26,679.099
2005-08-29,673.05
2005-08-30,670.105
2005-08-31,676.419
2005-09-01,691.972
2005-09-02,698.875
2005-09-05,696.675
2005-09-06,696.24
2005-09-07,694.877
2005-09-08,690.036
2005-09-09,692.402
2005-09-12,687.401
2005-09-13,683.767
2005-09-14,690.265
2005-09-15,684.825
2005-09-16,684.449
2005-09-19,683.768
2005-09-20,685.904
2005-09-21,688.913
2005-09-22,682.464
2005-09-23,677.577
2005-09-26,680.933
2005-09-27,681.636
2005-09-28,690.651
2005-09-29,686.063
2005-09-30,690.65
2005-10-03,688.06
2005-10-04,697.88
2005-10-05,693.476
2005-10-06,699.717
2005-10-07,697.644
2005-10-10,693.226
2005-10-11,691.647
2005-10-12,690.2
2005-10-13,677.964
2005-10-14,685.224
2005-10-17,681.918
2005-10-18,677.078
2005-10-19,662.339
2005-10-20,667.644
2005-10-21,666.393
2005-10-24,672.212
2005-10-25,672.32
2005-10-26,672.543
2005-10-27,667.286
2005-10-28,664.742
2005-10-31,667.512
2005-11-01,666.793
2005-11-02,670.975
2005-11-03,674.272
2005-11-04,671.438
2005-11-07,674.882
2005-11-08,674.536
2005-11-09,672.628
