Date,SWITZERLAND MID VALUE Mid Cap
2008-04-30,935.796
2008-05-30,889.449
2008-06-30,828.201
2008-07-31,778.722
2008-08-29,680.786
2008-09-30,539.901
2008-10-31,420.703
2008-11-28,397.294
2008-12-31,436.808
2009-01-30,378.349
2009-02-27,337.927
2009-03-31,381.595
2009-04-30,439.557
2009-05-29,478.288
2009-06-30,465.549
2009-07-31,520.753
2009-08-31,582.728
2009-09-30,620.613
2009-10-30,584.133
2009-11-30,590.792
2009-12-31,590.009
2010-01-29,593.09
2010-02-26,585.652
2010-03-31,619.9
2010-04-30,584.84
2010-05-31,524.827
2010-06-30,512.354
2010-07-30,561.729
2010-08-31,562.862
2010-09-30,632.095
2010-10-29,660.522
2010-11-30,625.345
2010-12-31,736.069
2011-01-31,793.844
2011-02-28,817.764
2011-03-31,809.974
2011-04-29,880.7
2011-05-31,842.081
2011-06-30,824.661
2011-07-29,787.889
2011-08-31,714.821
2011-09-30,587.553
2011-10-31,660.298
2011-11-30,562.986
2011-12-30,533.282
2012-01-31,582.131
2012-02-29,624.126
2012-03-30,629.595
2012-04-30,602.947
2012-05-31,505.949
2012-06-29,551.947
2012-07-31,560.302
2012-08-31,592.662
2012-09-28,619.375
2012-10-31,627.041
2012-11-30,632.426
2012-12-31,654.69
2013-01-31,709.512
2013-02-28,715.41
2013-03-29,702.876
2013-04-30,742.379
2013-05-31,749.28
2013-06-28,741.212
2013-07-31,803.057
2013-08-30,796.443
2013-09-30,857.42
2013-10-31,895.907
2013-11-29,908.681
2013-12-31,938.594
2014-01-31,939.468
2014-02-28,1028.318
2014-03-31,1033.539
2014-04-30,1059.038
2014-05-30,1047.906
2014-06-30,1043.66
2014-07-31,1022.243
2014-08-29,1079.556
2014-09-30,1025.506
2014-10-31,1002.434
2014-11-28,1008.493
2014-12-31,996.211
2015-01-30,1017.272
2015-02-27,1074.687
2015-03-31,1058.428
2015-04-30,1099.45
2015-05-29,1087.659
2015-06-30,1032.06
2015-07-31,1040.828
2015-08-31,995.444
2015-09-30,921.837
2015-10-30,986.745
2015-11-30,967.804
2015-12-31,982.693
2016-01-29,900.027
2016-02-29,888.455
2016-03-31,931.945
2016-04-29,932.766
2016-05-31,926.247
2016-06-30,840.857
2016-07-29,871.06
2016-08-31,900.325
2016-09-30,906.636
2016-10-31,912.587
2016-11-30,931.271
2016-12-30,962.147
2017-01-31,981.639
2017-02-28,1019.431
2017-03-31,1032.784
2017-04-28,1085.239
2017-05-31,1107.575
2017-06-30,1112.823
2017-07-31,1170.713
2017-08-31,1150.394
2017-09-29,1174.909
2017-10-31,1165.717
2017-11-30,1148.438
2017-12-29,1197.134
2018-01-31,1284.771
2018-02-28,1234.059
2018-03-30,1204.677
2018-04-30,1231.44
2018-05-31,1196.319
2018-06-29,1195.584
2018-07-31,1239.439
2018-08-31,1242.684
2018-09-28,1248.273
2018-10-31,1206.27
2018-11-30,1240.662
2018-12-31,1200.04
2019-01-31,1299.037
2019-02-28,1354.349
2019-03-29,1370.295
2019-04-30,1436.034
2019-05-31,1403.75
2019-06-28,1529.619
2019-07-31,1498.042
2019-08-30,1478.054
2019-09-30,1513.416
2019-10-31,1583.975
2019-11-29,1581.391
2019-12-31,1641.924
2020-01-31,1621.928
2020-02-28,1475.917
2020-03-31,1153.523
2020-04-30,1252.99
2020-05-29,1255.445
2020-06-30,1291.529
2020-07-31,1322.183
2020-08-31,1409.147
2020-09-30,1363.553
2020-10-30,1245.311
2020-11-30,1515.712
2020-12-31,1597.797
2021-01-29,1591.433
2021-02-26,1630.988
2021-03-31,1638.288
2021-04-30,1682.565
2021-05-31,1790.45
2021-06-30,1716.565
2021-07-30,1727.529
2021-08-31,1678.858
2021-09-30,1588.279
2021-10-29,1678.979
2021-11-30,1614.701
2021-12-31,1738.363
2022-01-31,1713.295
2022-02-28,1673.207
2022-03-31,1683.082
2022-04-29,1565.709
2022-05-31,1564.026
2022-06-30,1398.843
2022-07-29,1496.693
2022-08-31,1419.899
2022-09-30,1266.106
2022-10-31,1338.888
2022-11-30,1480.0
2022-12-30,1515.226
2023-01-31,1697.011
2023-02-28,1703.969
2023-03-31,1713.526
2023-04-28,1808.724
2023-05-31,1617.315
2023-06-30,1627.602
2023-07-31,1812.018
2023-08-31,1753.071
2023-09-29,1661.165
2023-10-31,1627.121
2023-11-30,1710.998
2023-12-29,1814.248
2024-01-31,1795.261
2024-02-29,1731.614
2024-03-29,1727.505
2024-04-30,1703.67
2024-05-31,1812.814
2024-06-28,1798.51
2024-07-31,1921.669
2024-08-30,1998.112
2024-09-30,2029.905
2024-10-31,1980.772
2024-11-29,1934.546
2024-12-31,1840.867
2025-01-31,1962.011
2025-02-28,1982.257
2025-03-31,2017.12
2025-04-30,2173.163
2025-05-30,2297.493
2025-06-30,2334.327
2025-07-31,2390.315
2025-08-29,2493.336
2025-09-30,2416.887
2025-10-31,2517.009
2025-11-28,2623.782
