Date,SWITZERLAND MID VALUE Mid Cap
2001-10-24,734.851
2001-10-25,735.259
2001-10-26,743.49
2001-10-29,747.953
2001-10-30,742.822
2001-10-31,740.121
2001-11-01,743.991
2001-11-02,747.985
2001-11-05,748.664
2001-11-06,743.33
2001-11-07,751.718
2001-11-08,757.084
2001-11-09,758.949
2001-11-12,756.268
2001-11-13,753.273
2001-11-14,753.594
2001-11-15,763.265
2001-11-16,779.127
2001-11-19,782.751
2001-11-20,778.372
2001-11-21,771.277
2001-11-22,784.681
2001-11-23,778.508
2001-11-26,778.29
2001-11-27,777.141
2001-11-28,774.05
2001-11-29,765.479
2001-11-30,767.12
2001-12-03,765.386
2001-12-04,770.998
2001-12-05,772.872
2001-12-06,779.885
2001-12-07,776.997
2001-12-10,754.536
2001-12-11,751.143
2001-12-12,757.947
2001-12-13,748.221
2001-12-14,755.95
2001-12-17,776.241
2001-12-18,772.802
2001-12-19,764.399
2001-12-20,768.432
2001-12-21,768.593
2001-12-24,752.09
2001-12-25,752.09
2001-12-26,751.934
2001-12-27,770.887
2001-12-28,771.13
2001-12-31,779.723
2002-01-01,779.723
2002-01-02,787.996
2002-01-03,790.621
2002-01-04,798.402
2002-01-07,797.689
2002-01-08,790.578
2002-01-09,780.986
2002-01-10,779.178
2002-01-11,777.993
2002-01-14,776.645
2002-01-15,774.265
2002-01-16,770.717
2002-01-17,775.783
2002-01-18,785.781
2002-01-21,784.62
2002-01-22,787.123
2002-01-23,793.497
2002-01-24,795.776
2002-01-25,781.764
2002-01-28,779.777
2002-01-29,776.223
2002-01-30,763.045
2002-01-31,773.73
2002-02-01,769.928
2002-02-04,769.156
2002-02-05,768.89
2002-02-06,762.348
2002-02-07,761.292
2002-02-08,764.432
2002-02-11,768.298
2002-02-12,763.053
2002-02-13,755.817
2002-02-14,764.58
2002-02-15,770.35
2002-02-18,767.613
2002-02-19,762.303
2002-02-20,755.557
2002-02-21,760.774
2002-02-22,758.926
2002-02-25,760.982
2002-02-26,759.495
2002-02-27,760.424
2002-02-28,764.781
2002-03-01,772.341
2002-03-04,787.33
2002-03-05,784.937
2002-03-06,793.168
2002-03-07,811.814
2002-03-08,814.912
2002-03-11,810.44
2002-03-12,800.492
2002-03-13,809.163
2002-03-14,819.108
2002-03-15,822.084
2002-03-18,831.091
2002-03-19,830.47
2002-03-20,830.872
2002-03-21,826.119
2002-03-22,827.816
2002-03-25,828.929
2002-03-26,827.975
2002-03-27,829.732
2002-03-28,836.769
2002-03-29,836.769
2002-04-01,846.458
2002-04-02,855.823
2002-04-03,862.99
2002-04-04,858.067
2002-04-05,855.456
2002-04-08,842.3
2002-04-09,851.004
2002-04-10,856.867
2002-04-11,860.919
2002-04-12,855.482
2002-04-15,859.19
2002-04-16,868.633
2002-04-17,873.849
2002-04-18,881.82
2002-04-19,884.691
2002-04-22,882.481
2002-04-23,869.204
2002-04-24,870.797
2002-04-25,864.082
2002-04-26,865.411
2002-04-29,875.355
2002-04-30,879.826
2002-05-01,888.352
2002-05-02,886.199
2002-05-03,902.285
2002-05-06,899.33
2002-05-07,890.463
2002-05-08,898.745
2002-05-09,899.693
2002-05-10,905.568
2002-05-13,907.118
2002-05-14,897.023
2002-05-15,903.042
2002-05-16,903.927
2002-05-17,918.35
2002-05-20,919.209
2002-05-21,914.525
2002-05-22,920.048
2002-05-23,913.039
2002-05-24,914.968
2002-05-27,911.637
2002-05-28,913.669
2002-05-29,912.353
2002-05-30,921.297
2002-05-31,922.685
2002-06-03,918.774
2002-06-04,911.758
2002-06-05,903.697
2002-06-06,898.673
2002-06-07,888.063
2002-06-10,890.551
2002-06-11,891.328
2002-06-12,884.729
2002-06-13,871.523
2002-06-14,855.783
2002-06-17,862.574
2002-06-18,865.026
2002-06-19,855.384
2002-06-20,834.285
2002-06-21,834.707
2002-06-24,813.598
2002-06-25,839.215
2002-06-26,840.885
2002-06-27,845.592
2002-06-28,882.437
2002-07-01,863.503
2002-07-02,856.519
2002-07-03,867.768
2002-07-04,871.88
2002-07-05,878.17
2002-07-08,889.989
2002-07-09,881.436
2002-07-10,853.16
2002-07-11,822.502
2002-07-12,822.657
2002-07-15,798.831
2002-07-16,783.434
2002-07-17,792.972
2002-07-18,790.523
2002-07-19,763.736
2002-07-22,702.098
2002-07-23,682.328
2002-07-24,655.541
2002-07-25,701.936
2002-07-26,699.052
2002-07-29,744.802
2002-07-30,725.704
2002-07-31,714.167
2002-08-01,698.026
2002-08-02,672.697
2002-08-05,640.202
2002-08-06,672.024
2002-08-07,657.875
2002-08-08,682.314
2002-08-09,699.337
2002-08-12,708.52
2002-08-13,720.637
2002-08-14,709.479
2002-08-15,731.383
2002-08-16,731.366
2002-08-19,747.049
2002-08-20,725.47
2002-08-21,755.648
2002-08-22,778.388
2002-08-23,770.784
2002-08-26,762.356
2002-08-27,770.061
2002-08-28,735.164
2002-08-29,712.309
2002-08-30,715.03
2002-09-02,703.633
2002-09-03,679.717
2002-09-04,689.387
2002-09-05,674.094
2002-09-06,702.245
2002-09-09,682.683
2002-09-10,686.448
2002-09-11,701.918
2002-09-12,683.092
2002-09-13,661.126
2002-09-16,639.606
2002-09-17,626.529
2002-09-18,607.304
2002-09-19,601.717
2002-09-20,612.727
2002-09-23,584.968
2002-09-24,579.356
2002-09-25,580.672
2002-09-26,610.124
2002-09-27,616.061
2002-09-30,604.27
2002-10-01,589.73
2002-10-02,598.498
2002-10-03,601.09
2002-10-04,584.052
2002-10-07,569.624
2002-10-08,566.286
2002-10-09,559.761
2002-10-10,568.424
2002-10-11,601.681
2002-10-14,603.423
2002-10-15,634.519
2002-10-16,634.927
2002-10-17,644.626
2002-10-18,645.769
2002-10-21,637.578
2002-10-22,614.702
2002-10-23,582.575
2002-10-24,600.397
2002-10-25,590.109
2002-10-28,606.962
2002-10-29,598.634
2002-10-30,605.079
2002-10-31,624.644
2002-11-01,623.398
2002-11-04,643.511
2002-11-05,658.086
2002-11-06,652.926
2002-11-07,648.637
2002-11-08,644.157
2002-11-11,632.188
2002-11-12,629.918
2002-11-13,633.586
2002-11-14,647.686
2002-11-15,655.159
2002-11-18,656.616
2002-11-19,662.38
2002-11-20,648.398
2002-11-21,659.473
2002-11-22,673.405
2002-11-25,664.115
2002-11-26,642.832
2002-11-27,656.381
2002-11-28,664.426
2002-11-29,668.419
2002-12-02,676.945
2002-12-03,651.296
2002-12-04,645.083
2002-12-05,643.171
2002-12-06,648.34
2002-12-09,642.97
2002-12-10,646.544
2002-12-11,644.459
2002-12-12,650.779
2002-12-13,640.194
2002-12-16,646.276
2002-12-17,644.497
2002-12-18,635.89
2002-12-19,621.591
2002-12-20,620.691
2002-12-23,616.726
2002-12-24,621.039
2002-12-25,621.039
2002-12-26,622.033
2002-12-27,608.494
2002-12-30,615.644
2002-12-31,620.052
2003-01-01,620.052
2003-01-02,611.865
2003-01-03,636.948
2003-01-06,655.158
2003-01-07,646.672
2003-01-08,634.314
2003-01-09,633.678
2003-01-10,643.556
2003-01-13,652.608
2003-01-14,659.016
2003-01-15,645.271
2003-01-16,641.135
2003-01-17,634.618
2003-01-20,631.468
2003-01-21,621.168
2003-01-22,594.461
2003-01-23,591.909
2003-01-24,571.807
2003-01-27,542.052
2003-01-28,546.748
2003-01-29,534.017
2003-01-30,535.997
2003-01-31,542.313
2003-02-03,541.577
2003-02-04,541.277
2003-02-05,541.588
2003-02-06,526.462
2003-02-07,520.294
2003-02-10,513.69
2003-02-11,516.985
2003-02-12,507.138
2003-02-13,505.679
2003-02-14,511.188
2003-02-17,518.264
2003-02-18,518.398
2003-02-19,516.791
2003-02-20,500.595
2003-02-21,500.334
2003-02-24,488.863
2003-02-25,467.316
2003-02-26,448.302
2003-02-27,447.134
2003-02-28,459.857
2003-03-03,463.657
2003-03-04,453.033
2003-03-05,437.556
2003-03-06,435.768
2003-03-07,421.104
2003-03-10,419.748
2003-03-11,417.153
2003-03-12,404.405
2003-03-13,402.656
2003-03-14,416.707
2003-03-17,426.066
2003-03-18,455.312
2003-03-19,467.122
2003-03-20,468.83
2003-03-21,468.681
2003-03-24,455.509
2003-03-25,458.1
2003-03-26,462.308
2003-03-27,463.431
2003-03-28,467.331
2003-03-31,464.028
2003-04-01,458.044
2003-04-02,455.132
2003-04-03,454.011
2003-04-04,457.691
2003-04-07,468.813
2003-04-08,453.946
2003-04-09,453.844
2003-04-10,456.011
2003-04-11,453.149
2003-04-14,458.145
2003-04-15,470.323
2003-04-16,471.112
2003-04-17,475.5
2003-04-18,475.5
2003-04-21,470.864
2003-04-22,472.667
2003-04-23,470.522
2003-04-24,479.732
2003-04-25,477.951
2003-04-28,484.61
2003-04-29,482.137
2003-04-30,489.813
2003-05-01,495.568
2003-05-02,494.952
2003-05-05,494.645
2003-05-06,500.471
2003-05-07,497.099
2003-05-08,495.786
2003-05-09,489.581
2003-05-12,485.235
2003-05-13,479.71
2003-05-14,479.915
2003-05-15,481.651
2003-05-16,480.117
2003-05-19,469.218
2003-05-20,464.824
2003-05-21,457.73
2003-05-22,467.635
2003-05-23,481.762
2003-05-26,489.333
2003-05-27,486.784
2003-05-28,486.136
2003-05-29,489.053
2003-05-30,484.979
2003-06-02,501.046
2003-06-03,492.314
2003-06-04,505.536
2003-06-05,507.586
2003-06-06,512.066
2003-06-09,517.224
2003-06-10,510.27
2003-06-11,526.859
2003-06-12,532.826
2003-06-13,524.129
2003-06-16,536.709
2003-06-17,544.258
2003-06-18,529.951
2003-06-19,525.726
2003-06-20,527.963
2003-06-23,510.513
2003-06-24,491.8
2003-06-25,494.648
2003-06-26,481.484
2003-06-27,481.196
2003-06-30,472.636
2003-07-01,475.52
2003-07-02,470.417
2003-07-03,471.174
2003-07-04,470.162
2003-07-07,487.976
2003-07-08,500.713
2003-07-09,490.606
2003-07-10,488.577
2003-07-11,498.148
2003-07-14,504.511
2003-07-15,487.645
2003-07-16,484.83
2003-07-17,480.979
2003-07-18,487.528
2003-07-21,488.758
2003-07-22,485.463
2003-07-23,485.455
2003-07-24,491.569
2003-07-25,497.261
2003-07-28,501.184
2003-07-29,508.229
2003-07-30,524.509
2003-07-31,557.161
2003-08-01,585.634
2003-08-04,568.743
2003-08-05,590.696
2003-08-06,586.712
2003-08-07,584.689
2003-08-08,576.768
2003-08-11,563.293
2003-08-12,563.538
2003-08-13,566.747
2003-08-14,566.03
2003-08-15,573.341
2003-08-18,585.839
2003-08-19,608.734
2003-08-20,593.395
2003-08-21,589.989
2003-08-22,608.452
2003-08-25,598.796
2003-08-26,595.806
2003-08-27,590.654
2003-08-28,627.897
2003-08-29,621.027
2003-09-01,632.265
2003-09-02,613.983
2003-09-03,624.011
2003-09-04,616.944
2003-09-05,614.376
2003-09-08,625.246
2003-09-09,614.566
2003-09-10,610.421
2003-09-11,611.259
2003-09-12,618.938
2003-09-15,634.867
2003-09-16,632.081
2003-09-17,633.443
2003-09-18,636.025
2003-09-19,637.344
2003-09-22,637.778
2003-09-23,627.278
2003-09-24,630.987
2003-09-25,624.373
2003-09-26,603.085
2003-09-29,610.181
2003-09-30,608.174
2003-10-01,612.62
2003-10-02,605.672
2003-10-03,620.101
2003-10-06,622.391
2003-10-07,621.12
2003-10-08,629.072
2003-10-09,636.644
2003-10-10,638.895
2003-10-13,633.093
2003-10-14,632.005
2003-10-15,624.823
2003-10-16,622.417
2003-10-17,613.57
2003-10-20,612.206
2003-10-21,607.406
2003-10-22,601.158
2003-10-23,613.995
2003-10-24,598.027
2003-10-27,596.809
2003-10-28,611.164
2003-10-29,617.582
2003-10-30,622.275
2003-10-31,613.552
2003-11-03,615.648
2003-11-04,613.363
2003-11-05,603.592
2003-11-06,594.054
2003-11-07,607.556
2003-11-10,602.14
2003-11-11,609.133
2003-11-12,614.994
2003-11-13,626.584
2003-11-14,635.601
2003-11-17,626.622
2003-11-18,629.27
2003-11-19,625.483
2003-11-20,627.521
2003-11-21,629.313
2003-11-24,628.107
2003-11-25,633.009
2003-11-26,645.421
2003-11-27,646.749
2003-11-28,645.332
2003-12-01,653.718
2003-12-02,658.861
2003-12-03,672.729
2003-12-04,672.681
2003-12-05,666.025
2003-12-08,682.848
2003-12-09,683.527
2003-12-10,670.99
2003-12-11,665.304
2003-12-12,664.869
2003-12-15,667.111
2003-12-16,662.421
2003-12-17,663.452
2003-12-18,665.433
2003-12-19,656.749
2003-12-22,658.582
2003-12-23,657.903
2003-12-24,662.224
2003-12-25,662.224
2003-12-26,660.954
2003-12-29,668.563
2003-12-30,681.241
2003-12-31,685.675
2004-01-01,685.675
2004-01-02,684.236
2004-01-05,707.535
2004-01-06,700.61
2004-01-07,702.314
2004-01-08,705.949
2004-01-09,710.044
2004-01-12,698.385
2004-01-13,712.805
2004-01-14,720.258
2004-01-15,710.773
2004-01-16,710.938
2004-01-19,714.992
2004-01-20,717.702
2004-01-21,713.126
2004-01-22,717.969
2004-01-23,714.432
2004-01-26,704.608
2004-01-27,705.748
2004-01-28,707.928
2004-01-29,688.855
2004-01-30,688.7
2004-02-02,695.684
2004-02-03,694.625
2004-02-04,688.601
2004-02-05,693.424
2004-02-06,700.947
2004-02-09,703.47
2004-02-10,701.706
2004-02-11,695.847
2004-02-12,698.843
2004-02-13,699.139
2004-02-16,695.189
2004-02-17,691.828
2004-02-18,688.664
2004-02-19,682.896
2004-02-20,678.438
2004-02-23,671.135
2004-02-24,667.73
2004-02-25,658.327
2004-02-26,648.957
2004-02-27,653.9
2004-03-01,655.493
2004-03-02,645.608
2004-03-03,635.948
2004-03-04,647.451
2004-03-05,668.318
2004-03-08,654.362
2004-03-09,645.689
2004-03-10,638.467
2004-03-11,620.844
2004-03-12,613.345
2004-03-15,600.489
2004-03-16,608.226
2004-03-17,617.008
2004-03-18,614.814
2004-03-19,606.809
2004-03-22,590.659
2004-03-23,595.224
2004-03-24,588.779
2004-03-25,598.549
2004-03-26,597.47
2004-03-29,604.539
2004-03-30,580.489
2004-03-31,592.784
2004-04-01,593.461
2004-04-02,583.281
2004-04-05,578.961
2004-04-06,575.119
2004-04-07,588.898
2004-04-08,586.011
2004-04-09,586.011
2004-04-12,585.213
2004-04-13,576.653
2004-04-14,568.345
2004-04-15,560.588
2004-04-16,561.35
2004-04-19,562.007
2004-04-20,558.712
2004-04-21,553.999
2004-04-22,554.409
2004-04-23,560.697
2004-04-26,566.516
2004-04-27,570.007
2004-04-28,567.403
2004-04-29,568.935
2004-04-30,570.703
2004-05-03,573.741
2004-05-04,580.833
2004-05-05,580.838
2004-05-06,568.672
2004-05-07,562.263
2004-05-10,541.655
2004-05-11,549.002
2004-05-12,542.417
2004-05-13,544.974
2004-05-14,550.9
2004-05-17,545.332
2004-05-18,542.753
2004-05-19,564.66
2004-05-20,559.182
2004-05-21,564.416
2004-05-24,561.121
2004-05-25,564.687
2004-05-26,560.303
2004-05-27,583.645
2004-05-28,584.988
2004-05-31,584.988
2004-06-01,580.592
2004-06-02,599.939
2004-06-03,599.095
2004-06-04,603.037
2004-06-07,609.07
2004-06-08,603.537
2004-06-09,594.545
2004-06-10,591.56
2004-06-11,590.94
2004-06-14,586.484
2004-06-15,592.071
2004-06-16,591.029
2004-06-17,615.547
2004-06-18,624.351
2004-06-21,629.705
2004-06-22,623.226
2004-06-23,622.412
2004-06-24,636.888
2004-06-25,634.049
2004-06-28,644.63
2004-06-29,636.236
2004-06-30,638.182
2004-07-01,623.558
2004-07-02,634.013
2004-07-05,628.92
2004-07-06,615.33
2004-07-07,613.965
2004-07-08,624.313
2004-07-09,618.024
2004-07-12,614.881
2004-07-13,606.629
2004-07-14,603.061
2004-07-15,597.989
2004-07-16,609.3
2004-07-19,599.049
2004-07-20,586.278
2004-07-21,584.856
2004-07-22,586.253
2004-07-23,572.139
2004-07-26,566.457
2004-07-27,569.841
2004-07-28,572.397
2004-07-29,574.805
2004-07-30,557.165
2004-08-02,554.314
2004-08-03,555.596
2004-08-04,543.29
2004-08-05,529.836
2004-08-06,520.453
2004-08-09,515.247
2004-08-10,525.935
2004-08-11,519.739
2004-08-12,497.254
2004-08-13,502.073
2004-08-16,502.607
2004-08-17,505.208
2004-08-18,504.998
2004-08-19,516.482
2004-08-20,511.934
2004-08-23,511.555
2004-08-24,511.324
2004-08-25,510.493
2004-08-26,514.254
2004-08-27,508.217
2004-08-30,508.08
2004-08-31,507.487
2004-09-01,512.428
2004-09-02,517.988
2004-09-03,532.141
2004-09-06,537.683
2004-09-07,540.105
2004-09-08,538.54
2004-09-09,535.727
2004-09-10,544.363
2004-09-13,544.684
2004-09-14,543.977
2004-09-15,543.623
2004-09-16,544.308
2004-09-17,550.124
2004-09-20,541.115
2004-09-21,554.624
2004-09-22,546.801
2004-09-23,543.16
2004-09-24,540.299
2004-09-27,532.744
2004-09-28,543.363
2004-09-29,543.981
2004-09-30,544.274
2004-10-01,545.562
2004-10-04,547.983
2004-10-05,563.222
2004-10-06,563.653
2004-10-07,567.019
2004-10-08,568.02
2004-10-11,563.988
2004-10-12,551.728
2004-10-13,557.265
2004-10-14,559.178
2004-10-15,559.046
2004-10-18,560.061
2004-10-19,563.274
2004-10-20,565.444
2004-10-21,569.717
2004-10-22,571.121
2004-10-25,569.187
2004-10-26,574.256
2004-10-27,585.858
2004-10-28,592.873
2004-10-29,590.277
2004-11-01,593.442
2004-11-02,592.387
2004-11-03,599.276
2004-11-04,603.781
2004-11-05,608.936
2004-11-08,610.782
2004-11-09,608.795
2004-11-10,614.455
2004-11-11,622.733
2004-11-12,626.573
2004-11-15,619.622
2004-11-16,617.269
2004-11-17,624.189
2004-11-18,622.576
2004-11-19,620.168
2004-11-22,615.773
2004-11-23,614.677
2004-11-24,617.797
2004-11-25,625.312
2004-11-26,619.903
2004-11-29,617.364
2004-11-30,613.771
2004-12-01,618.506
2004-12-02,634.704
2004-12-03,650.372
2004-12-06,657.215
2004-12-07,657.705
2004-12-08,647.703
2004-12-09,655.684
2004-12-10,665.354
2004-12-13,669.635
2004-12-14,658.991
2004-12-15,667.591
2004-12-16,661.241
2004-12-17,655.606
2004-12-20,664.086
2004-12-21,657.946
2004-12-22,658.386
2004-12-23,663.321
2004-12-24,664.28
2004-12-27,667.609
2004-12-28,665.467
2004-12-29,667.16
2004-12-30,667.766
2004-12-31,665.564
2005-01-03,666.718
2005-01-04,666.679
2005-01-05,661.529
2005-01-06,660.449
2005-01-07,657.797
2005-01-10,661.552
2005-01-11,659.744
2005-01-12,657.189
2005-01-13,649.177
2005-01-14,642.318
2005-01-17,646.707
2005-01-18,646.466
2005-01-19,647.519
2005-01-20,638.278
2005-01-21,635.363
2005-01-24,641.362
2005-01-25,639.595
2005-01-26,649.439
2005-01-27,657.76
2005-01-28,656.588
2005-01-31,665.735
2005-02-01,646.781
2005-02-02,651.913
2005-02-03,645.175
2005-02-04,648.967
2005-02-07,640.174
2005-02-08,639.907
2005-02-09,640.336
2005-02-10,635.814
2005-02-11,636.681
2005-02-14,645.478
2005-02-15,654.079
2005-02-16,651.089
2005-02-17,661.468
2005-02-18,658.654
2005-02-21,656.205
2005-02-22,661.844
2005-02-23,654.559
2005-02-24,656.426
2005-02-25,668.147
2005-02-28,669.694
2005-03-01,670.542
2005-03-02,666.182
2005-03-03,669.258
2005-03-04,669.575
2005-03-07,666.373
2005-03-08,675.781
2005-03-09,673.023
2005-03-10,674.646
2005-03-11,684.551
2005-03-14,686.293
2005-03-15,682.728
2005-03-16,682.802
2005-03-17,674.141
2005-03-18,664.093
2005-03-21,659.482
2005-03-22,660.474
2005-03-23,645.546
2005-03-24,640.939
2005-03-25,640.939
2005-03-28,637.139
2005-03-29,636.211
2005-03-30,636.874
2005-03-31,645.706
2005-04-01,653.448
2005-04-04,646.223
2005-04-05,656.907
2005-04-06,662.884
2005-04-07,662.654
2005-04-08,653.191
2005-04-11,652.014
2005-04-12,639.026
2005-04-13,642.935
2005-04-14,635.767
2005-04-15,629.034
2005-04-18,623.37
2005-04-19,625.178
2005-04-20,624.822
2005-04-21,628.099
2005-04-22,626.77
2005-04-25,622.581
2005-04-26,618.167
2005-04-27,604.299
2005-04-28,600.513
2005-04-29,599.981
2005-05-02,599.597
2005-05-03,604.479
2005-05-04,611.337
2005-05-05,608.04
2005-05-06,605.12
2005-05-09,606.856
2005-05-10,600.764
2005-05-11,595.459
2005-05-12,597.91
2005-05-13,590.324
2005-05-16,589.263
2005-05-17,591.171
2005-05-18,591.079
2005-05-19,590.438
2005-05-20,584.869
2005-05-23,586.449
2005-05-24,584.895
2005-05-25,584.814
2005-05-26,583.95
2005-05-27,590.02
2005-05-30,587.537
2005-05-31,581.16
2005-06-01,583.099
2005-06-02,588.089
2005-06-03,585.735
2005-06-06,586.026
2005-06-07,589.864
2005-06-08,589.957
2005-06-09,585.306
2005-06-10,584.383
2005-06-13,583.28
2005-06-14,582.643
2005-06-15,591.133
2005-06-16,593.588
2005-06-17,600.271
2005-06-20,590.807
2005-06-21,593.79
2005-06-22,591.218
2005-06-23,590.161
2005-06-24,580.064
2005-06-27,579.23
2005-06-28,576.011
2005-06-29,580.044
2005-06-30,575.881
2005-07-01,571.981
2005-07-04,569.921
2005-07-05,566.101
2005-07-06,570.367
2005-07-07,570.419
2005-07-08,574.137
2005-07-11,587.261
2005-07-12,590.843
2005-07-13,589.076
2005-07-14,592.71
2005-07-15,589.786
2005-07-18,593.906
2005-07-19,593.395
2005-07-20,594.2
2005-07-21,600.385
2005-07-22,602.471
2005-07-25,597.603
2005-07-26,592.321
2005-07-27,594.124
2005-07-28,599.972
2005-07-29,603.442
2005-08-01,606.655
2005-08-02,610.883
2005-08-03,620.432
2005-08-04,628.013
2005-08-05,616.621
2005-08-08,620.474
2005-08-09,622.527
2005-08-10,631.349
2005-08-11,632.218
2005-08-12,630.829
2005-08-15,627.275
2005-08-16,628.532
2005-08-17,627.536
2005-08-18,613.098
2005-08-19,609.806
2005-08-22,616.962
2005-08-23,611.02
2005-08-24,611.536
2005-08-25,610.099
2005-08-26,612.611
2005-08-29,609.453
2005-08-30,604.656
2005-08-31,613.948
2005-09-01,626.451
2005-09-02,635.942
2005-09-05,631.526
2005-09-06,636.567
2005-09-07,635.814
2005-09-08,633.132
2005-09-09,635.023
2005-09-12,626.356
2005-09-13,623.372
2005-09-14,627.892
2005-09-15,624.463
2005-09-16,625.139
2005-09-19,620.353
2005-09-20,619.331
2005-09-21,616.348
2005-09-22,606.051
2005-09-23,601.186
2005-09-26,605.49
2005-09-27,603.472
2005-09-28,609.966
2005-09-29,607.79
2005-09-30,617.418
2005-10-03,614.345
2005-10-04,625.313
2005-10-05,634.847
2005-10-06,635.695
2005-10-07,627.421
2005-10-10,628.099
2005-10-11,630.573
2005-10-12,632.159
2005-10-13,626.5
2005-10-14,636.953
2005-10-17,633.837
2005-10-18,629.491
2005-10-19,619.706
2005-10-20,623.441
2005-10-21,621.807
2005-10-24,625.937
2005-10-25,628.827
2005-10-26,629.016
2005-10-27,625.319
2005-10-28,622.419
2005-10-31,624.53
2005-11-01,626.401
2005-11-02,643.559
2005-11-03,646.009
2005-11-04,633.139
2005-11-07,633.938
