Date,SWITZERLAND MID VALUE Mid Cap
2001-12-31,779.723
2002-01-31,773.73
2002-02-28,764.781
2002-03-29,836.769
2002-04-30,879.826
2002-05-31,922.685
2002-06-28,882.437
2002-07-31,714.167
2002-08-30,715.03
2002-09-30,604.27
2002-10-31,624.644
2002-11-29,668.419
2002-12-31,620.052
2003-01-31,542.313
2003-02-28,459.857
2003-03-31,464.028
2003-04-30,489.813
2003-05-30,484.979
2003-06-30,472.636
2003-07-31,557.161
2003-08-29,621.027
2003-09-30,608.174
2003-10-31,613.552
2003-11-28,645.332
2003-12-31,685.675
2004-01-30,688.7
2004-02-27,653.9
2004-03-31,592.784
2004-04-30,570.703
2004-05-31,584.988
2004-06-30,638.182
2004-07-30,557.165
2004-08-31,507.487
2004-09-30,544.274
2004-10-29,590.277
2004-11-30,613.771
2004-12-31,665.564
2005-01-31,665.735
2005-02-28,669.694
2005-03-31,645.706
2005-04-29,599.981
2005-05-31,581.16
2005-06-30,575.881
2005-07-29,603.442
2005-08-31,613.948
2005-09-30,617.418
2005-10-31,624.53
2005-11-30,640.12
2005-12-30,694.705
2006-01-31,731.196
2006-02-28,739.752
2006-03-31,780.735
2006-04-28,833.635
2006-05-31,803.225
2006-06-30,795.22
2006-07-31,788.268
2006-08-31,821.934
2006-09-29,823.822
2006-10-31,833.378
2006-11-30,878.468
2006-12-29,899.509
2007-01-31,915.368
2007-02-28,922.59
2007-03-30,945.594
2007-04-30,982.783
2007-05-31,1000.0
2007-06-29,991.447
2007-07-31,933.083
2007-08-31,884.832
2007-09-28,917.562
2007-10-31,955.655
2007-11-30,947.185
2007-12-31,872.707
2008-01-31,814.677
2008-02-29,844.691
2008-03-31,909.704
2008-04-30,940.937
2008-05-30,894.336
2008-06-30,832.751
2008-07-31,783.0
2008-08-29,684.527
2008-09-30,542.867
2008-10-31,423.015
2008-11-28,399.477
2008-12-31,439.208
2009-01-30,380.428
2009-02-27,339.783
2009-03-31,383.691
2009-04-30,442.198
2009-05-29,485.981
2009-06-30,473.036
2009-07-31,529.129
2009-08-31,592.1
2009-09-30,630.595
2009-10-30,593.527
2009-11-30,600.293
2009-12-31,599.498
2010-01-29,602.629
2010-02-26,595.071
2010-03-31,630.119
2010-04-30,599.215
2010-05-31,539.076
2010-06-30,526.264
2010-07-30,576.979
2010-08-31,578.143
2010-09-30,649.256
2010-10-29,678.454
2010-11-30,642.322
2010-12-31,756.052
2011-01-31,815.396
2011-02-28,839.965
2011-03-31,831.964
2011-04-29,904.61
2011-05-31,870.561
2011-06-30,852.551
2011-07-29,814.535
2011-08-31,738.997
2011-09-30,607.424
2011-10-31,682.629
2011-11-30,582.026
2011-12-30,551.318
2012-01-31,601.819
2012-02-29,645.234
2012-03-30,650.887
2012-04-30,623.338
2012-05-31,527.591
2012-06-29,575.556
2012-07-31,584.268
2012-08-31,618.013
2012-09-28,645.868
2012-10-31,653.862
2012-11-30,659.478
2012-12-31,682.694
2013-01-31,739.861
2013-02-28,746.012
2013-03-29,732.941
2013-04-30,774.768
2013-05-31,783.904
2013-06-28,775.463
2013-07-31,840.166
2013-08-30,833.247
2013-09-30,897.042
2013-10-31,937.306
2013-11-29,950.671
2013-12-31,981.967
2014-01-31,982.881
2014-02-28,1075.836
2014-03-31,1081.299
2014-04-30,1112.102
2014-05-30,1101.687
2014-06-30,1097.223
2014-07-31,1074.707
2014-08-29,1134.962
2014-09-30,1078.138
2014-10-31,1053.881
2014-11-28,1060.252
2014-12-31,1047.339
2015-01-30,1069.481
2015-02-27,1129.843
2015-03-31,1112.75
2015-04-30,1156.672
2015-05-29,1147.798
2015-06-30,1089.125
2015-07-31,1098.378
2015-08-31,1050.911
2015-09-30,973.202
2015-10-30,1041.727
2015-11-30,1021.731
2015-12-31,1037.449
2016-01-29,950.177
2016-02-29,937.96
2016-03-31,983.873
2016-04-29,989.067
2016-05-31,985.02
2016-06-30,894.212
2016-07-29,926.332
2016-08-31,957.454
2016-09-30,964.165
2016-10-31,970.494
2016-11-30,990.364
2016-12-30,1023.199
2017-01-31,1043.927
2017-02-28,1084.118
2017-03-31,1098.318
2017-04-28,1156.104
2017-05-31,1181.661
2017-06-30,1187.26
2017-07-31,1249.022
2017-08-31,1227.345
2017-09-29,1253.499
2017-10-31,1243.692
2017-11-30,1225.258
2017-12-29,1277.211
2018-01-31,1370.71
2018-02-28,1316.606
2018-03-30,1285.259
2018-04-30,1313.811
2018-05-31,1279.881
2018-06-29,1279.095
2018-07-31,1326.014
2018-08-31,1329.485
2018-09-28,1335.464
2018-10-31,1290.527
2018-11-30,1327.321
2018-12-31,1283.862
2019-01-31,1389.774
2019-02-28,1448.95
2019-03-29,1466.009
2019-04-30,1541.201
2019-05-31,1517.235
2019-06-28,1653.28
2019-07-31,1619.15
2019-08-30,1597.546
2019-09-30,1635.767
2019-10-31,1712.03
2019-11-29,1709.237
2019-12-31,1774.664
2020-01-31,1753.051
2020-02-28,1595.237
2020-03-31,1248.411
2020-04-30,1370.006
2020-05-29,1373.803
2020-06-30,1413.289
2020-07-31,1448.406
2020-08-31,1544.47
2020-09-30,1494.497
2020-10-30,1364.9
2020-11-30,1661.268
2020-12-31,1751.236
2021-01-29,1744.261
2021-02-26,1787.614
2021-03-31,1796.764
2021-04-30,1856.165
2021-05-31,1980.723
2021-06-30,1898.986
2021-07-30,1911.115
2021-08-31,1857.665
2021-09-30,1757.439
2021-10-29,1857.799
2021-11-30,1786.676
2021-12-31,1923.509
2022-01-31,1895.77
2022-02-28,1851.413
2022-03-31,1863.605
2022-04-29,1746.161
2022-05-31,1749.497
2022-06-30,1564.726
2022-07-29,1674.179
2022-08-31,1588.278
2022-09-30,1416.248
2022-10-31,1497.661
2022-11-30,1655.506
2022-12-30,1694.91
2023-01-31,1898.252
2023-02-28,1906.035
2023-03-31,1918.122
2023-04-28,2034.032
2023-05-31,1834.948
2023-06-30,1846.619
2023-07-31,2055.852
2023-08-31,1989.724
2023-09-29,1885.899
2023-10-31,1847.249
2023-11-30,1942.474
2023-12-29,2059.692
2024-01-31,2038.447
2024-02-29,1966.178
2024-03-29,1962.527
2024-04-30,1947.754
2024-05-31,2085.563
2024-06-28,2069.106
2024-07-31,2210.796
2024-08-30,2299.311
2024-09-30,2335.897
2024-10-31,2279.357
2024-11-29,2226.163
2024-12-31,2118.363
2025-01-31,2257.768
2025-02-28,2281.066
2025-03-31,2322.328
2025-04-30,2516.382
2025-05-30,2672.945
2025-06-30,2715.798
2025-07-31,2780.936
2025-08-29,2901.469
2025-09-30,2812.507
