Date,SWEDEN SMALL CAP Small Cap
2001-07-18,84.508
2001-07-19,85.885
2001-07-20,85.475
2001-07-23,84.365
2001-07-24,84.408
2001-07-25,85.538
2001-07-26,85.362
2001-07-27,86.619
2001-07-30,87.326
2001-07-31,88.048
2001-08-01,87.889
2001-08-02,89.171
2001-08-03,90.246
2001-08-06,89.195
2001-08-07,88.182
2001-08-08,87.851
2001-08-09,88.159
2001-08-10,88.46
2001-08-13,88.489
2001-08-14,88.875
2001-08-15,89.288
2001-08-16,88.031
2001-08-17,86.713
2001-08-20,82.698
2001-08-21,84.163
2001-08-22,84.614
2001-08-23,84.894
2001-08-24,86.556
2001-08-27,86.772
2001-08-28,86.009
2001-08-29,84.648
2001-08-30,83.919
2001-08-31,84.839
2001-09-03,83.744
2001-09-04,81.978
2001-09-05,81.56
2001-09-06,81.966
2001-09-07,81.654
2001-09-10,80.512
2001-09-11,73.886
2001-09-12,76.023
2001-09-13,77.352
2001-09-14,76.671
2001-09-17,74.545
2001-09-18,73.026
2001-09-19,73.522
2001-09-20,70.467
2001-09-21,66.749
2001-09-24,67.829
2001-09-25,69.746
2001-09-26,69.086
2001-09-27,69.617
2001-09-28,70.552
2001-10-01,70.575
2001-10-02,70.496
2001-10-03,71.091
2001-10-04,73.621
2001-10-05,74.491
2001-10-08,74.098
2001-10-09,75.06
2001-10-10,75.601
2001-10-11,79.56
2001-10-12,79.722
2001-10-15,80.202
2001-10-16,80.584
2001-10-17,81.818
2001-10-18,80.112
2001-10-19,78.551
2001-10-22,77.249
2001-10-23,79.405
2001-10-24,80.27
2001-10-25,79.565
2001-10-26,80.378
2001-10-29,81.416
2001-10-30,80.159
2001-10-31,80.705
2001-11-01,80.886
2001-11-02,80.718
2001-11-05,81.675
2001-11-06,82.065
2001-11-07,82.975
2001-11-08,82.84
2001-11-09,82.92
2001-11-12,82.196
2001-11-13,83.642
2001-11-14,85.237
2001-11-15,86.791
2001-11-16,88.256
2001-11-19,88.657
2001-11-20,87.301
2001-11-21,86.724
2001-11-22,88.207
2001-11-23,89.249
2001-11-26,91.136
2001-11-27,90.038
2001-11-28,89.937
2001-11-29,89.802
2001-11-30,90.42
2001-12-03,89.526
2001-12-04,90.412
2001-12-05,92.933
2001-12-06,93.486
2001-12-07,94.487
2001-12-10,93.537
2001-12-11,93.087
2001-12-12,93.273
2001-12-13,92.023
2001-12-14,91.439
2001-12-17,91.968
2001-12-18,91.847
2001-12-19,90.317
2001-12-20,88.859
2001-12-21,89.54
2001-12-24,88.357
2001-12-25,88.357
2001-12-26,88.057
2001-12-27,90.785
2001-12-28,92.351
2001-12-31,93.102
2002-01-01,93.102
2002-01-02,95.123
2002-01-03,97.558
2002-01-04,96.851
2002-01-07,97.222
2002-01-08,95.56
2002-01-09,96.444
2002-01-10,96.8
2002-01-11,98.302
2002-01-14,95.866
2002-01-15,96.256
2002-01-16,93.538
2002-01-17,94.124
2002-01-18,94.433
2002-01-21,93.884
2002-01-22,93.836
2002-01-23,95.28
2002-01-24,95.131
2002-01-25,93.624
2002-01-28,92.869
2002-01-29,93.234
2002-01-30,93.404
2002-01-31,95.771
2002-02-01,96.479
2002-02-04,96.162
2002-02-05,95.422
2002-02-06,95.94
2002-02-07,94.784
2002-02-08,95.117
2002-02-11,96.233
2002-02-12,96.004
2002-02-13,96.036
2002-02-14,95.518
2002-02-15,95.448
2002-02-18,95.144
2002-02-19,95.626
2002-02-20,94.868
2002-02-21,96.694
2002-02-22,96.564
2002-02-25,96.974
2002-02-26,97.222
2002-02-27,98.329
2002-02-28,99.012
2002-03-01,99.538
2002-03-04,103.617
2002-03-05,104.215
2002-03-06,103.798
2002-03-07,105.137
2002-03-08,105.436
2002-03-11,105.057
2002-03-12,102.601
2002-03-13,102.664
2002-03-14,103.218
2002-03-15,103.194
2002-03-18,103.546
2002-03-19,103.68
2002-03-20,103.87
2002-03-21,104.062
2002-03-22,104.272
2002-03-25,104.586
2002-03-26,104.461
2002-03-27,104.66
2002-03-28,105.194
2002-03-29,105.194
2002-04-01,106.232
2002-04-02,106.727
2002-04-03,106.486
2002-04-04,106.394
2002-04-05,107.729
2002-04-08,105.753
2002-04-09,105.183
2002-04-10,105.452
2002-04-11,105.188
2002-04-12,105.518
2002-04-15,105.437
2002-04-16,105.675
2002-04-17,106.861
2002-04-18,105.761
2002-04-19,104.833
2002-04-22,102.586
2002-04-23,101.804
2002-04-24,104.699
2002-04-25,104.011
2002-04-26,106.485
2002-04-29,106.509
2002-04-30,105.774
2002-05-01,106.396
2002-05-02,106.612
2002-05-03,107.575
2002-05-06,107.392
2002-05-07,105.33
2002-05-08,107.492
2002-05-09,107.307
2002-05-10,107.88
2002-05-13,108.383
2002-05-14,109.151
2002-05-15,111.067
2002-05-16,112.28
2002-05-17,113.457
2002-05-20,113.781
2002-05-21,113.329
2002-05-22,112.964
2002-05-23,111.673
2002-05-24,112.273
2002-05-27,112.134
2002-05-28,112.912
2002-05-29,111.88
2002-05-30,111.773
2002-05-31,111.787
2002-06-03,111.028
2002-06-04,108.814
2002-06-05,108.451
2002-06-06,109.091
2002-06-07,107.397
2002-06-10,107.829
2002-06-11,108.22
2002-06-12,107.174
2002-06-13,105.988
2002-06-14,103.299
2002-06-17,104.415
2002-06-18,104.835
2002-06-19,104.602
2002-06-20,104.391
2002-06-21,105.036
2002-06-24,103.709
2002-06-25,105.447
2002-06-26,105.444
2002-06-27,108.378
2002-06-28,110.953
2002-07-01,111.286
2002-07-02,108.915
2002-07-03,106.604
2002-07-04,107.262
2002-07-05,109.138
2002-07-08,109.971
2002-07-09,110.248
2002-07-10,108.366
2002-07-11,105.756
2002-07-12,105.521
2002-07-15,106.347
2002-07-16,105.732
2002-07-17,105.394
2002-07-18,106.479
2002-07-19,106.024
2002-07-22,101.164
2002-07-23,96.242
2002-07-24,91.794
2002-07-25,96.952
2002-07-26,95.186
2002-07-29,99.107
2002-07-30,100.144
2002-07-31,98.771
2002-08-01,97.839
2002-08-02,96.169
2002-08-05,94.603
2002-08-06,93.121
2002-08-07,95.357
2002-08-08,96.436
2002-08-09,97.566
2002-08-12,98.158
2002-08-13,98.531
2002-08-14,94.731
2002-08-15,95.46
2002-08-16,95.251
2002-08-19,95.728
2002-08-20,96.201
2002-08-21,97.725
2002-08-22,96.943
2002-08-23,95.961
2002-08-26,95.641
2002-08-27,96.336
2002-08-28,95.238
2002-08-29,93.875
2002-08-30,92.46
2002-09-02,93.375
2002-09-03,91.711
2002-09-04,90.17
2002-09-05,89.555
2002-09-06,90.804
2002-09-09,89.743
2002-09-10,90.132
2002-09-11,91.755
2002-09-12,91.107
2002-09-13,90.749
2002-09-16,90.75
2002-09-17,90.151
2002-09-18,88.43
2002-09-19,87.633
2002-09-20,88.515
2002-09-23,85.276
2002-09-24,82.772
2002-09-25,81.784
2002-09-26,82.42
2002-09-27,82.147
2002-09-30,80.718
2002-10-01,79.855
2002-10-02,80.191
2002-10-03,80.087
2002-10-04,78.549
2002-10-07,76.791
2002-10-08,74.833
2002-10-09,75.13
2002-10-10,75.721
2002-10-11,78.846
2002-10-14,79.65
2002-10-15,84.167
2002-10-16,84.146
2002-10-17,84.144
2002-10-18,84.377
2002-10-21,86.643
2002-10-22,86.249
2002-10-23,87.296
2002-10-24,87.691
2002-10-25,87.449
2002-10-28,89.31
2002-10-29,88.588
2002-10-30,90.859
2002-10-31,92.963
2002-11-01,92.569
2002-11-04,94.526
2002-11-05,95.124
2002-11-06,95.135
2002-11-07,96.169
2002-11-08,96.655
2002-11-11,95.815
2002-11-12,96.388
2002-11-13,96.527
2002-11-14,97.002
2002-11-15,98.192
2002-11-18,98.692
2002-11-19,98.326
2002-11-20,98.358
2002-11-21,101.209
2002-11-22,101.663
2002-11-25,100.888
2002-11-26,99.704
2002-11-27,100.632
2002-11-28,102.825
2002-11-29,102.867
2002-12-02,103.04
2002-12-03,100.502
2002-12-04,100.495
2002-12-05,101.252
2002-12-06,101.31
2002-12-09,99.951
2002-12-10,99.173
2002-12-11,100.463
2002-12-12,100.492
2002-12-13,100.372
2002-12-16,100.366
2002-12-17,100.535
2002-12-18,98.48
2002-12-19,97.955
2002-12-20,98.577
2002-12-23,98.162
2002-12-24,98.658
2002-12-25,98.658
2002-12-26,98.85
2002-12-27,97.932
2002-12-30,98.981
2002-12-31,99.516
2003-01-01,99.516
2003-01-02,99.685
2003-01-03,101.42
2003-01-06,101.987
2003-01-07,103.003
2003-01-08,100.772
2003-01-09,100.834
2003-01-10,101.145
2003-01-13,101.453
2003-01-14,101.401
2003-01-15,101.489
2003-01-16,100.997
2003-01-17,100.704
2003-01-20,100.9
2003-01-21,100.075
2003-01-22,99.223
2003-01-23,99.465
2003-01-24,99.63
2003-01-27,97.39
2003-01-28,95.77
2003-01-29,95.229
2003-01-30,94.911
2003-01-31,94.523
2003-02-03,96.504
2003-02-04,96.166
2003-02-05,95.69
2003-02-06,94.534
2003-02-07,93.43
2003-02-10,91.715
2003-02-11,93.731
2003-02-12,92.63
2003-02-13,93.105
2003-02-14,93.282
2003-02-17,95.425
2003-02-18,95.097
2003-02-19,94.912
2003-02-20,95.284
2003-02-21,95.095
2003-02-24,94.321
2003-02-25,92.323
2003-02-26,91.971
2003-02-27,91.24
2003-02-28,91.567
2003-03-03,92.672
2003-03-04,92.87
2003-03-05,94.112
2003-03-06,93.125
2003-03-07,92.09
2003-03-10,91.313
2003-03-11,90.198
2003-03-12,88.905
2003-03-13,89.203
2003-03-14,89.85
2003-03-17,90.403
2003-03-18,90.968
2003-03-19,91.379
2003-03-20,92.06
2003-03-21,92.22
2003-03-24,91.583
2003-03-25,91.186
2003-03-26,91.543
2003-03-27,90.698
2003-03-28,90.877
2003-03-31,90.346
2003-04-01,90.581
2003-04-02,91.021
2003-04-03,91.651
2003-04-04,91.807
2003-04-07,93.616
2003-04-08,93.988
2003-04-09,93.908
2003-04-10,93.86
2003-04-11,94.142
2003-04-14,95.02
2003-04-15,95.795
2003-04-16,96.833
2003-04-17,96.813
2003-04-18,96.813
2003-04-21,96.517
2003-04-22,97.652
2003-04-23,99.311
2003-04-24,99.462
2003-04-25,99.133
2003-04-28,99.471
2003-04-29,100.874
2003-04-30,102.628
2003-05-01,103.643
2003-05-02,104.148
2003-05-05,105.977
2003-05-06,106.88
2003-05-07,108.329
2003-05-08,107.158
2003-05-09,107.573
2003-05-12,107.883
2003-05-13,107.673
2003-05-14,107.576
2003-05-15,107.431
2003-05-16,108.43
2003-05-19,108.315
2003-05-20,107.529
2003-05-21,106.74
2003-05-22,107.765
2003-05-23,108.394
2003-05-26,108.721
2003-05-27,109.991
2003-05-28,110.532
2003-05-29,111.057
2003-05-30,111.89
2003-06-02,112.381
2003-06-03,112.105
2003-06-04,112.174
2003-06-05,114.487
2003-06-06,113.865
2003-06-09,114.26
2003-06-10,112.84
2003-06-11,115.089
2003-06-12,116.674
2003-06-13,115.839
2003-06-16,116.993
2003-06-17,118.678
2003-06-18,117.073
2003-06-19,116.34
2003-06-20,115.638
2003-06-23,114.022
2003-06-24,112.72
2003-06-25,112.932
2003-06-26,113.159
2003-06-27,114.357
2003-06-30,115.24
2003-07-01,115.293
2003-07-02,115.929
2003-07-03,117.463
2003-07-04,117.16
2003-07-07,116.438
2003-07-08,117.322
2003-07-09,117.612
2003-07-10,117.248
2003-07-11,116.076
2003-07-14,117.251
2003-07-15,117.164
2003-07-16,116.829
2003-07-17,115.119
2003-07-18,115.462
2003-07-21,116.126
2003-07-22,116.388
2003-07-23,117.953
2003-07-24,119.275
2003-07-25,120.256
2003-07-28,119.856
2003-07-29,119.619
2003-07-30,118.883
2003-07-31,117.546
2003-08-01,117.747
2003-08-04,118.934
2003-08-05,119.516
2003-08-06,118.125
2003-08-07,119.085
2003-08-08,119.701
2003-08-11,118.664
2003-08-12,120.165
2003-08-13,122.452
2003-08-14,123.288
2003-08-15,122.342
2003-08-18,122.141
2003-08-19,122.588
2003-08-20,122.618
2003-08-21,122.048
2003-08-22,121.459
2003-08-25,121.422
2003-08-26,119.466
2003-08-27,120.907
2003-08-28,121.12
2003-08-29,123.158
2003-09-01,125.476
2003-09-02,125.342
2003-09-03,127.892
2003-09-04,127.83
2003-09-05,129.978
2003-09-08,129.02
2003-09-09,128.89
2003-09-10,128.728
2003-09-11,129.356
2003-09-12,131.025
2003-09-15,130.669
2003-09-16,130.008
2003-09-17,130.457
2003-09-18,131.022
2003-09-19,131.054
2003-09-22,129.861
2003-09-23,130.393
2003-09-24,130.814
2003-09-25,129.943
2003-09-26,129.004
2003-09-29,130.489
2003-09-30,130.249
2003-10-01,130.681
2003-10-02,132.806
2003-10-03,133.664
2003-10-06,135.072
2003-10-07,136.618
2003-10-08,137.789
2003-10-09,137.804
2003-10-10,138.128
2003-10-13,137.269
2003-10-14,138.352
2003-10-15,138.919
2003-10-16,138.91
2003-10-17,139.016
2003-10-20,138.291
2003-10-21,139.446
2003-10-22,138.191
2003-10-23,138.192
2003-10-24,138.799
2003-10-27,139.071
2003-10-28,139.235
2003-10-29,140.648
2003-10-30,141.14
2003-10-31,139.332
2003-11-03,138.69
2003-11-04,140.468
2003-11-05,140.896
2003-11-06,141.065
2003-11-07,143.397
2003-11-10,142.922
2003-11-11,142.97
2003-11-12,144.218
2003-11-13,146.008
2003-11-14,146.822
2003-11-17,146.108
2003-11-18,147.659
2003-11-19,146.201
2003-11-20,146.628
2003-11-21,147.587
2003-11-24,146.775
2003-11-25,147.558
2003-11-26,148.351
2003-11-27,149.578
2003-11-28,149.971
2003-12-01,152.393
2003-12-02,154.43
2003-12-03,155.149
2003-12-04,155.339
2003-12-05,156.887
2003-12-08,157.259
2003-12-09,157.43
2003-12-10,156.477
2003-12-11,155.041
2003-12-12,157.26
2003-12-15,158.03
2003-12-16,156.836
2003-12-17,156.213
2003-12-18,155.668
2003-12-19,155.491
2003-12-22,156.003
2003-12-23,157.097
2003-12-24,157.236
2003-12-25,157.236
2003-12-26,157.053
2003-12-29,158.878
2003-12-30,160.422
2003-12-31,161.404
2004-01-01,161.404
2004-01-02,161.817
2004-01-05,163.625
2004-01-06,163.712
2004-01-07,164.008
2004-01-08,164.082
2004-01-09,165.705
2004-01-12,164.462
2004-01-13,165.347
2004-01-14,164.567
2004-01-15,163.675
2004-01-16,161.733
2004-01-19,163.321
2004-01-20,164.044
2004-01-21,165.262
2004-01-22,168.443
2004-01-23,168.334
2004-01-26,167.784
2004-01-27,168.949
2004-01-28,168.615
2004-01-29,163.196
2004-01-30,165.051
2004-02-02,166.271
2004-02-03,167.956
2004-02-04,167.314
2004-02-05,168.126
2004-02-06,173.655
2004-02-09,175.37
2004-02-10,173.673
2004-02-11,172.851
2004-02-12,174.951
2004-02-13,175.729
2004-02-16,175.209
2004-02-17,175.703
2004-02-18,177.22
2004-02-19,175.807
2004-02-20,173.243
2004-02-23,173.125
2004-02-24,171.888
2004-02-25,170.636
2004-02-26,171.188
2004-02-27,171.544
2004-03-01,172.796
2004-03-02,171.456
2004-03-03,170.059
2004-03-04,170.354
2004-03-05,174.496
2004-03-08,174.974
2004-03-09,173.874
2004-03-10,169.452
2004-03-11,166.444
2004-03-12,164.945
2004-03-15,165.052
2004-03-16,166.451
2004-03-17,166.775
2004-03-18,167.22
2004-03-19,166.39
2004-03-22,164.188
2004-03-23,164.436
2004-03-24,161.62
2004-03-25,163.722
2004-03-26,163.238
2004-03-29,165.098
2004-03-30,166.184
2004-03-31,168.632
2004-04-01,173.018
2004-04-02,171.539
2004-04-05,170.866
2004-04-06,170.793
2004-04-07,174.993
2004-04-08,174.297
2004-04-09,174.297
2004-04-12,173.409
2004-04-13,172.296
2004-04-14,169.811
2004-04-15,169.004
2004-04-16,170.555
2004-04-19,170.613
2004-04-20,170.465
2004-04-21,168.916
2004-04-22,169.755
2004-04-23,171.116
2004-04-26,172.16
2004-04-27,171.22
2004-04-28,169.961
2004-04-29,168.225
2004-04-30,167.299
2004-05-03,167.639
2004-05-04,169.096
2004-05-05,172.809
2004-05-06,169.6
2004-05-07,166.907
2004-05-10,159.612
2004-05-11,161.384
2004-05-12,162.624
2004-05-13,163.829
2004-05-14,162.509
2004-05-17,162.098
2004-05-18,162.982
2004-05-19,167.213
2004-05-20,165.978
2004-05-21,168.231
2004-05-24,168.335
2004-05-25,169.209
2004-05-26,170.764
2004-05-27,174.245
2004-05-28,173.051
2004-05-31,173.051
2004-06-01,172.988
2004-06-02,173.037
2004-06-03,172.488
2004-06-04,173.382
2004-06-07,175.759
2004-06-08,175.802
2004-06-09,172.627
2004-06-10,171.253
2004-06-11,170.511
2004-06-14,170.652
2004-06-15,169.76
2004-06-16,168.201
2004-06-17,168.699
2004-06-18,170.066
2004-06-21,169.336
2004-06-22,167.884
2004-06-23,169.371
2004-06-24,173.095
2004-06-25,172.667
2004-06-28,174.285
2004-06-29,173.292
2004-06-30,170.962
2004-07-01,171.902
2004-07-02,171.741
2004-07-05,170.513
2004-07-06,170.36
2004-07-07,171.307
2004-07-08,170.624
2004-07-09,170.102
2004-07-12,170.482
2004-07-13,170.633
2004-07-14,171.178
2004-07-15,169.535
2004-07-16,170.194
2004-07-19,168.813
2004-07-20,167.376
2004-07-21,167.24
2004-07-22,165.066
2004-07-23,162.893
2004-07-26,163.05
2004-07-27,162.715
2004-07-28,161.771
2004-07-29,163.021
2004-07-30,163.002
2004-08-02,163.206
2004-08-03,164.188
2004-08-04,163.472
2004-08-05,163.954
2004-08-06,164.965
2004-08-09,162.697
2004-08-10,164.621
2004-08-11,162.492
2004-08-12,161.998
2004-08-13,163.579
2004-08-16,164.737
2004-08-17,165.02
2004-08-18,164.353
2004-08-19,166.001
2004-08-20,166.239
2004-08-23,166.157
2004-08-24,165.28
2004-08-25,164.563
2004-08-26,165.003
2004-08-27,163.714
2004-08-30,163.59
2004-08-31,164.557
2004-09-01,165.425
2004-09-02,165.548
2004-09-03,164.932
2004-09-06,165.084
2004-09-07,165.9
2004-09-08,166.974
2004-09-09,167.406
2004-09-10,171.404
2004-09-13,172.033
2004-09-14,173.791
2004-09-15,171.773
2004-09-16,171.382
2004-09-17,171.903
2004-09-20,172.41
2004-09-21,175.691
2004-09-22,176.654
2004-09-23,177.938
2004-09-24,176.682
2004-09-27,176.74
2004-09-28,176.643
2004-09-29,179.7
2004-09-30,180.861
2004-10-01,182.858
2004-10-04,181.454
2004-10-05,182.342
2004-10-06,182.215
2004-10-07,181.97
2004-10-08,183.063
2004-10-11,183.27
2004-10-12,180.364
2004-10-13,179.621
2004-10-14,180.528
2004-10-15,181.299
2004-10-18,181.41
2004-10-19,182.121
2004-10-20,182.797
2004-10-21,182.724
2004-10-22,183.389
2004-10-25,183.865
2004-10-26,185.03
2004-10-27,186.549
2004-10-28,185.899
2004-10-29,186.602
2004-11-01,188.65
2004-11-02,188.551
2004-11-03,191.499
2004-11-04,192.018
2004-11-05,193.287
2004-11-08,194.919
2004-11-09,195.234
2004-11-10,198.082
2004-11-11,198.951
2004-11-12,201.166
2004-11-15,202.362
2004-11-16,201.96
2004-11-17,203.345
2004-11-18,203.157
2004-11-19,205.015
2004-11-22,204.632
2004-11-23,206.074
2004-11-24,208.654
2004-11-25,211.837
2004-11-26,213.296
2004-11-29,214.418
2004-11-30,213.315
2004-12-01,215.424
2004-12-02,214.052
2004-12-03,217.061
2004-12-06,217.335
2004-12-07,218.707
2004-12-08,212.97
2004-12-09,211.949
2004-12-10,211.893
2004-12-13,214.335
2004-12-14,213.995
2004-12-15,217.073
2004-12-16,215.27
2004-12-17,213.965
2004-12-20,218.099
2004-12-21,217.92
2004-12-22,218.547
2004-12-23,221.244
2004-12-24,222.56
2004-12-27,223.345
2004-12-28,223.162
2004-12-29,223.036
2004-12-30,223.213
2004-12-31,222.162
2005-01-03,221.252
2005-01-04,217.897
2005-01-05,217.626
2005-01-06,215.208
2005-01-07,215.424
2005-01-10,218.207
2005-01-11,219.105
2005-01-12,219.35
2005-01-13,218.944
2005-01-14,217.885
2005-01-17,218.766
2005-01-18,218.777
2005-01-19,221.025
2005-01-20,217.867
2005-01-21,218.109
2005-01-24,217.806
2005-01-25,216.935
2005-01-26,219.099
2005-01-27,216.15
2005-01-28,215.144
2005-01-31,215.582
2005-02-01,217.231
2005-02-02,218.41
2005-02-03,217.977
2005-02-04,218.93
2005-02-07,219.113
2005-02-08,218.193
2005-02-09,218.85
2005-02-10,218.587
2005-02-11,219.531
2005-02-14,222.165
2005-02-15,222.852
2005-02-16,222.291
2005-02-17,225.758
2005-02-18,225.395
2005-02-21,225.668
2005-02-22,228.581
2005-02-23,227.497
2005-02-24,230.562
2005-02-25,233.602
2005-02-28,237.386
2005-03-01,236.14
2005-03-02,235.54
2005-03-03,236.929
2005-03-04,240.474
2005-03-07,238.892
2005-03-08,240.865
2005-03-09,240.813
2005-03-10,239.756
2005-03-11,241.501
2005-03-14,239.335
2005-03-15,240.144
2005-03-16,241.037
2005-03-17,239.107
2005-03-18,237.227
2005-03-21,236.344
2005-03-22,238.811
2005-03-23,234.418
2005-03-24,235.871
2005-03-25,235.871
2005-03-28,234.248
2005-03-29,233.89
2005-03-30,234.14
2005-03-31,235.552
2005-04-01,236.333
2005-04-04,234.489
2005-04-05,237.779
2005-04-06,238.542
2005-04-07,239.611
2005-04-08,238.908
2005-04-11,240.833
2005-04-12,240.114
2005-04-13,242.962
2005-04-14,238.638
2005-04-15,237.117
2005-04-18,234.968
2005-04-19,237.647
2005-04-20,240.51
2005-04-21,240.472
2005-04-22,241.067
2005-04-25,239.745
2005-04-26,238.582
2005-04-27,234.176
2005-04-28,230.425
2005-04-29,231.352
2005-05-02,232.538
2005-05-03,232.407
2005-05-04,232.878
2005-05-05,232.764
2005-05-06,232.222
2005-05-09,231.777
2005-05-10,230.969
2005-05-11,229.56
2005-05-12,229.778
2005-05-13,228.436
2005-05-16,228.357
2005-05-17,230.414
2005-05-18,232.641
2005-05-19,232.807
2005-05-20,232.794
2005-05-23,235.854
2005-05-24,237.859
2005-05-25,238.51
2005-05-26,239.402
2005-05-27,240.32
2005-05-30,239.456
2005-05-31,237.756
2005-06-01,235.93
2005-06-02,235.498
2005-06-03,237.865
2005-06-06,238.056
2005-06-07,240.208
2005-06-08,241.946
2005-06-09,238.482
2005-06-10,239.184
2005-06-13,238.298
2005-06-14,240.294
2005-06-15,240.467
2005-06-16,240.537
2005-06-17,245.963
2005-06-20,242.935
2005-06-21,242.465
2005-06-22,241.199
2005-06-23,239.354
2005-06-24,239.575
2005-06-27,238.766
2005-06-28,239.424
2005-06-29,238.66
2005-06-30,240.601
2005-07-01,237.354
2005-07-04,238.808
2005-07-05,242.792
2005-07-06,242.636
2005-07-07,239.946
2005-07-08,242.039
2005-07-11,247.715
2005-07-12,252.319
2005-07-13,251.728
2005-07-14,250.894
2005-07-15,249.539
2005-07-18,249.36
2005-07-19,247.292
2005-07-20,244.889
2005-07-21,247.449
2005-07-22,249.331
2005-07-25,248.831
2005-07-26,247.558
2005-07-27,250.67
2005-07-28,254.463
2005-07-29,257.047
2005-08-01,260.14
2005-08-02,262.7
2005-08-03,263.014
2005-08-04,263.608
2005-08-05,263.209
2005-08-08,264.686
2005-08-09,264.159
2005-08-10,263.255
2005-08-11,262.83
2005-08-12,263.26
2005-08-15,261.378
2005-08-16,261.199
2005-08-17,258.869
2005-08-18,255.116
2005-08-19,256.471
2005-08-22,257.875
2005-08-23,255.659
2005-08-24,252.676
2005-08-25,252.044
2005-08-26,252.569
2005-08-29,250.694
2005-08-30,250.46
2005-08-31,255.359
2005-09-01,260.682
2005-09-02,264.167
2005-09-05,263.359
2005-09-06,265.141
2005-09-07,265.606
2005-09-08,263.572
2005-09-09,266.05
2005-09-12,263.071
2005-09-13,260.292
2005-09-14,262.872
2005-09-15,261.424
2005-09-16,261.691
2005-09-19,263.069
2005-09-20,263.51
2005-09-21,264.052
2005-09-22,263.433
2005-09-23,261.63
2005-09-26,262.41
2005-09-27,262.787
2005-09-28,264.247
2005-09-29,265.874
2005-09-30,267.668
2005-10-03,265.679
2005-10-04,265.349
2005-10-05,263.225
2005-10-06,263.243
2005-10-07,261.554
2005-10-10,261.633
2005-10-11,261.788
2005-10-12,261.507
2005-10-13,252.517
2005-10-14,253.223
2005-10-17,253.014
2005-10-18,251.587
2005-10-19,247.151
2005-10-20,247.771
2005-10-21,245.053
2005-10-24,248.493
2005-10-25,253.7
2005-10-26,254.854
2005-10-27,252.613
2005-10-28,251.479
2005-10-31,253.174
2005-11-01,253.129
2005-11-02,254.656
2005-11-03,257.075
2005-11-04,252.776
2005-11-07,252.735
2005-11-08,253.653
2005-11-09,252.462
