Date,NORWAY SMALL CAP Small Cap
2024-12-31,443.749
2025-01-01,443.749
2025-01-02,453.493
2025-01-03,453.419
2025-01-06,456.452
2025-01-07,456.23
2025-01-08,452.023
2025-01-09,453.855
2025-01-10,454.153
2025-01-13,448.453
2025-01-14,452.91
2025-01-15,460.413
2025-01-16,456.702
2025-01-17,455.567
2025-01-20,458.387
2025-01-21,458.082
2025-01-22,463.224
2025-01-23,465.647
2025-01-24,466.487
2025-01-27,465.217
2025-01-28,466.176
2025-01-29,469.253
2025-01-30,474.337
2025-01-31,471.552
2025-02-03,461.91
2025-02-04,471.465
2025-02-05,475.442
2025-02-06,472.774
2025-02-07,470.07
2025-02-10,470.471
2025-02-11,474.252
2025-02-12,466.962
2025-02-13,469.178
2025-02-14,476.166
2025-02-17,474.855
2025-02-18,473.329
2025-02-19,471.285
2025-02-20,467.784
2025-02-21,469.647
2025-02-24,467.072
2025-02-25,462.932
2025-02-26,463.753
2025-02-27,455.521
2025-02-28,453.86
2025-03-03,455.623
2025-03-04,437.518
2025-03-05,449.176
2025-03-06,452.162
2025-03-07,456.89
2025-03-10,453.143
2025-03-11,450.392
2025-03-12,457.53
2025-03-13,460.032
2025-03-14,465.159
2025-03-17,477.925
2025-03-18,480.851
2025-03-19,484.762
2025-03-20,485.174
2025-03-21,484.05
2025-03-24,483.966
2025-03-25,487.145
2025-03-26,484.214
2025-03-27,481.547
2025-03-28,479.212
2025-03-31,470.264
2025-04-01,475.052
2025-04-02,473.036
2025-04-03,469.606
2025-04-04,421.064
2025-04-07,416.026
2025-04-08,418.174
2025-04-09,404.345
2025-04-10,425.612
2025-04-11,429.138
2025-04-14,445.357
2025-04-15,447.812
2025-04-16,446.63
2025-04-17,449.878
2025-04-18,449.878
2025-04-21,454.868
2025-04-22,454.39
2025-04-23,461.527
2025-04-24,460.936
2025-04-25,466.59
2025-04-28,471.992
2025-04-29,470.828
2025-04-30,474.968
2025-05-01,471.395
2025-05-02,486.782
2025-05-05,486.228
2025-05-06,488.135
2025-05-07,489.095
2025-05-08,483.633
2025-05-09,489.386
2025-05-12,495.056
2025-05-13,500.792
2025-05-14,507.862
2025-05-15,502.981
2025-05-16,510.805
2025-05-19,510.278
2025-05-20,511.598
2025-05-21,517.637
2025-05-22,506.48
2025-05-23,511.305
2025-05-26,516.425
2025-05-27,515.16
2025-05-28,511.123
2025-05-29,513.116
2025-05-30,512.954
2025-06-02,520.049
2025-06-03,517.367
2025-06-04,526.876
2025-06-05,527.646
2025-06-06,529.158
2025-06-09,532.118
2025-06-10,533.605
2025-06-11,537.098
2025-06-12,544.428
2025-06-13,545.014
2025-06-16,547.878
2025-06-17,548.747
2025-06-18,544.141
2025-06-19,540.26
2025-06-20,537.563
2025-06-23,537.51
2025-06-24,534.35
2025-06-25,535.261
2025-06-26,536.551
2025-06-27,537.98
2025-06-30,539.038
2025-07-01,537.343
2025-07-02,540.902
2025-07-03,551.818
2025-07-04,553.536
2025-07-07,553.645
2025-07-08,549.243
2025-07-09,552.18
2025-07-10,556.226
2025-07-11,558.67
2025-07-14,561.901
2025-07-15,556.638
2025-07-16,548.242
2025-07-17,544.241
2025-07-18,556.941
2025-07-21,555.841
2025-07-22,559.381
2025-07-23,563.961
2025-07-24,569.867
2025-07-25,562.729
2025-07-28,565.782
2025-07-29,563.488
2025-07-30,555.719
2025-07-31,556.923
2025-08-01,551.863
2025-08-04,555.665
2025-08-05,559.855
2025-08-06,564.105
2025-08-07,563.424
2025-08-08,561.113
2025-08-11,556.681
2025-08-12,563.496
2025-08-13,566.637
2025-08-14,567.746
2025-08-15,571.084
2025-08-18,570.753
2025-08-19,570.486
2025-08-20,570.441
2025-08-21,578.868
2025-08-22,590.498
2025-08-25,586.48
2025-08-26,582.203
2025-08-27,577.13
2025-08-28,580.03
2025-08-29,583.339
2025-09-01,583.06
2025-09-02,573.223
2025-09-03,570.334
2025-09-04,568.491
2025-09-05,572.813
2025-09-08,580.978
2025-09-09,586.074
2025-09-10,593.213
2025-09-11,593.001
2025-09-12,592.459
2025-09-15,601.123
2025-09-16,605.536
2025-09-17,602.257
2025-09-18,599.384
2025-09-19,590.424
2025-09-22,585.491
2025-09-23,593.878
2025-09-24,589.087
2025-09-25,578.652
2025-09-26,583.106
2025-09-29,582.142
2025-09-30,579.854
2025-10-01,588.451
2025-10-02,578.717
2025-10-03,583.788
2025-10-06,586.818
2025-10-07,579.718
2025-10-08,577.661
2025-10-09,576.531
2025-10-10,573.636
2025-10-13,567.102
2025-10-14,558.176
2025-10-15,568.283
2025-10-16,570.106
2025-10-17,559.153
2025-10-20,562.168
2025-10-21,563.406
2025-10-22,568.698
2025-10-23,577.607
2025-10-24,573.181
2025-10-27,579.653
2025-10-28,579.717
2025-10-29,584.697
2025-10-30,573.531
2025-10-31,568.299
2025-11-03,570.846
2025-11-04,560.86
2025-11-05,557.162
2025-11-06,556.802
2025-11-07,555.746
2025-11-10,562.704
2025-11-11,569.269
2025-11-12,568.369
2025-11-13,573.023
2025-11-14,562.52
2025-11-17,564.553
2025-11-18,549.961
2025-11-19,551.944
2025-11-20,556.64
2025-11-21,545.063
2025-11-24,549.836
2025-11-25,549.962
2025-11-26,556.502
2025-11-27,561.268
2025-11-28,563.74
2025-12-01,563.869
2025-12-02,560.597
2025-12-03,568.026
2025-12-04,571.402
2025-12-05,574.199
2025-12-08,576.356
2025-12-09,573.536
2025-12-10,571.295
2025-12-11,580.216
2025-12-12,577.351
2025-12-15,577.278
2025-12-16,572.847
2025-12-17,571.705
2025-12-18,573.619
2025-12-19,578.04
2025-12-22,582.816
2025-12-23,587.141
2025-12-24,591.386
2025-12-25,591.386
2025-12-26,590.878
2025-12-29,595.262
2025-12-30,600.12
2025-12-31,597.484
