Date,NEW ZEALAND SMALL GROWTH Small Cap
2001-10-15,182.124
2001-10-16,184.577
2001-10-17,184.141
2001-10-18,180.388
2001-10-19,180.408
2001-10-22,180.581
2001-10-23,182.383
2001-10-24,185.546
2001-10-25,184.529
2001-10-26,185.4
2001-10-29,185.948
2001-10-30,185.391
2001-10-31,184.437
2001-11-01,185.866
2001-11-02,187.66
2001-11-05,189.22
2001-11-06,191.787
2001-11-07,193.448
2001-11-08,190.269
2001-11-09,190.467
2001-11-12,192.96
2001-11-13,195.02
2001-11-14,194.951
2001-11-15,193.588
2001-11-16,191.869
2001-11-19,192.674
2001-11-20,193.378
2001-11-21,190.354
2001-11-22,188.396
2001-11-23,185.888
2001-11-26,189.253
2001-11-27,191.692
2001-11-28,189.8
2001-11-29,189.197
2001-11-30,190.675
2001-12-03,188.823
2001-12-04,187.37
2001-12-05,189.348
2001-12-06,191.266
2001-12-07,192.551
2001-12-10,191.612
2001-12-11,193.372
2001-12-12,193.612
2001-12-13,192.994
2001-12-14,191.104
2001-12-17,191.41
2001-12-18,190.763
2001-12-19,190.797
2001-12-20,190.317
2001-12-21,191.85
2001-12-24,193.243
2001-12-25,193.243
2001-12-26,193.383
2001-12-27,192.567
2001-12-28,192.348
2001-12-31,193.26
2002-01-01,193.26
2002-01-02,195.209
2002-01-03,196.891
2002-01-04,198.167
2002-01-07,199.416
2002-01-08,201.482
2002-01-09,199.725
2002-01-10,200.243
2002-01-11,199.021
2002-01-14,197.702
2002-01-15,198.256
2002-01-16,198.295
2002-01-17,197.616
2002-01-18,198.359
2002-01-21,200.169
2002-01-22,203.118
2002-01-23,202.977
2002-01-24,201.704
2002-01-25,201.308
2002-01-28,200.511
2002-01-29,202.84
2002-01-30,197.935
2002-01-31,198.619
2002-02-01,198.764
2002-02-04,198.744
2002-02-05,199.481
2002-02-06,199.648
2002-02-07,196.582
2002-02-08,198.294
2002-02-11,196.951
2002-02-12,194.824
2002-02-13,195.848
2002-02-14,198.267
2002-02-15,199.61
2002-02-18,198.891
2002-02-19,197.563
2002-02-20,198.609
2002-02-21,199.873
2002-02-22,200.324
2002-02-25,199.619
2002-02-26,202.213
2002-02-27,202.697
2002-02-28,203.908
2002-03-01,206.46
2002-03-04,208.022
2002-03-05,207.153
2002-03-06,206.342
2002-03-07,209.628
2002-03-08,208.959
2002-03-11,208.538
2002-03-12,209.381
2002-03-13,208.6
2002-03-14,207.948
2002-03-15,211.325
2002-03-18,210.824
2002-03-19,210.335
2002-03-20,214.211
2002-03-21,213.847
2002-03-22,214.712
2002-03-25,215.172
2002-03-26,214.119
2002-03-27,213.14
2002-03-28,218.173
2002-03-29,218.173
2002-04-01,219.164
2002-04-02,218.942
2002-04-03,216.35
2002-04-04,216.128
2002-04-05,214.573
2002-04-08,211.902
2002-04-09,213.246
2002-04-10,213.755
2002-04-11,216.487
2002-04-12,215.585
2002-04-15,214.506
2002-04-16,214.712
2002-04-17,215.718
2002-04-18,215.109
2002-04-19,216.12
2002-04-22,215.345
2002-04-23,214.593
2002-04-24,213.346
2002-04-25,215.112
2002-04-26,213.772
2002-04-29,212.405
2002-04-30,215.349
2002-05-01,220.689
2002-05-02,217.739
2002-05-03,221.063
2002-05-06,217.426
2002-05-07,216.665
2002-05-08,217.705
2002-05-09,218.187
2002-05-10,220.588
2002-05-13,223.624
2002-05-14,224.286
2002-05-15,227.469
2002-05-16,227.929
2002-05-17,229.484
2002-05-20,232.643
2002-05-21,234.815
2002-05-22,237.156
2002-05-23,237.745
2002-05-24,237.932
2002-05-27,238.841
2002-05-28,242.881
2002-05-29,245.964
2002-05-30,247.116
2002-05-31,250.539
2002-06-03,254.096
2002-06-04,256.425
2002-06-05,252.804
2002-06-06,256.309
2002-06-07,260.413
2002-06-10,258.369
2002-06-11,257.703
2002-06-12,258.511
2002-06-13,257.891
2002-06-14,252.532
2002-06-17,254.407
2002-06-18,261.343
2002-06-19,261.882
2002-06-20,261.564
2002-06-21,262.321
2002-06-24,257.933
2002-06-25,254.828
2002-06-26,248.684
2002-06-27,251.135
2002-06-28,250.667
2002-07-01,249.724
2002-07-02,250.128
2002-07-03,251.802
2002-07-04,248.534
2002-07-05,250.102
2002-07-08,256.147
2002-07-09,257.099
2002-07-10,255.176
2002-07-11,249.244
2002-07-12,249.78
2002-07-15,250.876
2002-07-16,249.684
2002-07-17,243.838
2002-07-18,247.437
2002-07-19,250.074
2002-07-22,242.432
2002-07-23,238.362
2002-07-24,227.787
2002-07-25,231.464
2002-07-26,228.21
2002-07-29,229.399
2002-07-30,234.14
2002-07-31,232.237
2002-08-01,229.554
2002-08-02,228.848
2002-08-05,229.725
2002-08-06,223.264
2002-08-07,228.135
2002-08-08,229.188
2002-08-09,233.077
2002-08-12,237.514
2002-08-13,237.853
2002-08-14,237.712
2002-08-15,241.377
2002-08-16,241.502
2002-08-19,241.451
2002-08-20,242.855
2002-08-21,240.381
2002-08-22,242.019
2002-08-23,243.456
2002-08-26,244.72
2002-08-27,249.397
2002-08-28,249.134
2002-08-29,248.433
2002-08-30,247.655
2002-09-02,248.771
2002-09-03,248.489
2002-09-04,245.259
2002-09-05,242.875
2002-09-06,242.72
2002-09-09,243.783
2002-09-10,246.95
2002-09-11,247.407
2002-09-12,250.995
2002-09-13,252.429
2002-09-16,250.064
2002-09-17,249.977
2002-09-18,249.463
2002-09-19,251.283
2002-09-20,248.605
2002-09-23,245.734
2002-09-24,245.092
2002-09-25,242.648
2002-09-26,241.547
2002-09-27,239.727
2002-09-30,240.128
2002-10-01,238.309
2002-10-02,240.076
2002-10-03,240.372
2002-10-04,239.982
2002-10-07,241.869
2002-10-08,240.644
2002-10-09,240.826
2002-10-10,237.656
2002-10-11,240.069
2002-10-14,240.162
2002-10-15,238.87
2002-10-16,240.169
2002-10-17,240.622
2002-10-18,240.594
2002-10-21,243.964
2002-10-22,246.179
2002-10-23,247.361
2002-10-24,250.903
2002-10-25,250.479
2002-10-28,251.612
2002-10-29,250.14
2002-10-30,248.944
2002-10-31,252.247
2002-11-01,256.164
2002-11-04,261.028
2002-11-05,261.316
2002-11-06,258.771
2002-11-07,257.762
2002-11-08,254.749
2002-11-11,251.215
2002-11-12,248.871
2002-11-13,253.544
2002-11-14,255.741
2002-11-15,255.508
2002-11-18,256.691
2002-11-19,257.221
2002-11-20,255.649
2002-11-21,257.001
2002-11-22,259.153
2002-11-25,255.986
2002-11-26,255.276
2002-11-27,250.979
2002-11-28,252.9
2002-11-29,254.721
2002-12-02,255.063
2002-12-03,254.123
2002-12-04,251.346
2002-12-05,253.27
2002-12-06,253.683
2002-12-09,253.282
2002-12-10,253.343
2002-12-11,254.027
2002-12-12,256.242
2002-12-13,260.958
2002-12-16,262.101
2002-12-17,264.702
2002-12-18,259.097
2002-12-19,258.834
2002-12-20,259.891
2002-12-23,259.971
2002-12-24,260.892
2002-12-25,260.892
2002-12-26,261.17
2002-12-27,264.542
2002-12-30,267.209
2002-12-31,268.374
2003-01-01,268.374
2003-01-02,268.682
2003-01-03,269.221
2003-01-06,274.43
2003-01-07,275.829
2003-01-08,273.257
2003-01-09,276.535
2003-01-10,279.768
2003-01-13,282.312
2003-01-14,284.997
2003-01-15,284.318
2003-01-16,287.347
2003-01-17,292.958
2003-01-20,292.199
2003-01-21,287.87
2003-01-22,284.72
2003-01-23,285.176
2003-01-24,289.672
2003-01-27,288.124
2003-01-28,285.134
2003-01-29,285.548
2003-01-30,280.812
2003-01-31,280.245
2003-02-03,280.56
2003-02-04,285.519
2003-02-05,276.092
2003-02-06,276.168
2003-02-07,270.839
2003-02-10,272.823
2003-02-11,273.445
2003-02-12,268.982
2003-02-13,264.698
2003-02-14,262.931
2003-02-17,267.465
2003-02-18,265.327
2003-02-19,269.395
2003-02-20,267.295
2003-02-21,264.714
2003-02-24,267.361
2003-02-25,263.483
2003-02-26,264.588
2003-02-27,263.688
2003-02-28,262.936
2003-03-03,267.487
2003-03-04,268.346
2003-03-05,267.237
2003-03-06,266.44
2003-03-07,264.683
2003-03-10,263.225
2003-03-11,258.76
2003-03-12,257.423
2003-03-13,255.001
2003-03-14,258.499
2003-03-17,256.036
2003-03-18,257.0
2003-03-19,259.02
2003-03-20,261.116
2003-03-21,258.853
2003-03-24,260.105
2003-03-25,258.658
2003-03-26,257.064
2003-03-27,258.44
2003-03-28,258.282
2003-03-31,261.552
2003-04-01,261.32
2003-04-02,259.817
2003-04-03,259.802
2003-04-04,258.303
2003-04-07,260.072
2003-04-08,264.724
2003-04-09,267.072
2003-04-10,267.625
2003-04-11,269.539
2003-04-14,271.554
2003-04-15,282.358
2003-04-16,285.426
2003-04-17,285.245
2003-04-18,285.245
2003-04-21,284.323
2003-04-22,285.758
2003-04-23,287.144
2003-04-24,289.204
2003-04-25,288.214
2003-04-28,288.174
2003-04-29,290.072
2003-04-30,293.456
2003-05-01,294.298
2003-05-02,279.001
2003-05-05,284.082
2003-05-06,287.964
2003-05-07,288.584
2003-05-08,292.641
2003-05-09,293.228
2003-05-12,294.648
2003-05-13,294.452
2003-05-14,293.892
2003-05-15,290.816
2003-05-16,292.896
2003-05-19,296.142
2003-05-20,293.833
2003-05-21,294.92
2003-05-22,295.716
2003-05-23,297.788
2003-05-26,301.648
2003-05-27,303.724
2003-05-28,299.999
2003-05-29,302.741
2003-05-30,302.914
2003-06-02,304.514
2003-06-03,303.915
2003-06-04,306.025
2003-06-05,307.958
2003-06-06,306.998
2003-06-09,304.915
2003-06-10,303.574
2003-06-11,306.294
2003-06-12,308.84
2003-06-13,311.143
2003-06-16,315.465
2003-06-17,322.347
2003-06-18,322.849
2003-06-19,324.269
2003-06-20,327.234
2003-06-23,324.868
2003-06-24,322.583
2003-06-25,325.014
2003-06-26,323.031
2003-06-27,323.661
2003-06-30,331.365
2003-07-01,333.925
2003-07-02,336.447
2003-07-03,338.137
2003-07-04,335.276
2003-07-07,335.917
2003-07-08,329.928
2003-07-09,322.133
2003-07-10,323.897
2003-07-11,326.667
2003-07-14,325.579
2003-07-15,321.349
2003-07-16,319.734
2003-07-17,316.435
2003-07-18,309.585
2003-07-21,312.568
2003-07-22,311.569
2003-07-23,316.964
2003-07-24,324.272
2003-07-25,325.861
2003-07-28,327.775
2003-07-29,328.072
2003-07-30,321.982
2003-07-31,316.459
2003-08-01,323.619
2003-08-04,324.674
2003-08-05,321.934
2003-08-06,325.399
2003-08-07,328.253
2003-08-08,330.869
2003-08-11,335.52
2003-08-12,336.328
2003-08-13,339.398
2003-08-14,338.706
2003-08-15,338.597
2003-08-18,338.046
2003-08-19,336.457
2003-08-20,338.749
2003-08-21,332.277
2003-08-22,331.779
2003-08-25,331.605
2003-08-26,328.25
2003-08-27,326.406
2003-08-28,325.242
2003-08-29,330.446
2003-09-01,329.958
2003-09-02,324.988
2003-09-03,325.565
2003-09-04,325.024
2003-09-05,328.018
2003-09-08,327.607
2003-09-09,333.607
2003-09-10,333.159
2003-09-11,335.688
2003-09-12,338.749
2003-09-15,343.687
2003-09-16,341.276
2003-09-17,340.914
2003-09-18,345.089
2003-09-19,347.095
2003-09-22,352.488
2003-09-23,350.816
2003-09-24,352.051
2003-09-25,353.293
2003-09-26,351.03
2003-09-29,349.285
2003-09-30,355.013
2003-10-01,357.957
2003-10-02,362.371
2003-10-03,364.152
2003-10-06,364.47
2003-10-07,365.766
2003-10-08,364.676
2003-10-09,366.366
2003-10-10,364.585
2003-10-13,363.833
2003-10-14,361.963
2003-10-15,362.287
2003-10-16,361.716
2003-10-17,363.231
2003-10-20,364.115
2003-10-21,368.678
2003-10-22,371.918
2003-10-23,372.138
2003-10-24,370.892
2003-10-27,371.348
2003-10-28,368.95
2003-10-29,375.744
2003-10-30,375.175
2003-10-31,378.106
2003-11-03,374.811
2003-11-04,376.424
2003-11-05,383.409
2003-11-06,380.263
2003-11-07,378.277
2003-11-10,380.53
2003-11-11,386.62
2003-11-12,384.666
2003-11-13,386.245
2003-11-14,387.266
2003-11-17,385.063
2003-11-18,386.076
2003-11-19,389.665
2003-11-20,393.143
2003-11-21,389.527
2003-11-24,387.692
2003-11-25,387.614
2003-11-26,391.674
2003-11-27,390.154
2003-11-28,391.694
2003-12-01,393.96
2003-12-02,394.669
2003-12-03,398.277
2003-12-04,396.437
2003-12-05,396.494
2003-12-08,397.89
2003-12-09,397.364
2003-12-10,399.578
2003-12-11,397.531
2003-12-12,401.99
2003-12-15,407.562
2003-12-16,407.804
2003-12-17,408.824
2003-12-18,404.717
2003-12-19,401.77
2003-12-22,402.521
2003-12-23,402.749
2003-12-24,406.258
2003-12-25,406.258
2003-12-26,406.666
2003-12-29,408.467
2003-12-30,414.45
2003-12-31,417.024
2004-01-01,417.024
2004-01-02,418.041
2004-01-05,426.35
2004-01-06,430.631
2004-01-07,430.679
2004-01-08,430.839
2004-01-09,433.817
2004-01-12,433.595
2004-01-13,432.258
2004-01-14,427.965
2004-01-15,422.003
2004-01-16,421.614
2004-01-19,415.193
2004-01-20,425.178
2004-01-21,428.615
2004-01-22,430.641
2004-01-23,430.828
2004-01-26,428.99
2004-01-27,433.626
2004-01-28,434.204
2004-01-29,423.39
2004-01-30,423.336
2004-02-02,426.677
2004-02-03,429.146
2004-02-04,424.43
2004-02-05,429.006
2004-02-06,430.688
2004-02-09,435.989
2004-02-10,437.171
2004-02-11,432.796
2004-02-12,432.66
2004-02-13,435.022
2004-02-16,437.703
2004-02-17,433.888
2004-02-18,432.0
2004-02-19,427.778
2004-02-20,419.526
2004-02-23,414.773
2004-02-24,418.615
2004-02-25,419.904
2004-02-26,416.383
2004-02-27,416.088
2004-03-01,416.976
2004-03-02,416.003
2004-03-03,404.336
2004-03-04,407.622
2004-03-05,415.563
2004-03-08,415.406
2004-03-09,426.731
2004-03-10,415.105
2004-03-11,402.754
2004-03-12,405.096
2004-03-15,402.724
2004-03-16,409.727
2004-03-17,406.855
2004-03-18,414.295
2004-03-19,412.581
2004-03-22,417.308
2004-03-23,414.021
2004-03-24,408.948
2004-03-25,406.912
2004-03-26,409.638
2004-03-29,412.737
2004-03-30,418.569
2004-03-31,425.255
2004-04-01,427.307
2004-04-02,423.204
2004-04-05,417.665
2004-04-06,425.744
2004-04-07,428.666
2004-04-08,427.147
2004-04-09,427.147
2004-04-12,429.483
2004-04-13,425.684
2004-04-14,411.512
2004-04-15,414.528
2004-04-16,418.08
2004-04-19,421.07
2004-04-20,416.031
2004-04-21,411.579
2004-04-22,412.215
2004-04-23,420.824
2004-04-26,425.759
2004-04-27,427.01
2004-04-28,426.541
2004-04-29,423.929
2004-04-30,424.46
2004-05-03,422.096
2004-05-04,426.843
2004-05-05,430.35
2004-05-06,428.13
2004-05-07,415.743
2004-05-10,401.205
2004-05-11,396.169
2004-05-12,402.887
2004-05-13,396.566
2004-05-14,396.285
2004-05-17,400.547
2004-05-18,397.827
2004-05-19,408.466
2004-05-20,406.972
2004-05-21,411.262
2004-05-24,410.104
2004-05-25,410.855
2004-05-26,412.18
2004-05-27,423.353
2004-05-28,420.194
2004-05-31,420.471
2004-06-01,422.029
2004-06-02,418.579
2004-06-03,418.747
2004-06-04,418.455
2004-06-07,424.804
2004-06-08,422.812
2004-06-09,417.254
2004-06-10,426.176
2004-06-11,422.619
2004-06-14,422.778
2004-06-15,421.167
2004-06-16,421.296
2004-06-17,421.245
2004-06-18,424.864
2004-06-21,425.543
2004-06-22,425.778
2004-06-23,422.805
2004-06-24,427.415
2004-06-25,427.864
2004-06-28,434.028
2004-06-29,429.832
2004-06-30,437.775
2004-07-01,440.08
2004-07-02,445.467
2004-07-05,446.09
2004-07-06,449.231
2004-07-07,455.149
2004-07-08,453.08
2004-07-09,449.855
2004-07-12,452.629
2004-07-13,450.78
2004-07-14,448.029
2004-07-15,445.563
2004-07-16,451.396
2004-07-19,453.427
2004-07-20,453.105
2004-07-21,441.357
2004-07-22,449.757
2004-07-23,442.77
2004-07-26,446.221
2004-07-27,442.013
2004-07-28,440.221
2004-07-29,445.091
2004-07-30,448.542
2004-08-02,455.136
2004-08-03,458.446
2004-08-04,457.131
2004-08-05,456.88
2004-08-06,458.885
2004-08-09,458.685
2004-08-10,459.811
2004-08-11,459.78
2004-08-12,463.702
2004-08-13,468.295
2004-08-16,461.235
2004-08-17,458.497
2004-08-18,459.081
2004-08-19,465.779
2004-08-20,468.349
2004-08-23,464.543
2004-08-24,453.838
2004-08-25,453.468
2004-08-26,453.693
2004-08-27,456.639
2004-08-30,458.959
2004-08-31,461.203
2004-09-01,463.975
2004-09-02,455.108
2004-09-03,452.427
2004-09-06,455.637
2004-09-07,451.115
2004-09-08,449.594
2004-09-09,456.546
2004-09-10,461.655
2004-09-13,457.435
2004-09-14,466.558
2004-09-15,463.721
2004-09-16,467.417
2004-09-17,466.806
2004-09-20,467.526
2004-09-21,471.717
2004-09-22,472.694
2004-09-23,475.965
2004-09-24,476.591
2004-09-27,478.364
2004-09-28,482.451
2004-09-29,483.186
2004-09-30,489.346
2004-10-01,488.457
2004-10-04,485.82
2004-10-05,491.667
2004-10-06,494.224
2004-10-07,492.397
2004-10-08,493.14
2004-10-11,494.888
2004-10-12,493.281
2004-10-13,487.548
2004-10-14,495.856
2004-10-15,497.387
2004-10-18,496.718
2004-10-19,496.445
2004-10-20,497.849
2004-10-21,494.81
2004-10-22,491.878
2004-10-25,497.051
2004-10-26,492.07
2004-10-27,495.278
2004-10-28,491.826
2004-10-29,492.651
2004-11-01,496.494
2004-11-02,503.551
2004-11-03,508.77
2004-11-04,514.632
2004-11-05,516.734
2004-11-08,515.54
2004-11-09,514.523
2004-11-10,502.349
2004-11-11,508.056
2004-11-12,514.289
2004-11-15,519.618
2004-11-16,520.752
2004-11-17,526.271
2004-11-18,526.454
2004-11-19,531.412
2004-11-22,526.706
2004-11-23,527.003
2004-11-24,528.987
2004-11-25,538.942
2004-11-26,541.351
2004-11-29,539.014
2004-11-30,540.498
2004-12-01,541.652
2004-12-02,546.017
2004-12-03,548.622
2004-12-06,553.117
2004-12-07,556.968
2004-12-08,539.883
2004-12-09,538.298
2004-12-10,541.28
2004-12-13,552.835
2004-12-14,550.989
2004-12-15,554.482
2004-12-16,550.986
2004-12-17,552.267
2004-12-20,555.31
2004-12-21,550.322
2004-12-22,555.782
2004-12-23,555.932
2004-12-24,560.72
2004-12-27,562.597
2004-12-28,564.356
2004-12-29,563.931
2004-12-30,569.436
2004-12-31,576.656
2005-01-03,569.83
2005-01-04,563.124
2005-01-05,563.082
2005-01-06,557.305
2005-01-07,553.759
2005-01-10,550.193
2005-01-11,556.18
2005-01-12,558.356
2005-01-13,560.665
2005-01-14,556.223
2005-01-17,554.761
2005-01-18,559.001
2005-01-19,565.635
2005-01-20,563.712
2005-01-21,569.895
2005-01-24,573.953
2005-01-25,571.329
2005-01-26,578.321
2005-01-27,573.504
2005-01-28,572.415
2005-01-31,567.997
2005-02-01,573.429
2005-02-02,567.369
2005-02-03,566.055
2005-02-04,573.43
2005-02-07,573.416
2005-02-08,570.93
2005-02-09,582.949
2005-02-10,583.724
2005-02-11,585.087
2005-02-14,591.108
2005-02-15,588.456
2005-02-16,587.211
2005-02-17,592.146
2005-02-18,594.725
2005-02-21,602.696
2005-02-22,603.272
2005-02-23,593.625
2005-02-24,590.957
2005-02-25,592.81
2005-02-28,606.755
2005-03-01,603.225
2005-03-02,605.23
2005-03-03,607.959
2005-03-04,613.438
2005-03-07,614.569
2005-03-08,623.313
2005-03-09,618.94
2005-03-10,614.25
2005-03-11,601.501
2005-03-14,604.237
2005-03-15,606.708
2005-03-16,610.254
2005-03-17,603.73
2005-03-18,609.082
2005-03-21,606.706
2005-03-22,605.23
2005-03-23,585.995
2005-03-24,575.717
2005-03-25,575.717
2005-03-28,570.324
2005-03-29,564.481
2005-03-30,562.207
2005-03-31,566.277
2005-04-01,562.49
2005-04-04,559.59
2005-04-05,561.743
2005-04-06,565.438
2005-04-07,571.652
2005-04-08,570.959
2005-04-11,572.309
2005-04-12,569.892
2005-04-13,575.96
2005-04-14,575.116
2005-04-15,565.466
2005-04-18,546.601
2005-04-19,553.304
2005-04-20,555.587
2005-04-21,550.61
2005-04-22,555.615
2005-04-25,552.959
2005-04-26,547.875
2005-04-27,544.357
2005-04-28,553.221
2005-04-29,558.487
2005-05-02,559.161
2005-05-03,557.838
2005-05-04,561.535
2005-05-05,555.417
2005-05-06,546.41
2005-05-09,538.937
2005-05-10,546.486
2005-05-11,545.926
2005-05-12,541.115
2005-05-13,541.884
2005-05-16,540.485
2005-05-17,544.524
2005-05-18,543.655
2005-05-19,545.144
2005-05-20,546.522
2005-05-23,555.753
2005-05-24,560.85
2005-05-25,561.059
2005-05-26,553.292
2005-05-27,558.605
2005-05-30,557.661
2005-05-31,548.868
2005-06-01,537.365
2005-06-02,546.921
2005-06-03,547.621
2005-06-06,553.042
2005-06-07,555.31
2005-06-08,560.72
2005-06-09,559.049
2005-06-10,556.557
2005-06-13,556.427
2005-06-14,563.771
2005-06-15,569.179
2005-06-16,575.268
2005-06-17,580.676
2005-06-20,578.078
2005-06-21,580.648
2005-06-22,582.902
2005-06-23,575.924
2005-06-24,572.842
2005-06-27,577.074
2005-06-28,574.677
2005-06-29,577.664
2005-06-30,589.284
2005-07-01,577.623
2005-07-04,577.344
2005-07-05,580.058
2005-07-06,582.817
2005-07-07,576.792
2005-07-08,574.33
2005-07-11,586.276
2005-07-12,595.435
2005-07-13,586.461
2005-07-14,583.743
2005-07-15,581.859
2005-07-18,584.592
2005-07-19,579.59
2005-07-20,577.871
2005-07-21,585.408
2005-07-22,588.213
2005-07-25,591.012
2005-07-26,595.994
2005-07-27,596.258
2005-07-28,601.301
2005-07-29,602.461
2005-08-01,608.109
2005-08-02,602.621
2005-08-03,607.703
2005-08-04,608.816
2005-08-05,602.86
2005-08-08,602.408
2005-08-09,603.832
2005-08-10,606.892
2005-08-11,616.191
2005-08-12,619.803
2005-08-15,621.216
2005-08-16,623.838
2005-08-17,628.489
2005-08-18,622.774
2005-08-19,618.787
2005-08-22,628.095
2005-08-23,635.709
2005-08-24,639.239
2005-08-25,635.975
2005-08-26,624.427
2005-08-29,619.325
2005-08-30,619.877
2005-08-31,619.428
2005-09-01,632.0
2005-09-02,635.271
2005-09-05,641.179
2005-09-06,637.238
2005-09-07,636.613
2005-09-08,642.396
2005-09-09,644.142
2005-09-12,639.044
2005-09-13,633.196
2005-09-14,649.056
2005-09-15,650.67
2005-09-16,653.024
2005-09-19,648.678
2005-09-20,650.875
2005-09-21,651.825
2005-09-22,637.471
2005-09-23,632.593
2005-09-26,632.159
2005-09-27,632.33
2005-09-28,638.242
2005-09-29,643.257
2005-09-30,650.952
2005-10-03,652.132
2005-10-04,659.764
2005-10-05,656.295
2005-10-06,650.555
2005-10-07,650.52
2005-10-10,657.419
2005-10-11,651.771
2005-10-12,653.042
2005-10-13,637.063
2005-10-14,636.791
2005-10-17,637.437
2005-10-18,628.662
2005-10-19,623.911
2005-10-20,623.921
2005-10-21,618.54
2005-10-24,618.937
2005-10-25,624.818
2005-10-26,628.11
2005-10-27,629.839
2005-10-28,625.016
2005-10-31,625.936
2005-11-01,634.131
2005-11-02,631.281
2005-11-03,635.018
2005-11-04,623.367
2005-11-07,622.445
2005-11-08,619.716
