Date,NEW ZEALAND SMALL GROWTH Small Cap
2007-06-29,1021.657
2007-07-31,1009.449
2007-08-31,899.749
2007-09-28,996.403
2007-10-31,1011.355
2007-11-30,963.387
2007-12-31,1009.473
2008-01-31,921.284
2008-02-29,893.558
2008-03-31,867.949
2008-04-30,864.194
2008-05-30,844.155
2008-06-30,744.395
2008-07-31,787.704
2008-08-29,807.596
2008-09-30,690.171
2008-10-31,587.146
2008-11-28,519.96
2008-12-31,559.333
2009-01-30,499.828
2009-02-27,465.278
2009-03-31,531.427
2009-04-30,537.102
2009-05-29,628.949
2009-06-30,645.752
2009-07-31,701.057
2009-08-31,728.721
2009-09-30,789.341
2009-10-30,785.416
2009-11-30,776.127
2009-12-31,835.111
2010-01-29,788.344
2010-02-26,777.275
2010-03-31,810.825
2010-04-30,857.58
2010-05-31,736.515
2010-06-30,727.293
2010-07-30,776.425
2010-08-31,745.983
2010-09-30,816.211
2010-10-29,894.865
2010-11-30,817.428
2010-12-31,892.018
2011-01-31,867.012
2011-02-28,831.684
2011-03-31,879.801
2011-04-29,954.407
2011-05-31,957.139
2011-06-30,950.151
2011-07-29,991.678
2011-08-31,914.833
2011-09-30,841.095
2011-10-31,895.603
2011-11-30,863.631
2011-12-30,877.34
2012-01-31,894.182
2012-02-29,908.53
2012-03-30,916.031
2012-04-30,930.592
2012-05-31,846.717
2012-06-29,902.777
2012-07-31,928.11
2012-08-31,966.05
2012-09-28,1094.718
2012-10-31,1114.152
2012-11-30,1162.566
2012-12-31,1145.886
2013-01-31,1176.425
2013-02-28,1206.451
2013-03-29,1234.828
2013-04-30,1318.026
2013-05-31,1263.92
2013-06-28,1225.624
2013-07-31,1312.765
2013-08-30,1217.792
2013-09-30,1381.761
2013-10-31,1432.647
2013-11-29,1423.681
2013-12-31,1410.773
2014-01-31,1472.859
2014-02-28,1524.735
2014-03-31,1631.18
2014-04-30,1556.291
2014-05-30,1576.216
2014-06-30,1621.352
2014-07-31,1557.146
2014-08-29,1576.074
2014-09-30,1481.76
2014-10-31,1553.824
2014-11-28,1570.412
2014-12-31,1641.162
2015-01-30,1540.009
2015-02-27,1721.404
2015-03-31,1679.134
2015-04-30,1700.387
2015-05-29,1612.127
2015-06-30,1488.238
2015-07-31,1528.849
2015-08-31,1358.904
2015-09-30,1387.38
2015-10-30,1570.747
2015-11-30,1599.848
2015-12-31,1795.702
2016-01-29,1639.865
2016-02-29,1684.537
2016-03-31,1923.276
2016-04-29,1900.32
2016-05-31,1977.062
2016-06-30,2047.274
2016-07-29,2198.042
2016-08-31,2161.155
2016-09-30,2140.62
2016-10-31,1917.035
2016-11-30,1916.516
2016-12-30,1878.95
2017-01-31,2016.109
2017-02-28,2076.364
2017-03-31,2150.86
2017-04-28,2205.12
2017-05-31,2349.619
2017-06-30,2519.618
2017-07-31,2606.797
2017-08-31,2641.545
2017-09-29,2850.725
2017-10-31,2957.968
2017-11-30,2953.58
2017-12-29,3066.881
2018-01-31,3376.686
2018-02-28,3741.35
2018-03-30,3698.509
2018-04-30,3610.996
2018-05-31,3526.511
2018-06-29,3473.18
2018-07-31,3462.363
2018-08-31,3421.836
2018-09-28,3479.566
2018-10-31,3238.61
2018-11-30,3434.708
2018-12-31,3339.19
2019-01-31,3536.303
2019-02-28,3567.169
2019-03-29,3716.127
2019-04-30,3576.638
2019-05-31,3474.522
2019-06-28,3753.816
2019-07-31,3762.883
2019-08-30,3630.437
2019-09-30,3650.653
2019-10-31,3669.498
2019-11-29,3795.374
2019-12-31,4050.584
2020-01-31,4003.579
2020-02-28,3590.926
2020-03-31,2952.754
2020-04-30,3337.055
2020-05-29,3475.773
2020-06-30,3659.605
2020-07-31,3842.271
2020-08-31,4197.791
2020-09-30,4209.305
2020-10-30,4417.936
2020-11-30,4666.315
2020-12-31,5029.241
2021-01-29,4821.304
2021-02-26,4558.97
2021-03-31,4443.913
2021-04-30,4538.013
2021-05-31,4603.449
2021-06-30,4597.491
2021-07-30,4556.274
2021-08-31,4926.971
2021-09-30,4880.706
2021-10-29,5031.341
2021-11-30,4473.978
2021-12-31,4624.993
2022-01-31,4174.242
2022-02-28,4382.272
2022-03-31,4521.337
2022-04-29,4160.517
2022-05-31,3962.584
2022-06-30,3598.535
2022-07-29,3811.022
2022-08-31,3951.259
2022-09-30,3487.254
2022-10-31,3594.632
2022-11-30,3800.111
2022-12-30,3877.177
2023-01-31,4124.566
2023-02-28,3854.215
2023-03-31,3768.631
2023-04-28,3681.511
2023-05-31,3707.448
2023-06-30,3798.222
2023-07-31,3939.111
2023-08-31,3649.813
2023-09-29,3575.529
2023-10-31,3264.649
2023-11-30,3471.838
2023-12-29,3671.686
2024-01-31,3687.537
2024-02-29,3616.714
2024-03-29,3757.699
2024-04-30,3726.402
2024-05-31,3860.564
2024-06-28,3929.095
2024-07-31,3841.606
2024-08-30,4095.063
2024-09-30,4454.48
2024-10-31,4274.336
2024-11-29,4413.295
2024-12-31,4214.914
2025-01-31,4346.341
2025-02-28,4383.159
2025-03-31,4278.259
2025-04-30,4353.78
2025-05-30,4516.209
2025-06-30,4646.286
2025-07-31,4742.446
2025-08-29,4319.528
2025-09-30,4221.099
