Date,NEW ZEALAND GROWTH Standard (Large+Mid Cap)
2001-06-14,128.287
2001-06-15,130.48
2001-06-18,128.623
2001-06-19,125.742
2001-06-20,126.454
2001-06-21,125.192
2001-06-22,127.494
2001-06-25,125.941
2001-06-26,126.654
2001-06-27,125.769
2001-06-28,125.478
2001-06-29,126.014
2001-07-02,124.785
2001-07-03,124.899
2001-07-04,123.272
2001-07-05,120.911
2001-07-06,118.87
2001-07-09,117.625
2001-07-10,120.283
2001-07-11,117.78
2001-07-12,118.066
2001-07-13,118.544
2001-07-16,117.224
2001-07-17,117.813
2001-07-18,118.683
2001-07-19,119.447
2001-07-20,118.232
2001-07-23,118.39
2001-07-24,119.011
2001-07-25,120.81
2001-07-26,122.622
2001-07-27,121.741
2001-07-30,122.803
2001-07-31,123.365
2001-08-01,125.185
2001-08-02,125.879
2001-08-03,124.317
2001-08-06,123.056
2001-08-07,122.063
2001-08-08,122.134
2001-08-09,123.3
2001-08-10,124.835
2001-08-13,126.169
2001-08-14,126.445
2001-08-15,126.248
2001-08-16,126.151
2001-08-17,127.843
2001-08-20,126.842
2001-08-21,127.852
2001-08-22,128.487
2001-08-23,128.403
2001-08-24,129.479
2001-08-27,130.802
2001-08-28,128.884
2001-08-29,130.374
2001-08-30,130.7
2001-08-31,128.587
2001-09-03,127.334
2001-09-04,127.722
2001-09-05,125.641
2001-09-06,123.635
2001-09-07,122.147
2001-09-10,119.072
2001-09-11,120.489
2001-09-12,111.84
2001-09-13,113.29
2001-09-14,113.867
2001-09-17,106.81
2001-09-18,107.391
2001-09-19,108.516
2001-09-20,108.409
2001-09-21,107.072
2001-09-24,106.474
2001-09-25,109.493
2001-09-26,109.377
2001-09-27,106.136
2001-09-28,107.085
2001-10-01,103.78
2001-10-02,106.256
2001-10-03,108.027
2001-10-04,109.261
2001-10-05,110.37
2001-10-08,110.778
2001-10-09,108.301
2001-10-10,107.818
2001-10-11,107.746
2001-10-12,108.768
2001-10-15,110.003
2001-10-16,109.946
2001-10-17,111.033
2001-10-18,108.513
2001-10-19,107.011
2001-10-22,107.114
2001-10-23,107.175
2001-10-24,107.416
2001-10-25,108.897
2001-10-26,109.251
2001-10-29,113.257
2001-10-30,111.483
2001-10-31,114.253
2001-11-01,114.878
2001-11-02,116.155
2001-11-05,117.683
2001-11-06,120.219
2001-11-07,118.344
2001-11-08,117.062
2001-11-09,114.138
2001-11-12,116.805
2001-11-13,123.07
2001-11-14,121.134
2001-11-15,120.92
2001-11-16,119.935
2001-11-19,119.516
2001-11-20,121.134
2001-11-21,119.543
2001-11-22,120.289
2001-11-23,118.516
2001-11-26,118.843
2001-11-27,122.578
2001-11-28,124.496
2001-11-29,126.854
2001-11-30,127.816
2001-12-03,125.745
2001-12-04,123.586
2001-12-05,125.737
2001-12-06,128.265
2001-12-07,126.956
2001-12-10,125.041
2001-12-11,127.653
2001-12-12,128.564
2001-12-13,129.298
2001-12-14,127.332
2001-12-17,125.282
2001-12-18,122.522
2001-12-19,124.011
2001-12-20,122.404
2001-12-21,123.352
2001-12-24,124.335
2001-12-25,124.335
2001-12-26,124.425
2001-12-27,123.618
2001-12-28,126.189
2001-12-31,125.614
2002-01-01,125.614
2002-01-02,126.881
2002-01-03,129.177
2002-01-04,130.181
2002-01-07,132.925
2002-01-08,132.631
2002-01-09,133.022
2002-01-10,135.95
2002-01-11,135.615
2002-01-14,133.189
2002-01-15,132.841
2002-01-16,131.523
2002-01-17,131.412
2002-01-18,134.43
2002-01-21,136.919
2002-01-22,136.521
2002-01-23,133.684
2002-01-24,135.05
2002-01-25,133.593
2002-01-28,133.041
2002-01-29,133.87
2002-01-30,131.724
2002-01-31,131.332
2002-02-01,133.303
2002-02-04,134.459
2002-02-05,132.312
2002-02-06,132.423
2002-02-07,127.981
2002-02-08,127.401
2002-02-11,128.425
2002-02-12,128.52
2002-02-13,128.601
2002-02-14,127.114
2002-02-15,126.652
2002-02-18,127.275
2002-02-19,126.58
2002-02-20,125.211
2002-02-21,122.75
2002-02-22,122.126
2002-02-25,123.333
2002-02-26,124.661
2002-02-27,122.363
2002-02-28,122.227
2002-03-01,122.653
2002-03-04,122.335
2002-03-05,123.348
2002-03-06,119.295
2002-03-07,123.731
2002-03-08,123.92
2002-03-11,123.623
2002-03-12,126.436
2002-03-13,123.712
2002-03-14,124.548
2002-03-15,125.958
2002-03-18,125.849
2002-03-19,124.591
2002-03-20,127.41
2002-03-21,125.228
2002-03-22,124.062
2002-03-25,125.612
2002-03-26,127.247
2002-03-27,125.873
2002-03-28,126.516
2002-03-29,126.516
2002-04-01,127.091
2002-04-02,127.411
2002-04-03,127.593
2002-04-04,127.836
2002-04-05,128.142
2002-04-08,126.812
2002-04-09,127.19
2002-04-10,126.444
2002-04-11,128.067
2002-04-12,126.793
2002-04-15,126.407
2002-04-16,126.532
2002-04-17,128.913
2002-04-18,129.026
2002-04-19,127.81
2002-04-22,128.506
2002-04-23,128.161
2002-04-24,127.429
2002-04-25,128.483
2002-04-26,129.759
2002-04-29,128.791
2002-04-30,128.069
2002-05-01,129.749
2002-05-02,128.456
2002-05-03,127.853
2002-05-06,127.905
2002-05-07,128.225
2002-05-08,128.922
2002-05-09,129.387
2002-05-10,130.65
2002-05-13,130.954
2002-05-14,133.251
2002-05-15,135.916
2002-05-16,134.222
2002-05-17,137.091
2002-05-20,137.139
2002-05-21,138.262
2002-05-22,141.652
2002-05-23,142.812
2002-05-24,140.313
2002-05-27,139.476
2002-05-28,139.906
2002-05-29,141.113
2002-05-30,142.49
2002-05-31,143.544
2002-06-03,145.582
2002-06-04,146.466
2002-06-05,145.297
2002-06-06,148.692
2002-06-07,149.22
2002-06-10,150.358
2002-06-11,149.76
2002-06-12,149.534
2002-06-13,149.244
2002-06-14,146.28
2002-06-17,147.798
2002-06-18,150.799
2002-06-19,149.27
2002-06-20,150.204
2002-06-21,150.554
2002-06-24,147.774
2002-06-25,146.488
2002-06-26,140.97
2002-06-27,142.13
2002-06-28,140.587
2002-07-01,142.575
2002-07-02,144.259
2002-07-03,142.984
2002-07-04,140.352
2002-07-05,143.011
2002-07-08,147.162
2002-07-09,147.451
2002-07-10,148.477
2002-07-11,143.141
2002-07-12,144.168
2002-07-15,143.219
2002-07-16,142.087
2002-07-17,138.311
2002-07-18,140.67
2002-07-19,140.406
2002-07-22,136.045
2002-07-23,136.46
2002-07-24,129.597
2002-07-25,131.009
2002-07-26,127.493
2002-07-29,131.688
2002-07-30,134.554
2002-07-31,130.896
2002-08-01,130.367
2002-08-02,129.458
2002-08-05,130.404
2002-08-06,128.114
2002-08-07,131.34
2002-08-08,131.767
2002-08-09,134.684
2002-08-12,136.241
2002-08-13,136.219
2002-08-14,136.672
2002-08-15,137.289
2002-08-16,137.609
2002-08-19,139.214
2002-08-20,139.247
2002-08-21,137.194
2002-08-22,138.783
2002-08-23,138.165
2002-08-26,137.634
2002-08-27,140.42
2002-08-28,141.726
2002-08-29,141.381
2002-08-30,141.224
2002-09-02,142.66
2002-09-03,144.086
2002-09-04,141.246
2002-09-05,141.651
2002-09-06,140.424
2002-09-09,139.843
2002-09-10,139.621
2002-09-11,141.199
2002-09-12,142.835
2002-09-13,141.656
2002-09-16,140.235
2002-09-17,140.625
2002-09-18,140.012
2002-09-19,139.852
2002-09-20,139.629
2002-09-23,137.936
2002-09-24,137.37
2002-09-25,137.837
2002-09-26,139.328
2002-09-27,138.293
2002-09-30,140.621
2002-10-01,141.757
2002-10-02,144.025
2002-10-03,144.209
2002-10-04,143.137
2002-10-07,144.72
2002-10-08,145.479
2002-10-09,147.124
2002-10-10,145.715
2002-10-11,148.062
2002-10-14,149.531
2002-10-15,149.721
2002-10-16,148.297
2002-10-17,148.461
2002-10-18,149.997
2002-10-21,151.015
2002-10-22,152.809
2002-10-23,153.42
2002-10-24,151.914
2002-10-25,152.004
2002-10-28,152.691
2002-10-29,151.56
2002-10-30,150.414
2002-10-31,151.782
2002-11-01,155.193
2002-11-04,158.373
2002-11-05,147.836
2002-11-06,151.038
2002-11-07,149.201
2002-11-08,150.021
2002-11-11,148.839
2002-11-12,150.188
2002-11-13,151.001
2002-11-14,150.992
2002-11-15,149.523
2002-11-18,149.726
2002-11-19,149.048
2002-11-20,148.08
2002-11-21,148.386
2002-11-22,148.259
2002-11-25,148.267
2002-11-26,148.007
2002-11-27,146.663
2002-11-28,147.66
2002-11-29,149.582
2002-12-02,148.591
2002-12-03,145.879
2002-12-04,144.854
2002-12-05,147.174
2002-12-06,147.172
2002-12-09,146.694
2002-12-10,146.124
2002-12-11,144.23
2002-12-12,144.192
2002-12-13,146.217
2002-12-16,144.967
2002-12-17,147.08
2002-12-18,147.992
2002-12-19,151.182
2002-12-20,149.016
2002-12-23,150.238
2002-12-24,150.963
2002-12-25,150.963
2002-12-26,151.124
2002-12-27,150.125
2002-12-30,150.206
2002-12-31,151.901
2003-01-01,151.901
2003-01-02,152.075
2003-01-03,152.896
2003-01-06,159.144
2003-01-07,159.754
2003-01-08,156.938
2003-01-09,156.998
2003-01-10,159.668
2003-01-13,160.178
2003-01-14,161.187
2003-01-15,161.771
2003-01-16,161.837
2003-01-17,163.607
2003-01-20,161.093
2003-01-21,160.386
2003-01-22,160.219
2003-01-23,162.134
2003-01-24,162.783
2003-01-27,162.638
2003-01-28,160.674
2003-01-29,161.447
2003-01-30,158.422
2003-01-31,156.712
2003-02-03,157.162
2003-02-04,160.956
2003-02-05,158.313
2003-02-06,158.356
2003-02-07,156.505
2003-02-10,158.895
2003-02-11,158.57
2003-02-12,158.082
2003-02-13,156.802
2003-02-14,157.012
2003-02-17,158.738
2003-02-18,158.453
2003-02-19,158.73
2003-02-20,158.784
2003-02-21,157.933
2003-02-24,157.945
2003-02-25,153.563
2003-02-26,155.164
2003-02-27,155.186
2003-02-28,152.363
2003-03-03,152.732
2003-03-04,156.096
2003-03-05,158.083
2003-03-06,158.48
2003-03-07,157.304
2003-03-10,158.514
2003-03-11,155.76
2003-03-12,152.839
2003-03-13,149.281
2003-03-14,151.893
2003-03-17,150.856
2003-03-18,152.335
2003-03-19,150.552
2003-03-20,152.225
2003-03-21,152.735
2003-03-24,153.579
2003-03-25,153.141
2003-03-26,151.864
2003-03-27,153.298
2003-03-28,155.318
2003-03-31,158.386
2003-04-01,157.553
2003-04-02,159.306
2003-04-03,157.368
2003-04-04,156.885
2003-04-07,158.348
2003-04-08,161.393
2003-04-09,162.173
2003-04-10,158.741
2003-04-11,159.369
2003-04-14,162.937
2003-04-15,164.966
2003-04-16,163.639
2003-04-17,162.601
2003-04-18,162.601
2003-04-21,162.076
2003-04-22,163.661
2003-04-23,164.595
2003-04-24,164.384
2003-04-25,163.821
2003-04-28,162.453
2003-04-29,166.381
2003-04-30,169.676
2003-05-01,168.767
2003-05-02,163.318
2003-05-05,166.163
2003-05-06,169.618
2003-05-07,166.913
2003-05-08,169.882
2003-05-09,172.025
2003-05-12,175.323
2003-05-13,174.773
2003-05-14,175.987
2003-05-15,176.09
2003-05-16,176.075
2003-05-19,176.753
2003-05-20,176.444
2003-05-21,180.361
2003-05-22,182.579
2003-05-23,182.183
2003-05-26,182.8
2003-05-27,183.089
2003-05-28,181.239
2003-05-29,184.934
2003-05-30,186.96
2003-06-02,187.948
2003-06-03,186.768
2003-06-04,186.627
2003-06-05,187.913
2003-06-06,187.389
2003-06-09,187.165
2003-06-10,186.166
2003-06-11,187.717
2003-06-12,188.903
2003-06-13,190.293
2003-06-16,192.931
2003-06-17,196.099
2003-06-18,197.493
2003-06-19,198.069
2003-06-20,199.489
2003-06-23,199.058
2003-06-24,197.496
2003-06-25,198.932
2003-06-26,196.843
2003-06-27,197.042
2003-06-30,201.948
2003-07-01,203.579
2003-07-02,203.564
2003-07-03,204.232
2003-07-04,201.907
2003-07-07,201.471
2003-07-08,197.331
2003-07-09,191.557
2003-07-10,192.45
2003-07-11,195.171
2003-07-14,195.41
2003-07-15,192.474
2003-07-16,189.884
2003-07-17,188.657
2003-07-18,185.849
2003-07-21,190.38
2003-07-22,190.583
2003-07-23,193.967
2003-07-24,197.345
2003-07-25,198.45
2003-07-28,197.741
2003-07-29,197.892
2003-07-30,194.166
2003-07-31,192.813
2003-08-01,195.928
2003-08-04,195.494
2003-08-05,195.149
2003-08-06,196.859
2003-08-07,196.38
2003-08-08,198.762
2003-08-11,201.206
2003-08-12,200.776
2003-08-13,202.855
2003-08-14,201.46
2003-08-15,200.415
2003-08-18,200.832
2003-08-19,200.9
2003-08-20,200.591
2003-08-21,196.831
2003-08-22,195.52
2003-08-25,195.473
2003-08-26,193.801
2003-08-27,191.178
2003-08-28,191.36
2003-08-29,196.451
2003-09-01,195.454
2003-09-02,192.831
2003-09-03,193.05
2003-09-04,192.079
2003-09-05,195.005
2003-09-08,195.296
2003-09-09,197.515
2003-09-10,197.282
2003-09-11,197.245
2003-09-12,197.069
2003-09-15,200.258
2003-09-16,198.963
2003-09-17,200.382
2003-09-18,200.613
2003-09-19,204.082
2003-09-22,207.092
2003-09-23,206.261
2003-09-24,207.22
2003-09-25,207.837
2003-09-26,205.533
2003-09-29,205.256
2003-09-30,207.822
2003-10-01,208.282
2003-10-02,209.093
2003-10-03,209.076
2003-10-06,208.104
2003-10-07,209.08
2003-10-08,208.707
2003-10-09,210.391
2003-10-10,209.113
2003-10-13,208.556
2003-10-14,205.737
2003-10-15,205.991
2003-10-16,206.702
2003-10-17,207.785
2003-10-20,207.873
2003-10-21,209.508
2003-10-22,211.16
2003-10-23,211.102
2003-10-24,211.093
2003-10-27,211.353
2003-10-28,211.497
2003-10-29,213.88
2003-10-30,213.211
2003-10-31,213.963
2003-11-03,214.087
2003-11-04,214.382
2003-11-05,217.435
2003-11-06,215.722
2003-11-07,217.092
2003-11-10,219.504
2003-11-11,224.07
2003-11-12,222.835
2003-11-13,224.472
2003-11-14,224.793
2003-11-17,224.496
2003-11-18,227.958
2003-11-19,229.342
2003-11-20,231.435
2003-11-21,229.743
2003-11-24,228.336
2003-11-25,227.847
2003-11-26,230.86
2003-11-27,229.234
2003-11-28,230.155
2003-12-01,233.871
2003-12-02,233.899
2003-12-03,233.53
2003-12-04,232.536
2003-12-05,232.007
2003-12-08,233.214
2003-12-09,233.929
2003-12-10,234.77
2003-12-11,233.082
2003-12-12,235.461
2003-12-15,237.314
2003-12-16,237.3
2003-12-17,235.844
2003-12-18,235.142
2003-12-19,234.488
2003-12-22,235.096
2003-12-23,235.731
2003-12-24,238.9
2003-12-25,238.9
2003-12-26,239.14
2003-12-29,239.407
2003-12-30,242.5
2003-12-31,244.53
2004-01-01,244.53
2004-01-02,245.126
2004-01-05,250.18
2004-01-06,252.808
2004-01-07,253.302
2004-01-08,251.904
2004-01-09,255.896
2004-01-12,256.201
2004-01-13,254.961
2004-01-14,251.828
2004-01-15,250.775
2004-01-16,250.009
2004-01-19,246.521
2004-01-20,252.77
2004-01-21,253.377
2004-01-22,253.26
2004-01-23,253.771
2004-01-26,253.264
2004-01-27,256.079
2004-01-28,256.447
2004-01-29,250.012
2004-01-30,250.858
2004-02-02,251.198
2004-02-03,252.979
2004-02-04,250.66
2004-02-05,253.183
2004-02-06,254.176
2004-02-09,258.325
2004-02-10,258.297
2004-02-11,254.661
2004-02-12,254.042
2004-02-13,256.987
2004-02-16,257.507
2004-02-17,256.747
2004-02-18,258.106
2004-02-19,255.53
2004-02-20,250.194
2004-02-23,247.565
2004-02-24,249.043
2004-02-25,250.022
2004-02-26,249.447
2004-02-27,248.489
2004-03-01,248.546
2004-03-02,248.746
2004-03-03,242.596
2004-03-04,244.681
2004-03-05,247.784
2004-03-08,246.075
2004-03-09,250.054
2004-03-10,243.632
2004-03-11,237.893
2004-03-12,239.052
2004-03-15,236.357
2004-03-16,238.755
2004-03-17,237.929
2004-03-18,241.926
2004-03-19,241.594
2004-03-22,244.338
2004-03-23,243.65
2004-03-24,241.121
2004-03-25,240.031
2004-03-26,241.781
2004-03-29,243.534
2004-03-30,248.472
2004-03-31,251.754
2004-04-01,252.95
2004-04-02,249.564
2004-04-05,244.432
2004-04-06,248.369
2004-04-07,249.799
2004-04-08,248.891
2004-04-09,248.891
2004-04-12,250.252
2004-04-13,246.32
2004-04-14,237.429
2004-04-15,240.372
2004-04-16,241.678
2004-04-19,243.985
2004-04-20,242.1
2004-04-21,240.678
2004-04-22,241.233
2004-04-23,242.463
2004-04-26,243.399
2004-04-27,243.696
2004-04-28,242.765
2004-04-29,240.755
2004-04-30,241.313
2004-05-03,239.982
2004-05-04,244.254
2004-05-05,244.561
2004-05-06,242.975
2004-05-07,236.549
2004-05-10,229.435
2004-05-11,227.943
2004-05-12,231.226
2004-05-13,227.275
2004-05-14,227.091
2004-05-17,229.413
2004-05-18,227.505
2004-05-19,234.505
2004-05-20,233.051
2004-05-21,234.726
2004-05-24,234.51
2004-05-25,235.373
2004-05-26,236.252
2004-05-27,243.675
2004-05-28,241.495
2004-05-31,241.547
2004-06-01,242.229
2004-06-02,240.795
2004-06-03,240.492
2004-06-04,239.964
2004-06-07,243.605
2004-06-08,242.713
2004-06-09,239.34
2004-06-10,244.81
2004-06-11,244.211
2004-06-14,245.183
2004-06-15,244.257
2004-06-16,244.868
2004-06-17,243.852
2004-06-18,244.899
2004-06-21,244.996
2004-06-22,244.945
2004-06-23,244.519
2004-06-24,247.059
2004-06-25,248.102
2004-06-28,249.748
2004-06-29,247.414
2004-06-30,251.82
2004-07-01,253.313
2004-07-02,256.164
2004-07-05,256.488
2004-07-06,257.531
2004-07-07,261.337
2004-07-08,260.316
2004-07-09,259.744
2004-07-12,260.364
2004-07-13,258.507
2004-07-14,257.006
2004-07-15,256.73
2004-07-16,261.587
2004-07-19,261.829
2004-07-20,263.437
2004-07-21,256.07
2004-07-22,260.688
2004-07-23,255.405
2004-07-26,257.138
2004-07-27,254.873
2004-07-28,255.184
2004-07-29,257.945
2004-07-30,259.329
2004-08-02,261.141
2004-08-03,263.964
2004-08-04,264.332
2004-08-05,265.142
2004-08-06,265.677
2004-08-09,265.429
2004-08-10,265.809
2004-08-11,264.819
2004-08-12,266.601
2004-08-13,268.516
2004-08-16,266.722
2004-08-17,266.38
2004-08-18,265.42
2004-08-19,268.939
2004-08-20,269.241
2004-08-23,267.439
2004-08-24,261.741
2004-08-25,260.917
2004-08-26,260.367
2004-08-27,262.035
2004-08-30,261.58
2004-08-31,263.276
2004-09-01,263.714
2004-09-02,257.542
2004-09-03,255.137
2004-09-06,256.612
2004-09-07,256.057
2004-09-08,257.241
2004-09-09,260.042
2004-09-10,263.287
2004-09-13,260.194
2004-09-14,264.433
2004-09-15,263.063
2004-09-16,265.29
2004-09-17,266.398
2004-09-20,268.681
2004-09-21,270.194
2004-09-22,271.392
2004-09-23,272.157
2004-09-24,272.83
2004-09-27,273.237
2004-09-28,276.012
2004-09-29,276.021
2004-09-30,279.02
2004-10-01,279.108
2004-10-04,277.308
2004-10-05,279.91
2004-10-06,280.36
2004-10-07,278.913
2004-10-08,281.603
2004-10-11,281.044
2004-10-12,279.863
2004-10-13,277.074
2004-10-14,282.234
2004-10-15,282.684
2004-10-18,282.083
2004-10-19,281.363
2004-10-20,283.002
2004-10-21,283.356
2004-10-22,281.715
2004-10-25,284.678
2004-10-26,281.002
2004-10-27,282.262
2004-10-28,278.971
2004-10-29,279.001
2004-11-01,280.643
2004-11-02,284.781
2004-11-03,287.739
2004-11-04,291.587
2004-11-05,291.303
2004-11-08,291.662
2004-11-09,291.954
2004-11-10,287.689
2004-11-11,290.394
2004-11-12,293.743
2004-11-15,295.881
2004-11-16,295.414
2004-11-17,297.925
2004-11-18,298.21
2004-11-19,302.268
2004-11-22,302.404
2004-11-23,301.837
2004-11-24,303.79
2004-11-25,308.647
2004-11-26,308.911
2004-11-29,308.736
2004-11-30,308.776
2004-12-01,310.577
2004-12-02,312.728
2004-12-03,312.929
2004-12-06,314.716
2004-12-07,315.228
2004-12-08,305.829
2004-12-09,305.508
2004-12-10,305.242
2004-12-13,308.099
2004-12-14,307.228
2004-12-15,310.268
2004-12-16,308.351
2004-12-17,308.572
2004-12-20,309.374
2004-12-21,306.357
2004-12-22,309.668
2004-12-23,310.738
2004-12-24,313.273
2004-12-27,314.321
2004-12-28,315.304
2004-12-29,315.983
2004-12-30,318.581
2004-12-31,322.672
2005-01-03,318.852
2005-01-04,315.1
2005-01-05,316.77
2005-01-06,315.633
2005-01-07,313.966
2005-01-10,312.109
2005-01-11,315.461
2005-01-12,315.174
2005-01-13,316.113
2005-01-14,311.496
2005-01-17,310.806
2005-01-18,312.781
2005-01-19,314.461
2005-01-20,313.566
2005-01-21,316.741
2005-01-24,317.853
2005-01-25,318.043
2005-01-26,322.845
2005-01-27,318.656
2005-01-28,318.273
2005-01-31,316.134
2005-02-01,318.419
2005-02-02,318.221
2005-02-03,319.887
2005-02-04,325.198
2005-02-07,324.919
2005-02-08,322.602
2005-02-09,324.899
2005-02-10,326.463
2005-02-11,327.765
2005-02-14,331.744
2005-02-15,328.962
2005-02-16,326.852
2005-02-17,331.948
2005-02-18,332.909
2005-02-21,338.795
2005-02-22,336.355
2005-02-23,331.954
2005-02-24,331.017
2005-02-25,332.808
2005-02-28,342.319
2005-03-01,340.294
2005-03-02,341.252
2005-03-03,341.174
2005-03-04,343.33
2005-03-07,343.72
2005-03-08,348.805
2005-03-09,348.283
2005-03-10,344.632
2005-03-11,340.459
2005-03-14,341.266
2005-03-15,343.347
2005-03-16,343.436
2005-03-17,339.412
2005-03-18,340.706
2005-03-21,339.159
2005-03-22,339.128
2005-03-23,327.168
2005-03-24,321.832
2005-03-25,321.832
2005-03-28,318.818
2005-03-29,318.51
2005-03-30,316.286
2005-03-31,316.771
2005-04-01,317.13
2005-04-04,316.829
2005-04-05,317.436
2005-04-06,319.244
2005-04-07,320.828
2005-04-08,321.121
2005-04-11,322.99
2005-04-12,321.395
2005-04-13,324.636
2005-04-14,323.404
2005-04-15,319.267
2005-04-18,312.887
2005-04-19,316.678
2005-04-20,318.827
2005-04-21,316.332
2005-04-22,319.938
2005-04-25,318.409
2005-04-26,315.615
2005-04-27,317.253
2005-04-28,320.721
2005-04-29,325.43
2005-05-02,325.142
2005-05-03,322.925
2005-05-04,325.034
2005-05-05,321.378
2005-05-06,317.217
2005-05-09,312.157
2005-05-10,313.018
2005-05-11,314.431
2005-05-12,312.302
2005-05-13,309.926
2005-05-16,309.574
2005-05-17,311.976
2005-05-18,311.974
2005-05-19,315.225
2005-05-20,316.162
2005-05-23,319.704
2005-05-24,319.145
2005-05-25,319.904
2005-05-26,314.791
2005-05-27,317.825
2005-05-30,317.1
2005-05-31,314.033
2005-06-01,307.118
2005-06-02,312.051
2005-06-03,316.261
2005-06-06,319.392
2005-06-07,321.714
2005-06-08,323.724
2005-06-09,321.886
2005-06-10,319.23
2005-06-13,320.014
2005-06-14,325.2
2005-06-15,327.931
2005-06-16,331.853
2005-06-17,334.337
2005-06-20,331.965
2005-06-21,334.089
2005-06-22,335.01
2005-06-23,329.528
2005-06-24,324.733
2005-06-27,328.366
2005-06-28,327.433
2005-06-29,330.352
2005-06-30,333.113
2005-07-01,326.771
2005-07-04,329.018
2005-07-05,330.9
2005-07-06,332.568
2005-07-07,328.166
2005-07-08,327.999
2005-07-11,334.028
2005-07-12,338.678
2005-07-13,332.225
2005-07-14,333.781
2005-07-15,332.016
2005-07-18,333.925
2005-07-19,329.011
2005-07-20,329.588
2005-07-21,334.386
2005-07-22,335.784
2005-07-25,336.143
2005-07-26,337.5
2005-07-27,335.421
2005-07-28,335.697
2005-07-29,336.799
2005-08-01,338.537
2005-08-02,337.912
2005-08-03,338.799
2005-08-04,339.183
2005-08-05,337.446
2005-08-08,338.234
2005-08-09,336.26
2005-08-10,335.788
2005-08-11,342.62
2005-08-12,345.245
2005-08-15,344.33
2005-08-16,346.317
2005-08-17,344.617
2005-08-18,340.336
2005-08-19,337.089
2005-08-22,341.629
2005-08-23,343.27
2005-08-24,344.183
2005-08-25,343.456
2005-08-26,338.165
2005-08-29,334.549
2005-08-30,334.454
2005-08-31,337.277
2005-09-01,345.445
2005-09-02,347.728
2005-09-05,349.503
2005-09-06,346.936
2005-09-07,345.159
2005-09-08,345.735
2005-09-09,346.926
2005-09-12,343.502
2005-09-13,342.396
2005-09-14,350.459
2005-09-15,349.023
2005-09-16,350.654
2005-09-19,347.486
2005-09-20,345.968
2005-09-21,346.728
2005-09-22,341.629
2005-09-23,338.006
2005-09-26,336.392
2005-09-27,335.712
2005-09-28,340.28
2005-09-29,343.926
2005-09-30,346.317
2005-10-03,345.569
2005-10-04,348.989
2005-10-05,346.581
2005-10-06,344.491
2005-10-07,341.4
2005-10-10,344.733
2005-10-11,341.039
2005-10-12,342.602
2005-10-13,332.727
2005-10-14,334.001
2005-10-17,336.23
2005-10-18,333.145
2005-10-19,328.973
2005-10-20,330.118
2005-10-21,325.169
2005-10-24,325.378
2005-10-25,327.968
2005-10-26,330.451
2005-10-27,331.917
2005-10-28,328.436
2005-10-31,329.759
2005-11-01,330.227
2005-11-02,326.795
2005-11-03,331.291
2005-11-04,326.421
2005-11-07,324.05
