Date,ISRAEL MID CAP Mid Cap
2010-11-30,1087.778
2010-12-31,1194.603
2011-01-31,1072.859
2011-02-28,1095.999
2011-03-31,1202.779
2011-04-29,1210.041
2011-05-31,1152.807
2011-06-30,1117.271
2011-07-29,1101.443
2011-08-31,962.752
2011-09-30,895.58
2011-10-31,1007.37
2011-11-30,890.183
2011-12-30,871.205
2012-01-31,909.391
2012-02-29,820.455
2012-03-30,889.046
2012-04-30,869.52
2012-05-31,745.023
2012-06-29,691.915
2012-07-31,662.141
2012-08-31,669.764
2012-09-28,710.506
2012-10-31,698.979
2012-11-30,728.034
2012-12-31,692.276
2013-01-31,691.961
2013-02-28,723.417
2013-03-29,749.065
2013-04-30,727.721
2013-05-31,731.476
2013-06-28,708.861
2013-07-31,727.569
2013-08-30,707.418
2013-09-30,812.955
2013-10-31,811.921
2013-11-29,834.998
2013-12-31,850.646
2014-01-31,793.63
2014-02-28,818.097
2014-03-31,870.058
2014-04-30,881.444
2014-05-30,877.111
2014-06-30,879.613
2014-07-31,874.096
2014-08-29,857.17
2014-09-30,870.509
2014-10-31,801.362
2014-11-28,827.553
2014-12-31,809.499
2015-01-30,782.468
2015-02-27,816.376
2015-03-31,879.517
2015-04-30,911.424
2015-05-29,907.123
2015-06-30,937.452
2015-07-31,964.665
2015-08-31,875.75
2015-09-30,864.202
2015-10-30,923.753
2015-11-30,901.747
2015-12-31,872.955
2016-01-29,826.445
2016-02-29,847.778
2016-03-31,898.802
2016-04-29,905.548
2016-05-31,890.348
2016-06-30,872.746
2016-07-29,896.567
2016-08-31,911.131
2016-09-30,908.91
2016-10-31,894.344
2016-11-30,933.349
2016-12-30,946.582
2017-01-31,963.989
2017-02-28,1002.786
2017-03-31,997.261
2017-04-28,1017.898
2017-05-31,1074.143
2017-06-30,1098.965
2017-07-31,1084.25
2017-08-31,1111.708
2017-09-29,1135.733
2017-10-31,1165.861
2017-11-30,1160.786
2017-12-29,1222.454
2018-01-31,1274.808
2018-02-28,1231.686
2018-03-30,1178.03
2018-04-30,1183.571
2018-05-31,1233.602
2018-06-29,1204.231
2018-07-31,1250.008
2018-08-31,1342.235
2018-09-28,1327.401
2018-10-31,1254.616
2018-11-30,1306.661
2018-12-31,1230.542
2019-01-31,1302.249
2019-02-28,1348.946
2019-03-29,1358.387
2019-04-30,1470.271
2019-05-31,1477.208
2019-06-28,1515.73
2019-07-31,1632.279
2019-08-30,1536.146
2019-09-30,1511.315
2019-10-31,1540.216
2019-11-29,1578.939
2019-12-31,1565.415
2020-01-31,1669.01
2020-02-28,1520.281
2020-03-31,1247.022
2020-04-30,1417.092
2020-05-29,1614.016
2020-06-30,1630.334
2020-07-31,1766.481
2020-08-31,1845.707
2020-09-30,1669.929
2020-10-30,1684.493
2020-11-30,1871.652
2020-12-31,2099.738
2021-01-29,2100.273
2021-02-26,2002.683
2021-03-31,2041.281
2021-04-30,2199.46
2021-05-31,2236.797
2021-06-30,2247.847
2021-07-30,2376.995
2021-08-31,2577.893
2021-09-30,2565.232
2021-10-29,2795.36
2021-11-30,2823.169
2021-12-31,2949.856
2022-01-31,2677.839
2022-02-28,2723.629
2022-03-31,2763.856
2022-04-29,2537.981
2022-05-31,2374.56
2022-06-30,2167.385
2022-07-29,2324.728
2022-08-31,2467.72
2022-09-30,2160.007
2022-10-31,2353.527
2022-11-30,2282.095
2022-12-30,2145.151
2023-01-31,2235.269
2023-02-28,2116.197
2023-03-31,2112.713
2023-04-28,2111.439
2023-05-31,2021.551
2023-06-30,2068.646
2023-07-31,2251.953
2023-08-31,2203.472
2023-09-29,2201.855
2023-10-31,1883.164
2023-11-30,2212.706
2023-12-29,2391.52
2024-01-31,2424.153
2024-02-29,2665.737
2024-03-29,2708.606
2024-04-30,2512.095
2024-05-31,2610.267
2024-06-28,2584.259
2024-07-31,2658.714
2024-08-30,2888.027
2024-09-30,2892.219
2024-10-31,2973.257
2024-11-29,3215.245
2024-12-31,3376.793
2025-01-31,3482.063
2025-02-28,3409.676
2025-03-31,3218.688
2025-04-30,3420.093
2025-05-30,3699.716
