Date,SWEDEN GROWTH Standard (Large+Mid Cap)
1998-04-30,4433.82
1998-05-29,4659.231
1998-06-30,4834.184
1998-07-31,4770.938
1998-08-31,4162.067
1998-09-30,3796.8
1998-10-30,4047.847
1998-11-30,4731.882
1998-12-31,4588.164
1999-01-29,5000.994
1999-02-26,4743.131
1999-03-31,4692.615
1999-04-30,4981.457
1999-05-31,5083.008
1999-06-30,5854.763
1999-07-30,6001.212
1999-08-31,5889.462
1999-09-30,5777.927
1999-10-29,7192.453
1999-11-30,8483.153
1999-12-31,10663.185
2000-01-31,11339.766
2000-02-29,14808.124
2000-03-31,13424.955
2000-04-28,13517.045
2000-05-31,12357.677
2000-06-30,11928.888
2000-07-31,11690.952
2000-08-31,11894.315
2000-09-29,8962.268
2000-10-31,7823.859
2000-11-30,6731.248
2000-12-29,6761.872
2001-01-31,7077.699
2001-02-28,5089.546
2001-03-30,3556.623
2001-04-30,4199.535
2001-05-31,4024.944
2001-06-29,3645.468
2001-07-31,3666.252
2001-08-31,3321.793
2001-09-28,2636.203
2001-10-31,2995.608
2001-11-30,3672.922
2001-12-31,3690.267
2002-01-31,3132.8
2002-02-28,3062.636
2002-03-29,3159.992
2002-04-30,2499.711
2002-05-31,2355.676
2002-06-28,2167.358
2002-07-31,1753.028
2002-08-30,1726.385
2002-09-30,1342.863
2002-10-31,1742.445
2002-11-29,1975.849
2002-12-31,1827.957
2003-01-31,1753.417
2003-02-28,1808.683
2003-03-31,1737.37
2003-04-30,2006.7
2003-05-30,2100.443
2003-06-30,2105.401
2003-07-31,2175.74
2003-08-29,2186.244
2003-09-30,2283.636
2003-10-31,2424.872
2003-11-28,2525.782
2003-12-31,2709.078
2004-01-30,2892.306
2004-02-27,3115.731
2004-03-31,3012.896
2004-04-30,2979.976
2004-05-31,3031.748
2004-06-30,3148.69
2004-07-30,2941.248
2004-08-31,2946.127
2004-09-30,3250.699
2004-10-29,3187.723
2004-11-30,3593.519
2004-12-31,3658.767
2005-01-31,3500.086
2005-02-28,3641.678
2005-03-31,3512.797
2005-04-29,3523.929
2005-05-31,3712.132
2005-06-30,3730.195
2005-07-29,3930.598
2005-08-31,3934.915
2005-09-30,4107.351
2005-10-31,3774.75
2005-11-30,3828.228
2005-12-30,4087.266
2006-01-31,4343.369
2006-02-28,4235.813
2006-03-31,4581.133
2006-04-28,4677.833
2006-05-31,4347.918
2006-06-30,4434.008
2006-07-31,4255.265
2006-08-31,4425.423
2006-09-29,4620.498
2006-10-31,4962.063
2006-11-30,5181.185
2006-12-29,5569.522
2007-01-31,5536.572
2007-02-28,5211.623
2007-03-30,5467.707
2007-04-30,6052.46
2007-05-31,5999.182
2007-06-29,5990.41
2007-07-31,5973.989
2007-08-31,5778.478
2007-09-28,6186.789
2007-10-31,5972.586
2007-11-30,5468.383
2007-12-31,5324.541
2008-01-31,4769.66
2008-02-29,5120.108
2008-03-31,5161.958
2008-04-30,5435.72
2008-05-30,5658.291
2008-06-30,4955.805
2008-07-31,4798.589
2008-08-29,4509.263
2008-09-30,3568.404
2008-10-31,2629.291
2008-11-28,2526.431
2008-12-31,2706.679
2009-01-30,2578.81
2009-02-27,2450.448
2009-03-31,2511.407
2009-04-30,3046.437
2009-05-29,3361.459
2009-06-30,3378.483
2009-07-31,3926.751
2009-08-31,4081.82
2009-09-30,4172.59
2009-10-30,4341.895
2009-11-30,4358.982
2009-12-31,4296.37
2010-01-29,4257.031
2010-02-26,4350.492
2010-03-31,4719.299
2010-04-30,5044.809
2010-05-31,4356.382
2010-06-30,4424.208
2010-07-30,4920.359
2010-08-31,4744.149
2010-09-30,5667.046
2010-10-29,5633.171
2010-11-30,5658.18
2010-12-31,6228.099
2011-01-31,6260.204
2011-02-28,6258.572
2011-03-31,6461.419
2011-04-29,7085.579
2011-05-31,6847.202
2011-06-30,6526.09
2011-07-29,6170.195
2011-08-31,5493.647
2011-09-30,4693.667
2011-10-31,5506.949
2011-11-30,5252.032
2011-12-30,5205.411
2012-01-31,5537.903
2012-02-29,6102.027
2012-03-30,5972.225
2012-04-30,5888.871
2012-05-31,5039.1
2012-06-29,5433.715
2012-07-31,5779.116
2012-08-31,5758.612
2012-09-28,5972.77
2012-10-31,5910.946
2012-11-30,6111.345
2012-12-31,6362.445
2013-01-31,6625.356
2013-02-28,6610.008
2013-03-29,6536.075
2013-04-30,6544.922
2013-05-31,6512.16
2013-06-28,6080.584
2013-07-31,6753.207
2013-08-30,6618.104
2013-09-30,7162.159
2013-10-31,6932.462
2013-11-29,7016.226
2013-12-31,7184.586
2014-01-31,6932.067
2014-02-28,7373.824
2014-03-31,7341.41
2014-04-30,7342.771
2014-05-30,7364.863
2014-06-30,7245.287
2014-07-31,6965.994
2014-08-29,7033.095
2014-09-30,6805.382
2014-10-31,6652.894
2014-11-28,6858.734
2014-12-31,6630.381
2015-01-30,6792.324
2015-02-27,7283.709
2015-03-31,7077.142
2015-04-30,7079.932
2015-05-29,7013.935
2015-06-30,6684.496
2015-07-31,6768.729
2015-08-31,6290.614
2015-09-30,6048.103
2015-10-30,6500.708
2015-11-30,6531.845
2015-12-31,6320.684
2016-01-29,5816.325
2016-02-29,5858.197
2016-03-31,6283.463
2016-04-29,6564.557
2016-05-31,6359.384
2016-06-30,6220.081
2016-07-29,6524.165
2016-08-31,6474.913
2016-09-30,6541.28
2016-10-31,6190.936
2016-11-30,6185.967
2016-12-30,6296.373
2017-01-31,6614.539
2017-02-28,6631.254
2017-03-31,6867.722
2017-04-28,7140.648
2017-05-31,7290.843
2017-06-30,7376.639
2017-07-31,7439.007
2017-08-31,7599.312
2017-09-29,7917.3
2017-10-31,8108.783
2017-11-30,7819.175
2017-12-29,7771.631
2018-01-31,8255.179
2018-02-28,7848.254
2018-03-30,7668.652
2018-04-30,7648.08
2018-05-31,7589.371
2018-06-29,7474.874
2018-07-31,7761.454
2018-08-31,7671.362
2018-09-28,7752.301
2018-10-31,6987.04
2018-11-30,6763.811
2018-12-31,6619.115
2019-01-31,7120.318
2019-02-28,7420.859
2019-03-29,7581.491
2019-04-30,8086.74
2019-05-31,7268.254
2019-06-28,8075.841
2019-07-31,7635.112
2019-08-30,7203.596
2019-09-30,7429.645
2019-10-31,8110.096
2019-11-29,8333.294
2019-12-31,8613.105
2020-01-31,8285.743
2020-02-28,7781.432
2020-03-31,7057.808
2020-04-30,7503.534
2020-05-29,8144.871
2020-06-30,8398.895
2020-07-31,9217.405
2020-08-31,9751.332
2020-09-30,9855.075
2020-10-30,9381.609
2020-11-30,10809.336
2020-12-31,11274.03
2021-01-29,11530.002
2021-02-26,11811.781
2021-03-31,12548.694
2021-04-30,13103.947
2021-05-31,13645.654
2021-06-30,13230.494
2021-07-30,13897.051
2021-08-31,13771.958
2021-09-30,12734.269
2021-10-29,13523.699
2021-11-30,12656.364
2021-12-31,13748.336
2022-01-31,12078.603
2022-02-28,11042.949
2022-03-31,11366.596
2022-04-29,10148.408
2022-05-31,10198.621
2022-06-30,8631.045
2022-07-29,9805.637
2022-08-31,8704.312
2022-09-30,7898.76
2022-10-31,8358.804
2022-11-30,9377.903
2022-12-30,9251.145
2023-01-31,9911.057
2023-02-28,10083.379
2023-03-31,10440.997
2023-04-28,10895.581
2023-05-31,10120.724
2023-06-30,10373.975
2023-07-31,10236.518
2023-08-31,9404.598
2023-09-29,9164.387
2023-10-31,8613.747
2023-11-30,10172.384
2023-12-29,11410.022
2024-01-31,10897.263
2024-02-29,11359.905
2024-03-29,11481.602
2024-04-30,11267.875
2024-05-31,12049.671
2024-06-28,11802.05
2024-07-31,11756.231
2024-08-30,12327.216
2024-09-30,12784.951
2024-10-31,11376.662
2024-11-29,10974.775
2024-12-31,10582.19
2025-01-31,11733.951
2025-02-28,12149.146
2025-03-31,11740.937
2025-04-30,12176.108
2025-05-30,12631.081
2025-06-30,13149.298
2025-07-31,12569.981
2025-08-29,13182.797
2025-09-30,13464.128
2025-10-31,13648.963
2025-11-28,13422.829
