Date,SWEDEN GROWTH Standard (Large+Mid Cap)
2001-09-07,2764.528
2001-09-10,2784.127
2001-09-11,2514.922
2001-09-12,2678.891
2001-09-13,2583.402
2001-09-14,2573.265
2001-09-17,2650.024
2001-09-18,2563.605
2001-09-19,2507.468
2001-09-20,2365.462
2001-09-21,2308.424
2001-09-24,2510.971
2001-09-25,2658.797
2001-09-26,2600.337
2001-09-27,2522.137
2001-09-28,2636.203
2001-10-01,2553.371
2001-10-02,2589.569
2001-10-03,2544.797
2001-10-04,2707.875
2001-10-05,2771.763
2001-10-08,2838.332
2001-10-09,2812.946
2001-10-10,2825.879
2001-10-11,2993.953
2001-10-12,3011.514
2001-10-15,2940.947
2001-10-16,2969.398
2001-10-17,3196.358
2001-10-18,3016.073
2001-10-19,2889.624
2001-10-22,2852.279
2001-10-23,2989.847
2001-10-24,3012.711
2001-10-25,3022.857
2001-10-26,3204.532
2001-10-29,3080.922
2001-10-30,2938.872
2001-10-31,2995.608
2001-11-01,3031.812
2001-11-02,3037.095
2001-11-05,3156.798
2001-11-06,3220.704
2001-11-07,3268.346
2001-11-08,3368.764
2001-11-09,3298.942
2001-11-12,3227.358
2001-11-13,3417.817
2001-11-14,3457.99
2001-11-15,3550.859
2001-11-16,3637.752
2001-11-19,3632.304
2001-11-20,3532.146
2001-11-21,3478.321
2001-11-22,3665.428
2001-11-23,3671.808
2001-11-26,3792.302
2001-11-27,3709.344
2001-11-28,3627.809
2001-11-29,3572.307
2001-11-30,3672.922
2001-12-03,3625.363
2001-12-04,3773.492
2001-12-05,4023.997
2001-12-06,4017.818
2001-12-07,3973.913
2001-12-10,3895.114
2001-12-11,3932.1
2001-12-12,3857.13
2001-12-13,3710.105
2001-12-14,3625.072
2001-12-17,3717.939
2001-12-18,3690.301
2001-12-19,3566.236
2001-12-20,3457.677
2001-12-21,3510.817
2001-12-24,3464.42
2001-12-25,3464.42
2001-12-26,3452.641
2001-12-27,3571.196
2001-12-28,3660.518
2001-12-31,3690.267
2002-01-01,3690.267
2002-01-02,3734.321
2002-01-03,3911.419
2002-01-04,3901.91
2002-01-07,3897.69
2002-01-08,3726.143
2002-01-09,3664.061
2002-01-10,3627.027
2002-01-11,3694.547
2002-01-14,3504.669
2002-01-15,3441.188
2002-01-16,3338.388
2002-01-17,3369.812
2002-01-18,3330.672
2002-01-21,3270.86
2002-01-22,3244.206
2002-01-23,3230.395
2002-01-24,3316.73
2002-01-25,3186.638
2002-01-28,3100.6
2002-01-29,3032.425
2002-01-30,2978.432
2002-01-31,3132.8
2002-02-01,3085.814
2002-02-04,3076.773
2002-02-05,3033.778
2002-02-06,3011.629
2002-02-07,3040.08
2002-02-08,3017.404
2002-02-11,3113.878
2002-02-12,3097.248
2002-02-13,3069.442
2002-02-14,3046.825
2002-02-15,2988.258
2002-02-18,2938.084
2002-02-19,2907.219
2002-02-20,2911.601
2002-02-21,2985.214
2002-02-22,2945.476
2002-02-25,3012.522
2002-02-26,3005.89
2002-02-27,3082.199
2002-02-28,3062.636
2002-03-01,3123.324
2002-03-04,3317.689
2002-03-05,3291.264
2002-03-06,3324.81
2002-03-07,3428.551
2002-03-08,3441.403
2002-03-11,3364.698
2002-03-12,3228.928
2002-03-13,3187.117
2002-03-14,3153.358
2002-03-15,3175.979
2002-03-18,3220.938
2002-03-19,3185.29
2002-03-20,3131.361
2002-03-21,3131.927
2002-03-22,3279.521
2002-03-25,3211.699
2002-03-26,3177.769
2002-03-27,3159.33
2002-03-28,3159.992
2002-03-29,3159.992
2002-04-01,3191.185
2002-04-02,3139.624
2002-04-03,3073.394
2002-04-04,3067.579
2002-04-05,3085.852
2002-04-08,2979.141
2002-04-09,2950.828
2002-04-10,2953.13
2002-04-11,2879.785
2002-04-12,2904.438
2002-04-15,2943.228
2002-04-16,3024.501
2002-04-17,3078.024
2002-04-18,2953.512
2002-04-19,2863.189
2002-04-22,2531.361
2002-04-23,2499.934
2002-04-24,2379.07
2002-04-25,2466.839
2002-04-26,2514.52
2002-04-29,2472.254
2002-04-30,2499.711
2002-05-01,2514.393
2002-05-02,2502.671
2002-05-03,2426.727
2002-05-06,2418.422
2002-05-07,2402.987
2002-05-08,2494.211
2002-05-09,2489.92
2002-05-10,2392.471
2002-05-13,2421.15
2002-05-14,2467.242
2002-05-15,2515.566
2002-05-16,2470.708
2002-05-17,2569.753
2002-05-20,2577.082
2002-05-21,2534.648
2002-05-22,2470.613
2002-05-23,2462.238
2002-05-24,2469.688
2002-05-27,2439.284
2002-05-28,2442.137
2002-05-29,2399.345
2002-05-30,2349.391
2002-05-31,2355.676
2002-06-03,2363.233
2002-06-04,2311.692
2002-06-05,2335.659
2002-06-06,2307.904
2002-06-07,2228.525
2002-06-10,2247.622
2002-06-11,2218.89
2002-06-12,2143.792
2002-06-13,2163.209
2002-06-14,2150.605
2002-06-17,2169.984
2002-06-18,2199.415
2002-06-19,2184.395
2002-06-20,2094.382
2002-06-21,2107.328
2002-06-24,2029.406
2002-06-25,2088.645
2002-06-26,2080.338
2002-06-27,2116.357
2002-06-28,2167.358
2002-07-01,2198.893
2002-07-02,2160.016
2002-07-03,2078.437
2002-07-04,2107.457
2002-07-05,2206.412
2002-07-08,2208.604
2002-07-09,2182.346
2002-07-10,2101.961
2002-07-11,2006.606
2002-07-12,2005.415
2002-07-15,1983.37
2002-07-16,1977.154
2002-07-17,2049.407
2002-07-18,2031.832
2002-07-19,1907.065
2002-07-22,1796.003
2002-07-23,1685.084
2002-07-24,1591.454
2002-07-25,1667.15
2002-07-26,1571.103
2002-07-29,1698.477
2002-07-30,1736.307
2002-07-31,1753.028
2002-08-01,1717.765
2002-08-02,1671.511
2002-08-05,1573.359
2002-08-06,1570.012
2002-08-07,1600.23
2002-08-08,1639.823
2002-08-09,1617.176
2002-08-12,1647.484
2002-08-13,1687.464
2002-08-14,1635.473
2002-08-15,1642.392
2002-08-16,1634.321
2002-08-19,1652.718
2002-08-20,1694.96
2002-08-21,1801.776
2002-08-22,1895.419
2002-08-23,1792.304
2002-08-26,1733.554
2002-08-27,1731.456
2002-08-28,1706.993
2002-08-29,1735.486
2002-08-30,1726.385
2002-09-02,1702.588
2002-09-03,1642.812
2002-09-04,1635.415
2002-09-05,1620.79
2002-09-06,1680.31
2002-09-09,1651.364
2002-09-10,1627.176
2002-09-11,1696.006
2002-09-12,1640.362
2002-09-13,1617.276
2002-09-16,1590.361
2002-09-17,1559.822
2002-09-18,1520.723
2002-09-19,1516.129
2002-09-20,1505.847
2002-09-23,1434.191
2002-09-24,1429.074
2002-09-25,1427.607
2002-09-26,1467.182
2002-09-27,1438.474
2002-09-30,1342.863
2002-10-01,1363.085
2002-10-02,1412.451
2002-10-03,1386.98
2002-10-04,1359.817
2002-10-07,1309.149
2002-10-08,1266.858
2002-10-09,1255.225
2002-10-10,1301.728
2002-10-11,1398.107
2002-10-14,1368.572
2002-10-15,1496.011
2002-10-16,1451.54
2002-10-17,1506.64
2002-10-18,1562.956
2002-10-21,1602.325
2002-10-22,1583.469
2002-10-23,1529.218
2002-10-24,1595.914
2002-10-25,1610.909
2002-10-28,1694.014
2002-10-29,1620.541
2002-10-30,1694.845
2002-10-31,1742.445
2002-11-01,1746.934
2002-11-04,1837.758
2002-11-05,1885.63
2002-11-06,1817.185
2002-11-07,1765.496
2002-11-08,1792.051
2002-11-11,1785.448
2002-11-12,1897.052
2002-11-13,1909.345
2002-11-14,1969.509
2002-11-15,1922.781
2002-11-18,1988.38
2002-11-19,1942.303
2002-11-20,1937.653
2002-11-21,2036.249
2002-11-22,2043.205
2002-11-25,1989.667
2002-11-26,1911.339
2002-11-27,1983.466
2002-11-28,2003.707
2002-11-29,1975.849
2002-12-02,1965.114
2002-12-03,1938.751
2002-12-04,1951.858
2002-12-05,1931.364
2002-12-06,1933.15
2002-12-09,1901.677
2002-12-10,1907.79
2002-12-11,1917.626
2002-12-12,1901.26
2002-12-13,1901.226
2002-12-16,1901.097
2002-12-17,1866.056
2002-12-18,1829.138
2002-12-19,1841.173
2002-12-20,1837.234
2002-12-23,1812.117
2002-12-24,1821.268
2002-12-25,1821.268
2002-12-26,1824.813
2002-12-27,1795.065
2002-12-30,1818.129
2002-12-31,1827.957
2003-01-01,1827.957
2003-01-02,1892.549
2003-01-03,1912.78
2003-01-06,1923.473
2003-01-07,1909.38
2003-01-08,1836.858
2003-01-09,1853.291
2003-01-10,1861.892
2003-01-13,1871.323
2003-01-14,1876.016
2003-01-15,1862.959
2003-01-16,1861.729
2003-01-17,1836.963
2003-01-20,1882.797
2003-01-21,1859.589
2003-01-22,1822.764
2003-01-23,1825.441
2003-01-24,1830.938
2003-01-27,1772.156
2003-01-28,1739.907
2003-01-29,1742.032
2003-01-30,1775.463
2003-01-31,1753.417
2003-02-03,1795.006
2003-02-04,1757.978
2003-02-05,1787.262
2003-02-06,1781.169
2003-02-07,1755.106
2003-02-10,1699.537
2003-02-11,1732.024
2003-02-12,1757.894
2003-02-13,1803.277
2003-02-14,1822.07
2003-02-17,1855.304
2003-02-18,1865.373
2003-02-19,1848.852
2003-02-20,1826.775
2003-02-21,1821.746
2003-02-24,1805.398
2003-02-25,1761.699
2003-02-26,1778.16
2003-02-27,1796.472
2003-02-28,1808.683
2003-03-03,1827.102
2003-03-04,1815.758
2003-03-05,1812.252
2003-03-06,1804.368
2003-03-07,1792.553
2003-03-10,1763.114
2003-03-11,1748.534
2003-03-12,1702.868
2003-03-13,1739.439
2003-03-14,1768.383
2003-03-17,1802.921
2003-03-18,1817.168
2003-03-19,1823.508
2003-03-20,1850.669
2003-03-21,1868.076
2003-03-24,1825.225
2003-03-25,1823.283
2003-03-26,1804.363
2003-03-27,1779.25
2003-03-28,1777.314
2003-03-31,1737.37
2003-04-01,1732.06
2003-04-02,1780.367
2003-04-03,1788.055
2003-04-04,1790.826
2003-04-07,1843.971
2003-04-08,1825.328
2003-04-09,1825.292
2003-04-10,1823.825
2003-04-11,1830.51
2003-04-14,1835.727
2003-04-15,1865.05
2003-04-16,1867.453
2003-04-17,1880.084
2003-04-18,1880.084
2003-04-21,1874.336
2003-04-22,1909.07
2003-04-23,1924.643
2003-04-24,1944.996
2003-04-25,1928.455
2003-04-28,1969.565
2003-04-29,2000.487
2003-04-30,2006.7
2003-05-01,2026.532
2003-05-02,1994.045
2003-05-05,2023.604
2003-05-06,2041.327
2003-05-07,2038.881
2003-05-08,2021.052
2003-05-09,2044.066
2003-05-12,2059.607
2003-05-13,2078.519
2003-05-14,2061.493
2003-05-15,2045.352
2003-05-16,2041.647
2003-05-19,2024.047
2003-05-20,2016.377
2003-05-21,1998.171
2003-05-22,2018.076
2003-05-23,2041.661
2003-05-26,2040.397
2003-05-27,2063.798
2003-05-28,2092.775
2003-05-29,2102.702
2003-05-30,2100.443
2003-06-02,2101.337
2003-06-03,2064.715
2003-06-04,2080.957
2003-06-05,2118.967
2003-06-06,2128.672
2003-06-09,2136.066
2003-06-10,2118.341
2003-06-11,2164.508
2003-06-12,2188.173
2003-06-13,2158.386
2003-06-16,2191.919
2003-06-17,2215.835
2003-06-18,2198.09
2003-06-19,2174.589
2003-06-20,2161.46
2003-06-23,2115.852
2003-06-24,2073.86
2003-06-25,2097.056
2003-06-26,2077.93
2003-06-27,2114.154
2003-06-30,2105.401
2003-07-01,2092.198
2003-07-02,2104.357
2003-07-03,2133.582
2003-07-04,2128.014
2003-07-07,2138.783
2003-07-08,2159.343
2003-07-09,2159.118
2003-07-10,2133.624
2003-07-11,2127.126
2003-07-14,2167.59
2003-07-15,2154.937
2003-07-16,2128.416
2003-07-17,2090.884
2003-07-18,2119.043
2003-07-21,2135.828
2003-07-22,2135.184
2003-07-23,2153.143
2003-07-24,2187.318
2003-07-25,2188.638
2003-07-28,2217.834
2003-07-29,2206.863
2003-07-30,2194.938
2003-07-31,2175.74
2003-08-01,2179.692
2003-08-04,2201.022
2003-08-05,2209.981
2003-08-06,2173.579
2003-08-07,2152.361
2003-08-08,2160.108
2003-08-11,2144.406
2003-08-12,2174.312
2003-08-13,2203.09
2003-08-14,2210.309
2003-08-15,2192.98
2003-08-18,2201.858
2003-08-19,2210.853
2003-08-20,2211.906
2003-08-21,2226.662
2003-08-22,2205.533
2003-08-25,2173.35
2003-08-26,2139.49
2003-08-27,2154.806
2003-08-28,2161.207
2003-08-29,2186.244
2003-09-01,2240.004
2003-09-02,2223.365
2003-09-03,2271.013
2003-09-04,2278.919
2003-09-05,2312.755
2003-09-08,2331.763
2003-09-09,2329.841
2003-09-10,2298.685
2003-09-11,2309.243
2003-09-12,2329.732
2003-09-15,2329.453
2003-09-16,2335.441
2003-09-17,2349.215
2003-09-18,2357.745
2003-09-19,2341.662
2003-09-22,2310.771
2003-09-23,2329.234
2003-09-24,2324.787
2003-09-25,2318.202
2003-09-26,2316.883
2003-09-29,2313.936
2003-09-30,2283.636
2003-10-01,2302.781
2003-10-02,2317.01
2003-10-03,2368.365
2003-10-06,2397.311
2003-10-07,2413.249
2003-10-08,2435.235
2003-10-09,2438.428
2003-10-10,2430.598
2003-10-13,2442.381
2003-10-14,2476.892
2003-10-15,2462.312
2003-10-16,2443.18
2003-10-17,2421.241
2003-10-20,2419.26
2003-10-21,2428.61
2003-10-22,2397.536
2003-10-23,2394.152
2003-10-24,2424.985
2003-10-27,2445.882
2003-10-28,2465.163
2003-10-29,2468.997
2003-10-30,2462.708
2003-10-31,2424.872
2003-11-03,2409.563
2003-11-04,2422.908
2003-11-05,2388.073
2003-11-06,2396.678
2003-11-07,2457.816
2003-11-10,2448.146
2003-11-11,2430.449
2003-11-12,2469.962
2003-11-13,2509.237
2003-11-14,2547.98
2003-11-17,2508.362
2003-11-18,2528.348
2003-11-19,2508.477
2003-11-20,2492.678
2003-11-21,2494.169
2003-11-24,2498.577
2003-11-25,2495.872
2003-11-26,2498.201
2003-11-27,2527.368
2003-11-28,2525.782
2003-12-01,2569.801
2003-12-02,2605.142
2003-12-03,2615.324
2003-12-04,2630.21
2003-12-05,2616.356
2003-12-08,2605.328
2003-12-09,2596.504
2003-12-10,2590.214
2003-12-11,2566.878
2003-12-12,2595.116
2003-12-15,2598.69
2003-12-16,2553.343
2003-12-17,2534.971
2003-12-18,2570.265
2003-12-19,2580.106
2003-12-22,2588.165
2003-12-23,2628.693
2003-12-24,2631.033
2003-12-25,2631.033
2003-12-26,2627.957
2003-12-29,2695.392
2003-12-30,2692.594
2003-12-31,2709.078
2004-01-01,2709.078
2004-01-02,2749.013
2004-01-05,2761.033
2004-01-06,2762.5
2004-01-07,2726.036
2004-01-08,2818.598
2004-01-09,2871.376
2004-01-12,2888.388
2004-01-13,2890.503
2004-01-14,2883.204
2004-01-15,2880.811
2004-01-16,2884.06
2004-01-19,2910.644
2004-01-20,2916.722
2004-01-21,2909.423
2004-01-22,2945.57
2004-01-23,2942.83
2004-01-26,2931.565
2004-01-27,2942.96
2004-01-28,2920.187
2004-01-29,2835.48
2004-01-30,2892.306
2004-02-02,2885.722
2004-02-03,2929.605
2004-02-04,2919.05
2004-02-05,2971.084
2004-02-06,3154.976
2004-02-09,3166.141
2004-02-10,3207.149
2004-02-11,3197.088
2004-02-12,3224.238
2004-02-13,3195.335
2004-02-16,3220.765
2004-02-17,3223.802
2004-02-18,3259.619
2004-02-19,3237.907
2004-02-20,3165.232
2004-02-23,3176.251
2004-02-24,3127.617
2004-02-25,3108.73
2004-02-26,3107.105
2004-02-27,3115.731
2004-03-01,3146.23
2004-03-02,3144.569
2004-03-03,3148.442
2004-03-04,3150.728
2004-03-05,3232.236
2004-03-08,3217.031
2004-03-09,3156.469
2004-03-10,3089.211
2004-03-11,2973.685
2004-03-12,2969.317
2004-03-15,2953.111
2004-03-16,2997.986
2004-03-17,3016.538
2004-03-18,2976.42
2004-03-19,2977.786
2004-03-22,2900.204
2004-03-23,2911.804
2004-03-24,2872.926
2004-03-25,2927.896
2004-03-26,2908.462
2004-03-29,2980.08
2004-03-30,2975.261
2004-03-31,3012.896
2004-04-01,3145.257
2004-04-02,3127.048
2004-04-05,3144.115
2004-04-06,3132.708
2004-04-07,3201.964
2004-04-08,3185.141
2004-04-09,3185.141
2004-04-12,3168.927
2004-04-13,3126.188
2004-04-14,3077.467
2004-04-15,3070.064
2004-04-16,3097.651
2004-04-19,3107.681
2004-04-20,3143.269
2004-04-21,3098.146
2004-04-22,3168.157
2004-04-23,3121.012
2004-04-26,3092.756
2004-04-27,3092.188
2004-04-28,3001.353
2004-04-29,3013.369
2004-04-30,2979.976
2004-05-03,2997.7
2004-05-04,3018.816
2004-05-05,3078.99
2004-05-06,2988.419
2004-05-07,2941.166
2004-05-10,2785.117
2004-05-11,2833.64
2004-05-12,2792.535
2004-05-13,2856.192
2004-05-14,2834.579
2004-05-17,2812.049
2004-05-18,2844.807
2004-05-19,2946.83
2004-05-20,2925.054
2004-05-21,2941.181
2004-05-24,2931.143
2004-05-25,2923.688
2004-05-26,2953.959
2004-05-27,3032.405
2004-05-28,3031.748
2004-05-31,3031.748
2004-06-01,2989.067
2004-06-02,3018.284
2004-06-03,3004.73
2004-06-04,3073.688
2004-06-07,3155.626
2004-06-08,3155.041
2004-06-09,3064.176
2004-06-10,3041.326
2004-06-11,3016.322
2004-06-14,2975.379
2004-06-15,3010.745
2004-06-16,3020.849
2004-06-17,3015.878
2004-06-18,3008.426
2004-06-21,2999.851
2004-06-22,2969.12
2004-06-23,3056.561
2004-06-24,3147.323
2004-06-25,3139.543
2004-06-28,3173.481
2004-06-29,3154.783
2004-06-30,3148.69
2004-07-01,3170.37
2004-07-02,3171.187
2004-07-05,3131.185
2004-07-06,3091.697
2004-07-07,3128.886
2004-07-08,3120.612
2004-07-09,3072.187
2004-07-12,3009.806
2004-07-13,3010.456
2004-07-14,3081.057
2004-07-15,2977.714
2004-07-16,3028.022
2004-07-19,2971.848
2004-07-20,2969.116
2004-07-21,3060.377
2004-07-22,2977.443
2004-07-23,2926.121
2004-07-26,2870.582
2004-07-27,2924.746
2004-07-28,2901.764
2004-07-29,2951.83
2004-07-30,2941.248
2004-08-02,2919.698
2004-08-03,2937.329
2004-08-04,2908.103
2004-08-05,2935.886
2004-08-06,2891.376
2004-08-09,2854.384
2004-08-10,2905.867
2004-08-11,2797.271
2004-08-12,2749.437
2004-08-13,2780.769
2004-08-16,2818.07
2004-08-17,2860.068
2004-08-18,2876.319
2004-08-19,2914.73
2004-08-20,2902.989
2004-08-23,2959.598
2004-08-24,2922.947
2004-08-25,2946.394
2004-08-26,2963.395
2004-08-27,2960.117
2004-08-30,2964.282
2004-08-31,2946.127
2004-09-01,3001.043
2004-09-02,2998.749
2004-09-03,2951.077
2004-09-06,2948.122
2004-09-07,2924.695
2004-09-08,2930.508
2004-09-09,2931.213
2004-09-10,3016.808
2004-09-13,3105.391
2004-09-14,3091.508
2004-09-15,3059.434
2004-09-16,3061.54
2004-09-17,3096.994
2004-09-20,3103.227
2004-09-21,3147.147
2004-09-22,3163.269
2004-09-23,3197.053
2004-09-24,3177.953
2004-09-27,3164.13
2004-09-28,3170.484
2004-09-29,3261.064
2004-09-30,3250.699
2004-10-01,3316.663
2004-10-04,3321.926
2004-10-05,3333.37
2004-10-06,3319.904
2004-10-07,3333.326
2004-10-08,3331.074
2004-10-11,3308.379
2004-10-12,3254.661
2004-10-13,3305.444
2004-10-14,3281.366
2004-10-15,3282.474
2004-10-18,3296.331
2004-10-19,3355.837
2004-10-20,3310.812
2004-10-21,3264.571
2004-10-22,3160.864
2004-10-25,3109.534
2004-10-26,3165.12
2004-10-27,3208.289
2004-10-28,3209.635
2004-10-29,3187.723
2004-11-01,3246.042
2004-11-02,3308.699
2004-11-03,3348.492
2004-11-04,3314.252
2004-11-05,3335.04
2004-11-08,3384.508
2004-11-09,3348.898
2004-11-10,3367.125
2004-11-11,3409.828
2004-11-12,3502.176
2004-11-15,3521.703
2004-11-16,3518.059
2004-11-17,3559.616
2004-11-18,3562.636
2004-11-19,3554.282
2004-11-22,3518.437
2004-11-23,3543.73
2004-11-24,3571.164
2004-11-25,3609.449
2004-11-26,3591.624
2004-11-29,3621.821
2004-11-30,3593.519
2004-12-01,3636.674
2004-12-02,3644.038
2004-12-03,3659.578
2004-12-06,3659.779
2004-12-07,3702.991
2004-12-08,3589.877
2004-12-09,3519.694
2004-12-10,3535.956
2004-12-13,3576.882
2004-12-14,3582.201
2004-12-15,3597.341
2004-12-16,3582.408
2004-12-17,3523.06
2004-12-20,3615.615
2004-12-21,3590.415
2004-12-22,3602.914
2004-12-23,3603.822
2004-12-24,3625.27
2004-12-27,3655.851
2004-12-28,3656.247
2004-12-29,3674.459
2004-12-30,3676.082
2004-12-31,3658.767
2005-01-03,3662.218
2005-01-04,3654.394
2005-01-05,3605.583
2005-01-06,3565.53
2005-01-07,3521.369
2005-01-10,3586.574
2005-01-11,3562.761
2005-01-12,3495.383
2005-01-13,3500.195
2005-01-14,3507.231
2005-01-17,3551.013
2005-01-18,3531.987
2005-01-19,3537.271
2005-01-20,3456.919
2005-01-21,3464.345
2005-01-24,3435.459
2005-01-25,3455.085
2005-01-26,3493.938
2005-01-27,3514.386
2005-01-28,3470.275
2005-01-31,3500.086
2005-02-01,3546.38
2005-02-02,3567.168
2005-02-03,3511.889
2005-02-04,3531.839
2005-02-07,3565.829
2005-02-08,3533.348
2005-02-09,3594.475
2005-02-10,3477.896
2005-02-11,3487.695
2005-02-14,3538.433
2005-02-15,3563.186
2005-02-16,3537.56
2005-02-17,3539.076
2005-02-18,3500.105
2005-02-21,3503.929
2005-02-22,3564.62
2005-02-23,3545.937
2005-02-24,3561.962
2005-02-25,3618.965
2005-02-28,3641.678
2005-03-01,3621.574
2005-03-02,3622.139
2005-03-03,3635.326
2005-03-04,3709.703
2005-03-07,3675.982
2005-03-08,3674.297
2005-03-09,3689.471
2005-03-10,3661.221
2005-03-11,3703.741
2005-03-14,3677.324
2005-03-15,3676.758
2005-03-16,3640.543
2005-03-17,3627.583
2005-03-18,3589.834
2005-03-21,3541.277
2005-03-22,3576.347
2005-03-23,3551.526
2005-03-24,3542.955
2005-03-25,3542.955
2005-03-28,3518.585
2005-03-29,3510.631
2005-03-30,3514.292
2005-03-31,3512.797
2005-04-01,3539.485
2005-04-04,3473.993
2005-04-05,3513.153
2005-04-06,3566.089
2005-04-07,3594.043
2005-04-08,3597.982
2005-04-11,3658.02
2005-04-12,3617.356
2005-04-13,3659.213
2005-04-14,3636.891
2005-04-15,3591.799
2005-04-18,3558.959
2005-04-19,3569.284
2005-04-20,3584.079
2005-04-21,3643.317
2005-04-22,3722.365
2005-04-25,3686.679
2005-04-26,3671.603
2005-04-27,3581.434
2005-04-28,3537.487
2005-04-29,3523.929
2005-05-02,3529.499
2005-05-03,3560.175
2005-05-04,3604.309
2005-05-05,3602.553
2005-05-06,3639.183
2005-05-09,3646.687
2005-05-10,3614.519
2005-05-11,3586.78
2005-05-12,3618.187
2005-05-13,3639.754
2005-05-16,3635.433
2005-05-17,3658.109
2005-05-18,3689.915
2005-05-19,3713.861
2005-05-20,3699.189
2005-05-23,3717.32
2005-05-24,3729.637
2005-05-25,3726.96
2005-05-26,3733.327
2005-05-27,3734.103
2005-05-30,3737.582
2005-05-31,3712.132
2005-06-01,3693.24
2005-06-02,3691.933
2005-06-03,3682.301
2005-06-06,3685.246
2005-06-07,3710.869
2005-06-08,3737.982
2005-06-09,3681.974
2005-06-10,3692.402
2005-06-13,3632.476
