Date,IRELAND MID VALUE Mid Cap
2001-01-01,601.209
2001-01-02,603.346
2001-01-03,588.341
2001-01-04,604.588
2001-01-05,614.474
2001-01-08,600.487
2001-01-09,591.755
2001-01-10,580.584
2001-01-11,590.869
2001-01-12,586.049
2001-01-15,577.444
2001-01-16,570.842
2001-01-17,571.623
2001-01-18,581.494
2001-01-19,574.216
2001-01-22,571.328
2001-01-23,571.019
2001-01-24,566.216
2001-01-25,566.489
2001-01-26,564.791
2001-01-29,572.51
2001-01-30,575.86
2001-01-31,579.89
2001-02-01,585.618
2001-02-02,585.685
2001-02-05,586.668
2001-02-06,584.355
2001-02-07,585.566
2001-02-08,575.921
2001-02-09,574.142
2001-02-12,580.194
2001-02-13,571.4
2001-02-14,569.48
2001-02-15,563.599
2001-02-16,571.335
2001-02-19,563.404
2001-02-20,560.819
2001-02-21,555.973
2001-02-22,563.08
2001-02-23,560.542
2001-02-26,554.489
2001-02-27,562.387
2001-02-28,561.774
2001-03-01,558.943
2001-03-02,559.923
2001-03-05,562.62
2001-03-06,575.159
2001-03-07,574.218
2001-03-08,582.023
2001-03-09,569.414
2001-03-12,565.43
2001-03-13,555.29
2001-03-14,544.09
2001-03-15,535.463
2001-03-16,516.321
2001-03-19,515.7
2001-03-20,525.099
2001-03-21,509.647
2001-03-22,477.927
2001-03-23,496.054
2001-03-26,509.291
2001-03-27,526.273
2001-03-28,516.898
2001-03-29,513.201
2001-03-30,514.006
2001-04-02,516.201
2001-04-03,506.871
2001-04-04,511.38
2001-04-05,508.563
2001-04-06,517.191
2001-04-09,527.195
2001-04-10,531.569
2001-04-11,524.791
2001-04-12,530.586
2001-04-13,530.586
2001-04-16,525.152
2001-04-17,520.388
2001-04-18,520.738
2001-04-19,532.447
2001-04-20,544.307
2001-04-23,543.989
2001-04-24,540.233
2001-04-25,540.896
2001-04-26,545.722
2001-04-27,545.828
2001-04-30,547.945
2001-05-01,544.655
2001-05-02,544.953
2001-05-03,542.802
2001-05-04,546.163
2001-05-07,543.936
2001-05-08,546.303
2001-05-09,549.435
2001-05-10,553.643
2001-05-11,548.288
2001-05-14,549.545
2001-05-15,548.409
2001-05-16,552.968
2001-05-17,556.077
2001-05-18,553.829
2001-05-21,558.728
2001-05-22,555.312
2001-05-23,556.579
2001-05-24,551.212
2001-05-25,546.697
2001-05-28,555.5
2001-05-29,542.78
2001-05-30,546.943
2001-05-31,538.426
2001-06-01,540.582
2001-06-04,541.317
2001-06-05,553.937
2001-06-06,560.309
2001-06-07,567.936
2001-06-08,567.051
2001-06-11,566.69
2001-06-12,565.713
2001-06-13,567.817
2001-06-14,570.699
2001-06-15,572.711
2001-06-18,570.711
2001-06-19,564.036
2001-06-20,560.535
2001-06-21,563.104
2001-06-22,563.833
2001-06-25,567.121
2001-06-26,564.485
2001-06-27,558.304
2001-06-28,550.54
2001-06-29,556.457
2001-07-02,556.525
2001-07-03,565.565
2001-07-04,563.542
2001-07-05,552.366
2001-07-06,551.247
2001-07-09,560.504
2001-07-10,564.748
2001-07-11,565.633
2001-07-12,560.248
2001-07-13,569.028
2001-07-16,570.612
2001-07-17,569.114
2001-07-18,583.448
2001-07-19,585.635
2001-07-20,587.574
2001-07-23,583.593
2001-07-24,582.272
2001-07-25,582.368
2001-07-26,581.033
2001-07-27,585.421
2001-07-30,580.866
2001-07-31,587.7
2001-08-01,588.579
2001-08-02,589.822
2001-08-03,594.522
2001-08-06,592.271
2001-08-07,588.649
2001-08-08,583.983
2001-08-09,589.094
2001-08-10,594.516
2001-08-13,597.557
2001-08-14,598.067
2001-08-15,608.83
2001-08-16,609.645
2001-08-17,610.791
2001-08-20,607.882
2001-08-21,610.866
2001-08-22,616.557
2001-08-23,613.009
2001-08-24,613.089
2001-08-27,612.031
2001-08-28,615.12
2001-08-29,616.507
2001-08-30,614.494
2001-08-31,610.281
2001-09-03,605.338
2001-09-04,596.403
2001-09-05,592.143
2001-09-06,595.953
2001-09-07,602.576
2001-09-10,589.788
2001-09-11,592.523
2001-09-12,569.4
2001-09-13,567.023
2001-09-14,572.064
2001-09-17,563.905
2001-09-18,558.925
2001-09-19,559.193
2001-09-20,539.837
2001-09-21,523.719
2001-09-24,536.948
2001-09-25,536.376
2001-09-26,535.685
2001-09-27,535.205
2001-09-28,532.179
2001-10-01,530.889
2001-10-02,525.427
2001-10-03,528.061
2001-10-04,531.751
2001-10-05,538.129
2001-10-08,527.342
2001-10-09,522.989
2001-10-10,524.362
2001-10-11,530.073
2001-10-12,539.999
2001-10-15,548.406
2001-10-16,560.409
2001-10-17,567.863
2001-10-18,557.821
2001-10-19,547.139
2001-10-22,547.141
2001-10-23,546.548
2001-10-24,551.206
2001-10-25,560.231
2001-10-26,560.988
2001-10-29,562.02
2001-10-30,566.934
2001-10-31,565.299
2001-11-01,571.177
2001-11-02,569.755
2001-11-05,571.501
2001-11-06,577.18
2001-11-07,581.937
2001-11-08,570.113
2001-11-09,568.589
2001-11-12,569.273
2001-11-13,563.866
2001-11-14,572.438
2001-11-15,576.926
2001-11-16,583.844
2001-11-19,581.406
2001-11-20,578.388
2001-11-21,572.208
2001-11-22,573.134
2001-11-23,570.931
2001-11-26,574.26
2001-11-27,574.482
2001-11-28,579.986
2001-11-29,577.828
2001-11-30,587.943
2001-12-03,579.68
2001-12-04,574.359
2001-12-05,587.711
2001-12-06,602.841
2001-12-07,600.479
2001-12-10,589.254
2001-12-11,591.975
2001-12-12,596.252
2001-12-13,604.897
2001-12-14,580.085
2001-12-17,583.442
2001-12-18,583.214
2001-12-19,572.95
2001-12-20,562.423
2001-12-21,557.988
2001-12-24,552.42
2001-12-25,552.42
2001-12-26,552.892
2001-12-27,551.908
2001-12-28,558.274
2001-12-31,561.497
2002-01-01,561.497
2002-01-02,573.848
2002-01-03,586.904
2002-01-04,582.893
2002-01-07,595.362
2002-01-08,593.226
2002-01-09,583.87
2002-01-10,568.506
2002-01-11,569.857
2002-01-14,573.633
2002-01-15,574.72
2002-01-16,573.159
2002-01-17,576.221
2002-01-18,568.816
2002-01-21,563.923
2002-01-22,570.956
2002-01-23,570.564
2002-01-24,571.268
2002-01-25,563.404
2002-01-28,573.137
2002-01-29,569.298
2002-01-30,561.919
2002-01-31,570.816
2002-02-01,577.057
2002-02-04,584.224
2002-02-05,576.683
2002-02-06,567.575
2002-02-07,565.991
2002-02-08,567.846
2002-02-11,563.221
2002-02-12,578.849
2002-02-13,575.978
2002-02-14,579.154
2002-02-15,586.632
2002-02-18,580.529
2002-02-19,581.598
2002-02-20,580.345
2002-02-21,593.385
2002-02-22,605.118
2002-02-25,602.716
2002-02-26,607.289
2002-02-27,606.762
2002-02-28,602.224
2002-03-01,601.374
2002-03-04,610.145
2002-03-05,617.27
2002-03-06,618.474
2002-03-07,633.895
2002-03-08,635.913
2002-03-11,642.364
2002-03-12,645.357
2002-03-13,645.924
2002-03-14,643.16
2002-03-15,642.909
2002-03-18,644.064
2002-03-19,650.124
2002-03-20,648.641
2002-03-21,649.962
2002-03-22,651.529
2002-03-25,653.996
2002-03-26,655.995
2002-03-27,652.577
2002-03-28,648.634
2002-03-29,648.634
2002-04-01,653.95
2002-04-02,663.806
2002-04-03,667.659
2002-04-04,675.2
2002-04-05,682.254
2002-04-08,674.565
2002-04-09,679.421
2002-04-10,676.42
2002-04-11,678.622
2002-04-12,666.529
2002-04-15,660.564
2002-04-16,667.447
2002-04-17,674.52
2002-04-18,675.709
2002-04-19,674.123
2002-04-22,680.986
2002-04-23,682.129
2002-04-24,684.598
2002-04-25,684.482
2002-04-26,691.853
2002-04-29,694.508
2002-04-30,704.132
2002-05-01,707.813
2002-05-02,761.82
2002-05-03,784.64
2002-05-06,787.261
2002-05-07,784.91
2002-05-08,790.44
2002-05-09,797.427
2002-05-10,805.198
2002-05-13,796.664
2002-05-14,779.287
2002-05-15,789.577
2002-05-16,785.787
2002-05-17,792.489
2002-05-20,789.949
2002-05-21,787.886
2002-05-22,797.047
2002-05-23,800.792
2002-05-24,797.384
2002-05-27,797.94
2002-05-28,812.433
2002-05-29,816.408
2002-05-30,820.98
2002-05-31,818.852
2002-06-03,822.139
2002-06-04,813.371
2002-06-05,805.033
2002-06-06,809.435
2002-06-07,775.051
2002-06-10,786.544
2002-06-11,769.518
2002-06-12,747.954
2002-06-13,758.312
2002-06-14,750.127
2002-06-17,738.929
2002-06-18,749.727
2002-06-19,747.122
2002-06-20,748.055
2002-06-21,748.116
2002-06-24,739.774
2002-06-25,750.912
2002-06-26,722.797
2002-06-27,706.552
2002-06-28,712.946
2002-07-01,681.939
2002-07-02,629.739
2002-07-03,582.277
2002-07-04,595.948
2002-07-05,608.317
2002-07-08,623.877
2002-07-09,641.164
2002-07-10,627.639
2002-07-11,611.809
2002-07-12,623.312
2002-07-15,621.976
2002-07-16,623.657
2002-07-17,634.729
2002-07-18,640.219
2002-07-19,635.664
2002-07-22,616.822
2002-07-23,594.298
2002-07-24,575.412
2002-07-25,591.398
2002-07-26,571.03
2002-07-29,570.924
2002-07-30,580.429
2002-07-31,574.642
2002-08-01,573.058
2002-08-02,563.775
2002-08-05,539.675
2002-08-06,528.954
2002-08-07,532.535
2002-08-08,532.677
2002-08-09,547.988
2002-08-12,561.48
2002-08-13,574.887
2002-08-14,565.988
2002-08-15,569.171
2002-08-16,588.433
2002-08-19,577.491
2002-08-20,577.812
2002-08-21,587.803
2002-08-22,596.434
2002-08-23,602.018
2002-08-26,612.579
2002-08-27,602.242
2002-08-28,586.914
2002-08-29,588.074
2002-08-30,585.839
2002-09-02,585.434
2002-09-03,589.19
2002-09-04,585.551
2002-09-05,579.115
2002-09-06,576.024
2002-09-09,571.693
2002-09-10,577.376
2002-09-11,588.316
2002-09-12,583.571
2002-09-13,583.322
2002-09-16,583.61
2002-09-17,587.567
2002-09-18,571.414
2002-09-19,562.053
2002-09-20,561.27
2002-09-23,547.239
2002-09-24,536.494
2002-09-25,536.915
2002-09-26,539.292
2002-09-27,530.85
2002-09-30,479.685
2002-10-01,484.814
2002-10-02,490.123
2002-10-03,478.699
2002-10-04,471.798
2002-10-07,467.966
2002-10-08,471.536
2002-10-09,463.582
2002-10-10,468.624
2002-10-11,510.814
2002-10-14,508.499
2002-10-15,538.541
2002-10-16,535.573
2002-10-17,529.57
2002-10-18,532.648
2002-10-21,545.068
2002-10-22,539.251
2002-10-23,527.864
2002-10-24,545.173
2002-10-25,523.999
2002-10-28,521.094
2002-10-29,499.588
2002-10-30,492.691
2002-10-31,528.887
2002-11-01,523.371
2002-11-04,544.216
2002-11-05,541.841
2002-11-06,539.727
2002-11-07,547.254
2002-11-08,548.944
2002-11-11,543.473
2002-11-12,548.101
2002-11-13,544.924
2002-11-14,536.991
2002-11-15,550.265
2002-11-18,561.032
2002-11-19,562.048
2002-11-20,547.295
2002-11-21,548.221
2002-11-22,540.275
2002-11-25,541.58
2002-11-26,544.714
2002-11-27,541.127
2002-11-28,550.241
2002-11-29,572.14
2002-12-02,581.873
