Date,IRELAND MID VALUE Mid Cap
2002-12-03,580.242
2002-12-04,575.209
2002-12-05,570.45
2002-12-06,554.124
2002-12-09,547.018
2002-12-10,535.989
2002-12-11,539.666
2002-12-12,529.608
2002-12-13,511.83
2002-12-16,501.43
2002-12-17,517.466
2002-12-18,505.991
2002-12-19,508.859
2002-12-20,507.011
2002-12-23,503.135
2002-12-24,505.218
2002-12-25,505.218
2002-12-26,506.492
2002-12-27,508.421
2002-12-30,505.364
2002-12-31,506.298
2003-01-01,506.298
2003-01-02,507.279
2003-01-03,519.437
2003-01-06,522.638
2003-01-07,527.614
2003-01-08,527.271
2003-01-09,529.827
2003-01-10,542.675
2003-01-13,539.697
2003-01-14,528.194
2003-01-15,512.278
2003-01-16,513.731
2003-01-17,515.006
2003-01-20,517.982
2003-01-21,517.559
2003-01-22,511.351
2003-01-23,516.234
2003-01-24,515.623
2003-01-27,501.974
2003-01-28,505.648
2003-01-29,497.186
2003-01-30,504.864
2003-01-31,516.086
2003-02-03,534.716
2003-02-04,527.989
2003-02-05,518.171
2003-02-06,509.654
2003-02-07,503.235
2003-02-10,506.236
2003-02-11,513.293
2003-02-12,506.488
2003-02-13,505.372
2003-02-14,503.393
2003-02-17,507.758
2003-02-18,510.923
2003-02-19,508.892
2003-02-20,518.43
2003-02-21,513.919
2003-02-24,514.744
2003-02-25,498.621
2003-02-26,492.477
2003-02-27,485.821
2003-02-28,487.368
2003-03-03,486.513
2003-03-04,510.045
2003-03-05,512.452
2003-03-06,513.784
2003-03-07,519.121
2003-03-10,535.532
2003-03-11,521.801
2003-03-12,528.735
2003-03-13,537.364
2003-03-14,549.682
2003-03-17,547.272
2003-03-18,550.958
2003-03-19,550.374
2003-03-20,542.679
2003-03-21,557.27
2003-03-24,559.454
2003-03-25,561.841
2003-03-26,563.265
2003-03-27,566.523
2003-03-28,562.185
2003-03-31,554.219
2003-04-01,558.342
2003-04-02,544.947
2003-04-03,549.701
2003-04-04,545.305
2003-04-07,546.884
2003-04-08,550.983
2003-04-09,557.19
2003-04-10,552.851
2003-04-11,554.553
2003-04-14,560.896
2003-04-15,568.292
2003-04-16,576.25
2003-04-17,581.196
2003-04-18,581.196
2003-04-21,578.691
2003-04-22,581.053
2003-04-23,594.904
2003-04-24,593.717
2003-04-25,583.653
2003-04-28,579.449
2003-04-29,592.412
2003-04-30,603.558
2003-05-01,609.687
2003-05-02,617.47
2003-05-05,620.662
2003-05-06,636.594
2003-05-07,623.335
2003-05-08,615.684
2003-05-09,610.432
2003-05-12,616.608
2003-05-13,616.986
2003-05-14,611.018
2003-05-15,606.195
2003-05-16,622.553
2003-05-19,616.114
2003-05-20,612.995
2003-05-21,611.959
2003-05-22,612.544
2003-05-23,610.36
2003-05-26,616.208
2003-05-27,604.41
2003-05-28,606.132
2003-05-29,607.816
2003-05-30,618.229
2003-06-02,615.916
2003-06-03,619.402
2003-06-04,622.915
2003-06-05,626.463
2003-06-06,624.707
2003-06-09,624.685
2003-06-10,615.783
2003-06-11,617.736
2003-06-12,627.367
2003-06-13,632.599
2003-06-16,641.743
2003-06-17,658.944
2003-06-18,643.534
2003-06-19,627.159
2003-06-20,623.635
2003-06-23,607.174
2003-06-24,598.727
2003-06-25,616.389
2003-06-26,596.777
2003-06-27,586.542
2003-06-30,599.892
2003-07-01,615.278
2003-07-02,617.898
2003-07-03,628.399
2003-07-04,624.451
2003-07-07,635.312
2003-07-08,637.872
2003-07-09,646.477
2003-07-10,654.457
2003-07-11,650.594
2003-07-14,651.467
2003-07-15,653.807
2003-07-16,654.154
2003-07-17,645.983
2003-07-18,657.966
2003-07-21,670.837
2003-07-22,660.716
2003-07-23,657.792
2003-07-24,663.468
2003-07-25,668.43
2003-07-28,671.578
2003-07-29,681.548
2003-07-30,687.271
2003-07-31,691.583
2003-08-01,688.157
2003-08-04,687.364
2003-08-05,678.397
2003-08-06,668.988
2003-08-07,675.551
2003-08-08,655.054
2003-08-11,659.866
2003-08-12,651.402
2003-08-13,657.174
2003-08-14,662.493
2003-08-15,663.329
2003-08-18,660.782
2003-08-19,667.327
2003-08-20,677.909
2003-08-21,675.803
2003-08-22,671.325
2003-08-25,670.364
2003-08-26,666.664
2003-08-27,676.005
2003-08-28,683.392
2003-08-29,711.026
2003-09-01,701.481
2003-09-02,670.837
2003-09-03,678.98
2003-09-04,676.335
2003-09-05,696.505
2003-09-08,710.77
2003-09-09,712.238
2003-09-10,700.308
2003-09-11,699.738
2003-09-12,705.648
2003-09-15,708.36
2003-09-16,699.348
2003-09-17,715.874
2003-09-18,722.824
2003-09-19,724.918
2003-09-22,721.182
2003-09-23,716.962
2003-09-24,718.383
2003-09-25,706.988
2003-09-26,700.814
2003-09-29,698.94
2003-09-30,697.466
2003-10-01,702.256
2003-10-02,695.747
2003-10-03,701.841
2003-10-06,707.666
2003-10-07,712.642
2003-10-08,714.969
2003-10-09,720.637
2003-10-10,729.929
2003-10-13,734.741
2003-10-14,745.261
2003-10-15,748.903
2003-10-16,740.725
2003-10-17,736.77
2003-10-20,743.681
2003-10-21,745.756
2003-10-22,741.787
2003-10-23,729.61
2003-10-24,730.609
2003-10-27,719.94
2003-10-28,721.693
2003-10-29,733.783
2003-10-30,734.988
2003-10-31,716.947
2003-11-03,713.268
2003-11-04,717.571
2003-11-05,706.819
2003-11-06,708.621
2003-11-07,719.051
2003-11-10,718.142
2003-11-11,717.471
2003-11-12,719.607
2003-11-13,725.534
2003-11-14,736.15
2003-11-17,732.189
2003-11-18,736.179
2003-11-19,729.538
2003-11-20,712.605
2003-11-21,715.03
2003-11-24,711.064
2003-11-25,724.195
2003-11-26,739.791
2003-11-27,735.321
2003-11-28,735.737
2003-12-01,761.737
2003-12-02,772.023
2003-12-03,773.622
2003-12-04,778.362
2003-12-05,783.348
2003-12-08,782.654
2003-12-09,787.179
2003-12-10,775.689
2003-12-11,766.743
2003-12-12,768.076
2003-12-15,781.128
2003-12-16,774.927
2003-12-17,774.446
2003-12-18,780.213
2003-12-19,790.339
2003-12-22,799.049
2003-12-23,810.693
2003-12-24,812.978
2003-12-25,812.978
2003-12-26,812.651
2003-12-29,812.025
2003-12-30,813.453
2003-12-31,820.84
2004-01-01,820.84
2004-01-02,824.653
2004-01-05,854.753
2004-01-06,860.208
2004-01-07,854.914
2004-01-08,854.295
2004-01-09,858.689
2004-01-12,868.229
2004-01-13,873.862
2004-01-14,878.836
2004-01-15,879.609
2004-01-16,862.171
2004-01-19,855.783
2004-01-20,870.186
2004-01-21,880.513
2004-01-22,896.812
2004-01-23,884.4
2004-01-26,873.108
2004-01-27,874.849
2004-01-28,861.677
2004-01-29,845.008
2004-01-30,846.669
2004-02-02,848.76
2004-02-03,859.258
2004-02-04,860.0
2004-02-05,860.183
2004-02-06,873.635
2004-02-09,882.958
2004-02-10,876.655
2004-02-11,875.658
2004-02-12,880.553
2004-02-13,872.75
2004-02-16,871.317
2004-02-17,873.488
2004-02-18,875.15
2004-02-19,870.14
2004-02-20,857.28
2004-02-23,859.883
2004-02-24,852.627
2004-02-25,834.508
2004-02-26,831.557
2004-02-27,832.426
2004-03-01,858.487
2004-03-02,849.815
2004-03-03,829.392
2004-03-04,831.356
2004-03-05,846.089
2004-03-08,837.444
2004-03-09,845.349
2004-03-10,831.085
2004-03-11,827.529
2004-03-12,823.362
2004-03-15,818.933
2004-03-16,824.025
2004-03-17,815.127
2004-03-18,825.615
2004-03-19,824.448
2004-03-22,819.922
2004-03-23,818.786
2004-03-24,820.587
2004-03-25,827.06
2004-03-26,812.581
2004-03-29,819.325
2004-03-30,816.871
2004-03-31,825.745
2004-04-01,835.531
2004-04-02,833.953
2004-04-05,826.994
2004-04-06,841.784
2004-04-07,858.87
2004-04-08,852.855
2004-04-09,852.855
2004-04-12,850.46
2004-04-13,846.042
2004-04-14,843.188
2004-04-15,838.024
2004-04-16,840.681
2004-04-19,842.34
2004-04-20,840.447
2004-04-21,833.469
2004-04-22,845.431
2004-04-23,860.362
2004-04-26,853.155
2004-04-27,854.97
2004-04-28,859.348
2004-04-29,856.469
2004-04-30,843.877
2004-05-03,841.554
2004-05-04,855.903
2004-05-05,857.401
2004-05-06,851.294
2004-05-07,838.225
2004-05-10,812.71
2004-05-11,814.447
2004-05-12,819.499
2004-05-13,824.28
2004-05-14,822.237
2004-05-17,822.988
2004-05-18,823.299
2004-05-19,833.552
2004-05-20,817.619
2004-05-21,830.312
2004-05-24,821.78
2004-05-25,828.28
2004-05-26,828.96
2004-05-27,845.222
2004-05-28,840.537
2004-05-31,839.271
2004-06-01,838.427
2004-06-02,845.244
2004-06-03,845.487
2004-06-04,852.351
2004-06-07,857.155
2004-06-08,866.748
2004-06-09,838.566
2004-06-10,822.729
2004-06-11,829.003
2004-06-14,820.658
2004-06-15,823.011
2004-06-16,813.509
2004-06-17,819.191
2004-06-18,831.255
2004-06-21,824.311
2004-06-22,831.728
2004-06-23,826.944
2004-06-24,839.592
2004-06-25,840.832
2004-06-28,876.559
2004-06-29,848.687
2004-06-30,866.822
2004-07-01,856.889
2004-07-02,872.16
2004-07-05,867.295
2004-07-06,868.441
2004-07-07,879.442
2004-07-08,889.119
2004-07-09,888.478
2004-07-12,890.104
2004-07-13,870.482
2004-07-14,883.886
2004-07-15,878.548
2004-07-16,875.613
2004-07-19,875.167
2004-07-20,854.371
2004-07-21,856.234
2004-07-22,806.131
2004-07-23,803.03
2004-07-26,810.215
2004-07-27,767.773
2004-07-28,782.963
2004-07-29,776.238
2004-07-30,790.293
2004-08-02,794.356
2004-08-03,784.449
2004-08-04,774.55
2004-08-05,770.952
2004-08-06,745.325
2004-08-09,745.83
2004-08-10,733.36
2004-08-11,767.715
2004-08-12,790.23
2004-08-13,772.409
2004-08-16,781.7
2004-08-17,805.705
2004-08-18,795.791
2004-08-19,801.805
2004-08-20,806.8
2004-08-23,807.477
2004-08-24,803.49
2004-08-25,800.318
2004-08-26,809.983
2004-08-27,814.431
2004-08-30,812.912
2004-08-31,821.535
2004-09-01,832.075
2004-09-02,830.472
2004-09-03,830.489
2004-09-06,828.373
2004-09-07,827.048
2004-09-08,835.025
2004-09-09,842.645
2004-09-10,852.036
2004-09-13,855.687
2004-09-14,865.962
2004-09-15,873.534
2004-09-16,865.003
2004-09-17,874.861
2004-09-20,868.875
2004-09-21,874.105
2004-09-22,855.658
2004-09-23,851.244
2004-09-24,855.379
2004-09-27,854.073
2004-09-28,866.414
2004-09-29,870.191
2004-09-30,871.816
2004-10-01,875.254
2004-10-04,880.205
2004-10-05,868.041
2004-10-06,874.389
2004-10-07,870.009
2004-10-08,856.305
2004-10-11,862.091
2004-10-12,851.223
2004-10-13,852.592
2004-10-14,834.092
2004-10-15,841.578
2004-10-18,861.263
2004-10-19,875.003
2004-10-20,879.308
2004-10-21,887.66
2004-10-22,914.461
2004-10-25,921.653
2004-10-26,924.398
2004-10-27,936.353
2004-10-28,948.248
2004-10-29,933.524
2004-11-01,943.55
2004-11-02,949.008
2004-11-03,971.468
2004-11-04,960.42
2004-11-05,987.212
2004-11-08,1019.429
2004-11-09,1017.33
2004-11-10,1019.178
2004-11-11,1000.221
2004-11-12,1018.406
2004-11-15,1043.525
2004-11-16,1021.964
2004-11-17,1024.645
2004-11-18,1008.314
2004-11-19,977.103
2004-11-22,983.915
2004-11-23,977.045
2004-11-24,983.791
2004-11-25,979.763
2004-11-26,980.446
2004-11-29,983.387
2004-11-30,955.461
2004-12-01,967.645
2004-12-02,974.371
2004-12-03,987.841
2004-12-06,982.14
2004-12-07,972.651
2004-12-08,966.109
2004-12-09,969.866
2004-12-10,988.267
2004-12-13,988.987
2004-12-14,999.941
2004-12-15,1001.836
2004-12-16,989.591
2004-12-17,987.229
2004-12-20,990.09
2004-12-21,978.458
2004-12-22,979.789
2004-12-23,982.131
2004-12-24,984.676
2004-12-27,990.823
2004-12-28,989.404
2004-12-29,1011.369
2004-12-30,1007.602
2004-12-31,1010.134
2005-01-03,1000.361
2005-01-04,1016.683
2005-01-05,1026.547
2005-01-06,1021.713
2005-01-07,1025.15
2005-01-10,1024.938
2005-01-11,1032.786
2005-01-12,1044.086
2005-01-13,1055.29
2005-01-14,1035.195
2005-01-17,1041.653
2005-01-18,1034.78
2005-01-19,1050.625
2005-01-20,1031.097
2005-01-21,1011.098
2005-01-24,1006.258
2005-01-25,998.981
2005-01-26,1001.035
2005-01-27,1004.35
2005-01-28,991.475
2005-01-31,974.977
2005-02-01,1014.107
2005-02-02,1011.896
2005-02-03,1007.848
2005-02-04,1017.94
2005-02-07,1014.127
2005-02-08,992.499
2005-02-09,993.939
2005-02-10,992.591
2005-02-11,1005.309
2005-02-14,1022.51
2005-02-15,1024.982
2005-02-16,1029.389
2005-02-17,1044.206
2005-02-18,1045.887
2005-02-21,1039.341
2005-02-22,1059.965
2005-02-23,1035.398
2005-02-24,1034.992
2005-02-25,1054.792
2005-02-28,774.589
2005-03-01,757.849
2005-03-02,740.856
2005-03-03,726.349
2005-03-04,720.779
2005-03-07,715.835
2005-03-08,731.479
2005-03-09,726.299
2005-03-10,731.943
2005-03-11,720.686
2005-03-14,714.851
2005-03-15,715.777
2005-03-16,696.357
2005-03-17,708.484
2005-03-18,702.528
2005-03-21,690.397
2005-03-22,689.849
2005-03-23,683.708
2005-03-24,685.819
2005-03-25,685.819
2005-03-28,681.006
2005-03-29,681.786
2005-03-30,675.2
2005-03-31,606.91
2005-04-01,613.43
2005-04-04,606.679
2005-04-05,613.77
2005-04-06,620.15
2005-04-07,620.683
2005-04-08,621.009
2005-04-11,628.462
2005-04-12,618.956
2005-04-13,631.803
2005-04-14,621.404
2005-04-15,626.321
2005-04-18,617.424
2005-04-19,616.268
2005-04-20,614.075
2005-04-21,616.418
2005-04-22,615.754
2005-04-25,615.456
2005-04-26,617.947
2005-04-27,621.076
2005-04-28,616.13
2005-04-29,625.153
2005-05-02,621.715
2005-05-03,635.21
2005-05-04,639.528
2005-05-05,651.769
2005-05-06,644.942
2005-05-09,638.203
2005-05-10,647.961
2005-05-11,648.665
2005-05-12,662.052
2005-05-13,654.96
2005-05-16,656.074
2005-05-17,660.851
2005-05-18,668.452
2005-05-19,669.908
2005-05-20,660.3
2005-05-23,657.482
2005-05-24,660.198
2005-05-25,662.263
2005-05-26,670.118
2005-05-27,676.532
2005-05-30,675.223
2005-05-31,657.95
2005-06-01,666.022
2005-06-02,645.211
2005-06-03,652.562
2005-06-06,653.041
2005-06-07,641.029
2005-06-08,649.166
2005-06-09,635.729
2005-06-10,647.405
2005-06-13,641.003
2005-06-14,643.988
2005-06-15,648.985
2005-06-16,651.585
2005-06-17,655.421
2005-06-20,652.263
2005-06-21,659.11
2005-06-22,664.864
2005-06-23,669.67
2005-06-24,657.269
2005-06-27,657.2
2005-06-28,649.004
2005-06-29,665.986
2005-06-30,668.306
2005-07-01,661.615
2005-07-04,644.324
2005-07-05,653.755
2005-07-06,666.433
2005-07-07,661.426
2005-07-08,660.43
2005-07-11,671.491
2005-07-12,675.102
2005-07-13,670.904
2005-07-14,669.169
2005-07-15,670.822
2005-07-18,672.492
2005-07-19,686.723
2005-07-20,686.229
2005-07-21,702.824
2005-07-22,701.504
2005-07-25,701.76
2005-07-26,704.623
2005-07-27,714.461
2005-07-28,697.791
2005-07-29,695.202
2005-08-01,716.613
2005-08-02,711.104
2005-08-03,711.585
2005-08-04,704.917
2005-08-05,702.779
2005-08-08,699.365
2005-08-09,726.517
2005-08-10,727.244
2005-08-11,725.034
2005-08-12,719.943
2005-08-15,716.383
2005-08-16,718.267
2005-08-17,713.855
2005-08-18,709.435
2005-08-19,707.105
2005-08-22,716.214
2005-08-23,715.128
2005-08-24,713.774
2005-08-25,719.012
2005-08-26,714.144
2005-08-29,714.478
2005-08-30,718.8
2005-08-31,742.184
2005-09-01,744.246
2005-09-02,752.307
2005-09-05,751.256
2005-09-06,760.742
2005-09-07,748.37
2005-09-08,747.517
2005-09-09,745.035
2005-09-12,740.232
2005-09-13,732.428
2005-09-14,734.407
2005-09-15,723.888
2005-09-16,715.262
2005-09-19,715.669
2005-09-20,727.115
2005-09-21,719.845
2005-09-22,707.608
2005-09-23,709.257
2005-09-26,703.96
2005-09-27,707.244
2005-09-28,720.1
2005-09-29,722.058
2005-09-30,738.003
2005-10-03,711.253
2005-10-04,721.611
2005-10-05,722.68
2005-10-06,725.164
2005-10-07,715.633
2005-10-10,710.247
2005-10-11,717.015
2005-10-12,708.745
2005-10-13,706.632
2005-10-14,711.015
2005-10-17,712.247
2005-10-18,702.35
2005-10-19,678.363
2005-10-20,693.529
2005-10-21,681.267
2005-10-24,693.113
2005-10-25,699.204
2005-10-26,700.057
2005-10-27,697.386
2005-10-28,696.606
2005-10-31,702.497
2005-11-01,703.577
2005-11-02,714.379
2005-11-03,730.705
