Date,IRELAND MID VALUE Mid Cap
2001-11-22,568.24
2001-11-23,566.055
2001-11-26,569.356
2001-11-27,569.577
2001-11-28,575.034
2001-11-29,572.894
2001-11-30,582.922
2001-12-03,574.73
2001-12-04,569.455
2001-12-05,582.693
2001-12-06,597.693
2001-12-07,595.351
2001-12-10,584.222
2001-12-11,586.92
2001-12-12,591.161
2001-12-13,599.732
2001-12-14,575.132
2001-12-17,578.46
2001-12-18,578.233
2001-12-19,568.058
2001-12-20,557.621
2001-12-21,553.223
2001-12-24,547.703
2001-12-25,547.703
2001-12-26,548.171
2001-12-27,547.195
2001-12-28,553.507
2001-12-31,556.703
2002-01-01,556.703
2002-01-02,568.948
2002-01-03,581.893
2002-01-04,577.916
2002-01-07,590.279
2002-01-08,588.16
2002-01-09,578.884
2002-01-10,563.651
2002-01-11,564.99
2002-01-14,568.735
2002-01-15,569.813
2002-01-16,568.265
2002-01-17,571.301
2002-01-18,563.958
2002-01-21,559.108
2002-01-22,566.081
2002-01-23,565.692
2002-01-24,566.39
2002-01-25,558.593
2002-01-28,568.243
2002-01-29,564.437
2002-01-30,557.12
2002-01-31,565.942
2002-02-01,572.13
2002-02-04,579.236
2002-02-05,571.758
2002-02-06,562.728
2002-02-07,561.157
2002-02-08,562.997
2002-02-11,558.411
2002-02-12,573.906
2002-02-13,571.059
2002-02-14,574.208
2002-02-15,581.622
2002-02-18,575.572
2002-02-19,576.632
2002-02-20,575.39
2002-02-21,588.318
2002-02-22,599.951
2002-02-25,597.569
2002-02-26,602.104
2002-02-27,601.581
2002-02-28,597.082
2002-03-01,596.239
2002-03-04,604.935
2002-03-05,611.999
2002-03-06,613.192
2002-03-07,628.482
2002-03-08,630.483
2002-03-11,636.879
2002-03-12,639.847
2002-03-13,640.409
2002-03-14,637.668
2002-03-15,637.419
2002-03-18,638.564
2002-03-19,644.573
2002-03-20,643.103
2002-03-21,644.412
2002-03-22,645.965
2002-03-25,648.412
2002-03-26,650.393
2002-03-27,647.004
2002-03-28,643.096
2002-03-29,643.096
2002-04-01,648.366
2002-04-02,658.138
2002-04-03,661.957
2002-04-04,669.435
2002-04-05,676.428
2002-04-08,668.805
2002-04-09,673.619
2002-04-10,670.644
2002-04-11,672.828
2002-04-12,660.837
2002-04-15,654.923
2002-04-16,661.748
2002-04-17,668.761
2002-04-18,669.939
2002-04-19,668.367
2002-04-22,675.171
2002-04-23,676.304
2002-04-24,678.753
2002-04-25,678.637
2002-04-26,685.945
2002-04-29,688.577
2002-04-30,698.12
2002-05-01,701.769
2002-05-02,755.315
2002-05-03,777.94
2002-05-06,780.539
2002-05-07,778.208
2002-05-08,783.69
2002-05-09,790.617
2002-05-10,798.322
2002-05-13,789.861
2002-05-14,772.632
2002-05-15,782.835
2002-05-16,779.077
2002-05-17,785.722
2002-05-20,783.204
2002-05-21,781.158
2002-05-22,790.241
2002-05-23,793.954
2002-05-24,790.575
2002-05-27,791.126
2002-05-28,805.495
2002-05-29,809.436
2002-05-30,813.97
2002-05-31,811.86
2002-06-03,815.118
2002-06-04,806.425
2002-06-05,798.158
2002-06-06,802.523
2002-06-07,768.433
2002-06-10,779.827
2002-06-11,762.947
2002-06-12,741.567
2002-06-13,751.837
2002-06-14,743.722
2002-06-17,732.619
2002-06-18,743.325
2002-06-19,740.742
2002-06-20,741.667
2002-06-21,741.727
2002-06-24,733.457
2002-06-25,744.5
2002-06-26,716.625
2002-06-27,700.519
2002-06-28,706.858
2002-07-01,676.115
2002-07-02,624.362
2002-07-03,577.304
2002-07-04,590.859
2002-07-05,603.122
2002-07-08,618.549
2002-07-09,635.69
2002-07-10,622.279
2002-07-11,606.585
2002-07-12,617.989
2002-07-15,616.665
2002-07-16,618.332
2002-07-17,629.309
2002-07-18,634.752
2002-07-19,630.236
2002-07-22,611.555
2002-07-23,589.223
2002-07-24,570.498
2002-07-25,586.348
2002-07-26,566.154
2002-07-29,566.049
2002-07-30,575.473
2002-07-31,569.735
2002-08-01,568.165
2002-08-02,558.961
2002-08-05,535.067
2002-08-06,524.437
2002-08-07,527.988
2002-08-08,528.128
2002-08-09,543.309
2002-08-12,556.685
2002-08-13,569.978
2002-08-14,561.155
2002-08-15,564.311
2002-08-16,583.408
2002-08-19,572.56
2002-08-20,572.878
2002-08-21,582.783
2002-08-22,591.341
2002-08-23,596.878
2002-08-26,607.348
2002-08-27,597.1
2002-08-28,581.902
2002-08-29,583.052
2002-08-30,580.836
2002-09-02,580.435
2002-09-03,584.159
2002-09-04,580.551
2002-09-05,574.17
2002-09-06,571.105
2002-09-09,566.811
2002-09-10,572.446
2002-09-11,583.292
2002-09-12,578.588
2002-09-13,578.341
2002-09-16,578.626
2002-09-17,582.55
2002-09-18,566.535
2002-09-19,557.253
2002-09-20,556.477
2002-09-23,542.566
2002-09-24,531.913
2002-09-25,532.33
2002-09-26,534.687
2002-09-27,526.317
2002-09-30,475.589
2002-10-01,480.674
2002-10-02,485.938
2002-10-03,474.612
2002-10-04,467.769
2002-10-07,463.97
2002-10-08,467.51
2002-10-09,459.624
2002-10-10,464.622
2002-10-11,506.452
2002-10-14,504.157
2002-10-15,533.942
2002-10-16,531.0
2002-10-17,525.048
2002-10-18,528.1
2002-10-21,540.413
2002-10-22,534.646
2002-10-23,523.357
2002-10-24,540.518
2002-10-25,519.524
2002-10-28,516.645
2002-10-29,495.322
2002-10-30,488.483
2002-10-31,524.371
2002-11-01,518.902
2002-11-04,539.569
2002-11-05,537.214
2002-11-06,535.118
2002-11-07,542.581
2002-11-08,544.257
2002-11-11,538.833
2002-11-12,543.421
2002-11-13,540.271
2002-11-14,532.406
2002-11-15,545.566
2002-11-18,556.241
2002-11-19,557.249
2002-11-20,542.622
2002-11-21,543.54
2002-11-22,535.661
2002-11-25,536.955
2002-11-26,540.062
2002-11-27,536.506
2002-11-28,545.542
2002-11-29,567.254
2002-12-02,576.904
2002-12-03,575.287
2002-12-04,570.297
2002-12-05,565.579
2002-12-06,549.392
2002-12-09,542.347
2002-12-10,531.412
2002-12-11,535.057
2002-12-12,525.086
2002-12-13,507.459
2002-12-16,497.148
2002-12-17,513.048
2002-12-18,501.67
2002-12-19,504.513
2002-12-20,502.682
2002-12-23,498.839
2002-12-24,500.904
2002-12-25,500.904
2002-12-26,502.167
2002-12-27,504.079
2002-12-30,501.049
2002-12-31,501.975
2003-01-01,501.975
2003-01-02,502.947
2003-01-03,515.002
2003-01-06,518.175
2003-01-07,523.108
2003-01-08,522.769
2003-01-09,525.303
2003-01-10,538.041
2003-01-13,535.089
2003-01-14,523.684
2003-01-15,507.903
2003-01-16,509.344
2003-01-17,510.608
2003-01-20,513.559
2003-01-21,513.14
2003-01-22,506.985
2003-01-23,511.826
2003-01-24,511.22
2003-01-27,497.688
2003-01-28,501.33
2003-01-29,492.941
2003-01-30,500.553
2003-01-31,511.68
2003-02-03,530.15
2003-02-04,523.48
2003-02-05,513.747
2003-02-06,505.302
2003-02-07,498.938
2003-02-10,501.913
2003-02-11,508.91
2003-02-12,502.163
2003-02-13,501.056
2003-02-14,499.094
2003-02-17,503.422
2003-02-18,506.561
2003-02-19,504.547
2003-02-20,514.003
2003-02-21,509.53
2003-02-24,510.349
2003-02-25,494.363
2003-02-26,488.272
2003-02-27,481.673
2003-02-28,483.207
2003-03-03,482.358
2003-03-04,505.69
2003-03-05,508.076
2003-03-06,509.396
2003-03-07,514.689
2003-03-10,530.959
2003-03-11,517.345
2003-03-12,524.22
2003-03-13,532.775
2003-03-14,544.988
2003-03-17,542.599
2003-03-18,546.254
2003-03-19,545.675
2003-03-20,538.045
2003-03-21,552.511
2003-03-24,554.677
2003-03-25,557.044
2003-03-26,558.455
2003-03-27,561.685
2003-03-28,557.385
2003-03-31,549.487
2003-04-01,553.574
2003-04-02,540.293
2003-04-03,545.007
2003-04-04,540.648
2003-04-07,542.214
2003-04-08,546.278
2003-04-09,552.433
2003-04-10,548.13
2003-04-11,549.817
2003-04-14,556.107
2003-04-15,563.44
2003-04-16,571.329
2003-04-17,576.233
2003-04-18,576.233
2003-04-21,573.749
2003-04-22,576.091
2003-04-23,589.824
2003-04-24,588.647
2003-04-25,578.669
2003-04-28,574.501
2003-04-29,587.353
2003-04-30,598.404
2003-05-01,604.481
2003-05-02,612.198
2003-05-05,615.362
2003-05-06,631.158
2003-05-07,618.012
2003-05-08,610.426
2003-05-09,605.22
2003-05-12,611.342
2003-05-13,611.718
2003-05-14,605.801
2003-05-15,601.019
2003-05-16,617.237
2003-05-19,610.853
2003-05-20,607.76
2003-05-21,606.733
2003-05-22,607.314
2003-05-23,605.148
2003-05-26,610.946
2003-05-27,599.249
2003-05-28,600.956
2003-05-29,602.625
2003-05-30,612.949
2003-06-02,610.656
2003-06-03,614.112
2003-06-04,617.596
2003-06-05,621.114
2003-06-06,619.372
2003-06-09,619.35
2003-06-10,610.524
2003-06-11,612.461
2003-06-12,622.01
2003-06-13,627.197
2003-06-16,636.263
2003-06-17,653.317
2003-06-18,638.039
2003-06-19,621.803
2003-06-20,618.31
2003-06-23,601.99
2003-06-24,593.614
2003-06-25,611.126
2003-06-26,591.681
2003-06-27,581.534
2003-06-30,594.77
2003-07-01,610.024
2003-07-02,612.621
2003-07-03,623.033
2003-07-04,619.119
2003-07-07,629.887
2003-07-08,632.425
2003-07-09,640.957
2003-07-10,648.868
2003-07-11,645.038
2003-07-14,645.904
2003-07-15,648.224
2003-07-16,648.569
2003-07-17,640.467
2003-07-18,652.348
2003-07-21,665.109
2003-07-22,655.074
2003-07-23,652.175
2003-07-24,657.803
2003-07-25,662.722
2003-07-28,665.843
2003-07-29,675.728
2003-07-30,681.403
2003-07-31,685.677
2003-08-01,682.281
2003-08-04,681.494
2003-08-05,672.604
2003-08-06,663.276
2003-08-07,669.783
2003-08-08,649.461
2003-08-11,654.231
2003-08-12,645.84
2003-08-13,651.562
2003-08-14,656.836
2003-08-15,657.665
2003-08-18,655.14
2003-08-19,661.629
2003-08-20,672.12
2003-08-21,670.032
2003-08-22,665.592
2003-08-25,664.64
2003-08-26,660.972
2003-08-27,670.232
2003-08-28,677.556
2003-08-29,704.955
2003-09-01,695.491
2003-09-02,665.109
2003-09-03,673.182
2003-09-04,670.559
2003-09-05,690.557
2003-09-08,704.701
2003-09-09,706.156
2003-09-10,694.328
2003-09-11,693.763
2003-09-12,699.622
2003-09-15,702.311
2003-09-16,693.376
2003-09-17,709.761
2003-09-18,716.652
2003-09-19,718.728
2003-09-22,715.024
2003-09-23,710.84
2003-09-24,712.248
2003-09-25,700.951
2003-09-26,694.83
2003-09-29,692.971
2003-09-30,691.51
2003-10-01,696.259
2003-10-02,689.806
2003-10-03,695.848
2003-10-06,701.623
2003-10-07,706.557
2003-10-08,708.864
2003-10-09,714.483
2003-10-10,723.696
2003-10-13,728.467
2003-10-14,738.897
2003-10-15,742.508
2003-10-16,734.4
2003-10-17,730.479
2003-10-20,737.33
2003-10-21,739.388
2003-10-22,735.453
2003-10-23,723.38
2003-10-24,724.37
2003-10-27,713.792
2003-10-28,715.531
2003-10-29,727.517
2003-10-30,728.711
2003-10-31,710.825
2003-11-03,707.177
2003-11-04,711.444
2003-11-05,700.784
2003-11-06,702.57
2003-11-07,712.911
2003-11-10,712.01
2003-11-11,711.345
2003-11-12,713.463
2003-11-13,719.339
2003-11-14,729.864
2003-11-17,725.937
2003-11-18,729.893
2003-11-19,723.309
2003-11-20,706.52
2003-11-21,708.925
2003-11-24,704.992
2003-11-25,718.011
2003-11-26,733.474
2003-11-27,729.042
2003-11-28,729.454
2003-12-01,755.233
2003-12-02,765.43
2003-12-03,767.015
2003-12-04,771.716
2003-12-05,776.659
2003-12-08,775.971
2003-12-09,780.457
2003-12-10,769.065
2003-12-11,760.195
2003-12-12,761.517
2003-12-15,774.458
2003-12-16,768.31
2003-12-17,767.833
2003-12-18,773.55
2003-12-19,783.59
2003-12-22,792.226
2003-12-23,803.77
2003-12-24,806.035
2003-12-25,806.035
2003-12-26,805.712
2003-12-29,805.091
2003-12-30,806.507
2003-12-31,813.831
2004-01-01,813.831
2004-01-02,817.612
2004-01-05,847.454
2004-01-06,852.862
2004-01-07,847.614
2004-01-08,847.001
2004-01-09,851.357
2004-01-12,860.815
2004-01-13,866.4
2004-01-14,871.332
2004-01-15,872.098
2004-01-16,854.809
2004-01-19,848.476
2004-01-20,862.756
2004-01-21,872.994
2004-01-22,889.154
2004-01-23,876.848
2004-01-26,865.652
2004-01-27,867.379
2004-01-28,854.319
2004-01-29,837.793
2004-01-30,839.439
2004-02-02,841.513
2004-02-03,851.921
2004-02-04,852.656
2004-02-05,852.838
2004-02-06,866.175
2004-02-09,875.419
2004-02-10,869.169
2004-02-11,868.181
2004-02-12,873.033
2004-02-13,865.297
2004-02-16,863.877
2004-02-17,866.029
2004-02-18,867.677
2004-02-19,862.709
2004-02-20,849.959
2004-02-23,852.541
2004-02-24,845.347
2004-02-25,827.382
2004-02-26,824.456
2004-02-27,825.318
2004-03-01,851.156
2004-03-02,842.558
2004-03-03,822.31
2004-03-04,824.257
2004-03-05,838.864
2004-03-08,830.292
2004-03-09,838.131
2004-03-10,823.988
2004-03-11,820.463
2004-03-12,816.332
2004-03-15,811.94
2004-03-16,816.988
2004-03-17,808.166
2004-03-18,818.565
2004-03-19,817.408
2004-03-22,812.921
2004-03-23,811.794
2004-03-24,813.58
2004-03-25,819.998
2004-03-26,805.642
2004-03-29,812.328
2004-03-30,809.896
2004-03-31,818.694
2004-04-01,828.397
2004-04-02,826.832
2004-04-05,819.932
2004-04-06,834.596
2004-04-07,851.536
2004-04-08,845.573
2004-04-09,845.573
2004-04-12,843.198
2004-04-13,838.817
2004-04-14,835.988
2004-04-15,830.868
2004-04-16,833.502
2004-04-19,835.148
2004-04-20,833.27
2004-04-21,826.352
2004-04-22,838.212
2004-04-23,853.016
2004-04-26,845.869
2004-04-27,847.669
2004-04-28,852.01
2004-04-29,849.155
2004-04-30,836.671
2004-05-03,834.368
2004-05-04,848.594
2004-05-05,850.08
2004-05-06,844.024
2004-05-07,831.068
2004-05-10,805.771
2004-05-11,807.492
2004-05-12,812.501
2004-05-13,817.242
2004-05-14,815.216
2004-05-17,815.96
2004-05-18,816.269
2004-05-19,826.434
2004-05-20,810.637
2004-05-21,823.222
2004-05-24,814.763
2004-05-25,821.207
2004-05-26,821.881
2004-05-27,838.004
2004-05-28,833.359
2004-05-31,832.105
2004-06-01,831.267
2004-06-02,838.027
2004-06-03,838.267
2004-06-04,845.072
2004-06-07,849.836
2004-06-08,859.347
2004-06-09,831.406
2004-06-10,815.703
2004-06-11,821.924
2004-06-14,813.65
2004-06-15,815.983
2004-06-16,806.562
2004-06-17,812.196
2004-06-18,824.156
2004-06-21,817.273
2004-06-22,824.626
2004-06-23,819.882
2004-06-24,832.422
2004-06-25,833.652
2004-06-28,869.074
2004-06-29,841.44
2004-06-30,859.42
2004-07-01,849.572
2004-07-02,864.712
2004-07-05,859.889
2004-07-06,861.025
2004-07-07,871.932
2004-07-08,881.527
2004-07-09,880.891
2004-07-12,882.503
2004-07-13,863.049
2004-07-14,876.339
2004-07-15,871.046
2004-07-16,868.136
2004-07-19,867.694
2004-07-20,847.075
2004-07-21,848.922
2004-07-22,799.247
2004-07-23,796.173
2004-07-26,803.296
2004-07-27,761.217
2004-07-28,776.278
2004-07-29,769.609
2004-07-30,783.545
2004-08-02,787.573
2004-08-03,777.75
2004-08-04,767.936
2004-08-05,764.369
2004-08-06,738.96
2004-08-09,739.462
2004-08-10,727.098
2004-08-11,761.159
2004-08-12,783.482
2004-08-13,765.813
2004-08-16,775.025
2004-08-17,798.825
2004-08-18,788.996
2004-08-19,794.958
2004-08-20,799.91
2004-08-23,800.582
2004-08-24,796.629
2004-08-25,793.484
2004-08-26,803.066
2004-08-27,807.476
2004-08-30,805.971
2004-08-31,814.52
2004-09-01,824.97
2004-09-02,823.38
2004-09-03,823.398
2004-09-06,821.3
2004-09-07,819.986
2004-09-08,827.894
2004-09-09,835.45
2004-09-10,844.76
2004-09-13,848.38
2004-09-14,858.567
2004-09-15,866.075
2004-09-16,857.617
2004-09-17,867.391
2004-09-20,861.456
2004-09-21,866.64
2004-09-22,848.351
2004-09-23,843.975
2004-09-24,848.075
2004-09-27,846.78
2004-09-28,859.016
2004-09-29,862.76
2004-09-30,864.372
2004-10-01,867.78
2004-10-04,872.689
2004-10-05,860.629
2004-10-06,866.922
2004-10-07,862.58
2004-10-08,848.993
2004-10-11,854.729
2004-10-12,843.954
2004-10-13,845.312
2004-10-14,826.97
2004-10-15,834.392
2004-10-18,853.909
2004-10-19,867.531
2004-10-20,871.799
2004-10-21,880.08
2004-10-22,906.653
2004-10-25,913.783
2004-10-26,916.505
2004-10-27,928.357
2004-10-28,940.151
2004-10-29,925.552
2004-11-01,935.493
2004-11-02,940.905
2004-11-03,963.172
2004-11-04,952.219
2004-11-05,978.782
2004-11-08,1010.724
2004-11-09,1008.643
2004-11-10,1010.475
2004-11-11,991.68
2004-11-12,1009.71
2004-11-15,1034.614
2004-11-16,1013.237
2004-11-17,1015.895
2004-11-18,999.704
2004-11-19,968.759
2004-11-22,975.513
2004-11-23,968.702
2004-11-24,975.391
2004-11-25,971.397
2004-11-26,972.074
2004-11-29,974.99
2004-11-30,947.302
2004-12-01,959.382
2004-12-02,966.05
2004-12-03,979.406
2004-12-06,973.753
2004-12-07,964.345
2004-12-08,957.859
2004-12-09,961.584
2004-12-10,979.828
2004-12-13,980.542
2004-12-14,991.402
2004-12-15,993.281
2004-12-16,981.141
2004-12-17,978.799
2004-12-20,981.635
2004-12-21,970.102
2004-12-22,971.423
2004-12-23,973.744
2004-12-24,976.268
2004-12-27,982.362
2004-12-28,980.956
2004-12-29,1002.733
2004-12-30,998.998
2004-12-31,1001.508
2005-01-03,991.819
2005-01-04,1008.002
2005-01-05,1017.781
2005-01-06,1012.989
2005-01-07,1016.396
2005-01-10,1016.186
2005-01-11,1023.967
2005-01-12,1035.17
2005-01-13,1046.279
2005-01-14,1026.356
2005-01-17,1032.758
2005-01-18,1025.944
2005-01-19,1041.653
2005-01-20,1022.293
2005-01-21,1002.464
2005-01-24,997.666
2005-01-25,990.451
2005-01-26,992.487
2005-01-27,995.773
2005-01-28,983.009
2005-01-31,966.652
2005-02-01,1005.448
2005-02-02,1003.256
2005-02-03,999.242
2005-02-04,1009.248
2005-02-07,1005.468
2005-02-08,984.024
2005-02-09,985.452
2005-02-10,984.115
2005-02-11,996.725
2005-02-14,1013.779
2005-02-15,1016.23
2005-02-16,1020.599
2005-02-17,1035.289
2005-02-18,1036.956
2005-02-21,1030.466
2005-02-22,1050.914
2005-02-23,1026.557
2005-02-24,1026.154
2005-02-25,1045.785
2005-02-28,767.975
2005-03-01,751.378
2005-03-02,734.529
2005-03-03,720.147
2005-03-04,714.624
2005-03-07,709.722
2005-03-08,725.233
2005-03-09,720.097
2005-03-10,725.693
2005-03-11,714.532
2005-03-14,708.747
2005-03-15,709.665
2005-03-16,690.411
2005-03-17,702.434
2005-03-18,696.529
2005-03-21,684.501
2005-03-22,683.958
2005-03-23,677.87
2005-03-24,679.963
2005-03-25,679.963
2005-03-28,675.191
2005-03-29,675.964
2005-03-30,669.434
2005-03-31,601.727
2005-04-01,608.192
2005-04-04,601.498
2005-04-05,608.529
2005-04-06,614.854
2005-04-07,615.383
2005-04-08,615.706
2005-04-11,623.096
2005-04-12,613.67
2005-04-13,626.408
2005-04-14,616.098
2005-04-15,620.973
2005-04-18,612.151
2005-04-19,611.005
2005-04-20,608.832
2005-04-21,611.155
2005-04-22,610.496
2005-04-25,610.201
2005-04-26,612.67
2005-04-27,615.773
2005-04-28,610.869
2005-04-29,619.815
2005-05-02,616.406
2005-05-03,629.786
2005-05-04,634.067
2005-05-05,646.203
2005-05-06,639.435
2005-05-09,632.753
2005-05-10,642.428
2005-05-11,643.126
2005-05-12,656.399
2005-05-13,649.367
2005-05-16,650.472
2005-05-17,655.208
2005-05-18,662.744
2005-05-19,664.188
2005-05-20,654.661
2005-05-23,651.868
2005-05-24,654.561
2005-05-25,656.608
2005-05-26,664.396
2005-05-27,670.755
2005-05-30,669.457
2005-05-31,652.331
2005-06-01,660.335
2005-06-02,639.701
2005-06-03,646.99
2005-06-06,647.465
2005-06-07,635.555
2005-06-08,643.622
2005-06-09,630.3
2005-06-10,641.877
2005-06-13,635.53
2005-06-14,638.489
2005-06-15,643.443
2005-06-16,646.021
2005-06-17,649.824
2005-06-20,646.694
2005-06-21,653.482
2005-06-22,659.187
2005-06-23,663.952
2005-06-24,651.656
2005-06-27,651.588
2005-06-28,643.462
2005-06-29,660.299
2005-06-30,662.599
2005-07-01,655.966
2005-07-04,638.822
2005-07-05,648.173
2005-07-06,660.742
2005-07-07,655.778
2005-07-08,654.79
2005-07-11,665.757
2005-07-12,669.337
2005-07-13,665.175
2005-07-14,663.455
2005-07-15,665.094
2005-07-18,666.749
2005-07-19,680.859
2005-07-20,680.37
2005-07-21,696.822
2005-07-22,695.514
2005-07-25,695.767
2005-07-26,698.606
2005-07-27,708.36
2005-07-28,691.833
2005-07-29,689.265
2005-08-01,710.494
2005-08-02,705.032
2005-08-03,705.509
2005-08-04,698.898
2005-08-05,696.778
2005-08-08,693.393
2005-08-09,720.313
2005-08-10,721.034
2005-08-11,718.843
2005-08-12,713.795
2005-08-15,710.266
2005-08-16,712.134
2005-08-17,707.76
2005-08-18,703.377
2005-08-19,701.067
2005-08-22,710.098
2005-08-23,709.021
2005-08-24,707.679
2005-08-25,712.873
2005-08-26,708.046
2005-08-29,708.376
2005-08-30,712.662
2005-08-31,735.846
2005-09-01,737.891
2005-09-02,745.883
2005-09-05,744.841
2005-09-06,754.246
2005-09-07,741.979
2005-09-08,741.133
2005-09-09,738.673
2005-09-12,733.911
2005-09-13,726.173
2005-09-14,728.136
2005-09-15,717.707
2005-09-16,709.154
2005-09-19,709.558
2005-09-20,720.906
2005-09-21,713.699
2005-09-22,701.566
2005-09-23,703.201
2005-09-26,697.949
2005-09-27,701.205
2005-09-28,713.951
2005-09-29,715.892
2005-09-30,731.701
2005-10-03,705.18
2005-10-04,715.449
2005-10-05,717.751
2005-10-06,720.218
2005-10-07,710.752
2005-10-10,705.403
2005-10-11,712.125
2005-10-12,703.911
2005-10-13,701.813
2005-10-14,706.166
2005-10-17,707.39
2005-10-18,697.56
2005-10-19,673.737
2005-10-20,688.799
2005-10-21,676.621
2005-10-24,688.387
2005-10-25,694.436
2005-10-26,695.282
2005-10-27,692.63
2005-10-28,691.855
2005-10-31,697.706
2005-11-01,698.779
2005-11-02,709.507
2005-11-03,725.722
2005-11-04,710.7
