Date,SWEDEN SMID VALUE SMID (Small+Mid Cap)
1994-05-31,95.242
1994-06-30,90.968
1994-07-29,94.936
1994-08-31,91.203
1994-09-30,94.212
1994-10-31,98.525
1994-11-30,97.991
1994-12-30,99.625
1995-01-31,101.757
1995-02-28,103.577
1995-03-31,93.876
1995-04-28,103.299
1995-05-31,102.501
1995-06-30,105.365
1995-07-31,113.764
1995-08-31,107.779
1995-09-29,120.859
1995-10-31,119.673
1995-11-30,127.089
1995-12-29,126.511
1996-01-31,122.097
1996-02-29,131.545
1996-03-29,134.626
1996-04-30,141.03
1996-05-31,147.322
1996-06-28,152.954
1996-07-31,149.698
1996-08-30,156.385
1996-09-30,165.371
1996-10-31,168.606
1996-11-29,178.076
1996-12-31,180.166
1997-01-31,179.312
1997-02-28,185.445
1997-03-31,193.72
1997-04-30,178.326
1997-05-30,190.304
1997-06-30,195.392
1997-07-31,197.982
1997-08-29,196.143
1997-09-30,213.176
1997-10-31,201.767
1997-11-28,206.762
1997-12-31,200.11
1998-01-30,198.852
1998-02-27,210.368
1998-03-31,221.604
1998-04-30,225.835
1998-05-29,227.576
1998-06-30,213.265
1998-07-31,204.741
1998-08-31,173.719
1998-09-30,165.693
1998-10-30,158.85
1998-11-30,159.176
1998-12-31,154.79
1999-01-29,162.56
1999-02-26,162.546
1999-03-31,166.179
1999-04-30,175.913
1999-05-31,174.999
1999-06-30,177.365
1999-07-30,183.891
1999-08-31,193.408
1999-09-30,190.004
1999-10-29,188.734
1999-11-30,192.035
1999-12-31,206.225
2000-01-31,199.19
2000-02-29,209.525
2000-03-31,212.95
2000-04-28,204.408
2000-05-31,205.126
2000-06-30,202.127
2000-07-31,198.475
2000-08-31,199.155
2000-09-29,191.127
2000-10-31,191.425
2000-11-30,187.825
2000-12-29,200.714
2001-01-31,214.815
2001-02-28,207.453
2001-03-30,182.407
2001-04-30,197.547
2001-05-31,196.395
2001-06-29,188.637
2001-07-31,189.329
2001-08-31,181.741
2001-09-28,159.189
2001-10-31,171.428
2001-11-30,185.723
2001-12-31,190.745
2002-01-31,193.888
2002-02-28,207.009
2002-03-29,213.889
2002-04-30,217.608
2002-05-31,226.336
2002-06-28,233.518
2002-07-31,206.271
2002-08-30,201.938
2002-09-30,181.272
2002-10-31,192.13
2002-11-29,217.394
2002-12-31,200.387
2003-01-31,190.189
2003-02-28,198.027
2003-03-31,194.332
2003-04-30,231.534
2003-05-30,239.334
2003-06-30,244.142
2003-07-31,256.002
2003-08-29,260.344
2003-09-30,268.665
2003-10-31,293.931
2003-11-28,307.446
2003-12-31,330.207
2004-01-30,329.06
2004-02-27,328.315
2004-03-31,324.59
2004-04-30,329.277
2004-05-31,336.262
2004-06-30,339.487
2004-07-30,330.445
2004-08-31,336.804
2004-09-30,356.863
2004-10-29,368.529
2004-11-30,415.429
2004-12-31,429.767
2005-01-31,420.347
2005-02-28,456.622
2005-03-31,440.804
2005-04-29,420.128
2005-05-31,438.021
2005-06-30,430.294
2005-07-29,461.136
2005-08-31,468.275
2005-09-30,496.694
2005-10-31,475.349
2005-11-30,493.723
2005-12-30,536.732
2006-01-31,580.652
2006-02-28,592.406
2006-03-31,645.827
2006-04-28,698.628
2006-05-31,644.551
2006-06-30,650.542
2006-07-31,644.63
2006-08-31,664.823
2006-09-29,704.087
2006-10-31,751.521
2006-11-30,783.788
2006-12-29,854.969
2007-01-31,878.581
2007-02-28,871.225
2007-03-30,938.867
2007-04-30,1002.273
2007-05-31,1000.0
2007-06-29,952.067
2007-07-31,960.563
2007-08-31,900.107
2007-09-28,905.86
2007-10-31,910.525
2007-11-30,857.24
2007-12-31,820.767
2008-01-31,738.087
2008-02-29,806.131
2008-03-31,829.53
2008-04-30,793.161
2008-05-30,805.698
2008-06-30,680.644
2008-07-31,649.35
2008-08-29,649.652
2008-09-30,517.132
2008-10-31,379.307
2008-11-28,330.227
2008-12-31,362.846
2009-01-30,320.533
2009-02-27,287.236
2009-03-31,332.06
2009-04-30,442.748
2009-05-29,492.834
2009-06-30,468.852
2009-07-31,569.062
2009-08-31,629.471
2009-09-30,652.634
2009-10-30,674.03
2009-11-30,695.466
2009-12-31,706.582
2010-01-29,685.578
2010-02-26,708.888
2010-03-31,757.879
2010-04-30,755.364
2010-05-31,648.788
2010-06-30,649.336
2010-07-30,762.36
2010-08-31,717.783
2010-09-30,880.004
2010-10-29,904.478
2010-11-30,857.305
2010-12-31,976.486
2011-01-31,1023.567
2011-02-28,1016.686
2011-03-31,1045.12
2011-04-29,1104.002
2011-05-31,1057.53
2011-06-30,987.073
2011-07-29,943.662
2011-08-31,855.312
2011-09-30,727.13
2011-10-31,870.005
2011-11-30,831.101
2011-12-30,840.853
2012-01-31,924.043
2012-02-29,996.432
2012-03-30,968.537
2012-04-30,950.446
2012-05-31,816.973
2012-06-29,869.503
2012-07-31,927.433
2012-08-31,926.758
2012-09-28,970.259
2012-10-31,969.263
2012-11-30,997.865
2012-12-31,1052.54
2013-01-31,1136.15
2013-02-28,1178.525
2013-03-29,1175.852
2013-04-30,1209.044
2013-05-31,1206.809
2013-06-28,1125.634
2013-07-31,1262.432
2013-08-30,1258.785
2013-09-30,1359.447
2013-10-31,1375.785
2013-11-29,1394.112
2013-12-31,1472.422
2014-01-31,1418.121
2014-02-28,1524.208
2014-03-31,1524.939
2014-04-30,1566.599
2014-05-30,1599.587
2014-06-30,1598.993
2014-07-31,1525.61
2014-08-29,1507.7
2014-09-30,1431.539
2014-10-31,1409.016
2014-11-28,1475.634
2014-12-31,1442.21
2015-01-30,1444.269
2015-02-27,1586.654
2015-03-31,1519.907
2015-04-30,1590.102
2015-05-29,1529.709
2015-06-30,1484.353
2015-07-31,1512.251
2015-08-31,1462.448
2015-09-30,1443.559
2015-10-30,1524.901
2015-11-30,1559.641
2015-12-31,1553.481
2016-01-29,1448.843
2016-02-29,1534.203
2016-03-31,1686.242
2016-04-29,1711.248
2016-05-31,1698.974
2016-06-30,1631.907
2016-07-29,1719.194
2016-08-31,1751.803
2016-09-30,1794.742
2016-10-31,1699.848
2016-11-30,1693.51
