Date,SWEDEN SMID VALUE SMID (Small+Mid Cap)
2016-12-30,1770.509
2017-01-31,1860.608
2017-02-28,1850.734
2017-03-31,1897.091
2017-04-28,2025.032
2017-05-31,2103.049
2017-06-30,2125.026
2017-07-31,2185.338
2017-08-31,2182.812
2017-09-29,2249.043
2017-10-31,2265.493
2017-11-30,2247.245
2017-12-29,2280.357
2018-01-31,2379.354
2018-02-28,2238.276
2018-03-30,2220.14
2018-04-30,2229.962
2018-05-31,2165.378
2018-06-29,2101.105
2018-07-31,2207.511
2018-08-31,2207.274
2018-09-28,2244.633
2018-10-31,2049.856
2018-11-30,2023.093
2018-12-31,1988.882
2019-01-31,2114.646
2019-02-28,2136.554
2019-03-29,2148.491
2019-04-30,2174.593
2019-05-31,2096.187
2019-06-28,2260.157
2019-07-31,2224.25
2019-08-30,2212.506
2019-09-30,2240.304
2019-10-31,2353.134
2019-11-29,2436.618
2019-12-31,2597.463
2020-01-31,2507.15
2020-02-28,2315.403
2020-03-31,1800.318
2020-04-30,2011.205
2020-05-29,2187.018
2020-06-30,2276.107
2020-07-31,2527.646
2020-08-31,2652.069
2020-09-30,2715.224
2020-10-30,2533.797
2020-11-30,2977.186
2020-12-31,3154.659
2021-01-29,3127.507
2021-02-26,3210.131
2021-03-31,3289.947
2021-04-30,3501.85
2021-05-31,3651.735
2021-06-30,3501.399
2021-07-30,3728.084
2021-08-31,3692.007
2021-09-30,3332.877
2021-10-29,3559.436
2021-11-30,3472.775
2021-12-31,3664.388
2022-01-31,3368.84
2022-02-28,3149.378
2022-03-31,3326.535
2022-04-29,3045.074
2022-05-31,2954.204
2022-06-30,2391.331
2022-07-29,2650.87
2022-08-31,2432.136
2022-09-30,2119.087
2022-10-31,2261.111
2022-11-30,2523.498
2022-12-30,2491.26
2023-01-31,2766.282
2023-02-28,2757.43
2023-03-31,2670.172
2023-04-28,2741.942
2023-05-31,2384.475
2023-06-30,2432.76
2023-07-31,2580.811
2023-08-31,2387.463
2023-09-29,2421.132
2023-10-31,2301.852
2023-11-30,2651.76
2023-12-29,2936.61
2024-01-31,2782.244
2024-02-29,2795.493
2024-03-29,2915.798
2024-04-30,2838.57
2024-05-31,3027.777
2024-06-28,2916.149
2024-07-31,2985.047
2024-08-30,3126.287
2024-09-30,3277.537
2024-10-31,2966.703
2024-11-29,2919.953
2024-12-31,2814.86
2025-01-31,3016.761
2025-02-28,3195.583
2025-03-31,3152.574
2025-04-30,3319.363
2025-05-30,3398.6
2025-06-30,3409.699
2025-07-31,3361.765
