Date,SWEDEN SMID VALUE SMID (Small+Mid Cap)
2001-01-01,200.714
2001-01-02,198.493
2001-01-03,192.768
2001-01-04,197.711
2001-01-05,202.201
2001-01-08,199.927
2001-01-09,197.791
2001-01-10,200.498
2001-01-11,205.914
2001-01-12,207.897
2001-01-15,206.713
2001-01-16,205.096
2001-01-17,203.93
2001-01-18,207.669
2001-01-19,208.004
2001-01-22,206.267
2001-01-23,206.148
2001-01-24,204.448
2001-01-25,204.245
2001-01-26,204.17
2001-01-29,205.969
2001-01-30,209.688
2001-01-31,214.815
2001-02-01,216.024
2001-02-02,214.986
2001-02-05,213.263
2001-02-06,212.985
2001-02-07,212.46
2001-02-08,210.362
2001-02-09,208.851
2001-02-12,209.925
2001-02-13,208.263
2001-02-14,205.108
2001-02-15,205.757
2001-02-16,207.092
2001-02-19,207.787
2001-02-20,207.172
2001-02-21,205.088
2001-02-22,201.412
2001-02-23,201.141
2001-02-26,204.117
2001-02-27,206.474
2001-02-28,207.453
2001-03-01,207.663
2001-03-02,209.18
2001-03-05,208.856
2001-03-06,211.442
2001-03-07,211.24
2001-03-08,212.184
2001-03-09,211.014
2001-03-12,206.208
2001-03-13,199.42
2001-03-14,196.537
2001-03-15,196.347
2001-03-16,190.687
2001-03-19,190.346
2001-03-20,188.054
2001-03-21,183.431
2001-03-22,175.074
2001-03-23,180.146
2001-03-26,184.618
2001-03-27,186.903
2001-03-28,184.049
2001-03-29,181.19
2001-03-30,182.407
2001-04-02,180.969
2001-04-03,179.567
2001-04-04,180.931
2001-04-05,184.642
2001-04-06,186.119
2001-04-09,189.606
2001-04-10,190.522
2001-04-11,189.669
2001-04-12,190.115
2001-04-13,190.115
2001-04-16,188.122
2001-04-17,187.696
2001-04-18,189.217
2001-04-19,193.789
2001-04-20,193.628
2001-04-23,190.887
2001-04-24,190.466
2001-04-25,191.675
2001-04-26,194.363
2001-04-27,195.57
2001-04-30,197.547
2001-05-01,198.374
2001-05-02,197.33
2001-05-03,196.368
2001-05-04,198.03
2001-05-07,199.89
2001-05-08,197.562
2001-05-09,196.646
2001-05-10,200.434
2001-05-11,199.737
2001-05-14,197.949
2001-05-15,198.599
2001-05-16,198.31
2001-05-17,201.576
2001-05-18,203.544
2001-05-21,205.628
2001-05-22,204.697
2001-05-23,201.776
2001-05-24,201.126
2001-05-25,200.126
2001-05-28,200.848
2001-05-29,199.344
2001-05-30,198.777
2001-05-31,196.395
2001-06-01,195.194
2001-06-04,194.178
2001-06-05,196.341
2001-06-06,195.985
2001-06-07,194.847
2001-06-08,194.194
2001-06-11,191.605
2001-06-12,192.056
2001-06-13,195.056
2001-06-14,193.203
2001-06-15,195.319
2001-06-18,194.93
2001-06-19,193.19
2001-06-20,187.531
2001-06-21,187.674
2001-06-22,188.066
2001-06-25,190.814
2001-06-26,187.76
2001-06-27,188.519
2001-06-28,187.856
2001-06-29,188.637
2001-07-02,188.535
2001-07-03,188.684
2001-07-04,188.018
2001-07-05,185.507
2001-07-06,183.008
2001-07-09,183.078
2001-07-10,184.317
2001-07-11,184.729
2001-07-12,184.81
2001-07-13,186.015
2001-07-16,187.272
2001-07-17,183.408
2001-07-18,185.664
2001-07-19,187.35
2001-07-20,187.396
2001-07-23,186.16
2001-07-24,186.781
2001-07-25,186.363
2001-07-26,187.606
2001-07-27,188.291
2001-07-30,189.274
2001-07-31,189.329
2001-08-01,190.034
2001-08-02,192.087
2001-08-03,194.362
2001-08-06,193.602
2001-08-07,193.101
2001-08-08,192.326
2001-08-09,192.414
2001-08-10,192.881
2001-08-13,194.175
2001-08-14,194.862
2001-08-15,195.973
2001-08-16,194.408
2001-08-17,192.305
2001-08-20,185.287
2001-08-21,186.767
2001-08-22,187.84
2001-08-23,189.139
2001-08-24,191.086
2001-08-27,190.817
2001-08-28,188.236
2001-08-29,185.965
2001-08-30,182.444
2001-08-31,181.741
2001-09-03,178.802
2001-09-04,177.916
2001-09-05,178.775
2001-09-06,178.516
2001-09-07,177.441
2001-09-10,174.843
2001-09-11,165.198
2001-09-12,167.495
2001-09-13,169.213
2001-09-14,169.181
2001-09-17,165.995
2001-09-18,162.445
2001-09-19,164.293
2001-09-20,155.917
2001-09-21,148.766
2001-09-24,151.524
2001-09-25,157.197
2001-09-26,156.011
2001-09-27,155.981
2001-09-28,159.189
2001-10-01,160.96
2001-10-02,160.127
2001-10-03,160.76
2001-10-04,168.113
2001-10-05,169.675
2001-10-08,169.19
2001-10-09,170.971
2001-10-10,171.324
2001-10-11,175.902
2001-10-12,175.626
2001-10-15,175.204
2001-10-16,176.707
2001-10-17,175.576
2001-10-18,173.105
2001-10-19,169.634
2001-10-22,168.12
2001-10-23,172.155
2001-10-24,172.362
2001-10-25,171.837
2001-10-26,173.429
2001-10-29,174.186
2001-10-30,171.113
2001-10-31,171.428
2001-11-01,171.638
2001-11-02,172.77
2001-11-05,173.822
2001-11-06,174.208
2001-11-07,175.828
2001-11-08,176.142
2001-11-09,175.607
2001-11-12,174.042
2001-11-13,176.7
2001-11-14,178.462
2001-11-15,180.295
2001-11-16,182.939
2001-11-19,183.988
2001-11-20,181.694
2001-11-21,181.344
2001-11-22,185.094
2001-11-23,185.467
2001-11-26,187.249
2001-11-27,186.175
2001-11-28,185.889
2001-11-29,184.857
2001-11-30,185.723
2001-12-03,184.432
2001-12-04,187.535
2001-12-05,191.882
2001-12-06,192.31
2001-12-07,193.77
2001-12-10,190.203
2001-12-11,189.585
2001-12-12,188.95
2001-12-13,188.319
2001-12-14,186.39
2001-12-17,188.655
2001-12-18,187.879
2001-12-19,185.2
2001-12-20,182.96
2001-12-21,183.409
2001-12-24,180.985
2001-12-25,180.985
2001-12-26,180.37
2001-12-27,186.365
2001-12-28,189.212
2001-12-31,190.745
2002-01-01,190.745
2002-01-02,193.132
2002-01-03,198.478
2002-01-04,199.294
2002-01-07,199.105
2002-01-08,195.403
2002-01-09,196.753
2002-01-10,198.019
2002-01-11,198.814
2002-01-14,194.496
2002-01-15,194.717
2002-01-16,189.95
2002-01-17,190.678
2002-01-18,192.687
2002-01-21,191.279
2002-01-22,192.305
2002-01-23,193.126
2002-01-24,193.012
2002-01-25,189.825
2002-01-28,189.388
2002-01-29,191.341
2002-01-30,190.289
2002-01-31,193.888
2002-02-01,194.151
2002-02-04,194.385
2002-02-05,193.574
2002-02-06,194.651
2002-02-07,193.884
2002-02-08,193.996
2002-02-11,197.414
2002-02-12,196.882
2002-02-13,198.024
2002-02-14,197.211
2002-02-15,197.991
2002-02-18,196.976
2002-02-19,197.339
2002-02-20,196.522
2002-02-21,200.365
2002-02-22,201.248
2002-02-25,202.449
2002-02-26,203.55
2002-02-27,205.958
2002-02-28,207.009
2002-03-01,207.685
2002-03-04,215.414
2002-03-05,216.32
2002-03-06,215.103
2002-03-07,216.511
2002-03-08,216.313
2002-03-11,217.158
2002-03-12,215.524
2002-03-13,215.964
2002-03-14,216.372
2002-03-15,217.045
2002-03-18,217.02
2002-03-19,217.315
2002-03-20,217.731
2002-03-21,216.151
2002-03-22,216.442
2002-03-25,215.018
2002-03-26,213.611
2002-03-27,212.462
2002-03-28,213.889
2002-03-29,213.889
2002-04-01,216.001
2002-04-02,217.177
2002-04-03,215.32
2002-04-04,214.632
2002-04-05,215.857
2002-04-08,212.154
2002-04-09,213.126
2002-04-10,213.315
2002-04-11,213.215
2002-04-12,213.371
2002-04-15,213.968
2002-04-16,215.094
2002-04-17,217.408
2002-04-18,217.412
2002-04-19,217.018
2002-04-22,212.877
2002-04-23,214.326
2002-04-24,213.661
2002-04-25,209.767
2002-04-26,214.376
2002-04-29,216.554
2002-04-30,217.608
2002-05-01,218.886
2002-05-02,219.172
2002-05-03,221.22
2002-05-06,221.281
2002-05-07,218.063
2002-05-08,220.602
2002-05-09,220.222
2002-05-10,221.847
2002-05-13,222.946
2002-05-14,223.453
2002-05-15,225.318
2002-05-16,225.556
2002-05-17,228.734
2002-05-20,229.387
2002-05-21,228.613
2002-05-22,227.789
2002-05-23,226.122
2002-05-24,226.274
2002-05-27,226.448
2002-05-28,228.736
2002-05-29,226.894
2002-05-30,225.839
2002-05-31,226.336
2002-06-03,227.557
2002-06-04,225.043
2002-06-05,224.769
2002-06-06,224.931
2002-06-07,221.782
2002-06-10,222.043
2002-06-11,222.12
2002-06-12,220.992
2002-06-13,221.357
2002-06-14,217.108
2002-06-17,220.587
2002-06-18,223.04
2002-06-19,221.87
2002-06-20,216.407
2002-06-21,217.745
2002-06-24,214.919
2002-06-25,220.352
2002-06-26,222.137
2002-06-27,227.416
2002-06-28,233.518
2002-07-01,231.555
2002-07-02,230.207
2002-07-03,222.132
2002-07-04,223.222
2002-07-05,224.919
2002-07-08,227.602
2002-07-09,228.003
2002-07-10,221.194
2002-07-11,213.305
2002-07-12,212.539
2002-07-15,212.287
2002-07-16,209.973
2002-07-17,214.493
2002-07-18,217.087
2002-07-19,213.223
2002-07-22,200.551
2002-07-23,192.807
2002-07-24,184.909
2002-07-25,194.54
2002-07-26,187.906
2002-07-29,201.087
2002-07-30,205.947
2002-07-31,206.271
2002-08-01,203.213
2002-08-02,198.66
2002-08-05,192.441
2002-08-06,193.586
2002-08-07,195.951
2002-08-08,198.883
2002-08-09,200.396
2002-08-12,202.099
2002-08-13,202.293
2002-08-14,201.822
2002-08-15,203.397
2002-08-16,201.46
2002-08-19,202.714
2002-08-20,203.104
2002-08-21,209.069
2002-08-22,210.956
2002-08-23,206.951
2002-08-26,206.481
2002-08-27,210.529
2002-08-28,207.802
2002-08-29,202.431
2002-08-30,201.938
2002-09-02,202.585
2002-09-03,197.454
2002-09-04,195.556
2002-09-05,194.351
2002-09-06,196.768
2002-09-09,194.912
2002-09-10,198.551
2002-09-11,202.898
2002-09-12,198.774
2002-09-13,196.845
2002-09-16,198.519
2002-09-17,197.052
2002-09-18,193.33
2002-09-19,191.588
2002-09-20,190.402
2002-09-23,184.545
2002-09-24,181.601
2002-09-25,183.045
2002-09-26,189.485
2002-09-27,188.06
2002-09-30,181.272
2002-10-01,182.29
2002-10-02,182.516
2002-10-03,178.687
2002-10-04,175.871
2002-10-07,167.813
2002-10-08,165.584
2002-10-09,165.861
2002-10-10,169.582
2002-10-11,181.642
2002-10-14,182.121
2002-10-15,193.601
2002-10-16,189.772
2002-10-17,188.825
2002-10-18,190.781
2002-10-21,191.347
2002-10-22,186.511
2002-10-23,182.019
2002-10-24,185.786
2002-10-25,184.143
2002-10-28,187.452
2002-10-29,183.245
2002-10-30,188.358
2002-10-31,192.13
2002-11-01,188.609
2002-11-04,194.461
2002-11-05,199.239
2002-11-06,195.096
2002-11-07,194.171
2002-11-08,194.114
2002-11-11,192.277
2002-11-12,195.786
2002-11-13,197.547
2002-11-14,201.277
2002-11-15,199.645
2002-11-18,202.727
2002-11-19,199.701
2002-11-20,201.756
2002-11-21,208.796
2002-11-22,210.848
2002-11-25,208.918
2002-11-26,207.35
2002-11-27,213.524
2002-11-28,217.984
2002-11-29,217.394
2002-12-02,216.509
2002-12-03,211.718
2002-12-04,211.139
2002-12-05,210.225
2002-12-06,210.522
2002-12-09,206.972
2002-12-10,207.501
2002-12-11,208.674
2002-12-12,206.716
2002-12-13,207.573
2002-12-16,207.39
2002-12-17,203.298
2002-12-18,199.835
2002-12-19,200.437
2002-12-20,202.576
2002-12-23,200.117
2002-12-24,201.127
2002-12-25,201.127
2002-12-26,201.519
2002-12-27,197.957
2002-12-30,199.31
2002-12-31,200.387
2003-01-01,200.387
2003-01-02,206.313
2003-01-03,209.81
2003-01-06,210.983
2003-01-07,210.696
2003-01-08,204.281
2003-01-09,205.635
2003-01-10,206.628
2003-01-13,208.261
2003-01-14,209.052
2003-01-15,208.828
2003-01-16,209.894
2003-01-17,207.96
2003-01-20,210.374
2003-01-21,207.161
2003-01-22,203.718
2003-01-23,204.021
2003-01-24,204.168
2003-01-27,198.937
2003-01-28,195.37
2003-01-29,192.475
2003-01-30,193.305
2003-01-31,190.189
2003-02-03,194.953
2003-02-04,192.934
2003-02-05,196.666
2003-02-06,196.735
2003-02-07,193.094
2003-02-10,187.722
2003-02-11,192.755
2003-02-12,194.364
2003-02-13,197.806
2003-02-14,199.316
2003-02-17,201.968
2003-02-18,202.012
2003-02-19,203.401
2003-02-20,203.205
2003-02-21,202.326
2003-02-24,200.294
2003-02-25,196.574
2003-02-26,195.461
2003-02-27,195.909
2003-02-28,198.027
2003-03-03,198.51
2003-03-04,197.108
2003-03-05,196.536
2003-03-06,195.564
2003-03-07,194.164
2003-03-10,193.49
2003-03-11,190.867
2003-03-12,186.77
2003-03-13,190.806
2003-03-14,194.535
2003-03-17,198.508
2003-03-18,198.553
2003-03-19,200.088
2003-03-20,202.195
2003-03-21,204.062
2003-03-24,201.238
2003-03-25,200.62
2003-03-26,200.534
2003-03-27,198.36
2003-03-28,196.627
2003-03-31,194.332
2003-04-01,194.438
2003-04-02,199.16
2003-04-03,198.709
2003-04-04,197.836
2003-04-07,204.161
2003-04-08,204.698
2003-04-09,204.731
2003-04-10,204.446
2003-04-11,205.514
2003-04-14,206.367
2003-04-15,210.262
2003-04-16,211.72
2003-04-17,211.959
2003-04-18,211.959
2003-04-21,211.311
2003-04-22,214.87
2003-04-23,217.992
2003-04-24,219.975
2003-04-25,219.26
2003-04-28,224.865
2003-04-29,228.6
2003-04-30,231.534
2003-05-01,233.822
2003-05-02,232.714
2003-05-05,236.28
2003-05-06,239.456
2003-05-07,237.308
2003-05-08,233.189
2003-05-09,235.561
