Date,SWEDEN SMID VALUE SMID (Small+Mid Cap)
2003-05-12,236.449
2003-05-13,238.338
2003-05-14,235.603
2003-05-15,233.216
2003-05-16,234.261
2003-05-19,231.537
2003-05-20,229.845
2003-05-21,228.712
2003-05-22,229.253
2003-05-23,231.513
2003-05-26,230.661
2003-05-27,232.415
2003-05-28,236.064
2003-05-29,237.183
2003-05-30,239.334
2003-06-02,241.078
2003-06-03,239.556
2003-06-04,240.934
2003-06-05,245.181
2003-06-06,246.209
2003-06-09,247.064
2003-06-10,244.41
2003-06-11,249.209
2003-06-12,252.086
2003-06-13,249.075
2003-06-16,253.554
2003-06-17,256.214
2003-06-18,254.205
2003-06-19,251.885
2003-06-20,250.364
2003-06-23,245.286
2003-06-24,240.888
2003-06-25,242.573
2003-06-26,241.17
2003-06-27,243.942
2003-06-30,244.142
2003-07-01,242.085
2003-07-02,245.598
2003-07-03,250.591
2003-07-04,250.125
2003-07-07,254.765
2003-07-08,254.283
2003-07-09,252.439
2003-07-10,250.787
2003-07-11,250.487
2003-07-14,253.433
2003-07-15,253.902
2003-07-16,252.245
2003-07-17,252.233
2003-07-18,252.424
2003-07-21,253.411
2003-07-22,252.681
2003-07-23,255.319
2003-07-24,259.869
2003-07-25,259.823
2003-07-28,263.181
2003-07-29,261.048
2003-07-30,259.326
2003-07-31,256.002
2003-08-01,258.474
2003-08-04,259.533
2003-08-05,260.727
2003-08-06,257.102
2003-08-07,257.04
2003-08-08,255.352
2003-08-11,254.693
2003-08-12,258.436
2003-08-13,263.586
2003-08-14,264.047
2003-08-15,262.331
2003-08-18,263.64
2003-08-19,264.297
2003-08-20,265.211
2003-08-21,263.932
2003-08-22,259.353
2003-08-25,257.44
2003-08-26,251.795
2003-08-27,255.396
2003-08-28,256.879
2003-08-29,260.344
2003-09-01,266.437
2003-09-02,265.368
2003-09-03,269.619
2003-09-04,270.437
2003-09-05,272.934
2003-09-08,273.887
2003-09-09,272.988
2003-09-10,271.264
2003-09-11,274.798
2003-09-12,276.566
2003-09-15,276.999
2003-09-16,277.491
2003-09-17,279.171
2003-09-18,279.609
2003-09-19,278.981
2003-09-22,275.357
2003-09-23,276.689
2003-09-24,276.863
2003-09-25,274.248
2003-09-26,274.045
2003-09-29,273.527
2003-09-30,268.665
2003-10-01,272.22
2003-10-02,273.787
2003-10-03,281.502
2003-10-06,283.856
2003-10-07,284.094
2003-10-08,284.899
2003-10-09,285.462
2003-10-10,285.095
2003-10-13,285.767
2003-10-14,290.717
2003-10-15,293.323
2003-10-16,291.305
2003-10-17,289.413
2003-10-20,289.434
2003-10-21,287.002
2003-10-22,284.072
2003-10-23,289.109
2003-10-24,289.339
2003-10-27,292.502
2003-10-28,293.254
2003-10-29,296.166
2003-10-30,296.775
2003-10-31,293.931
2003-11-03,293.885
2003-11-04,294.144
2003-11-05,292.675
2003-11-06,293.898
2003-11-07,299.667
2003-11-10,299.021
2003-11-11,297.157
2003-11-12,301.59
2003-11-13,305.693
2003-11-14,309.2
2003-11-17,303.417
2003-11-18,304.907
2003-11-19,301.698
2003-11-20,299.556
2003-11-21,301.16
2003-11-24,300.575
2003-11-25,302.081
2003-11-26,303.045
2003-11-27,306.67
2003-11-28,307.446
2003-12-01,310.134
2003-12-02,313.784
2003-12-03,317.032
2003-12-04,317.23
2003-12-05,320.771
2003-12-08,320.84
2003-12-09,321.434
2003-12-10,319.07
2003-12-11,316.664
2003-12-12,321.376
2003-12-15,322.489
2003-12-16,319.244
2003-12-17,317.015
2003-12-18,317.409
2003-12-19,315.449
2003-12-22,317.734
2003-12-23,322.166
2003-12-24,322.452
2003-12-25,322.452
2003-12-26,322.075
2003-12-29,326.805
2003-12-30,328.198
2003-12-31,330.207
2004-01-01,330.207
2004-01-02,333.972
2004-01-05,333.885
2004-01-06,334.062
2004-01-07,329.676
2004-01-08,330.161
2004-01-09,333.448
2004-01-12,331.498
2004-01-13,333.17
2004-01-14,332.571
2004-01-15,330.423
2004-01-16,326.342
2004-01-19,329.245
2004-01-20,331.835
2004-01-21,333.219
2004-01-22,342.212
2004-01-23,340.662
2004-01-26,337.432
2004-01-27,338.525
2004-01-28,336.38
2004-01-29,326.1
2004-01-30,329.06
2004-02-02,326.741
2004-02-03,330.313
2004-02-04,327.422
2004-02-05,329.902
2004-02-06,338.801
2004-02-09,338.753
2004-02-10,337.161
2004-02-11,338.158
2004-02-12,339.453
2004-02-13,337.153
2004-02-16,337.537
2004-02-17,340.718
2004-02-18,342.463
2004-02-19,341.421
2004-02-20,337.367
2004-02-23,337.51
2004-02-24,335.583
2004-02-25,331.47
2004-02-26,328.971
2004-02-27,328.315
2004-03-01,332.155
2004-03-02,330.146
2004-03-03,328.356
2004-03-04,328.818
2004-03-05,335.885
2004-03-08,335.188
2004-03-09,333.431
2004-03-10,328.115
2004-03-11,320.458
2004-03-12,318.629
2004-03-15,316.523
2004-03-16,320.19
2004-03-17,320.677
2004-03-18,321.178
2004-03-19,320.36
2004-03-22,317.111
2004-03-23,317.103
2004-03-24,311.563
2004-03-25,314.526
2004-03-26,314.505
2004-03-29,319.017
2004-03-30,318.946
2004-03-31,324.59
2004-04-01,333.391
2004-04-02,330.857
2004-04-05,329.972
2004-04-06,331.569
2004-04-07,337.838
2004-04-08,336.854
2004-04-09,336.854
2004-04-12,335.139
2004-04-13,332.891
2004-04-14,329.322
2004-04-15,327.51
2004-04-16,332.424
2004-04-19,332.126
2004-04-20,333.361
2004-04-21,330.192
2004-04-22,333.902
2004-04-23,335.199
2004-04-26,335.979
2004-04-27,334.989
2004-04-28,329.494
2004-04-29,330.284
2004-04-30,329.277
2004-05-03,330.075
2004-05-04,334.616
2004-05-05,339.472
2004-05-06,329.783
2004-05-07,326.166
2004-05-10,311.961
2004-05-11,315.497
2004-05-12,313.336
2004-05-13,317.952
2004-05-14,316.297
2004-05-17,316.12
2004-05-18,318.712
2004-05-19,327.319
2004-05-20,324.9
2004-05-21,327.233
2004-05-24,326.998
2004-05-25,328.056
2004-05-26,329.999
2004-05-27,337.021
2004-05-28,336.262
2004-05-31,336.262
2004-06-01,335.407
2004-06-02,337.691
2004-06-03,337.353
2004-06-04,339.802
2004-06-07,345.148
2004-06-08,343.278
2004-06-09,336.523
2004-06-10,334.702
2004-06-11,334.212
2004-06-14,332.151
2004-06-15,332.6
2004-06-16,331.716
2004-06-17,331.987
2004-06-18,334.324
2004-06-21,333.812
2004-06-22,331.773
2004-06-23,334.727
2004-06-24,340.225
2004-06-25,339.384
2004-06-28,340.971
2004-06-29,339.943
2004-06-30,339.487
2004-07-01,339.959
2004-07-02,341.331
2004-07-05,339.565
2004-07-06,337.829
2004-07-07,341.072
2004-07-08,341.608
2004-07-09,339.889
2004-07-12,337.591
2004-07-13,339.826
2004-07-14,341.635
2004-07-15,338.83
2004-07-16,339.881
2004-07-19,338.039
2004-07-20,335.742
2004-07-21,337.481
2004-07-22,333.177
2004-07-23,328.527
2004-07-26,329.325
2004-07-27,329.52
2004-07-28,327.228
2004-07-29,329.712
2004-07-30,330.445
2004-08-02,330.09
2004-08-03,331.71
2004-08-04,329.603
2004-08-05,330.698
2004-08-06,331.414
2004-08-09,327.323
2004-08-10,331.861
2004-08-11,326.237
2004-08-12,325.405
2004-08-13,326.247
2004-08-16,328.495
2004-08-17,328.562
2004-08-18,329.719
2004-08-19,331.806
2004-08-20,330.735
2004-08-23,333.236
2004-08-24,332.041
2004-08-25,333.002
2004-08-26,337.848
2004-08-27,336.272
2004-08-30,335.607
2004-08-31,336.804
2004-09-01,340.091
2004-09-02,339.739
2004-09-03,339.67
2004-09-06,340.746
2004-09-07,341.476
2004-09-08,342.713
2004-09-09,342.113
2004-09-10,347.803
2004-09-13,349.765
2004-09-14,350.52
2004-09-15,345.75
2004-09-16,345.72
2004-09-17,347.005
2004-09-20,346.403
2004-09-21,350.946
2004-09-22,350.085
2004-09-23,348.808
2004-09-24,347.332
2004-09-27,346.525
2004-09-28,346.483
2004-09-29,353.379
2004-09-30,356.863
2004-10-01,361.37
2004-10-04,358.862
2004-10-05,361.321
2004-10-06,361.489
2004-10-07,361.262
2004-10-08,364.521
2004-10-11,364.428
2004-10-12,358.618
2004-10-13,358.811
2004-10-14,360.036
2004-10-15,360.488
2004-10-18,361.419
2004-10-19,366.172
2004-10-20,365.8
2004-10-21,366.863
2004-10-22,369.668
2004-10-25,367.298
2004-10-26,369.167
2004-10-27,371.085
2004-10-28,369.536
2004-10-29,368.529
2004-11-01,372.751
2004-11-02,374.648
2004-11-03,378.921
2004-11-04,380.253
2004-11-05,382.589
2004-11-08,383.336
2004-11-09,383.418
2004-11-10,390.403
2004-11-11,393.235
2004-11-12,397.866
2004-11-15,398.46
2004-11-16,397.104
2004-11-17,403.555
2004-11-18,401.903
2004-11-19,403.564
2004-11-22,401.439
2004-11-23,404.218
2004-11-24,407.76
2004-11-25,413.064
2004-11-26,415.36
2004-11-29,419.001
2004-11-30,415.429
2004-12-01,419.045
2004-12-02,418.467
2004-12-03,421.208
2004-12-06,422.417
2004-12-07,424.673
2004-12-08,413.621
2004-12-09,411.68
2004-12-10,412.747
2004-12-13,418.116
2004-12-14,416.552
2004-12-15,419.696
2004-12-16,415.038
2004-12-17,412.143
2004-12-20,419.719
2004-12-21,422.3
2004-12-22,423.364
2004-12-23,427.429
2004-12-24,429.973
2004-12-27,432.255
2004-12-28,432.264
2004-12-29,430.987
2004-12-30,431.801
2004-12-31,429.767
2005-01-03,432.635
2005-01-04,425.911
2005-01-05,423.399
2005-01-06,418.696
2005-01-07,418.676
2005-01-10,425.001
2005-01-11,426.695
2005-01-12,422.534
2005-01-13,422.374
2005-01-14,422.154
2005-01-17,425.119
2005-01-18,422.975
2005-01-19,425.409
2005-01-20,418.945
2005-01-21,421.996
2005-01-24,419.443
2005-01-25,419.925
2005-01-26,424.407
2005-01-27,422.572
2005-01-28,416.2
2005-01-31,420.347
2005-02-01,422.959
2005-02-02,424.891
2005-02-03,422.331
2005-02-04,423.247
2005-02-07,422.711
2005-02-08,422.573
2005-02-09,425.605
2005-02-10,424.576
2005-02-11,428.202
2005-02-14,431.847
2005-02-15,437.995
2005-02-16,435.007
2005-02-17,440.74
2005-02-18,437.356
2005-02-21,439.711
2005-02-22,445.037
2005-02-23,443.368
2005-02-24,447.993
2005-02-25,451.2
2005-02-28,456.622
2005-03-01,453.799
2005-03-02,453.302
2005-03-03,459.455
2005-03-04,467.479
2005-03-07,464.24
2005-03-08,467.222
2005-03-09,466.302
2005-03-10,460.329
2005-03-11,463.883
2005-03-14,461.665
2005-03-15,462.196
2005-03-16,459.511
2005-03-17,457.873
2005-03-18,452.423
2005-03-21,448.376
2005-03-22,452.331
2005-03-23,444.807
2005-03-24,446.193
2005-03-25,446.193
2005-03-28,443.124
2005-03-29,439.949
2005-03-30,439.1
2005-03-31,440.804
2005-04-01,442.09
2005-04-04,436.433
2005-04-05,441.514
2005-04-06,444.453
2005-04-07,444.407
2005-04-08,443.542
2005-04-11,450.384
2005-04-12,446.174
2005-04-13,448.51
2005-04-14,442.771
2005-04-15,439.285
2005-04-18,435.01
2005-04-19,438.186
2005-04-20,438.754
2005-04-21,437.873
2005-04-22,443.774
2005-04-25,442.154
2005-04-26,439.624
2005-04-27,427.245
2005-04-28,421.036
2005-04-29,420.128
2005-05-02,422.937
2005-05-03,423.312
2005-05-04,425.451
2005-05-05,425.244
2005-05-06,425.133
2005-05-09,424.937
2005-05-10,424.158
2005-05-11,421.936
2005-05-12,422.446
2005-05-13,424.278
2005-05-16,422.82
2005-05-17,425.943
2005-05-18,431.428
2005-05-19,433.108
2005-05-20,432.829
2005-05-23,434.787
2005-05-24,436.407
2005-05-25,437.287
2005-05-26,439.722
2005-05-27,442.21
2005-05-30,440.52
2005-05-31,438.021
2005-06-01,434.455
2005-06-02,432.189
2005-06-03,430.535
2005-06-06,430.879
2005-06-07,433.618
2005-06-08,434.695
2005-06-09,429.229
2005-06-10,428.496
2005-06-13,425.137
2005-06-14,428.48
2005-06-15,429.391
2005-06-16,432.955
2005-06-17,439.77
2005-06-20,434.239
2005-06-21,438.863
2005-06-22,438.589
2005-06-23,435.635
2005-06-24,436.036
2005-06-27,429.703
2005-06-28,427.38
2005-06-29,429.153
2005-06-30,430.294
2005-07-01,426.134
2005-07-04,426.069
2005-07-05,428.231
2005-07-06,429.214
2005-07-07,422.426
2005-07-08,425.545
2005-07-11,435.751
2005-07-12,443.383
2005-07-13,448.548
2005-07-14,448.964
2005-07-15,448.681
2005-07-18,448.531
2005-07-19,449.162
2005-07-20,444.921
2005-07-21,455.202
2005-07-22,455.922
2005-07-25,453.141
2005-07-26,452.143
2005-07-27,454.553
2005-07-28,459.789
2005-07-29,461.136
2005-08-01,464.759
2005-08-02,471.897
2005-08-03,476.595
2005-08-04,481.135
2005-08-05,477.67
2005-08-08,479.184
2005-08-09,480.385
2005-08-10,483.795
2005-08-11,485.626
2005-08-12,483.711
2005-08-15,482.109
2005-08-16,480.444
2005-08-17,477.575
2005-08-18,471.811
2005-08-19,473.144
2005-08-22,477.954
2005-08-23,473.69
2005-08-24,470.048
2005-08-25,465.047
2005-08-26,464.014
2005-08-29,462.945
2005-08-30,459.579
2005-08-31,468.275
2005-09-01,477.01
2005-09-02,483.758
2005-09-05,483.612
2005-09-06,486.508
2005-09-07,489.337
2005-09-08,485.561
2005-09-09,488.707
2005-09-12,487.505
2005-09-13,483.794
2005-09-14,486.797
2005-09-15,481.779
2005-09-16,484.512
2005-09-19,484.13
2005-09-20,484.55
2005-09-21,480.39
2005-09-22,478.456
2005-09-23,478.508
2005-09-26,483.511
2005-09-27,481.525
2005-09-28,486.85
2005-09-29,489.292
2005-09-30,496.694
2005-10-03,496.714
2005-10-04,496.512
2005-10-05,494.56
2005-10-06,493.483
2005-10-07,490.046
2005-10-10,492.008
2005-10-11,490.097
2005-10-12,485.571
2005-10-13,472.511
2005-10-14,473.116
2005-10-17,471.713
2005-10-18,468.049
2005-10-19,462.299
2005-10-20,462.999
2005-10-21,459.077
2005-10-24,463.119
2005-10-25,475.479
2005-10-26,476.692
2005-10-27,472.277
2005-10-28,468.926
2005-10-31,475.349
2005-11-01,476.139
2005-11-02,478.997
2005-11-03,481.191
2005-11-04,475.437
2005-11-07,475.928
2005-11-08,476.586
