Date,AUSTRIA SMID GROWTH SMID (Small+Mid Cap)
2001-05-29,204.666
2001-05-30,203.844
2001-05-31,201.326
2001-06-01,205.286
2001-06-04,205.565
2001-06-05,206.924
2001-06-06,203.78
2001-06-07,207.261
2001-06-08,206.967
2001-06-11,204.043
2001-06-12,206.68
2001-06-13,208.688
2001-06-14,210.593
2001-06-15,210.697
2001-06-18,211.017
2001-06-19,209.866
2001-06-20,209.104
2001-06-21,207.892
2001-06-22,208.903
2001-06-25,212.716
2001-06-26,212.932
2001-06-27,208.639
2001-06-28,206.39
2001-06-29,200.892
2001-07-02,199.39
2001-07-03,198.461
2001-07-04,199.369
2001-07-05,198.559
2001-07-06,199.654
2001-07-09,200.928
2001-07-10,205.766
2001-07-11,206.954
2001-07-12,203.876
2001-07-13,207.374
2001-07-16,208.479
2001-07-17,205.217
2001-07-18,210.615
2001-07-19,212.681
2001-07-20,213.007
2001-07-23,213.768
2001-07-24,215.17
2001-07-25,213.469
2001-07-26,213.868
2001-07-27,217.568
2001-07-30,216.558
2001-07-31,214.831
2001-08-01,214.984
2001-08-02,212.876
2001-08-03,210.909
2001-08-06,210.75
2001-08-07,211.564
2001-08-08,210.937
2001-08-09,212.288
2001-08-10,214.69
2001-08-13,216.813
2001-08-14,215.374
2001-08-15,218.662
2001-08-16,217.916
2001-08-17,215.952
2001-08-20,213.829
2001-08-21,217.006
2001-08-22,221.786
2001-08-23,219.663
2001-08-24,218.465
2001-08-27,214.635
2001-08-28,215.701
2001-08-29,215.359
2001-08-30,212.578
2001-08-31,212.693
2001-09-03,210.584
2001-09-04,209.42
2001-09-05,207.545
2001-09-06,209.581
2001-09-07,209.246
2001-09-10,204.064
2001-09-11,203.435
2001-09-12,202.299
2001-09-13,206.819
2001-09-14,206.937
2001-09-17,204.91
2001-09-18,205.874
2001-09-19,207.553
2001-09-20,205.523
2001-09-21,201.282
2001-09-24,199.851
2001-09-25,196.31
2001-09-26,200.916
2001-09-27,203.18
2001-09-28,199.381
2001-10-01,204.55
2001-10-02,207.093
2001-10-03,207.773
2001-10-04,210.097
2001-10-05,205.658
2001-10-08,208.179
2001-10-09,207.697
2001-10-10,202.364
2001-10-11,203.763
2001-10-12,207.498
2001-10-15,205.39
2001-10-16,211.452
2001-10-17,212.244
2001-10-18,211.12
2001-10-19,205.1
2001-10-22,202.234
2001-10-23,202.333
2001-10-24,201.61
2001-10-25,200.123
2001-10-26,199.261
2001-10-29,200.064
2001-10-30,201.881
2001-10-31,205.281
2001-11-01,206.592
2001-11-02,203.726
2001-11-05,203.966
2001-11-06,207.759
2001-11-07,205.882
2001-11-08,205.965
2001-11-09,204.967
2001-11-12,205.86
2001-11-13,202.022
2001-11-14,203.318
2001-11-15,205.189
2001-11-16,206.495
2001-11-19,200.847
2001-11-20,203.899
2001-11-21,203.408
2001-11-22,206.359
2001-11-23,206.627
2001-11-26,206.611
2001-11-27,207.818
2001-11-28,209.067
2001-11-29,209.723
2001-11-30,216.365
2001-12-03,213.313
2001-12-04,216.726
2001-12-05,216.695
2001-12-06,217.084
2001-12-07,217.199
2001-12-10,217.771
2001-12-11,216.785
2001-12-12,217.973
2001-12-13,218.554
2001-12-14,220.346
2001-12-17,219.722
2001-12-18,218.119
2001-12-19,215.585
2001-12-20,214.092
2001-12-21,213.519
2001-12-24,211.458
2001-12-25,211.458
2001-12-26,211.639
2001-12-27,215.95
2001-12-28,215.106
2001-12-31,217.19
2002-01-01,217.19
2002-01-02,218.672
2002-01-03,219.341
2002-01-04,218.151
2002-01-07,218.508
2002-01-08,216.867
2002-01-09,216.617
2002-01-10,218.979
2002-01-11,218.496
2002-01-14,219.268
2002-01-15,219.748
2002-01-16,216.42
2002-01-17,217.205
2002-01-18,218.685
2002-01-21,219.162
2002-01-22,218.68
2002-01-23,218.73
2002-01-24,218.971
2002-01-25,216.427
2002-01-28,214.13
2002-01-29,213.72
2002-01-30,213.83
2002-01-31,213.619
2002-02-01,214.647
2002-02-04,215.604
2002-02-05,214.472
2002-02-06,214.84
2002-02-07,217.879
2002-02-08,219.199
2002-02-11,219.641
2002-02-12,219.633
2002-02-13,217.317
2002-02-14,217.294
2002-02-15,217.212
2002-02-18,217.315
2002-02-19,218.967
2002-02-20,216.412
2002-02-21,216.121
2002-02-22,217.239
2002-02-25,215.636
2002-02-26,210.984
2002-02-27,210.798
2002-02-28,209.976
2002-03-01,209.647
2002-03-04,213.269
2002-03-05,211.005
2002-03-06,212.382
2002-03-07,213.561
2002-03-08,215.655
2002-03-11,216.148
2002-03-12,213.661
2002-03-13,214.403
2002-03-14,215.172
2002-03-15,216.801
2002-03-18,216.733
2002-03-19,217.606
2002-03-20,216.69
2002-03-21,215.652
2002-03-22,216.332
2002-03-25,216.238
2002-03-26,215.377
2002-03-27,216.169
2002-03-28,215.557
2002-03-29,215.557
2002-04-01,217.323
2002-04-02,221.075
2002-04-03,220.416
2002-04-04,221.123
2002-04-05,220.618
2002-04-08,217.477
2002-04-09,219.829
2002-04-10,220.543
2002-04-11,223.364
2002-04-12,223.212
2002-04-15,222.57
2002-04-16,221.426
2002-04-17,221.13
2002-04-18,221.077
2002-04-19,221.312
2002-04-22,221.402
2002-04-23,221.594
2002-04-24,222.064
2002-04-25,223.996
2002-04-26,224.418
2002-04-29,224.734
2002-04-30,224.296
2002-05-01,225.565
2002-05-02,224.651
2002-05-03,227.276
2002-05-06,227.943
2002-05-07,225.542
2002-05-08,224.145
2002-05-09,224.157
2002-05-10,226.213
2002-05-13,225.68
2002-05-14,222.58
2002-05-15,224.497
2002-05-16,224.201
2002-05-17,227.611
2002-05-20,227.605
2002-05-21,226.133
2002-05-22,228.186
2002-05-23,228.327
2002-05-24,227.813
2002-05-27,226.344
2002-05-28,229.834
2002-05-29,230.365
2002-05-30,231.68
2002-05-31,230.132
2002-06-03,231.961
2002-06-04,232.162
2002-06-05,230.798
2002-06-06,234.007
2002-06-07,233.044
2002-06-10,233.399
2002-06-11,229.619
2002-06-12,230.193
2002-06-13,229.259
2002-06-14,229.734
2002-06-17,229.03
2002-06-18,230.72
2002-06-19,232.746
2002-06-20,233.375
2002-06-21,235.559
2002-06-24,234.513
2002-06-25,232.047
2002-06-26,234.123
2002-06-27,236.347
2002-06-28,236.345
2002-07-01,239.126
2002-07-02,232.412
2002-07-03,233.288
2002-07-04,232.763
2002-07-05,231.983
2002-07-08,235.67
2002-07-09,236.716
2002-07-10,234.781
2002-07-11,233.634
2002-07-12,234.055
2002-07-15,235.18
2002-07-16,231.283
2002-07-17,231.354
2002-07-18,229.502
2002-07-19,224.474
2002-07-22,223.226
2002-07-23,222.296
2002-07-24,217.784
2002-07-25,221.687
2002-07-26,217.673
2002-07-29,214.586
2002-07-30,217.971
2002-07-31,211.145
2002-08-01,212.504
2002-08-02,212.06
2002-08-05,211.888
2002-08-06,208.166
2002-08-07,208.308
2002-08-08,208.755
2002-08-09,212.087
2002-08-12,211.492
2002-08-13,210.226
2002-08-14,211.521
2002-08-15,209.946
2002-08-16,216.774
2002-08-19,213.663
2002-08-20,213.079
2002-08-21,213.806
2002-08-22,211.385
2002-08-23,210.812
2002-08-26,212.073
2002-08-27,213.384
2002-08-28,209.354
2002-08-29,208.886
2002-08-30,208.312
2002-09-02,206.878
2002-09-03,210.844
2002-09-04,210.635
2002-09-05,211.007
2002-09-06,207.517
2002-09-09,207.74
2002-09-10,202.92
2002-09-11,200.978
2002-09-12,202.028
2002-09-13,202.73
2002-09-16,201.747
2002-09-17,201.561
2002-09-18,202.469
2002-09-19,203.559
2002-09-20,203.631
2002-09-23,204.304
2002-09-24,201.12
2002-09-25,199.94
2002-09-26,200.508
2002-09-27,201.65
2002-09-30,204.451
2002-10-01,199.515
2002-10-02,202.434
2002-10-03,200.59
2002-10-04,196.682
2002-10-07,193.41
2002-10-08,186.964
2002-10-09,188.53
2002-10-10,191.276
2002-10-11,189.923
2002-10-14,189.441
2002-10-15,192.046
2002-10-16,191.963
2002-10-17,190.422
2002-10-18,190.995
2002-10-21,190.973
2002-10-22,193.474
2002-10-23,193.064
2002-10-24,192.952
2002-10-25,191.299
2002-10-28,195.107
2002-10-29,195.972
2002-10-30,198.374
2002-10-31,203.08
2002-11-01,204.342
2002-11-04,204.318
2002-11-05,205.757
2002-11-06,205.063
2002-11-07,209.019
2002-11-08,209.624
2002-11-11,207.023
2002-11-12,206.707
2002-11-13,207.795
2002-11-14,207.527
2002-11-15,205.935
2002-11-18,205.089
2002-11-19,204.955
2002-11-20,204.285
2002-11-21,204.097
2002-11-22,203.857
2002-11-25,204.795
2002-11-26,205.559
2002-11-27,205.526
2002-11-28,208.127
2002-11-29,206.158
2002-12-02,208.402
2002-12-03,209.748
2002-12-04,212.372
2002-12-05,210.053
2002-12-06,212.793
2002-12-09,210.451
2002-12-10,214.139
2002-12-11,214.22
2002-12-12,215.375
2002-12-13,215.345
2002-12-16,214.372
2002-12-17,217.211
2002-12-18,215.109
2002-12-19,215.61
2002-12-20,221.778
2002-12-23,220.764
2002-12-24,221.678
2002-12-25,221.678
2002-12-26,222.237
2002-12-27,223.696
2002-12-30,225.381
2002-12-31,226.265
2003-01-01,226.265
2003-01-02,222.611
2003-01-03,223.545
2003-01-06,224.918
2003-01-07,223.817
2003-01-08,221.171
2003-01-09,228.513
2003-01-10,229.796
2003-01-13,230.856
2003-01-14,236.444
2003-01-15,236.516
2003-01-16,236.345
2003-01-17,236.718
2003-01-20,236.832
2003-01-21,235.689
2003-01-22,234.767
2003-01-23,237.343
2003-01-24,243.1
2003-01-27,241.221
2003-01-28,242.048
2003-01-29,239.305
2003-01-30,233.963
2003-01-31,235.765
2003-02-03,237.609
2003-02-04,238.644
2003-02-05,240.158
2003-02-06,243.853
2003-02-07,242.708
2003-02-10,240.132
2003-02-11,235.779
2003-02-12,232.114
2003-02-13,236.481
2003-02-14,236.162
2003-02-17,237.799
2003-02-18,235.385
2003-02-19,235.543
2003-02-20,235.545
2003-02-21,235.195
2003-02-24,234.314
2003-02-25,233.209
2003-02-26,236.279
2003-02-27,237.807
2003-02-28,237.92
2003-03-03,242.134
2003-03-04,242.23
2003-03-05,245.094
2003-03-06,243.763
2003-03-07,242.918
2003-03-10,241.827
2003-03-11,240.6
2003-03-12,239.092
2003-03-13,234.469
2003-03-14,230.515
2003-03-17,228.395
2003-03-18,229.843
2003-03-19,227.745
2003-03-20,229.177
2003-03-21,229.841
2003-03-24,231.866
2003-03-25,233.154
2003-03-26,233.704
2003-03-27,235.035
2003-03-28,236.181
2003-03-31,239.066
2003-04-01,238.618
2003-04-02,239.375
2003-04-03,235.03
2003-04-04,236.309
2003-04-07,236.26
2003-04-08,234.824
2003-04-09,234.554
2003-04-10,237.337
2003-04-11,235.92
2003-04-14,234.841
2003-04-15,235.541
2003-04-16,236.985
2003-04-17,239.057
2003-04-18,239.057
2003-04-21,238.026
2003-04-22,239.191
2003-04-23,243.154
2003-04-24,246.267
2003-04-25,245.723
2003-04-28,245.186
2003-04-29,248.16
2003-04-30,251.636
2003-05-01,253.947
2003-05-02,259.154
2003-05-05,262.612
2003-05-06,266.667
2003-05-07,267.522
2003-05-08,268.379
2003-05-09,268.96
2003-05-12,275.759
2003-05-13,275.367
2003-05-14,274.971
2003-05-15,277.701
2003-05-16,279.816
2003-05-19,278.46
2003-05-20,277.686
2003-05-21,281.343
2003-05-22,281.245
2003-05-23,285.268
2003-05-26,286.112
2003-05-27,285.092
2003-05-28,282.151
2003-05-29,284.242
2003-05-30,274.386
2003-06-02,279.511
2003-06-03,278.881
2003-06-04,277.616
2003-06-05,282.83
2003-06-06,280.454
2003-06-09,281.976
2003-06-10,281.484
2003-06-11,284.353
2003-06-12,279.286
2003-06-13,282.952
2003-06-16,284.6
2003-06-17,285.495
2003-06-18,282.037
2003-06-19,281.88
2003-06-20,280.731
2003-06-23,278.765
2003-06-24,278.05
2003-06-25,278.514
2003-06-26,277.374
2003-06-27,278.114
2003-06-30,278.281
2003-07-01,282.163
2003-07-02,284.123
2003-07-03,282.14
2003-07-04,282.075
2003-07-07,283.51
2003-07-08,279.252
2003-07-09,280.013
2003-07-10,277.515
2003-07-11,278.198
2003-07-14,280.06
2003-07-15,277.954
2003-07-16,278.457
2003-07-17,276.382
2003-07-18,276.776
2003-07-21,277.236
2003-07-22,276.444
2003-07-23,281.828
2003-07-24,280.185
2003-07-25,281.23
2003-07-28,280.607
2003-07-29,281.016
2003-07-30,277.49
2003-07-31,273.506
2003-08-01,272.799
2003-08-04,274.717
2003-08-05,276.713
2003-08-06,276.486
2003-08-07,278.42
2003-08-08,275.849
2003-08-11,274.863
2003-08-12,275.643
2003-08-13,276.339
2003-08-14,275.696
2003-08-15,275.5
2003-08-18,274.314
2003-08-19,274.863
2003-08-20,276.861
2003-08-21,272.024
2003-08-22,269.078
2003-08-25,270.565
2003-08-26,271.338
2003-08-27,272.309
2003-08-28,271.614
2003-08-29,272.732
2003-09-01,273.261
2003-09-02,273.718
2003-09-03,274.052
2003-09-04,274.426
2003-09-05,277.62
2003-09-08,281.646
2003-09-09,281.542
2003-09-10,281.517
2003-09-11,283.145
2003-09-12,286.444
2003-09-15,282.619
2003-09-16,280.371
2003-09-17,281.734
2003-09-18,282.348
2003-09-19,284.976
2003-09-22,285.844
2003-09-23,285.347
2003-09-24,284.292
2003-09-25,284.945
2003-09-26,283.902
2003-09-29,286.087
2003-09-30,290.011
2003-10-01,289.299
2003-10-02,289.597
2003-10-03,288.954
2003-10-06,292.368
2003-10-07,296.361
2003-10-08,298.974
2003-10-09,298.695
2003-10-10,300.742
2003-10-13,300.244
2003-10-14,301.053
2003-10-15,299.271
2003-10-16,302.36
2003-10-17,301.424
2003-10-20,302.239
2003-10-21,300.044
2003-10-22,302.619
2003-10-23,302.243
2003-10-24,303.027
2003-10-27,301.737
2003-10-28,299.798
2003-10-29,303.067
2003-10-30,304.401
2003-10-31,300.814
2003-11-03,299.4
2003-11-04,302.409
2003-11-05,300.945
2003-11-06,297.648
2003-11-07,297.697
2003-11-10,299.941
2003-11-11,298.929
2003-11-12,301.178
2003-11-13,305.883
2003-11-14,307.585
2003-11-17,306.924
2003-11-18,309.868
2003-11-19,312.308
2003-11-20,309.983
2003-11-21,311.767
2003-11-24,309.409
2003-11-25,308.283
2003-11-26,309.373
2003-11-27,313.121
2003-11-28,316.046
2003-12-01,316.527
2003-12-02,320.511
2003-12-03,320.187
2003-12-04,317.997
2003-12-05,320.216
2003-12-08,322.233
2003-12-09,323.483
2003-12-10,321.0
2003-12-11,317.578
2003-12-12,324.268
2003-12-15,325.071
2003-12-16,322.839
2003-12-17,323.674
2003-12-18,326.135
2003-12-19,330.059
2003-12-22,332.656
2003-12-23,336.442
2003-12-24,337.39
2003-12-25,337.39
2003-12-26,337.255
2003-12-29,339.218
2003-12-30,339.884
2003-12-31,342.135
2004-01-01,342.135
2004-01-02,344.746
2004-01-05,353.46
2004-01-06,355.58
2004-01-07,357.502
2004-01-08,359.256
2004-01-09,360.534
2004-01-12,358.919
2004-01-13,361.703
2004-01-14,362.804
2004-01-15,362.118
2004-01-16,358.721
2004-01-19,358.917
2004-01-20,359.242
2004-01-21,363.378
2004-01-22,373.489
2004-01-23,373.037
2004-01-26,366.11
2004-01-27,371.178
2004-01-28,372.342
2004-01-29,361.795
2004-01-30,361.63
2004-02-02,365.317
2004-02-03,368.29
2004-02-04,368.735
2004-02-05,369.758
2004-02-06,373.046
2004-02-09,376.935
2004-02-10,376.548
2004-02-11,378.346
2004-02-12,384.19
2004-02-13,388.704
2004-02-16,389.939
2004-02-17,389.265
2004-02-18,389.897
2004-02-19,384.032
2004-02-20,381.437
2004-02-23,381.815
2004-02-24,383.635
2004-02-25,379.871
2004-02-26,376.693
2004-02-27,376.165
2004-03-01,376.629
2004-03-02,375.388
2004-03-03,371.78
2004-03-04,377.833
2004-03-05,382.55
2004-03-08,383.407
2004-03-09,384.428
2004-03-10,378.08
2004-03-11,376.86
2004-03-12,373.528
2004-03-15,370.618
2004-03-16,377.069
2004-03-17,376.888
2004-03-18,379.538
2004-03-19,380.856
2004-03-22,372.989
2004-03-23,377.099
2004-03-24,383.993
2004-03-25,382.696
2004-03-26,378.265
2004-03-29,380.001
2004-03-30,379.318
2004-03-31,386.412
2004-04-01,395.086
2004-04-02,392.939
2004-04-05,394.48
2004-04-06,393.753
2004-04-07,400.54
2004-04-08,399.76
2004-04-09,399.76
2004-04-12,398.637
2004-04-13,394.385
2004-04-14,390.32
2004-04-15,388.129
2004-04-16,392.233
2004-04-19,392.111
2004-04-20,389.438
2004-04-21,388.549
2004-04-22,385.832
2004-04-23,386.433
2004-04-26,387.765
2004-04-27,388.872
2004-04-28,387.598
2004-04-29,391.364
2004-04-30,390.112
2004-05-03,387.683
2004-05-04,393.786
2004-05-05,394.646
2004-05-06,385.748
2004-05-07,381.679
2004-05-10,369.163
2004-05-11,369.313
2004-05-12,374.048
2004-05-13,372.414
2004-05-14,364.506
2004-05-17,364.238
2004-05-18,365.813
2004-05-19,376.225
2004-05-20,372.88
2004-05-21,374.279
2004-05-24,375.436
2004-05-25,376.44
2004-05-26,379.155
2004-05-27,386.671
2004-05-28,393.659
2004-05-31,393.659
2004-06-01,385.515
2004-06-02,385.686
2004-06-03,386.219
2004-06-04,391.168
2004-06-07,395.399
2004-06-08,395.093
2004-06-09,389.182
2004-06-10,389.214
2004-06-11,387.696
2004-06-14,389.61
2004-06-15,391.969
2004-06-16,394.444
2004-06-17,399.654
2004-06-18,403.713
2004-06-21,407.98
2004-06-22,401.236
2004-06-23,403.348
2004-06-24,407.048
2004-06-25,405.052
2004-06-28,410.671
2004-06-29,410.121
2004-06-30,411.245
2004-07-01,412.429
2004-07-02,422.454
2004-07-05,418.954
2004-07-06,415.649
2004-07-07,420.074
2004-07-08,422.98
2004-07-09,427.037
2004-07-12,424.98
2004-07-13,423.587
2004-07-14,419.683
2004-07-15,418.583
2004-07-16,425.901
2004-07-19,421.039
2004-07-20,421.199
2004-07-21,412.388
2004-07-22,407.845
2004-07-23,407.124
2004-07-26,407.021
2004-07-27,409.852
2004-07-28,412.111
2004-07-29,410.447
2004-07-30,411.3
2004-08-02,409.85
2004-08-03,410.028
2004-08-04,410.261
2004-08-05,409.542
2004-08-06,410.711
2004-08-09,407.981
2004-08-10,412.751
2004-08-11,407.939
2004-08-12,410.302
2004-08-13,416.24
2004-08-16,427.027
2004-08-17,422.738
2004-08-18,423.273
2004-08-19,403.499
2004-08-20,398.991
2004-08-23,395.577
2004-08-24,397.974
2004-08-25,400.393
2004-08-26,401.354
2004-08-27,402.476
2004-08-30,398.681
2004-08-31,400.58
2004-09-01,403.326
2004-09-02,403.549
2004-09-03,401.049
2004-09-06,403.924
2004-09-07,403.629
2004-09-08,405.938
2004-09-09,404.299
2004-09-10,409.026
2004-09-13,404.627
2004-09-14,404.379
2004-09-15,398.077
2004-09-16,400.692
2004-09-17,408.76
2004-09-20,407.898
2004-09-21,414.406
2004-09-22,412.231
2004-09-23,414.294
2004-09-24,408.93
2004-09-27,412.915
2004-09-28,411.53
2004-09-29,416.619
2004-09-30,417.157
2004-10-01,417.659
2004-10-04,415.328
2004-10-05,419.746
2004-10-06,423.178
2004-10-07,420.865
2004-10-08,425.459
2004-10-11,425.414
2004-10-12,419.28
2004-10-13,419.105
2004-10-14,420.743
2004-10-15,423.967
2004-10-18,425.604
2004-10-19,427.875
2004-10-20,429.921
2004-10-21,432.195
2004-10-22,436.374
2004-10-25,436.455
2004-10-26,436.421
2004-10-27,437.231
2004-10-28,441.545
2004-10-29,442.332
2004-11-01,443.184
2004-11-02,450.635
2004-11-03,453.123
2004-11-04,456.767
2004-11-05,455.809
2004-11-08,456.974
2004-11-09,454.372
2004-11-10,455.49
2004-11-11,460.552
2004-11-12,459.961
2004-11-15,457.53
2004-11-16,461.219
2004-11-17,468.806
2004-11-18,474.559
2004-11-19,476.271
2004-11-22,472.817
2004-11-23,475.043
2004-11-24,484.676
2004-11-25,489.773
2004-11-26,490.433
2004-11-29,496.666
2004-11-30,496.107
2004-12-01,499.144
2004-12-02,502.626
2004-12-03,511.27
2004-12-06,513.322
2004-12-07,517.563
2004-12-08,511.377
2004-12-09,509.1
2004-12-10,509.885
2004-12-13,516.682
2004-12-14,517.904
2004-12-15,526.034
2004-12-16,520.388
2004-12-17,519.762
2004-12-20,530.685
2004-12-21,527.992
2004-12-22,523.61
2004-12-23,527.248
2004-12-24,528.615
2004-12-27,535.286
2004-12-28,537.915
2004-12-29,536.982
2004-12-30,538.291
2004-12-31,536.81
2005-01-03,534.947
2005-01-04,532.797
2005-01-05,529.757
2005-01-06,525.587
2005-01-07,526.576
2005-01-10,525.215
2005-01-11,525.575
2005-01-12,531.721
2005-01-13,529.753
2005-01-14,526.429
2005-01-17,527.305
2005-01-18,527.497
2005-01-19,523.956
2005-01-20,526.738
2005-01-21,529.226
2005-01-24,530.991
2005-01-25,527.458
2005-01-26,534.705
2005-01-27,535.162
2005-01-28,532.704
2005-01-31,530.143
2005-02-01,538.772
2005-02-02,541.758
2005-02-03,542.627
2005-02-04,545.201
2005-02-07,544.167
2005-02-08,541.432
2005-02-09,543.632
2005-02-10,546.563
2005-02-11,550.613
2005-02-14,556.97
2005-02-15,559.493
2005-02-16,560.779
2005-02-17,563.597
2005-02-18,566.76
2005-02-21,564.563
2005-02-22,566.073
2005-02-23,553.872
2005-02-24,558.258
2005-02-25,562.575
2005-02-28,567.18
2005-03-01,563.649
2005-03-02,563.366
2005-03-03,568.416
2005-03-04,572.821
2005-03-07,569.306
2005-03-08,568.122
2005-03-09,563.248
2005-03-10,566.369
2005-03-11,570.912
2005-03-14,566.551
2005-03-15,571.461
2005-03-16,573.516
2005-03-17,568.881
2005-03-18,563.357
2005-03-21,553.113
2005-03-22,555.798
2005-03-23,543.231
2005-03-24,541.457
2005-03-25,541.457
2005-03-28,537.657
2005-03-29,543.655
2005-03-30,545.292
2005-03-31,550.174
2005-04-01,554.847
2005-04-04,552.992
2005-04-05,557.151
2005-04-06,558.654
2005-04-07,557.213
2005-04-08,557.0
2005-04-11,563.705
2005-04-12,562.038
2005-04-13,563.091
2005-04-14,555.845
2005-04-15,555.966
2005-04-18,551.901
2005-04-19,554.155
2005-04-20,558.81
2005-04-21,558.982
2005-04-22,562.052
2005-04-25,558.312
2005-04-26,554.658
2005-04-27,545.688
2005-04-28,542.12
2005-04-29,544.294
2005-05-02,543.719
2005-05-03,541.898
2005-05-04,544.546
2005-05-05,543.894
2005-05-06,539.417
2005-05-09,541.257
2005-05-10,544.154
2005-05-11,544.298
2005-05-12,543.859
2005-05-13,540.351
2005-05-16,539.283
2005-05-17,539.707
2005-05-18,546.033
2005-05-19,545.917
2005-05-20,542.093
2005-05-23,546.064
2005-05-24,549.725
2005-05-25,552.442
2005-05-26,549.284
2005-05-27,550.32
2005-05-30,546.367
2005-05-31,545.702
2005-06-01,548.261
2005-06-02,550.097
2005-06-03,552.341
2005-06-06,552.913
2005-06-07,554.874
2005-06-08,556.948
2005-06-09,551.338
2005-06-10,550.027
2005-06-13,550.749
2005-06-14,553.332
2005-06-15,557.948
2005-06-16,560.091
2005-06-17,573.357
2005-06-20,569.404
2005-06-21,571.079
2005-06-22,568.037
2005-06-23,563.386
2005-06-24,555.308
2005-06-27,557.111
2005-06-28,562.266
2005-06-29,563.976
2005-06-30,567.689
2005-07-01,569.214
2005-07-04,566.508
2005-07-05,568.176
2005-07-06,567.528
2005-07-07,564.911
2005-07-08,570.785
2005-07-11,576.499
2005-07-12,579.81
2005-07-13,578.972
2005-07-14,577.913
2005-07-15,569.708
2005-07-18,574.325
2005-07-19,572.896
2005-07-20,569.814
2005-07-21,572.419
2005-07-22,575.168
2005-07-25,575.603
2005-07-26,574.631
2005-07-27,578.283
2005-07-28,581.7
2005-07-29,587.357
2005-08-01,599.264
2005-08-02,599.946
2005-08-03,606.816
2005-08-04,608.521
2005-08-05,602.13
2005-08-08,606.043
2005-08-09,607.531
2005-08-10,606.318
2005-08-11,605.402
2005-08-12,607.59
2005-08-15,604.34
2005-08-16,601.853
2005-08-17,598.038
2005-08-18,590.113
2005-08-19,586.08
2005-08-22,591.981
2005-08-23,592.318
2005-08-24,588.168
2005-08-25,590.349
2005-08-26,593.301
2005-08-29,592.18
2005-08-30,587.27
2005-08-31,597.534
2005-09-01,609.566
2005-09-02,613.379
2005-09-05,610.944
2005-09-06,605.47
2005-09-07,604.691
2005-09-08,606.429
2005-09-09,604.537
2005-09-12,600.595
2005-09-13,599.4
2005-09-14,599.707
2005-09-15,593.891
2005-09-16,595.478
2005-09-19,592.307
2005-09-20,596.502
2005-09-21,588.102
2005-09-22,580.665
2005-09-23,578.871
2005-09-26,580.278
2005-09-27,581.446
2005-09-28,586.724
2005-09-29,582.967
2005-09-30,588.777
2005-10-03,590.1
2005-10-04,588.257
2005-10-05,590.441
2005-10-06,592.138
2005-10-07,591.24
2005-10-10,585.471
2005-10-11,581.717
2005-10-12,579.929
2005-10-13,563.534
2005-10-14,566.426
2005-10-17,564.577
2005-10-18,561.832
2005-10-19,556.536
2005-10-20,554.552
2005-10-21,554.423
2005-10-24,554.837
2005-10-25,564.693
2005-10-26,563.713
2005-10-27,562.837
2005-10-28,566.829
2005-10-31,576.732
2005-11-01,577.357
2005-11-02,577.239
2005-11-03,581.229
2005-11-04,568.169
2005-11-07,570.274
