Date,AUSTRIA SMID GROWTH SMID (Small+Mid Cap)
2004-02-16,394.005
2004-02-17,393.324
2004-02-18,393.962
2004-02-19,388.036
2004-02-20,385.414
2004-02-23,385.796
2004-02-24,387.635
2004-02-25,383.832
2004-02-26,380.62
2004-02-27,380.087
2004-03-01,380.556
2004-03-02,379.302
2004-03-03,375.656
2004-03-04,381.773
2004-03-05,386.538
2004-03-08,387.404
2004-03-09,388.436
2004-03-10,382.022
2004-03-11,380.79
2004-03-12,377.422
2004-03-15,374.482
2004-03-16,381.0
2004-03-17,380.817
2004-03-18,383.495
2004-03-19,384.827
2004-03-22,376.878
2004-03-23,381.03
2004-03-24,387.996
2004-03-25,386.686
2004-03-26,382.209
2004-03-29,383.963
2004-03-30,383.196
2004-03-31,390.362
2004-04-01,399.125
2004-04-02,396.886
2004-04-05,398.442
2004-04-06,397.708
2004-04-07,404.563
2004-04-08,403.775
2004-04-09,403.775
2004-04-12,402.641
2004-04-13,398.346
2004-04-14,394.24
2004-04-15,392.027
2004-04-16,396.172
2004-04-19,396.05
2004-04-20,393.349
2004-04-21,392.452
2004-04-22,389.707
2004-04-23,390.314
2004-04-26,391.66
2004-04-27,392.778
2004-04-28,391.491
2004-04-29,395.295
2004-04-30,394.031
2004-05-03,391.577
2004-05-04,397.741
2004-05-05,398.61
2004-05-06,389.623
2004-05-07,385.146
2004-05-10,372.517
2004-05-11,372.668
2004-05-12,377.446
2004-05-13,375.797
2004-05-14,367.817
2004-05-17,367.546
2004-05-18,369.136
2004-05-19,379.643
2004-05-20,376.267
2004-05-21,377.678
2004-05-24,378.847
2004-05-25,379.778
2004-05-26,382.517
2004-05-27,390.1
2004-05-28,397.15
2004-05-31,397.15
2004-06-01,388.934
2004-06-02,389.106
2004-06-03,389.644
2004-06-04,394.62
2004-06-07,398.869
2004-06-08,398.539
2004-06-09,392.303
2004-06-10,392.335
2004-06-11,390.805
2004-06-14,392.735
2004-06-15,395.112
2004-06-16,397.607
2004-06-17,402.859
2004-06-18,406.95
2004-06-21,411.252
2004-06-22,404.454
2004-06-23,406.582
2004-06-24,410.312
2004-06-25,408.3
2004-06-28,413.964
2004-06-29,413.41
2004-06-30,414.543
2004-07-01,415.736
2004-07-02,425.841
2004-07-05,422.313
2004-07-06,418.982
2004-07-07,423.442
2004-07-08,426.372
2004-07-09,430.461
2004-07-12,428.388
2004-07-13,426.983
2004-07-14,423.048
2004-07-15,421.94
2004-07-16,429.316
2004-07-19,424.415
2004-07-20,424.576
2004-07-21,415.695
2004-07-22,411.115
2004-07-23,410.389
2004-07-26,410.285
2004-07-27,413.138
2004-07-28,415.416
2004-07-29,413.738
2004-07-30,414.598
2004-08-02,413.137
2004-08-03,413.316
2004-08-04,413.55
2004-08-05,412.826
2004-08-06,414.004
2004-08-09,411.253
2004-08-10,416.061
2004-08-11,411.21
2004-08-12,413.592
2004-08-13,419.577
2004-08-16,430.451
2004-08-17,426.128
2004-08-18,426.667
2004-08-19,406.734
2004-08-20,402.19
2004-08-23,398.749
2004-08-24,401.165
2004-08-25,403.603
2004-08-26,404.572
2004-08-27,405.704
2004-08-30,401.878
2004-08-31,403.792
2004-09-01,406.56
2004-09-02,406.785
2004-09-03,404.265
2004-09-06,407.163
2004-09-07,406.865
2004-09-08,409.193
2004-09-09,407.541
2004-09-10,412.306
2004-09-13,407.872
2004-09-14,407.621
2004-09-15,401.269
2004-09-16,403.905
2004-09-17,412.038
2004-09-20,411.169
2004-09-21,417.729
2004-09-22,415.537
2004-09-23,417.616
2004-09-24,412.209
2004-09-27,416.226
2004-09-28,414.83
2004-09-29,419.96
2004-09-30,420.502
2004-10-01,421.008
2004-10-04,418.659
2004-10-05,423.112
2004-10-06,426.571
2004-10-07,424.24
2004-10-08,428.871
2004-10-11,428.825
2004-10-12,422.642
2004-10-13,422.466
2004-10-14,424.117
2004-10-15,427.367
2004-10-18,429.017
2004-10-19,431.306
2004-10-20,433.369
2004-10-21,435.66
2004-10-22,439.873
2004-10-25,439.955
2004-10-26,439.92
2004-10-27,440.738
2004-10-28,445.086
2004-10-29,445.879
2004-11-01,446.738
2004-11-02,454.248
2004-11-03,456.756
2004-11-04,460.43
2004-11-05,459.464
2004-11-08,460.639
2004-11-09,458.015
2004-11-10,459.143
2004-11-11,464.246
2004-11-12,463.649
2004-11-15,461.198
2004-11-16,464.917
2004-11-17,472.565
2004-11-18,478.365
2004-11-19,480.09
2004-11-22,476.608
2004-11-23,478.852
2004-11-24,488.563
2004-11-25,493.701
2004-11-26,494.365
2004-11-29,500.649
2004-11-30,500.086
2004-12-01,503.146
2004-12-02,506.657
2004-12-03,515.37
2004-12-06,517.438
2004-12-07,521.713
2004-12-08,515.477
2004-12-09,513.183
2004-12-10,513.974
2004-12-13,520.825
2004-12-14,522.056
2004-12-15,530.253
2004-12-16,524.561
2004-12-17,523.93
2004-12-20,534.94
2004-12-21,532.226
2004-12-22,527.808
2004-12-23,531.476
2004-12-24,532.854
2004-12-27,539.578
2004-12-28,542.229
2004-12-29,541.288
2004-12-30,542.607
2004-12-31,541.114
2005-01-03,539.236
2005-01-04,537.07
2005-01-05,534.005
2005-01-06,529.802
2005-01-07,530.798
2005-01-10,529.426
2005-01-11,529.789
2005-01-12,535.984
2005-01-13,534.001
2005-01-14,530.65
2005-01-17,531.534
2005-01-18,531.727
2005-01-19,528.157
2005-01-20,530.962
2005-01-21,533.47
2005-01-24,535.248
2005-01-25,531.687
2005-01-26,538.992
2005-01-27,539.453
2005-01-28,536.975
2005-01-31,534.394
2005-02-01,543.093
2005-02-02,546.103
2005-02-03,546.978
2005-02-04,549.573
2005-02-07,548.531
2005-02-08,545.773
2005-02-09,547.992
2005-02-10,550.946
2005-02-11,555.028
2005-02-14,561.436
2005-02-15,563.98
2005-02-16,565.276
2005-02-17,568.117
2005-02-18,571.305
2005-02-21,569.09
2005-02-22,570.612
2005-02-23,558.313
2005-02-24,562.734
2005-02-25,567.086
2005-02-28,571.728
2005-03-01,568.169
2005-03-02,567.883
2005-03-03,572.974
2005-03-04,577.414
2005-03-07,573.871
2005-03-08,572.677
2005-03-09,567.764
2005-03-10,570.91
2005-03-11,575.49
2005-03-14,571.094
2005-03-15,576.044
2005-03-16,578.115
2005-03-17,573.443
2005-03-18,567.875
2005-03-21,557.549
2005-03-22,560.255
2005-03-23,547.587
2005-03-24,545.799
2005-03-25,545.799
2005-03-28,541.968
2005-03-29,548.015
2005-03-30,549.664
2005-03-31,554.585
2005-04-01,559.296
2005-04-04,557.302
2005-04-05,561.494
2005-04-06,563.008
2005-04-07,561.556
2005-04-08,561.341
2005-04-11,568.099
2005-04-12,566.418
2005-04-13,567.479
2005-04-14,560.177
2005-04-15,560.299
2005-04-18,556.203
2005-04-19,558.474
2005-04-20,563.165
2005-04-21,563.339
2005-04-22,566.433
2005-04-25,562.663
2005-04-26,558.981
2005-04-27,549.941
2005-04-28,546.345
2005-04-29,548.536
2005-05-02,547.957
2005-05-03,546.122
2005-05-04,548.79
2005-05-05,548.133
2005-05-06,543.621
2005-05-09,545.475
2005-05-10,548.395
2005-05-11,548.541
2005-05-12,548.097
2005-05-13,544.562
2005-05-16,543.486
2005-05-17,543.913
2005-05-18,549.61
2005-05-19,549.493
2005-05-20,545.644
2005-05-23,549.641
2005-05-24,553.325
2005-05-25,555.871
2005-05-26,552.694
2005-05-27,553.736
2005-05-30,549.758
2005-05-31,548.259
2005-06-01,550.83
2005-06-02,552.675
2005-06-03,554.929
2005-06-06,555.504
2005-06-07,557.474
2005-06-08,559.557
2005-06-09,553.921
2005-06-10,552.604
2005-06-13,553.329
2005-06-14,555.924
2005-06-15,560.562
2005-06-16,562.716
2005-06-17,576.044
2005-06-20,572.072
2005-06-21,573.755
2005-06-22,570.698
2005-06-23,566.026
2005-06-24,557.91
2005-06-27,559.721
2005-06-28,564.901
2005-06-29,566.619
2005-06-30,570.349
2005-07-01,571.881
2005-07-04,569.162
2005-07-05,570.838
2005-07-06,570.188
2005-07-07,567.558
2005-07-08,573.46
2005-07-11,579.2
2005-07-12,582.527
2005-07-13,581.685
2005-07-14,580.621
2005-07-15,572.377
2005-07-18,577.016
2005-07-19,575.58
2005-07-20,572.484
2005-07-21,575.101
2005-07-22,577.863
2005-07-25,578.3
2005-07-26,577.323
2005-07-27,580.993
2005-07-28,584.426
2005-07-29,590.109
2005-08-01,602.072
2005-08-02,602.757
2005-08-03,609.659
2005-08-04,611.372
2005-08-05,604.952
2005-08-08,608.882
2005-08-09,610.378
2005-08-10,609.159
2005-08-11,608.239
2005-08-12,610.437
2005-08-15,607.172
2005-08-16,604.673
2005-08-17,600.841
2005-08-18,592.878
2005-08-19,588.826
2005-08-22,594.755
2005-08-23,595.094
2005-08-24,590.924
2005-08-25,593.115
2005-08-26,596.081
2005-08-29,594.954
2005-08-30,590.022
2005-08-31,600.334
2005-09-01,612.422
2005-09-02,616.254
2005-09-05,613.806
2005-09-06,608.307
2005-09-07,607.524
2005-09-08,609.27
2005-09-09,607.37
2005-09-12,603.409
2005-09-13,602.209
2005-09-14,602.517
2005-09-15,596.674
2005-09-16,598.268
2005-09-19,595.083
2005-09-20,599.297
2005-09-21,590.857
2005-09-22,583.386
2005-09-23,581.583
2005-09-26,582.997
2005-09-27,584.17
2005-09-28,589.473
2005-09-29,585.698
2005-09-30,591.535
2005-10-03,592.865
2005-10-04,591.013
2005-10-05,593.208
2005-10-06,594.913
2005-10-07,594.01
2005-10-10,588.214
2005-10-11,584.443
2005-10-12,582.646
2005-10-13,566.175
2005-10-14,569.08
2005-10-17,567.223
2005-10-18,564.465
2005-10-19,559.144
2005-10-20,557.151
2005-10-21,557.021
2005-10-24,557.437
2005-10-25,567.339
2005-10-26,566.354
2005-10-27,565.474
2005-10-28,569.485
2005-10-31,579.434
2005-11-01,580.063
2005-11-02,579.943
2005-11-03,583.952
2005-11-04,570.831
2005-11-07,572.946
