Date,AUSTRIA SMID GROWTH SMID (Small+Mid Cap)
1994-05-31,443.436
1994-06-30,477.968
1994-07-29,471.839
1994-08-31,490.092
1994-09-30,476.022
1994-10-31,483.357
1994-11-30,465.526
1994-12-30,474.261
1995-01-31,458.311
1995-02-28,474.871
1995-03-31,476.851
1995-04-28,469.129
1995-05-31,492.859
1995-06-30,506.247
1995-07-31,524.546
1995-08-31,489.262
1995-09-29,497.406
1995-10-31,483.004
1995-11-30,476.007
1995-12-29,481.592
1996-01-31,495.234
1996-02-29,493.377
1996-03-29,489.191
1996-04-30,482.895
1996-05-31,489.408
1996-06-28,479.933
1996-07-31,475.905
1996-08-30,480.428
1996-09-30,458.771
1996-10-31,468.17
1996-11-29,475.576
1996-12-31,485.429
1997-01-31,467.325
1997-02-28,462.172
1997-03-31,461.977
1997-04-30,447.621
1997-05-30,477.303
1997-06-30,486.056
1997-07-31,526.222
1997-08-29,482.196
1997-09-30,525.026
1997-10-31,473.076
1997-11-28,438.592
1997-12-31,442.368
1998-01-30,457.847
1998-02-27,502.423
1998-03-31,513.329
1998-04-30,543.851
1998-05-29,551.193
1998-06-30,515.625
1998-07-31,504.605
1998-08-31,422.449
1998-09-30,383.791
1998-10-30,412.749
1998-11-30,393.738
1998-12-31,399.34
1999-01-29,392.254
1999-02-26,390.989
1999-03-31,379.788
1999-04-30,376.919
1999-05-31,336.782
1999-06-30,356.269
1999-07-30,367.552
1999-08-31,356.671
1999-09-30,348.72
1999-10-29,345.646
1999-11-30,313.023
1999-12-31,329.924
2000-01-31,278.936
2000-02-29,288.586
2000-03-31,273.188
2000-04-28,245.895
2000-05-31,258.316
2000-06-30,268.304
2000-07-31,251.784
2000-08-31,237.052
2000-09-29,244.164
2000-10-31,212.76
2000-11-30,216.173
2000-12-29,221.905
2001-01-31,225.896
2001-02-28,238.714
2001-03-30,225.795
2001-04-30,225.554
2001-05-31,201.326
2001-06-29,200.892
2001-07-31,214.831
2001-08-31,212.693
2001-09-28,199.381
2001-10-31,205.281
2001-11-30,216.365
2001-12-31,217.19
2002-01-31,213.619
2002-02-28,209.976
2002-03-29,215.557
2002-04-30,224.296
2002-05-31,230.132
2002-06-28,236.345
2002-07-31,211.145
2002-08-30,208.312
2002-09-30,204.451
2002-10-31,203.08
2002-11-29,206.158
2002-12-31,226.265
2003-01-31,235.765
2003-02-28,237.92
2003-03-31,239.066
2003-04-30,251.636
2003-05-30,274.386
2003-06-30,278.281
2003-07-31,273.506
2003-08-29,272.732
2003-09-30,290.011
2003-10-31,300.814
2003-11-28,316.046
2003-12-31,342.135
2004-01-30,361.63
2004-02-27,376.165
2004-03-31,386.412
2004-04-30,390.112
2004-05-31,393.659
2004-06-30,411.245
2004-07-30,411.3
2004-08-31,400.58
2004-09-30,417.157
2004-10-29,442.332
2004-11-30,496.107
2004-12-31,536.81
2005-01-31,530.143
2005-02-28,567.18
2005-03-31,550.174
2005-04-29,544.294
2005-05-31,545.702
2005-06-30,567.689
2005-07-29,587.357
2005-08-31,597.534
2005-09-30,588.777
2005-10-31,576.732
2005-11-30,604.127
2005-12-30,629.246
2006-01-31,696.379
2006-02-28,701.251
2006-03-31,716.006
2006-04-28,762.359
2006-05-31,718.344
2006-06-30,716.185
2006-07-31,700.156
2006-08-31,725.989
2006-09-29,755.519
2006-10-31,783.943
2006-11-30,831.154
2006-12-29,884.762
2007-01-31,907.402
2007-02-28,909.348
2007-03-30,963.674
2007-04-30,998.793
2007-05-31,1000.0
2007-06-29,992.39
2007-07-31,934.514
2007-08-31,867.516
2007-09-28,836.308
2007-10-31,887.223
2007-11-30,788.678
2007-12-31,771.637
2008-01-31,687.127
2008-02-29,684.047
2008-03-31,694.828
2008-04-30,753.754
2008-05-30,787.376
2008-06-30,738.181
2008-07-31,665.329
2008-08-29,630.238
2008-09-30,459.91
2008-10-31,297.0
2008-11-28,300.613
2008-12-31,340.595
2009-01-30,338.293
2009-02-27,305.9
2009-03-31,352.221
2009-04-30,381.338
2009-05-29,437.26
2009-06-30,457.686
2009-07-31,469.641
2009-08-31,499.878
2009-09-30,555.721
2009-10-30,561.241
2009-11-30,572.878
2009-12-31,550.925
2010-01-29,521.238
2010-02-26,497.102
2010-03-31,537.976
2010-04-30,552.62
2010-05-31,468.445
2010-06-30,439.402
2010-07-30,513.801
2010-08-31,489.413
2010-09-30,573.084
2010-10-29,608.985
2010-11-30,574.646
2010-12-31,654.501
2011-01-31,641.631
2011-02-28,641.932
2011-03-31,661.74
2011-04-29,690.325
2011-05-31,675.899
2011-06-30,677.728
2011-07-29,644.584
2011-08-31,549.888
2011-09-30,460.266
2011-10-31,514.196
2011-11-30,472.148
2011-12-30,456.288
2012-01-31,494.849
2012-02-29,533.727
2012-03-30,541.751
2012-04-30,560.804
2012-05-31,533.504
2012-06-29,524.429
2012-07-31,541.417
2012-08-31,540.247
2012-09-28,575.27
2012-10-31,592.508
2012-11-30,615.536
2012-12-31,628.611
2013-01-31,654.707
2013-02-28,666.443
2013-03-29,647.911
2013-04-30,640.118
2013-05-31,587.081
2013-06-28,558.09
2013-07-31,584.012
2013-08-30,577.832
2013-09-30,622.158
2013-10-31,641.656
2013-11-29,650.27
2013-12-31,637.317
2014-01-31,625.922
2014-02-28,697.628
2014-03-31,696.337
2014-04-30,696.509
2014-05-30,677.01
2014-06-30,671.479
2014-07-31,625.969
2014-08-29,608.524
2014-09-30,580.239
2014-10-31,524.945
2014-11-28,567.849
2014-12-31,567.507
2015-01-30,557.0
2015-02-27,605.611
2015-03-31,608.491
2015-04-30,617.416
2015-05-29,626.903
2015-06-30,597.076
2015-07-31,616.103
2015-08-31,570.606
2015-09-30,540.156
2015-10-30,587.928
2015-11-30,580.172
2015-12-31,580.891
2016-01-29,523.234
2016-02-29,545.435
2016-03-31,607.972
2016-04-29,623.276
2016-05-31,576.276
2016-06-30,511.337
2016-07-29,543.771
2016-08-31,542.342
2016-09-30,584.099
2016-10-31,565.971
2016-11-30,570.049
2016-12-30,572.335
2017-01-31,617.221
2017-02-28,613.396
2017-03-31,617.749
2017-04-28,662.49
2017-05-31,707.036
2017-06-30,693.44
2017-07-31,712.376
2017-08-31,637.985
2017-09-29,686.46
2017-10-31,700.03
2017-11-30,669.409
2017-12-29,692.771
2018-01-31,773.633
2018-02-28,725.51
2018-03-30,722.972
2018-04-30,689.149
2018-05-31,658.11
2018-06-29,657.779
2018-07-31,697.413
2018-08-31,704.734
2018-09-28,683.929
2018-10-31,623.117
2018-11-30,616.511
2018-12-31,576.47
2019-01-31,653.138
2019-02-28,633.654
2019-03-29,604.304
2019-04-30,653.161
2019-05-31,595.853
2019-06-28,632.89
2019-07-31,627.967
2019-08-30,630.888
2019-09-30,641.28
2019-10-31,674.491
2019-11-29,652.838
2019-12-31,670.801
2020-01-31,677.201
2020-02-28,599.426
2020-03-31,418.921
2020-04-30,494.261
2020-05-29,505.599
2020-06-30,505.72
2020-07-31,540.009
2020-08-31,554.459
2020-09-30,541.288
2020-10-30,557.754
2020-11-30,692.436
2020-12-31,825.216
2021-01-29,875.579
2021-02-26,805.792
2021-03-31,806.465
2021-04-30,887.87
2021-05-31,947.567
2021-06-30,917.344
2021-07-30,950.219
2021-08-31,1020.157
2021-09-30,915.951
2021-10-29,937.22
2021-11-30,907.317
2021-12-31,976.217
2022-01-31,962.351
2022-02-28,820.629
2022-03-31,833.326
2022-04-29,748.581
2022-05-31,802.013
2022-06-30,705.842
2022-07-29,688.15
2022-08-31,646.234
2022-09-30,482.876
2022-10-31,486.265
2022-11-30,584.355
2022-12-30,550.646
2023-01-31,619.26
2023-02-28,620.279
2023-03-31,577.933
2023-04-28,593.418
2023-05-31,576.774
2023-06-30,634.245
2023-07-31,668.682
2023-08-31,584.917
2023-09-29,530.028
2023-10-31,503.405
2023-11-30,578.817
2023-12-29,631.126
2024-01-31,589.731
2024-02-29,585.503
2024-03-29,601.611
2024-04-30,601.736
2024-05-31,633.782
2024-06-28,644.077
2024-07-31,651.577
2024-08-30,658.995
2024-09-30,579.248
2024-10-31,526.9
2024-11-29,527.771
2024-12-31,531.662
2025-01-31,555.917
2025-02-28,581.554
2025-03-31,524.603
2025-04-30,532.569
2025-05-30,587.857
2025-06-30,619.078
2025-07-31,631.648
2025-08-29,704.558
2025-09-30,694.509
2025-10-31,663.034
2025-11-28,639.502
2025-12-31,695.208
