Date,SWEDEN SMID GROWTH SMID (Small+Mid Cap)
2001-07-09,294.895
2001-07-10,299.484
2001-07-11,300.073
2001-07-12,303.652
2001-07-13,303.431
2001-07-16,304.022
2001-07-17,299.127
2001-07-18,303.394
2001-07-19,305.725
2001-07-20,302.095
2001-07-23,298.241
2001-07-24,297.994
2001-07-25,297.326
2001-07-26,298.16
2001-07-27,301.888
2001-07-30,306.384
2001-07-31,309.901
2001-08-01,312.266
2001-08-02,319.873
2001-08-03,319.705
2001-08-06,316.217
2001-08-07,313.236
2001-08-08,311.403
2001-08-09,306.813
2001-08-10,301.791
2001-08-13,302.204
2001-08-14,306.013
2001-08-15,306.847
2001-08-16,299.442
2001-08-17,298.862
2001-08-20,288.255
2001-08-21,289.406
2001-08-22,291.704
2001-08-23,294.943
2001-08-24,296.381
2001-08-27,295.436
2001-08-28,292.175
2001-08-29,289.167
2001-08-30,280.786
2001-08-31,277.102
2001-09-03,271.897
2001-09-04,265.683
2001-09-05,265.154
2001-09-06,260.966
2001-09-07,256.335
2001-09-10,255.594
2001-09-11,235.872
2001-09-12,252.348
2001-09-13,253.503
2001-09-14,253.887
2001-09-17,254.826
2001-09-18,246.325
2001-09-19,244.057
2001-09-20,230.002
2001-09-21,222.632
2001-09-24,233.0
2001-09-25,240.597
2001-09-26,246.752
2001-09-27,249.148
2001-09-28,254.852
2001-10-01,255.141
2001-10-02,255.936
2001-10-03,256.314
2001-10-04,268.411
2001-10-05,273.388
2001-10-08,274.176
2001-10-09,273.997
2001-10-10,273.079
2001-10-11,282.726
2001-10-12,284.154
2001-10-15,283.639
2001-10-16,285.26
2001-10-17,293.693
2001-10-18,286.184
2001-10-19,280.148
2001-10-22,279.581
2001-10-23,284.646
2001-10-24,288.544
2001-10-25,283.339
2001-10-26,285.539
2001-10-29,284.723
2001-10-30,276.433
2001-10-31,274.971
2001-11-01,278.324
2001-11-02,282.706
2001-11-05,287.012
2001-11-06,292.988
2001-11-07,297.223
2001-11-08,299.33
2001-11-09,296.546
2001-11-12,293.454
2001-11-13,300.458
2001-11-14,306.852
2001-11-15,308.695
2001-11-16,312.388
2001-11-19,306.473
2001-11-20,301.833
2001-11-21,297.229
2001-11-22,301.005
2001-11-23,300.073
2001-11-26,305.266
2001-11-27,303.198
2001-11-28,303.609
2001-11-29,304.878
2001-11-30,305.364
2001-12-03,305.039
2001-12-04,311.484
2001-12-05,321.82
2001-12-06,318.588
2001-12-07,324.263
2001-12-10,318.991
2001-12-11,318.036
2001-12-12,316.726
2001-12-13,313.9
2001-12-14,307.254
2001-12-17,310.067
2001-12-18,312.801
2001-12-19,308.236
2001-12-20,303.169
2001-12-21,304.744
2001-12-24,300.716
2001-12-25,300.716
2001-12-26,299.694
2001-12-27,308.623
2001-12-28,315.209
2001-12-31,317.77
2002-01-01,317.77
2002-01-02,321.051
2002-01-03,331.629
2002-01-04,327.87
2002-01-07,328.424
2002-01-08,323.171
2002-01-09,325.74
2002-01-10,325.649
2002-01-11,330.131
2002-01-14,318.6
2002-01-15,318.971
2002-01-16,308.686
2002-01-17,309.059
2002-01-18,312.013
2002-01-21,309.767
2002-01-22,310.999
2002-01-23,314.461
2002-01-24,312.796
2002-01-25,306.823
2002-01-28,306.004
2002-01-29,303.631
2002-01-30,298.832
2002-01-31,307.068
2002-02-01,308.018
2002-02-04,308.828
2002-02-05,310.088
2002-02-06,311.56
2002-02-07,307.533
2002-02-08,306.023
2002-02-11,306.666
2002-02-12,305.432
2002-02-13,307.283
2002-02-14,305.087
2002-02-15,305.496
2002-02-18,303.995
2002-02-19,302.814
2002-02-20,299.07
2002-02-21,303.551
2002-02-22,304.924
2002-02-25,305.062
2002-02-26,308.116
2002-02-27,311.176
2002-02-28,311.33
2002-03-01,312.468
2002-03-04,325.058
2002-03-05,327.868
2002-03-06,327.658
2002-03-07,332.845
2002-03-08,335.198
2002-03-11,329.512
2002-03-12,321.224
2002-03-13,321.735
2002-03-14,322.559
2002-03-15,324.171
2002-03-18,325.541
2002-03-19,326.065
2002-03-20,326.368
2002-03-21,326.318
2002-03-22,326.548
2002-03-25,325.793
2002-03-26,324.114
2002-03-27,324.021
2002-03-28,324.83
2002-03-29,324.83
2002-04-01,328.037
2002-04-02,326.956
2002-04-03,324.175
2002-04-04,323.323
2002-04-05,323.909
2002-04-08,317.971
2002-04-09,315.156
2002-04-10,315.0
2002-04-11,312.762
2002-04-12,311.339
2002-04-15,314.112
2002-04-16,318.455
2002-04-17,320.79
2002-04-18,316.42
2002-04-19,315.305
2002-04-22,306.94
2002-04-23,307.187
2002-04-24,301.177
2002-04-25,301.957
2002-04-26,308.267
2002-04-29,306.752
2002-04-30,308.33
2002-05-01,310.141
2002-05-02,310.95
2002-05-03,308.326
2002-05-06,308.963
2002-05-07,303.436
2002-05-08,310.626
2002-05-09,310.092
2002-05-10,303.705
2002-05-13,309.694
2002-05-14,311.29
2002-05-15,312.626
2002-05-16,313.854
2002-05-17,316.175
2002-05-20,317.076
2002-05-21,318.595
2002-05-22,316.987
2002-05-23,315.951
2002-05-24,315.644
2002-05-27,314.132
2002-05-28,316.572
2002-05-29,314.09
2002-05-30,313.24
2002-05-31,314.632
2002-06-03,314.421
2002-06-04,309.401
2002-06-05,311.189
2002-06-06,312.65
2002-06-07,305.916
2002-06-10,308.628
2002-06-11,311.539
2002-06-12,307.487
2002-06-13,303.877
2002-06-14,295.673
2002-06-17,301.546
2002-06-18,305.36
2002-06-19,302.749
2002-06-20,297.2
2002-06-21,299.037
2002-06-24,294.43
2002-06-25,302.978
2002-06-26,303.344
2002-06-27,308.661
2002-06-28,317.038
2002-07-01,315.456
2002-07-02,308.384
2002-07-03,296.898
2002-07-04,297.752
2002-07-05,307.155
2002-07-08,309.691
2002-07-09,306.828
2002-07-10,294.755
2002-07-11,287.202
2002-07-12,286.782
2002-07-15,289.64
2002-07-16,286.573
2002-07-17,293.322
2002-07-18,292.764
2002-07-19,287.514
2002-07-22,269.038
2002-07-23,254.082
2002-07-24,238.78
2002-07-25,257.41
2002-07-26,249.957
2002-07-29,265.745
2002-07-30,270.852
2002-07-31,270.055
2002-08-01,261.353
2002-08-02,256.743
2002-08-05,249.36
2002-08-06,248.56
2002-08-07,254.148
2002-08-08,257.834
2002-08-09,257.88
2002-08-12,262.242
2002-08-13,262.789
2002-08-14,260.97
2002-08-15,267.288
2002-08-16,266.02
2002-08-19,270.838
2002-08-20,270.512
2002-08-21,275.934
2002-08-22,273.929
2002-08-23,272.194
2002-08-26,269.038
2002-08-27,269.795
2002-08-28,266.383
2002-08-29,262.751
2002-08-30,258.486
2002-09-02,257.875
2002-09-03,249.551
2002-09-04,247.736
2002-09-05,247.71
2002-09-06,249.983
2002-09-09,248.553
2002-09-10,248.835
2002-09-11,255.458
2002-09-12,248.142
2002-09-13,245.612
2002-09-16,245.417
2002-09-17,243.156
2002-09-18,237.009
2002-09-19,233.465
2002-09-20,232.598
2002-09-23,223.18
2002-09-24,219.654
2002-09-25,223.484
2002-09-26,229.788
2002-09-27,227.541
2002-09-30,214.017
2002-10-01,217.08
2002-10-02,221.183
2002-10-03,220.116
2002-10-04,215.095
2002-10-07,209.832
2002-10-08,203.287
2002-10-09,199.574
2002-10-10,204.234
2002-10-11,214.614
2002-10-14,211.82
2002-10-15,229.861
2002-10-16,228.986
2002-10-17,233.601
2002-10-18,235.767
2002-10-21,236.35
2002-10-22,235.826
2002-10-23,231.737
2002-10-24,234.408
2002-10-25,237.155
2002-10-28,243.559
2002-10-29,235.039
2002-10-30,244.849
2002-10-31,251.494
2002-11-01,253.822
2002-11-04,257.843
2002-11-05,264.048
2002-11-06,263.738
2002-11-07,257.998
2002-11-08,259.425
2002-11-11,255.861
2002-11-12,263.432
2002-11-13,266.986
2002-11-14,270.383
2002-11-15,269.925
2002-11-18,274.138
2002-11-19,270.784
2002-11-20,269.322
2002-11-21,279.834
2002-11-22,281.144
2002-11-25,276.289
2002-11-26,272.506
2002-11-27,280.324
2002-11-28,285.823
2002-11-29,288.85
2002-12-02,287.32
2002-12-03,281.462
2002-12-04,280.179
2002-12-05,277.627
2002-12-06,277.828
2002-12-09,272.196
2002-12-10,274.9
2002-12-11,276.725
2002-12-12,276.274
2002-12-13,275.083
2002-12-16,274.568
2002-12-17,271.899
2002-12-18,266.259
2002-12-19,268.87
2002-12-20,269.847
2002-12-23,267.845
2002-12-24,269.198
2002-12-25,269.198
2002-12-26,269.722
2002-12-27,267.276
2002-12-30,268.382
2002-12-31,269.833
2003-01-01,269.833
2003-01-02,275.979
2003-01-03,278.806
2003-01-06,280.365
2003-01-07,280.921
2003-01-08,272.027
2003-01-09,273.55
2003-01-10,274.438
2003-01-13,275.216
2003-01-14,278.304
2003-01-15,275.876
2003-01-16,274.316
2003-01-17,271.363
2003-01-20,276.176
2003-01-21,272.395
2003-01-22,269.168
2003-01-23,269.937
2003-01-24,269.885
2003-01-27,262.675
2003-01-28,257.546
2003-01-29,254.263
2003-01-30,256.376
2003-01-31,254.668
2003-02-03,259.387
2003-02-04,255.862
2003-02-05,255.907
2003-02-06,249.47
2003-02-07,249.991
2003-02-10,243.951
2003-02-11,246.613
2003-02-12,246.17
2003-02-13,250.498
2003-02-14,252.334
2003-02-17,257.123
2003-02-18,258.718
2003-02-19,259.468
2003-02-20,257.905
2003-02-21,255.767
2003-02-24,253.859
2003-02-25,248.137
2003-02-26,249.296
2003-02-27,250.388
2003-02-28,252.192
2003-03-03,254.914
2003-03-04,253.799
2003-03-05,255.624
2003-03-06,252.928
2003-03-07,250.314
2003-03-10,246.602
2003-03-11,244.499
2003-03-12,238.898
2003-03-13,241.598
2003-03-14,244.976
2003-03-17,248.441
2003-03-18,252.452
2003-03-19,253.661
2003-03-20,256.605
2003-03-21,260.34
2003-03-24,254.628
2003-03-25,254.888
2003-03-26,255.132
2003-03-27,251.799
2003-03-28,251.334
2003-03-31,246.076
2003-04-01,246.896
2003-04-02,253.513
2003-04-03,252.799
2003-04-04,252.909
2003-04-07,260.483
2003-04-08,259.363
2003-04-09,259.185
2003-04-10,258.07
2003-04-11,259.99
2003-04-14,259.892
2003-04-15,262.925
2003-04-16,265.19
2003-04-17,268.091
2003-04-18,268.091
2003-04-21,267.271
2003-04-22,269.95
2003-04-23,273.711
2003-04-24,276.399
2003-04-25,273.405
2003-04-28,276.915
2003-04-29,283.717
2003-04-30,285.251
2003-05-01,288.07
2003-05-02,285.777
2003-05-05,290.772
2003-05-06,293.528
2003-05-07,292.94
2003-05-08,283.835
2003-05-09,285.86
2003-05-12,288.833
2003-05-13,291.788
2003-05-14,289.882
2003-05-15,290.296
2003-05-16,292.466
2003-05-19,290.927
2003-05-20,288.45
2003-05-21,286.703
2003-05-22,288.726
2003-05-23,291.264
2003-05-26,292.436
2003-05-27,294.908
2003-05-28,298.72
2003-05-29,300.137
2003-05-30,300.026
2003-06-02,301.053
2003-06-03,297.841
2003-06-04,302.417
2003-06-05,309.481
2003-06-06,306.323
2003-06-09,307.387
2003-06-10,303.207
2003-06-11,309.527
2003-06-12,314.918
2003-06-13,309.672
2003-06-16,313.099
2003-06-17,317.269
2003-06-18,312.065
2003-06-19,308.087
2003-06-20,306.227
2003-06-23,301.479
2003-06-24,295.475
2003-06-25,297.333
2003-06-26,297.841
2003-06-27,302.53
2003-06-30,302.025
2003-07-01,300.937
2003-07-02,303.349
2003-07-03,305.91
2003-07-04,303.459
2003-07-07,304.193
2003-07-08,308.794
2003-07-09,310.62
2003-07-10,306.475
2003-07-11,305.059
2003-07-14,309.718
2003-07-15,308.86
2003-07-16,308.093
2003-07-17,304.76
2003-07-18,304.546
2003-07-21,307.078
2003-07-22,305.684
2003-07-23,309.083
2003-07-24,311.5
2003-07-25,312.687
2003-07-28,311.784
2003-07-29,311.475
2003-07-30,309.75
2003-07-31,307.291
2003-08-01,307.697
2003-08-04,310.705
2003-08-05,311.289
2003-08-06,309.058
2003-08-07,304.466
2003-08-08,307.018
2003-08-11,302.94
2003-08-12,305.358
2003-08-13,307.979
2003-08-14,311.404
2003-08-15,310.877
2003-08-18,310.455
2003-08-19,311.559
2003-08-20,311.348
2003-08-21,313.437
2003-08-22,311.778
2003-08-25,308.29
2003-08-26,304.189
2003-08-27,306.054
2003-08-28,306.523
2003-08-29,311.104
2003-09-01,317.811
2003-09-02,315.51
2003-09-03,325.408
2003-09-04,325.055
2003-09-05,328.258
2003-09-08,330.042
2003-09-09,330.332
2003-09-10,327.735
2003-09-11,329.742
2003-09-12,332.818
2003-09-15,332.731
2003-09-16,332.124
2003-09-17,334.673
2003-09-18,337.926
2003-09-19,338.449
2003-09-22,334.537
2003-09-23,336.0
2003-09-24,336.907
2003-09-25,334.399
2003-09-26,331.199
2003-09-29,333.568
2003-09-30,329.092
2003-10-01,331.631
2003-10-02,334.15
2003-10-03,339.148
2003-10-06,342.529
2003-10-07,345.606
2003-10-08,348.101
2003-10-09,348.839
2003-10-10,348.235
2003-10-13,347.093
2003-10-14,353.876
2003-10-15,352.708
2003-10-16,351.166
2003-10-17,350.341
2003-10-20,349.366
2003-10-21,353.474
2003-10-22,347.839
2003-10-23,350.975
2003-10-24,351.672
2003-10-27,352.984
2003-10-28,356.121
2003-10-29,359.032
2003-10-30,360.112
2003-10-31,355.043
2003-11-03,355.361
2003-11-04,358.897
2003-11-05,354.203
2003-11-06,354.265
2003-11-07,365.746
2003-11-10,363.473
2003-11-11,363.353
2003-11-12,366.282
2003-11-13,370.643
2003-11-14,372.469
2003-11-17,370.677
2003-11-18,372.634
2003-11-19,370.63
2003-11-20,370.432
2003-11-21,370.973
2003-11-24,371.759
2003-11-25,372.555
2003-11-26,373.803
2003-11-27,376.398
2003-11-28,375.967
2003-12-01,381.446
2003-12-02,386.484
2003-12-03,389.192
2003-12-04,391.166
2003-12-05,392.266
2003-12-08,391.839
2003-12-09,394.005
2003-12-10,390.907
2003-12-11,386.124
2003-12-12,390.578
2003-12-15,391.119
2003-12-16,385.422
2003-12-17,383.848
2003-12-18,384.763
2003-12-19,385.982
2003-12-22,387.442
2003-12-23,393.97
2003-12-24,394.321
2003-12-25,394.321
2003-12-26,393.86
2003-12-29,399.762
2003-12-30,400.094
2003-12-31,402.543
2004-01-01,402.543
2004-01-02,407.988
2004-01-05,411.09
2004-01-06,411.309
2004-01-07,406.629
2004-01-08,409.347
2004-01-09,414.733
2004-01-12,414.157
2004-01-13,416.289
2004-01-14,416.16
2004-01-15,418.147
2004-01-16,412.799
2004-01-19,415.521
2004-01-20,417.806
2004-01-21,417.867
2004-01-22,424.751
2004-01-23,424.112
2004-01-26,423.811
2004-01-27,425.569
2004-01-28,424.295
2004-01-29,410.292
2004-01-30,413.894
2004-02-02,413.835
2004-02-03,419.986
2004-02-04,417.361
2004-02-05,420.619
2004-02-06,441.848
2004-02-09,439.445
2004-02-10,438.316
2004-02-11,437.932
2004-02-12,444.922
2004-02-13,443.96
2004-02-16,442.055
2004-02-17,445.952
2004-02-18,448.006
2004-02-19,445.342
2004-02-20,437.541
2004-02-23,433.551
2004-02-24,430.518
2004-02-25,426.016
2004-02-26,423.126
2004-02-27,420.834
2004-03-01,426.794
2004-03-02,425.446
2004-03-03,420.753
2004-03-04,423.583
2004-03-05,431.268
2004-03-08,429.931
2004-03-09,426.246
2004-03-10,417.882
2004-03-11,406.534
2004-03-12,403.548
2004-03-15,399.988
2004-03-16,407.573
2004-03-17,407.552
2004-03-18,406.294
2004-03-19,403.947
2004-03-22,396.467
2004-03-23,399.356
2004-03-24,392.444
2004-03-25,398.9
2004-03-26,397.059
2004-03-29,402.772
2004-03-30,402.491
2004-03-31,407.738
2004-04-01,417.24
2004-04-02,414.06
2004-04-05,414.96
2004-04-06,411.851
2004-04-07,419.949
2004-04-08,420.43
2004-04-09,420.43
2004-04-12,418.289
2004-04-13,413.672
2004-04-14,407.172
2004-04-15,406.253
2004-04-16,410.165
2004-04-19,407.815
2004-04-20,411.581
2004-04-21,408.718
2004-04-22,415.245
2004-04-23,418.213
2004-04-26,419.059
2004-04-27,417.591
2004-04-28,410.396
2004-04-29,410.621
2004-04-30,409.473
2004-05-03,410.781
2004-05-04,416.019
2004-05-05,422.178
2004-05-06,407.439
2004-05-07,400.914
2004-05-10,381.503
2004-05-11,387.662
2004-05-12,386.046
2004-05-13,391.51
2004-05-14,389.449
2004-05-17,388.666
2004-05-18,391.362
2004-05-19,401.985
2004-05-20,399.015
2004-05-21,400.178
2004-05-24,399.372
2004-05-25,401.382
2004-05-26,402.017
2004-05-27,411.621
2004-05-28,410.139
2004-05-31,410.139
2004-06-01,407.248
2004-06-02,410.602
2004-06-03,410.26
2004-06-04,414.289
2004-06-07,420.758
2004-06-08,419.969
2004-06-09,410.108
2004-06-10,407.724
2004-06-11,406.124
2004-06-14,404.834
2004-06-15,405.949
2004-06-16,407.175
2004-06-17,408.984
2004-06-18,412.092
2004-06-21,411.96
2004-06-22,407.182
2004-06-23,408.2
2004-06-24,415.649
2004-06-25,414.622
2004-06-28,418.402
2004-06-29,415.885
2004-06-30,414.413
2004-07-01,415.441
2004-07-02,417.324
2004-07-05,412.404
2004-07-06,408.022
2004-07-07,409.73
2004-07-08,410.291
2004-07-09,407.393
2004-07-12,405.363
2004-07-13,406.098
2004-07-14,409.095
2004-07-15,407.737
2004-07-16,408.857
2004-07-19,402.604
2004-07-20,400.639
2004-07-21,400.257
2004-07-22,393.073
2004-07-23,386.818
2004-07-26,386.813
2004-07-27,387.301
2004-07-28,384.21
2004-07-29,390.049
2004-07-30,389.116
2004-08-02,385.57
2004-08-03,389.098
2004-08-04,388.347
2004-08-05,389.42
2004-08-06,388.726
2004-08-09,384.417
2004-08-10,389.158
2004-08-11,381.075
2004-08-12,379.735
2004-08-13,378.892
2004-08-16,382.233
2004-08-17,383.648
2004-08-18,383.622
2004-08-19,386.173
2004-08-20,384.834
2004-08-23,386.867
2004-08-24,385.807
2004-08-25,386.252
2004-08-26,389.656
2004-08-27,387.412
2004-08-30,386.342
2004-08-31,386.153
2004-09-01,388.256
2004-09-02,388.473
2004-09-03,388.272
2004-09-06,390.022
2004-09-07,388.99
2004-09-08,391.528
2004-09-09,389.428
2004-09-10,394.61
2004-09-13,398.547
2004-09-14,401.709
2004-09-15,397.879
2004-09-16,399.592
2004-09-17,401.183
2004-09-20,401.358
2004-09-21,407.725
2004-09-22,406.609
2004-09-23,405.133
2004-09-24,402.299
2004-09-27,400.255
2004-09-28,403.582
2004-09-29,412.149
2004-09-30,413.406
2004-10-01,419.821
2004-10-04,417.94
2004-10-05,420.31
2004-10-06,418.831
2004-10-07,419.794
2004-10-08,420.957
2004-10-11,417.867
2004-10-12,411.69
2004-10-13,413.393
2004-10-14,415.167
2004-10-15,414.508
2004-10-18,416.193
2004-10-19,420.047
2004-10-20,413.192
2004-10-21,410.252
2004-10-22,412.962
2004-10-25,411.847
2004-10-26,414.878
2004-10-27,419.673
2004-10-28,420.708
2004-10-29,419.643
2004-11-01,425.156
2004-11-02,430.575
2004-11-03,434.919
2004-11-04,436.835
2004-11-05,439.641
2004-11-08,441.916
2004-11-09,442.616
2004-11-10,450.475
2004-11-11,453.843
2004-11-12,456.787
2004-11-15,458.196
2004-11-16,455.971
2004-11-17,461.316
2004-11-18,462.117
2004-11-19,462.281
2004-11-22,459.665
2004-11-23,460.679
2004-11-24,463.307
2004-11-25,471.035
2004-11-26,472.09
2004-11-29,475.374
2004-11-30,470.459
2004-12-01,476.011
2004-12-02,475.12
2004-12-03,479.863
2004-12-06,481.174
2004-12-07,484.935
2004-12-08,473.425
2004-12-09,469.616
2004-12-10,469.419
2004-12-13,475.314
2004-12-14,475.299
2004-12-15,479.618
2004-12-16,476.869
2004-12-17,471.695
2004-12-20,481.924
2004-12-21,482.193
2004-12-22,484.209
2004-12-23,490.273
2004-12-24,493.191
2004-12-27,497.258
2004-12-28,496.871
2004-12-29,496.986
2004-12-30,498.057
2004-12-31,495.711
2005-01-03,497.061
2005-01-04,489.261
2005-01-05,485.308
2005-01-06,479.917
2005-01-07,478.245
2005-01-10,485.057
2005-01-11,486.147
2005-01-12,483.405
2005-01-13,484.323
2005-01-14,481.367
2005-01-17,483.213
2005-01-18,483.386
2005-01-19,486.46
2005-01-20,478.899
2005-01-21,480.369
2005-01-24,478.29
2005-01-25,481.334
2005-01-26,485.659
2005-01-27,482.793
2005-01-28,478.729
2005-01-31,482.761
2005-02-01,486.022
2005-02-02,491.447
2005-02-03,489.085
2005-02-04,490.994
2005-02-07,490.976
2005-02-08,489.038
2005-02-09,486.605
2005-02-10,484.333
2005-02-11,486.622
2005-02-14,492.472
2005-02-15,496.577
2005-02-16,492.635
2005-02-17,493.562
2005-02-18,489.295
2005-02-21,490.65
2005-02-22,496.736
2005-02-23,496.619
2005-02-24,500.884
2005-02-25,506.219
2005-02-28,509.089
2005-03-01,505.591
2005-03-02,503.883
2005-03-03,509.358
2005-03-04,518.113
2005-03-07,514.79
2005-03-08,517.832
2005-03-09,517.243
2005-03-10,514.208
2005-03-11,518.218
2005-03-14,514.58
2005-03-15,517.441
2005-03-16,516.436
2005-03-17,514.562
2005-03-18,508.289
2005-03-21,502.647
2005-03-22,506.366
2005-03-23,496.586
2005-03-24,498.929
2005-03-25,498.929
2005-03-28,495.497
2005-03-29,496.22
2005-03-30,495.879
2005-03-31,498.281
2005-04-01,499.955
2005-04-04,494.277
2005-04-05,501.619
2005-04-06,505.446
2005-04-07,507.667
2005-04-08,505.869
2005-04-11,512.72
2005-04-12,509.089
2005-04-13,513.113
2005-04-14,509.743
2005-04-15,504.343
2005-04-18,498.152
2005-04-19,502.526
2005-04-20,504.716
2005-04-21,506.667
2005-04-22,509.384
2005-04-25,504.435
2005-04-26,499.514
2005-04-27,488.115
2005-04-28,479.959
2005-04-29,479.975
2005-05-02,483.256
2005-05-03,487.96
2005-05-04,491.947
2005-05-05,491.707
2005-05-06,489.252
2005-05-09,490.034
2005-05-10,485.644
2005-05-11,482.328
2005-05-12,480.387
2005-05-13,485.689
2005-05-16,483.838
2005-05-17,486.963
2005-05-18,491.549
2005-05-19,492.845
2005-05-20,490.67
2005-05-23,494.177
2005-05-24,495.737
2005-05-25,496.652
2005-05-26,498.354
2005-05-27,499.519
2005-05-30,498.683
2005-05-31,494.077
2005-06-01,491.247
2005-06-02,490.611
2005-06-03,490.319
2005-06-06,490.711
2005-06-07,494.246
2005-06-08,497.24
2005-06-09,491.149
2005-06-10,491.193
2005-06-13,487.316
2005-06-14,491.338
2005-06-15,492.242
2005-06-16,494.636
2005-06-17,504.351
2005-06-20,498.424
2005-06-21,501.103
2005-06-22,500.837
2005-06-23,494.343
2005-06-24,494.798
2005-06-27,489.572
2005-06-28,489.673
2005-06-29,488.776
2005-06-30,492.767
2005-07-01,488.499
2005-07-04,489.709
2005-07-05,494.306
2005-07-06,495.936
2005-07-07,489.252
2005-07-08,492.251
2005-07-11,504.199
2005-07-12,510.404
2005-07-13,511.039
2005-07-14,509.573
2005-07-15,507.165
2005-07-18,508.439
2005-07-19,503.748
2005-07-20,501.233
2005-07-21,511.794
2005-07-22,514.066
2005-07-25,512.299
2005-07-26,508.254
2005-07-27,510.614
2005-07-28,516.369
2005-07-29,521.289
2005-08-01,526.742
2005-08-02,533.519
2005-08-03,536.283
2005-08-04,539.372
2005-08-05,535.104
2005-08-08,536.26
2005-08-09,536.443
2005-08-10,540.706
2005-08-11,542.385
2005-08-12,540.117
2005-08-15,536.724
2005-08-16,533.108
2005-08-17,533.005
2005-08-18,524.861
2005-08-19,523.654
2005-08-22,530.08
2005-08-23,525.504
2005-08-24,520.9
2005-08-25,520.089
2005-08-26,521.374
2005-08-29,519.106
2005-08-30,515.323
2005-08-31,524.537
2005-09-01,537.545
2005-09-02,545.615
2005-09-05,545.212
2005-09-06,545.865
2005-09-07,546.926
2005-09-08,540.662
2005-09-09,544.081
2005-09-12,540.176
2005-09-13,535.774
2005-09-14,539.818
2005-09-15,535.84
2005-09-16,536.949
2005-09-19,537.989
2005-09-20,538.043
2005-09-21,537.575
2005-09-22,535.971
2005-09-23,529.526
2005-09-26,533.704
2005-09-27,531.711
2005-09-28,533.441
2005-09-29,536.518
2005-09-30,542.127
2005-10-03,536.643
2005-10-04,538.762
2005-10-05,535.619
2005-10-06,534.921
2005-10-07,532.086
2005-10-10,530.362
2005-10-11,530.963
2005-10-12,528.466
2005-10-13,513.669
2005-10-14,513.485
2005-10-17,512.249
2005-10-18,507.321
2005-10-19,499.29
2005-10-20,500.864
2005-10-21,496.694
2005-10-24,502.43
2005-10-25,511.718
2005-10-26,514.043
2005-10-27,510.166
2005-10-28,509.248
2005-10-31,514.82
2005-11-01,514.8
2005-11-02,519.511
2005-11-03,523.657
2005-11-04,514.048
2005-11-07,515.213
