Date,EM (EMERGING MARKETS) VALUE Standard (Large+Mid Cap)
2010-09-20,488.792
2010-09-21,488.137
2010-09-22,489.747
2010-09-23,489.402
2010-09-24,492.348
2010-09-27,496.625
2010-09-28,495.924
2010-09-29,500.402
2010-09-30,502.32
2010-10-01,507.248
2010-10-04,509.967
2010-10-05,513.122
2010-10-06,517.692
2010-10-07,515.67
2010-10-08,514.57
2010-10-11,517.444
2010-10-12,513.225
2010-10-13,521.41
2010-10-14,526.646
2010-10-15,524.328
2010-10-18,519.614
2010-10-19,513.197
2010-10-20,514.061
2010-10-21,515.022
2010-10-22,514.86
2010-10-25,519.784
2010-10-26,521.633
2010-10-27,513.795
2010-10-28,515.256
2010-10-29,516.194
2010-11-01,523.132
2010-11-02,524.611
2010-11-03,529.166
2010-11-04,538.036
2010-11-05,540.312
2010-11-08,540.381
2010-11-09,540.162
2010-11-10,537.185
2010-11-11,532.877
2010-11-12,524.306
2010-11-15,521.066
2010-11-16,514.843
2010-11-17,511.938
2010-11-18,519.186
2010-11-19,519.03
2010-11-22,518.72
2010-11-23,507.98
2010-11-24,511.362
2010-11-25,512.295
2010-11-26,504.238
2010-11-29,503.847
2010-11-30,501.606
2010-12-01,512.174
2010-12-02,519.806
2010-12-03,523.542
2010-12-06,525.493
2010-12-07,527.269
2010-12-08,520.146
2010-12-09,521.07
2010-12-10,520.638
2010-12-13,525.677
2010-12-14,527.853
2010-12-15,523.472
2010-12-16,519.871
2010-12-17,522.21
2010-12-20,520.754
2010-12-21,527.273
2010-12-22,528.192
2010-12-23,528.749
2010-12-24,528.375
2010-12-27,527.905
2010-12-28,528.372
2010-12-29,533.283
2010-12-30,537.524
2010-12-31,540.389
2011-01-03,546.211
2011-01-04,546.63
2011-01-05,544.84
2011-01-06,541.71
2011-01-07,537.741
2011-01-10,533.18
2011-01-11,536.952
2011-01-12,546.897
2011-01-13,547.076
2011-01-14,545.567
2011-01-17,542.755
2011-01-18,545.137
2011-01-19,546.662
2011-01-20,538.25
2011-01-21,535.701
2011-01-24,535.293
2011-01-25,534.899
2011-01-26,537.452
2011-01-27,537.531
2011-01-28,530.869
2011-01-31,528.07
2011-02-01,534.198
2011-02-02,537.052
2011-02-03,536.311
2011-02-04,534.813
2011-02-07,534.131
2011-02-08,533.746
2011-02-09,526.758
2011-02-10,517.242
2011-02-11,517.638
2011-02-14,523.459
2011-02-15,522.337
2011-02-16,525.033
2011-02-17,525.646
2011-02-18,529.881
2011-02-21,529.422
2011-02-22,521.682
2011-02-23,520.091
2011-02-24,516.56
2011-02-25,522.175
2011-02-28,525.849
2011-03-01,527.545
2011-03-02,528.049
2011-03-03,534.066
2011-03-04,539.198
2011-03-07,536.428
2011-03-08,538.215
2011-03-09,537.826
2011-03-10,528.137
2011-03-11,525.319
2011-03-14,529.926
2011-03-15,519.06
2011-03-16,520.584
2011-03-17,519.283
2011-03-18,522.327
2011-03-21,527.417
2011-03-22,531.684
2011-03-23,534.213
2011-03-24,538.746
2011-03-25,542.925
2011-03-28,540.669
2011-03-29,542.559
2011-03-30,550.621
2011-03-31,555.762
2011-04-01,562.74
2011-04-04,567.057
2011-04-05,567.667
2011-04-06,571.131
2011-04-07,569.573
2011-04-08,571.511
2011-04-11,568.41
2011-04-12,557.586
2011-04-13,560.26
2011-04-14,557.648
2011-04-15,557.989
2011-04-18,547.823
2011-04-19,550.476
2011-04-20,564.022
2011-04-21,568.688
2011-04-22,569.069
2011-04-25,567.45
2011-04-26,567.521
2011-04-27,567.239
2011-04-28,566.797
2011-04-29,569.007
2011-05-02,569.983
2011-05-03,561.054
2011-05-04,554.61
2011-05-05,549.001
2011-05-06,550.192
2011-05-09,549.564
2011-05-10,552.482
2011-05-11,551.884
2011-05-12,542.861
2011-05-13,541.291
2011-05-16,537.421
2011-05-17,536.285
2011-05-18,540.111
2011-05-19,539.186
2011-05-20,539.356
2011-05-23,526.909
2011-05-24,532.218
2011-05-25,529.567
2011-05-26,536.194
2011-05-27,543.61
2011-05-30,543.671
2011-05-31,552.527
2011-06-01,551.75
2011-06-02,548.308
2011-06-03,546.525
2011-06-06,542.967
2011-06-07,545.496
2011-06-08,542.739
2011-06-09,540.848
2011-06-10,535.158
2011-06-13,533.77
2011-06-14,537.843
2011-06-15,534.565
2011-06-16,525.81
2011-06-17,524.844
2011-06-20,522.202
2011-06-21,529.124
2011-06-22,530.1
2011-06-23,524.618
2011-06-24,530.069
2011-06-27,528.784
2011-06-28,532.674
2011-06-29,538.05
2011-06-30,544.194
2011-07-01,548.358
2011-07-04,553.932
2011-07-05,552.071
2011-07-06,548.708
2011-07-07,551.795
2011-07-08,550.639
2011-07-11,540.624
2011-07-12,530.761
2011-07-13,537.922
2011-07-14,536.222
2011-07-15,536.201
2011-07-18,529.828
2011-07-19,533.24
2011-07-20,537.722
2011-07-21,542.026
2011-07-22,546.552
2011-07-25,545.187
2011-07-26,549.663
2011-07-27,545.663
2011-07-28,543.572
2011-07-29,540.332
2011-08-01,544.65
2011-08-02,534.923
2011-08-03,523.257
2011-08-04,511.053
2011-08-05,496.356
2011-08-08,472.829
2011-08-09,459.835
2011-08-10,466.03
2011-08-11,470.44
2011-08-12,470.955
2011-08-15,482.266
2011-08-16,484.974
2011-08-17,487.483
2011-08-18,474.002
2011-08-19,464.014
2011-08-22,464.15
2011-08-23,472.687
2011-08-24,469.324
2011-08-25,467.274
2011-08-26,467.83
2011-08-29,481.88
2011-08-30,485.31
2011-08-31,493.412
2011-09-01,495.533
2011-09-02,487.701
2011-09-05,473.506
2011-09-06,473.432
2011-09-07,484.009
2011-09-08,486.353
2011-09-09,475.721
2011-09-12,466.224
2011-09-13,463.656
2011-09-14,458.622
2011-09-15,463.877
2011-09-16,469.77
2011-09-19,457.174
2011-09-20,457.675
2011-09-21,452.806
2011-09-22,424.744
2011-09-23,415.106
2011-09-26,412.233
2011-09-27,431.53
2011-09-28,429.839
2011-09-29,431.715
2011-09-30,425.64
2011-10-03,413.101
2011-10-04,404.122
2011-10-05,406.397
2011-10-06,418.33
2011-10-07,426.052
2011-10-10,432.984
2011-10-11,438.062
2011-10-12,443.721
2011-10-13,446.566
2011-10-14,449.279
2011-10-17,451.535
2011-10-18,444.643
2011-10-19,449.22
2011-10-20,438.472
2011-10-21,444.225
2011-10-24,457.352
2011-10-25,460.368
2011-10-26,462.025
2011-10-27,477.285
2011-10-28,486.11
2011-10-31,480.121
2011-11-01,468.057
2011-11-02,471.581
2011-11-03,469.803
2011-11-04,476.933
2011-11-07,477.457
2011-11-08,477.781
2011-11-09,472.57
2011-11-10,460.21
2011-11-11,468.838
2011-11-14,470.901
2011-11-15,467.429
2011-11-16,463.868
2011-11-17,460.193
2011-11-18,452.013
2011-11-21,440.835
2011-11-22,439.845
2011-11-23,428.673
2011-11-24,429.546
2011-11-25,424.996
2011-11-28,437.001
2011-11-29,439.74
2011-11-30,449.143
2011-12-01,464.379
2011-12-02,466.084
2011-12-05,469.086
2011-12-06,462.593
2011-12-07,465.705
2011-12-08,459.447
2011-12-09,453.092
2011-12-12,448.164
2011-12-13,444.555
2011-12-14,438.4
2011-12-15,435.26
2011-12-16,437.631
2011-12-19,429.831
2011-12-20,435.995
2011-12-21,443.735
2011-12-22,446.212
2011-12-23,450.176
2011-12-26,449.861
2011-12-27,448.159
2011-12-28,442.314
2011-12-29,442.937
2011-12-30,443.851
2012-01-02,443.995
2012-01-03,455.984
2012-01-04,455.634
2012-01-05,454.457
2012-01-06,451.923
2012-01-09,454.056
2012-01-10,463.175
2012-01-11,463.554
2012-01-12,466.63
2012-01-13,466.643
2012-01-16,466.537
2012-01-17,477.034
2012-01-18,481.494
2012-01-19,486.801
2012-01-20,488.875
2012-01-23,491.576
2012-01-24,490.962
2012-01-25,491.881
2012-01-26,499.075
2012-01-27,500.691
2012-01-30,495.937
2012-01-31,502.922
2012-02-01,508.849
2012-02-02,516.428
2012-02-03,518.685
2012-02-06,518.729
2012-02-07,519.304
2012-02-08,525.889
2012-02-09,526.339
2012-02-10,515.711
2012-02-13,521.131
2012-02-14,517.777
2012-02-15,522.651
2012-02-16,517.082
2012-02-17,523.018
2012-02-20,525.195
2012-02-21,523.987
2012-02-22,522.973
2012-02-23,520.985
2012-02-24,525.45
2012-02-27,519.472
2012-02-28,526.056
2012-02-29,530.868
2012-03-01,529.961
2012-03-02,532.211
2012-03-05,524.102
2012-03-06,511.189
2012-03-07,508.926
2012-03-08,516.04
2012-03-09,519.17
2012-03-12,514.904
2012-03-13,523.522
2012-03-14,523.234
2012-03-15,522.023
2012-03-16,521.272
2012-03-19,519.031
2012-03-20,513.432
2012-03-21,512.051
2012-03-22,507.604
2012-03-23,508.348
2012-03-26,509.313
2012-03-27,513.953
2012-03-28,507.918
2012-03-29,502.286
2012-03-30,507.537
2012-04-02,510.123
2012-04-03,513.246
2012-04-04,503.993
2012-04-05,502.707
2012-04-06,502.125
2012-04-09,496.666
2012-04-10,492.615
2012-04-11,492.365
2012-04-12,498.158
2012-04-13,500.288
2012-04-16,496.462
2012-04-17,496.493
2012-04-18,497.518
2012-04-19,496.522
2012-04-20,495.737
2012-04-23,489.364
2012-04-24,490.345
2012-04-25,490.36
2012-04-26,491.377
2012-04-27,492.672
2012-04-30,495.524
2012-05-01,495.351
2012-05-02,498.493
2012-05-03,495.413
2012-05-04,490.395
2012-05-07,485.289
2012-05-08,480.957
2012-05-09,473.701
2012-05-10,474.905
2012-05-11,469.479
2012-05-14,459.789
2012-05-15,456.986
2012-05-16,447.665
2012-05-17,445.666
2012-05-18,439.434
2012-05-21,443.09
2012-05-22,446.152
2012-05-23,435.565
2012-05-24,437.403
2012-05-25,437.414
2012-05-28,441.122
2012-05-29,447.837
2012-05-30,440.85
2012-05-31,440.161
2012-06-01,434.46
2012-06-04,430.292
2012-06-05,432.564
2012-06-06,440.457
2012-06-07,444.924
2012-06-08,440.666
2012-06-11,444.632
2012-06-12,443.933
2012-06-13,447.01
2012-06-14,444.772
2012-06-15,451.673
2012-06-18,455.427
2012-06-19,460.465
2012-06-20,463.164
2012-06-21,455.995
2012-06-22,448.968
2012-06-25,442.553
2012-06-26,443.638
2012-06-27,446.156
2012-06-28,442.846
2012-06-29,458.259
2012-07-02,460.691
2012-07-03,468.803
2012-07-04,468.131
2012-07-05,468.059
2012-07-06,463.051
2012-07-09,458.511
2012-07-10,457.334
2012-07-11,456.049
2012-07-12,447.48
2012-07-13,452.998
2012-07-16,452.875
2012-07-17,456.224
2012-07-18,455.284
2012-07-19,459.605
2012-07-20,457.283
2012-07-23,445.503
2012-07-24,443.603
2012-07-25,441.863
2012-07-26,447.061
2012-07-27,459.274
2012-07-30,462.739
2012-07-31,464.66
2012-08-01,465.515
2012-08-02,461.143
2012-08-03,465.218
2012-08-06,472.186
2012-08-07,472.892
2012-08-08,475.016
2012-08-09,479.288
2012-08-10,479.178
2012-08-13,476.414
2012-08-14,478.898
2012-08-15,477.51
2012-08-16,477.953
2012-08-17,475.832
2012-08-20,474.403
2012-08-21,477.105
2012-08-22,474.613
2012-08-23,476.545
2012-08-24,471.686
2012-08-27,470.891
2012-08-28,468.544
2012-08-29,465.839
2012-08-30,460.883
2012-08-31,462.052
2012-09-03,464.41
2012-09-04,462.064
2012-09-05,458.482
2012-09-06,464.435
2012-09-07,474.03
2012-09-10,475.148
2012-09-11,475.845
2012-09-12,478.462
2012-09-13,480.597
2012-09-14,497.523
2012-09-17,497.779
2012-09-18,495.335
2012-09-19,496.73
2012-09-20,491.101
2012-09-21,494.838
2012-09-24,493.297
2012-09-25,491.754
2012-09-26,486.364
2012-09-27,489.917
2012-09-28,491.212
2012-10-01,492.275
2012-10-02,492.535
2012-10-03,490.512
2012-10-04,491.472
2012-10-05,492.95
2012-10-08,487.53
2012-10-09,487.254
2012-10-10,485.074
2012-10-11,488.103
2012-10-12,488.239
2012-10-15,487.877
2012-10-16,491.493
2012-10-17,495.808
2012-10-18,497.607
2012-10-19,494.255
2012-10-22,494.78
2012-10-23,489.22
2012-10-24,488.008
2012-10-25,489.898
2012-10-26,485.921
2012-10-29,485.81
2012-10-30,486.485
2012-10-31,486.632
2012-11-01,488.743
2012-11-02,491.195
2012-11-05,488.542
2012-11-06,491.417
2012-11-07,492.132
2012-11-08,485.233
2012-11-09,482.977
2012-11-12,481.192
2012-11-13,477.027
2012-11-14,476.288
2012-11-15,473.276
2012-11-16,470.829
2012-11-19,475.351
2012-11-20,475.281
2012-11-21,475.308
2012-11-22,477.523
2012-11-23,481.972
2012-11-26,481.909
2012-11-27,482.334
2012-11-28,479.835
2012-11-29,486.123
2012-11-30,487.236
2012-12-03,487.09
2012-12-04,486.948
2012-12-05,491.689
2012-12-06,494.022
2012-12-07,495.208
2012-12-10,497.819
2012-12-11,501.331
2012-12-12,505.181
2012-12-13,505.336
2012-12-14,506.689
2012-12-17,505.893
2012-12-18,509.362
2012-12-19,513.206
2012-12-20,513.943
2012-12-21,509.588
2012-12-24,509.435
2012-12-25,510.235
2012-12-26,511.136
2012-12-27,511.895
2012-12-28,514.465
2012-12-31,514.302
2013-01-01,514.599
2013-01-02,525.467
2013-01-03,528.619
2013-01-04,526.552
2013-01-07,525.891
2013-01-08,522.191
2013-01-09,523.507
2013-01-10,526.33
2013-01-11,524.588
2013-01-14,528.825
2013-01-15,526.092
2013-01-16,524.448
2013-01-17,525.752
2013-01-18,529.449
2013-01-21,528.599
2013-01-22,529.021
2013-01-23,527.657
2013-01-24,525.637
2013-01-25,524.809
2013-01-28,521.912
2013-01-29,524.702
2013-01-30,523.042
2013-01-31,523.084
2013-02-01,525.486
2013-02-04,524.945
2013-02-05,521.01
2013-02-06,519.068
2013-02-07,515.882
2013-02-08,515.819
2013-02-11,514.624
2013-02-12,514.81
2013-02-13,518.068
2013-02-14,518.53
2013-02-15,518.047
2013-02-18,517.125
2013-02-19,516.876
2013-02-20,518.263
2013-02-21,510.37
2013-02-22,510.902
2013-02-25,511.417
2013-02-26,505.627
2013-02-27,507.691
2013-02-28,511.749
2013-03-01,510.025
2013-03-04,503.273
2013-03-05,507.364
2013-03-06,513.76
2013-03-07,513.672
2013-03-08,516.796
2013-03-11,516.616
2013-03-12,513.563
2013-03-13,507.98
2013-03-14,508.047
2013-03-15,506.238
2013-03-18,500.973
2013-03-19,497.308
2013-03-20,497.731
2013-03-21,495.847
2013-03-22,493.397
2013-03-25,496.45
2013-03-26,499.202
2013-03-27,501.145
2013-03-28,500.915
2013-03-29,502.044
2013-04-01,500.151
2013-04-02,498.496
2013-04-03,496.635
2013-04-04,492.493
2013-04-05,488.291
2013-04-08,487.238
2013-04-09,492.017
2013-04-10,495.539
2013-04-11,496.964
2013-04-12,492.077
2013-04-15,483.661
2013-04-16,485.926
2013-04-17,481.851
2013-04-18,480.592
2013-04-19,486.963
2013-04-22,487.258
2013-04-23,487.049
2013-04-24,491.725
2013-04-25,496.864
2013-04-26,494.207
2013-04-29,497.161
2013-04-30,502.212
2013-05-01,501.563
2013-05-02,500.256
2013-05-03,502.428
2013-05-06,504.974
2013-05-07,508.436
2013-05-08,511.774
2013-05-09,511.924
2013-05-10,507.46
2013-05-13,502.952
2013-05-14,504.453
2013-05-15,503.722
2013-05-16,503.992
2013-05-17,503.886
2013-05-20,505.363
2013-05-21,505.109
2013-05-22,504.631
2013-05-23,493.768
2013-05-24,493.828
2013-05-27,494.608
2013-05-28,496.081
2013-05-29,491.163
2013-05-30,488.487
2013-05-31,484.981
2013-06-03,481.274
2013-06-04,483.817
2013-06-05,477.411
2013-06-06,474.807
2013-06-07,473.367
2013-06-10,469.594
2013-06-11,460.965
2013-06-12,460.281
2013-06-13,455.828
2013-06-14,459.098
2013-06-17,461.372
2013-06-18,459.929
2013-06-19,456.572
2013-06-20,438.548
2013-06-21,434.367
2013-06-24,426.237
2013-06-25,428.213
2013-06-26,435.821
2013-06-27,442.98
2013-06-28,452.722
2013-07-01,454.004
2013-07-02,448.416
2013-07-03,439.143
2013-07-04,444.593
2013-07-05,442.822
2013-07-08,437.95
2013-07-09,441.56
2013-07-10,443.169
2013-07-11,456.15
2013-07-12,456.69
2013-07-15,460.074
2013-07-16,460.555
2013-07-17,463.975
2013-07-18,464.268
2013-07-19,461.911
2013-07-22,464.29
2013-07-23,472.274
2013-07-24,470.707
2013-07-25,468.84
2013-07-26,468.481
2013-07-29,465.461
2013-07-30,464.671
2013-07-31,461.231
2013-08-01,464.515
2013-08-02,464.996
2013-08-05,465.707
2013-08-06,460.786
2013-08-07,457.602
2013-08-08,462.295
2013-08-09,464.441
2013-08-12,468.147
2013-08-13,471.533
2013-08-14,473.188
2013-08-15,469.927
2013-08-16,469.054
2013-08-19,463.412
2013-08-20,457.436
2013-08-21,453.217
2013-08-22,453.399
2013-08-23,457.698
2013-08-26,457.958
2013-08-27,449.97
2013-08-28,447.457
2013-08-29,451.388
2013-08-30,455.073
2013-09-02,459.82
2013-09-03,458.764
2013-09-04,461.215
2013-09-05,466.218
2013-09-06,470.494
2013-09-09,479.425
2013-09-10,487.277
2013-09-11,487.349
2013-09-12,485.957
2013-09-13,484.005
2013-09-16,491.393
2013-09-17,492.257
2013-09-18,491.687
2013-09-19,501.983
2013-09-20,497.816
2013-09-23,499.502
2013-09-24,496.318
2013-09-25,495.274
2013-09-26,492.876
2013-09-27,491.252
2013-09-30,485.251
2013-10-01,488.901
2013-10-02,488.501
2013-10-03,491.701
2013-10-04,492.967
2013-10-07,491.182
2013-10-08,493.228
2013-10-09,491.642
2013-10-10,495.613
2013-10-11,500.211
2013-10-14,500.378
2013-10-15,503.894
2013-10-16,505.045
2013-10-17,505.889
2013-10-18,508.827
2013-10-21,509.129
2013-10-22,509.62
2013-10-23,503.936
2013-10-24,502.65
2013-10-25,501.145
2013-10-28,504.796
2013-10-29,506.423
2013-10-30,509.184
2013-10-31,505.52
2013-11-01,501.661
2013-11-04,501.474
2013-11-05,496.638
2013-11-06,497.913
2013-11-07,495.117
2013-11-08,488.004
2013-11-11,486.818
2013-11-12,485.186
2013-11-13,479.553
2013-11-14,484.659
2013-11-15,491.638
2013-11-18,501.442
2013-11-19,501.861
2013-11-20,499.655
2013-11-21,492.178
2013-11-22,494.165
2013-11-25,493.614
2013-11-26,489.462
2013-11-27,490.983
2013-11-28,492.204
2013-11-29,495.558
2013-12-02,492.756
2013-12-03,487.81
2013-12-04,484.789
2013-12-05,486.171
2013-12-06,488.129
2013-12-09,492.51
2013-12-10,492.269
2013-12-11,486.097
2013-12-12,481.063
2013-12-13,481.438
2013-12-16,480.986
2013-12-17,481.212
2013-12-18,482.958
2013-12-19,481.069
2013-12-20,481.039
2013-12-23,482.793
2013-12-24,484.576
2013-12-25,484.276
2013-12-26,483.891
2013-12-27,485.681
2013-12-30,487.791
2013-12-31,488.003
2014-01-01,487.968
2014-01-02,481.97
2014-01-03,476.396
2014-01-06,472.349
2014-01-07,471.598
2014-01-08,472.293
2014-01-09,468.001
2014-01-10,471.445
2014-01-13,475.059
2014-01-14,473.477
2014-01-15,474.339
2014-01-16,472.903
2014-01-17,471.682
2014-01-20,470.45
2014-01-21,471.797
2014-01-22,474.528
2014-01-23,468.107
2014-01-24,462.178
2014-01-27,454.286
2014-01-28,455.121
2014-01-29,456.153
2014-01-30,456.118
2014-01-31,456.04
2014-02-03,450.74
2014-02-04,446.75
2014-02-05,446.579
2014-02-06,452.572
2014-02-07,455.638
2014-02-10,454.78
2014-02-11,458.832
2014-02-12,463.03
2014-02-13,458.619
2014-02-14,464.078
2014-02-17,467.284
2014-02-18,464.347
2014-02-19,464.894
2014-02-20,461.584
2014-02-21,464.869
2014-02-24,464.404
2014-02-25,461.982
2014-02-26,460.967
2014-02-27,464.257
2014-02-28,464.999
2014-03-03,457.685
2014-03-04,460.407
2014-03-05,461.013
2014-03-06,466.223
2014-03-07,464.608
2014-03-10,458.918
2014-03-11,458.862
2014-03-12,454.341
2014-03-13,453.175
2014-03-14,451.773
2014-03-17,455.41
2014-03-18,458.875
2014-03-19,458.387
2014-03-20,453.817
2014-03-21,455.946
2014-03-24,461.022
2014-03-25,464.739
2014-03-26,469.74
2014-03-27,474.673
2014-03-28,479.15
2014-03-31,483.964
2014-04-01,485.908
2014-04-02,487.606
2014-04-03,485.534
2014-04-04,487.591
2014-04-07,490.098
2014-04-08,493.804
2014-04-09,495.342
2014-04-10,497.589
2014-04-11,495.847
2014-04-14,493.661
2014-04-15,487.318
2014-04-16,488.433
2014-04-17,492.238
2014-04-18,493.292
2014-04-21,492.658
2014-04-22,491.338
2014-04-23,488.426
2014-04-24,488.376
2014-04-25,482.813
2014-04-28,483.832
2014-04-29,488.419
2014-04-30,487.138
2014-05-01,487.452
2014-05-02,491.027
2014-05-05,489.859
2014-05-06,491.793
2014-05-07,492.395
2014-05-08,495.18
2014-05-09,494.167
2014-05-12,497.495
2014-05-13,500.847
2014-05-14,505.839
2014-05-15,504.047
2014-05-16,506.152
2014-05-19,509.114
2014-05-20,505.081
2014-05-21,505.799
2014-05-22,510.902
2014-05-23,512.233
2014-05-26,511.527
2014-05-27,506.934
2014-05-28,509.315
2014-05-29,509.573
2014-05-30,503.756
2014-06-02,505.11
2014-06-03,507.879
2014-06-04,505.797
2014-06-05,507.842
2014-06-06,513.199
2014-06-09,515.834
2014-06-10,519.245
2014-06-11,518.683
2014-06-12,518.268
2014-06-13,516.213
2014-06-16,514.648
2014-06-17,513.258
2014-06-18,514.039
2014-06-19,517.061
2014-06-20,514.094
2014-06-23,514.001
2014-06-24,516.448
2014-06-25,513.517
2014-06-26,515.947
2014-06-27,515.87
2014-06-30,518.056
2014-07-01,518.028
2014-07-02,522.122
2014-07-03,522.365
2014-07-04,522.87
2014-07-07,523.811
2014-07-08,524.045
2014-07-09,522.734
2014-07-10,524.198
2014-07-11,521.736
2014-07-14,525.009
2014-07-15,527.093
2014-07-16,528.382
2014-07-17,527.292
2014-07-18,527.8
2014-07-21,528.003
2014-07-22,533.484
2014-07-23,535.901
2014-07-24,538.182
2014-07-25,536.839
2014-07-28,537.345
2014-07-29,537.975
2014-07-30,537.771
2014-07-31,532.531
2014-08-01,529.104
2014-08-04,532.827
2014-08-05,529.35
2014-08-06,526.395
2014-08-07,524.718
2014-08-08,521.03
2014-08-11,529.071
2014-08-12,530.272
2014-08-13,532.689
2014-08-14,533.981
2014-08-15,536.053
2014-08-18,537.351
2014-08-19,541.22
2014-08-20,541.275
2014-08-21,539.581
2014-08-22,540.575
2014-08-25,541.947
2014-08-26,542.937
2014-08-27,546.795
2014-08-28,543.894
2014-08-29,545.023
2014-09-01,546.404
2014-09-02,545.052
2014-09-03,552.438
2014-09-04,551.452
2014-09-05,550.152
2014-09-08,549.508
2014-09-09,545.899
2014-09-10,539.721
2014-09-11,536.908
2014-09-12,532.99
2014-09-15,530.03
2014-09-16,529.114
2014-09-17,533.566
2014-09-18,529.335
2014-09-19,527.238
2014-09-22,520.28
2014-09-23,516.857
2014-09-24,518.437
2014-09-25,512.742
2014-09-26,511.045
2014-09-29,502.563
2014-09-30,500.323
2014-10-01,495.919
2014-10-02,493.453
2014-10-03,495.946
2014-10-06,502.051
2014-10-07,502.829
2014-10-08,497.569
2014-10-09,502.787
2014-10-10,494.143
2014-10-13,496.853
2014-10-14,497.04
2014-10-15,491.523
2014-10-16,484.384
2014-10-17,487.457
2014-10-20,489.776
2014-10-21,488.866
2014-10-22,490.312
2014-10-23,487.975
2014-10-24,489.639
2014-10-27,486.021
2014-10-28,492.877
2014-10-29,498.984
2014-10-30,499.361
2014-10-31,502.351
2014-11-03,499.066
2014-11-04,497.375
2014-11-05,492.145
2014-11-06,489.851
2014-11-07,488.318
2014-11-10,492.349
2014-11-11,490.579
2014-11-12,491.88
2014-11-13,490.136
2014-11-14,488.119
2014-11-17,485.898
2014-11-18,486.926
2014-11-19,486.719
2014-11-20,486.591
2014-11-21,494.123
2014-11-24,498.538
2014-11-25,497.192
2014-11-26,498.276
2014-11-27,497.666
2014-11-28,493.312
2014-12-01,482.513
2014-12-02,482.738
2014-12-03,483.682
2014-12-04,485.385
2014-12-05,485.231
2014-12-08,481.186
2014-12-09,473.57
2014-12-10,470.149
2014-12-11,463.577
2014-12-12,459.712
2014-12-15,452.205
2014-12-16,445.251
2014-12-17,450.747
2014-12-18,458.598
2014-12-19,462.598
2014-12-22,470.446
2014-12-23,467.874
2014-12-24,467.326
2014-12-25,466.998
2014-12-26,467.38
2014-12-29,470.576
2014-12-30,467.287
2014-12-31,468.105
2015-01-01,468.15
2015-01-02,466.651
2015-01-05,460.202
2015-01-06,456.712
2015-01-07,459.23
2015-01-08,467.314
2015-01-09,469.179
2015-01-12,465.912
2015-01-13,468.319
2015-01-14,465.12
2015-01-15,467.482
2015-01-16,466.209
2015-01-19,463.335
2015-01-20,465.856
2015-01-21,474.332
2015-01-22,479.187
2015-01-23,481.753
2015-01-26,479.266
2015-01-27,479.217
2015-01-28,476.408
2015-01-29,470.767
2015-01-30,465.124
2015-02-02,467.133
2015-02-03,474.021
2015-02-04,477.517
2015-02-05,477.893
2015-02-06,475.808
2015-02-09,472.626
2015-02-10,469.888
2015-02-11,466.806
2015-02-12,472.979
2015-02-13,481.189
2015-02-16,479.119
2015-02-17,479.095
2015-02-18,480.224
2015-02-19,479.665
2015-02-20,479.385
2015-02-23,477.728
2015-02-24,479.262
2015-02-25,481.221
2015-02-26,482.786
2015-02-27,480.863
2015-03-02,479.614
2015-03-03,478.369
2015-03-04,472.677
2015-03-05,472.055
2015-03-06,469.701
2015-03-09,464.642
2015-03-10,457.567
2015-03-11,455.526
2015-03-12,458.89
2015-03-13,454.653
2015-03-16,454.611
2015-03-17,458.88
2015-03-18,462.625
2015-03-19,466.097
2015-03-20,468.367
2015-03-23,470.711
2015-03-24,472.009
2015-03-25,470.41
2015-03-26,465.999
2015-03-27,462.955
2015-03-30,468.225
2015-03-31,469.893
2015-04-01,473.532
2015-04-02,478.819
2015-04-03,479.697
2015-04-06,484.154
2015-04-07,485.127
2015-04-08,492.297
2015-04-09,495.647
2015-04-10,498.231
2015-04-13,503.453
2015-04-14,503.704
2015-04-15,505.925
2015-04-16,511.778
2015-04-17,507.971
2015-04-20,505.103
2015-04-21,509.857
2015-04-22,511.582
2015-04-23,515.517
2015-04-24,519.657
2015-04-27,522.793
2015-04-28,524.506
2015-04-29,520.281
2015-04-30,514.149
2015-05-01,513.237
2015-05-04,516.764
2015-05-05,516.89
2015-05-06,513.272
2015-05-07,504.643
2015-05-08,509.744
2015-05-11,509.192
2015-05-12,505.696
2015-05-13,508.23
2015-05-14,508.045
2015-05-15,511.668
2015-05-18,509.732
2015-05-19,509.361
2015-05-20,506.666
2015-05-21,505.299
2015-05-22,507.777
2015-05-25,506.293
2015-05-26,502.261
2015-05-27,499.407
2015-05-28,493.872
2015-05-29,491.041
2015-06-01,490.158
2015-06-02,488.958
2015-06-03,487.716
2015-06-04,483.995
2015-06-05,480.377
2015-06-08,478.301
2015-06-09,475.872
2015-06-10,479.417
2015-06-11,478.646
2015-06-12,479.009
2015-06-15,474.904
2015-06-16,472.694
2015-06-17,474.482
2015-06-18,478.414
2015-06-19,477.461
2015-06-22,483.621
2015-06-23,485.863
2015-06-24,486.877
2015-06-25,484.31
2015-06-26,480.752
2015-06-29,472.339
2015-06-30,478.325
2015-07-01,477.672
2015-07-02,477.565
2015-07-03,474.539
2015-07-06,465.428
2015-07-07,460.236
2015-07-08,446.778
2015-07-09,450.759
2015-07-10,456.653
2015-07-13,461.184
2015-07-14,460.428
2015-07-15,459.552
2015-07-16,461.198
2015-07-17,459.289
2015-07-20,455.513
2015-07-21,458.531
2015-07-22,454.291
2015-07-23,451.016
2015-07-24,444.63
2015-07-27,437.212
2015-07-28,436.883
2015-07-29,441.742
2015-07-30,439.554
