Date,UNITED KINGDOM VALUE Standard (Large+Mid Cap)
1974-12-31,100.0
1975-01-31,153.419
1975-02-28,198.479
1975-03-31,176.228
1975-04-30,207.238
1975-05-30,215.603
1975-06-30,185.386
1975-07-31,175.692
1975-08-29,199.942
1975-09-30,198.12
1975-10-31,211.808
1975-11-28,207.891
1975-12-31,217.468
1976-01-30,239.088
1976-02-27,230.318
1976-03-31,215.635
1976-04-30,218.602
1976-05-31,198.747
1976-06-30,197.008
1976-07-30,189.802
1976-08-31,181.612
1976-09-30,163.131
1976-10-29,142.819
1976-11-30,156.84
1976-12-31,189.526
1977-01-31,209.113
1977-02-28,213.945
1977-03-31,228.893
1977-04-29,230.129
1977-05-31,237.949
1977-06-30,241.856
1977-07-29,237.832
1977-08-31,264.7
1977-09-30,287.656
1977-10-31,292.586
1977-11-30,278.959
1977-12-30,298.512
1978-01-31,292.031
1978-02-28,278.551
1978-03-31,285.802
1978-04-28,288.723
1978-05-31,300.631
1978-06-30,294.244
1978-07-31,320.96
1978-08-31,328.577
1978-09-29,332.704
1978-10-31,347.248
1978-11-30,332.76
1978-12-29,342.851
1979-01-31,344.905
1979-02-28,377.487
1979-03-30,424.534
1979-04-30,447.629
1979-05-31,421.096
1979-06-29,418.846
1979-07-31,417.051
1979-08-31,431.001
1979-09-28,437.782
1979-10-31,381.31
1979-11-30,397.887
1979-12-31,405.351
1980-01-31,448.211
1980-02-29,466.635
1980-03-31,413.301
1980-04-30,453.412
1980-05-30,447.402
1980-06-30,498.349
1980-07-31,515.822
1980-08-29,524.188
1980-09-30,524.786
1980-10-31,542.461
1980-11-28,519.3
1980-12-31,510.725
1981-01-30,511.503
1981-02-27,500.091
1981-03-31,506.388
1981-04-30,531.585
1981-05-29,483.381
1981-06-30,467.946
1981-07-31,447.195
1981-08-31,460.612
1981-09-30,382.716
1981-10-30,415.08
1981-11-30,499.339
1981-12-31,471.874
1982-01-29,481.695
1982-02-26,446.095
1982-03-31,453.344
1982-04-30,464.06
1982-05-31,476.003
1982-06-30,439.118
1982-07-30,440.251
1982-08-31,445.983
1982-09-30,445.185
1982-10-29,468.558
1982-11-30,444.538
1982-12-31,454.292
1983-01-31,458.306
1983-02-28,454.128
1983-03-31,469.924
1983-04-29,540.88
1983-05-31,557.793
1983-06-30,578.13
1983-07-29,548.102
1983-08-31,553.681
1983-09-30,556.126
1983-10-31,545.005
1983-11-30,566.123
1983-12-30,573.213
1984-01-31,615.019
1984-02-29,639.366
1984-03-30,658.826
1984-04-30,660.451
1984-05-31,600.134
1984-06-29,597.142
1984-07-31,558.661
1984-08-31,611.857
1984-09-28,602.538
1984-10-31,596.879
1984-11-30,609.821
1984-12-31,612.122
1985-01-31,633.318
1985-02-28,603.692
1985-03-29,690.98
1985-04-30,705.288
1985-05-31,742.025
1985-06-28,732.224
1985-07-31,810.874
1985-08-30,854.69
1985-09-30,825.002
1985-10-31,920.999
1985-11-29,988.418
1985-12-31,965.292
1986-01-31,975.163
1986-02-28,1082.717
1986-03-31,1199.004
1986-04-30,1275.561
1986-05-30,1172.263
1986-06-30,1280.611
1986-07-31,1184.62
1986-08-29,1260.968
1986-09-30,1191.902
1986-10-31,1225.991
1986-11-28,1273.322
1986-12-31,1342.533
1987-01-30,1503.388
1987-02-27,1643.205
1987-03-31,1765.727
1987-04-30,1899.425
1987-05-29,2017.244
1987-06-30,2100.292
1987-07-31,2143.307
1987-08-31,2096.323
1987-09-30,2194.219
1987-10-30,1727.858
1987-11-30,1660.303
1987-12-31,1872.026
1988-01-29,1862.598
1988-02-29,1864.137
1988-03-31,1983.88
1988-04-29,2038.063
1988-05-31,1990.419
1988-06-30,1894.465
1988-07-29,1935.256
1988-08-31,1810.697
1988-09-30,1895.596
1988-10-31,2058.077
1988-11-30,2090.786
1988-12-30,2048.862
1989-01-31,2283.051
1989-02-28,2202.776
1989-03-31,2214.516
1989-04-28,2232.556
1989-05-31,2068.929
1989-06-30,2081.596
1989-07-31,2427.15
1989-08-31,2342.403
1989-09-29,2365.72
1989-10-31,2128.289
1989-11-30,2254.53
1989-12-29,2534.763
1990-01-31,2553.918
1990-02-28,2495.49
1990-03-30,2428.833
1990-04-30,2270.057
1990-05-31,2587.4
1990-06-29,2717.427
1990-07-31,2854.47
1990-08-31,2708.928
1990-09-28,2446.821
1990-10-31,2641.992
1990-11-30,2791.735
1990-12-31,2764.254
1991-01-31,2830.069
1991-02-28,3081.443
1991-03-29,2873.268
1991-04-30,2850.813
1991-05-31,2868.818
1991-06-28,2590.31
1991-07-31,2901.767
1991-08-30,2980.169
1991-09-30,3078.769
1991-10-31,2932.691
1991-11-29,2729.968
1991-12-31,2905.354
1992-01-31,2872.546
1992-02-28,2838.237
1992-03-31,2663.26
1992-04-30,3048.238
1992-05-29,3204.819
1992-06-30,3047.733
1992-07-31,2888.006
1992-08-31,2875.139
1992-09-30,2825.738
1992-10-30,2609.689
1992-11-30,2647.46
1992-12-31,2791.796
1993-01-29,2791.698
1993-02-26,2777.237
1993-03-31,3041.205
1993-04-30,3154.027
1993-05-31,3199.144
1993-06-30,3200.914
1993-07-30,3208.142
1993-08-31,3396.855
1993-09-30,3393.745
1993-10-29,3531.653
1993-11-30,3531.748
1993-12-31,3846.498
1994-01-31,4068.564
1994-02-28,3863.651
1994-03-31,3641.399
1994-04-29,3742.379
1994-05-31,3562.642
1994-06-30,3616.616
1994-07-29,3803.959
1994-08-31,4016.954
1994-09-30,3868.45
1994-10-31,4123.912
1994-11-30,3926.128
1994-12-30,3922.319
1995-01-31,3857.365
1995-02-28,3872.256
1995-03-31,4164.629
1995-04-28,4229.613
1995-05-31,4345.232
1995-06-30,4285.23
1995-07-31,4568.106
1995-08-31,4454.102
1995-09-29,4534.791
1995-10-31,4466.249
1995-11-30,4523.04
1995-12-29,4663.238
1996-01-31,4640.292
1996-02-29,4709.486
1996-03-29,4701.674
1996-04-30,4765.669
1996-05-31,4807.281
1996-06-28,4751.577
1996-07-31,4806.61
1996-08-30,5067.624
1996-09-30,5117.959
1996-10-31,5376.523
1996-11-29,5735.154
1996-12-31,5986.964
1997-01-31,5839.634
1997-02-28,6037.342
1997-03-31,6047.224
1997-04-30,6176.105
1997-05-30,6557.992
1997-06-30,6601.934
1997-07-31,6923.881
1997-08-29,6763.714
1997-09-30,7232.827
1997-10-31,7200.253
1997-11-28,7268.34
1997-12-31,7454.233
1998-01-30,7838.161
1998-02-27,8286.607
1998-03-31,8857.942
1998-04-30,8750.321
1998-05-29,8364.996
1998-06-30,8457.019
1998-07-31,8408.822
1998-08-31,7615.265
1998-09-30,7587.967
1998-10-30,7972.445
1998-11-30,8305.222
1998-12-31,8250.091
1999-01-29,7924.508
1999-02-26,8258.839
1999-03-31,8687.541
1999-04-30,9484.895
1999-05-31,8912.268
1999-06-30,8903.575
1999-07-30,9196.456
1999-08-31,9161.776
1999-09-30,9111.534
1999-10-29,9099.136
1999-11-30,9041.567
1999-12-31,9501.487
2000-01-31,8547.406
2000-02-29,8123.936
2000-03-31,8759.604
2000-04-28,8133.61
2000-05-31,8222.877
2000-06-30,8211.631
2000-07-31,8335.075
2000-08-31,8326.617
2000-09-29,8113.173
2000-10-31,8481.847
2000-11-30,7865.847
2000-12-29,8510.595
2001-01-31,8466.946
2001-02-28,7667.674
2001-03-30,7496.232
2001-04-30,8010.927
2001-05-31,7661.101
2001-06-29,7316.773
2001-07-31,7355.661
2001-08-31,7383.512
2001-09-28,6970.149
2001-10-31,7069.863
2001-11-30,7196.872
2001-12-31,7392.983
2002-01-31,7000.833
2002-02-28,6900.417
2002-03-29,7314.356
2002-04-30,7270.767
2002-05-31,7297.02
2002-06-28,6885.992
2002-07-31,6543.4
2002-08-30,6564.143
2002-09-30,5629.662
2002-10-31,6156.665
2002-11-29,6483.42
2002-12-31,6258.305
2003-01-31,5841.114
2003-02-28,5853.437
2003-03-31,5810.647
2003-04-30,6384.867
2003-05-30,6878.292
2003-06-30,7021.405
2003-07-31,7207.324
2003-08-29,7238.146
2003-09-30,7420.027
2003-10-31,7971.861
2003-11-28,8148.4
2003-12-31,8864.462
2004-01-30,8769.34
2004-02-27,9226.118
2004-03-31,9053.435
2004-04-30,8987.539
2004-05-31,9253.232
2004-06-30,9340.256
2004-07-30,9328.857
2004-08-31,9415.527
2004-09-30,9794.985
2004-10-29,9989.462
2004-11-30,10638.14
2004-12-31,11082.454
2005-01-31,11064.841
2005-02-28,11521.179
2005-03-31,11164.913
2005-04-29,10962.143
