Date,UNITED KINGDOM VALUE Standard (Large+Mid Cap)
2005-05-31,10869.412
2005-06-30,11187.987
2005-07-29,11214.941
2005-08-31,11481.243
2005-09-30,11670.84
2005-10-31,11256.493
2005-11-30,11480.283
2005-12-30,11793.862
2006-01-31,12449.365
2006-02-28,12518.554
2006-03-31,12819.602
2006-04-28,13444.838
2006-05-31,13212.237
2006-06-30,13346.105
2006-07-31,13718.471
2006-08-31,14107.026
2006-09-29,14265.509
2006-10-31,15057.826
2006-11-30,15451.807
2006-12-29,15768.792
2007-01-31,15609.373
2007-02-28,15330.479
2007-03-30,15630.671
2007-04-30,16382.795
2007-05-31,16657.783
2007-06-29,17018.098
2007-07-31,16493.626
2007-08-31,16268.91
2007-09-28,16582.905
2007-10-31,17699.946
2007-11-30,16290.777
2007-12-31,15909.367
2008-01-31,14297.375
2008-02-29,14165.045
2008-03-31,13993.801
2008-04-30,14968.921
2008-05-30,14627.06
2008-06-30,13467.591
2008-07-31,12946.364
2008-08-29,12657.008
2008-09-30,10969.821
2008-10-31,9012.521
2008-11-28,8691.289
2008-12-31,8257.859
2009-01-30,7313.132
2009-02-27,6588.644
2009-03-31,6847.476
2009-04-30,8070.68
2009-05-29,9127.753
2009-06-30,8961.12
2009-07-31,9813.485
2009-08-31,10715.482
2009-09-30,10892.202
2009-10-30,10918.787
2009-11-30,11107.145
2009-12-31,11261.848
2010-01-29,10716.271
2010-02-26,10552.466
2010-03-31,10962.61
2010-04-30,10969.257
2010-05-31,9636.177
2010-06-30,9200.41
2010-07-30,10419.03
2010-08-31,10230.239
2010-09-30,11059.403
2010-10-29,11546.112
2010-11-30,10933.144
2010-12-31,11693.272
2011-01-31,12230.462
2011-02-28,12827.413
2011-03-31,12365.816
2011-04-29,13299.196
2011-05-31,13080.208
2011-06-30,12676.054
2011-07-29,12803.442
2011-08-31,11758.702
2011-09-30,11004.005
2011-10-31,12406.154
2011-11-30,12152.448
2011-12-30,12210.741
2012-01-31,12646.946
2012-02-29,13222.64
2012-03-30,13014.456
2012-04-30,13143.359
2012-05-31,11653.128
2012-06-29,12640.571
2012-07-31,12740.17
2012-08-31,13311.232
2012-09-28,13703.784
2012-10-31,13895.426
2012-11-30,14060.21
2012-12-31,14474.744
2013-01-31,15058.082
2013-02-28,14393.504
2013-03-29,14466.975
2013-04-30,15022.711
2013-05-31,15036.685
2013-06-28,14220.815
2013-07-31,15204.121
2013-08-30,15162.507
2013-09-30,15976.779
2013-10-31,16463.0
2013-11-29,16702.867
2013-12-31,17102.601
2014-01-31,16582.548
2014-02-28,17713.445
2014-03-31,17036.23
2014-04-30,17953.923
2014-05-30,17909.217
2014-06-30,17935.709
2014-07-31,17979.64
2014-08-29,17902.878
2014-09-30,16894.93
2014-10-31,16526.86
2014-11-28,16459.646
2014-12-31,16034.949
2015-01-30,15698.858
2015-02-27,16625.885
2015-03-31,15702.389
2015-04-30,16825.863
2015-05-29,16802.095
2015-06-30,16046.455
2015-07-31,16157.948
2015-08-31,14887.152
2015-09-30,13907.406
2015-10-30,14829.569
2015-11-30,14373.902
2015-12-31,13711.425
2016-01-29,12831.872
2016-02-29,12747.725
2016-03-31,13336.05
2016-04-29,14078.512
2016-05-31,13838.212
2016-06-30,13458.766
2016-07-29,13763.831
2016-08-31,13874.7
2016-09-30,14063.315
2016-10-31,13654.903
2016-11-30,13793.47
2016-12-30,14532.834
2017-01-31,14592.531
2017-02-28,14662.156
2017-03-31,14859.582
2017-04-28,15119.462
2017-05-31,15765.263
2017-06-30,15525.19
2017-07-31,16052.619
2017-08-31,15906.013
2017-09-29,16668.336
2017-10-31,16718.657
2017-11-30,16820.492
2017-12-29,17615.565
2018-01-31,18226.761
2018-02-28,17162.26
2018-03-30,16918.731
2018-04-30,18059.42
2018-05-31,17843.473
2018-06-29,17641.628
2018-07-31,17715.949
2018-08-31,16743.662
2018-09-28,17129.54
2018-10-31,16093.676
2018-11-30,15621.663
2018-12-31,14969.11
2019-01-31,16104.264
2019-02-28,16640.016
2019-03-29,16810.412
2019-04-30,17104.928
2019-05-31,15823.9
2019-06-28,16635.237
2019-07-31,16186.025
2019-08-30,15030.908
2019-09-30,15930.842
2019-10-31,16405.978
2019-11-29,16733.563
2019-12-31,17723.575
2020-01-31,16818.865
2020-02-28,14646.798
2020-03-31,11993.233
2020-04-30,12257.672
2020-05-29,12136.536
2020-06-30,12471.713
2020-07-31,12349.756
2020-08-31,12813.11
2020-09-30,11907.574
2020-10-30,11420.726
2020-11-30,13843.476
2020-12-31,14668.827
2021-01-29,14565.879
2021-02-26,15270.608
2021-03-31,15805.477
2021-04-30,16330.352
2021-05-31,16878.968
2021-06-30,16311.555
2021-07-30,16429.43
2021-08-31,16555.754
2021-09-30,16127.84
2021-10-29,16846.675
2021-11-30,15914.874
2021-12-31,17102.765
2022-01-31,18010.68
2022-02-28,18246.311
2022-03-31,18431.426
2022-04-29,17690.055
2022-05-31,18362.962
2022-06-30,16671.366
2022-07-29,16926.687
2022-08-31,16181.482
2022-09-30,14752.342
2022-10-31,15706.383
2022-11-30,17427.553
2022-12-30,17424.412
2023-01-31,18825.046
2023-02-28,18849.239
2023-03-31,18213.948
2023-04-28,19190.177
2023-05-31,17629.063
2023-06-30,18363.446
2023-07-31,19098.131
2023-08-31,18387.537
2023-09-29,18559.023
2023-10-31,17765.272
2023-11-30,19002.418
2023-12-29,19650.344
2024-01-31,19174.54
2024-02-29,18904.193
2024-03-29,20010.049
2024-04-30,20781.574
2024-05-31,21570.0
2024-06-28,21185.817
2024-07-31,22256.034
2024-08-30,22530.612
2024-09-30,22857.304
2024-10-31,21790.286
2024-11-29,22202.977
2024-12-31,21710.008
2025-01-31,22842.193
2025-02-28,23694.994
2025-03-31,24054.924
2025-04-30,24315.597
2025-05-30,25508.751
