Date,UNITED KINGDOM VALUE Standard (Large+Mid Cap)
2001-06-20,7382.196
2001-06-21,7365.875
2001-06-22,7381.175
2001-06-25,7388.206
2001-06-26,7292.208
2001-06-27,7336.123
2001-06-28,7352.276
2001-06-29,7316.773
2001-07-02,7483.319
2001-07-03,7365.483
2001-07-04,7327.096
2001-07-05,7266.64
2001-07-06,7177.253
2001-07-09,7186.922
2001-07-10,7195.353
2001-07-11,7098.007
2001-07-12,7198.56
2001-07-13,7246.719
2001-07-16,7223.807
2001-07-17,7085.595
2001-07-18,7116.176
2001-07-19,7192.494
2001-07-20,7173.728
2001-07-23,7209.031
2001-07-24,7081.174
2001-07-25,7018.23
2001-07-26,7005.974
2001-07-27,7151.489
2001-07-30,7244.554
2001-07-31,7355.661
2001-08-01,7391.21
2001-08-02,7473.318
2001-08-03,7462.385
2001-08-06,7351.438
2001-08-07,7370.333
2001-08-08,7288.202
2001-08-09,7224.414
2001-08-10,7260.039
2001-08-13,7271.046
2001-08-14,7379.07
2001-08-15,7441.82
2001-08-16,7380.425
2001-08-17,7327.462
2001-08-20,7346.704
2001-08-21,7460.313
2001-08-22,7480.038
2001-08-23,7415.878
2001-08-24,7508.79
2001-08-27,7490.62
2001-08-28,7470.14
2001-08-29,7475.908
2001-08-30,7353.748
2001-08-31,7383.512
2001-09-03,7346.907
2001-09-04,7433.225
2001-09-05,7407.942
2001-09-06,7235.01
2001-09-07,7078.807
2001-09-10,6996.154
2001-09-11,6748.259
2001-09-12,6823.067
2001-09-13,6924.432
2001-09-14,6686.13
2001-09-17,6889.08
2001-09-18,6880.105
2001-09-19,6729.449
2001-09-20,6501.466
2001-09-21,6327.098
2001-09-24,6543.546
2001-09-25,6623.275
2001-09-26,6747.29
2001-09-27,6788.448
2001-09-28,6970.149
2001-10-01,6837.012
2001-10-02,6874.728
2001-10-03,6965.328
2001-10-04,7194.238
2001-10-05,7242.441
2001-10-08,7209.183
2001-10-09,7156.765
2001-10-10,7273.437
2001-10-11,7227.728
2001-10-12,7208.373
2001-10-15,7090.485
2001-10-16,7129.247
2001-10-17,7333.054
2001-10-18,7177.111
2001-10-19,6972.781
2001-10-22,6985.434
2001-10-23,7133.927
2001-10-24,7089.416
2001-10-25,7002.132
2001-10-26,7191.677
2001-10-29,7145.154
2001-10-30,7029.953
2001-10-31,7069.863
2001-11-01,7112.558
2001-11-02,7174.356
2001-11-05,7262.47
2001-11-06,7278.175
2001-11-07,7358.234
2001-11-08,7401.923
2001-11-09,7367.043
2001-11-12,7218.844
2001-11-13,7340.608
2001-11-14,7266.551
2001-11-15,7177.446
2001-11-16,7222.819
2001-11-19,7267.931
2001-11-20,7239.069
2001-11-21,7219.353
2001-11-22,7264.346
2001-11-23,7172.042
2001-11-26,7207.605
2001-11-27,7196.499
2001-11-28,7149.98
2001-11-29,7162.42
2001-11-30,7196.872
2001-12-03,7097.264
2001-12-04,7160.879
2001-12-05,7355.162
2001-12-06,7475.532
2001-12-07,7381.556
2001-12-10,7241.142
2001-12-11,7194.682
2001-12-12,7193.667
2001-12-13,7112.641
2001-12-14,7135.856
2001-12-17,7308.173
2001-12-18,7326.7
2001-12-19,7217.271
2001-12-20,7135.392
2001-12-21,7178.696
2001-12-24,7243.985
2001-12-25,7243.985
2001-12-26,7286.259
2001-12-27,7366.841
2001-12-28,7378.409
2001-12-31,7392.983
2002-01-01,7392.983
2002-01-02,7331.759
2002-01-03,7460.583
2002-01-04,7507.22
2002-01-07,7444.742
2002-01-08,7377.573
2002-01-09,7285.456
2002-01-10,7233.247
2002-01-11,7251.026
2002-01-14,7147.023
2002-01-15,7207.12
2002-01-16,7115.674
2002-01-17,7148.295
2002-01-18,7096.934
2002-01-21,7108.659
2002-01-22,7060.943
2002-01-23,7071.887
2002-01-24,7158.748
2002-01-25,7061.037
2002-01-28,7106.968
2002-01-29,6965.156
2002-01-30,6909.26
2002-01-31,7000.833
2002-02-01,7046.515
2002-02-04,6989.705
2002-02-05,6857.919
2002-02-06,6784.278
2002-02-07,6873.295
2002-02-08,6920.836
2002-02-11,6973.497
2002-02-12,6938.54
2002-02-13,6966.292
2002-02-14,7026.832
2002-02-15,7007.822
2002-02-18,6962.683
2002-02-19,6864.002
2002-02-20,6751.127
2002-02-21,6831.207
2002-02-22,6809.534
2002-02-25,6887.147
2002-02-26,6958.527
2002-02-27,7024.879
2002-02-28,6900.417
2002-03-01,7003.784
2002-03-04,7200.304
2002-03-05,7165.646
2002-03-06,7261.935
2002-03-07,7359.345
2002-03-08,7319.984
2002-03-11,7282.105
2002-03-12,7199.773
2002-03-13,7245.315
2002-03-14,7273.878
2002-03-15,7351.314
2002-03-18,7368.95
2002-03-19,7371.353
2002-03-20,7332.994
2002-03-21,7344.618
2002-03-22,7307.575
2002-03-25,7224.715
2002-03-26,7233.598
2002-03-27,7234.203
2002-03-28,7314.356
2002-03-29,7314.356
2002-04-01,7388.321
2002-04-02,7364.15
2002-04-03,7360.427
2002-04-04,7321.077
2002-04-05,7325.21
2002-04-08,7225.673
2002-04-09,7187.681
2002-04-10,7258.499
2002-04-11,7118.262
2002-04-12,7119.772
2002-04-15,7212.231
2002-04-16,7345.77
2002-04-17,7370.13
2002-04-18,7336.744
2002-04-19,7350.447
2002-04-22,7319.521
2002-04-23,7237.327
2002-04-24,7264.138
2002-04-25,7291.294
2002-04-26,7210.373
2002-04-29,7237.578
2002-04-30,7270.767
2002-05-01,7230.433
2002-05-02,7293.176
2002-05-03,7332.005
2002-05-06,7328.01
2002-05-07,7188.901
2002-05-08,7333.372
2002-05-09,7336.994
2002-05-10,7306.915
2002-05-13,7357.685
2002-05-14,7384.61
2002-05-15,7435.162
2002-05-16,7438.922
2002-05-17,7426.379
2002-05-20,7392.3
2002-05-21,7363.799
2002-05-22,7292.008
2002-05-23,7322.128
2002-05-24,7403.966
2002-05-27,7322.663
2002-05-28,7234.032
2002-05-29,7257.83
2002-05-30,7209.598
2002-05-31,7297.02
2002-06-03,7289.29
2002-06-04,7297.519
2002-06-05,7124.349
2002-06-06,7092.76
2002-06-07,7032.677
2002-06-10,7022.622
2002-06-11,7089.871
2002-06-12,7002.385
2002-06-13,6878.718
2002-06-14,6672.003
2002-06-17,6847.113
2002-06-18,6810.596
2002-06-19,6751.494
2002-06-20,6692.397
2002-06-21,6721.078
2002-06-24,6667.204
2002-06-25,6783.236
2002-06-26,6725.727
2002-06-27,6719.581
2002-06-28,6885.992
2002-07-01,6962.289
2002-07-02,6771.829
2002-07-03,6527.269
2002-07-04,6632.961
2002-07-05,6854.864
2002-07-08,6906.352
2002-07-09,6857.826
2002-07-10,6706.428
2002-07-11,6442.854
2002-07-12,6427.663
2002-07-15,6131.857
2002-07-16,6241.197
2002-07-17,6479.085
2002-07-18,6659.327
2002-07-19,6397.367
2002-07-22,6058.879
2002-07-23,5959.941
2002-07-24,5883.61
2002-07-25,6170.187
2002-07-26,6184.853
2002-07-29,6427.828
2002-07-30,6460.116
2002-07-31,6543.4
2002-08-01,6221.894
2002-08-02,6286.716
2002-08-05,6160.819
2002-08-06,6280.64
2002-08-07,6191.403
2002-08-08,6392.18
2002-08-09,6464.932
2002-08-12,6330.922
2002-08-13,6429.369
2002-08-14,6371.882
2002-08-15,6580.952
2002-08-16,6608.282
2002-08-19,6760.403
2002-08-20,6686.586
2002-08-21,6710.063
2002-08-22,6802.365
2002-08-23,6714.398
2002-08-26,6726.76
2002-08-27,6855.6
2002-08-28,6596.3
2002-08-29,6558.741
2002-08-30,6564.143
2002-09-02,6490.125
2002-09-03,6283.24
2002-09-04,6254.342
2002-09-05,6230.04
2002-09-06,6360.993
2002-09-09,6261.029
2002-09-10,6408.686
2002-09-11,6427.69
2002-09-12,6252.735
2002-09-13,6148.637
2002-09-16,6157.676
2002-09-17,6067.189
2002-09-18,5871.101
2002-09-19,5809.965
2002-09-20,5888.924
2002-09-23,5732.133
2002-09-24,5605.827
2002-09-25,5609.012
2002-09-26,5818.497
2002-09-27,5865.678
2002-09-30,5629.662
2002-10-01,5713.813
2002-10-02,5843.881
2002-10-03,5820.253
2002-10-04,5718.432
2002-10-07,5663.83
2002-10-08,5574.456
2002-10-09,5609.85
2002-10-10,5684.412
2002-10-11,5977.337
2002-10-14,5866.041
2002-10-15,6194.834
2002-10-16,6081.0
2002-10-17,6238.623
2002-10-18,6208.923
2002-10-21,6200.227
2002-10-22,6145.971
2002-10-23,6023.642
2002-10-24,6221.002
2002-10-25,6154.78
2002-10-28,6225.825
2002-10-29,5978.941
2002-10-30,6072.527
2002-10-31,6156.665
2002-11-01,6101.254
2002-11-04,6285.733
2002-11-05,6317.85
2002-11-06,6205.998
2002-11-07,6263.237
2002-11-08,6211.916
2002-11-11,6182.597
2002-11-12,6329.223
2002-11-13,6255.166
2002-11-14,6258.208
2002-11-15,6354.105
2002-11-18,6438.077
2002-11-19,6425.859
2002-11-20,6373.486
2002-11-21,6547.356
2002-11-22,6544.589
2002-11-25,6401.972
2002-11-26,6295.413
2002-11-27,6353.078
2002-11-28,6505.319
2002-11-29,6483.42
2002-12-02,6469.871
2002-12-03,6371.409
2002-12-04,6327.343
2002-12-05,6296.406
2002-12-06,6281.038
2002-12-09,6150.009
2002-12-10,6116.723
2002-12-11,6208.318
2002-12-12,6127.932
2002-12-13,6067.874
2002-12-16,6260.722
2002-12-17,6200.961
2002-12-18,6092.959
2002-12-19,6096.069
2002-12-20,6170.753
2002-12-23,6200.7
2002-12-24,6218.404
2002-12-25,6218.404
2002-12-26,6217.236
2002-12-27,6066.171
2002-12-30,6184.408
2002-12-31,6258.305
2003-01-01,6258.305
2003-01-02,6332.268
2003-01-03,6380.195
2003-01-06,6419.195
2003-01-07,6330.135
2003-01-08,6235.384
2003-01-09,6275.782
2003-01-10,6372.167
2003-01-13,6330.034
2003-01-14,6341.374
2003-01-15,6228.934
2003-01-16,6240.047
2003-01-17,6167.777
2003-01-20,6051.696
2003-01-21,6005.489
2003-01-22,5937.78
2003-01-23,5884.091
2003-01-24,5901.322
2003-01-27,5727.386
2003-01-28,5756.008
2003-01-29,5741.485
2003-01-30,5879.687
2003-01-31,5841.114
2003-02-03,6030.449
2003-02-04,5902.992
2003-02-05,6059.462
2003-02-06,5896.668
2003-02-07,5894.958
2003-02-10,5844.215
2003-02-11,5948.292
2003-02-12,5888.339
2003-02-13,5916.137
2003-02-14,5881.856
2003-02-17,5964.789
2003-02-18,5980.922
2003-02-19,5888.64
2003-02-20,5928.798
2003-02-21,5968.417
2003-02-24,5923.79
2003-02-25,5762.816
2003-02-26,5768.236
2003-02-27,5730.24
2003-02-28,5853.437
2003-03-03,5926.379
2003-03-04,5836.7
2003-03-05,5828.052
2003-03-06,5827.496
2003-03-07,5721.586
2003-03-10,5588.222
2003-03-11,5641.067
2003-03-12,5411.496
2003-03-13,5695.81
2003-03-14,5812.243
2003-03-17,5971.419
2003-03-18,5964.865
2003-03-19,6011.572
2003-03-20,6023.917
2003-03-21,6162.507
2003-03-24,6027.123
2003-03-25,6010.085
2003-03-26,6064.651
2003-03-27,5942.59
2003-03-28,5907.694
2003-03-31,5810.647
2003-04-01,5905.037
2003-04-02,5997.276
2003-04-03,6044.943
2003-04-04,6072.305
2003-04-07,6199.685
2003-04-08,6086.041
2003-04-09,6090.859
2003-04-10,6087.951
2003-04-11,6083.252
2003-04-14,6159.175
2003-04-15,6266.657
2003-04-16,6207.226
2003-04-17,6250.831
2003-04-18,6250.831
2003-04-21,6191.643
2003-04-22,6297.658
2003-04-23,6388.4
2003-04-24,6347.026
2003-04-25,6255.539
2003-04-28,6391.046
2003-04-29,6395.044
2003-04-30,6384.867
2003-05-01,6324.057
2003-05-02,6423.812
2003-05-05,6435.831
2003-05-06,6558.367
2003-05-07,6452.009
2003-05-08,6378.42
2003-05-09,6460.564
2003-05-12,6505.78
2003-05-13,6519.887
2003-05-14,6541.381
2003-05-15,6651.982
2003-05-16,6695.337
2003-05-19,6592.688
2003-05-20,6647.432
2003-05-21,6629.733
2003-05-22,6672.828
2003-05-23,6698.512
2003-05-26,6701.58
2003-05-27,6733.514
2003-05-28,6855.216
2003-05-29,6966.382
2003-05-30,6878.292
2003-06-02,7011.88
2003-06-03,6967.402
2003-06-04,6988.475
2003-06-05,7053.278
2003-06-06,7181.845
2003-06-09,7078.475
2003-06-10,7058.504
2003-06-11,7211.376
2003-06-12,7258.053
2003-06-13,7223.301
2003-06-16,7308.743
2003-06-17,7408.564
2003-06-18,7382.288
2003-06-19,7253.863
2003-06-20,7266.988
2003-06-23,7176.16
2003-06-24,7096.908
2003-06-25,7146.722
2003-06-26,7073.896
2003-06-27,7058.961
2003-06-30,7021.405
2003-07-01,6954.155
2003-07-02,7032.026
2003-07-03,7083.529
2003-07-04,7066.482
2003-07-07,7135.063
2003-07-08,7093.895
2003-07-09,7037.082
2003-07-10,6987.257
2003-07-11,7055.682
2003-07-14,7145.917
2003-07-15,7031.395
2003-07-16,6955.359
2003-07-17,6900.47
2003-07-18,6915.123
2003-07-21,6944.57
2003-07-22,6996.639
2003-07-23,7030.339
2003-07-24,7146.73
2003-07-25,7147.242
2003-07-28,7212.639
2003-07-29,7189.388
2003-07-30,7188.29
2003-07-31,7207.324
2003-08-01,7118.713
2003-08-04,7134.407
2003-08-05,7162.126
2003-08-06,7092.728
2003-08-07,7165.368
2003-08-08,7206.432
2003-08-11,7222.261
2003-08-12,7244.354
2003-08-13,7307.585
2003-08-14,7362.141
2003-08-15,7349.17
2003-08-18,7382.547
2003-08-19,7341.492
2003-08-20,7346.511
2003-08-21,7341.349
2003-08-22,7316.437
2003-08-25,7322.482
2003-08-26,7222.704
2003-08-27,7266.821
2003-08-28,7270.395
2003-08-29,7238.146
2003-09-01,7273.296
2003-09-02,7296.781
2003-09-03,7396.214
2003-09-04,7398.851
2003-09-05,7394.306
2003-09-08,7454.025
2003-09-09,7398.541
2003-09-10,7354.751
2003-09-11,7364.581
2003-09-12,7412.711
2003-09-15,7436.506
2003-09-16,7460.961
2003-09-17,7518.231
2003-09-18,7608.723
2003-09-19,7582.202
2003-09-22,7608.384
2003-09-23,7590.853
2003-09-24,7637.874
2003-09-25,7607.651
2003-09-26,7517.34
2003-09-29,7507.885
2003-09-30,7420.027
2003-10-01,7592.563
2003-10-02,7679.101
2003-10-03,7778.606
2003-10-06,7812.082
2003-10-07,7816.489
2003-10-08,7765.154
2003-10-09,7844.306
2003-10-10,7842.806
2003-10-13,7936.724
2003-10-14,7890.594
2003-10-15,7968.366
2003-10-16,7971.293
2003-10-17,7928.514
2003-10-20,7987.025
2003-10-21,8001.661
2003-10-22,7936.835
2003-10-23,7819.577
2003-10-24,7864.594
2003-10-27,7873.408
2003-10-28,7906.616
2003-10-29,7942.265
2003-10-30,7986.949
2003-10-31,7971.861
2003-11-03,8007.872
2003-11-04,8000.882
2003-11-05,7967.621
2003-11-06,7928.856
2003-11-07,8029.367
2003-11-10,7991.579
2003-11-11,7948.294
2003-11-12,8028.647
2003-11-13,8057.759
2003-11-14,8078.236
2003-11-17,7988.074
2003-11-18,8017.538
2003-11-19,7989.257
2003-11-20,7956.661
2003-11-21,7982.318
2003-11-24,8050.722
2003-11-25,8079.644
2003-11-26,8126.63
2003-11-27,8126.82
2003-11-28,8148.4
2003-12-01,8268.771
2003-12-02,8232.947
2003-12-03,8271.338
2003-12-04,8213.404
2003-12-05,8219.583
2003-12-08,8247.612
2003-12-09,8355.569
2003-12-10,8310.317
2003-12-11,8277.044
2003-12-12,8340.018
2003-12-15,8353.784
2003-12-16,8328.143
2003-12-17,8447.327
2003-12-18,8561.412
2003-12-19,8621.437
2003-12-22,8641.484
2003-12-23,8673.335
2003-12-24,8711.984
2003-12-25,8711.984
2003-12-26,8721.562
2003-12-29,8726.827
2003-12-30,8804.419
2003-12-31,8864.462
2004-01-01,8864.462
2004-01-02,8913.264
2004-01-05,8996.011
2004-01-06,9067.237
2004-01-07,8989.306
2004-01-08,9063.343
2004-01-09,9049.72
2004-01-12,9049.268
2004-01-13,9004.901
2004-01-14,8983.846
2004-01-15,8926.919
2004-01-16,8880.646
2004-01-19,8871.071
2004-01-20,8970.45
2004-01-21,9086.472
2004-01-22,9064.408
2004-01-23,8975.078
2004-01-26,8861.178
2004-01-27,8846.717
2004-01-28,8975.771
2004-01-29,8791.742
2004-01-30,8769.34
2004-02-02,8752.076
2004-02-03,8853.885
2004-02-04,8817.671
2004-02-05,8819.354
2004-02-06,8924.571
2004-02-09,9060.033
2004-02-10,9014.904
2004-02-11,9044.906
2004-02-12,9112.505
2004-02-13,9158.847
2004-02-16,9189.983
2004-02-17,9332.604
2004-02-18,9330.483
2004-02-19,9389.302
2004-02-20,9302.549
2004-02-23,9282.71
2004-02-24,9319.914
2004-02-25,9343.753
2004-02-26,9266.321
2004-02-27,9226.118
2004-03-01,9371.129
2004-03-02,9259.831
2004-03-03,9141.898
2004-03-04,9198.754
2004-03-05,9273.875
2004-03-08,9281.512
2004-03-09,9227.284
2004-03-10,9092.151
2004-03-11,8880.255
2004-03-12,8890.871
2004-03-15,8821.793
2004-03-16,8962.535
2004-03-17,9018.152
2004-03-18,8999.201
2004-03-19,9049.865
2004-03-22,8934.021
2004-03-23,8919.36
2004-03-24,8865.69
2004-03-25,8875.569
2004-03-26,8809.617
2004-03-29,8954.345
2004-03-30,9029.8
2004-03-31,9053.435
2004-04-01,9187.285
2004-04-02,9171.857
2004-04-05,9155.741
2004-04-06,9237.255
2004-04-07,9243.119
2004-04-08,9264.335
2004-04-09,9264.335
2004-04-12,9264.335
2004-04-13,9242.212
2004-04-14,9048.753
2004-04-15,9047.916
2004-04-16,9171.345
2004-04-19,9220.553
2004-04-20,9201.703
2004-04-21,9038.756
2004-04-22,9075.142
2004-04-23,9093.738
2004-04-26,9183.202
2004-04-27,9219.661
2004-04-28,9104.562
2004-04-29,9073.973
2004-04-30,8987.539
2004-05-03,8994.128
2004-05-04,9193.786
2004-05-05,9196.847
2004-05-06,9150.962
2004-05-07,9063.594
2004-05-10,8809.375
2004-05-11,8829.484
2004-05-12,8857.43
2004-05-13,8894.695
2004-05-14,8866.47
2004-05-17,8813.679
2004-05-18,8812.042
2004-05-19,8986.614
2004-05-20,8866.039
2004-05-21,8962.846
2004-05-24,8975.597
2004-05-25,9115.011
2004-05-26,9184.997
2004-05-27,9302.696
2004-05-28,9253.232
2004-05-31,9253.232
2004-06-01,9273.342
2004-06-02,9353.534
2004-06-03,9355.94
2004-06-04,9367.922
2004-06-07,9447.496
2004-06-08,9457.841
2004-06-09,9368.927
2004-06-10,9403.61
2004-06-11,9329.133
2004-06-14,9240.883
2004-06-15,9296.339
2004-06-16,9412.067
2004-06-17,9440.796
2004-06-18,9497.218
2004-06-21,9447.506
2004-06-22,9335.006
2004-06-23,9377.248
2004-06-24,9433.456
2004-06-25,9402.888
2004-06-28,9503.113
2004-06-29,9389.814
2004-06-30,9340.256
2004-07-01,9277.57
2004-07-02,9287.484
2004-07-05,9300.14
2004-07-06,9304.85
2004-07-07,9345.485
2004-07-08,9402.209
2004-07-09,9435.187
2004-07-12,9421.361
2004-07-13,9371.157
2004-07-14,9377.737
2004-07-15,9290.517
2004-07-16,9420.863
2004-07-19,9389.352
2004-07-20,9336.184
2004-07-21,9332.382
2004-07-22,9231.928
2004-07-23,9194.718
2004-07-26,9168.095
2004-07-27,9148.491
2004-07-28,9218.721
2004-07-29,9331.508
2004-07-30,9328.857
2004-08-02,9394.796
2004-08-03,9416.95
2004-08-04,9383.392
2004-08-05,9393.865
2004-08-06,9372.489
2004-08-09,9317.971
2004-08-10,9411.408
2004-08-11,9283.328
2004-08-12,9294.162
2004-08-13,9324.576
2004-08-16,9406.939
2004-08-17,9340.443
2004-08-18,9327.199
2004-08-19,9368.225
2004-08-20,9342.216
2004-08-23,9361.314
2004-08-24,9277.51
2004-08-25,9317.457
2004-08-26,9357.733
2004-08-27,9442.71
2004-08-30,9440.079
2004-08-31,9415.527
2004-09-01,9493.889
2004-09-02,9513.382
2004-09-03,9501.925
2004-09-06,9535.34
2004-09-07,9507.182
2004-09-08,9541.88
2004-09-09,9533.596
2004-09-10,9643.877
2004-09-13,9644.203
2004-09-14,9645.309
2004-09-15,9549.032
2004-09-16,9639.902
2004-09-17,9724.073
2004-09-20,9696.528
2004-09-21,9823.165
2004-09-22,9770.956
2004-09-23,9732.078
2004-09-24,9803.626
2004-09-27,9765.996
2004-09-28,9828.194
2004-09-29,9792.672
2004-09-30,9794.985
2004-10-01,9906.498
2004-10-04,9893.155
2004-10-05,9959.916
2004-10-06,9964.318
2004-10-07,9985.912
2004-10-08,10032.242
2004-10-11,10029.24
2004-10-12,9900.536
2004-10-13,9864.705
2004-10-14,9929.177
2004-10-15,9950.074
2004-10-18,9921.533
2004-10-19,9955.965
2004-10-20,9930.708
2004-10-21,9977.878
2004-10-22,9980.926
2004-10-25,9945.533
2004-10-26,9971.235
2004-10-27,10050.669
2004-10-28,10047.784
2004-10-29,9989.462
2004-11-01,10101.36
2004-11-02,10169.757
2004-11-03,10275.035
2004-11-04,10275.911
2004-11-05,10334.96
2004-11-08,10362.039
2004-11-09,10345.597
2004-11-10,10330.102
2004-11-11,10387.56
2004-11-12,10468.178
2004-11-15,10487.212
2004-11-16,10417.357
2004-11-17,10454.822
2004-11-18,10431.992
2004-11-19,10436.386
2004-11-22,10373.894
2004-11-23,10469.582
2004-11-24,10480.148
2004-11-25,10607.37
2004-11-26,10613.342
2004-11-29,10620.825
2004-11-30,10638.14
2004-12-01,10805.185
2004-12-02,10818.005
2004-12-03,10899.134
2004-12-06,10877.947
2004-12-07,10885.262
2004-12-08,10758.876
2004-12-09,10675.246
2004-12-10,10698.68
2004-12-13,10841.431
2004-12-14,10863.507
2004-12-15,11021.954
2004-12-16,10957.804
2004-12-17,10913.55
2004-12-20,11078.841
2004-12-21,10942.338
2004-12-22,10970.757
2004-12-23,11031.215
2004-12-24,11096.397
2004-12-27,11139.598
2004-12-28,11112.237
2004-12-29,11086.376
2004-12-30,11114.421
2004-12-31,11082.454
2005-01-03,10985.766
2005-01-04,10982.264
2005-01-05,10918.379
2005-01-06,10876.754
2005-01-07,10895.789
2005-01-10,10921.079
2005-01-11,10873.218
2005-01-12,10912.767
2005-01-13,10886.548
2005-01-14,10852.621
2005-01-17,10841.261
2005-01-18,10847.765
2005-01-19,10904.511
2005-01-20,10834.752
2005-01-21,10826.388
2005-01-24,10882.713
2005-01-25,10918.363
2005-01-26,11021.092
2005-01-27,11051.752
2005-01-28,10977.142
2005-01-31,11064.841
2005-02-01,11151.858
2005-02-02,11197.366
2005-02-03,11134.933
2005-02-04,11263.443
2005-02-07,11223.691
2005-02-08,11203.345
2005-02-09,11181.737
2005-02-10,11305.76
2005-02-11,11372.114
2005-02-14,11488.101
2005-02-15,11521.191
2005-02-16,11461.09
2005-02-17,11540.745
2005-02-18,11571.809
2005-02-21,11554.551
2005-02-22,11543.751
2005-02-23,11457.512
2005-02-24,11427.292
2005-02-25,11558.067
2005-02-28,11521.179
2005-03-01,11545.58
2005-03-02,11465.897
2005-03-03,11469.74
2005-03-04,11649.949
2005-03-07,11546.676
2005-03-08,11614.887
2005-03-09,11540.707
2005-03-10,11455.083
2005-03-11,11526.158
2005-03-14,11439.888
2005-03-15,11516.876
2005-03-16,11473.667
2005-03-17,11386.938
2005-03-18,11362.533
2005-03-21,11268.92
2005-03-22,11298.412
2005-03-23,11078.58
2005-03-24,11095.675
2005-03-25,11095.675
2005-03-28,11070.458
2005-03-29,11146.204
2005-03-30,11135.287
2005-03-31,11164.913
2005-04-01,11214.525
2005-04-04,11075.38
2005-04-05,11187.582
2005-04-06,11211.682
2005-04-07,11275.011
2005-04-08,11278.778
2005-04-11,11327.302
2005-04-12,11243.318
2005-04-13,11314.711
2005-04-14,11197.496
2005-04-15,11128.904
2005-04-18,11018.505
2005-04-19,11158.232
2005-04-20,11088.919
2005-04-21,11046.425
2005-04-22,11138.349
2005-04-25,11172.13
2005-04-26,11075.097
2005-04-27,10962.75
2005-04-28,10935.321
2005-04-29,10962.143
2005-05-02,10865.43
2005-05-03,10971.362
2005-05-04,11081.541
2005-05-05,11176.43
2005-05-06,11139.111
2005-05-09,11063.23
2005-05-10,11029.741
2005-05-11,10954.681
2005-05-12,10942.363
2005-05-13,10880.365
2005-05-16,10740.976
2005-05-17,10798.195
2005-05-18,10894.306
2005-05-19,10965.187
2005-05-20,10888.771
2005-05-23,10960.887
2005-05-24,10981.728
2005-05-25,11000.673
2005-05-26,10943.647
2005-05-27,10926.604
2005-05-30,10929.301
2005-05-31,10869.412
2005-06-01,10957.225
2005-06-02,10974.274
2005-06-03,10943.316
2005-06-06,10915.669
2005-06-07,11074.502
2005-06-08,11112.551
2005-06-09,11004.304
2005-06-10,11058.476
2005-06-13,11055.465
