Date,AUSTRIA LARGE CAP Large Cap
2005-03-15,696.098
2005-03-16,678.317
2005-03-17,663.51
2005-03-18,656.02
2005-03-21,636.072
2005-03-22,657.619
2005-03-23,638.262
2005-03-24,650.557
2005-03-25,650.557
2005-03-28,645.991
2005-03-29,653.208
2005-03-30,656.302
2005-03-31,661.258
2005-04-01,666.134
2005-04-04,649.451
2005-04-05,656.65
2005-04-06,658.976
2005-04-07,664.102
2005-04-08,660.049
2005-04-11,661.914
2005-04-12,653.964
2005-04-13,664.86
2005-04-14,653.253
2005-04-15,641.441
2005-04-18,621.216
2005-04-19,631.286
2005-04-20,641.671
2005-04-21,646.803
2005-04-22,652.843
2005-04-25,648.349
2005-04-26,652.777
2005-04-27,640.202
2005-04-28,627.919
2005-04-29,612.754
2005-05-02,614.744
2005-05-03,614.328
2005-05-04,612.56
2005-05-05,611.827
2005-05-06,600.806
2005-05-09,622.707
2005-05-10,624.497
2005-05-11,618.071
2005-05-12,605.829
2005-05-13,604.42
2005-05-16,603.225
2005-05-17,598.468
2005-05-18,602.945
2005-05-19,617.871
2005-05-20,631.001
2005-05-23,628.382
2005-05-24,620.776
2005-05-25,617.676
2005-05-26,614.144
2005-05-27,650.561
2005-05-30,651.408
2005-05-31,645.878
2005-06-01,644.55
2005-06-02,643.803
2005-06-03,638.427
2005-06-06,650.509
2005-06-07,658.324
2005-06-08,667.13
2005-06-09,670.412
2005-06-10,666.905
2005-06-13,665.944
2005-06-14,661.752
2005-06-15,670.064
2005-06-16,677.389
2005-06-17,678.362
2005-06-20,680.078
2005-06-21,676.867
2005-06-22,677.423
2005-06-23,667.348
2005-06-24,658.43
2005-06-27,666.757
2005-06-28,666.32
2005-06-29,668.586
2005-06-30,666.045
2005-07-01,666.638
2005-07-04,662.861
2005-07-05,668.825
2005-07-06,658.669
2005-07-07,654.43
2005-07-08,649.529
2005-07-11,657.445
2005-07-12,662.951
2005-07-13,656.912
2005-07-14,668.557
2005-07-15,669.934
2005-07-18,669.126
2005-07-19,670.828
2005-07-20,671.675
2005-07-21,675.695
2005-07-22,671.705
2005-07-25,675.572
2005-07-26,660.735
2005-07-27,658.466
2005-07-28,663.075
2005-07-29,678.129
2005-08-01,685.598
2005-08-02,685.202
2005-08-03,710.297
2005-08-04,722.915
2005-08-05,721.467
2005-08-08,721.367
2005-08-09,724.914
2005-08-10,745.553
2005-08-11,744.676
2005-08-12,739.024
2005-08-15,735.071
2005-08-16,733.845
2005-08-17,724.674
2005-08-18,711.508
2005-08-19,716.704
2005-08-22,723.948
2005-08-23,721.631
2005-08-24,723.339
2005-08-25,723.329
2005-08-26,723.32
2005-08-29,722.636
2005-08-30,723.008
2005-08-31,729.41
2005-09-01,749.262
2005-09-02,772.62
2005-09-05,761.027
2005-09-06,765.198
2005-09-07,770.435
2005-09-08,767.899
2005-09-09,769.993
2005-09-12,757.752
2005-09-13,749.963
2005-09-14,755.251
2005-09-15,750.447
2005-09-16,759.448
2005-09-19,741.288
2005-09-20,734.827
2005-09-21,721.12
2005-09-22,710.379
2005-09-23,706.473
2005-09-26,703.777
2005-09-27,697.168
2005-09-28,699.113
2005-09-29,704.935
2005-09-30,714.112
2005-10-03,704.83
2005-10-04,710.343
2005-10-05,700.654
2005-10-06,697.185
2005-10-07,690.224
2005-10-10,680.728
2005-10-11,673.009
2005-10-12,683.614
2005-10-13,671.006
2005-10-14,673.427
2005-10-17,678.028
2005-10-18,681.505
2005-10-19,669.971
2005-10-20,665.727
2005-10-21,666.961
2005-10-24,670.007
2005-10-25,678.552
2005-10-26,677.375
2005-10-27,683.569
2005-10-28,681.914
2005-10-31,694.604
2005-11-01,695.358
2005-11-02,694.065
2005-11-03,698.124
2005-11-04,700.09
2005-11-07,709.05
2005-11-08,704.686
2005-11-09,703.972
2005-11-10,705.537
2005-11-11,705.733
2005-11-14,692.67
2005-11-15,689.453
2005-11-16,681.791
2005-11-17,687.883
2005-11-18,688.899
2005-11-21,683.939
2005-11-22,681.092
2005-11-23,695.635
2005-11-24,700.911
2005-11-25,701.56
2005-11-28,715.451
2005-11-29,710.427
2005-11-30,712.058
2005-12-01,731.006
2005-12-02,730.552
2005-12-05,732.733
2005-12-06,744.293
2005-12-07,761.043
2005-12-08,767.73
2005-12-09,756.863
2005-12-12,736.383
2005-12-13,742.973
2005-12-14,750.619
2005-12-15,745.603
2005-12-16,751.052
2005-12-19,740.641
2005-12-20,733.822
2005-12-21,727.124
2005-12-22,747.356
2005-12-23,741.188
2005-12-26,741.188
2005-12-27,751.234
2005-12-28,757.107
2005-12-29,750.724
2005-12-30,747.65
2006-01-02,757.088
2006-01-03,776.065
2006-01-04,786.046
2006-01-05,785.077
2006-01-06,788.583
2006-01-09,794.926
2006-01-10,778.524
2006-01-11,782.229
2006-01-12,793.422
2006-01-13,785.157
2006-01-16,805.227
2006-01-17,792.672
2006-01-18,785.317
2006-01-19,802.465
2006-01-20,807.233
2006-01-23,840.534
2006-01-24,839.623
2006-01-25,835.296
2006-01-26,836.098
2006-01-27,840.926
2006-01-30,851.768
2006-01-31,837.456
2006-02-01,850.739
2006-02-02,823.727
2006-02-03,805.762
2006-02-06,836.704
2006-02-07,829.055
2006-02-08,820.051
2006-02-09,834.116
2006-02-10,824.339
2006-02-13,803.489
2006-02-14,780.943
2006-02-15,790.034
2006-02-16,820.843
2006-02-17,831.776
2006-02-20,847.701
2006-02-21,849.808
2006-02-22,832.91
2006-02-23,835.917
2006-02-24,835.052
2006-02-27,838.465
2006-02-28,812.158
2006-03-01,809.488
2006-03-02,801.133
2006-03-03,808.551
2006-03-06,821.488
2006-03-07,786.304
2006-03-08,765.989
2006-03-09,775.99
2006-03-10,768.467
2006-03-13,788.838
2006-03-14,782.16
2006-03-15,802.698
2006-03-16,811.903
2006-03-17,822.407
2006-03-20,803.948
2006-03-21,794.848
2006-03-22,794.886
2006-03-23,799.912
2006-03-24,798.301
2006-03-27,786.705
2006-03-28,794.04
2006-03-29,796.445
2006-03-30,822.208
2006-03-31,828.345
2006-04-03,821.259
2006-04-04,834.284
2006-04-05,832.455
2006-04-06,843.42
2006-04-07,825.654
2006-04-10,832.991
2006-04-11,842.305
2006-04-12,836.442
2006-04-13,839.379
2006-04-14,839.379
2006-04-17,852.71
2006-04-18,866.3
2006-04-19,884.706
2006-04-20,882.897
2006-04-21,873.337
2006-04-24,865.01
2006-04-25,879.665
2006-04-26,886.081
2006-04-27,869.406
2006-04-28,856.591
2006-05-01,858.087
2006-05-02,870.655
2006-05-03,873.129
2006-05-04,871.361
2006-05-05,893.813
2006-05-08,877.279
2006-05-09,848.796
2006-05-10,865.534
2006-05-11,868.77
2006-05-12,849.486
2006-05-15,811.548
2006-05-16,787.524
2006-05-17,759.157
2006-05-18,757.145
2006-05-19,753.105
2006-05-22,712.271
2006-05-23,757.586
2006-05-24,756.664
2006-05-25,757.732
2006-05-26,786.145
2006-05-29,785.408
2006-05-30,784.677
2006-05-31,775.399
2006-06-01,792.648
2006-06-02,808.722
2006-06-05,809.41
2006-06-06,761.192
2006-06-07,749.144
2006-06-08,704.8
2006-06-09,695.554
2006-06-12,698.714
2006-06-13,672.804
2006-06-14,684.458
2006-06-15,684.729
2006-06-16,694.993
2006-06-19,709.987
2006-06-20,712.215
2006-06-21,714.111
2006-06-22,721.31
2006-06-23,724.687
2006-06-26,730.527
2006-06-27,739.861
2006-06-28,727.643
2006-06-29,742.65
2006-06-30,782.042
2006-07-03,794.36
2006-07-04,791.645
2006-07-05,786.475
2006-07-06,809.562
2006-07-07,803.174
2006-07-10,790.889
2006-07-11,779.529
2006-07-12,787.688
2006-07-13,778.256
2006-07-14,764.265
2006-07-17,753.514
2006-07-18,748.077
2006-07-19,766.391
2006-07-20,776.242
2006-07-21,756.903
2006-07-24,768.706
2006-07-25,777.959
2006-07-26,795.836
2006-07-27,802.887
2006-07-28,806.075
2006-07-31,800.443
2006-08-01,799.519
2006-08-02,804.011
2006-08-03,791.594
2006-08-04,806.344
2006-08-07,800.578
2006-08-08,797.126
2006-08-09,802.28
2006-08-10,794.14
2006-08-11,780.976
2006-08-14,787.233
2006-08-15,789.827
2006-08-16,809.276
2006-08-17,800.877
2006-08-18,795.834
2006-08-21,790.581
2006-08-22,777.778
2006-08-23,770.472
2006-08-24,769.129
2006-08-25,778.46
2006-08-28,779.369
2006-08-29,768.282
2006-08-30,780.501
2006-08-31,779.154
2006-09-01,785.18
2006-09-04,792.436
2006-09-05,789.897
2006-09-06,768.49
2006-09-07,754.056
2006-09-08,757.711
2006-09-11,742.079
2006-09-12,743.588
2006-09-13,741.588
2006-09-14,754.994
2006-09-15,739.385
2006-09-18,747.765
2006-09-19,745.26
2006-09-20,743.143
2006-09-21,731.46
2006-09-22,730.751
2006-09-25,724.843
2006-09-26,738.323
2006-09-27,766.588
2006-09-28,779.815
2006-09-29,776.673
2006-10-02,765.79
2006-10-03,760.927
2006-10-04,753.626
2006-10-05,772.244
2006-10-06,755.277
2006-10-09,765.185
2006-10-10,774.041
2006-10-11,773.657
2006-10-12,782.074
2006-10-13,796.975
2006-10-16,802.182
2006-10-17,801.627
2006-10-18,804.344
2006-10-19,803.885
2006-10-20,811.835
2006-10-23,805.725
2006-10-24,809.202
2006-10-25,827.274
2006-10-26,832.663
2006-10-27,821.238
2006-10-30,821.106
2006-10-31,830.328
2006-11-01,830.914
2006-11-02,826.223
2006-11-03,826.933
2006-11-06,834.122
2006-11-07,831.145
2006-11-08,831.921
2006-11-09,841.211
2006-11-10,854.387
2006-11-13,851.282
2006-11-14,849.582
2006-11-15,842.598
2006-11-16,848.363
2006-11-17,848.238
2006-11-20,842.15
2006-11-21,847.083
2006-11-22,853.506
2006-11-23,843.707
2006-11-24,843.113
2006-11-27,836.791
2006-11-28,830.605
2006-11-29,855.891
2006-11-30,856.313
2006-12-01,878.889
2006-12-04,894.38
2006-12-05,894.7
2006-12-06,900.244
2006-12-07,910.204
2006-12-08,911.642
2006-12-11,895.309
2006-12-12,900.954
2006-12-13,914.502
2006-12-14,915.424
2006-12-15,923.785
2006-12-18,923.796
2006-12-19,922.621
2006-12-20,931.491
2006-12-21,921.458
2006-12-22,920.172
2006-12-25,920.172
2006-12-26,918.738
2006-12-27,924.109
2006-12-28,928.169
2006-12-29,931.205
2007-01-01,931.205
2007-01-02,959.548
2007-01-03,956.92
2007-01-04,935.761
2007-01-05,902.314
2007-01-08,892.776
2007-01-09,898.869
2007-01-10,865.785
2007-01-11,875.737
2007-01-12,884.839
2007-01-15,890.989
2007-01-16,881.434
2007-01-17,878.963
2007-01-18,878.229
2007-01-19,883.122
2007-01-22,894.575
2007-01-23,909.409
2007-01-24,904.766
2007-01-25,910.026
2007-01-26,891.668
2007-01-29,897.319
2007-01-30,899.557
2007-01-31,909.602
2007-02-01,923.146
2007-02-02,920.321
2007-02-05,918.126
2007-02-06,918.881
2007-02-07,924.775
2007-02-08,915.179
2007-02-09,915.073
2007-02-12,907.836
2007-02-13,908.185
2007-02-14,927.601
2007-02-15,933.154
2007-02-16,913.036
2007-02-19,932.353
2007-02-20,915.67
2007-02-21,900.278
2007-02-22,904.13
2007-02-23,911.946
2007-02-26,913.452
2007-02-27,880.417
2007-02-28,871.586
2007-03-01,863.07
2007-03-02,880.143
2007-03-05,872.499
2007-03-06,871.503
2007-03-07,879.566
2007-03-08,905.41
2007-03-09,909.054
2007-03-12,897.73
2007-03-13,893.061
2007-03-14,871.673
2007-03-15,896.748
2007-03-16,881.261
2007-03-19,901.532
2007-03-20,898.273
2007-03-21,906.388
2007-03-22,937.918
2007-03-23,947.858
2007-03-26,963.69
2007-03-27,945.932
2007-03-28,937.332
2007-03-29,938.105
2007-03-30,936.025
2007-04-02,945.061
2007-04-03,943.365
2007-04-04,944.492
2007-04-05,947.19
2007-04-06,947.19
2007-04-09,942.256
2007-04-10,956.372
2007-04-11,963.046
2007-04-12,954.959
2007-04-13,967.788
2007-04-16,978.627
2007-04-17,970.153
2007-04-18,958.857
2007-04-19,961.581
2007-04-20,967.948
2007-04-23,974.498
2007-04-24,968.037
2007-04-25,982.812
2007-04-26,996.693
2007-04-27,1001.66
2007-04-30,971.962
2007-05-01,968.33
2007-05-02,961.397
2007-05-03,968.66
2007-05-04,967.878
2007-05-07,964.489
2007-05-08,953.718
2007-05-09,968.583
2007-05-10,954.309
2007-05-11,955.43
2007-05-14,960.234
2007-05-15,974.352
2007-05-16,991.106
2007-05-17,985.118
2007-05-18,998.335
2007-05-21,989.654
2007-05-22,984.236
2007-05-23,1001.911
2007-05-24,990.324
2007-05-25,996.343
2007-05-28,996.343
2007-05-29,998.877
2007-05-30,983.569
2007-05-31,1000.0
2007-06-01,1000.11
2007-06-04,1012.513
2007-06-05,1008.997
2007-06-06,991.756
2007-06-07,989.257
2007-06-08,981.132
2007-06-11,989.321
2007-06-12,972.46
2007-06-13,973.219
2007-06-14,998.543
2007-06-15,1012.356
2007-06-18,1010.187
2007-06-19,1005.151
2007-06-20,1009.943
2007-06-21,1001.975
2007-06-22,1004.103
2007-06-25,988.105
2007-06-26,985.135
2007-06-27,972.757
2007-06-28,983.87
2007-06-29,990.532
2007-07-02,997.16
2007-07-03,1005.403
2007-07-04,1007.453
2007-07-05,1004.725
2007-07-06,1012.538
2007-07-09,1014.946
2007-07-10,1010.571
2007-07-11,1003.056
2007-07-12,1006.229
2007-07-13,1010.746
2007-07-16,1013.794
2007-07-17,1002.444
2007-07-18,997.98
2007-07-19,1009.72
2007-07-20,999.293
2007-07-23,1008.052
2007-07-24,999.979
2007-07-25,986.799
2007-07-26,948.623
2007-07-27,933.367
2007-07-30,924.645
2007-07-31,958.107
2007-08-01,947.519
2007-08-02,956.236
2007-08-03,949.473
2007-08-06,936.713
2007-08-07,948.145
2007-08-08,974.038
2007-08-09,963.555
2007-08-10,926.288
2007-08-13,937.483
2007-08-14,934.006
2007-08-15,926.987
2007-08-16,878.391
2007-08-17,882.553
2007-08-20,894.561
2007-08-21,886.382
2007-08-22,908.287
2007-08-23,921.237
2007-08-24,928.115
2007-08-27,937.812
2007-08-28,933.623
2007-08-29,925.671
2007-08-30,929.228
2007-08-31,942.733
2007-09-03,943.131
2007-09-04,961.423
2007-09-05,947.262
2007-09-06,947.659
2007-09-07,937.22
2007-09-10,931.553
2007-09-11,949.737
2007-09-12,951.023
2007-09-13,958.963
2007-09-14,951.391
2007-09-17,936.75
2007-09-18,947.744
2007-09-19,994.933
2007-09-20,999.208
2007-09-21,991.785
2007-09-24,999.01
2007-09-25,986.662
2007-09-26,989.325
2007-09-27,989.868
2007-09-28,991.353
2007-10-01,1007.394
2007-10-02,1019.809
2007-10-03,1027.045
2007-10-04,1039.396
2007-10-05,1053.851
2007-10-08,1035.183
2007-10-09,1033.09
2007-10-10,1045.29
2007-10-11,1058.644
2007-10-12,1061.178
2007-10-15,1048.745
2007-10-16,1045.006
2007-10-17,1058.048
2007-10-18,1053.361
2007-10-19,1056.994
2007-10-22,1034.582
2007-10-23,1049.423
2007-10-24,1039.937
2007-10-25,1058.305
2007-10-26,1064.223
2007-10-29,1083.648
2007-10-30,1081.543
2007-10-31,1092.764
2007-11-01,1090.271
2007-11-02,1071.73
2007-11-05,1057.69
2007-11-06,1066.285
2007-11-07,1068.585
2007-11-08,1068.876
2007-11-09,1053.246
2007-11-12,1041.284
2007-11-13,1045.463
2007-11-14,1047.253
2007-11-15,1035.671
2007-11-16,1036.532
2007-11-19,1003.838
2007-11-20,1024.806
2007-11-21,999.442
2007-11-22,1001.889
2007-11-23,1009.815
2007-11-26,1018.217
2007-11-27,1007.298
2007-11-28,1040.298
2007-11-29,1050.093
2007-11-30,1052.583
2007-12-03,1060.762
2007-12-04,1038.311
2007-12-05,1052.2
2007-12-06,1073.851
2007-12-07,1079.52
2007-12-10,1078.229
2007-12-11,1065.001
2007-12-12,1058.901
2007-12-13,1033.036
2007-12-14,1035.541
2007-12-17,1014.236
2007-12-18,1034.889
2007-12-19,1035.087
2007-12-20,1043.107
2007-12-21,1050.362
2007-12-24,1052.7
2007-12-25,1052.7
2007-12-26,1059.936
2007-12-27,1079.259
2007-12-28,1087.201
2007-12-31,1080.991
2008-01-01,1080.991
2008-01-02,1086.994
2008-01-03,1081.531
2008-01-04,1058.858
2008-01-07,1058.422
2008-01-08,1059.447
2008-01-09,1037.083
2008-01-10,1010.419
2008-01-11,1001.803
2008-01-14,1010.7
2008-01-15,972.407
2008-01-16,923.898
2008-01-17,923.512
2008-01-18,921.889
2008-01-21,872.156
2008-01-22,884.319
2008-01-23,845.513
2008-01-24,918.592
2008-01-25,915.855
2008-01-28,882.068
2008-01-29,908.259
2008-01-30,900.629
2008-01-31,902.027
2008-02-01,902.674
2008-02-04,909.577
2008-02-05,889.73
2008-02-06,905.804
2008-02-07,858.726
2008-02-08,851.696
2008-02-11,853.851
2008-02-12,894.789
2008-02-13,911.429
2008-02-14,914.586
2008-02-15,906.33
2008-02-18,914.344
2008-02-19,944.342
2008-02-20,931.07
2008-02-21,934.52
2008-02-22,930.751
2008-02-25,948.631
2008-02-26,959.135
2008-02-27,971.622
2008-02-28,967.314
2008-02-29,961.147
2008-03-03,925.776
2008-03-04,906.948
2008-03-05,927.9
2008-03-06,922.824
2008-03-07,908.897
2008-03-10,898.402
2008-03-11,914.881
2008-03-12,944.155
2008-03-13,943.731
2008-03-14,931.957
2008-03-17,889.403
2008-03-18,918.461
2008-03-19,904.833
2008-03-20,877.895
2008-03-21,877.895
2008-03-24,876.642
2008-03-25,920.793
2008-03-26,921.455
2008-03-27,962.14
2008-03-28,984.891
2008-03-31,970.655
2008-04-01,984.96
2008-04-02,1014.423
2008-04-03,1000.361
2008-04-04,1014.294
2008-04-07,1041.259
2008-04-08,1032.166
2008-04-09,1030.486
2008-04-10,1012.418
2008-04-11,1010.172
2008-04-14,1008.522
2008-04-15,1024.684
2008-04-16,1049.47
2008-04-17,1046.927
2008-04-18,1060.506
2008-04-21,1063.181
2008-04-22,1056.598
2008-04-23,1066.215
2008-04-24,1060.453
2008-04-25,1067.507
2008-04-28,1079.358
2008-04-29,1085.901
2008-04-30,1110.039
2008-05-01,1101.59
2008-05-02,1129.02
2008-05-05,1128.786
2008-05-06,1129.993
2008-05-07,1133.918
2008-05-08,1109.937
2008-05-09,1104.5
2008-05-12,1109.438
2008-05-13,1127.289
2008-05-14,1137.88
2008-05-15,1139.805
2008-05-16,1179.716
2008-05-19,1191.388
2008-05-20,1165.717
2008-05-21,1194.427
2008-05-22,1190.487
2008-05-23,1168.361
2008-05-26,1163.743
2008-05-27,1159.683
2008-05-28,1167.854
2008-05-29,1167.616
2008-05-30,1161.443
2008-06-02,1155.522
2008-06-03,1152.923
2008-06-04,1125.704
2008-06-05,1128.348
2008-06-06,1125.854
2008-06-09,1128.184
2008-06-10,1085.887
2008-06-11,1077.153
2008-06-12,1097.464
2008-06-13,1092.671
2008-06-16,1113.119
2008-06-17,1129.639
2008-06-18,1117.164
2008-06-19,1098.225
2008-06-20,1079.775
2008-06-23,1071.626
2008-06-24,1068.01
2008-06-25,1068.75
2008-06-26,1044.98
2008-06-27,1039.003
2008-06-30,1053.661
2008-07-01,1026.504
2008-07-02,1031.38
2008-07-03,1051.066
2008-07-04,999.953
2008-07-07,1028.327
2008-07-08,998.595
2008-07-09,1030.665
2008-07-10,1013.372
2008-07-11,978.644
2008-07-14,980.372
2008-07-15,942.254
2008-07-16,955.463
2008-07-17,985.834
2008-07-18,1002.603
2008-07-21,1014.916
2008-07-22,1009.947
2008-07-23,1018.461
2008-07-24,997.677
2008-07-25,992.844
2008-07-28,986.778
2008-07-29,1000.583
2008-07-30,986.954
2008-07-31,997.63
2008-08-01,980.496
2008-08-04,978.972
2008-08-05,976.436
2008-08-06,996.361
2008-08-07,989.156
2008-08-08,963.101
2008-08-11,959.429
2008-08-12,941.173
2008-08-13,913.88
2008-08-14,913.796
2008-08-15,901.037
2008-08-18,915.791
2008-08-19,876.452
2008-08-20,903.29
2008-08-21,904.877
2008-08-22,910.342
2008-08-25,909.856
2008-08-26,903.074
2008-08-27,906.473
2008-08-28,913.222
2008-08-29,925.095
2008-09-01,902.882
2008-09-02,898.05
2008-09-03,887.279
2008-09-04,845.98
2008-09-05,821.517
2008-09-08,855.587
2008-09-09,835.878
2008-09-10,796.954
2008-09-11,781.266
2008-09-12,818.614
2008-09-15,790.929
2008-09-16,752.936
2008-09-17,721.942
2008-09-18,724.176
2008-09-19,831.468
2008-09-22,840.402
2008-09-23,821.731
2008-09-24,827.029
2008-09-25,811.922
2008-09-26,772.347
2008-09-29,688.124
2008-09-30,667.128
2008-10-01,669.941
2008-10-02,620.226
2008-10-03,680.836
2008-10-06,602.876
2008-10-07,577.357
2008-10-08,526.173
2008-10-09,491.802
2008-10-10,449.781
2008-10-13,511.535
2008-10-14,566.479
2008-10-15,531.365
2008-10-16,471.591
2008-10-17,449.905
2008-10-20,460.495
2008-10-21,463.93
2008-10-22,414.976
2008-10-23,405.506
2008-10-24,388.692
2008-10-27,343.604
2008-10-28,356.513
2008-10-29,388.681
2008-10-30,415.456
2008-10-31,423.36
2008-11-03,430.253
2008-11-04,475.905
2008-11-05,453.897
2008-11-06,423.039
2008-11-07,450.866
2008-11-10,450.067
2008-11-11,409.597
2008-11-12,375.746
2008-11-13,347.031
2008-11-14,359.316
2008-11-17,354.08
2008-11-18,345.308
2008-11-19,323.153
2008-11-20,304.362
2008-11-21,290.652
2008-11-24,327.622
2008-11-25,373.515
2008-11-26,354.855
2008-11-27,365.944
2008-11-28,358.83
2008-12-01,336.995
2008-12-02,339.511
2008-12-03,328.833
2008-12-04,342.027
2008-12-05,309.85
2008-12-08,316.022
2008-12-09,341.112
2008-12-10,341.021
2008-12-11,341.557
2008-12-12,331.684
2008-12-15,344.546
2008-12-16,345.954
2008-12-17,362.08
2008-12-18,360.93
2008-12-19,333.547
2008-12-22,345.57
2008-12-23,350.491
2008-12-24,351.61
2008-12-25,351.61
2008-12-26,353.307
2008-12-29,368.462
2008-12-30,372.883
2008-12-31,366.45
2009-01-01,366.45
2009-01-02,374.412
2009-01-05,370.738
2009-01-06,363.912
2009-01-07,388.302
2009-01-08,381.191
2009-01-09,354.884
2009-01-12,347.144
2009-01-13,332.529
2009-01-14,317.085
2009-01-15,319.287
2009-01-16,329.3
2009-01-19,304.188
2009-01-20,288.676
2009-01-21,288.243
2009-01-22,285.266
2009-01-23,274.153
2009-01-26,305.926
2009-01-27,307.426
2009-01-28,324.084
2009-01-29,317.096
2009-01-30,321.356
2009-02-02,303.392
2009-02-03,305.458
2009-02-04,311.258
2009-02-05,303.014
2009-02-06,314.277
2009-02-09,322.933
2009-02-10,313.359
2009-02-11,307.796
2009-02-12,289.306
2009-02-13,296.385
2009-02-16,282.112
2009-02-17,255.938
2009-02-18,253.574
2009-02-19,267.859
2009-02-20,251.899
2009-02-23,259.385
2009-02-24,252.917
2009-02-25,254.35
2009-02-26,264.106
2009-02-27,261.795
2009-03-02,246.174
2009-03-03,243.772
2009-03-04,264.139
2009-03-05,250.736
2009-03-06,254.412
2009-03-09,260.548
2009-03-10,273.827
2009-03-11,269.305
2009-03-12,275.893
2009-03-13,280.53
2009-03-16,294.852
2009-03-17,299.372
2009-03-18,309.26
2009-03-19,339.197
2009-03-20,346.363
2009-03-23,364.443
2009-03-24,348.121
2009-03-25,369.871
2009-03-26,378.94
2009-03-27,357.878
2009-03-30,336.308
2009-03-31,354.333
2009-04-01,359.716
2009-04-02,385.309
2009-04-03,386.2
2009-04-06,379.341
2009-04-07,362.457
2009-04-08,377.685
2009-04-09,383.999
2009-04-10,383.999
2009-04-13,387.255
2009-04-14,394.854
2009-04-15,377.389
2009-04-16,374.046
2009-04-17,369.913
2009-04-20,359.031
2009-04-21,355.764
2009-04-22,355.917
2009-04-23,355.714
2009-04-24,379.383
2009-04-27,366.729
2009-04-28,356.7
2009-04-29,368.099
2009-04-30,380.602
2009-05-01,380.659
2009-05-04,405.039
2009-05-05,423.726
2009-05-06,426.348
2009-05-07,438.709
2009-05-08,449.835
2009-05-11,443.942
2009-05-12,440.619
2009-05-13,413.694
2009-05-14,414.512
2009-05-15,421.905
2009-05-18,425.35
2009-05-19,440.139
2009-05-20,474.789
2009-05-21,474.306
2009-05-22,467.043
2009-05-25,466.528
2009-05-26,462.747
2009-05-27,461.626
2009-05-28,459.928
2009-05-29,486.211
2009-06-01,486.296
2009-06-02,510.114
2009-06-03,494.663
2009-06-04,488.017
2009-06-05,498.382
2009-06-08,491.877
2009-06-09,504.985
2009-06-10,519.084
2009-06-11,521.493
2009-06-12,515.423
2009-06-15,491.711
2009-06-16,484.042
2009-06-17,456.68
2009-06-18,462.478
2009-06-19,476.984
2009-06-22,437.894
2009-06-23,442.502
2009-06-24,469.618
2009-06-25,465.369
2009-06-26,467.547
2009-06-29,481.356
2009-06-30,479.985
2009-07-01,491.828
2009-07-02,479.787
2009-07-03,462.917
2009-07-06,444.353
2009-07-07,448.208
2009-07-08,431.684
2009-07-09,433.639
2009-07-10,433.887
2009-07-13,445.507
2009-07-14,454.048
2009-07-15,477.3
2009-07-16,484.509
2009-07-17,472.015
2009-07-20,484.223
2009-07-21,500.187
2009-07-22,491.632
2009-07-23,506.507
2009-07-24,515.429
2009-07-27,526.128
2009-07-28,503.573
2009-07-29,504.797
2009-07-30,517.126
2009-07-31,529.601
2009-08-03,551.754
2009-08-04,553.183
2009-08-05,554.105
2009-08-06,553.962
2009-08-07,549.785
2009-08-10,541.024
2009-08-11,529.344
2009-08-12,544.761
